"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"14","2021-03-15 16:37:00-03","NY","NYBG","970385","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970385","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","17013","Mato Grosso","Ca. 30 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00970385_01","-52.32","-14.92","B. Maguire",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","970382","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970382","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","13493","Goiás","Serra dos Cristais, ca. 3 km E. of Cristalina","NY00970382_01","-47.57186","-16.75","B. Maguire","Cristalina","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2109354","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","B. Maguire","1954","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289016' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109354","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","40119",NA,"Serra do Tepequem","NY02109354_01",NA,NA,NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","970407","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","J. A. Ratter","1976","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970407","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","R.2947","Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower.","NY00970407_01","-47.9294","-15.7797","L. Struwe","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2109367","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","M. N. F. da Silva","1983","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289029' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109367","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","145","Pará","Serra do Cachimbo, Base Aérea, depois do Aeroporto do Cachimbo, 5 Km margem do Rio Formiga","NY02109367_01","-55.9833","-4.2761",NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","970376","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970376","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","11467","Distrito Federal","Chapada da Contagem, ca. 15 km E. of Brasília","NY00970376_01","-47.77671","-15.7833","B. Maguire","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","970374","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","W. R. Anderson","1973","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970374","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","10444","Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","NY00970374_01","-48.80861","-15.7880556","B. Maguire","Cocalzinho de Goiás","1230","1230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","644289","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","L. O. A. Teixeira","1982","06","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644289","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","1293","Amazonas","Estrada Humaita-Jacarecanga, km 150, a 60 km ao Sul","NY00644289_01","-63.0206","-7.5061","L. Struwe","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","970381","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970381","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","12490","Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","NY00970381_01","-47.70192","-14.1167","B. Maguire","Alto Paraíso de Goiás","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","970392","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1969","01","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970392","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","21801","Minas Gerais","Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","NY00970392_01","-43.69275","-18.4205","L. Struwe",NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2109365","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","G. L. Sobel","1984","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289027' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109365","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","4648","Pará","Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","NY02109365_01","-49.6395457","-1.6123151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","970398","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","E. P. Heringer",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970398","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","7843","Distrito Federal","Horto do Guará.","NY00970398_01","-47.9294","-15.7797","B. Maguire","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","970399","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","E. P. Heringer",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970399","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","11266","Distrito Federal","Samambaia, Rio Corumbá.","NY00970399_01","-47.9294","-15.7797","B. Maguire","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","644286","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","E. Hassler","1901",NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644286","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","8323",NA,"In regione cursus superiroris fluminis Apa",NA,NA,NA,"L. Struwe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","644288","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","W. W. Thomas","1987","12","07","South America","Bolivia","sheet",NA,"Unicate <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644288","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","5713","Santa Cruz","Serrania de Huanchaca, Parque Nacional Prof. Noel Kempff Mercado. Northwest of airstrip",NA,"-60.72","-13.98","L. Struwe","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2109356","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1960","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289018' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109356","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","47254","Amapá","immediately south of airfield, about 2 km NE of Oiapoque.","NY02109356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","970394","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1972","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970394","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","34170","Goiás","Serra dos Pirineus, ca. 10 km E. of Pirenópolis","NY00970394_01","-48.85664","-15.85","L. Struwe","Pirenópolis","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","970383","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970383","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","14127","Distrito Federal","Setor Industrial, ca. 5 km W of Brasília","NY00970383_01","-47.95","-15.8","B. Maguire","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","970409","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. R. Wullschlaegel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970409","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","s.n.",NA,NA,NA,NA,NA,"B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","970387","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970387","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","14414","Goiás","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","NY00970387_01","-46.37","-14.13","B. Maguire","Posse","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2109359","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","J. M. Pires","1962","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289021' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109359","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","52030","Amapá","Road to Amapa, Km 48.","NY02109359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","644290","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","R. M. Harley","1974","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644290","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","15428","Bahia","Serra do Rio de Contas. On lower slopes of the Pico das Almas, ca. 25 km WNW of the town of Rio de Contas","NY00644290_01","-41.92","-13.53","L. Struwe",NA,"1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2109358","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1960","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2289020' target='other'> <mi>dwc_moreinfo</mi></a>","NY02109358","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","47254","Amapá","immediately south of airfield, about 2 km NE of Oiapoque.","NY02109358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","970386","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1966","06","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970386","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","17218","Mato Grosso","Ca. 75 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00970386_01","-52.23","-15.28","B. Maguire",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","644293","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","R. M. Harley","1988","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644293","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","25990","Bahia","Pico das Almas. Vertente leste. Campo do Queiroz","NY00644293_01","-41.95","-13.53","L. Struwe","Rio de Contas","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","970391","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","H. S. Irwin","1968","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970391","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","21357","Tocantins","10 km S. of Guará.","NY00970391_01","-48.52","-8.93","L. Struwe","Guaraí","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","644285","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","R. L. Liesner","1988","05","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=192190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644285","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","24192","Bolívar","San Ignacio de Yuruaní",NA,"-61.17","5","L. Struwe","Gran Sabana","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","970401","PreservedSpecimen","Plantae","Gentianaceae","Tetrapollinia","caerulescens","Tetrapollinia caerulescens","G. Gardner","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1048623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970401","Magnoliophyta","Gentianales","(Aubl.) Maguire & B.M.Boom","2915",NA,NA,"NY00970401_01",NA,NA,"B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
