"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"93","2020-10-14 10:02:17-03","FURB","FURB","35780","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","M.L. Brotto","2016","12",NA,"Oliveira, A.A. de; Nicoletti, A.L. & Quadros, D.S.","1","2009","02","15","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2202778","-27.0133333","-49.2202778","-27.0133333","431","431",NA,"FURB27842","FURB27842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:02:17-03","FURB","FURB","45203","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Pastório, FF","2015","07","24","Gasper, A.L. de; Bittencourt, F.","3639","2014","10","19","Brasil","Santa Catarina","Ituporanga","Rio do Norte.","-49.5030556","-27.3608333","-49.5030556","-27.3608333","708","708","Regeneração IFFSC 421 /N/108","FURB27468","FURB27468 FURB27468_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:02:17-03","FURB","FURB","45789","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Oliveira, AA de","2015","02","12","Oliveira, A.A. de","1143","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Fito IFFSC 517 /L/39","FURB27485","FURB27485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:02:17-03","FURB","FURB","48005","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, ML","2014","11","10","Brotto, M.L.","1806","2014","09","24","Brasil","Paraná","Adrianópolis",NA,"-48.6975","-24.8527778","-48.6975000","-24.8527778","900","900",NA,"FURB48005","FURB48005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:53:08-03","UCS","HUCS","39550","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A.","2010","09","15","Stival-Santos, A.","1518",NA,NA,NA,"Brasil","Santa Catarina","Angelina","Coqueiral","-48.9852981567383","-27.5685997009277",NA,NA,NA,NA,"Herbário FURB 20066; Ecótono - Floresta Ombrófila Densa e Mista - interior do fragmento",NA,NA,NA,NA,NA,"Angiospermae","Lauraceae",NA,"25961","auto",NA,NA,NA,NA
"98","2021-03-16 17:53:08-03","UCS","HUCS","39412","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Quinet, A.","2010","09","15","Verdi, M.","3319","2009","12","02","Brasil","Santa Catarina","Morro da Fumaça","Estação Cocal","-49.2099990844727","-28.6508007049561",NA,NA,NA,NA,"Herbário FURB 18108; Floresta Ombrófila Densa - interior do fragmento",NA,NA,NA,NA,NA,"Angiospermae","Lauraceae",NA,"13986","auto",NA,NA,NA,NA
"99","2021-03-16 17:53:08-03","UCS","HUCS","13201","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P.L.R. de","2014","08","30","Hatschbach, G.","61471","1994","12","08","Brasil","Paraná","Cerro Azul","Mato Preto, estrada para Ribeirão do Rocha","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore, 25m, flor creme, odorífera, verso das folhas ferrugíneas. Herbário MBM.; mata pluvial",NA,NA,NA,NA,NA,"Angiospermae","Lauraceae",NA,"32006","auto",NA,NA,NA,NA
"100","2013-04-01 09:18:52-03","IPT","BCTW","14421","S","Plantae",NA,"Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA
"101","2013-04-01 09:18:52-03","IPT","BCTW","16375","S","Plantae",NA,"Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo","Moysés Kuhlmann",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Itajaí",NA,"-48.6619","-26.9078",NA,NA,NA,NA,"Herbário Barbosa Rodrigues",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"27253","auto","Magnoliopsida",NA,NA,NA
"102","2020-12-21 16:31:09-03","MBM","MBM","353506","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I. de",NA,NA,NA,"Pessoal do Horto Florestal","s.n.","1928","02","02","Brazil","Rio de Janeiro","Rio de Janeiro","Rumo ao Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 10-11m, mata. Horto Florestal; Árvore de 10-11m.; Mata.","MBM353506","MBM353506","Southern America",NA,NA,NA,NA,"ISOTYPE","57442","auto",NA,NA,NA,NA
"103","2020-12-21 16:31:10-03","MBM","MBM","392447","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","10","Brotto, M.L.","1806","2014","09","24","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.697556","-24.852861","-48.697556","-24.852861","900","900","Árvore de 25m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392447","MBM392447","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:31:10-03","MBM","MBM","392455","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","13","Brotto, M.L.; Prado, S.; Prado, S.","1814","2014","11","04","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710419","-24.853086","-48.710419","-24.853086","895","895","Árvore de 25m de altura, frutos imaturos verdes e poucos maduros pretos.; Floresta Ombrófila Densa Montana.","MBM392455","MBM392455","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:31:10-03","MBM","MBM","392456","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","13","Brotto, M.L.; Prado, S.; Prado, S.","1815","2014","11","04","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.710342","-24.853492","-48.710342","-24.853492","896","896","Árvore de 22m de altura, frutos imaturos verdes e poucos maduros pretos.; Floresta Ombrófila Densa Montana.","MBM392456","MBM392456","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:31:10-03","MBM","MBM","392459","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2014","11","13","Brotto, M.L.; Prado, S.; Prado, S.","1818","2014","11","04","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.711508","-24.85415","-48.711508","-24.85415","886","886","Árvore de 23m de altura, frutos imaturos verdes.; Floresta Ombrófila Densa Montana.","MBM392459","MBM392459","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:31:10-03","MBM","MBM","395007","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2015","01","27","Brotto, M.L.; Prado, S.; Prado, S.","1862","2015","01","20","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.712333","-24.853417","-48.712333","-24.853417","896","896","Árvore de 19m de altura; flores femininas verde-amareladas; ainda com alguns frutos maduros da frutificação anterior.; Floresta Ombrófila Densa Montana.","MBM395007","MBM395007","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:31:10-03","MBM","MBM","409921","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2017","12","18","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2559","2017","12","06","Brazil","Paraná","Adrianópolis","estrada da Berneck a Tatupeba","-48.727667","-24.76125","-48.727667","-24.76125","867","867","Árvore com 22 metros de altura; com botões florais.; Floresta Ombrófila Densa Montana.","MBM409921","MBM409921","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:31:10-03","MBM","MBM","409930","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2017","12","18","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2568","2017","12","06","Brazil","Paraná","Tunas do Paraná","Pacas","-48.837222","-24.953611","-48.837222","-24.953611","824","824","Árvore com 17 metros de altura; com botões florais.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM409930","MBM409930","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:31:10-03","MBM","MBM","417511","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2019","03","01","Brotto, M.L.","3247","2019","02","24","Brazil","Paraná","Piraquara","Recreio da Serra","-49.016556","-25.449389","-49.016556","-25.449389","1002","1002","Árvore com 16 m de altura; flores branco-esverdeadas, femininas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM417511",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:31:10-03","MBM","MBM","156470","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","02","24","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","58456",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Cabeceira do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore 12m, flor creme. Mata pluvial","MBM156470","MBM156470","Southern America",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"112","2020-12-21 16:31:10-03","MBM","MBM","303221","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","02","24","Maschio, W.","200","2003","08",NA,"Brazil","Paraná","Colombo","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"MBM303221","MBM303221","Southern America",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"113","2020-12-21 16:31:10-03","MBM","MBM","304426","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Possete, R.F.S.; et al.; et al.","6817","2004","11","08","Brazil","Paraná","Colombo","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"950","950","Planta rara. Projeto Poleiros EMBRAPA (2002-2004). FOM","MBM304426","MBM304426","Southern America",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"114","2020-12-21 16:31:10-03","MBM","MBM","65737","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","10","20","Rotta, E.","s.n.",NA,NA,NA,"Brazil","Paraná","Colombo","Estrada da Ribeira, Embrapa","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,NA,"MBM065737","MBM065737","Southern America",NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA
"115","2020-12-21 16:31:10-03","MBM","MBM","207015","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Jarenkow, J.A.","2383",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Morrinhos do Sul, Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Árvore ca. 15m alt. em Mata Atlântica de Encosta; Flores amarelas","MBM207015","MBM207015","Southern America",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"116","2020-12-21 16:31:10-03","MBM","MBM","196295","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Jarenkow, J.A.","2071",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Árvore ca. 17m alt. em Mata Atlântica de Encosta. Com frutos imaturos verdes.","MBM196295","MBM196295","Southern America",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"117","2020-12-21 16:31:10-03","MBM","MBM","199755","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2009","06","30","Jarenkow, J.A.; et al.; et al.","2165",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Árvore ca. 17m alt. CAP de 94 cm, em Mata Atlântica de Encosta. Frutos com cúpula e baga verdes quase maduros.","MBM199755","MBM199755","Southern America",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"118","2020-12-21 16:31:10-03","MBM","MBM","397584","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Cordeiro, J.",NA,NA,NA,"Ariati, V.; Detzel, L.; Detzel, L.","s.n.","2012","08","23","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Floresta Ombrófila Densa.","MBM397584","MBM397584","Southern America",NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"119","2020-12-21 16:31:10-03","MBM","MBM","25678","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Klein, R.; et al.; et al.","1158",NA,NA,NA,"Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"150","150","Mata. Árvore 20m alt. Flçor branca-amarelada.","MBM025678","MBM025678","Southern America",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA
"120","2020-12-21 16:31:10-03","MBM","MBM","1715","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Reitz, R.; Klein, R.M.; Klein, R.M.","4142",NA,NA,NA,"Brazil","Santa Catarina","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10","10","Mata. Árvore 20 m alt. Fruto imaturo verde","MBM001715","MBM001715","Southern America",NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA
"121","2020-12-21 16:31:10-03","MBM","MBM","170854","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","03","24","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61471",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Mato Preto, estrada para Ribeirão do Rocha","-49.261100769043","-24.823600769043",NA,NA,"600","600","Árvore 25m, flor creme odorífera, verso das folhas ferrugíneas. Mata pluvial","MBM170854","MBM170854","Southern America",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"122","2020-12-21 16:31:10-03","MBM","MBM","186504","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","09","10","Arbócz, G.F.","900",NA,NA,NA,"Brazil","São Paulo","Joanópolis","Estrada para Cachoeira ddos Pretos","-46.2700004577637","-22.9300003051758",NA,NA,"900","900","Árvore ca. 12m de altura, com pelos ferrugíneos nos ramos novos e botões brancos. Florescimento de out. à dez. Mata de altitude","MBM186504","MBM186504","Southern America",NA,NA,NA,NA,NA,"22329","auto",NA,NA,NA,NA
"123","2020-12-21 16:31:10-03","MBM","MBM","223761","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, J.B.",NA,NA,NA,"Moraes, P.L.R. de","484",NA,NA,NA,"Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"MBM223761","MBM223761","Southern America",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA
"124","2020-12-21 16:31:10-03","MBM","MBM","97719","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","02","24","Klein, R.M.; Bresolin, A.; Bresolin, A.","10709",NA,NA,NA,"Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,"250","250","Mata. Árvore 25m alt. Flor creme.","MBM097719","MBM097719","Southern America",NA,NA,NA,NA,NA,"29971","auto",NA,NA,NA,NA
"125","2015-09-03 18:53:43-03","MNHN","RECOLNAT_MNHN_P","P02008280","PreservedSpecimen",NA,"Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo",NA,NA,NA,NA,"Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.",NA,"1974","1","31","Brasil","Bahia",NA,"16km N. of Barra da Estiva on the Paraguaçu road.","-41.33333","-13.33333",NA,NA,"1150",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02008280' target='other'> <mi>dwc_moreinfo</mi></a>","P02008280","P02008280_01",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"15751",NA
"126","2020-12-11 11:37:05-03","UFMG","BHCB","32433","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-11 11:37:05-03","UFMG","BHCB","173481","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,"2002","05","29","Torres, RB; Paula, JB de; Pereira, CA","1424","2001","03","22","Brasil","Minas Gerais","Camanducaia","Mata do Chico Rei, Dossed, trecho com muita taquara","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Árvore, ca. 15m alt. Frutos imaturos verdes","BHCB018563",NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,"22140","auto",NA,NA,NA,NA
"128","2021-02-11 17:19:20-03","UFPR","UPCB","67854","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","04","15","Brotto, M.L.","435","2010","04","15","Brasil","Paraná","Guaratuba","Bacia do Rio Canasvieiras.",NA,"-25.661667",NA,"-25.661667","350","350","Árvore de 8 m de alt., estéril. Floresta Ombrófila Densa Submontana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-11 17:19:20-03","UFPR","UPCB","50544","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","02","21","Possette, R.F.S.",NA,"2004","11","08","Brasil","Paraná","Colombo","25°17'S 49°13'W","-49.216667","-25.283333","-49.216667","-25.283333",NA,NA,"Planta rara. Floresta ombrófila montana. Alt.: 950m s.n.m..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-11 17:19:20-03","UFPR","UPCB","65832","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2009","11","06","Brotto, M.L.","379","2009","02","07","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi. Trilha noroeste.","-48.915833","-25.4425","-48.915833","-25.4425","600","600","Árvore de 15 m de alt., estéril. Floresta Ombrófila Densa Submontana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-02-11 17:19:20-03","UFPR","UPCB","65942","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2009","12","02","Brotto, M.L.","403","2009","12","02","Brasil","Paraná","Morretes","Serra da Prata, Torre da Prata.","-48.701667","-25.601667","-48.701667","-25.601667","400","400","Árvore de 25 m de alt., estéril. Floresta Ombrófila Densa Submontana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-11 17:19:20-03","UFPR","UPCB","67031","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2010","01","19","Brotto, M.L.","411","2010","01","19","Brasil","Paraná","Quatro Barras","Parque Estadual Serra da Baitaca.","-49.010278","-25.388889","-49.010278","-25.388889","1105","1105","Árvore de 17 m de alt, flores pistiladas amarelo-esverdeadas com odor suave. Floresta Ombrófila Densa Montana..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-02-11 17:19:20-03","UFPR","UPCB","1968","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","02","21","Klein, R.M.","1158","1955","02","10","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"150","150","Árvore, 20m, flor branco-amarelada. Mata. Nome vulgar: canela burra..",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA
"134","2021-02-11 17:19:20-03","UFPR","UPCB","42908","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Brotto, M.L.","2008","02","21","Klein, R.M.","1158","1955","02","10","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"150","150","Árvore, 20m, flor branco-amarelada. Mata. Nome vulgar: canela burra..",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA
"135","2008-05-27 22:02:00-03","MO","MOBOT","1460371","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Roberto M. Klein","Klein 14","1950","9","15","Brazil","Santa Catarina",NA,"Ribeirao do Ouro, Brusque",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2018-06-22 05:25:00-03","MO","MOBOT","1460382","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 1713","1954","3","4","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajaí.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","1460387","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Roberto M. Klein","Klein 8","1950","1","27","Brazil","Santa Catarina",NA,"Mata do Hoffmann, Brusque.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2008-05-27 22:02:00-03","MO","MOBOT","1460393","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","I. de Vattimo, 7-4-",NA,NA,NA,"Apparicio P. Duarte","Duarte 6220","1962","1","12","Brazil","Rio de Janeiro",NA,"Estado da Guanabara - Vista Chinoza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2009-12-05 05:22:00-02","MO","MOBOT","1460396","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","H. van der Werff (MO)",NA,NA,NA,"Gert G. Hatschbach|O.S. Ribas","Hatschbach 58456","1992","12","16","Brazil","Paraná",NA,"Cabeceira do Ribeirão do Tigre (mun. Cerro Azul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2009-12-04 16:24:00-02","MO","MOBOT","1460400","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","H. van der Werff (MO)",NA,NA,NA,"Gert G. Hatschbach|J.M. Silva","Hatschbach 61471","1994","12","8","Brazil","Paraná",NA,"Mato Preto, estada para Rib. do Rocha (mun. Cerro Azul).",NA,NA,NA,NA,"600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2009-11-10 18:23:00-02","MO","MOBOT","1460405","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","B. Coe Teixeira",NA,NA,NA,"Oswaldo Handro","Handro s.n.","1935","2","2","Brazil","São Paulo",NA,"São Paulo, nativa no Jardim Botanico, fl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2018-06-22 05:25:00-03","MO","MOBOT","2458926","PreservedSpecimen","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8307","1959","1","26","Brazil","Santa Catarina",NA,"Rio do Sul. Alto do Matador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2014-12-22 21:35:00-02","MO","MOBOT","1514219","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Roberta C. de Mendonça","Mendonça 1036",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
