"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","440072","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","J. Fontella Pereira","I. Silberbauer-Gottsberger","2030","1971","10","22","South America","Brazil","São Paulo","Botucatu","18 km north of Botucatu, (14 km east of Sao Manuel) Along the Sao Manuel-Piracicaba highway. Near ex RR station, <13 de maio>","-48.42","-22.75","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440072","NY00440072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","10402","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Dcne.","Pereira, F.J.","Gottsberger, I.S.","31872","1972","08","31",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Flowers light blue.; Coleção: Cerrado Estação 13 de Maio","BOTU010402","BOTU010402","1979","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA
"3","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","10403","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Dcne.","Pereira, F.J.","Gottsberger, I.S.","261072","1972","10","26",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010403","BOTU010403","1979","48°25'w","22°45's",NA,NA,NA,NA,NA,NA,NA
"4","2021-03-30 12:34:25-03","EAO","IAN","39275","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Hoehne, FC; Gentry, AH","36558","1936","10","20","Southern America","Brasil","São Paulo",NA,"Itahym.",NA,NA,NA,NA,NA,"Campo; flores esverdeadas.","IAN039275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092434","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1965","12","08","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092434","NL-U1092434",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"6","2021-03-31 13:35:23-03","MN","R","5110","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Kuhlmann, J.G.","1607","1915",NA,NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"Comissão Rondon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2019-08-27 13:34:16-03","IAP","PACA-AGP","28117","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad fl. Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Habitat: in siccis graminosis Fenofase: flor","PACA028117",NA,"1954",NA,NA,"Magnoliopsida","05","10","35080","auto",NA,NA
"8","2020-12-21 16:12:49-03","MBM","MBM","63907","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Fontella, J.","Hatschbach, G.","2531","1951","11","11","Southern America","Brazil","Paraná","Palmeira","Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Do campo.","MBM063907","MBM063907","1964",NA,NA,NA,"04","09","35166","auto",NA,NA
"9","2020-12-21 16:12:49-03","MBM","MBM","63915","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Fontella, J.","Hatschbach, G.","3092",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM063915","MBM063915",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA
"10","2020-12-21 16:12:49-03","MBM","MBM","348028","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Fontella","Dombrowski, L.T.","6586","1976","10","25","Southern America","Brazil","Paraná","Palmeira","Próximo ao rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Em campo, raro","MBM348028","MBM348028","1990",NA,NA,NA,"06","29","35166","auto",NA,NA
"11","2021-02-11 17:17:57-03","UFPR","UPCB","47890","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Cervi, A.C.","Cervi, A.C.","3210","1990","11","22",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Erva, flores com pétalas roxas e estames brancos. Cerrado..",NA,NA,"1990",NA,NA,NA,"01","01","44368","auto",NA,NA
"12","2010-08-20 12:10:00-03","MO","MOBOT","2827227","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Maria Ana Farinaccio","F.C. Hoehne|Augusto Gehrt","Hoehne 36558","1936","10","20","South America","Brazil","São Paulo","Itanhaém","Itahym.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26998","auto","1",NA
"13","2010-08-20 12:04:00-03","MO","MOBOT","100298703","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Peter W. Lund","Lund 895","1835","11",NA,"South America","Brazil","São Paulo",NA,"in Brasilae campis editis prov. Sancti Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype"
"14","2009-07-09 17:05:00-03","MO","MOBOT","2459087","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Gert G. Hatschbach","Hatschbach 3092","1952","9","17","South America","Brazil","Paraná",NA,"Tibagi. Fazenda Monte Alegre, Harmonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 12:42:00-03","MO","MOBOT","2488582","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Fiebrig, K. A. G.","Karl Fiebrig","Fiebrig 6267","1909",NA,NA,"South America","Paraguay","Alto Paraná",NA,"In regione fluminis Alto Paraná","-54.61666","-25.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"16","2018-05-17 05:29:00-03","MO","MOBOT","2488596","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Martínez, S., III-","María E. Múlgura|C. Calviño|S. Martínez|Nataly O'Leary","Múlgura 3715","2003","12","12","South America","Paraguay","Amambay",NA,"Campo cerrado frente a la administración","-56.03333","-22.64777","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2010-08-20 12:09:00-03","MO","MOBOT","2827220","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","R. Schlechter","Per Dusén","Dusén 15713","1914","10","22","South America","Brazil","Paraná",NA,"Turma N. 23, in campo.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Riedel, --","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","2057290","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"G. Hatschbach","2531","1951","11","2","South America","Brazil","Paraná",NA,"Mun. Palmeira, Rio do Salto.",NA,NA,NA,NA,NA,NA,"US03266408","US03266408_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"20","2020-09-12 05:00:02-03","US","US","2956386","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Riedel, --","107/46",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"US03266410","US03266410_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"21","2020-09-12 05:00:02-03","US","US","3325509","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"A. Butzke","11264","1995","11","16","South America","Brazil","Rio Grande do Sul",NA,"RS - Erechim - Quatro Irmãos.",NA,NA,"780",NA,NA,NA,"US03266406","US03266406_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"22","2020-09-12 05:00:02-03","US","US","2025611","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"A. Macedo","2678","1950","10","31","South America - Neotropics","Brazil","Goiás",NA,"Queixada, Municipio Jataí, Estado Goiás.",NA,NA,NA,NA,NA,NA,"US03266409","US03266409_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"23","2020-09-12 05:00:02-03","US","US","2743273","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14521","1965","1","15","South America","Brazil","Paraná",NA,"Mun. Castro: fallow field, Carambei by Rio São João.","-50.03","-24.5","950",NA,NA,NA,"US03266407","US03266407_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"24","2021-03-15 18:24:55-03","USP","SPF","22131","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Rapini, A","Menezes, NL","CFCR2606","1981","11","01",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Curvelo, a 17 km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Ervas. Flores creme levemente acastanhadas.","SPF00022131",NA,"1999",NA,NA,NA,NA,NA,"101169","auto",NA,NA
"25","2019-10-07 09:13:40-03","UEFS","HUEFS","85658","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Lund, W.","895","1835",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0085658",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,"Holótipo"
"26","2019-10-07 09:13:40-03","UEFS","HUEFS","69664","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Hatschbach, G.","17683","1967","11","05",NA,"Brasil","Paraná","Palmeira","Fazenda Santa Amélia","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"HUEFS0069664","HUEFS0069664",NA,NA,NA,"Asteranae",NA,NA,"35166","auto",NA,NA
"27","2019-09-04 19:43:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare",NA,NA,"P. W. Lund","895","1835",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Holotype"
"28","2019-09-05 16:42:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","lineare","Oxypetalum lineare",NA,NA,"F. Schickendantz","181","1877",NA,NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"29","2020-01-27 18:24:27-03","IAC","IAC","4934","S","Plantae",NA,NA,"Apocynaceae-5.Asclepiadoideae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","P.T. Mendes","P.T. Mendes","s/nº","1939","08","04",NA,"Brasil","Bahia","Casa Nova","Rio São Francisco","-40.9708","-9.1619",NA,NA,NA,"Nome popular: cipó de leite",NA,NA,"1939","-40.9708","-9.1619",NA,"08","04",NA,NA,NA,NA
"30","2019-04-02 09:30:34-03","URICER","HPBR","7931","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"BUTZKE, A. e NODARI, M. J.",NA,"1995","11","16",NA,"Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,"30cm de altura","HPBR007931",NA,NA,NA,NA,NA,NA,NA,"46790","auto","1",NA
"31","2019-11-01 14:52:51-03","UnB","UB","117918","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Rapini, A","Anderson, WR","35295","1972","02","03","Southern America","Brasil","Minas Gerais",NA,"About 8km N of Gouveia on road to Diamantina",NA,NA,NA,NA,NA,"Petals brown outside, green inside; corona white.; Herb.",NA,NA,"2010",NA,NA,NA,"04",NA,NA,NA,NA,NA
"32","2019-11-01 14:52:51-03","UnB","UB","117943","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Pereira, JF","Gottsberger, IS","137R2030","1972","10","19","Southern America","Brasil","São Paulo","Botucatu",NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-01 14:52:51-03","UnB","UB","173477","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Pereira, JF","Gottsberger, IS","20307R",NA,NA,NA,"Southern America","Brasil","São Paulo","Botucatu","Município de Botucatu: 18 km north of Botucatu (14 km east of São Manuel). Along the São Manuel Piracicaba highway. Near ex- RR station.","-48.416667","-22.75","550","550",NA,"N9 - Empréstimo.; Vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Cerrado.",NA,NA,"1979","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-01 14:52:51-03","UnB","UB","173478","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Pereira, JF","Gottsberger, IS","203081",NA,NA,NA,"Southern America","Brasil","São Paulo","Botucatu","Município de Botucatu: 18 km north of Botucatu (14 km east of São Manuel). Along the São Manuel Piracicaba highway. Near ex- RR station.","-48.416667","-22.75","550","550",NA,"N9 - Empréstimo.; Vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Cerrado.",NA,NA,"1979","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-01 14:52:51-03","UnB","UB","173479","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Pereira, JF","Gottsberger, IS","203060H",NA,NA,NA,"Southern America","Brasil","São Paulo","Botucatu","Município de Botucatu: 18 km north of Botucatu (14 km east of São Manuel). Along the São Manuel Piracicaba highway. Near ex- RR station.","-48.416667","-22.75","550","550",NA,"N9 - Empréstimo.; Vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Cerrado.",NA,NA,"1979","-48.416667","-22.75",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-01 14:52:51-03","UnB","UB","117919","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Hoehne, FC","Herb36558","1936","10","20","Southern America","Brasil","São Paulo","São Paulo","Itahym","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flor esverdeada.; Campo",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA
"37","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Riedel, L","652",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Ad Rio Pardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Pohl, JBE","5163",NA,NA,NA,"Southern America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Riedel, L","1206",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Prope Mugy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:06:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.",NA,"Lund, PW","95",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Locis editis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:33:04-03","UFRGS","ICN","200132","S","Plantae","Dicotyledon",NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Schaefer, J","Schaefer, J; Boldrini, I I; Furquim, F F","JS659","2016","12","14","América do Sul","Brasil","RS","Unistalda","Região entre Unistalda e Maçambará, na beira da rodovia.","-55.1502990722656","-29.0471992492676",NA,NA,NA,NA,"ICN00039823",NA,"2017",NA,NA,NA,"02",NA,"23166","auto",NA,NA
"44","2014-09-23 11:00:54-03","G","G-DC","G00136939","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","CAT.HERB.PRODR.","Lund, P. W.","895","1835",NA,"00","AMERIQUE DU SUD","Brazil","São Paulo",NA,NA,"-48.65972222","-22.40444444",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=129934&base=img&lang=en","G00136939","G00136939","2007","-48.65972222","-22.40444444",NA,"01","01",NA,NA,NA,"HOLOTYPUS of Oxypetalum lineare Decne."
"45","2021-02-12 15:38:53-03","IBt","SP","6695","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Farinaccio, MA","Brade, AC","6705","1913","11","09",NA,"Brasil","São Paulo","Osasco","Osasco e Butantan","-46.7900009155273","-23.5300006866455",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,"12",NA,"8709","auto",NA,NA
"46","2019-11-21 09:58:55-03","IBt","SP","180193","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Marquete, NFS","Kirizawa, M","880","1982","11","21",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,"01",NA,"24621","auto",NA,NA
"47","2019-11-21 09:58:55-03","IBt","SP","36558","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","lineare","Oxypetalum lineare","Decne.","Farinaccio, MA","Hoehne, FC; Gehrt, A","s.n.","1936","10","20",NA,"Brasil","São Paulo","São Paulo","Itaim. Estrada de Ferro Central Brasil","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,"12",NA,"53584","auto",NA,NA
