"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem"
"11","2021-02-11 17:21:07-03","UFPR","UPCB","20015","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Bernacci, L.C.","Krieger, L.","18743","1981","10","10",NA,"Brasil","Rio das Ostras",NA,"Flor braca, fruto sub-orbicular. Restinga..",NA,NA,"Rio de Janeiro","2016","04","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-11 17:21:07-03","UFPR","UPCB","65919","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Bernacci, L.C.","Forzza, R.C.","5092","2008","02","18",NA,"Brasil","BLOQUEADO",NA,"Liana, frutos e brácteas verdes. Inselbergue..",NA,NA,"Espírito Santo","2016","04","20","Nova Venécia",NA,NA,NA,NA,"9999","9999","421","587",NA,NA
"13","2021-02-11 17:21:07-03","UFPR","UPCB","51213","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Bernacci, L.C.","Isern, J.","6489","1862","10","22",NA,"Brasil","Botafogo",NA,NA,NA,NA,"Rio de Janeiro","2016","04","20","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA
"14","2021-02-11 17:21:07-03","UFPR","UPCB","46359","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","mallacophylla","Passiflora mallacophylla","Mast.","Cervi, A.C.","Kollmann, R.L.","3456","2000","12","11",NA,"Brasil","BLOQUEADO",NA,"Trepadeira no sol, sépalas verdes, pétalas brancas..",NA,NA,"Espírito Santo","2002","11","26","Barra de São Francisco",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA
"15","2021-02-11 17:21:07-03","UFPR","UPCB","51894","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","mallacophylla","Passiflora mallacophylla","Mast.","Cervi, A.C.","Lombardi, J.A.","5669","2004","02","29",NA,"Brasil","Fazenda Limoeiro",NA,"Liana, folhas cartáceas, sépalas externamente esverdeada, flores brancas exceto base da corona lilás. Alto do morro e encosta e fundo de vale..",NA,NA,"Minas Gerais","2005","06",NA,"Almenara","-40.6944007873535","-16.1835994720459","48604","auto",NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:21:07-03","UFPR","UPCB","46996","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","mallacophylla","Passiflora mallacophylla","Mast.","Cervi, A.C.","Lombardi, J.A.","5037","2003","02","19",NA,"Brasil","Fazenda Santana",NA,"Liana, folhas papiráceas, frutos imaturos verde-amarelados, mata secundária e borda..",NA,NA,"Minas Gerais","2003","06","02","Salto da Divisa","-39.9468994140625","-16.002799987793","38813","auto",NA,NA,NA,NA,NA,NA
"17","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","14172",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mart.","in dupl.: A.C. Cervi/Nov.2002","L. Kollmann; et al","3456","2000","12","11",NA,"Brasil","Parque Municipal Sombra da Tarde",NA,"Trepadeira no sol. Sépalas verdes, pétalas brancas.","MBML014172",NA,"Espírito Santo",NA,NA,NA,"Barra de São Francisco","-40.890833","-18.738333",NA,NA,"40W53'27","18S44'18",NA,NA,NA,NA
"18","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","36769",NA,"Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mart.","D.C. Imig/10-01-2017","R. C. Forzza; et al","5092","2008","02","18",NA,"Brasil","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,"MBML036769",NA,"Espírito Santo",NA,NA,NA,"Nova Venécia","-40.446389","-18.782778",NA,NA,"40W26'47","18S46'58",NA,NA,NA,NA
"19","2021-03-25 08:20:21-03","UFRB","HURB","17095","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Lorenzi, H.; Castellen, M.da S.",NA,"2006","09","08",NA,"Brasil","Instituto Plantarum",NA,"Intercâmbio / BAG em 14/09/2006.","HURB000017095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-25 08:20:21-03","UFRB","HURB","20747","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Lorenzi, Henri; Castellen, Milene da Silva",NA,"2017","03","31",NA,"Brasil",NA,NA,"Obtida por Intercâmbio com Instituto Plantarum.","HURB000020747",NA,NA,NA,NA,NA,"Intercambio Instituto Plantarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-09 10:13:44-03","UENF","HUENF","3015","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Gaglianone, M.C.","Gaglianone, M.C.; et al.",NA,"2005","01","12",NA,"Brasil","Mata do Funil",NA,"Mata de tabuleiro ; liana ; sp 34","HUENF00003017",NA,"Rio de Janeiro",NA,NA,NA,"São Francisco de Itabapoana","-41.2","-21.55",NA,NA,"41º12'W","21º33'S",NA,NA,NA,NA
"22","2019-08-02 10:21:42-03","CPATSA","HTSA","5332","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Nunes, T.","Matos, E.N. de","3480","2012","05","01",NA,"Brasil","Fazenda Bela Vista ( Sr. Ubiratã)",NA,"Erva trepadeira. Frutos amrelos. PLEISTOCENO; Restinga, Floresta.",NA,NA,"Bahia",NA,NA,NA,"Valença","-39.033333","-13",NA,NA,"-39.033333","-13",NA,NA,NA,NA
"23","2019-10-07 09:32:29-03","UEFS","HUEFS","66775","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","T.S.Nunes","Jardim, J.G.","4022","2002","10","25",NA,"Brasil","Rodovia Itamaraju/Prado, ca. 20km. Fazenda Riacho das Pedras.",NA,"Floresta ombrófila perturbada, entorno do Parque Nacional do Descobrimento.","HUEFS0066775","HUEFS0066775","Bahia","2004","03",NA,"Prado","-39.841667","-17.136667",NA,NA,"39W50'30''","17S8'12''",NA,NA,"Rosanae",NA
"24","2019-10-07 09:32:29-03","UEFS","HUEFS","185820","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Matos, E.N.de","3480","2012","05","01",NA,"Brasil","Faz. Bela Vista (Sr. Ubiratã)",NA,"Restinga, Floresta","HUEFS0185820","HUEFS0185820","Bahia",NA,NA,NA,"Valença","-39.02","-13.256667",NA,NA,"39W1'12''","13S15'24''",NA,NA,"Rosanae",NA
"25","2019-10-07 09:32:29-03","UEFS","HUEFS","58609","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Pereira, A.","10615","1968","01","13",NA,"Brasil","Planalto Baiano, BR 4 Bahia km 1037.",NA,NA,"HUEFS0058609","HUEFS0058609","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"26","2019-10-07 09:32:29-03","UEFS","HUEFS","91609","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","T.S.Nunes","Gaglianone, M.C.","35","2005","01","12",NA,"Brasil","Mata do Funil Campo dos Goytacazes.",NA,NA,"HUEFS0091609","HUEFS0091609 HUEFS0091609_01 HUEFS0091609_02","Rio de Janeiro","2005","02",NA,"São Francisco do Itabapoana",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"27","2019-10-07 09:32:29-03","UEFS","HUEFS","91610","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","T.S.Nunes","Gaglianone, M.C.","35","2005","01","12",NA,"Brasil",NA,NA,NA,"HUEFS0091610","HUEFS0091610","Rio de Janeiro","2005","02",NA,"São Francisco do Itabapoana",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"28","2019-10-07 09:32:29-03","UEFS","HUEFS","80879","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Castro, R.M.","925","2004","02","23",NA,"Brasil",NA,NA,"Mata Secundária","HUEFS0080879","HUEFS0080879","Minas Gerais",NA,NA,NA,"Governador Valadares","-41.9494018554688","-18.8511009216309","50833","auto",NA,NA,NA,NA,"Rosanae",NA
"29","2019-10-07 09:32:29-03","UEFS","HUEFS","125350","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Palma, N.de","1","2016","09","28",NA,"Brasil","EMBRAPA Mandioca e Fruticultura,",NA,"Cultivada.","HUEFS0125350","HUEFS0125350","Bahia",NA,NA,NA,"Cruz das Almas","-39.1018981933594","-12.6700000762939","14660","auto",NA,NA,NA,NA,"Rosanae",NA
"30","2019-01-25 15:35:45-02","IAC","IAC","41791","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci; M.M. Souza & C. Pombo","3157","2000","02","15",NA,"Brasil","Jardim Bela Vista",NA,NA,NA,NA,"Rio de Janeiro","2001","08","23","Rio das Ostras","-41.945","-22.5269",NA,NA,"-41.945","-22.5269",NA,NA,NA,NA
"31","2020-04-07 16:32:30-03","IAC","IAC","42999","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","J.G. Kuhlmann","6531","1943","11","24",NA,"Brasil","Rio Doce",NA,NA,NA,NA,"Rio de Janeiro","2009","02","26","Campos dos Goytacazes","-41.3244","-21.7542",NA,NA,"-41.3244","-21.7542",NA,NA,NA,NA
"32","2020-04-07 16:32:30-03","IAC","IAC","43279","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","A.P. Duarte","10615","1968","01","13",NA,"Brasil","planalto baiano, BR 4, Km 1037",NA,NA,NA,NA,"Bahia","2009","02","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-07 16:32:30-03","IAC","IAC","45424","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","3919","2005","02","25",NA,"Brasil","IAC, Estação Experimental, área antropizada, coleção",NA,"Parcela 11. Procedente do RJ, em cultivo em coleção (BaG)",NA,NA,"São Paulo","2005","02","25","Monte Alegre do Sul","-46.6808","-22.6819",NA,NA,"-46.6808","-22.6819",NA,NA,NA,NA
"34","2020-04-07 16:32:30-03","IAC","IAC","45838","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","3931","2005","03","18",NA,"Brasil","Instituto Plantarum",NA,NA,NA,NA,"São Paulo","2005","03","18","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"35","2020-04-07 16:32:30-03","IAC","IAC","45857","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","3950","2005","04","15",NA,"Brasil","Instituto Plantarum",NA,"Parcela 46. Procedente do Rio de Janeiro",NA,NA,"São Paulo","2005","04","15","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"36","2020-04-07 16:32:30-03","IAC","IAC","46785","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4087","2005","12","19",NA,"Brasil","Instituto Plantarum",NA,"Em cultivo, parcela 5.192. Procedente de Minas Gerais",NA,NA,"São Paulo","2005","12","19","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"37","2020-04-07 16:32:30-03","IAC","IAC","46950","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","C.F. Nardin et al.","C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","6","2006","04","07",NA,"Brasil","Instituto Plantarum",NA,"proveniente de Minas Gerais; parcela número 5.19b",NA,NA,"São Paulo","2006","04","07","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"38","2020-04-07 16:32:30-03","IAC","IAC","47499","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4110","2006","01","19",NA,"Brasil","Instituto Plantarum, em cultivo, em coleção",NA,NA,NA,NA,"São Paulo","2006","01","19","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.295800","-22.777500",NA,NA,NA,NA
"39","2020-04-07 16:32:30-03","IAC","IAC","48059","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4310","2006","11","27",NA,"Brasil","Instituto Plantarum",NA,"Procedente de Rio das Ostras (RJ), parcela 5.192",NA,NA,"São Paulo","2006","11","27","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"40","2020-04-07 16:32:30-03","IAC","IAC","48060","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4311","2006","11","27",NA,"Brasil","Instituto Plantarum",NA,"Procedennte de Minas Gerais, parcela 5.191",NA,NA,"São Paulo","2006","11","27","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"41","2020-04-07 16:32:30-03","IAC","IAC","48090","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4355","2006","12","13",NA,"Brasil","IAC, Estação Experimental, área antropizada, coleção",NA,"Procedente de Rio das Ostras(RJ), parcela 11",NA,NA,"São Paulo","2006","12","13","Monte Alegre do Sul","-46.6808","-22.6819",NA,NA,"-46.6808","-22.6819",NA,NA,NA,NA
"42","2020-04-07 16:32:30-03","IAC","IAC","49431","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4407","2007","03","30",NA,"Brasil","Instituto Plantarum",NA,"Procedente de Armação de Búzios-RJ. Parcela 5.19-A",NA,NA,"São Paulo","2007","03","30","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"43","2020-04-07 16:32:30-03","IAC","IAC","52794","S","Plantae",NA,NA,"Passifloraceae-3.Passifloroideae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","L.C. Bernacci","L.C. Bernacci","4676","2009","03","06",NA,"Brasil","Instituto Plantarum",NA,"filetes esverdeados com manchas vináceas; estiletes esverdeados; estigmas amarelados. Em cultivo (coleção). Parcela 5.19",NA,NA,"São Paulo","2009","03","06","Nova Odessa","-47.2958","-22.7775",NA,NA,"-47.2958","-22.7775",NA,NA,NA,NA
"44","2020-07-23 12:17:47-03","CEPLAC","CEPEC","93725","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla",NA,"T. S. Nunes","J. G. Jardim","4022","2002","10","25",NA,"Brasil","Rod. Itamaraju/Prado, ca. 20Km. Fazenda Riacho das Pedras. Entorno do Parque Nacional do Descobrimento.",NA,NA,NA,NA,"Bahia",NA,NA,NA,"PRADO","-39.841667","-17.136667",NA,NA,"39W50'30","17S8'12",NA,NA,NA,"30/05/2006"
"45","2020-07-23 12:17:47-03","CEPLAC","CEPEC","127447","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla",NA,"Sem Informação","Perdiz, R. de O.","595","2010","02","04",NA,"Brasil","Trilha do Mormaço.",NA,NA,NA,NA,"Bahia",NA,NA,NA,"arataca","-39.339444","-15.174167",NA,NA,"39W20'22","15S10'27","700","700",NA,NA
"46","2019-11-01 15:07:41-03","UnB","UB","156390","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Nunes, TS","Heringer, EP","10205","1965","01","20","Southern America","Brasil","Margem da Rodovia Rio-Bahia; divisa Bahia - Minas Gerais",NA,"Trepadeira.",NA,NA,"Bahia","2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:07:41-03","UnB","UB","156391","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Nunes, TS","Heringer, EP","10229","1965","01","18","Southern America","Brasil","Divisa Bahia - Minas Gerais",NA,"Trepadeira.",NA,NA,"Bahia","2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-05-06 12:01:27-03","UFU","HUFU","26520","S","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Bennaci, L.C.","Krieger, P.L.; Tavares, L.","18743","1981","10","10",NA,"Brasil",NA,NA,"Flores brancas, fruto suborbicular.; Restinga.","HUFU00019483",NA,"Rio de Janeiro","2005","05","19","Rio das Ostras","-41.9449996948242","-22.5268993377686","17620","auto",NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"?","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,"P13P1N0117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Lagoa Santa",NA,NA,NA,"P13P1N0117","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:14:01-03","IBt","SP","10638","S","Plantae",NA,NA,"Passifloraceae","Passiflora","malacophylla","Passiflora malacophylla","Mast.","Bernacci, Vitta; Bakker","Edwall, G","CGG1744","1892","03","31",NA,"Brasil","Mata virgem",NA,NA,"SP007565","SP007565","São Paulo","1999","01","21","São Sebastião","-45.4099998474121","-23.7600002288818","41977","auto",NA,NA,NA,NA,NA,NA
