"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"304","2020-09-02 16:20:23-03","Cenargen","CEN","33297","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Alexandre Bonesso Sampaio","19","1996","06","20",NA,"Brasil","DF","BRASILIA","Mata do Açudinho, porção central, Fazenda Sucupira (CENARGEN/EMBRAPA).","-47.9296989440918","-15.7797002792358","1080","1080","Exsicatas","Local da coleta próximo a barragem da captação de água para o pivô central da fazenda do SPSB (Serviço de Produção de Sementes Básicas) da EMBRAPA, borda da Mata.","CEN00033297","CEN00033297","70570","auto","2005","07","-4803333.0","-1592417.0",NA,NA,NA,NA,"4",NA
"305","2019-12-09 17:29:21-03","UFPR","EFC","39","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Brotto, M.L.","Roderjan, C.V.","59","1980","01","31",NA,"Brasil","Paraná","Irati","FLONA de Irati","-50.5825","-25.3862","847","847",NA,"Árvore 10m __COMMOM_NAME__: Mandioqueira","EFC000039",NA,NA,NA,"2018","06","-50.5825","-25.3862","28",NA,NA,NA,NA,NA
"306","2019-12-09 17:29:21-03","UFPR","EFC","18","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Roderjan, C.V.","51","1982","04","07",NA,"Brasil","Paraná","Colombo","Embrapa - CNPF","-49.1566","-25.3225","940","940",NA,"__COMMOM_NAME__: Mandioca-brava","EFC000018",NA,NA,NA,NA,NA,"-49.1566","-25.3225",NA,NA,NA,NA,NA,NA
"307","2019-12-09 17:29:21-03","UFPR","EFC","17288","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Völtz, R.R.","Völtz, R.R.; Nunes, M.G.","1659","2018","07","13",NA,"Brasil","Paraná","Jaguariaíva","Estrada Jaguariaíva - Jangaia, próximo a escarpa","-49.7172","-24.3727","1150","1150",NA,"Árvore 15 m alt.; casca interna trançada, amarelo-laranja-claro; frutos amarelados; estrato superior de floresta de encosta. Floresta Ombrófila Mista Montana","EFC017288",NA,NA,NA,"2018","07","-49.7172","-24.3727","27",NA,NA,NA,NA,NA
"308","2019-12-09 17:29:21-03","UFPR","EFC","5851","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Brotto, M.L.","Kochler, A.; Bozzi, J.","11","1996","05","03",NA,"Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,NA,NA,"Árvore em floresta de galeria. __COMMOM_NAME__: Mandiocão","EFC005851",NA,"37408","auto","2018","06",NA,NA,"28",NA,NA,NA,NA,NA
"309","2019-11-13 11:15:41-03","USP","SPF","202300","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202300",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-13 11:15:41-03","USP","SPF","202304","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202304",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-13 11:15:41-03","USP","SPF","202305","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202305",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-13 11:15:39-03","USP","SPF","129544","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pirani, JR","4116","1998","03","02",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina","-43.737222","-18.87","1250","1250",NA,NA,"SPF00129544","SPF00129544 SPF00129544_1",NA,NA,"2002",NA,"-43.737222","-18.87",NA,NA,NA,NA,NA,NA
"313","2019-11-13 11:15:39-03","USP","SPF","144149","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","523","2000","12","07",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.466667","-22.7","1700","1700",NA,NA,"SPF00144149","SPF00144149",NA,NA,"2002",NA,"-45.466667","-22.7",NA,NA,NA,NA,NA,NA
"314","2019-11-13 11:15:39-03","USP","SPF","145564","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Anônimo","Fiaschi, P","694","2001","03","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.534722","-19.968611","720","720",NA,NA,"SPF00145564",NA,NA,NA,NA,NA,"-40.534722","-19.968611",NA,NA,NA,NA,NA,NA
"315","2019-11-13 11:15:39-03","USP","SPF","145565","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","664","2001","03","07",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas","-40.5175","-20.289722","700","700",NA,NA,"SPF00145565","SPF00145565",NA,NA,"2006","06","-40.5175","-20.289722",NA,NA,NA,NA,NA,NA
"316","2019-11-13 11:15:39-03","USP","SPF","147620","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","880","2001","07","09",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.896111","-18.587222","1260","1260",NA,NA,"SPF00147620","SPF00147620 SPF00147620_1",NA,NA,"2002",NA,"-43.896111","-18.587222",NA,NA,NA,NA,NA,NA
"317","2019-11-13 11:15:39-03","USP","SPF","152407","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Groppo, M","1079","2002","06","09",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7","-19.133333","1100","1100",NA,NA,"SPF00152407","SPF00152407",NA,NA,"2002",NA,"-43.7","-19.133333",NA,NA,NA,NA,NA,NA
"318","2019-11-13 11:15:39-03","USP","SPF","152783","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kamino, LHY","28","2000","06","20",NA,"Brasil","Minas Gerais","Camanducaia",NA,"-45.936667","-22.713889","1800","2000",NA,NA,"SPF00152783","SPF00152783",NA,NA,"2002",NA,"-45.936667","-22.713889",NA,NA,NA,NA,NA,NA
"319","2019-11-13 11:15:41-03","USP","SPF","202321","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Warming, JEB","s.n.","1845",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202321",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-13 11:15:39-03","USP","SPF","152784","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Lombardi, JA","4285","2001","02","14",NA,"Brasil","Minas Gerais","Diamantina","Área de Proteção Ambiental Pau de Fruta","-43.645","-18.253889",NA,NA,NA,NA,"SPF00152784","SPF00152784 SPF00152784_1",NA,NA,"2002",NA,"-43.645","-18.253889",NA,NA,NA,NA,NA,NA
"321","2019-11-13 11:15:41-03","USP","SPF","176387","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Amorim, AMA","5688","2006","02","09",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Reserva do Alto Cariri.","-40.533333","-16.406389","950","950",NA,NA,"SPF00176387","SPF00176387",NA,NA,"2007","06","-40.533333","-16.406389",NA,NA,NA,NA,NA,NA
"322","2019-11-13 11:15:41-03","USP","SPF","164240","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pirani, JR","5205","2004","01","20",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.745944","-18.855111","1313","1313",NA,NA,"SPF00164240","SPF00164240 SPF00164240_1",NA,NA,"2005",NA,"-43.745944","-18.855111",NA,NA,NA,NA,NA,NA
"323","2019-11-13 11:15:41-03","USP","SPF","176385","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Amorim, AMA","5585","2006","02","08",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Reserva do Alto Cariri.","-40.533333","-16.39","950","950",NA,NA,"SPF00176385","SPF00176385",NA,NA,"2007","06","-40.533333","-16.39",NA,NA,NA,NA,NA,NA
"324","2019-11-13 11:15:41-03","USP","SPF","200419","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Freitas, HS","Freitas, HS","96","2008","05","23",NA,"Brasil","São Paulo","Areias",NA,"-44.410278","-22.640833","813","813",NA,NA,"SPF00200419","SPF00200419",NA,NA,"2009",NA,"-44.410278","-22.640833",NA,NA,NA,NA,NA,NA
"325","2019-11-13 11:15:41-03","USP","SPF","176368","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","3100","2006","07","15",NA,"Brasil","Minas Gerais","Datas",NA,"-43.677194","-18.426083","1310","1310",NA,NA,"SPF00176368",NA,NA,NA,"2006","07","-43.677194","-18.426083",NA,NA,NA,NA,NA,NA
"326","2019-11-13 11:15:41-03","USP","SPF","176386","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Amorim, AMA","5876","2006","04","22",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Reserva do Alto Cariri.","-40.054444","-16.403611","950","950",NA,NA,"SPF00176386","SPF00176386",NA,NA,"2007","06","-40.054444","-16.403611",NA,NA,NA,NA,NA,NA
"327","2019-11-13 11:15:41-03","USP","SPF","194649","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pereira, BAS","3759","2009","08","28",NA,"Brasil","Distrito Federal",NA,"Área de Proteção Ambiental de Cafuringa","-48.166111","-15.516111","820","820",NA,NA,"SPF00194649","SPF00194649",NA,NA,"2010","02","-48.166111","-15.516111",NA,NA,NA,NA,NA,NA
"328","2021-03-15 18:25:04-03","USP","SPF","196294","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Folli, DA","6392","2009","08","28",NA,"Brasil","Espírito Santo","Venda Nova do Imigrante","Estrada Caxixi Frio. Mata de altitude.","-41.094111","-20.410194",NA,NA,NA,"Árvore, 20 m. Fruto maduro roxo, imaturo verde.","SPF00196294","SPF00196294",NA,NA,"2010","03","-41.094111","-20.410194",NA,NA,NA,NA,NA,NA
"329","2019-11-13 11:15:41-03","USP","SPF","200418","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Freitas, HS","Freitas, HS","356","2009","08","17",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.661444","-22.638611","482","482",NA,NA,"SPF00200418","SPF00200418",NA,NA,"2009",NA,"-44.661444","-22.638611",NA,NA,NA,NA,NA,NA
"330","2019-11-13 11:15:41-03","USP","SPF","202299","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202299",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-11-13 11:15:41-03","USP","SPF","202301","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202301",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-11-13 11:15:41-03","USP","SPF","202302","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202302",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-11-13 11:15:41-03","USP","SPF","202303","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Ilegível","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00202303",NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-11-13 11:15:41-03","USP","SPF","202704","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","3716","2011","04","03",NA,"Brasil","Paraná","Campo Largo",NA,"-49.508611","-25.442028","975","975",NA,NA,"SPF00202704","SPF00202704",NA,NA,"2011","04","-49.508611","-25.442028","03",NA,NA,NA,NA,NA
"335","2019-11-13 11:15:41-03","USP","SPF","82120","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kuhlmann, M","606",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00082120","SPF00082120",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-03-15 18:25:04-03","USP","SPF","207792","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pirani, JR; Mello-Silva, R; Devecchi, MF; Alves, GGN","6471A","2013","09","05",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Rodovia Teresina de Goiás - Alto Paraíso de Goiás (GO 118), 43 km de Teresina de Goiás sentido Alto Paraíso.","-47.524278","-13.995778","1435","1435",NA,"Árvore delgada, ca. 5 m alt., em solo úmido na orla de mata ciliar. Frutos imaturos enegrecidos.; Mata ciliar com brejo graminoso à volta e encosta suave com solo pedregoso.","SPF00207792","SPF00207792",NA,NA,"2015","07","-47.524278","-13.995778",NA,NA,NA,NA,NA,NA
"337","2019-11-13 11:15:41-03","USP","SPF","62541","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Simão, R","s.n.","1988","01","08",NA,"Brasil","Minas Gerais","Datas","Morro do Coco","-43.683333","-18.433333","1300","1330",NA,NA,"SPF00062541","SPF00062541",NA,NA,"2002",NA,"-43.683333","-18.433333",NA,NA,NA,NA,NA,NA
"338","2021-03-15 18:25:04-03","USP","SPF","65686","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pirani, JR","s.n.","1989","03","21",NA,"Brasil","Minas Gerais","Datas","Morro do Coco, Próximo ao trevo da estrada para Diamantina.","-43.683333","-18.433333","1300","1300",NA,"Arvoreta com apenas 3 eixos caulinares ascendentes, 6m alt., na orla da mata ciliar. Pecíolos e peciólulos vináceos, folíolos lustrosos. Infrutescências pêndulas com frutos verde-claro-vináceos.","SPF00065686","SPF00065686",NA,NA,"2002",NA,"-43.683333","-18.433333",NA,NA,NA,NA,NA,NA
"339","2021-03-15 18:25:04-03","USP","SPF","92743","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Giulietti, AM","s.n.","1994","01","16",NA,"Brasil","Minas Gerais","Ouro Branco","Serra do Ouro Branco","-43.640278","-20.51","1225","1225",NA,"Árvore + 18m altura. Botões verdes. DAP +- 50 cm.","SPF00092743","SPF00092743",NA,NA,"2002",NA,"-43.640278","-20.51",NA,NA,NA,NA,NA,NA
"340","2019-11-13 11:15:39-03","USP","SPF","142781","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Anônimo","Kollmann, L","274","1998","07","16",NA,"Brasil","Espírito Santo","Santa Teresa","Dois Pinheiros. Mata do Banestes.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00142781","SPF00142781","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2019-11-13 11:15:41-03","USP","SPF","175839","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kollmann, L","2495","1999","04","14",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica da Caixa d'Água","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00175839",NA,"23813","auto","2003","04",NA,NA,"09",NA,NA,NA,NA,NA
"342","2019-11-13 11:15:41-03","USP","SPF","189861","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Lobão, AQ","699","2005","04","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00189861","SPF00189861","23813","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"343","2019-11-13 11:15:39-03","USP","SPF","142775","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Boone, W","1140","1987","07","10",NA,"Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Prof. Mello Leitão, Parque do Museu.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00142775","SPF00142775","23813","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-11-13 11:15:41-03","USP","SPF","175840","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Vervloet, RR","2454","2003","05","21",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00175840","SPF00175840","23813","auto","2006","06",NA,NA,NA,NA,NA,NA,NA,NA
"345","2021-03-15 18:25:04-03","USP","SPF","142776","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pinto, LPS","s.n.","1989","12","12",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore, DBH 115cm. Tronco liso. Altura 20m. Sem látex.","SPF00142776","SPF00142776","23813","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-11-13 11:15:41-03","USP","SPF","175838","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kollmann, L","2499","1999","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","São Antônio, terreno de Boza.","-40.6002998352051","-19.9356002807617","850","850",NA,NA,"SPF00175838","SPF00175838","23813","auto","2003","04",NA,NA,"09",NA,NA,NA,NA,NA
"347","2019-11-13 11:15:39-03","USP","SPF","142777","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Anônimo","Kollmann, L","135","1998","06","25",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria de Clerio Loss.","-40.6002998352051","-19.9356002807617","750","750",NA,NA,"SPF00142777","SPF00142777","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-11-13 11:15:39-03","USP","SPF","142779","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kollmann, L","170","1998","07","08",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço. Terreno de Clerio Loss.","-40.6002998352051","-19.9356002807617","750","750",NA,NA,"SPF00142779","SPF00142779","23813","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-11-13 11:15:41-03","USP","SPF","154194","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Meireles, LD","1062","2002","04","24",NA,"Brasil","Minas Gerais","Camanducaia","Serra da Mantiqueira","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"SPF00154194","SPF00154194","22140","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-11-13 11:15:39-03","USP","SPF","140616","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Kuhlmann, M","2506","1963","04","12",NA,"Brasil","Minas Gerais","Delfim Moreira",NA,"-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,"SPF00140616","SPF00140616","20219","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-11-13 11:15:39-03","USP","SPF","150361","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Araújo, FS","40","2001","03","24",NA,"Brasil","Minas Gerais","Lima Duarte","Arredores do P.E. do Ibitipoca (estada da Vila para o Parque).","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"SPF00150361","SPF00150361","30417","auto","2002","02",NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-13 11:15:39-03","USP","SPF","152118","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Franco, GADC","Farah, FT","1145","1999","11","17",NA,"Brasil","Minas Gerais","Patrocínio","Fazenda DATERRA: Boa Vista.","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"SPF00152118","SPF00152118","44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2021-03-15 18:25:04-03","USP","SPF","18626","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Cordeiro, I","s.n.","1981","02","28",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,"Árvore de 4m, frutos de verde e negros.","SPF00018626","SPF00018626","26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-13 11:15:39-03","USP","SPF","142703","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Fiaschi, P","291","2000","06","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Estrada MG-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00142703","SPF00142703","26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2021-03-15 18:25:04-03","USP","SPF","64704","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin","Fiaschi, P","Pirani, JR","s.n.","1988","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Rodovia Belo Horizonte-Conceição do Mato Dentro. Próximo ao córrego 2 Pontinhas.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Árvore com 4 troncos, folhagemconcentrada nas extremidades, pecíolo e peciólulo vináceos, folíolos discolores, verde-escuro-brilhante na face adaxial e verde-claro na face abaxial. Inflorescência com botões e flores verde-claras com","SPF00064704","SPF00064704","26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
