"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount"
"11","2016-09-29 16:27:00-03","NY","NYBG","558527","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia",NA,"P. J. F. Guimarães",NA,NA,NA,"M. L. Kawasaki","1995","12","05","Brazil","Paraná","Rio Branco do Sul","Rio Branco do Sul. Serra do Caeté","-49.3142","-25.1903",NA,NA,NA,NA,"NY00558527","NY00558527_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636798' target='other'> <mi>dwc_moreinfo</mi></a>","924","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","778156","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"L. B. Smith","1957","01","24","Brazil","Santa Catarina","Bom Retiro","Between Fazenda Santo Antônio and Fazenda Campo dos Padres, Campo dos Padres","-49.4892","-27.7972",NA,NA,"1400","1650","NY00778156","NY00778156_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591121' target='other'> <mi>dwc_moreinfo</mi></a>","10374","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","778157","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"R. Reitz","1960","12","27","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1000","1000","NY00778157","NY00778157_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591122' target='other'> <mi>dwc_moreinfo</mi></a>","10600","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","558469","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","F. S. Meyer",NA,NA,NA,"L. W. Williams","1958","04","16","Brazil","Paraná",NA,"Serra Sao Luiz, 50 km out of Timbatuba","-49.70101","-25.456802",NA,NA,"1050","1050","NY00558469","NY00558469_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742947' target='other'> <mi>dwc_moreinfo</mi></a>","18719","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"15","2016-09-30 18:39:00-03","NY","NYBG","02332272","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia",NA,NA,NA,NA,NA,"B. Rambo","1951","02","21","Brazil","Rio Grande do Sul",NA,"Serra do Fachinal.",NA,NA,NA,NA,NA,NA,"NY02332272","NY02332272_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2507328' target='other'> <mi>dwc_moreinfo</mi></a>","50166","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778155","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","1967","12","31","Brazil","Paraná","Lapa","Rio Passa Dois","-49.7156","-25.7697",NA,NA,NA,NA,"NY00778155","NY00778155_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591125' target='other'> <mi>dwc_moreinfo</mi></a>","18217","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"17","2016-09-29 15:39:00-03","NY","NYBG","778151","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia",NA,"M. Sobral",NA,NA,NA,"M. Sobral","1986","01",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Desfiladeiro do Funil, Bom Jardim da Serra","-49.6244","-28.3369",NA,NA,NA,NA,"NY00778151","NY00778151_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591120' target='other'> <mi>dwc_moreinfo</mi></a>","4809","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"18","2016-09-29 15:39:00-03","NY","NYBG","778153","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia",NA,"P. J. F. Guimarães",NA,NA,NA,"A. Sehnem","1977","12","27","Brazil","Rio Grande do Sul",NA,"Fortaleza - Cambará","-49.945844","-29.059177",NA,NA,"1200","1200","NY00778153","NY00778153_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591130' target='other'> <mi>dwc_moreinfo</mi></a>","15637","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","523017","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","F. S. Meyer",NA,NA,NA,"B. Rambo","1951","02","21","Brazil","Rio Grande do Sul","Cambará do Sul","Serra do Fachinal","-50.1444","-29.0481",NA,NA,NA,NA,"NY00523017","NY00523017_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=306953' target='other'> <mi>dwc_moreinfo</mi></a>","50155","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"20","2016-10-21 18:13:00-02","NY","NYBG","02594255","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","hieronymi","Tibouchina hieronymi",NA,NA,NA,NA,NA,"R. Sánchez","1889","03","07","Colombia","Meta",NA,"Mpio. de Cubarral. Inspec. El Dorado. Vereda El Dorado.",NA,NA,NA,NA,"370",NA,"NY02594255","NY02594255_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2847468' target='other'> <mi>dwc_moreinfo</mi></a>","1008","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"21","2020-01-20 14:40:39-03","UPM","MACK","2941","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","L.B.M. Modono","2018","06","05","M. G. Silva","2015","10","03","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA
"22","2019-12-04 15:25:25-03","PUCPR","HUCP","20290","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Selusniaki, M",NA,NA,NA,"Selusniaki, M; Ariati, V; Michelon, C; Kersten, RA","2008","08","30","Brasil","Paraná","Campina Grande do Sul","Trilha Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00014474","HUCP00014474",NA,"2344",NA,NA,NA,"Eudicotiledonea",NA,"55154","auto",NA,NA,NA,NA
"23","2019-12-04 15:25:25-03","PUCPR","HUCP","19633","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Meyer, FS",NA,NA,NA,"Selusniaki, M; Beltrami, L","2006","06",NA,"Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"HUCP00014014","HUCP00014014",NA,"1112",NA,NA,NA,"Eudicotiledonea",NA,"38300","auto",NA,NA,NA,NA
"24","2019-12-04 15:25:25-03","PUCPR","HUCP","19635","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Meyer, FS",NA,NA,NA,"Selusniaki, M; Beltrami, L","2007","11","10","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00014118","HUCP00014118",NA,"1543",NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA
"25","2019-12-04 15:25:25-03","PUCPR","HUCP","19632","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Meyer, FS",NA,NA,NA,"Selusniaki, M; Beltrami, L","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00014166","HUCP00014166",NA,"1968",NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA
"26","2019-12-04 15:25:25-03","PUCPR","HUCP","19626","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Goldenberg, R",NA,NA,NA,"Beltrami, L; Selusniaki, M","2007","12","09","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00014477","HUCP00014477",NA,"1860",NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA
"27","2019-12-04 15:25:25-03","PUCPR","HUCP","19634","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Meyer, FS",NA,NA,NA,"Selusniaki, M","2007","06","30","Brasil","Paraná","Balsa Nova","Tamanduá, Torre dos arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"HUCP00014486","HUCP00014486",NA,"1283",NA,NA,NA,"Eudicotiledonea",NA,"27346","auto",NA,NA,NA,NA
"28","2019-12-04 15:25:25-03","PUCPR","HUCP","19627","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Meyer, FS",NA,NA,NA,"Selusniaki, M","2008","04","26","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00014066","HUCP00014066",NA,"2069",NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA
"29","2019-12-04 15:25:25-03","PUCPR","HUCP","19628","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Goldenberg, R",NA,NA,NA,"Selusniaki, M","2006","03","15","Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"HUCP00014170","HUCP00014170",NA,"1176",NA,NA,NA,"Eudicotiledonea",NA,"38300","auto",NA,NA,NA,NA
"30","2019-12-04 15:25:26-03","PUCPR","HUCP","22548","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Nardin, ED",NA,NA,NA,"Nardin, ED; Felitto, G","2012","06","16","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00014422","HUCP00014422",NA,"011",NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA
"31","2019-12-04 15:25:25-03","PUCPR","HUCP","20030","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Selusniaki, M",NA,NA,NA,"Selusniaki, M","2007","12","15","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"HUCP00014434","HUCP00014434",NA,"1993",NA,NA,NA,"Eudicotiledonea",NA,"17116","auto",NA,NA,NA,NA
"32","2019-12-04 15:25:26-03","PUCPR","HUCP","24913","S","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.","Negretti, JO","2016","10","20","Acra, LA","2015","05","30","Brasil","Paraná","Tijucas do Sul","Morro dos Perdidos","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"HUCP00024913","HUCP00024913",NA,"s.n.",NA,NA,NA,"Eudicotiledonea",NA,"25228","auto",NA,NA,NA,NA
"33","2019-10-09 11:20:42-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Guimarães, F","2007",NA,NA,"Silva, JM; Barbosa, E; Ribas, OS","1997","10","05","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700",NA,NA,"50 cm. Flor lilás.","2053","Southern America",NA,NA,"Dicotyledon",NA,"55154","auto",NA,NA,NA,NA
"34","2019-10-09 11:20:42-03","UFBA","ALCB","032445","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Hatschbach, G","1994",NA,NA,"Poliquesi, CB; Cordeiro, J","1994","11","09","Brasil","Paraná","Guaratuba","serra Aracuba.","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","ALCB068284",NA,"flor violeta, ca. 1,30 m. Matinha nebular.","225","Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA
"35","2019-10-09 11:20:42-03","UFBA","ALCB","101090","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Meyer, FS",NA,NA,NA,"Silva, JM; Barbosa, E; Cruz, JM","1998","12","01","Brasil","Paraná","Guaratuba","Serrado Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"40 cm alt. Flor roxa.","2650","Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA
"36","2019-10-09 11:20:42-03","UFBA","ALCB","101125","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Guimarães, P","2007",NA,NA,"Cordeiro, J; Silva, JM; Barbosa, E; Ribas, OS","1999","12","28","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri, próximo à Torre de Rádio.","-49.2655982971191","-26.1924991607666",NA,NA,"1500","1500",NA,NA,"1,60 m. Flor violeta.; Afloramentos rochosos.","1716","Southern America",NA,NA,"Dicotyledon",NA,"37493","auto",NA,NA,NA,NA
"37","2019-10-09 11:20:42-03","UFBA","ALCB","82836","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Guimarães, F","2007",NA,NA,"Silva, JM; Barbosa, E; Ribas, OS","1997","10","05","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","ALCB068283",NA,"50 cm. Flor lilás.","2053","Southern America",NA,NA,"Dicotyledon",NA,"55154","auto",NA,NA,NA,NA
"38","2019-10-09 11:20:42-03","UFBA","ALCB","101053","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Meyer, DJM",NA,NA,NA,"Silva, JM; Poliquesi, CB; Santos, EP dos","1995","09","15","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"ALCB068282",NA,"ca. 1m alt. Flor lilas.","1493","Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA
"39","2019-10-09 11:20:42-03","UFBA","ALCB","101090","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Meyer, FS",NA,NA,NA,"Silva, JM; Barbosa, E; Cruz, JM","1998","12","01","Brasil","Paraná","Guaratuba",NA,"-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"ALCB068281",NA,"40 cm alt. Flor roxa. Campo de altitude.","2650","Southern America",NA,NA,"Dicotyledon",NA,"41937","auto",NA,NA,NA,NA
"40","2019-10-09 11:20:42-03","UFBA","ALCB","96137","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Cordeiro, J","2010",NA,NA,"Cordeiro, J; Cordeiro, J; Martin, L","2009","11","24","Brasil","Paraná","Ponta Grossa","Fendas de Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ALCB068285",NA,"90 cm alt. Flor lilás.","3667","Southern America",NA,NA,"Dicotyledon",NA,"46557","auto",NA,NA,NA,NA
"41","2019-10-09 11:20:42-03","UFBA","ALCB","101125","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","(Cham.) Cogn.","Guimarães, P","2007",NA,NA,"Cordeiro, J; Silva, MJ da; Barbosa, E; Ribas, OS","1999","12","28","Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"ALCB068277",NA,"1,60m alt. Flor violeta. Campo de altitude, afloramentos rochosos.","1716","Southern America",NA,NA,"Dicotyledon",NA,"37493","auto",NA,NA,NA,NA
"42","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.2559021","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1960","12","27","Brazil",NA,NA,"Santa Catarina, Serra da Boa Vista, São José.",NA,NA,NA,NA,NA,NA,"NL-L2559021","NL-L2559021","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2559021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.2559022","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1962","12","24","Brazil",NA,NA,"Santa Catarina, Morro do Caveira, Lajes.",NA,NA,NA,NA,NA,NA,"NL-L2559022","NL-L2559022","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2559022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 10:05:04-03","NBC","NL-BOTANY","L.2559023","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Hatschbach GG","1967","12","31","Brazil",NA,NA,"Est Paraná (Brasil) Mun. Lapa, Rio Passa Dois.",NA,NA,NA,NA,NA,NA,"NL-L2559023",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2559023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U.1421084","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Haas JH de","1967","08","02","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná, Serra do Mar, near top of Pico de Garatuva.",NA,NA,NA,NA,NA,NA,"NL-U1421084","NL-U1421084","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 10:05:04-03","NBC","NL-BOTANY","U.1421085","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM","1971","12","04","Brazil",NA,NA,"Rocinha, campo na margem do planalto, frontei-ra R.G.S.-S.C. entre Bom Jesus e Turvo.",NA,NA,NA,NA,NA,NA,"NL-U1421085","NL-U1421085","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 10:05:05-03","NBC","NL-BOTANY","U.1421086","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","01","18","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná, Rodavia do Café. Summit of Serra dos Mulatos near Ortigueira.",NA,NA,NA,NA,NA,NA,"NL-U1421086","NL-U1421086","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1421086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
"48","2020-02-08 10:05:05-03","NBC","NL-BOTANY","WAG.1095137","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","dubia","Tibouchina dubia","Cogn.",NA,NA,NA,NA,"Hatschbach GG","1979","01","18","Brazil",NA,NA,"Gruta de Monge (mun. Lapa) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1095137","NL-WAG1095137","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA
