"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00943259","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","H. O. Sleumer","H. S. Irwin","28934","1971","01","23","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 10 km W. of Barão de Cocais","-43.4927778","-20.1263","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943259","NY00943259_01",NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00943271","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","J. W. Floyd","B. Maguire","49301","1960","08","26","South America","Brazil","Minas Gerais","Serra de Lavras Novas, about 20 km south of Ouro Preto.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943271","NY00943271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00943264","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"P. Clausen","9!",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943264","NY00943264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00943262","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","A. S.","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943262","NY00943262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:37:55-03","EAO","IAN","104325","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Barreto, M","Magalhães, MG","1307","1942","01","11","Southern America","Brasil","Minas Gerais","Campo no barranco, ± úmido, Gambá.","-43.5080986022949","-20.2875003814697",NA,"Arbusto de 0,80m de altura.","IAN104325",NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:37:55-03","EAO","IAN","13931","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Barreto, M","Magalhães, MG","1307","1942","01","11","Southern America","Brasil","Minas Gerais","Campo no barranco, ± úmido, Gambá.","-43.5080986022949","-20.2875003814697",NA,"Arbusto de 0,80m de altura.","IAN013931","IAN013931 IAN013931_e","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L 0007187","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romao GO","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007187","NL-L0007187",NA,"isotype",NA,NA,NA,NA,"Magnoliopsidae","2009","06","02","90826587",NA,NA,NA,NA,NA
"18","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L 0007188","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romao GO","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007188","NL-L0007188",NA,"isotype",NA,NA,NA,NA,"Magnoliopsidae","2009","06","07",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.0968470","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0968470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0968470","NL-L0968470",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.0968471","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0968471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0968471","NL-L0968471",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2593933","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Brade AC",NA,"1951","05","12","Southern America","Brazil","São Paulo","Estado de Sao Paulo, Serra da Bocaina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2593933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2593933","NL-L2593933",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"L 0794679",NA,NA,NA,NA,NA
"22","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608268","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romao GO","Damazio L",NA,"1908","07","01","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608268","NL-L2608268",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","2009","06","02","L 0794726",NA,NA,NA,NA,NA
"23","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608269","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romao GO","Damazio L",NA,"1908","07","01","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608269","NL-L2608269",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","2009","06","02","L 0794725",NA,NA,NA,NA,NA
"24","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608270","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romao GO","Claussen P",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608270","NL-L2608270",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","2009","06","02","L 0794728",NA,NA,NA,NA,NA
"25","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608271","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Claussen P",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608271","NL-L2608271",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"L 0794727",NA,NA,NA,NA,NA
"26","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608272","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","23","Southern America","Brazil",NA,"Planalto do Brasil, Estado de minas Gerais, Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 10km W. of Barao de CocAIS.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608272","NL-L2608272",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:01:29-03","NBC","NL-BOTANY","L.2608273","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","27","Southern America","Brazil",NA,"Planalto do Brasil, Estado de minas Gerais, serra do Espinhaço, Lower slopes of Serra da Caraça, ca. 12km W. of Barão de Cocais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2608273 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2608273","NL-L2608273",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:01:29-03","NBC","NL-BOTANY","U.1265406","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.",NA,"Brade AC",NA,"1951","05","12","Southern America","Brazil","São Paulo","Estado de Sao Paulo, Serra da Bocaina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1265406 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1265406","NL-U1265406",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:06:42-03","ESALQ","ESA","125835","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiene","Gaylussacia decipiene",NA,"Romão, G.O.","Santiago, D.S.","287.0","1905","07","04",NA,"Brasil","Minas Gerais",NA,"-44.6418991088867","-22.1706008911133",NA,NA,"ESA125835","ESA125835_1 ESA125835_2","Alagoa",NA,NA,NA,"13155","auto",NA,"1905","07","05",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:06:42-03","ESALQ","ESA","125854","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Neto, L.M.","892.0","1905","07","05",NA,"Brasil","Minas Gerais",NA,"-44.603099822998","-21.9755992889404",NA,NA,"ESA125854","ESA125854","Aiuruoca",NA,NA,NA,"27460","auto",NA,"1905","07","05",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:06:42-03","ESALQ","ESA","99941","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Forzza, R.C.","2441.0","2003","10","18",NA,"Brasil","Minas Gerais",NA,"-43.793098449707","-21.8425006866455",NA,NA,"ESA099941","ESA099941","Lima Duarte",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:06:42-03","ESALQ","ESA","92093","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,NA,"Romão, G.O. et al.","844.0","2002","02","19",NA,"Brasil","Minas Gerais",NA,"-43.6918983459473","-20.5207996368408",NA,NA,"ESA092093","ESA092093","Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:06:42-03","ESALQ","ESA","100068","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Meireles, L.D.","2498.0","2006","07","28",NA,"Brasil","Minas Gerais",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"ESA100068","ESA100068","Passa Quatro",NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:06:42-03","ESALQ","ESA","100067","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Meireles, L.D.","2542.0","2006","11","12",NA,"Brasil","Minas Gerais",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"ESA100067","ESA100067","Passa Quatro",NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:06:42-03","ESALQ","ESA","114340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,NA,"Pereira, P.H.","26.0","2004","06","16",NA,"Brasil","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"ESA114340",NA,"Itatiaia",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:06:42-03","ESALQ","ESA","91630","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,NA,"Freitas, L.","711.0","1999","09","20",NA,"Brasil","São Paulo",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA091630","ESA091630","São José do Barreiro",NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:06:42-03","ESALQ","ESA","77532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romão, G.O.","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28034.0","2002","02","19",NA,"Brasil","Minas Gerais","Estrada para Ouro Preto, km 169. Campo rupestre.","-43.6918983459473","-20.5207996368408",NA,"Arbusto, ca. 70 cm alt.; hipanto verde; cálice vermelho; corola campanulada alva; frutos imaturos verdes.","ESA077532","ESA077532","Ouro Branco",NA,NA,NA,"13809","auto",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:06:42-03","ESALQ","ESA","107292","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2234.0","1905","06","29",NA,"Brasil","Minas Gerais","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,"Arbusto 50cm alt.; ereto, bastante ramificado na base; cálice verde e corola branca, largamente campanulada. Poucos indivíduos adensados, encontrado apenas em barranco na base da serra, com campo graminoso próximo. Sobre solo arenoso p","ESA107292","ESA107292_1 ESA107292_2","Lavras Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:06:42-03","ESALQ","ESA","52312","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romão, G.O.","Cruz, N.D. et al.","6334.0","1977","11","18",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA052312","ESA052312","Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:06:42-03","ESALQ","ESA","107285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2223.0","1905","06","29",NA,"Brasil","Minas Gerais","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,"Subarbusto 50cm alt.; pouco ramificado, ereto; cálice verde, corola branca. Entre rochas, sobre solo arenoso seco no topo da serra. Poucos indivíduos adensados.","ESA107285","ESA107285","Lavras Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:06:42-03","ESALQ","ESA","107293","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2235.0","1905","06","29",NA,"Brasil","Minas Gerais","Serra de Lavras Novas (Serra do Trovão), ca. 15Km ao sul de Ouro Preto. 1553m.",NA,NA,NA,"Arbusto 50cm alt.; ereto, bastante ramificado na base; frutos verdes imaturos. Poucos indivíduos adensados, encontrado apenas em barranco na base da serra, com campo graminoso próximo. Sobre solo arenoso pouco úmido.","ESA107293","ESA107293","Lavras Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:06:42-03","ESALQ","ESA","52313","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens","Cham.","Romão, G.O.","Cruz, N.D. et al.","6301.0","1977","11","17",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"ESA052313","ESA052313","Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:06:42-03","ESALQ","ESA","125836","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Santiago, D.S.","149.0","1905","07","04",NA,"Brasil","Minas Gerais",NA,"-44.8899993896484","-21.9589004516602",NA,NA,"ESA125836",NA,"Baependi",NA,NA,NA,"29865","auto",NA,"1905","07","05",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:06:42-03","ESALQ","ESA","125855","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Pereira, L.C. ; Mello, R.M.","13.0","1905","07","02",NA,"Brasil","Minas Gerais",NA,"-44.8899993896484","-21.9589004516602",NA,NA,"ESA125855","ESA125855","Baependi",NA,NA,NA,"29865","auto",NA,"1905","07","05",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:06:42-03","ESALQ","ESA","99942","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Saavedra, M.M.","207.0","2004","08","31",NA,"Brasil","Minas Gerais",NA,"-43.793098449707","-21.8425006866455",NA,NA,"ESA099942","ESA099942","Lima Duarte",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:06:42-03","ESALQ","ESA","100066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Meireles, L.D.","1997.0",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"ESA100066","ESA100066","Passa Quatro",NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:06:42-03","ESALQ","ESA","107280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Gaylussacia","decipiens","Gaylussacia decipiens",NA,"Romão, G.O.","Romão, G.O. ; Dantas, A.P.T.","2186.0","1905","06","29",NA,"Brasil","Minas Gerais","Estrada para o Morro do Gabriel, partindo da Serra de Ouro Branco.","-43.6918983459473","-20.5207996368408",NA,"Subarbusto até 40cm alt.; ramificado na base, ramos eretos; com inflorescências velhas. Encontrado somente em campo graminoso sobre solo arenoso seco. Populações pequenas e esparsas.","ESA107280","ESA107280","Ouro Branco",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
