"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus"
"47","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768843","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Roque","Guillemin",NA,"1839","5","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil Méridional. Serra dos Orgaos. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Cat.n.951 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768843' target='other'> <mi>dwc_moreinfo</mi></a>","P03768843","P03768843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"951",NA,NA
"48","2015-09-04 07:16:19-03","MNHN","RECOLNAT_MNHN_P","P03768842","PreservedSpecimen",NA,NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Roque","Claussen",NA,"1842","11","1",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Nova Friburgo, Rio de Janeiro, Sudeste, Brasil, América do Sul","-42.5311012268066","-22.2819004058838","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768842' target='other'> <mi>dwc_moreinfo</mi></a>","P03768842","P03768842_01","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"145",NA,NA
"49","2020-12-11 11:33:01-03","UFMG","BHCB","147085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"Machado, TM; Forzza, RC; Stehmann, JR; Amorim, AMA","273","2010","12","01","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha para cachoeira do aurélio.","-41.833333","-20.466667",NA,"Erva terrestre. Capítulos alvos.; em Mata Nebular",NA,NA,NA,NA,NA,"2015",NA,NA,"1834","1834","-41.833333","-20.466667",NA,NA,NA
"50","2020-12-11 11:33:38-03","UFMG","BHCB","56074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Regnell","III-809",NA,NA,NA,"Southern America","Brasil",NA,NA,"Caldas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-11 17:18:05-03","UFPR","UPCB","7498","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Cabrera, A.L.","Hatschbach, G.","18192","1967","12","28",NA,"Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,"Folhas grandes, basais, em roseta, lígulas alvas. Capoeira, locais úmidos..",NA,NA,"55154","auto",NA,"1969","01",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-22 14:17:41-03","UNESP-IBILCE","SJRP","01608","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","Less","G.M. Barroso","M. Kuhlmann",NA,"1951",NA,NA,"América do Sul","Brasil","São Paulo","Mogi das Cruzes","brejos a margem d estrada para salesópolis","-46.1883010864258","-23.5228004455566",NA,"Próximo a granja irohy;",NA,NA,"28666","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-08-31 08:52:58-03","INPA","INPA","200619","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, GG","Silva, JM da","2600","1998","11","10","Southern America","Brasil","Paraná","Bocaiúva do Sul","Serra Santana.","-49.1150016784668","-25.2061004638672",NA,NA,"INPA0200619","INPA0200619 INPA0200619_e","61623","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","3120883","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"G. Hatschbach","22960",NA,NA,NA,"South America","Brazil","Paraná",NA,"Serra Capivari Gde. (Mun. Camoina )",NA,NA,NA,NA,"US01621573","US01621573_01",NA,NA,"Dicotyledonae",NA,NA,NA,"1500",NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","3671718","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"J. M. Silva","7054","2008","11","9","South America","Brazil","Paraná",NA,"Serra do Capivari Grande (Mun. Campina Grande do Sul) Parana",NA,NA,NA,NA,"US01621571","US01621571_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","1401691","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"A. Regnell","809","1874","4","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,"US01621574","US01621574_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","1424302","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera",NA,"G. Edwall & F. C. Hoehne","17007",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Pilar",NA,NA,NA,NA,"US01621572","US01621572_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2019-09-04 18:51:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"59","2019-08-08 09:59:15-03","UFU","HUFU","32933","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Hatschbach, G.","Barbosa, E.; Ribas, O.S. & Costa, E.F.","680","2001","10","23",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,"Rupícola, flor alva.; Interior da matinha nebular.","HUFU00046573","HUFU00046573","55154","auto",NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-05-06 11:53:21-03","UFU","HUFU","73532","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Nakajima, J.N.","Tinti, B.V.; et al.","442","2008","01","23",NA,"Brasil","Minas Gerais",NA,"PARNA Caparaó, alto Caparaó, Macieira. A 3 m da cachoeira dos Sete Pilões, margem da trilha, associada à vegetação arbustiva.","-41.829722","-20.829722",NA,"Herbácea, 60 cm, folhas em roseta. Inflorescência em capítulos com brácteas brancas, sépalas marrons e uma bráctea ao centro amarela.","HUFU00071143","HUFU00071143",NA,NA,NA,"2017","04",NA,"1854","1854","-41.829722","-20.829722",NA,NA,NA
"61","2021-03-04 15:42:34-03","IF","SPSF","09940","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","M.Monge","A.Custodio Filho","1300","1983","04","26","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.883333","-23.633333",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea 80cm altura, lígula branca.;",NA,NA,NA,NA,"Magnoliopsida","2011","01","28","890","950",NA,NA,NA,NA,NA
"62","2021-03-04 15:42:34-03","IF","SPSF","09911","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","M.Monge","A.Custódio-Filho","1703","1983","10","21","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.883333","-23.633333",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea 1m altura; lígula branca.;",NA,NA,NA,NA,"Magnoliopsida","2011","01","28","890","950",NA,NA,NA,NA,NA
"63","2021-03-04 15:42:34-03","IF","SPSF","09919","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","M.Monge","I.C.C.Macedo & A.Custodio Filho","31","1983","07","07","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea de flores brancas.;",NA,NA,NA,NA,"Magnoliopsida","2011","01","28","890","950",NA,NA,NA,NA,NA
"64","2021-03-04 15:42:34-03","IF","SPSF","10045","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","M.Monge","A.Custodio Filho","1433","1983","08","29","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.583333","-22.733333",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea 1,2m altura; flores de lígula branca.;",NA,NA,NA,NA,"Magnoliopsida","2011","01","28","890","950",NA,NA,NA,NA,NA
"65","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Riedel, L","1104",NA,NA,NA,NA,"?",NA,NA,"Praeterea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Riedel, L","1104",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","479",NA,NA,NA,NA,"?",NA,NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","839",NA,NA,NA,NA,"?",NA,NA,"Ad Crandahy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lindberg, GA","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis Brasiliae orientalis; in prov. Minas Geraes ad Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Glaziou, AFM","2853",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Rio de Janeiro in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in S. Paulo ad Mugi das Cruzes locis humidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Gardner, G","5796",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Rio de Janeiro in Serra dos Orgãos",NA,NA,NA,"alt. 5000 - 6000 pedum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Regnell, AF","809",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in campis Brasiliae orientalis; in prov. Minas Geraes ad Caldas","-46.3861","-21.9236",NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lindberg, GA","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236",NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Gardner, G","5796",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in S. Paulo ad Mugi das Cruzes locis humidis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Glaziou, AFM","11051",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Rio de Janeiro in Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 16:26:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Mogi das Cruzes",NA,"-46.187624","-23.524818",NA,"In locis humidis.; HABITAT: In locis humidis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.187624","-23.524818",NA,NA,NA
"79","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Glaziou, AFM","11051",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Glaziou, AFM","2853",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","1063",NA,NA,NA,NA,"?",NA,NA,"Ad Crandahy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Lindberg, GA","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis Brasiliae orientalis; in prov. Minas Geraes ad Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Regnell, AF","ser. III809",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas",NA,"-46.3861","-21.9236",NA,"Habitat in campis Brasiliae orientalis.; HABITAT: Habitat in campis Brasiliae orientalis.",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","479",NA,NA,NA,NA,"?",NA,NA,"Praeterea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","1063",NA,NA,NA,NA,"?",NA,NA,"ad Crandahy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:08:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Trixis","pinnatifida","Trixis pinnatifida","Less.",NA,"Sello, HL","839",NA,NA,NA,NA,"?",NA,NA,"ad Crandahy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:00:45-03","IBt","SP","192197","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Custodio Filho, A","1300","1983","04","26",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,"-45.866667","-23.633333",NA,NA,NA
"88","2019-11-21 10:00:45-03","IBt","SP","192257","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Custodio Filho, A; Cerati, TM","1368","1983","07","07",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,"890","950","-45.866667","-23.633333",NA,NA,NA
"89","2019-11-21 10:00:45-03","IBt","SP","193018","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Macedo, ICC; Custodio Filho, A","31","1983","07","07",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,"890","950","-45.866667","-23.633333",NA,NA,NA
"90","2019-11-21 10:00:45-03","IBt","SP","193227","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Custodio Filho, A","1433","1983","08","29",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,"890","950","-45.866667","-23.633333",NA,NA,NA
"91","2019-11-21 10:00:45-03","IBt","SP","194737","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Custodio Filho, A","1703","1983","10","21",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,"890","950","-45.866667","-23.633333",NA,NA,NA
"92","2019-11-21 10:00:45-03","IBt","SP","188604","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Custodio Filho, A; Kirizawa, M; Lopes, EA","679","1981","11","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333",NA,"Herbácea, lígula branca",NA,NA,NA,NA,NA,"2010","12",NA,"750","900","-46.316667","-23.783333",NA,NA,NA
"93","2019-11-21 10:00:45-03","IBt","SP","195984","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Sugiyama, M; Kirizawa, M","327","1983","09","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333",NA,"Herbácea, pétalas brancas linguladas e tubuladas arroxeadas, estigma branco, na beira da picada",NA,NA,NA,NA,NA,"2010","12",NA,"750","900","-46.316667","-23.783333",NA,NA,NA
"94","2019-11-21 10:00:45-03","IBt","SP","202417","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Sugiyama, M; Kirizawa, M","590","1985","01","12",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.316667","-23.783333",NA,"Herbácea, capítulos brancos",NA,NA,NA,NA,NA,"2010","12",NA,"750","900","-46.316667","-23.783333",NA,NA,NA
"95","2019-11-21 10:00:45-03","IBt","SP","352664","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Pirani, JR; Cordeiro, I; Bremer, K","4912","2001","10","20",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia (USP)","-45.888889","-23.656964",NA,NA,NA,NA,NA,NA,NA,"2010","12",NA,NA,NA,"-45.888889","-23.656964",NA,NA,NA
"96","2019-11-21 10:00:45-03","IBt","SP","357625","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Barbosa, E; Ribas, OS; Costa, EF","680","2001","10","23",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"55154","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:00:45-03","IBt","SP","65748","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Kuhlmann, M; Gonçalves, P","2771","1951","11","30",NA,"Brasil","São Paulo","Mogi das Cruzes","À margem da estrada para Salesópolis, próximo à granja Irohy","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"28666","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:00:45-03","IBt","SP","6271","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Brade, AC","5428","1912","01","14",NA,"Brasil","São Paulo","Mogi das Cruzes","Observações ininteligíveis","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"28666","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:00:45-03","IBt","SP","17007","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Edwall, G","CGG4275","1898","09","28",NA,"Brasil","São Paulo","Pilar do Sul","Estação Pilar","-47.7099990844727","-23.8099994659424",NA,NA,"SP023646","SP023646","21910","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:00:45-03","IBt","SP","137880","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Kuhlmann, M","s.n.","1945","12","13",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"27258","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:00:45-03","IBt","SP","162750","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Mantovani, W","123","1979","10","18",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Planta herbácea 1,0m., flores brancas",NA,NA,"27258","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:00:45-03","IBt","SP","180628","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Chiea, SAC","231","1982","10","27",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Flores brancas",NA,NA,"27258","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:00:45-03","IBt","SP","197116","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Santos, MRO","37","1982","09","30",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Flores brancas, anteras amarelas e pretas",NA,NA,"27258","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:00:45-03","IBt","SP","199273","S","Plantae",NA,NA,"Asteraceae","Holocheilus","pinnatifidus","Holocheilus pinnatifidus","(Less.) Cabrera","Monge, M","Kirizawa, M; Guerra, TP","1335","1984","10","20",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"Picada trinta, área de campo, flores brancas",NA,NA,"27258","auto",NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
