"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","recordNumber","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","485120","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","H. de S. Barreiros","H. E. Strang","1966","12","04","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00485120","NY00485120_01","Magnoliophyta","Zingiberales",NA,NA,"727","Parque Nacional Serra dos Orgaos, caminho Santos Antonio Mirim",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","910063","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","L. Andersson","H. S. Irwin","1958","12","07","Brazil","Minas Gerais","Ponte Nova","-42.9086","-20.4164",NA,NA,NA,NA,"NY00910063","NY00910063_01","Magnoliophyta","Zingiberales",NA,NA,"2230","Fazenda Varginha, 12 km. E. of Ponte Nova.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980018' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02499411","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","A. Mascarenhas","W. W. Thomas","2004","09","19","Brazil","Bahia","Almadina","-39.6033333","-14.7058333",NA,NA,"650","750","NY02499411","NY02499411_01","Magnoliophyta","Zingiberales",NA,NA,"14144","Serra Corcovado, 9.8 km SW of Coarci on road to Almadina, then N into Fazenda São José.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=827848' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","910065","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","L. Andersson","Y. E. J. Mexia","1930","10","09","Brazil","Minas Gerais","Viçosa","-42.860644","-20.766686",NA,NA,"670","670","NY00910065","NY00910065_01","Magnoliophyta","Zingiberales",NA,NA,"5162","Viçosa. Agricultural College lands; Barbado Gulch",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980025' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02796033","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","A. Mascarenhas","J. G. Jardim","1997","10","17","Brazil","Bahia","Itacaré","-39.17","-14.33",NA,NA,"550","550","NY02796033","NY02796033_01","Magnoliophyta","Zingiberales",NA,NA,"1129","Ca. 15.5 km da BR-101 na Rodovia para Itacaré. Torre da Embratel, ca 7 km W da entrada",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=740025' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","485118","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00485118","NY00485118_01","Magnoliophyta","Zingiberales",NA,NA,"130","Brasilia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=161143' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02636620","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","A. Mascarenhas","P. Fiaschi","2003","08","13","Brazil","Bahia","Barro Preto","-39.5378","-14.7728",NA,NA,"960","960","NY02636620","NY02636620_01","Magnoliophyta","Zingiberales",NA,NA,"1538","Ca. 13,5Km da estrada de Barro Preto até o acesso à Serra da Pedra Lascada.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2475207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-01-06 11:42:31-03","UFPI-MRV","HDELTA","1216","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"Boto, M. M. P.","2007","12","18","Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"HDELTA001216",NA,NA,NA,NA,NA,"24","Paredao Ibiapina",NA,NA,"Herbácia,de alt 60cm; folhas maduras; fruto imaturo.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:48-03","UFRJ","RFA","19569","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J. M. A. Braga","C. Pereira","1978","07","21","Brasil","Espírito Santo","Santa Leopoldina","-40.5297012329102","-20.1005992889404",NA,NA,NA,NA,"RFA31334",NA,NA,NA,NA,NA,"868","Cachoeiro, Matas do Sr. Geninho","23799",NA,"Brácteas laranja, flores brancas","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:19:58-03","UFRJ","RFA","4496","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A. Braga","P. Occhioni","1947","09","09","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA31332",NA,NA,NA,NA,NA,"1059","Cachoeira, Fazenda Dr. Vital Brasil","57442",NA,"Flor encarnada","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:58-03","UFRJ","RFA","24961","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J. M. A. Braga","Flávio Britto Pereira","2000","07","17","Brasil","Rio de Janeiro","Guapimirim","-42.989167","-22.580833","42º59'21''W","22º34'51''S","26","26","RFA38153",NA,NA,NA,"2001","08","out-22","Fazenda São Francisco de Paula.",NA,NA,"Herbáceo, flores vermelha e laranja, folha verde, comum no local.",NA,NA,NA,"13",NA,NA,NA,NA,NA
"22","2020-06-29 11:30:48-03","UFRJ","RFA","5274","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A.Braga","Jacob Fajntuch","1958","09",NA,"Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RFA31338",NA,NA,NA,NA,NA,"13",NA,"33190",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:48-03","UFRJ","RFA","42390","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"R.S. Couto","2011","10","10","Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"RFA36592",NA,NA,NA,NA,NA,"571","Estação Ecológica do Paraíso. Trilha próxima a represa (CEDAE), direita da ponto.","21463",NA,"Erva ereta de cerca de 1,5 m de altura, crescendo no interior da mata. Inflorescência com brácteas róseas, frutos amarelados a alaranjados.","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:48-03","UFRJ","RFA","5266","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A.Braga","Aluizio Naves","1958","09",NA,"Brasil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"RFA31339",NA,NA,NA,NA,NA,NA,"Colhido na Serra de Friburgo","33190",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:58-03","UFRJ","RFA","6953","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A. Braga","P. Occhioni","1945","09","22","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA31333",NA,NA,NA,NA,NA,"395","Serra Carioca","57442",NA,"Fruto vermelho","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:30:48-03","UFRJ","RFA","7608","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A.Braga","Suely Maria Gomes","1963","10",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA31343",NA,NA,NA,NA,NA,NA,NA,"38539",NA,"Flor vermelha","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:29-03","EAO","IAN","79251","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angustifolia","Heliconia angustifolia","Hook.",NA,"sc","1936","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN079251",NA,"Monocotiledônea",NA,NA,NA,"147",NA,NA,NA,"Flores encarnadas, Ornamentais.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:26:29-03","PUCPR","HUCP","24815","S","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Kersten, RA","Sarcagoni V.","2014","05","18","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00024815","HUCP00024815","Monocotiledonea",NA,"2017","03","s.n.",NA,"30514",NA,NA,"auto",NA,NA,"04",NA,NA,NA,NA,NA
"29","2019-10-09 11:28:18-03","UFBA","ALCB","86574","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Mascarenhas, AAS","Ramos, C.H.A.; Guedes, ML; et al.","2008","10","27","Brasil","Bahia","Itacaré","-39.722222","-14.167222","-39.722222","-14.167222",NA,NA,"ALCB020036","ALCB020036","Monocotyledon",NA,"2015","04","468","Litoral Sul, Mata do Cacau",NA,NA,"de ca 2 m de altura. Folhas discolores, face adaxial verde brilhante. Inflorescência com brácteas vermelhas, vistosas. Flores com pétalas e sépalas verdes.",NA,"Southern America",NA,"20",NA,NA,NA,NA,NA
"30","2019-10-09 11:28:18-03","UFBA","ALCB","114773","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Mascarenhas, AAS","Ferreira, PA","2011","11",NA,"Brasil","Bahia","Ubaíra","-39.670278","-13.121667","-39.670278","-13.121667",NA,NA,"ALCB020037","ALCB020037","Monocotyledon",NA,"2015","04","21","Ponto 16",NA,NA,"Folhas concolores; Floresta ombrófila densa submontana",NA,"Southern America",NA,"22",NA,NA,NA,NA,NA
"31","2019-10-09 11:28:18-03","UFBA","ALCB","74879","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Mascarenhas, AAS","Guedes, ML; Carvalho, G; Santos, JS","2006","09","17","Brasil","Bahia","Ituberá","-39.133333","-13.716667","-39.133333","-13.716667",NA,NA,"ALCB020039","ALCB020039","Monocotyledon",NA,"2015","04","12662","Litoral Sul, Mata da Sede",NA,NA,"Folhas lâmina levemente discolores. Flores com brácteas vermelha-esbranquiçadas. Ocasional.",NA,"Southern America",NA,"20",NA,NA,NA,NA,NA
"32","2019-10-09 11:28:18-03","UFBA","ALCB","78727","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Mascarenhas, AAS","Valadão, RM; Guedes, ML","2006","09","23","Brasil","Bahia","Ituberá/Grapiúna",NA,NA,NA,NA,NA,NA,"ALCB02038",NA,"Monocotyledon",NA,"2015","04","514","Litoral Sul, Fazenda Biriba",NA,NA,"de ca. 2,0m de altura, rizomatosa. Folhas cartáceas discolores. Inflorescência com brácteas vermelhas e flores com pétalas alvas, esverdeadas.; Arbórea.",NA,"Southern America",NA,"20",NA,NA,NA,NA,NA
"33","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1351345","PreservedSpecimen","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta","Vell.","Andersson BL","Maas PJM; Carauta JPP","1977","10","16","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NL-U1351345","NL-U1351345",NA,"Zingiberales","1982","03",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1351345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"01","Magnoliopsidae","U 0071418",NA,NA,NA
"34","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1351346","PreservedSpecimen","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta","Vell.","Andersson BL","Maas PJM; Carauta JPP","1977","10","16","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NL-U1351346","NL-U1351346",NA,"Zingiberales","1982","03",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1351346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"01","Magnoliopsidae","U 0071419",NA,NA,NA
"35","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1351347","PreservedSpecimen","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta","Vell.","Andersson BL","Mexia YEJ","1930","10","09","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NL-U1351347","NL-U1351347",NA,"Zingiberales","1982","03",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1351347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"01","Magnoliopsidae","U 0071420",NA,NA,NA
"36","2020-02-08 10:37:46-03","NBC","NL-BOTANY","U.1351348","PreservedSpecimen","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta","Vell.","Andersson BL","Martinelli G","1977","10","20","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NL-U1351348","NL-U1351348",NA,"Zingiberales","1983","08",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1351348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,"01","Magnoliopsidae","U 0071421",NA,NA,NA
"37","2020-11-04 11:11:17-03","ESALQ","ESA","80105","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","Souza, V.C.","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","23","Brasil","São Paulo","Sete Barras","-47.558","-24.114","-47,558","-24,114","110","110","ESA080105","ESA080105","Magnoliophyta",NA,"2002",NA,"354.0","Parque Estadual de Carlos Botelho, Núcleo Sete Barras, Trilha da Figueira. Floresta Ombrófila Densa Submontana",NA,NA,"Erva de 2m coletada na borda da mata. Brácteas florais vermelhas e flores amareladas.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:11:17-03","ESALQ","ESA","102202","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta",NA,"Teles, A.M.","Stehmann, J.R.","2005","09","04","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"ESA102202","ESA102202","Magnoliophyta",NA,"2005",NA,"4086.0",NA,"23813",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:55:50-03","ESALQ","ESA","136593","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","H. Barreiros","L.C. Giordano","1992","07","04","Brasil","Rio de Janeiro","Parati","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA136593",NA,NA,NA,"1992",NA,"1361.0",NA,"34470",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 10:55:50-03","ESALQ","ESA","136594","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.","J.M.A. Braga","R. Reis","1994","06","07","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA136594",NA,NA,NA,NA,NA,"175.0",NA,"34470",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:55:50-03","ESALQ","ESA","135996","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vellozo","J.M.A.Braga","L.C.Giordano","1994","08","30","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA135996",NA,NA,NA,"1996",NA,"1693.0",NA,"34470",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:55:50-03","ESALQ","ESA","136000","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vellozo","J.M.A.Braga","M.G.Bovini","1995","08","22","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"ESA136000",NA,NA,NA,"1996",NA,"863.0",NA,"34470",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:11:17-03","ESALQ","ESA","81306","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angustifolia","Heliconia angustifolia","Hook.f.","Mello Barreto",NA,"1934","08","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"ESA081306","ESA081306","Magnoliophyta",NA,NA,NA,NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:10-03","MN","R","216780","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"Missagia, C.","2012","08","10","Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.738483","-22.417517","42°44'309''W","22°25'051''S",NA,NA,"R010056671",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:23:57-03","CPAP","CPAP","15086","PreserverdSpecimen","Plantae","Heliconiaceae","Heliconia","angusta","Heliconia angusta","Vell.",NA,"Krapovickas, A.","1994","02","24","Paráguai",NA,"Dep. Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44992","Dep. De Amambay - Loc. Bella Vista",NA,NA,". FLOR: alaranjada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: En bajo inundado. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-02-02 14:38:37-02","BGBM","B","B 10 0157359","S","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta",NA,NA,"Patschke","1920","09","24","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"B100157359","B100157359",NA,NA,NA,NA,"98",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157359 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA
"47","2016-02-02 14:38:37-02","BGBM","B","B 10 0157361","S","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta",NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"B100157361","B100157361",NA,NA,NA,NA,"18554",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157361 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA
"48","2016-02-02 14:38:37-02","BGBM","B","B 10 0157355","S","Plantae","Musaceae","Heliconia","angusta","Heliconia angusta",NA,NA,"A. C. Brade",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"B100157355","B100157355 B100157355_1",NA,NA,NA,NA,"15938","Procedencia Minas, Faz. Boa Esperança, Mun. Juiz de Fora?.",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157355 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Middle and South America",NA,NA,NA,NA,"type",NA,NA
