"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","individualCount","class","relatedCatalogItem"
"47","2015-09-04 14:19:26-03","MNHN","RECOLNAT_MNHN_P","P03985318","PreservedSpecimen",NA,"Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"Martius",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985318' target='other'> <mi>dwc_moreinfo</mi></a>","P03985318",NA,NA,"(Müll. Arg.) Zappi","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03985318_01",NA,NA,NA,NA,NA,NA,NA,"leiocarpoides","232",NA,NA,NA
"48","2015-09-04 14:19:26-03","MNHN","RECOLNAT_MNHN_P","P03985319","PreservedSpecimen",NA,"Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"Steudel",NA,NA,"Brasil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985319' target='other'> <mi>dwc_moreinfo</mi></a>","P03985319",NA,NA,"(Müll. Arg.) Zappi","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03985319_01",NA,NA,NA,NA,NA,NA,NA,"leiocarpoides","232",NA,NA,NA
"49","2015-09-04 14:15:58-03","MNHN","RECOLNAT_MNHN_P","P04008550","PreservedSpecimen",NA,"Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04008550' target='other'> <mi>dwc_moreinfo</mi></a>","P04008550",NA,NA,"(Müll. Arg.) Zappi","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04008550_01",NA,NA,NA,NA,NA,NA,NA,"leiocarpoides","13952",NA,NA,NA
"50","2015-09-18 11:29:34-03","MNHN","RECOLNAT_MNHN_P","P00542191","PreservedSpecimen",NA,"Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Riedel, L.",NA,NA,"Brasilia",NA,"hb",NA,"Reçu le 8 octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542191' target='other'> <mi>dwc_moreinfo</mi></a>","P00542191",NA,NA,"(Müll. Arg.) Zappi","Zappi","1823","10",NA,NA,NA,NA,NA,NA,NA,"P00542191_01",NA,NA,NA,NA,NA,NA,NA,"ochroleuca",NA,NA,NA,NA
"51","2020-12-11 11:41:06-03","UFMG","BHCB","129930","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Grippa, CR; Godoy, MB; Souza, NL de","675","Southern America","Brasil","Santa Catarina",NA,NA,"Fitossociologia do Plano de Manejo do Parque Nacional da Serra do Itajaí.; Arbustivo, 6m. CAP da planta 23,4cm.",NA,"Dicotyledon",NA,"(Vell.) Müll.Arg.",NA,"2007","05","13","Indaial","Encano Alto., Campo II. Parcela 4.","-49.170506","-26.996783","365","365",NA,NA,NA,"-49.170506","-26.996783",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:41:06-03","UFMG","BHCB","37258","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"(Vell.) Müll.Arg.",NA,NA,NA,NA,"Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:41:06-03","UFMG","BHCB","40467","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,NA,"s.n.","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Dicotyledon",NA,"(Vell.) Müll.Arg.",NA,NA,NA,NA,"Januária","Vale do Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-26 09:06:00-03","MO","MOBOT","2478234","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Gert G. Hatschbach|O. V. Guimarães","Hatschbach 25670","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.",NA,"1970","11",NA,"Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2015-09-18 11:36:00-03","MO","MOBOT","3234939","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"José R. Pirani|Jacquelyn A. Kallunki","Pirani 2708","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.","C.M. Taylor","1993",NA,NA,NA,"Santo Antonio De Jesus: Rodovia para São Miguel das Matas a Amargosa, a 7km do trevo com a BR 101. Floresta perenifólia higrófila costeira (Mata Atlantica) dense, primária, com Schizolobium parahyba, Platymenia (vinhático). dossel a 40m alt.","-39.3333333","-13","40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"56","2009-11-03 10:42:00-02","MO","MOBOT","3239741","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jacquelyn A. Kallunki","Kallunki 618","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.","D. Zappi","1995","2","17",NA,"São Pedro de Aldeia: Serra Sepeatiba, at TELERJ tower reached (eventually) after 5.8 km on dirt road turning N from Arauama-S. Pedro de Aldeia road at 3.5 km W of turn to Macaé, in forest near tower.","-42.15","-22.8166667","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","3456350","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jomar G. Jardim","Jardim 4608","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.","S.F. Conceição & P.D. Carvalho","2005","6","4",NA,"Feira de Santana: Serra de São José. Acesso pelo Povoado São José, ca. 10 km da BR 116. Floresta semidecidual perturbada.","-39.66666","-12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-03-28 17:07:00-03","MO","MOBOT","3239088","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"José R. Pirani","Pirani 3520","South America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.","C.M. Taylor","1994","12","9","Cachoeiro de Itapemirim","Morro Grande, a 3Km W da saida da cidade na rodovia para Jerôimo Monteiro (BR-482). Floresta atrás da Serraria de Pedras Marmoraes.","-41.1128005981445","-20.8488998413086",NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"59","2017-07-05 16:24:00-03","MO","MOBOT","100986182","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"C.P. Bruniera|Adriana Lobão|Matheus F. Santos","Bruniera 405","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Zappi","C.P. Bruniera","2011","9","24","Guapimirim","Parque Nacional da Serra dos Órgãos. Subsede de Guapimirim. Tilha do Poço da Preguiça, no meio da Trilha do Poço Verde.","-43.0011111","-22.4925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"leiocarpoides",NA,"1",NA,NA
"60","2017-07-05 15:59:00-03","MO","MOBOT","100986165","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"C.P. Bruniera|Milton Groppo|R.P. Campos","Bruniera 330","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Zappi","C.P. Bruniera","2011","4","15","Ribeirão Preto","Estação Ecológica de Rbeirão Preto (Mata de Santa Teresa). Trilha anterior à trilha do córrego que divide a Reserva.","-47.8530556","-21.2272223","588.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ochroleuca",NA,"1",NA,NA
"61","2017-07-06 08:22:00-03","MO","MOBOT","100986235","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"C.P. Bruniera","Bruniera 875","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"(Müll. Arg.) Zappi","C.P. Bruniera","2012","10","8","Ribeirão Preto","Estação Ecológica de Ribeirão Preto (Mata de Santa Teresa). Trilha anterior à trilha do córrego que divide a Reserva.","-47.8530556","-21.2272223","588.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ochroleuca",NA,"1",NA,NA
"62","2017-06-27 09:12:00-03","MO","MOBOT","100983902","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilairei",NA,"C.P. Bruniera|Milton Groppo","Bruniera 315","South America","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"(Standl.) Zappi","C.P. Bruniera & D.C. Zappi","2012","3","30","Cachoeiro de Itapemirim","Morro Grande. Rodovia para Jerônimo Monteiro (ES 164/482), ca. 3 km da saída da cidade. Mata atrás da Marmoraria Marmoraes.","-41.1575","-20.8075","75.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"saint-hilairei",NA,"1",NA,NA
"63","2020-08-31 08:58:00-03","INPA","INPA","220580","S","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, JG","4608","Southern America","Brasil","Bahia",NA,NA,NA,"INPA0220580","Dicotyledon Asterids","Gentianales","(Vell.) Müll.Arg.","Carvalho, PD de; Conceição, SF","2005","06","04","Feira de Santana","Serra de São José. Acesso pelo Povoado São José, ca. 10 Km da BR 116. Floresta semidecidual pertubada.","-39.666667","-12.7",NA,NA,"INPA0220580 INPA0220580_e",NA,NA,"-39.666667","-12.7","2005","07",NA,NA,NA,NA,NA,NA
"64","2020-07-15 14:43:41-03","UNESP-RC","HRCB","11475","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Furlan, A.",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"(Vell.) Müll. Arg.","Mario Gomes",NA,NA,NA,"Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-26 18:40:56-03","UENF","HUENF","11530","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"I.G. Costa","944",NA,"Brasil","Rio de Janeiro",NA,NA,"Lâmina papirácea esverdeada; pedúnculo e pedicelo esverdeados; calículo creme, com contorno apical amarelado; corola creme-amarelada. de fauce amarelada","HUENF00012330",NA,NA,"(Müll. Arg.) Zappi","Mario Gomes","2017","12","23","Cardoso Moreira","Localidade de Sacramento. Em mata do assentamento do Incra. .","-41.6156005859375","-21.4883003234863",NA,NA,NA,"24769","auto",NA,NA,"2019","02","19","ochroleuca",NA,NA,NA,NA
"66","2021-02-25 10:12:24-03","CVRD","CVRD","10785","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","cf. coronata","Rudgea cf. coronata",NA,"Folli, D.A.","5904","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Cravo liso","CVRD010785","Magnoliophyta","Gentianales","(Vell.) Müll. Arg.","Daniela Zappi","2008","03","05","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,"2008","11","04",NA,NA,NA,"Magnoliopsida",NA
"67","2020-09-12 05:00:02-03","US","US","3091545","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"D. Sucre","3708","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742761",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1968","9","17",NA,"Restinga do Pero, Cabo Frio",NA,NA,NA,NA,"US02742761_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"68","2020-09-12 05:00:02-03","US","US","3073086","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"D. Sucre","4063","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742756",NA,"Rubiales","(Müll. Arg.) Zappi",NA,"1968","10","3",NA,"Petrópolis, Vale Bonsucesso",NA,NA,"700",NA,"US02742756_01",NA,NA,NA,NA,NA,NA,NA,"leiocarpoides",NA,"1","Dicotyledonae",NA
"69","2020-09-12 05:00:02-03","US","US","3058086","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"D. Sucre","3920","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742760",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1968","10","13",NA,"Morro do Gavião, Cabo Frio",NA,NA,NA,NA,"US02742760_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"70","2020-09-12 05:00:02-03","US","US","3073344","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilairei",NA,"D. Sucre","8694","South America - Neotropics","Brazil","Espírito Santo",NA,NA,NA,"US02742765",NA,"Rubiales","(Standl.) Zappi",NA,"1972","3","14",NA,"Reserva Biologica de Sooretama, Area da Sede, Municipio de Linhares",NA,NA,NA,NA,"US02742765_01",NA,NA,NA,NA,NA,NA,NA,"saint-hilairei",NA,"1","Dicotyledonae",NA
"71","2020-09-12 05:00:02-03","US","US","3091546","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"D. Sucre","3692","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742762",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1968","9","16",NA,"Restinga de Cabo Frio",NA,NA,NA,NA,"US02742762_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"72","2020-09-12 05:00:02-03","US","US","2745688","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"G. Hatschbach & O. Guimarães","25670","South America","Brazil","Paraná",NA,NA,NA,"US02742759",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1970","11","28",NA,"Ilha do Mel (Mun. Paranagua)",NA,NA,"3","5","US02742759_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"73","2020-09-12 05:00:02-03","US","US","3428917","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"G. Hatschbach & O. Guimarães","25670","South America","Brazil","Paraná",NA,NA,NA,"US02742758",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1970","11","28",NA,"Ilha do Mel (Mun. Paranagua)",NA,NA,"3","5","US02742758_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"74","2020-09-12 05:00:02-03","US","US","2999615","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"G. Martinelli & T. R. Soderstrom","9770","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742757",NA,"Rubiales","(Vell.) Müll. Arg.",NA,"1983","11","2",NA,"Municipio de Cabo Frio, Armacao dos Buzios",NA,NA,"30",NA,"US02742757_01",NA,NA,NA,NA,NA,NA,NA,"coronata",NA,"1","Dicotyledonae",NA
"75","2020-09-12 05:00:02-03","US","US","3090414","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"D. Sucre & P. I. S. Braga","4001","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US02742755",NA,"Rubiales","(Müll. Arg.) Zappi",NA,"1968","11","2",NA,"Grota do faco",NA,NA,"800",NA,"US02742755_01",NA,NA,NA,NA,NA,NA,NA,"leiocarpoides",NA,"1","Dicotyledonae",NA
"76","2020-09-12 05:00:02-03","US","US","2869034","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilairei",NA,"R. S. Pinheiro & T. S. Santos","2381","South America - Neotropics","Brazil","Espírito Santo",NA,NA,NA,"US02742764",NA,"Rubiales","(Standl.) Zappi",NA,NA,NA,NA,NA,"ES, km 9 da rod",NA,NA,NA,NA,"US02742764_01",NA,NA,NA,NA,NA,NA,NA,"saint-hilairei",NA,"1","Dicotyledonae",NA
"77","2020-10-15 09:54:03-03","UFPR","EFC","4985","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Ziller, S.R.","1121",NA,"Brasil","Paraná",NA,NA,"Coletada na APA da Ilha Grande em floresta ciliar alterada. Muito comum em sub-bosque, inclusive de Cecropia pachystachya. 350m s.n.m..","EFC004985",NA,NA,"subsp. leiocarpoides (Müll.Arg.) Zappi","Hatschbach, G.","1995","12","15","Alto Paraíso","Rio Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","12","01",NA,NA,NA,NA,NA
"78","2019-11-13 11:30:32-03","USP","SPF","200960","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Fiaschi, P","3456",NA,"Brasil","Espírito Santo",NA,NA,NA,"SPF00200960",NA,NA,"(Vell.) Müll.Arg.","Jaimes, JN","2011","01","17","Sooretama","Reserva Biológica de Sooretama","-39.948389","-19.034972","47","47",NA,NA,NA,"-39.948389","-19.034972","2019","07",NA,"coronata",NA,NA,NA,NA
"79","2019-11-13 11:30:32-03","USP","SPF","205031","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Lobão, AQ","240",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00205031",NA,NA,"(Vell.) Müll.Arg.","Gomes, M","1997","01","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","12",NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:30:32-03","USP","SPF","205038","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Farney, C","3568",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00205038",NA,NA,"(Vell.) Müll.Arg.","Gomes, M","1997","07","09","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","06",NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:30:32-03","USP","SPF","221296","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata leiocarpoides",NA,"Bruniera, CP","405",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00221296",NA,NA,"(Müll.Arg.) Zappi","Bruniera, CP","2011","09","24","Guapimirim","Parque Nacional da Serra dos Órgãos, Subsede de Guapimirim. Trilha do Poço da Preguiça, no meio da Trilha do Poço Verde.","-43.000856","-22.492242",NA,NA,NA,NA,NA,"-43.000856","-22.492242","2011",NA,NA,"leiocarpoides",NA,NA,NA,NA
"82","2020-01-14 12:02:20-03","USP","SPF","231108","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata saint-hilairei",NA,"Gomes, M","1066",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00231108",NA,NA,"(Standl.) Zappi","Jaimes, JN","2011","12","02","Magé","Serra da Estrela","-43.193611","-22.573056","28","28",NA,NA,NA,"-43.193611","-22.573056","2019","07",NA,"saint-hilairei",NA,NA,NA,NA
"83","2019-11-13 11:30:32-03","USP","SPF","110322","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata ochroleuca",NA,"Pereira-Noronha, MR","1027",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00110322",NA,NA,"(Müll.Arg.) Zappi","Zappi, DC","1995","04","11","Andradina","Reserva Biológica de Andradina","-51.566667","-20.783333","355","355",NA,NA,NA,"-51.566667","-20.783333","2006",NA,NA,"ochroleuca",NA,NA,NA,NA
"84","2019-11-13 11:30:32-03","USP","SPF","90042","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Pirani, JR","2995",NA,"Brasil","Bahia",NA,NA,NA,"SPF00090042",NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","1994","02","17","Prado",NA,"-39.2207984924316","-17.341100692749",NA,NA,NA,"53161","auto",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:30:32-03","USP","SPF","205032","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Farney, C","4509",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00205032",NA,NA,"(Vell.) Müll.Arg.","Gomes, M","2004","04","29","Araruama",NA,"-42.3431015014648","-22.8728008270264","10","150",NA,"38914","auto",NA,NA,"2004","06",NA,NA,NA,NA,NA,NA
"86","2021-03-15 18:29:38-03","USP","SPF","200762","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Farág, PRC","408",NA,"Brasil","Rio de Janeiro",NA,NA,"Arvoreta, ca. 2 m de alt. Flores alvas. Floresta estacional semidecídua.","SPF00200762",NA,NA,"(Vell.) Müll.Arg.","Gomes, M","1997","08","09","Cabo Frio","Loteamento atrás do Condomínio Bosque do Peró.","-42.0186004638672","-22.8794002532959",NA,NA,NA,"40069","auto",NA,NA,"2004","06","01",NA,NA,NA,NA,NA
"87","2019-11-13 11:30:32-03","USP","SPF","38134","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata coronata",NA,"Pirani, JR","986",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00038134",NA,NA,"(Vell.) Müll.Arg.","Zappi, DC","1985","01","08","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,"20726","auto",NA,NA,"2006",NA,NA,"coronata",NA,NA,NA,NA
"88","2019-10-07 09:14:54-03","UEFS","HUEFS","111471","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Harley, R.M.","55428",NA,"Brasil","Bahia",NA,NA,"Floresta mesófila alta, nas encostas do vale.","HUEFS0111471","Angiospermae","Gentianales","(Vell.) Müll.Arg.","J.Jardim","2005","01","21","Rio de Contas","7,9 Km Marcolino Moura, e 2,3 Km da Fazenda Teixeira, em direção de Rio de Contas. Trilha do vale do Rio Baeta.","-41.75","-13.6","700","1000",NA,NA,NA,"41W45'","13S36'","2008","08",NA,NA,NA,NA,"Asteranae",NA
"89","2019-10-07 09:14:54-03","UEFS","HUEFS","198786","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Popovkin, A.V.","1555",NA,"Brasil","Bahia",NA,NA,"Atlantic Forest.","HUEFS0198786","Angiospermae","Gentianales","(Vell.) Müll.Arg.","C.P.Bruniera & D.C.Zappi","2013","10","02","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0198786",NA,NA,"37W58'","12S10'","2013","11",NA,NA,NA,NA,"Asteranae",NA
"90","2019-10-07 09:14:54-03","UEFS","HUEFS","96254","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, J.G.","4608",NA,"Brasil","Bahia",NA,NA,"Floresta semidecidual perturbada.","HUEFS0096254","Angiospermae","Gentianales","(Vell.) Müll.Arg.","S.F.Conceição & P.D.Carvalho","2005","06","04","Feira de Santana","Serra de São José. Acesso pelo Povoado São José, ca. 10 km da BR 116.","-39.666667","-12.7",NA,NA,NA,NA,NA,"39W40'0''","12S42'0''","2005","07",NA,NA,NA,NA,"Asteranae",NA
"91","2019-10-07 09:14:54-03","UEFS","HUEFS","62994","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, J.G.","3975",NA,"Brasil","Bahia",NA,NA,"Floresta semidecidual.","HUEFS0062994","Angiospermae","Gentianales","(Vell.) Müll.Arg.","D.Zappi","2001","11","29","Feira de Santana","Serra de São José. Rodovia para Serrinha, entrada para o povoado de São José ca. 10km da estrada fazenda Boa Vista.","-39.666667","-12.7",NA,NA,NA,NA,NA,"39W40'","12S42'","2008","08",NA,NA,NA,NA,"Asteranae",NA
"92","2019-10-07 09:14:54-03","UEFS","HUEFS","80662","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Jardim, J.G.","4224",NA,"Brasil","Rio de Janeiro",NA,NA,"Restinga.","HUEFS0080662","Angiospermae","Gentianales","(Vell.) Müll.Arg.","D.Zappi","2004","03","14","Rio das Ostras","Ca. 7,5Km S. na rodovia para Armação de Búzios.","-1.45","-22.716667","25","25",NA,NA,NA,"1W27'","22S43'","2005","06",NA,NA,NA,NA,"Asteranae",NA
"93","2019-10-07 09:14:54-03","UEFS","HUEFS","206096","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata",NA,"Uller, H.F.","320",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"HUEFS0206096","Angiospermae","Gentianales","(Vell.) Müll.Arg.",NA,"2013","10",NA,"São Pedro da Aldeia","Conglomerado 152-Ex35.","-42.1027984619141","-22.8391990661621",NA,NA,"HUEFS0206096","20879","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"94","2019-10-07 09:14:54-03","UEFS","HUEFS","106637","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. ochroleuca",NA,"Souza, V.C.","9740",NA,"Brasil","São Paulo",NA,NA,"Mata mesófila semidecídua. Interior de mata.","HUEFS0106637","Angiospermae","Gentianales","(Müll.Arg.) Zappi",NA,"1996","01","08","Restinga","Estrada Batatais-Franca(SP 334), km 373, ca. 22 km de Franca.","-47.4799995422363","-20.6000003814697","680","680","HUEFS0106637","17863","auto",NA,NA,NA,NA,NA,"subsp. ochroleuca",NA,NA,"Asteranae",NA
"95","2019-10-07 09:14:54-03","UEFS","HUEFS","29420","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coronata","Rudgea coronata subsp. ochroleuca",NA,"Ribas, O.S.","923",NA,"Brasil","Paraná",NA,NA,"Mata pluvial da encosta do morro.","HUEFS0029420","Angiospermae","Gentianales","(Müll.Arg.) Zappi","D.Zappi","1995","10","23","Morretes","Serra do Marumbi, picada ao Olimpo.","-48.834400177002","-25.476900100708",NA,NA,"HUEFS0029420","30514","auto",NA,NA,"2005","06",NA,"subsp. ochroleuca",NA,NA,"Asteranae",NA
