"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"145","2020-12-20 21:17:54-03","UFV","VIC","043959","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, R.B.","Torres, R.B.; Figueiredo, N.","409","1987","10","09",NA,"Brasil","São Paulo","Buri","Estação Experimental do Insituto Florestal, Beira de Mata Estacinal Semidecídua degradada","-48.5900001525879","-23.7900009155273",NA,NA,"VIC043959","VIC043959","600","600","1998",NA,NA,NA,NA,"28249","auto",NA,NA,NA,NA,NA,NA
"146","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030627","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Flacourtiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","G. Hatschbach","G. Hatschbach; E. Barbosa, M. Hatschbach","59388","1993","9","18",NA,"Brazil","Parana",NA,"Rod. para Salto Cavalcanté (Mun. Tomazina).","-49.9667","-23.7667",NA,"Arvoreta, 4m , flor creme esverdeada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 14:44:53-03","UFJF","CESJ","7004","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R.B.Torres","L. Krieger","CESJ7004","1969","10","12","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,"Arbusto, flores esverdeadas.","CESJ007004",NA,NA,NA,"1991",NA,NA,"04","08","36144","auto",NA,NA,NA,NA,NA,NA
"148","2019-11-21 14:44:53-03","UFJF","CESJ","35780","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","F.S. Araújo","A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","97","2001","12","17","América do Sul","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras","-43.793098449707","-21.8425006866455",NA,"Árvore ca 5m em mata. Frutos imaturos verdes e maduros amarelos. Alt.: ca. 1270m.","CESJ035780",NA,NA,NA,"2004",NA,NA,"01",NA,"30417","auto",NA,NA,NA,NA,NA,NA
"149","2019-11-21 14:44:53-03","UFJF","CESJ","35779","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","A.S.M. Valente; P.H. Nobre; F.R.G. Salimena","68","2001","12","16","América do Sul","Brasil","Minas Gerais","LIma Duarte","Conceição do Ibitipoca, Estrada para Moreiras.","-43.793098449707","-21.8425006866455",NA,"Árvore em borda de mata. Frutos imaturos verdes.","CESJ035779",NA,NA,NA,"2005",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"150","2019-11-21 14:44:53-03","UFJF","CESJ","7393","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R.B.Torres","L. Krieger","CESJ7393","1969","10","19","América do Sul","Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,"Árvore pequena. Flores esverdeadas.","CESJ007393",NA,NA,NA,"1991",NA,NA,"03","08","39093","auto",NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:44:53-03","UFJF","CESJ","13257","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","L. Krieger","CESJ13257","1973","11","04","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca, Alt. 1600m.s.m.",NA,NA,NA,"Arbusto alto em campo arenítico. Flores creme esverdeado, folhas verde claro (novas).","CESJ013257",NA,NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 14:44:53-03","UFJF","CESJ","23069","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","UFJF; EMBRAPA","CESJs.n.","1988","12","09","América do Sul","Brasil","Minas Gerais","São Sebastião da Vitória",NA,NA,NA,NA,"No campo, ao longo de galeria pluvial, árvore pequena, frutos bacáceos, esféricos, com casca corante, sementes cercadas de mucilagem adocicada.","CESJ023069",NA,NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 14:44:53-03","UFJF","CESJ","24391","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","S.M.S. Verardo","L. Krieger; M.C. Brügger; Orlando","CESJ24391","1988","10","10","América do Sul","Brasil","Minas Gerais","Bom Jardim",NA,NA,NA,NA,"Em mata rala, arbusto, flores esverdeadas.","CESJ024391",NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 14:44:53-03","UFJF","CESJ","3560","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","L. Krieger","CESJ3560","1970",NA,NA,"América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,"Árvore pequena, ao pé da serra, na beira da mata, flores acastanhadas. Folhas novas.","CESJ003560",NA,NA,NA,"2008",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 14:44:53-03","UFJF","CESJ","9239","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","S.M.S. Verardo","L. Krieger; U.C. Câmara","CESJ9239","1970","09","27","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,"Arbusto, flores esverdeadas, na beira da mata.","CESJ009239",NA,NA,NA,"1991",NA,NA,"06","19",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 14:44:53-03","UFJF","CESJ","9259","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R.B.Torres","L. Krieger; U.C. Câmara","CESJ9259","1970","09","27","América do Sul","Brasil","Minas Gerais",NA,"Serra de Ibitipoca, Alt.: 1600m.s.m.",NA,NA,NA,NA,"CESJ009259",NA,NA,NA,"1991",NA,NA,"03","08",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:44:53-03","UFJF","CESJ","52499","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","M.G. Rezende; R.C.L. Elias","242","2008","11","22","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Árvore ca. 4m, borda de mata, frutos verdes.","CESJ052499",NA,NA,NA,"2009",NA,NA,"08",NA,"25710","auto",NA,NA,NA,NA,NA,NA
"158","2019-11-21 14:44:53-03","UFJF","CESJ","40182A","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","E.F.Guimarães","F.M. Ferreira; F.R.G. Salimena; P.H. Nobre","440","2003","04","26","América do Sul","Brasil","Minas Gerais","Lima Duarte","Hotel Serra do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Árvore ca. 8m na borda da mata. Folhas discolores. Botões muito jovens.","CESJ40182A",NA,NA,NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"159","2019-11-21 14:44:53-03","UFJF","CESJ","43264","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R. Marquete","C.N. Matozinhos; B.F.Mello; F.S. Souza","137","2004","11","13","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Árvore ca. 5m alt., em capoeira (área em regeneração). Frutos verdes.","CESJ043264",NA,NA,NA,"2008",NA,NA,"10",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"160","2019-11-21 14:44:53-03","UFJF","CESJ","49405","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","A.S.M. Valente","A.S.M. Valente; P.O. Garcia","399","2007","09","20","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Mata do Cambuí.","-43.8278007507324","-22.0891990661621",NA,"Árvore emergente ca. 10m alt., em floresta inundável a 900m de altitude. Flores creme-esverdeadas. (Fitossociologia: 580).","CESJ049405",NA,NA,NA,"2007",NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"161","2019-11-21 14:44:53-03","UFJF","CESJ","63268","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","B.E. Conde","B.E. Conde","337","2013","07","20","América do Sul","Brasil","Minas Gerais","Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,"Árvore de caule lenhoso, com folhas eliptico-obovadas, com bordas serrilhadas. Flores axilares, amarronzadas e diminutas.","CESJ063268",NA,NA,NA,"2013",NA,NA,"07","26","25699","auto",NA,NA,NA,NA,NA,NA
"162","2019-11-21 14:44:53-03","UFJF","CESJ","63307","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","B.E. Conde","B.E. Conde","376","2013","07","20","América do Sul","Brasil","Minas Gerais","Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,"Árvore de folhas elipticas, de bordas serrilhadas.","CESJ063307",NA,NA,NA,"2013",NA,NA,"07","26","25699","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-21 14:44:53-03","UFJF","CESJ","9822","PreservedSpecimen","Plantae","Angiosperma",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","R.B.Torres","L. Krieger","CESJ9822","1970","12","28","América do Sul","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,"Árvore regular (6 a 8m) na mata. Frutos maduros, sementes cercadas de polpa adocicada com sabor de araticum","CESJ009822",NA,NA,NA,"1991",NA,NA,"03","08","46557","auto",NA,NA,NA,NA,NA,NA
"164","2021-04-07 11:44:55-03","UFMS","CGMS","48608","PreservedSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","G. Hatschbach","O.S. Ribas; R. Wasum; L. Scur","6801","2005","04","19",NA,"Brasil","Paraná","São Mateus do Sul","Usina de Xisto da Petrobrás.","-50.3828010559082","-25.8742008209229",NA,"Flor alva. Habitat: Orla degradada da floresta ombrófila mista. Habito: Arvoreta. 4,00m de altura.","CGMS1078557",NA,NA,NA,"2005",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"165","2019-11-27 13:52:44-03","UFS","ASE","22726","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Gomes, LA; Santos, LAS; Silva, RN; Santos, E","281","2011","11","04","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco","-37.056667","-10.531111",NA,"Arbusto com cerca de 90cm. Flores cremes e frutos imaturos verdes.; Arbusto com cerca de 90cm. Flores cremes e frutos imaturos verdes.; Mata Atlântica.","ASE0028465","ASE0028465",NA,NA,"2013","-37.056667","-10.531111","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-27 13:52:44-03","UFS","ASE","23627","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Oliveira, DG; Santos, E; Gomes, LA; Conceição, GG; Freire, GS; Matos, GMA; Barbosa, P","350","2012","06","01","Southern America","Brasil","Sergipe","Pacatuba",NA,"-36.615139","-10.530583",NA,"Cerca de 4m. Botões verdes, flores esverdeadas.; Cerca de 4m. Botões verdes, flores esverdeadas.; Restinga.","ASE0029003","ASE0029003",NA,NA,"2012","-36.615139","-10.530583","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-27 13:52:44-03","UFS","ASE","23801","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Oliveira, DG; Santos, E; Gomes, LA; Conceição, GG; Campos, DA; Freire, GS; Matos, G; Barbosa","420","2012","06","01","Southern America","Brasil","Sergipe","Pacatuba",NA,"-36.615139","-10.530583",NA,"Com cerca de 3m. Flores cremes. Botões verdes.&nf;Ponto 11.; Com cerca de 3m. Flores cremes. Botões verdes.&nf;Ponto 11.; Restinga.","ASE0029115","ASE0029115",NA,NA,"2012","-36.615139","-10.530583","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-27 13:52:44-03","UFS","ASE","23935","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Oliveira, DG; Santos, E; Barbosa, P; Farias, MCV; Gomes, LA; Freire, GS","499","2012","06","02","Southern America","Brasil","Sergipe","Pacatuba","Povoado Ponta dos Mangues, Solo arenoso.","-36.615139","-10.530583",NA,"Arbusto ca 4m. Inflorescências alvas.; botões verdes.&nf;; Arbusto ca 4m. Inflorescências alvas.; botões verdes.&nf;; Restinga.","ASE0029262","ASE0029262","17","17","2012","-36.615139","-10.530583","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-27 13:52:44-03","UFS","ASE","36626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Santos Neto, AM","Santos Neto, AM; Souza, JO; Nunes, SS","63","2016","01","18","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","PA Celso Furtado, Área de reserva legal do assentamento Celso Furtado.","-10.4716","-36.5812",NA,"Arbusto, folhas alternas, frutos verdes e laranjas.; Mata Atlântica","ASE0037109","ASE0037109","55","55","2016","-10.4716","-36.5812","01","30",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-27 13:52:44-03","UFS","ASE","24223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Gomes, LA; Amorim, BS; Costa-Lima, JL; Lourenço, AR; Santos, E","412","2012","04","20","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda da trilha. Solo arenoso.","-37.051444","-10.519472",NA,"Arbusto, 3m. Frutos vináceos verdes.; Arbusto, 3m. Frutos vináceos verdes.; Mata Atlantica.","ASE0029525","ASE0029525",NA,NA,"2012","-37.051444","-10.519472","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-27 13:52:44-03","UFS","ASE","29235","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Matos, GMA","Matos, GMA; Campos, DA; Freire, GS; Melo, LMS; Santos, E","287","2013","04","18","Southern America","Brasil","Sergipe","Lagarto","Assentamento Che Guevara","-37.628444","-10.863056",NA,"Arbusto, ca. 2,5 m. Flores esverdeadas.; Caatinga.","ASE0000608","ASE0000608",NA,NA,"2013","-37.628444","-10.863056","07","25",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-27 13:52:44-03","UFS","ASE","32417","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Silva, ACC","Santos, LAS","927","2014","04","02","Southern America","Brasil","Sergipe","Itabaianinha",NA,"-37.79","-11.273889",NA,"Árvore, casca externa marrom, fina e interna amarelada. Número do conglomerado: 159, coordenadas UTM do ponto central: E ( 630969 m ) e N ( 8751133 m ) , número da subunidade: 02, número da subparcela: 10, número da árvore: 7RF8.","ASE0003710","ASE0003710",NA,NA,"2014","-37.79","-11.273889","09","05",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-27 13:52:44-03","UFS","ASE","37441","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Andrade, RS","Santana, JP; Andrade, RS; Farias, MCV","550","2016","07","23","Southern America","Brasil","Sergipe","Brejo Grande","Brejão dos Negros, Margem da rodovia para Carapitanga","-36.2717","-10.2909",NA,"Arbusto. Ca. de 2 m. Frutos verdes vináceos.; Restinga","ASE0038461","ASE0038461",NA,NA,"2016","-36.2717","-10.2909","08","17",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-27 13:52:44-03","UFS","ASE","33633","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Cardoso, DS","Cardoso, DS; Pereira, BV; Santos, E","414","2015","03","05","Southern America","Brasil","Sergipe","Aracaju","APA Morro do Urubu","-37.03148","-10.529179",NA,"Árvore com cerca de 6m, flor branca; Mata Atlântica","ASE0006564","ASE0006564",NA,NA,NA,"-37.03148","-10.529179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-27 13:52:44-03","UFS","ASE","33639","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Cardoso, DS","Cardoso, DS; Pereira, BV; Santos, E","422","2015","03","05","Southern America","Brasil","Sergipe","Aracaju","APA Morro do Urubu","-37.03148","-10.529179",NA,"Árvore com cerca de 4m, flor branca; Mata Atlântica","ASE0006570","ASE0006570",NA,NA,NA,"-37.03148","-10.529179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-27 13:52:44-03","UFS","ASE","33269","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler",NA,"Gomes, C","ASE33269","2007","02","28","Southern America","Brasil","Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","-37.344713","-11.304369",NA,"Mata Atlântica.","ASE0005375","ASE0005375",NA,NA,NA,"-37.344713","-11.304369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-27 13:52:44-03","UFS","ASE","33306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Andrade, RS","Gomes, C","ASE33306","2009","03","23","Southern America","Brasil","Sergipe","Indiaroba","P.A. SEPÉ-TIARAJU II","-37.344713","-11.304369",NA,"Mata Atlântica.","ASE0005412","ASE0005412",NA,NA,"2016","-37.344713","-11.304369","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-27 13:52:44-03","UFS","ASE","35128","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Santana, JP","Santana, JP","389","2015","04","10","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Mata Rio Fundo","-37.1944","-11.0429",NA,"Subarbusto, 3m, frutos imaturos verdes.; Mata Atlântica.","ASE0036215","ASE0036215",NA,NA,"2015","-37.1944","-11.0429","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-27 13:52:44-03","UFS","ASE","36464","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Andrade, RS","Farias, MCV; Figueiredo, MA","638","2016","02","17","Southern America","Brasil","Sergipe","Brejo Grande","Brejo dos Negros, Mata da Batateira.","-36.2907","-10.2758",NA,"Arbusto. Ca. de 2,80 cm. Frutos imaturos verdes e maduros vináceos.; Restinga.","ASE0036909","ASE0036909",NA,NA,"2016","-36.2907","-10.2758","03","28",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-27 13:52:44-03","UFS","ASE","36487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Andrade, RS","Figueiredo, MA; Farias, MCV","127","2016","02","17","Southern America","Brasil","Sergipe","Brejo Grande","Brejo dos Negros, Mata da Batateira.","-36.2907","-10.2758",NA,"Botões florais verdes. Frutos imaturos verdes e maduros vináceos.; Restinga.","ASE0036932","ASE0036932",NA,NA,NA,"-36.2907","-10.2758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:52:44-03","UFS","ASE","23936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Gomes, LA","Oliveira, DG; Santos, E; Barbosa, P; Farias, MCV; Gomes, LA; Freire, GS","500","2012","06","02","Southern America","Brasil","Sergipe","Brejo Grande","Povoado Brejão dos Negros, Solo arenoso.","-36.555167","-10.371861",NA,"Arbusto. Inflorescências alvas.; Arbusto. Inflorescências alvas.; Restinga.","ASE0029263","ASE0029263","4","4","2012","-36.555167","-10.371861","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-27 13:52:44-03","UFS","ASE","36345","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Matos, GMA","Matos, GMA; Santos, E; Freire, GS; Fonseca, JAR","558","2016","04","08","Southern America","Brasil","Sergipe","Santana do São Francisco","Povoado Saúde, Fazenda Mãe Natureza.","-36.38181","-10.15231",NA,"Arbusto com ca. de 2 m. Flores alvas.; Ecótono: Caatinga e Mata Atlântica.","ASE0036812",NA,NA,NA,"2016","-36.38181","-10.15231","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-27 13:52:44-03","UFS","ASE","35358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Matos, GMA","Matos, GMA; Santos, E; Freire, GS; Fonseca, JAR","541","2016","02","01","Southern America","Brasil","Sergipe","Santana do São Francisco","Povoado Saúde, Fazenda Mãe Natureza.","-36.38181","-10.15224",NA,"Arbusto com 2 m. Flores alvas, botões esverdeados.; Ecótono: Caatinga e Mata Atlântica.","ASE0036076","ASE0036076",NA,NA,"2016","-36.38181","-10.15224","02","04",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-27 13:52:44-03","UFS","ASE","38153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler",NA,"Santos, E; Andrade, RS","222","2015","03","31","Southern America","Brasil","Sergipe","São Cristóvão","Rodovia João Bebe Água","-37.953039","-11.858586",NA,"Árvore. Ca. de 3 m. Botões florais.; Mata Atlântica","ASE0039362",NA,NA,NA,NA,"-37.953039","-11.858586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-27 13:52:44-03","UFS","ASE","41423","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Caxambu, MG","Caxambu, MG","1312","2006","11","13","Southern America","Brasil","Paraná","Palmeira","Rio dos Papagaios, Vegetação estepe (Campos Gerais).","-49.4606","-25.2812",NA,"Árvore ca. 4 m de altura, com flores amareladas e frutos imaturos verdes.","ASE0042937",NA,"982","982","2006","-49.4606","-25.2812","12","15",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-27 13:52:44-03","UFS","ASE","40907","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Nunes, SS","Nunes, SS; Santos, E; Farias, MCV","267",NA,NA,NA,"Southern America","Brasil","Sergipe","Cristinápolis","Assentamento Sao Roque","-37.06079","-10.55213",NA,"Arbusto ca. 2 metros. Botões florais. Flores brancas&nf;; Mata Atlântica","ASE0042445",NA,NA,NA,NA,"-37.06079","-10.55213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:42:57-03","UNICAMP","UEC","129718","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, RB","Alencar, ME","488","1999","02","26",NA,"Brazil","Piauí","Brasileira","Baixa do TINGUIZEIRO (6ª Cidade) - PARNA de Sete Cidades","-41.709444","-4.141667",NA,"Arbusto ca. 3m; frutos imaturos. Substrato areno pedregoso.; Cerrado.","UEC046533","UEC046533","190","190","2002","-41.709444","-4.141667","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:42:57-03","UNICAMP","UEC","129719","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, RB","Alencar, ME","451","1999","01","28",NA,"Brazil","Piauí","Piracuruca","ADMINISTRAÇÃO (6ª Cidade) - PARNA de Sete Cidades","-41.709167","-4.099167",NA,"Arvoreta ca. 3,5m frutos imaturos. Substrato arenoso.; Cerrado.","UEC046536","UEC046536","180","180","2002","-41.709167","-4.099167","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:28:00-03","UNICAMP","UEC","149231","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Nepomuceno, FAA","Kinoshita, LS; Martins, AB; Galvão, JC; Aranha, JLM; Silveira, MF; Caseli, CC","08/359","2008","11","04",NA,"Brazil","Minas Gerais","Capitólio","Pousada do Rio Turvo.","-46.229444","-20.628611",NA,"Árvore, 7 m, frutos vermelhos","UEC006084","UEC006084","782","782","2017","-46.229444","-20.628611","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:42:57-03","UNICAMP","UEC","173158","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Torres, RB; Ramos, E","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; et al.","598","1997","12","13",NA,"Brazil","São Paulo","Apiaí","Estrada para Pinhalzinho/ Apiaí, 11km de Bom Sucesso de Itararé.","-49.076944","-24.335278",NA,"Árvore com 12m, frutos maduros amarelos.; Floresta Ombrófila Mista. Interior da mata.","UEC046520","UEC046520",NA,NA,"2005","-49.076944","-24.335278","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:42:57-03","UNICAMP","UEC","26173","S","Plantae","Magnoliopsida",NA,"Vivianiaceae","Casearia","lasiophylla","Casearia lasiophylla","Eichler","Marquete, R","Martins, FR; Tamashiro, JY; Peixoto","1610","1981","12","03",NA,"Brazil","Minas Gerais","Poços de Caldas","Fazenda Chiqueirão.","-46.564722","-21.838889",NA,"Árvore ca. de 12m. Fruto imaturo verde.","UEC046540","UEC046540",NA,NA,"2008","-46.564722","-21.838889","05","28",NA,NA,NA,NA,NA,NA,NA,NA
