"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","sex"
"12","2019-12-04 15:26:28-03","PUCPR","HUCP","11727","S","Plantae","Monocotiledonea",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Shirata, MT","Shirata, MT","1996","09","16",NA,"Brasil","Sergipe","Crato","Rio Real",NA,NA,NA,NA,NA,NA,"3530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:26:28-03","PUCPR","HUCP","11746","S","Plantae","Monocotiledonea",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Shirata, MT","Shirata, MT","1996","10","16",NA,"Brasil","Sergipe","Crata",NA,NA,NA,NA,NA,"HUCP00003524","HUCP00003524","3531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:27:45-03","UFBA","ALCB","027793","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Carigé, A; Santana, R","Carigé, A; Santana, R","1996","03","05","Southern America","Brasil","Bahia","Madre de Deus","Região Metropolitana Salvador","-38.616667","-12.733333",NA,"Caule de crecimento horizontal. Folhas simples, longas delgadas.","ALCB005986","ALCB005986","0001","1996","03",NA,NA,NA,"-38.616667","-12.733333",NA,NA,NA,NA
"15","2021-02-08 21:33:34-03","UFBA","ALCB","81351","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","1999","09","27","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","Praia do Pilar",NA,NA,NA,NA,"ALCB006018",NA,"s/n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-08 21:33:34-03","UFBA","ALCB","60724","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Nunes, JMC de","Nunes, JMC de",NA,NA,NA,"Southern America","Brasil","Bahia","Vera Cruz","Ponta de Areia","-38.6086006164551","-12.9603004455566",NA,NA,NA,NA,"s/n","2002","07",NA,"27816","auto",NA,NA,NA,NA,NA,NA
"17","2021-02-08 21:33:34-03","UFBA","ALCB","81346","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","2002","06","23","Southern America","Brasil","Paraíba","João Pessoa","Picãozinho","-34.8630981445312","-7.11499977111816",NA,NA,"ALCB006013",NA,"s/n",NA,NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA
"18","2021-02-08 21:33:34-03","UFBA","ALCB","81352","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","1999","09","25","Southern America","Brasil","Pernambuco","Ipojuca","Porto de Galinhas, Muro Alto.","-35.0638999938965","-8.39888954162598",NA,NA,"ALCB006019",NA,"s/n",NA,NA,NA,"22847","auto",NA,NA,NA,NA,NA,NA
"19","2021-02-08 21:33:34-03","UFBA","ALCB","81347","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","1997","05","08","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Japonês.","-42.0186004638672","-22.8794002532959",NA,NA,"ALCB006014",NA,"s/n",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:34-03","UFBA","ALCB","123144","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Santos, GN","Souza, WTZ","2013","03","21","Southern America","Brasil","Sergipe","Aracaju","Coletado em Água Boa.","-37.0717010498047","-10.9111003875732",NA,"Material em exsicata. T1Q2 CY.","ALCB041327",NA,"s/n","2016","05",NA,"28193","auto",NA,NA,NA,NA,NA,NA
"21","2021-02-08 21:33:34-03","UFBA","ALCB","123145","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Santos, GN","Souza, WTZ","2013","03","21","Southern America","Brasil","Sergipe","Aracaju","Coletado em Água Boa.","-37.0717010498047","-10.9111003875732",NA,"Material em exsicata. T1Q5 CY.","ALCB041328",NA,"s/n","2016","05",NA,"28193","auto",NA,NA,NA,NA,NA,NA
"22","2021-02-08 21:33:34-03","UFBA","ALCB","123143","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Santos, GN","Souza, WTZ","2012","09","27","Southern America","Brasil","Sergipe","Aracaju","Coletado em Minadouro, Vaza Barris.","-37.0717010498047","-10.9111003875732",NA,"Material em exsicata.; Profundidade 0,70m.","ALCB041329",NA,"s/n","2016","05",NA,"28193","auto",NA,NA,NA,NA,NA,NA
"23","2021-02-08 21:33:34-03","UFBA","ALCB","123141","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Santos, GN","Souza, WTZ","2012","10","25","Southern America","Brasil","Sergipe","Aracaju","Coletado em Minadouro, Vaza Barris.","-37.0717010498047","-10.9111003875732",NA,"Material em exsicata. T3 Qxc","ALCB041331",NA,"s/n","2016","05",NA,"28193","auto",NA,NA,NA,NA,NA,NA
"24","2021-02-08 21:33:34-03","UFBA","ALCB","123142","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Santos, GN","Souza, WTZ","2012","09","24","Southern America","Brasil","Sergipe","Aracaju","Coletado em Vaza Barris.","-37.0717010498047","-10.9111003875732",NA,"Material em exsicata. Ponto Baixio - Trans 2-Q18.; Profundidade 0,70m.","ALCB041330",NA,"s/n","2016","05",NA,"28193","auto",NA,NA,NA,NA,NA,NA
"25","2021-02-08 21:33:34-03","UFBA","ALCB","81350","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","2002","04","20","Southern America","Brasil","Bahia","Santa Bárbara","Abrolhos","-38.9749984741211","-11.9582996368408",NA,NA,"ALCB006017",NA,"s/n",NA,NA,NA,"18037","auto",NA,NA,NA,NA,NA,NA
"26","2021-02-08 21:33:34-03","UFBA","ALCB","81353","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","2002","07","07","Southern America","Brasil","Paraíba","João Pessoa","Recife de Areia Vermelha.","-34.8630981445312","-7.11499977111816",NA,NA,"ALCB006020",NA,"s/n",NA,NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA
"27","2021-02-08 21:33:34-03","UFBA","ALCB","81348","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","2002","07","24","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Japonês.","-42.0186004638672","-22.8794002532959",NA,NA,"ALCB006015",NA,"s/n",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA
"28","2021-02-08 21:33:34-03","UFBA","ALCB","81345","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","1997","08","13","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Japonês.","-42.0186004638672","-22.8794002532959",NA,NA,"ALCB006012",NA,"s/n",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA
"29","2021-02-08 21:33:34-03","UFBA","ALCB","81349","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Creed, JC","2002","04","12","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Ilha do Japonês.","-42.0186004638672","-22.8794002532959",NA,NA,"ALCB006016",NA,"s/n",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196825","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Schnetter R","1972","02","15","Southern America","Colombia",NA,NA,"Depto. Guajira, entre Media Luna y la boca de la Bahia Portet. [?].",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196825","NL-L1196825",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"31","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196836","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Montouchet","1970","09","04","Southern America","Brazil",NA,NA,"Suape, Pernambuco.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196836","NL-L1196836",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"32","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196837","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Montouchet","1970","09","01","Southern America","Brazil",NA,NA,"Ponta de Pedra - Pernambuco.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196837","NL-L1196837",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"33","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196838","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Montouchet","1970","08","18","Southern America","Brazil",NA,NA,"Mar Grande, Bahia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196838","NL-L1196838",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"34","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196839","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Sazima IP","1970","02","08","Southern America","Brazil",NA,NA,"State of Espirito Santo City of Vitória. Sacré-Coeur Beach.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196839","NL-L1196839",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"35","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196840","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Schnetter ML","1972","02","17","Southern America","Colombia",NA,NA,"Depto. Guajira: Punta Gallinas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196840 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196840","NL-L1196840",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 08:43:19-03","NBC","NL-BOTANY","L.1196841","PreservedSpecimen","Plantae",NA,"Alismatales","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Montouchet","1970","09","15","Southern America","Brazil",NA,NA,"Paracurú - Ceará.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1196841 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1196841","NL-L1196841",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2021-03-31 13:37:37-03","MN","R","223024","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Canalli, Y.M.","Canalli, Y.M. ; Silva, I.C.","2014","11","05",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-420.03","-228.809",NA,NA,"R010060191,R010060192","R010060191_001 R010060192_001","74","2014","11","05",NA,NA,"-420.030","-228.809",NA,NA,NA,NA
"38","2021-01-14 15:27:39-03","MN","R","216391","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Bove, C.P.","Souza, W.T.Z.","2013","03","20",NA,"Brasil","Sergipe",NA,NA,NA,NA,NA,NA,"R010066131,R010066132","R010066131 R010066132",NA,"2013","04","04",NA,NA,"17°16'61,3W","11°11'77,7S",NA,NA,NA,NA
"39","2021-01-14 15:27:39-03","MN","R","218163","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Lourenço, A.R. 2; Azevedo, J.","2013","11","03",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande","-44.162097","-23.141792","Álcool 70%","Coleção líquida","R010067692",NA,NA,NA,NA,NA,NA,NA,"44°09'43,55W","23°08'30,45S",NA,NA,NA,NA
"40","2021-01-14 15:27:39-03","MN","R","223516","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Canalli, Y.M.","Leite, B.M.B.","2000","03","04",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,"Álcool 70%","Coleção líquida e exsicata","R010066128,R010067693","R010066128","19 b","2015","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:27:39-03","MN","R","223790","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Lourenço A.R.","Lourenço, A.R.","2014","09","07",NA,"Brasil","Rio de Janeiro","Cabo Frio","Lagoa de Araruama","-42.005111","-22.8815","exsicata/Álcool 70%","Coleção líquida e exsicata","R010060195,R010067690","R010060195_001","25","2014","09","10",NA,NA,"42°00'18.4W","22°52'53.4S",NA,NA,NA,NA
"42","2021-01-14 15:27:39-03","MN","R","223791","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Lourenço A.R.","Lourenço, A.R.","2014","09","07",NA,"Brasil","Rio de Janeiro","Cabo Frio","Lagoa de Araruama","-42.004444","-22.882306","exsicata/Álcool 70%","Coleção líquida e exsicata","R010060196,R010067689","R010060196_001","26","2014","09","10",NA,NA,"42°00'16.0W","22°52'56.3S",NA,NA,NA,NA
"43","2021-03-31 13:37:37-03","MN","R","223806","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Lourenço A.R.","Lourenço, A.R. 41; Silva T.","2014","10","26",NA,"Brasil","Bahia","Baía de Todos os Santos","Ilha dos Frades",NA,NA,NA,NA,"R010060193","R010060193_001",NA,"2014","10","27",NA,NA,"-38.646.109W","-12.807.152S",NA,NA,NA,NA
"44","2021-01-14 15:27:39-03","MN","R","234254","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Lourenço A.R.","Costa, F.N.","2015","04","19",NA,"Brasil","Piauí","Cajueiro da Praia","Praia do Itam.","-41.3275","-2.924722",NA,"Herbário Prisco Bezerra 58871","R010052309","R010052309",NA,NA,NA,NA,NA,NA,"41°19'39W","2°55'29S",NA,NA,NA,NA
"45","2021-01-14 15:27:39-03","MN","R","201050","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Mello-Silva, R. 1833; Lobão, A.Q. & Costa, F.N.","2001","07","20",NA,"Brasil","Alagoas","Piaçabuçu",NA,"-36.434398651123","-10.4055995941162",NA,NA,"R010060197","R010060197_001",NA,"2001",NA,NA,"16123","auto",NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:27:39-03","MN","R","217466","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.",NA,"Széchy, M.T.M.","2003","04","03",NA,"Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471","Álcool 70%","Coleção líquida","R010067691",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:27:39-03","MN","R","191878","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Haynes, R.R.","Fernandes, A.","1966","01","10",NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba","-43.1035995483398","-22.88330078125",NA,NA,"R010060194","R010060194_001","119","2001",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:27:39-03","MN","R","191882","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Haynes, R.R.","Fernandes, A.","1965","02","14",NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba","-43.1035995483398","-22.88330078125",NA,NA,"R010060198","R010060198_001","115","2001",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA
"49","2021-01-14 15:27:39-03","MN","R","191880","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Haynes, R.R.","Fernandes, A.","1965","02","06",NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba","-43.1035995483398","-22.88330078125",NA,NA,"R010060199","R010060199_001","103","2001",NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA
"50","2021-01-14 15:27:39-03","MN","R","234253","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Lourenço A.R.","Gonzales, H.H.S. 33; Matias, L.Q. & Souza, D.J.L.","2011","10","13",NA,"Brasil","Ceará","Icapui","Praia de Barrinhas","-37.3553009033203","-4.71305990219116",NA,"Herbário Prisco Bezerra 52056","R010052314","R010052314",NA,NA,NA,NA,"22463","auto",NA,NA,NA,NA,NA,NA
"51","2019-02-15 11:37:17-02","IPA","IPA","11372","S","Plantae","Plantae",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Andrade-Lima","1957","11","24","Southern America","Brasil","Pernambuco","Paulista","Praia de Nossa Senhora do Ó","-34.8731002807617","-7.94083023071289",NA,"Submersa em pouca água, na maré baixa. Abundante.; Solo de areia.","IPA0011372",NA,"57-2815","1982","05","13","17375","auto",NA,NA,NA,NA,NA,NA
"52","2019-02-15 11:37:17-02","IPA","IPA","28511","S","Plantae","Plantae",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Oliveira Filho, E.C.","1980","05","08","Southern America","Brasil","Rio de Janeiro",NA,"Lagoa de Araruama, canal junto à ponte.",NA,NA,NA,"Estéril.","IPA0028511",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:37:17-02","IPA","IPA","28518","S","Plantae","Plantae",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Oliveira Filho, E.C.","1980","05","29","Southern America","Brasil","Rio Grande do Norte",NA,"Muriú",NA,NA,NA,"3m. Fundo cascalheira. Estéril.","IPA0028518",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-15 11:37:17-02","IPA","IPA","55934","S","Plantae","Plantae",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Oliveira, R.M.","1995","07","12","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","coletada em região de depressão.",NA,NA,NA,"Planta vascular aquática marinha.","IPA0055934",NA,"s.n.","1996","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-02-15 11:37:17-02","IPA","IPA","11953","S","Plantae","Plantae",NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Pirani, J.R.","Andrade-Lima","1958","11","09","Southern America","Brasil","Pernambuco","Igarassu","Praia da Ilha de Itamaracá","-34.9063987731934","-7.83416986465454",NA,"Planta rizomatosa com folhas verdes; flor alvo-paleácea.","IPA0011953",NA,"58-3285","1982","05","13","24709","auto",NA,NA,NA,NA,NA,NA
"56","2019-11-07 13:35:18-03","UFS","ASE","36388","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Farias, MCV","Terra, R; Foppel, E; Fonseca, P","2014","07","25","Southern America","Brasil","Sergipe","Estância","Terra caída, Rio Piauí.","-37.40534","-11.43396",NA,"Herbácea encontrada na margem direita do Rio Piauí.","ASE0039474",NA,"02","2014","10","17",NA,NA,"-37.40534","-11.43396",NA,NA,NA,NA
"57","2019-11-07 13:35:18-03","UFS","ASE","36388A","PreservedSpecimen","Plantae",NA,NA,"Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Asch.","Farias, MCV","Terra, R; Foppel, E; Fonseca, P","2014","08","15","Southern America","Brasil","Sergipe","Indiaroba","Rio Real, Margem esquerda do rio.","-37.37946","-11.466481",NA,"Herbácea encontrada na margem esquerda do rio.","ASE0039475",NA,"03","2014","10","17",NA,NA,"-37.37946","-11.466481",NA,NA,NA,NA
