"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","occurrenceRemarks","imagecode","identifiedBy","yearIdentified","typeStatus","fieldNumber","preparationType","continentOcean","individualCount","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters"
"16","2019-05-23 11:07:57-03","UFLA","ESAL","23739","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Mourão, B; Mansanares, MEM; Ribeiro, W","18","2016","04","07","Brasil","Minas Gerais","Minduri","Afloramento depois do camping da lua.","-44.586694","-21.595228",NA,NA,NA,"Erva. Capítulo com bracteas involucrais verdes e flores lilases.",NA,"Mansanares, ME","2016",NA,NA,NA,NA,NA,"05","-44.586694","-21.595228","03",NA,NA
"17","2019-05-23 11:07:57-03","UFLA","ESAL","7132","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278",NA,NA,NA,"sub-arbusto; 0.40; branca;; campo rupestre",NA,"Martins, CPV","2017",NA,NA,NA,NA,NA,"02","-44.999444","-21.245278",NA,"12","12"
"18","2019-05-23 11:07:57-03","UFLA","ESAL","8022","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278",NA,NA,NA,"sub-arbusto; 0.40; branca;; campo rupestre",NA,"Martins, CPV","2017",NA,NA,NA,NA,NA,"02","-44.999444","-21.245278",NA,"12","12"
"19","2019-05-23 11:07:57-03","UFLA","ESAL","30884","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Mansanares, M E; Van den Berg, E; Domingos, D","2329","2011","05","10","Brasil","Minas Gerais","Carrancas","Chapada do Abanador","-44.6425018310547","-21.4874992370605","21143",NA,"auto","Erva 0,3m altura, flores alaranjadas, capítulo com invólucro vináceo",NA,"Mansanares, M E","2016",NA,NA,NA,NA,NA,"05",NA,NA,"03",NA,NA
"20","2019-05-23 11:07:57-03","UFLA","ESAL","19774","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Silva, AF; Alessandra O.; Tatiane F.; Adem","290/144",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914","16664",NA,"auto","; 30cm; amareladas;",NA,"Nicolau, W","2016",NA,NA,NA,NA,NA,"02",NA,NA,"26",NA,NA
"21","2019-12-19 11:17:27-03","UFG","UFG","40295","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii",NA,"Nakajima, J.N.; et al.","986","1995","05","10","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","57119","UFG0040295","auto",NA,"UFG0040295","Nakajima, J.N.","1995",NA,NA,NA,NA,NA,"05",NA,NA,"10",NA,NA
"22","2018-05-14 16:49:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Dicotyledoneae",NA,"Asteraceae","Stevia","hilarii","Stevia hilarii",NA,"J. Nakajima","1007","1995","5","10","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"1007",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"23","2018-05-14 16:48:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Dicotyledoneae",NA,"Asteraceae","Stevia","hilarii","Stevia hilarii",NA,"R. Romero","957","1994","4","20","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"957",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-01 14:54:34-03","UnB","UB","123196","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L. Rob.","Nakajima, JN","1007","1995","05","10","Brasil","Minas Gerais","São Roque de Minas","Estrada São Roque-Sacramento, 3km da sede administrativa, Parque Nacional Serra da Canastra","-46.3657989501953","-20.2453002929688","57119",NA,"auto","Brácteas esverdeado-vinho. Corola com tubo vinho; lacínos e estigmas róseos; Herbáceo; Campo rupestre",NA,"Nakajima, JN",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-01 14:54:34-03","UnB","UB","24783","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L. Rob.","King, RM","8887","1981","02","08","Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5099983215332","-14.1324996948242","44724",NA,"auto",NA,NA,"Nakajima, JN",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-01 14:54:34-03","UnB","UB","123195","PreservedSpecimen","Plantae","Dicotyledoneae",NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L. Rob.","Romero, R","4053","1997","04","16","Brasil","Minas Gerais","São Roque de Minas","Nascente do córrego dos Peixes. Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","57119",NA,"auto","Anteras vinho. Ramos do estilete róseos; Herbácea 0,4m. Brácteas esverdeadas. Corola com tubo púrpura, lacínios róseos; Campo limpo, solo pedregoso",NA,"Nakajima, JN",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"27","2019-05-06 11:54:06-03","UFU","HUFU","40625","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Sasaki, D.; Mello-Silva, R.; Junqueira, A.B. & Capeli, F.M.","383","2003","04","18","Brasil","São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus","-47.419444","-20.197222",NA,"HUFU00055490",NA,"Arbusto, ca. 0,5 m. Folhas discolores, mais claras na face abaxial. Brácteas involucrais verdes. Tubo da corola vináceo, lacínios alvos internamente e rosados externamente.; Cerrado em encosta próxima ao encontro dos córregos Pedreg","HUFU00055490","Nakajima, J.N.","2005",NA,NA,NA,NA,NA,"07","-47.419444","-20.197222",NA,"900","900"
"28","2019-05-06 11:54:06-03","UFU","HUFU","47465","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","58","2007","03","21","Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Pedreira, próximo a cachoeira da estrada.","-46.0499992370605","-20.6152992248535","29474","HUFU00058693","auto","Subarbusto, ca. 0,7 m. Brácteas verdes, flores da inflorescência rósea; Campo rupestre.","HUFU00058693","Nakajima, J.N.","2007",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"29","2019-05-06 11:54:06-03","UFU","HUFU","32568","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Volpi, R.L.; Romero, R.; Pacheco, R.A.; Mendonça, I.; Cruz, M.P.; Alves, A.S.S. & Carvalho, S","663","2003","05","17","Brasil","Minas Gerais","Delfinópolis","Condomínio de Pedra","-46.8539009094238","-20.343900680542","41380","HUFU00058714","auto","HErbácea, ca. 0,6 m. Brácteas verdes e corola rósea.; Campo rupestre.","HUFU00058714","Pacheco, R.A.","2003",NA,NA,NA,NA,NA,"09",NA,NA,"09",NA,NA
"30","2019-05-06 11:54:06-03","UFU","HUFU","32892","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Heluey, M.A.; Castro, R.M.","89","2001","03","24","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Próximo ao morro da cruz.","-43.793098449707","-21.8425006866455","30417","HUFU00055491","auto","Erva com brácteas involucrais verdes e flores liguladas rosas.; Campo encharcável.","HUFU00055491","Nakajima, J.N.","2003",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"31","2019-05-06 11:54:06-03","UFU","HUFU","5531","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","866","1994","04","16","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","57119","HUFU00058703","auto","Herbácea, ca. 0,7 m. Brácteas vinho, tubo da corola vinho, lacínios rosa-esbranquiçado.; Campo rupestre.","HUFU00058703",NA,"1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"32","2019-05-06 11:54:06-03","UFU","HUFU","8866","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado Lima, C.A.","1076","1995","05","12","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta, trilha para a guarita de baixo.","-46.3657989501953","-20.2453002929688","57119","HUFU00058705","auto","Subarbusto ca. de 0,8 m. Brácteas esverdeadas, tubo da corola vinho, lacíneos e estigma branco rosados.; Campo rupestre.","HUFU00058705","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"33","2019-05-06 11:54:06-03","UFU","HUFU","8744","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Nakajima, J.N.; Romero, R.; Alcantara, M.B. & Prado Lima, C.A.","1007","1995","05","10","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, 3 km da sede administrativa.","-46.3657989501953","-20.2453002929688","57119","HUFU00058707","auto","Herbácea, ca. de 0,6 m. Brácteas esverdeado-vinho, corola com tubo vinho, lacíneos e estigma róseos.; Campo rupestre.","HUFU00058707","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"34","2019-05-06 11:54:06-03","UFU","HUFU","14353","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4053","1997","04","16","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Nascente do córrego dos Peixes.","-46.3657989501953","-20.2453002929688","57119","HUFU00058694","auto","Herbácea, ca. 0,4 m. Brácteas esverdeadas, corola com tubo púrpura, lacínios róseos, anteras vinho; Campo limpo, solo pedregoso.","HUFU00058694","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"35","2019-05-06 11:54:06-03","UFU","HUFU","5610","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","957","1994","04","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Paredão da Casca D'Anta.","-46.3657989501953","-20.2453002929688","57119","HUFU00058700","auto","Herbácea, ca. 0,8 m. Brácteas e tubo da corola vinho.","HUFU00058700","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"36","2019-05-06 11:54:06-03","UFU","HUFU","5757","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.","1038","1994","06","26","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Primeiro morro próximo à sede.","-46.3657989501953","-20.2453002929688","57119","HUFU00058710","auto","Herbácea, ca. 1,0 m. Brácteas vinho, tubo da corola vinho, lacínios e estigma rosa.; Campo rupestre.","HUFU00058710","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"37","2019-05-06 11:54:06-03","UFU","HUFU","5740","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.","1053","1994","06","26","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à sede.","-46.3657989501953","-20.2453002929688","57119","HUFU00058704","auto","Herbácea, ca. 0,80 m. Brácteas vinho, tubo da corola púrpura, lacínios rosa claro, estigma rosa claro.; Campo limpo.","HUFU00058704","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"38","2019-05-06 11:54:06-03","UFU","HUFU","30827","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Pacheco, R.A.; Nakajima, J.N.; Romero, R.; Volpi, R.L. & Faria, C.A.","515","2003","03","12","Brasil","Minas Gerais","Delfinópolis","Condomínio de Pedras, Estrada para Casinha Branca.","-46.8539009094238","-20.343900680542","41380","HUFU00058691","auto","Herbácea ca. de 1 m. Brácteas involucrais verdes, corola com tubo roxo e lobos róseos, ramos do estilete roxo.; Campo rupestre.","HUFU00058691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-05-06 11:54:06-03","UFU","HUFU","12495","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.","3411","1996","05","22","Brasil","Minas Gerais","Delfinópolis","Estrada da Represa dos Peixotos, Após a ponte.","-46.8539009094238","-20.343900680542","41380","HUFU00058698","auto","Herbáceo, ca. 1,2 m. Brácteas esverdeadas, ápice púrpura, corola com tubo púrpura, lacínios róseos.; Campo rupestre.","HUFU00058698","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"40","2019-05-06 11:54:06-03","UFU","HUFU","26621","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Volpi, R.L. & Pacheco, R.A.","6259","2002","04","10","Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades.","-46.8539009094238","-20.343900680542","41380","HUFU00058690","auto","Herbácea 1m. Brácteas involucrais esverdeadas, corola com tubo púrpura, lacíneos creme.; Campo rupestre.","HUFU00058690","Pacheco, R.A.","2003",NA,NA,NA,NA,NA,"09",NA,NA,"09",NA,NA
"41","2019-05-06 11:54:06-03","UFU","HUFU","26871","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Volpi, R.L. & Pacheco, R.A.","6299","2002","04","10","Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades.","-46.8539009094238","-20.343900680542","41380","HUFU00058692","auto","Herbácea 1,5 m. Brácteas involucrais vinho, corola com tubo púrpura, lacíneos alvos.; Campo rupestre.","HUFU00058692","Pacheco, R.A.","2003",NA,NA,NA,NA,NA,"09",NA,NA,"09",NA,NA
"42","2019-05-06 11:54:06-03","UFU","HUFU","32893","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Heluey, M.A.; Castro, R.M.","65","2001","03","24","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","30417","HUFU00055492","auto","Erva com brácteas involucrais verdes e flores liguladas róseas.; Campo encharcável. Morro da lombada.","HUFU00055492","Nakajima, J.N.","2003",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"43","2019-05-06 11:54:06-03","UFU","HUFU","8937","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado Lima, C.A.","2264","1995","05","13","Brasil","Minas Gerais","São Roque de Minas","Estrada para a Fazenda do Fundão, Base do morro.","-46.3657989501953","-20.2453002929688","57119","HUFU00058711","auto","Subarbusto ca. de 0,8 m. Brácteas esverdeadas com ápice vinho, tubo da corola vinho, lacíneos róseos.; Campo rupestre.","HUFU00058711","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"44","2019-05-06 11:54:06-03","UFU","HUFU","9462","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Oliveira, R.C.; Oliveira, P.E.A.M. & Schiavini, I.","2542","1995","07","17","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta. Trilha para a guarita de baixo.","-46.3657989501953","-20.2453002929688","57119","HUFU00058706","auto","Subarbusto, ca. 1 m. Brácteas verdes, corola rósea e lacínios brancos.; Encosta de chapada. Transição compo rupestre e cerrado.","HUFU00058706","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"45","2019-05-06 11:54:06-03","UFU","HUFU","8337","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Nakajima, J.N.; Romero, R.; Zanini, E. & César, R.","861","1995","03","18","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para Sacramento, após a entrada para a cachoeira.","-46.3657989501953","-20.2453002929688","57119","HUFU00058701","auto","Herbáceo, ca. 0,5 m. Brácteas verdes, ápice purpura, corola com tubo púrpura, lacínios e estigmas róseos.; Vertente do córrego.","HUFU00058701","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
"46","2019-05-06 11:54:06-03","UFU","HUFU","8802","S","Plantae",NA,NA,NA,"Asteraceae","Stevia","hilarii","Stevia hilarii","B.L.Rob.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado Lima, C.A.","2205","1995","05","11","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro próximo ao córrego dos Passageiros, vertente do córrego.","-46.3657989501953","-20.2453002929688","57119","HUFU00058702","auto","Herbáce ca. de 0,5 m. Corola com tubo púrpura, lacíneos róseos, estigma e anteras róseas.; Campo limpo.","HUFU00058702","Nakajima, J.N.","1998",NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA
