"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"41","2017-02-01 11:30:58-02","UNIOESTE","UNOP","3876","S","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Martin, C.V.","6","2010","08","16",NA,"Brasil","Paraná","Rio Iguaçu",NA,"Arbusto, 1,8m, flor rosada, frutos verdes. Solo arenoso;(Decomposição de arenito) Mata ciliar",NA,NA,"Barboza, E.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2011","14684","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-15 09:53:51-03","UFPR","EFC","17138","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Martin, C.V.","6","2010","08","16",NA,"Brasil","Paraná","Rio Iguaçu",NA,"Arbusto, 1,80 m, flor rosada, frutos verdes, solo arenoso, decomposição de arenito. Mata ciliar","EFC017138",NA,"Barbosa, E.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2011","14684","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:22:53-03","USP","SPF","153293","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Silva, JM","3418","2001","09","04",NA,"Brasil","Paraná",NA,NA,NA,"SPF00153293",NA,"Ribas, OS","Lapa","-49.7158012390137","-25.7696990966797","2001","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:22:53-03","USP","SPF","196239","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS","8206","2008","10","25",NA,"Brasil","Paraná",NA,NA,NA,"SPF00196239",NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:22:53-03","USP","SPF","150379","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS","3600","2001","06","12",NA,"Brasil","Paraná",NA,NA,NA,"SPF00150379",NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:22:53-03","USP","SPF","153292","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS","3600","2001","06","12",NA,"Brasil","Paraná",NA,NA,NA,"SPF00153292",NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-04-04 18:27:22-03","PNFM","IRAI","1016","S","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Dunaiski Jr, A.","s.n.","2009","09","18",NA,"Brasil","Paraná","Centro Paranaense de Referência em Agroecologia, Jardim Boa Vista",NA,NA,"IRAI00001016",NA,"Cordeiro, J.; Martin, V.C.","Pinhais","-49.118556","-25.385361","2010",NA,NA,NA,"01","01","-49.118556","-25.385361",NA,NA,NA,NA,NA,NA,NA
"48","2014-04-04 18:27:22-03","PNFM","IRAI","433","S","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Rauth, V.M.","045","2008","09","26",NA,"Brasil","Paraná","Próximo à Casa das Abelhas, Parque Newton Freire Maia",NA,"Árvore, aproximadamente 2 m, inflorescência lilás","IRAI00000433",NA,"Cordeiro, J.; Lozano, E.D.","Pinhais","-49.11625","-25.382583","2009",NA,NA,NA,"01","01","-49.11625","-25.382583",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-25 13:52:17-03","UNIVILLE","JOI","17659","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Silva, J. M.; Martin, L. M.","8344","2013","09","19",NA,"Brasil","Paraná","Jardim Botânico.",NA,"Flor lilás. Habito: Arbusto","JOI017659",NA,"Barboza, E.","Curitiba","-49.239167","-25.440833","2013",NA,NA,NA,"09","20","49º14'21''W","25º26'27''S","915","915",NA,NA,NA,NA,NA
"50","2021-03-25 13:52:17-03","UNIVILLE","JOI","8632","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"O.S. Ribas","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu.",NA,"Locco clássico, 1ª coleta após o typus; HABITAT: solo arenoso, junto a afloramentos de arenito das margens do rio; HABITO: arbusto","JOI008632",NA,"O.S. Ribas","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,"01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-08 11:10:48-03","UEFS","HUEFS","64729","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, O.S.","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu.",NA,"Solo arenoso, junto a afloramento de arenito das margens do rio. Locco classico; 1ª coleta após o typus (1914).","HUEFS0064729",NA,NA,"Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,"14684","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-05-08 11:10:48-03","UEFS","HUEFS","64775","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, O.S.","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçú.",NA,NA,"HUEFS0064775",NA,"M.Simon","Porto Amazonas","-49.8903007507324","-25.5447006225586","2007","14684","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-05-08 11:10:48-03","UEFS","HUEFS","64842","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Silva, J.M.","3418","2001","09","04",NA,"Brasil","Paraná","Rio Iguaçu, próximo da ponte na Rod. PR-427. Margem do rio.",NA,"Solo Rochoso.","HUEFS0064842","HUEFS0064842",NA,"Lapa","-49.7158012390137","-25.7696990966797",NA,"49965","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-09-04 18:24:22-03","F","FMNH-SEEDPLANTS","V0058607F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,"Isotype","P. Dusén","15157","1914","6","10","South America","Brazil",NA,NA,NA,NA,"V0058607F","V0058607F_01",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-23 12:14:37-03","CEPLAC","CEPEC","93922","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,NA,"J. M. Silva","3418","1981","09","05",NA,"Brasil","Paraná","Rio Iguaçu, próximo da ponte na Rod. PR-427. Margem do Rio.",NA,NA,NA,NA,"O. S. Ribas","LAPA","-49.7158012390137","-25.7696990966797",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA
"56","2020-07-23 12:14:37-03","CEPLAC","CEPEC","91883","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,NA,"O. S. Ribas","3947","2001","11","29",NA,"Brasil","Paraná","Rod. PR-427, 1KKm a leste da ponte sobre o Rio Iguaçu. Mata nas margen sdo Rio.",NA,NA,NA,NA,"O. S. Ribas","LAPA","-49.7158012390137","-25.7696990966797",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA
"57","2020-07-23 12:14:37-03","CEPLAC","CEPEC","88181","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,NA,"O. S. Ribas","3600","2001","06","12",NA,"Brasil","Paraná","Junto a afloramento de arenito das margens do Rio Iguaçu.",NA,NA,NA,NA,"O. S. Ribas","PORTO AMAZONAS","-49.8903007507324","-25.5447006225586",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA
"58","2016-08-23 09:45:30-03","NHMLondon","NHM-LONDON-BOT","BM000952327","S","Plantae",NA,NA,"Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart","Isotype","P. Dusén","15157","1914","06","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rupert Charles Barneby; b.1911; d.2000; Barneby",NA,"-53.08982","-10.773109","1983",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:604814",NA,NA
"59","2020-11-12 16:59:37-03","UEL","FUEL","41151","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS; Silva, JM; Takeda, J","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu",NA,NA,NA,NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 15:00:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Martin, C","6","2010","08","16","Southern America","Brasil","Paraná ","Rio Iguaçu",NA,"Arbusto, 1,80m, flor rosada, frutos verdes; Mata ciliar",NA,NA,"Barbosa, E","Porto Amazonas","-49.8903007507324","-25.5447006225586","2011","14684","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:00:24-03","UnB","UB","140257","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS","3600","2001","06","12","Southern America","Brasil","Paraná ","Rio Iguaçu",NA,"Flor lilás-rosada.; Arbusto 3m.",NA,NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-05-06 11:57:53-03","UFU","HUFU","25646","S","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, O.S.; Silva, J.M. & Takeda, J.","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu",NA,"Arbusto, ca. 3 m. Flor lilás-rosada.; Solo arenoso junto a afloramento de arenito das margens do rio Locco.","HUFU00009735","HUFU00009735",NA,"Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-08-20 14:56:10-03","UFSC","FLOR","62233","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Martin, C.V.","6","2010","08","16",NA,"Brasil","Paraná","Rio Iguaçu.",NA,"Arbusto, 1,80m, flor rosada, frutos verdes. Solo arenoso; (Decomposição de arenito)","FLOR0062233","FLOR0062233","Barbosa, E.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2011","14684","auto",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-07-27 21:53:00-03","UFMT","UFMT","43119","S","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, O.S.; Silva, J.M.; Takeda, J.","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu",NA,"Locco Classico. Primeira coleta após o typus(1914).; Arbuasto, até 3m, flor lilás-rosada, folhas untuosas ao tacto.; Solo arenoso, junto a afloramentos de arenito das margens do rio.",NA,NA,"Ribas, O.S.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-07-27 21:52:59-03","UFMT","UFMT","43179","S","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Martin, C.V.","06","2010","08","16",NA,"Brasil","Paraná","Rio Iguaçu",NA,"Arbusto, 1,80m, flor rosada, frutos verdes.; Decomposição de arenito, mata ciliar.",NA,NA,"Barbosa, E.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2011","14684","auto",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2018-07-27 21:53:00-03","UFMT","UFMT","43119","S","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, O.S.","2001","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu.",NA,"Arbusto, até 3m, flor lilás-rosada , folha untuosas ao tacto.; Solo arenoso, junto a afloramento de arenito das margens do rio. Locco clássico 1°coleta após o typus(1914).",NA,NA,"Caxambu, M.G.","Porto Amazonas","-49.8903007507324","-25.5447006225586","2012","14684","auto",NA,"07","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-04 15:43:20-03","IF","SPSF","28384","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,NA,"O.S.Ribas","3600","2001","06","12","América do Sul","Brasil","PR","rio Iguacu",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,"14684","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-04 15:43:20-03","IF","SPSF","30810","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora",NA,NA,"J.M.Silva","3418","2001","04","04","América do Sul","Brasil","PR","rio Iguacu",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: proximo da ponte na Rod.PR-427&nf;;",NA,NA,NA,"Lapa","-49.7158012390137","-25.7696990966797",NA,"49965","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:42:14-03","UFRGS","ICN","156664","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Silva, JM; Ribas, OS; Barbosa, E","3418","2001","09","04","América do Sul","Brasil","PR","Rio Iguaçu, próximo à ponte da rod. BR 427",NA,"Arbusto delgado, às vezes apoiante; Margem do rio, solo rochoso",NA,NA,"Ribas, OS","Lapa","-49.7158012390137","-25.7696990966797",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:06:15-03","IBt","SP","357624","S","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Silva, JM; Ribas, OS; Barbosa, E","3418","2001","09","04",NA,"Brasil","Paraná","Rio Iguaçu, próximo da ponte na Rod. PR-427",NA,NA,"SP025729","SP025729","Ribas, OS","Lapa","-49.7158012390137","-25.7696990966797","2001","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:06:15-03","IBt","SP","364315","S","Plantae",NA,NA,"Fabaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart",NA,"Ribas, OS; et al.","3600","2001","06","12",NA,"Brasil","Paraná","Rio Iguaçu",NA,NA,NA,NA,"Ribas, OS","Porto Amazonas","-49.8903007507324","-25.5447006225586","2001","14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2010-08-16 16:43:12-03","GH","HU-HERB","GH 00064616","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","strobiliflora","Mimosa strobiliflora","Burkart","Isotype","P. K. H. Dusén","15157","1914","6","10","South America","Brazil","Paraná","Porto Amazonas, ad ripam flum. Rio Iguassú","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15157","undetermined"
