"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","872964","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"J. Jangoux","1781","1981","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872964","NY00872964_01","T. B. Croat","12","02",NA,"Road between Carolina and Balasa. [Balsas?]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3804264","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"B. Maguire","35920","1953","South America","Venezuela","Bolívar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118535' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804264",NA,NA,"10","22",NA,"along road between Ciudad Piar and Cerro Toribio",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","872962","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"J. Jangoux","1780","1981","South America","Brazil","Maranhão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872962","NY00872962_01",NA,"12","02",NA,"Road between Carolina and Balsas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","872957","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"E. P. Heringer","8908","1962","South America","Brazil","Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872957","NY00872957_01","M. T. Madison","03","26","Brasília","Fundação Zoobotanica","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3804263","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"B. Maguire","35920","1953","South America","Venezuela","Bolívar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118534' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804263",NA,NA,"10","22",NA,"along road between Ciudad Piar and Cerro Toribio",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","872959","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"E. P. Heringer","10784","1965","South America","Brazil","Distrito Federal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872959","NY00872959_01","M. T. Madison","12","05","Brasília","Jardim Zoobotânico","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3804260","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"T. M. Koyama","7268","1967","South America","Venezuela","Bolívar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118531' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804260",NA,NA,"02","23",NA,"La Gran Sabana, ca. 3 km NW of Karmarata, open sedge savannah",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3804266","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"B. Maguire","35920","1953","South America","Venezuela","Bolívar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118537' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804266",NA,NA,"10","22",NA,"along road between Ciudad Piar and Cerro Toribio",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3804267","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"T. M. Koyama","7268","1967","South America","Venezuela","Bolívar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118538' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804267",NA,NA,"02","23",NA,"La Gran Sabana, ca. 3 km NW of Karmarata, open sedge savannah",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","872960","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"W. R. Anderson","9568","1973","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872960","NY00872960_01","M. T. Madison","05","01","Caiapônia","Serra do Caiapó, ca. 25 km (straight line) SW of Caiapônia","-51.81666667","-17.1071","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","872956","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"H. S. Irwin","19348","1968","South America","Brazil","Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872956","NY00872956_01","M. T. Madison","01","27","Cocalzinho de Goiás","29 km N.W. of Corumbá de Goiás, near road to Niquelândia. Serra dos Pirineus.","-47.88","-15.77","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","872961","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"G. G. Hatschbach","36095","1975","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872961","NY00872961_01","M. T. Madison","02","12","Santo Antônio do Leverger","Arredores","-56.074969","-15.86231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","872958","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"A. F. M. Glaziou","16490","1886","South America","Brazil","Minas Gerais","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872958","NY00872958_01","M. T. Madison","02","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3804273","PreservedSpecimen","Plantae","Magnoliophyta","Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D.Bouché) Madison",NA,"O. Huber","2248","1978","South America","Venezuela","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4118544' target='other'> <mi>dwc_moreinfo</mi></a>","NY03804273",NA,NA,"08","16","Atures","Cuenca del ro Manapiare, sabanas poco inundadas en la región del alto Caño Majagua","-65.85","5.45","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:51:17-03","EAO","IAN","91503","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Araceae","Caladium","angustifolium","Caladium angustifolium","Engl.",NA,"Pires, JM; Black, GA","6095","1956","Southern America","Brasil","Pará",NA,NA,"IAN091503",NA,NA,"12","12",NA,"Serra do Cachimbo",NA,NA,"425","425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:51:17-03","EAO","IAN","94564","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Araceae","Caladium","angustifolium","Caladium angustifolium","Engl.",NA,"Pereira, E","1873","1955","Southern America","Brasil","Pará",NA,"Rizomatica dos campos.","IAN094564",NA,NA,"09","20",NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:44:36-03","EAO","IAN","89024","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Araceae","Caladium","striatipes","Caladium striatipes","Schott",NA,"Schott, HW","1621",NA,NA,NA,NA,NA,NA,"IAN089024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:42:54-03","NBC","NL-BOTANY","U.1104662","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Caladium","striatipes","Caladium striatipes","(Kunth & C.D.Bouché) Schott",NA,"Bunting GS; Akkermans LMA; Rooden J van",NA,"1969","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104662 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104662","NL-U1104662",NA,"07","06",NA,"Territorio Federal Amazonas: Depto. Atures: carretera Puerto Ayacucho-Sanariapo, km 13, en sitio pantanoso al lado de la carretera.",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:42:54-03","NBC","NL-BOTANY","U.1104663","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Caladium","striatipes","Caladium striatipes","(Kunth & C.D.Bouché) Schott",NA,"Huber O",NA,"1978","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1104663 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1104663","NL-U1104663",NA,"05","28",NA,"T.F. Amazonas: Depto. Atabapo, sabanas y bosques ribereño en los alrededores de Canripó, en la margen izquierda (Sur) del bajo Río Ventuari, a unos 20km al E de la confluencia con el río Orinoco.","-66.816667","4.05",NA,NA,"Magnoliopsidae","-66.816667","4.05",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:43:19-03","NBC","NL-BOTANY","U.1097986","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouché) Madison",NA,"Pedersen TM",NA,"1969","Southern America","Paraguay","Caaguazú",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097986","NL-U1097986",NA,"12","09",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0062736",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:43:19-03","NBC","NL-BOTANY","U.1097987","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouché) Madison",NA,"Pedersen TM",NA,"1969","Southern America","Paraguay","Central",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097987","NL-U1097987",NA,"11","16",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0062745",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:43:19-03","NBC","NL-BOTANY","U.1097988","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouché) Madison",NA,"Hatschbach GG; Hatschbach M; Silva JM",NA,"1994","Southern America","Brazil","Tocantins",NA,"Solo arenoso umido das depressoes do cerrado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097988","NL-U1097988","Schinini A","02","12",NA,"Rodovia Arraias-Parana, trevo com a rodovia para Conceiþao do Tocantins (mun. Arraias) Tocantins.",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0124799",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:43:19-03","NBC","NL-BOTANY","U.1098004","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouché) Madison",NA,"Killeen TJ",NA,"1985","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1098004 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1098004","NL-U1098004",NA,"11","11",NA,"Santa Cruz, Nuflo de Chavez, Est. San Josecito, 5 km NW of Concepción, Eroded tertiary planation surface overlying precambrian shield, mosaic of semideciduous forest, wooded savanna and savanna wetland, savanna marsh along stream.","-62.083333","-16.033333",NA,NA,"Magnoliopsidae","-62.083333","-16.033333",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:43:19-03","NBC","NL-BOTANY","WAG.1665188","PreservedSpecimen","Plantae",NA,"Alismatales","Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouché) Madison",NA,"Killeen TJ",NA,"1985","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1665188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1665188","NL-WAG1665188",NA,"11","11",NA,"Santa Cruz, Nuflo de Chavez, Est. San Josecito, 5 km NW of Concepción, Eroded tertiary planation surface overlying precambrian shield, mosaic of semideciduous forest, wooded savanna and savanna wetland, savanna marsh along stream.","-62.083333","-16.033333",NA,NA,"Magnoliopsidae","-62.083333","-16.033333",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:00:28-03","ESALQ","ESA","28574","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth) Madison",NA,"Souza, J.P. et al.","318.0","1996",NA,"Brasil","Minas Gerais",NA,NA,"ESA028574","ESA028574","Sakuragui, C.M.","01","02","Carmo da Cachoeira",NA,"-45.2235984802246","-21.4608001708984",NA,NA,NA,NA,NA,NA,"18366","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:00:28-03","ESALQ","ESA","37333","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bohche)",NA,"Elias, S.I. et al.","115.0","1997",NA,"Brasil","São Paulo",NA,NA,"ESA037333","ESA037333",NA,"12","12","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:00:28-03","ESALQ","ESA","86412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bohche)",NA,"Bopp, L.T.",NA,"2002",NA,"Brasil","São Paulo",NA,NA,"ESA086412","ESA086412","Bopp, L.T.","11","05","Luís Antônio",NA,"-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,NA,"26872","auto","2002","11","20",NA,NA
"38","2020-11-04 11:00:28-03","ESALQ","ESA","70271","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth) Madison",NA,"Gonçalves, E.G.","661.0","2000",NA,"Brasil","Tocantins",NA,NA,"ESA070271","ESA070271","Gonçalves, E.G.","12","27","Arraias",NA,"-46.9383010864258","-12.9314002990723",NA,NA,NA,NA,NA,NA,"66446","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:00:28-03","ESALQ","ESA","22999","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth) Madison",NA,"Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3367.0","1994",NA,"Brasil","São Paulo",NA,"Erva, 70 cm alt.; frutos creme.","ESA022999","ESA022999","Sakuragui, C.M.","12","08","Itirapina","Próximo ao Pedágio (Represa do Broa). Brejo.","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA
"40","2020-11-04 10:54:42-03","ESALQ","ESA","137876","PreservedSpecimen","Plantae",NA,NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth) Madison",NA,"Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39823.0","2015",NA,"Brasil","Distrito Federal",NA,"Erva; espata creme com base esverdeada. Vereda.","ESA137876",NA,"Souza, V.C.","12","17","Brasília","Reserva Ecológica do IBGE. Arredores da Vereda do Córrego Taquara, na estrada que beira a divisa oeste da reserva. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2015","12","17",NA,NA
"41","2021-01-14 15:23:13-03","MN","R","216094","PreservedSpecimen","Plantae",NA,NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & C.D. Bouché) Madison",NA,"Bove, C.P. 569; Gil, A. & Moreira, C.B.",NA,"1999",NA,"Brasil","Goiás",NA,NA,NA,NA,"Oliveira, A.L.R.","11","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","03","11",NA,NA
"42","2020-11-19 10:22:44-03","CPAP","CPAP","15559","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouche) Madison",NA,"Pott, V. J.","3043","1996",NA,"Brasil","MT",NA,"Erva ereta, bulbosa. Presença de látex. Não tem sinais de herbivoria. FLOR: Espata creme e esverdeada, passando a amarelo na fruticação. FRUTO: . INTERESSE: Toxica?; ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Campo de murundu c/ Curatella/Byrsonima, al",NA,NA,NA,"02","29","Poconé","21Km de Poconé a Porto Cercado; Sub-região de Poconé, Pantanal","-56.462222","-16.361389","120","120",NA,"56°27'44'' W","16°21'41'' S",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-19 10:22:44-03","CPAP","CPAP","18388","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Xanthosoma","striatipes","Xanthosoma striatipes","(Kunth & Bouche) Madison",NA,"Pott, A.","8107","1999",NA,"Brasil","MS",NA,"Erva ereta, tuberosa. folha de cor glauca com pintas claras. lÁtex branco. FLOR: geral creme. Espata amarelo clara de base esverdeada; espádice de cor creme. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Brejo, campo úmido tipo",NA,NA,NA,"10","26","Bandeirantes","Km 570 BR-163, 42km Sul de São Gabriel d'Oeste","-54.356944","-19.692222",NA,NA,NA,"54°21'25'' W","19°41'32'' S",NA,NA,NA,NA,NA,NA,NA,NA
