"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","971482","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","H. S. Irwin","5199","1964","08","16","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília.","-47.82","-15.65","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971482","NY00971482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","971527","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","J. F. de Toledo","A. Macedo","2436","1950","06","27","South America","Brazil","Minas Gerais","Ituiutaba","S. Vicente.","-49.465","-18.9692",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971527","NY00971527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","971519","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","R. Callejas Posada","H. S. Irwin","16756","1966","06","08","South America","Brazil","Mato Grosso",NA,"Xavantina. Drainage of the Upper Rio Araguaia.","-52.33","-14.6667","400","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971519","NY00971519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","971502","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","H. S. Irwin","19494","1968","02","04","South America","Brazil","Distrito Federal","Brasília","Near Lagoa Paranoá, campus of Universidade de Brasília, Brasília.","-47.88","-15.77","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971502","NY00971502_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","971513","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","H. S. Irwin","24754","1969","03","20","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 16 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.26131","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971513","NY00971513_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","971516","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","N. M. F. da Silva","H. S. Irwin","11396","1966","01","05","South America","Brazil","Distrito Federal","Brasília","Sobradinho.","-47.81666667","-15.6333","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084690' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971516","NY00971516_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","971520","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","N. M. F. da Silva","H. S. Irwin","21573","1968","03","20","South America","Brazil","Tocantins","Fortaleza do Tabocão","Ca. 12 km S. of Guará.","-48.52","-8.97","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084695' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971520","NY00971520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","439798","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","P. K. H. Dusén","14928","1914","05","08","South America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511","740","740","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=195158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439798","NY00439798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","971517","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","N. M. F. da Silva","H. S. Irwin","13952","1966","03","14","South America","Brazil","Distrito Federal","Brasília","North end of Lagôa Paranoá","-47.87","-15.72","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971517","NY00971517_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","971488","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","H. S. Irwin","13404","1966","03","03","South America","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 3 km S. of Cristalina","-47.6","-16.77711","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971488","NY00971488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","439796","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","D. L. Spellman","H. S. Irwin","25277","1970","01","24","South America","Brazil","Goiás","Catalão","Cerrado cerca 35 km N.E. of Catalao","-47.9464","-18.1658",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=195157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439796","NY00439796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","971524","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","W. R. Anderson","10011","1973","05","10","South America","Brazil","Goiás","Goiás","Serra Dourada, ca. 15 km (straight line) S of Goiás Velho","-50.1333","-16.06885","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971524","NY00971524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","439795","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"D. Philcox","3806","1967","12","31","South America","Brazil","Mato Grosso","Nova Xavantina","2 km S. of Xavantina on Aragarças road","-52.3531","-14.6733",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=195159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439795","NY00439795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","971515","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","R. Callejas Posada","H. S. Irwin","7929","1965","08","28","South America","Brazil","Distrito Federal","Brasília","Universidade de Brasília","-47.875","-15.758","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971515","NY00971515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","971510","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","W. R. Anderson","7993a","1973","04","03","South America","Brazil","Goiás","Cristalina","12 km by road N of Cristalina. Serra dos Cristais.","-47.68","-16.7","1060","1060","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971510","NY00971510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","971512","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","C. Bitencourt","H. S. Irwin","11199b","1965","12","11","South America","Brazil","Distrito Federal","Brasília","Campo slope immediately E of Lagoa Paranoá","-47.9296989440918","-15.7797002792358","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971512","NY00971512_01","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","971506","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","linearis","Barjonia linearis","Decne.","R. Callejas Posada","G. G. Hatschbach","35969","1975","02","08","South America","Brazil","Mato Grosso do Sul","Rio Verde de Mato Grosso","Serra da Pimenteira.","-54.8442","-18.9183",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971506","NY00971506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","971505","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","linearis","Barjonia linearis","Decne.","J. V. Monachino","E. Y. Dawson","14166","1956","04","13","South America","Brazil","Goiás","São João d'Aliança","Region of the Chapada dos Veadeiros. 20 km N of Sao Joao da Alianca.","-47.5","-14.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971505","NY00971505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","971504","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Barjonia","linearis","Barjonia linearis","Decne.","R. Callejas Posada","H. S. Irwin","15312","1966","04","07","South America","Brazil","Distrito Federal","Brasília",NA,"-47.9167","-15.7833","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971504","NY00971504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-13 09:18:50-03","UFRJ","RFA","6726","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","J. Fontella","Mendes Magalhães","s/n","1958","09","14",NA,"Brasil","Minas Gerais","Barbacena","Ibertioga","-43.7736015319824","-21.2257995605469",NA,NA,NA,"Pouco frequente","RFA26539",NA,"27982","auto","1978","12","14",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:28:53-03","UFRJ","RFA","36017","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Pangaio, L.; Oliveira, L.; Oliveira, M.","1442","2008","05","21",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral.","-44.152778","-17.561944",NA,NA,NA,NA,"RFA33831",NA,NA,NA,NA,NA,NA,"44º9'10''W","17º33'43''S",NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:28:53-03","UFRJ","RFA","21146","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","Tatiana Konno","E.P. Heringer","466","1979","04","26",NA,"Brasil","Distrito Federal","Brasília","RECOR","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Subarbusto ereto, botão floral verde amarelado látex abundante, alvo. Rara","RFA17466",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:34:22-03","EAO","IAN","96250","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.","Konno, T","Black, GA; Egler, WA","19797","1957","05","30","Southern America","Brasil","Pará",NA,"Região do Ariramba; próximo ao igarapé Quebra-dente.",NA,NA,NA,NA,NA,"Flor pardo-esverdeada.","IAN096250",NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:08-03","UPM","MACK","3175","PreservedSpecimen","Plantae",NA,NA,"Apoxynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"B. Abud","32","2016","08","01",NA,"Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-23.341771","-46.673572",NA,NA,NA,NA,"HMACK00003175-B.Abud32-1/8/2016,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil-46,673572-23,341771",NA,NA,NA,NA,NA,NA,"-23,341771","-46,673572",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:08:51-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.","Goyder, DJ","Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","PCD2029","1995","06","29","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, Caminho para o Cercado","-41.466667","-12.45","870","870",NA,"0,30 m, ereta, látex alvo.; Afloramentos rochosos de arenito.",NA,NA,NA,NA,"1997","05",NA,"-41.466667","-12.45",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078773","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Soderstrom TR",NA,"1964","08","21","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Cerrado, at margin of gallery forest, ca. 35Km E. of Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078773","NL-U1078773",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078774","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"1966","01","14","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Cerrado, summit of Chapada da Contagem. Elevation 1100 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078774","NL-U1078774",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078775","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Heringer EP",NA,"1967","02","20","Southern America","Brazil",NA,NA,"Brasil. Coletado no Campo Experimental da UnB. Planta erecta, do cerrado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078775","NL-U1078775",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078776","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Pires JM",NA,"1964","06","19","Southern America","Brazil",NA,NA,"State of Minas Gerais. Ters Marias, Joao Pinheiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078776","NL-U1078776",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078777","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"1965","07","28","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Cerrado. Universidade de Brasilia. Elevation 975 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078777 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078777","NL-U1078777",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078778","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"1966","01","11","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Steep campo slopes, Corrego Covancas, near Chapada da Contagem, ca. 22 km N.E. of Brasilia, D.F. Elevation 1000 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078778","NL-U1078778",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078779","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Grear JW; JW; Souza R; Reis dos Santos R",NA,"1966","03","14","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Campo, north end of Lagoa Paranoa, Brasilia, D.F. Elevation 975 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078779","NL-U1078779",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:19:40-03","NBC","NL-BOTANY","U.1078780","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Barjonia","erecta","Barjonia erecta","(Vell.) K.Schum.",NA,"Irwin HS; Grear JW; JW; Souza R; Reis dos Santos R",NA,"1966","05","14","Southern America","Brazil",NA,NA,"The Planalto do Brasil. Distrito Federal. Gallery forest and adjacent cerrado, ca. 30 Km. N.E. of Brasilia, D.F. Elevation 950 m.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1078780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1078780","NL-U1078780",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
