"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"15","2020-11-04 12:18:51-03","ESALQ","ESA","101974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum",NA,"Scaramuzza, C.A.M.","899.0","1993","06","24",NA,"Brasil","São Paulo",NA,NA,NA,"ESA101974","ESA101974","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"Oliveira, R.C.",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:48:15-02","IPA","IPA","8967","S","Plantae","Plantae",NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Pickel, B.","5819","1943","09","07","Southern America","Brasil","São Paulo","Santo Amaro, No chão úmido da bacia da represa.",NA,"Raro.","IPA0008967",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Chase",NA,NA,"53584","auto",NA,NA,"1946","07",NA,NA,NA,NA
"17","2020-12-20 21:19:02-03","UFV","VIC","3069","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Chase, A.","11259","1930","03","15",NA,"Brasil","Minas Gerais","Uberabinha, Encosta pantanosa. Solo turfoso.",NA,"Solitária, raramente 2; ereta; base dura.","VIC003069","VIC003069","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"Chase, A.",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0015289","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","R. Kummrow;","2553","1984","11","28",NA,"Brazil","Parana","Cachimba (mun. Curitiba) Parana.",NA,NA,NA,NA,NA,"-49.237331","-25.442591","880",NA,"S.A. Renvoize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:42:54-03","UFJF","CESJ","48169","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","S. Mendes","s.n.","1999","09","24","América do Sul","Brasil","Minas Gerais","Reserva Biológica do Panga",NA,"Rara, flor branca.","CESJ048169",NA,"Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"P.L. Viana",NA,NA,"58223","auto",NA,NA,"2006","07",NA,NA,NA,NA
"20","2021-04-07 11:47:36-03","UFMS","CGMS","72846","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","V.J. Pott; A. Pott; S.N. Moreira","11942","2015","09","13",NA,"Brasil","Mato Grosso do Sul","Fazenda Ribeirãozinho, próximo à ponte da sede.",NA,NA,"CGMS1105653",NA,"Sidrolândia","-54.9186111","-21.0127778","432","432",NA,"-54,9186111","-21,0127778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:47:36-03","UFMS","CGMS","14814","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7402","2004","11","19",NA,"Brasil","Mato Grosso do Sul","Fazenda Lagoinha, próximo aos tanques de piscicultura e Córrego Constanza.",NA,NA,"CGMS1044301",NA,"Inocência","-51.9069444","-19.5752778","520","520","A. Pott","-51,9069444","-19,5752778",NA,NA,NA,NA,"2005","06","17",NA,NA,NA
"22","2021-04-07 11:47:36-03","UFMS","CGMS","45877","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","A.K.D. Salomão; V.J. Pott; A. Pott","106","2006","11","16",NA,"Brasil","Mato Grosso do Sul","Reserva da Embrapa Gado de Corte.",NA,NA,"CGMS1075844",NA,"Campo Grande","-54.7147222","-20.4191667",NA,NA,"A. Pott","-54,7147222","-20,4191667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:47:36-03","UFMS","CGMS","25685","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","S.A. Cunha; V.J.Pott & S.R.Cieslak","157","2006","09","01",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.",NA,NA,"CGMS1055113",NA,"Campo Grande","-54.7041667","-20.4322223","550","550","A.Guglieri","-54,7041667","-20,4322223",NA,NA,NA,NA,"2006","11","30",NA,NA,NA
"24","2021-04-07 11:47:36-03","UFMS","CGMS","37966","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","S.N.Moreira; V.J. Pott & A. Pott","300","2010","01","26",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.",NA,NA,"CGMS1067380",NA,"Terenos","-54.7833333","-20.5566667","504","504","J.F.M. Valls & R.C. Oliveira","-54,7833333","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:47:36-03","UFMS","CGMS","49812","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","V.J. Pott; S.N. Moreira; A. Pott","11022","2010","11","01",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.",NA,"Base da planta de cor marrom brilhante. Habitat: Lagoa pequena permanente, quase seca, com 20 cm de profundidade, com Rhynchospora corymbosa e Pontederia cordata. Solo argiloso. Relevo plano. Ocasional. Habito: Erva cespitosa. 0,30 -","CGMS1079743",NA,"Terenos","-54.7911111","-20.5580556","513","513","V.J. Pott; S.N. Moreira","-54,7911111","-20,5580556",NA,NA,NA,NA,"2010","12","06",NA,NA,NA
"26","2021-04-07 11:47:36-03","UFMS","CGMS","37965","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","S.N.Moreira; V.J. Pott & A. Pott","285","2010","03","30",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte. Área de Varjão proximo à ferrovia.",NA,"Borda do campo úmido. Habitat: Campo úmido de Vereda com buriti em domínio de Cerrado. Habito: Erva anfíbia. 1.20-1.30m de altura.","CGMS1067379",NA,"Terenos","-54.7833333","-20.5566667","504","504","J.F.M. Valls","-54,7833333","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-27 14:32:56-03","UFSM","SMDB","12369","S","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Kozera, C; Kozera, OP","2647","2005","11","21",NA,"Brasil","Paraná","Ponto dos Arcos",NA,"Herbácea, cespitosa sobre cone de degeção em várzea, solo semi-hidromórfico","SMDB012369",NA,"Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Canto-Dorow, T",NA,NA,"27346","auto",NA,NA,"2007","03",NA,NA,NA,NA
"28","2020-12-21 16:40:48-03","MBM","MBM","217808","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Kral, R.; et al.; et al.","75195",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Ca. 5km E de Primavera",NA,NA,"MBM217808",NA,NA,NA,NA,NA,NA,"Kral, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:48-03","MBM","MBM","251891","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Dusén, P.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"s",NA,NA,"MBM251891",NA,NA,NA,NA,NA,NA,"Swallen, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:48-03","MBM","MBM","2854","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Klein, R.","3727",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Valões",NA,NA,"MBM002854","MBM002854",NA,NA,NA,NA,NA,"Swallen, J.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:48-03","MBM","MBM","96282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Kummrow, R.","2553",NA,NA,NA,"Southern America","Brazil","Paraná","Cachimba",NA,NA,"MBM096282","MBM096282","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Renvoize, S.A.",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:48-03","MBM","MBM","58029","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Hatschbach, G.","40443",NA,NA,NA,"Southern America","Brazil","Paraná","Rincão",NA,NA,"MBM058029","MBM058029","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"Valls, J.F.M.",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:48-03","MBM","MBM","2032","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Hatschbach, G.","15066",NA,NA,NA,"Southern America","Brazil","Paraná","Tamanduá",NA,NA,"MBM002032","MBM002032","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Valls, J.F.M.",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:40:48-03","MBM","MBM","80952","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Klein, R.; et al.; et al.","12076",NA,NA,NA,"Southern America","Brazil","Paraná","18km de Jaguariaíva vindo de Piraí do Sul",NA,NA,"MBM080952","MBM080952","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"Valls, J.F.M.",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:40:48-03","MBM","MBM","168304","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Imaguire, N.","3423",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Experimental de Agronomia",NA,NA,"MBM168304","MBM168304","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"Valls, J.F.M.",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:40:48-03","MBM","MBM","305904","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Andrade, B.O.","186","2008","12","22","Southern America","Brazil","Paraná","Nascente do rio Tibagi",NA,"Campos hidrófilos sobre Organossolo","MBM305904","MBM305904","Ponta Grossa","-50.1618995666504","-25.0949993133545","1096","1096","Andrade, B.O.",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:40:48-03","MBM","MBM","80913","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Klein, R.; et al.; et al.","12045",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-101",NA,NA,"MBM080913","MBM080913","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"Smith, L.B.",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-10-25 14:14:26-02","MNHN","RECOLNAT_MNHN_P","P00868656","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Balansa, B.",NA,"1875","11","19",NA,"Paraguay",NA,"Caaguazu, dans les prairies.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868656' target='other'> <mi>dwc_moreinfo</mi></a>","P00868656","P00868656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,NA
"39","2017-11-08 10:01:28-02","MNHN","RECOLNAT_MNHN_P","P00868668","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Lund",NA,"1833","11",NA,NA,"Brésil",NA,"ad Taubaté","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868668' target='other'> <mi>dwc_moreinfo</mi></a>","P00868668","P00868668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"646",NA,NA
"40","2017-11-08 10:01:29-02","MNHN","RECOLNAT_MNHN_P","P00868669","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868669' target='other'> <mi>dwc_moreinfo</mi></a>","P00868669","P00868669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-03 22:53:51-03","MNHN","RECOLNAT_MNHN_P","P01780944","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Riedel",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780944' target='other'> <mi>dwc_moreinfo</mi></a>","P01780944","P01780944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-09-03 22:53:51-03","MNHN","RECOLNAT_MNHN_P","P01780947","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Balansa, B.",NA,"1875","11","19",NA,"Paraguay",NA,"Caaguazu, dans les prairies.","hb","Pl. du Paraguay - 1874-1877. . Reçu le 29 Novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780947' target='other'> <mi>dwc_moreinfo</mi></a>","P01780947","P01780947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84",NA,NA
"43","2020-10-01 14:27:01-03","JBB","HEPH","13381","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Oliveira, RC","296","1994","12","20","Southern America","Brasil","Goiás","Fazenda Muquém de Propriedade do SR. Fernando A. Costa",NA,"Relativamente frequente. Entre populacoes do grupo em solo densamente saturado.",NA,NA,"Serranópolis","-51.9622001647949","-18.3061008453369","570","570","Oliveira, RC",NA,NA,"86936","auto",NA,NA,"1994",NA,NA,NA,NA,NA
"44","2021-02-11 17:21:19-03","UFPR","UPCB","18209","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Kummrow, R.","2553","1984","11","28",NA,"Brasil","Paraná","Cachimba",NA,"Campo, depressão brejosa..","UPCB0039204","UPCB0039204","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"Renvoize, S.A.",NA,NA,"25180","auto",NA,NA,"1988","01","01",NA,NA,NA
"45","2021-02-11 17:21:19-03","UFPR","UPCB","60855","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Kozera, C.","2647","2005","11","21",NA,"Brasil","Paraná","Ponte dos Arcos.",NA,"Herbácea, cespitosa sobre cone de degeção em várzea, solo semi-hidromórfico..","UPCB0039201","UPCB0039201","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"Canto-Dorow, T.",NA,NA,"27346","auto",NA,NA,"2007","01","01",NA,NA,NA
"46","2018-06-21 09:17:00-03","MO","MOBOT","101051739","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Per Dusén","Dusén 1119a","1914","10","14","South America","Brazil","Paraná","Pinhaes.",NA,NA,NA,NA,"Pinhais","-49.1925010681152","-25.4447002410889","885.00000000",NA,"Agnes Chase",NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,"1",NA
"47","2011-02-26 17:24:00-03","MO","MOBOT","2969725","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Tarciso S. Filgueiras|F.C.A. Oliveira","Filgueiras 3255","1995","11","27","South America","Brazil","Distrito Federal","GOIAS; Municipio de Alto Paraiso; Parque Nacional Chapada dos Veadeiros, Vereda; Córrego dos Ingleses; altitude aproximada: 1.120 m; Coordenadas.",NA,NA,NA,NA,NA,"-47.75","-14.13527",NA,NA,"O. Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2010-08-24 09:46:00-03","MO","MOBOT","213724","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","F. Sellow","Sellow 1233","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1009214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Timothy J. Killeen|O. Peña","Killeen 7181","1994","11","23","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Serranía de Caparuch. Senda de GEOBOL, encima de la meseta, aproximadamente 15 km al SE de Los Fierros. Pampa húmeda al lado de un arroyo estacional. Recien quemada.",NA,NA,NA,NA,"Velasco","-60.76138","-14.55833","700.00000000",NA,"F.O. Zuloaga & O. Morrone, 2002 (",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"50","2011-12-22 05:00:00-02","MO","MOBOT","221648","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Teodoro Rojas","Rojas 6354A","1933","9",NA,"South America","Paraguay","Amambay","Cabecera Aquidaban, Sierra de Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2009-07-21 23:34:00-03","MO","MOBOT","2476827","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Per Dusén","Dusén 2321",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-16 06:16:00-03","MO","MOBOT","2518455","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","flaccidum","Paspalum flaccidum","Nees","Benedict (Benjamin) Balansa","Balansa 84",NA,NA,NA,"South America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
