"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"99","2019-11-27 13:45:59-03","UFS","ASE","40135","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E","2014","11","28","Valduga, E","532","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.1113","-29.5208","-50.1113","-29.5208","1","1","Bordo de mata de Restinga","ASE0041652",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-27 13:45:59-03","UFS","ASE","40130","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E","2015","02","12","Valduga, E","628","2015","01","21","Brasil","Rio Grande do Sul","Osório","Lagoa dos Veados","-50.1113","-29.5208","-50.1113","-29.5208",NA,NA,"Bordo de mata de Restinga","ASE0041647",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-14 11:29:50-03","UNICAMP","UEC","107381","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Kozera, C; Hayashi, AH","1999","02",NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","830","1999","01","10","Brazil","São Paulo","Iguape","Estação Ecológica de Chauás","-47.683333","-24.733333","-47.683333","-24.733333",NA,NA,"frutos imaturo, Floresta ombrófila densa. Trilha de Capuava do Mumuna, floresta de Restinga alta, com exploração de palmito e madeira. Árvore de 3,5m, frutos imaturos verdes.","UEC164737","UEC164737","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-08-20 10:04:09-03","UNICAMP","UEC","121517","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Tamashiro, JY; Herrerias, C; Zevallos, P","707","2001","04","18","Brazil","São Paulo","Itanhaém","Loteamento Maramba II","-46.922222","-24.230833","-46.922222","-24.230833",NA,NA,"fruto, Floresta de Restinga paludosa com predomínio de guanandi em algusn trechos. Arvoreta, ca. 4,5m. Caule branco com ritidomas, frutos negros.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:04:09-03","UNICAMP","UEC","51596","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Britez, RM","1987","05",NA,"Britez, RM; Silva, SM","1315","1987","04","16","Brazil","Paraná","Paranaguá","Ilha do Mel, restinga da Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"fruto, Árvore de 3m, CAP=16+17cm, com frutos de avermelhados a pretos.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"104","2019-08-20 10:04:09-03","UNICAMP","UEC","87590","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Vieira, AOS","1999","08",NA,"Britez, RM","24715","1987","03","13","Brazil","Paraná","Paranaguá","Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"fruto, Arbusto de 2,5m, com frutos pretos, em restinga.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"105","2019-08-20 10:04:09-03","UNICAMP","UEC","75635","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Silva, SM","1995","06",NA,"Silva, SM; Britez, RM","s.n.","1992","12","05","Brazil","Paraná","Paranaguá","Reserva Ecológica da Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"flor, Árvore de 13m, CAP=49-9cm, flores creme, em floresta baixa de restinga.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"106","2019-08-20 10:04:09-03","UNICAMP","UEC","58044","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Castro, MMS","22050","1989","11","28","Brazil","São Paulo","Bertioga","Boracéia","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"botões, Arbóreo, botões esbranquiçados.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"107","2019-11-14 11:29:50-03","UNICAMP","UEC","54342","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Silva, DM","22132","1989","11","29","Brazil","São Paulo","Boracéia",NA,"-48.7700004577637","-22.1900005340576",NA,NA,NA,NA,"flor, Arbusto, folhas alternas, inflorescências axilares.","UEC164736","UEC164736","Magnoliopsida",NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA
"108","2019-11-14 11:29:50-03","UNICAMP","UEC","56496","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Rodrigues, E","22256","1989","11","28","Brazil","São Paulo","Boracéia",NA,"-48.7700004577637","-22.1900005340576",NA,NA,NA,NA,"flor, Árvore com folhas alternas simples (cerdas nos bordos)","UEC164739","UEC164739","Magnoliopsida",NA,NA,NA,NA,"10241","auto",NA,NA,NA,NA
"109","2019-11-14 11:29:50-03","UNICAMP","UEC","40224","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Leitão Filho, HF; Tamashiro, JY","17992","1985","12","03","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"flor, Árvore até 8m, flores brancas","UEC164738","UEC164738","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"110","2019-11-14 11:29:50-03","UNICAMP","UEC","49325","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Leitão Filho, HF","20335","1988","05","20","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"vinosos, Árvore de 5m, com frutos verdes e vinosos","UEC164740","UEC164740","Magnoliopsida",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"111","2021-03-01 16:22:31-03","UNICAMP","UEC","197223","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Crespi, B","2006","02","01","Ivanauskas, NM; et al.","1553","1996","06","22","Brazil","São Paulo","Pariquera-Açu","Parque estadual de Pariquera-Açú. Mata do Encantado.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Árvore de 4m. Frutos pretos.; Floresta de turfeira","UEC141962","UEC141962","Magnoliopsida",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"112","2019-11-14 11:29:50-03","UNICAMP","UEC","107427","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,"1999","03",NA,"Godoy, JRL; Carneiro, PHM; Silva, CR; Mendonça, RR","79","1999","01","10","Brazil","São Paulo","Pariquera-Açu","Parque Estadual do Pariquera-Abaixo, ent","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"fruto, Floresta Ombrófila densa. Área de transição entre Floresta de Restinga Alta e Morraria costeira.","UEC164734","UEC164734","Magnoliopsida",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"113","2019-11-14 11:29:50-03","UNICAMP","UEC","56371","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Mariz, J; Groppo Jr, M","1996",NA,NA,"Machado, CG","22393","1989","11","29","Brazil","São Paulo","Santos","Boracéia","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"flor, Mata de Restinga","UEC164741","UEC164741","Magnoliopsida",NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA
"114","2021-03-01 16:22:31-03","UNICAMP","UEC","192918","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Groppo Jr, M","1996",NA,NA,"Hoehne, W","s.n.","1945","11","21","Brazil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore; terreno brejoso","UEC129898","UEC129898","Magnoliopsida",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"115","2019-11-05 16:43:23-03","UFOP","OUPR","22687","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Messias, M.C.T.B.","2009","04","24","Messias, M.C.T.B.; Silva, J.L. & Kozovits, A.R.","2337","2009","04","24","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, 2m, botões florais verde-claros. Em campo rupestre.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"116","2019-11-05 16:43:23-03","UFOP","OUPR","20878","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Messias, M.C.T.B.","2008","03","12","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1570","2007","11","21","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto ca. 2,5m, estéril. Campo rupestre, canga ferruginosa.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"117","2020-12-04 13:18:54-03","UDESC","LUSC","3091","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Garcia, R.J.F.",NA,NA,NA,"Garcia, R. J. F.; Amaral, P. & Fornari, M.",NA,"2007","03","31","Brasil","Santa Catarina","Jaguaruna","Figueirinha.","-49.0256004333496","-28.6149997711182",NA,NA,NA,NA,NA,"LUSC006541","LUSC006541",NA,NA,NA,NA,NA,"25787","auto",NA,NA,NA,NA
"118","2019-12-19 09:15:14-03","PUCRS","MPUC","4620","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","RS","Tenente Portela",".","-53.7580556","-27.3711111","-53.7580556000","-27.3711111000",NA,NA,NA,NA,NA,NA,"Aquifoliales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA
"119","2019-12-19 09:15:14-03","PUCRS","MPUC","11417","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","C.A. Mondin","2010","01","01",NA,NA,"2006","04","22","Brasil","RS","Sapiranga",".","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,NA,NA,NA,NA,"Aquifoliales","South America",NA,NA,"11711","auto","Magnoliopsida",NA,"1",NA
"120","2020-10-14 09:58:24-03","FURB","FURB","30202","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Sobral, M","2010","08","15","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2538","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara.","-49.0777778","-27.5047222","-49.0777778","-27.5047222","382","382","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; beira de estrada Habito: arbustiva; Fruto vermelho;","FURB00573","FURB00573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 09:58:24-03","FURB","FURB","33123","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Korte, A","2011","01","11","Korte, A.","5269","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222","-48.5994444","-27.9047222","15","15","Florística IFFSC 228 (Arbusto) Habitat: Restinga; Estágio Avançado Habito: arbusto; flor branca","FURB15498","FURB15498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 09:58:24-03","FURB","FURB","33127","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Korte, A","2011","01","11","Korte, A.","5620","2010","12","14","Brasil","Santa Catarina","Florianópolis","Praia de Jurerê Internacional.","-48.5080556","-27.4511111","-48.5080556","-27.4511111","6","6","Florística IFFSC 391 (Arbusto) Habitat: Restinga; Estágio Médio Habito: arbusto; flor branca","FURB15497","FURB15497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 09:58:24-03","FURB","FURB","33187","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Korte, A","2011","01","11","Korte, A.; Rigon-Junior, M.J.","5459","2010","12","07","Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777","-49.3208334","-28.8902777","8","8","Florística IFFSC 27 (Arvoreta) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arvoreta; flor branca","FURB15495","FURB15495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 09:58:24-03","FURB","FURB","33193","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Korte, A","2011","01","11","Korte, A.","5037","2010","11","23","Brasil","Santa Catarina","Joinville","Lagoa Saguassu.","-48.7805556","-26.2802778","-48.7805556","-26.2802778","4","4","Florística IFFSC 9996 (Arbórea) Habitat: Restinga; Habito: arbórea;","FURB15496","FURB15496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-08 08:49:02-03","FURB","FURB","38169","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gonzatti, F; Valduga, E","2012","03",NA,"Gonzatti, F.","365","2012","01","11","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.475","-30.2569444","-50.4750000","-30.2569444","37","37",NA,"FURB15494","FURB15494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 09:58:24-03","FURB","FURB","57393","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E.","2015","02","13","Valduga, E.","532","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.1869444","-29.8688889","-50.1869444","-29.8688889","1","1","Habitat: bordo de mata de Restinga Habito: arbusto","FURB57393","FURB57393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 09:58:24-03","FURB","FURB","59032","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Kassner-Filho, A.","2018","05","10","Kassner-Filho, A.","2724","2018","05","10","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444","-48.6163889","-26.8019444","7","7","fruto imaturo Habitat: interior do fragmento Habito: arbórea","FURB59032","FURB59032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-08 08:49:02-03","FURB","FURB","60009","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gebien, W.","2018","07","10","Gebien, W.","148","2017","11","05","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","220","220",NA,"FURB60009","FURB60009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 09:58:24-03","FURB","FURB","60243","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gonzatti, F.","2015","05","11","Gonzatti, F.; Valduga, E.","1759","2015","04","18","Brasil","Rio Grande do Sul","Osório",NA,"-50.2269445","-29.9661111","-50.2269445","-29.9661111","15","15","Habitat: mata úmida","FURB60243","FURB60243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 09:58:24-03","FURB","FURB","4673","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Berger, JZ",NA,NA,NA,"Berger, J.Z.",NA,"2005","11","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,"FURB15499","FURB15499",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA
"131","2021-03-16 17:50:08-03","UCS","HUCS","38229","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E.; Gonzatti, F.","2012","03",NA,"Gonzatti, F.","365","2012","01","11","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-56.475","-30.256944","-56.475","-30.256944",NA,NA,"banhado",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:50:08-03","UCS","HUCS","43578","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Links, O.","2015","09","03","Gonzatti, F.","1501","2014","07","13","Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Cerro Pelado","-50.508317","-30.430886","-50.508317","-30.430886","72","72","flores alvas; arbusto em borda de mato",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:50:08-03","UCS","HUCS","38314","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gonzatti, F.","2012","03",NA,"Gonzatti, F.","412","2012","03","10","Brasil","Rio Grande do Sul","Cidreira","próximo à Lagoa Tapera","-50.384414","-30.092592","-50.384414","-30.092592",NA,NA,"banhado",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:50:08-03","UCS","HUCS","42209","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E.","2015","02","13","Valduga, E.","532","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806","1","1","Arbusto; bordo de mata de Restinga",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-16 17:50:08-03","UCS","HUCS","42231","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Valduga, E.","2015","02","12","Valduga, E.","628","2015","01","21","Brasil","Rio Grande do Sul","Osório","Lagoa dos Veados","-50.169714","-29.897839","-50.169714","-29.897839","7","7","Arvoreta; bordo de mata de Restinga",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-16 17:50:08-03","UCS","HUCS","42681","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gonzatti, F.","2015","05","11","Gonzatti, F.; Valduga, E.","1759","2015","04","18","Brasil","Rio Grande do Sul","Osório","Lagoa da Emboaba","-50.226889","-29.966222","-50.226889","-29.966222","15","15","arvoreta em bordo de mata com frutos rosados na maturação; mata úmida",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-16 17:50:08-03","UCS","HUCS","48313","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Molz, M.",NA,NA,NA,"Mancino, L.C.","s.n.","2012","01","24","Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Doação Herbário ICN-124589&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; mata paludosa",NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,"19353","auto",NA,NA,NA,NA
"138","2021-03-16 17:50:08-03","UCS","HUCS","32499","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Sobral, M.","2008","05","09","Wasum, R.A.","4386 a","2008","01","09","Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros-Velho","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Aquifoliales",NA,NA,NA,"86098","auto",NA,NA,NA,NA
"139","2019-08-16 08:38:19-03","UTFPR","HCF","26126","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","F. Gonzatti","2015","05","11","F. Gonzatti","1759","2015","04","18","Brasil","RS","Osório","Lagoa da Emboaba","-50.226944","-29.966111","50°13'37 W","29°57'58 S","15","15","arvoreta em bordo de mata com frutos rosados em maturação. Mata úmida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-08-16 08:38:19-03","UTFPR","HCF","26107","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","E. Valduga","2015","02","13","E. Valduga","532","2014","11","28","Brasil","RS","Osório","Lagoa das Traíras","-50.186944","-29.868889","50°11'13 W","29°52'08 S","1","1","arbusto. Bordo de mata de Restinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-08-16 08:38:19-03","UTFPR","HCF","25026","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","F.P. Santos et al.","2017","11",NA,"F.P. Santos","75","2017","11","10","Brasil","PR","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"142","2019-08-16 08:38:19-03","UTFPR","HCF","11372","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","M.L. Brotto & P.Bohrer","2013",NA,NA,"M.G. Caxambu","4337","2012","11","02","Brasil","PR","Pontal do Paraná","Pontal do Sul","-48.440167","-25.610972","48°26'24,6 W","25°36'39,5 S","14","14","arbusto ca. 3 m, heliófito. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-03-21 15:33:03-03","UTFPR","HCF","30980","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","O. Link","2015","09","03","F. Gonzatti","1501","2014","07","13","Brasil","RS","Santo Antônio da Patrulha","Cerro Pelado","-50.508333","-29.864167","50°30'30 W","29°51'51 S","72","72","arbusto em borda de mato. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-08-16 08:38:19-03","UTFPR","HCF","15428","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","R.S. Vieira","2014","02","27","R.S. Vieira","340","2014","01","22","Brasil","PR","Paranaguá","Vila Paraná","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arvoreta com aproximadamente 4 m. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"145","2021-01-07 11:06:27-03","UFSM","SMDB","14419","S","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Gonzatti, F","2012","03",NA,"Gonzatti, F","412","2012","03","10","Brasil","Rio Grande do Sul","Cidreira","Próximo à lagoa Tapera","-50.226389","-30.053333","-50.226389","-30.053333",NA,NA,"Banhado. Alt 10m. HUCS 38314","SMDB014419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:13:08-03","MBM","MBM","8308","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Giberti, G.C.",NA,NA,NA,"Hatschbach, G.","17921","1967","11","22","Brazil","Paraná","Guaratuba","Barra do Saí","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM008308","MBM008308",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"147","2020-12-21 16:13:08-03","MBM","MBM","179632","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Britez, R.M.",NA,NA,NA,"Britez, R.M.","1397","1987","03","13","Brazil","Paraná","Paranaguá","Reserva Ecológica, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM179632",NA,NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA
"148","2020-12-21 16:13:08-03","MBM","MBM","139295","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Andrews, S.",NA,NA,NA,"Ziller, S.R.","99","1989","11","18","Brazil","Paraná","Pontal do Sul","Balneário Atami",NA,NA,NA,NA,NA,NA,NA,"MBM139295","MBM139295",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:13:08-03","MBM","MBM","199883","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Jarenkow, J.A.",NA,NA,NA,"Jarenkow, J.A.","2181","1992","11","16","Brazil","Minas Gerais","Torres","Lajeadinho",NA,NA,NA,NA,NA,NA,NA,"MBM199883","MBM199883",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:13:08-03","MBM","MBM","202224","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek",NA,NA,NA,NA,"Schinini, A.; et al.; et al.","31607","1996","11","06","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM202224","MBM202224",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:13:08-03","MBM","MBM","384821","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","pseudobuxus","Ilex pseudobuxus","Reissek","Brotto, M.L.; Bohrer, P.","2013",NA,NA,"Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","4337","2012","11","02","Brazil","Paraná","Pontal do Paraná","Pontal do Sul","-48.440167","-25.610972","-48.440167","-25.610972","14","14","Arbusto ca. 3m, heliófito. Flores com cálice verde e corola alva.; Floresta Ombrófila Densa das Terras Baixas. Relevo plano.","MBM384821","MBM384821",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
