"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01091755","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"A. M. Amorim","4625","2004","12","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091755","São Paulo","Itanhaém","Estrada Itanhaén a Batinga, ca. 16 km. Ramal a direta, dando acesso à Fazenda Pedra Grande, de Prop. de Etevaldo Rezende da Silva.","-40.4261","-17.1381",NA,NA,NA,NA,"Magnoliophyta","Fabales","Kunth","M. de L. Rico-Arce","NY01091755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1542","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia angustifolia","holotype","C. E. O. Kuntze","s.n.","1892","05",NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=720157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001542",NA,NA,"Sierra de Santa Cruz.",NA,NA,NA,NA,"2000","2000","Magnoliophyta","Fabales","Kuntze",NA,NA,"angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 13:21:00-03","NY","NYBG","1543","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia intermedia","isotype","E. Hassler","1154",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=453720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001543",NA,NA,"In dumetis prope Ita",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Hassl.",NA,"NY00001543_01","intermedia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02361672","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia latifoliola","holotype","C. E. O. Kuntze",NA,"1892","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2674245' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361672","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Kuntze","D. S. Seigler; J. E. Ebinger","NY02361672_01","latifoliola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02497205","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia media","holotype","C. E. O. Kuntze","s.n.","1892","06",NA,"South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2796013' target='other'> <mi>dwc_moreinfo</mi></a>","NY02497205",NA,NA,"Yapacani",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Kuntze",NA,"NY02497205_01","media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01190120","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"W. A. Ducke","1343","1943","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418828' target='other'> <mi>dwc_moreinfo</mi></a>","NY01190120","Amazonas",NA,"Boa Vista, Rio Branco",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01190120_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1127650","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"L. Riedel","438","1832",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265011' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127650","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127650_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1127674","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"E. Fromm","1326","1962","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265067' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127674","Rio de Janeiro",NA,"Estrada BR-5, entre Araruama e Iguaba Grande.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127674_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1127649","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"H. W. Schott","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127649",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127649_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1127673","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"H. C. de Lima","2854","1987","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265065' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127673","Rio de Janeiro","Saquarema","Praia de Itaunas, em frente ao Condomínio Cruzeiro do Sul.","-42.5103","-22.9203",NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127673_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1127648","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"A. C. Sarmento","741","1984","05","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265005' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127648","Rio Grande do Norte","Portalegre","Fazenda Cajazeiras. Folha SB.24-Z-A-II. Ponto 04.","-38.07","-6.03",NA,NA,"550","550","Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127648_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1127676","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"J. E. R. Collares","186","1984","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265070' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127676","Ceará",NA,"Mun. de Mineirolândia, set. Mineirolândia a Pedra Branca. Folha SB.24-V-D, ponto 09.","-39.68","-5.47",NA,NA,"480","480","Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127676_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1127671","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"S. A. Mori","11805","1979","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265063' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127671","Bahia","Maracás","Rod. BA-026, 15 Km ao SW de Maracás. Folha SD-24 (14-40a).","-40.4306","-13.4411",NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127671_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1127672","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"W. W. Thomas","9890","1993","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127672","Bahia","Belmonte","Barrolândia, Estação Experimental Gregorio Bondar CEPLAC, 48 km east of BR 101 on road to Belmonte.","-39.25","-16.13",NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127672_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 01:32:00-03","NY","NYBG","1513805","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia",NA,"W. E. Broadway","6677","1927","10","06","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1796352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01513805",NA,NA,"Tetron Bay. Trinidad.",NA,NA,NA,NA,NA,NA,NA,"Fabales",NA,NA,"NY01513805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1127675","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"G. Schaller","121","1978","05","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1265069' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127675","Mato Grosso",NA,"Pantanal, Rio Paraguai. Fazenda Acurizal.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127675_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1127647","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"H. da S. Brito","4","1981","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127647","Bahia","Santa Cruz Cabrália","ESPAB. Área de pousio.","-39.1815805","-16.3721094",NA,NA,NA,NA,"Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler; J. E. Ebinger","NY01127647_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1039238","PreservedSpecimen","Plantae","Fabaceae","Senegalia","riparia","Senegalia riparia riparia",NA,"V. de F. Mansano","492","2007","12","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482502' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039238","Espírito Santo","Pinheiros","Reserva Natural Victório Orletti.","-40.2056","-18.38",NA,NA,"130","130","Magnoliophyta","Fabales","(Kunth) Britton & Rose ex Killip & Britton","D. S. Seigler","NY01039238_01","riparia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","12299","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Gemtchújnicov, I.D.",NA,"1957","11","03",NA,"Brasil",NA,NA,NA,"BOTU012299","São Paulo","Diadema",NA,NA,NA,"9999","9999",NA,NA,NA,NA,"(Benth.) Seigler & Ebinger","Mattos, N.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","26998","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Kinnup, V.F.","1068","1998","04","18",NA,"Brasil",NA,NA,"Escandente, frutos verdes e maduros secos","BOTU026998","Paraná","Cambé",NA,NA,NA,"9999","9999",NA,NA,NA,NA,"(Benth.) Seigler & Ebinger","Paschoal, M.E.S.",NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","25916","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Martins, M.V.","98","2008","06","17",NA,"Brasil",NA,NA,"árvore de 5m, borda da vegetação","BOTU025916","São Paulo","São João de Iracema",NA,"-50.293333","-20.473611","50°17'36w","20°28'25s",NA,NA,NA,NA,"(Benth.) Seigler & Ebinger","Martins, M.V.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-24 17:10:43-03","UTFPR","DVPR","94","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Pereira, JS","s.n.","2006","03","18",NA,"Brasil",NA,NA,"Arvoreta com espinhos inseridos ao longo do ramo, com legumes verdes.","DVPR000094","Paraná","Luiziana","Fazenda Dona Catarina","-52.2757987976074","-24.2861003875732",NA,NA,NA,NA,"Magnoliophyta",NA,"(Benth.) Seigler & Ebinger","Caxambu, MG","DVPR000094",NA,"2012","10","04","34664","auto",NA,NA,NA,NA,NA
"33","2021-04-08 17:39:28-03","EAO","IAN","72038","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Acacia","riparia","Acacia riparia",NA,"Black, GA","13786","1951","10","04","Southern America","Brasil",NA,NA,"Arvore pequena; flor branca.","IAN072038","Roraima","Rio Branco","Beira do rio; ca. 5km. ao N. de Boa Vista.",NA,NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Kunth","Silva, ASL da",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-07-03 10:48:52-03","EBDA","BAH","7553","S","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"T. S. Santos, S. Mori. L. A. Mattos",NA,"1978","04","27",NA,"Brasil",NA,NA,"Arbusto escandescente com 6m de altura. Flores brancas.",NA,"Bahia","Jequié","Bahia, Kms 3 a 4 da nova rod. Para Jequié, com entroncamento no Km 20 da rod. Maracas/Contendas do Sincorá (BR 250). Mata de Cipó.","-40.0836","-13.8575",NA,NA,NA,NA,NA,NA,"H.B.K.","Silva & J. Kallunki no. 3202",NA,NA,NA,NA,NA,"49443","auto",NA,NA,NA,NA,NA
"35","2020-01-20 14:40:30-03","UPM","MACK","1313","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"A. Korte","6282","2011","03","23",NA,"Brasil",NA,NA,NA,NA,"SC","Descanso","Interior do municipio, floresta estacional decidual.","-53.5017013549805","-26.826099395752","S","W",NA,NA,NA,NA,"(Benth.) Seigler & Ebinger","R. Dias-Melo",NA,NA,"2012","03","22","16299","auto",NA,NA,NA,NA,NA
"36","2019-12-04 15:25:09-03","PUCPR","HUCP","18904","S","Plantae","Fabaceae","Acacia","recurva","Acacia recurva",NA,"Selusniaki, M","747","2006","03","12",NA,"Brasil",NA,NA,NA,"HUCP00014542","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Eudicotiledonea",NA,"Benth.","Selusniaki, M","HUCP00014542",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"37","2019-12-04 15:25:09-03","PUCPR","HUCP","18201","S","Plantae","Fabaceae","Acacia","recurva","Acacia recurva",NA,"Selusniaki, M","1085","2006","05",NA,NA,"Brasil",NA,NA,NA,"HUCP00014607","Paraná","Curitiba","Cidade Industrial","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Eudicotiledonea",NA,"Benth.",NA,"HUCP00014607",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"38","2019-12-04 15:25:14-03","PUCPR","HUCP","24072","S","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Felitto, G; Petean, M","278","2012","03","19",NA,"Brasil",NA,NA,NA,"HUCP00011378","São Paulo","Mirandópolis",NA,"-51.0999984741211","-21.1299991607666",NA,NA,NA,NA,"Eudicotiledonea",NA,"(Benth.) Seigler & Ebinger.","Cordeiro, J; Felitto, G","HUCP00011378",NA,NA,NA,NA,"33315","auto",NA,NA,NA,NA,NA
"39","2020-11-26 18:08:03-03","CPAN-UFMS","COR","6014","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"Damasceno Júnior, G. A.; Ferreira,V.L.","1499","1998","06","03",NA,"Brasil",NA,NA,"Arbusto com 1m de altura Habito: Arbusto",NA,"Mato Grosso do Sul","Ladário","Estrada da Manga próximo à fazenda Bandalta - bancada laterítica (lagedo)","-57.558611","-19.167222","57º33'31''W","19º10'2''S","150","150",NA,NA,"H.B.K.","Tamashiro, J. Y.",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:08:03-03","CPAN-UFMS","COR","13707","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"Damasceno Jr,G.A.","1396","1998","03","17",NA,"Brasil",NA,NA,"moita",NA,"Mato Grosso do Sul","Ladário","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.","-57.6016998291016","-19.0046997070312",NA,NA,"150","150",NA,NA,"H.B.K.","J.Y.Tamashiro",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"41","2020-11-26 18:08:03-03","CPAN-UFMS","COR","13711","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"Damasceno, G.A.Jr; Ferreira, V.L.","1341","1998","02","27",NA,"Brasil",NA,NA,"moita",NA,"Mato Grosso do Sul","Ladário","Estrada da Manga próx. a faz. Bandalta. Bancada Laterítica (Lagedo); Litólico e rico em Fe; Plano - levemente inclinado.","-57.6016998291016","-19.0046997070312",NA,NA,"150","150",NA,NA,"H.B.K.","J.Y.Tamashiro",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"42","2020-11-26 18:08:03-03","CPAN-UFMS","COR","10804","PreservedSpecimen","Plantae","Fabaceae","Acacia","riparia","Acacia riparia",NA,"Damasceno Junior, G.A.; Batista Ramos, G.; Kassar Ismael, A.P.; Maidana, C.","2433","2001","06","13",NA,"Brasil",NA,NA,"fitossociologia 4921 - Unicata",NA,"Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; argiloso; Plano.","-57.6016998291016","-19.0046997070312",NA,NA,"150","150",NA,NA,"H.B.K.",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"43","2020-11-26 18:08:23-03","CPAN-UFMS","COR","14908","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Silva,R.R. & Vaz Filho, V.","201","2003","01","28",NA,"Brasil",NA,NA,"Com Flor: Botões amarelo-esverdes , flores cremes",NA,"Mato Grosso do Sul","Corumbá","Serra do Urucum, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual; Solo litólico de ferro; Planalto.","-57.6533012390137","-19.0091991424561",NA,NA,"320","320",NA,NA,"(Benth.) Seigler & Ebinger","Silva, R.R.",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"44","2019-10-09 11:17:04-03","UFBA","ALCB","101058","PreservedSpecimen","Plantae","Fabaceae","Senegalia","recurva","Senegalia recurva",NA,"Silva, JM; Ribas, OS","4662","2006","01","18","Southern America","Brasil",NA,NA,"4 m alt. Flor creme.","ALCB024879","Paraná","São Mateus do Sul","Colônia Iguaçu, Várzea do Rio Iguaçu.","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Dicotyledon",NA,"(Benth.) Seigler & Ebinger","Ribas, OS","ALCB024879",NA,"2008",NA,NA,"31353","auto",NA,NA,NA,NA,NA
