"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relationshipType","relatedCatalogItem","class","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00749121","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","D. F. Austin",NA,"H. S. Irwin","10815","1965","11","South America","Brazil","Serra dos Pirineus, ca. 15 km S. of Corumbá de Goiás","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749121","NY00749121_01","30","Goiás","Abadiânia","-48.8086","-16.05915","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00749122","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","D. F. Austin",NA,"E. P. Heringer","12959","1973","11","South America","Brazil","Estrada Brasília-Cidade Eclética, divisa do DF. e Go.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749122","NY00749122_01","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1013974","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","R. Simão-Bianchini",NA,"E. P. Heringer","3021","1980","01","South America","Brazil","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106924' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013974","NY01013974_01","04","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1014123","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","J. R. I. Wood",NA,"E. P. Heringer","11576","1967","11","South America","Brazil","Samambaia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01014123","NY01014123_01","15","Goiás","Cristalina","-47.6133","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","486389","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","R. Simão-Bianchini",NA,"E. P. Heringer","12822","1971","05","South America","Brazil","Petrolândia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486389","NY00486389_01","10","Pernambuco","Petrolândia","-38.2192","-8.9794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1013973","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","D. F. Austin",NA,"B. Maguire","57091","1963","10","South America","Brazil","Along road to Rio Corumba, 30 km from Gama.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106921' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013973","NY01013973_01","16","Goiás","Luziânia","-47.9503","-16.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1013976","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","R. Simão-Bianchini",NA,"H. S. Irwin","9552","1965","10","South America","Brazil","Chapada da Contagém, ca. 15 km N.E. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013976","NY01013976_01","26","Distrito Federal","Brasília","-47.81771","-15.68745","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1013975","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","R. Simão-Bianchini",NA,"E. P. Heringer","12800","1973","11","South America","Brazil","Bacia da Barragem do São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1106925' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013975","NY01013975_01","05","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:27:21-03","MN","R","115199","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","chrysotricha","Ipomoea chrysotricha","Meisn.","Falcão, J.",NA,"Sampaio, A.J.; Magalhães, H.",NA,"1896","02",NA,"Brasil","Caixa d'Água do Vital",NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:27:21-03","MN","R","40685","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","chrysotricha","Ipomoea chrysotricha","Meisn.",NA,NA,"Mello Barreto, H.L.","2312","1932","12",NA,"Brasil",NA,NA,NA,NA,NA,"28","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:27:21-03","MN","R","12341","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Glaziou, A.F.M","21790","1894","10",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000012341","R000012341_001","18","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:33:36-03","UFJF","CESJ","2279","PreservedSpecimen","Plantae","Angiosperma",NA,"Convolvulaceae","Ipomoea","chrysotricha","Ipomoea chrysotricha","Meissn.","R.S.Bianchini",NA,"L. Roth","s.n.","1955","02","América do Sul","Brasil",NA,NA,"Flores? brancas?","CESJ002279",NA,"10","Minas Gerais","Betim","-44.198299407959","-19.9678001403809",NA,NA,NA,"1955","15199","auto","11","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:42:27-03","UFMS","CGMS","53219","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","G. Staples",NA,"A. Pott; V.J. Pott; L.C.P. Lima","15189","2008","09",NA,"Brasil","Sanga Puitã, Rodovia BR-463.",NA,"Flor rosa forte. Fruto ausente. Habitat: Campo natural perturbado. Relevo plano. Ocasional. Habito: Erva ereta, com xilopódio.","CGMS1083187",NA,"25","Mato Grosso do Sul","Ponta Porã","-55.6152778","-22.6211111","645","645",NA,NA,NA,NA,NA,NA,"-55,6152778","-22,6211111",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:42:27-03","UFMS","CGMS","38736","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","G. Staples",NA,"R.H. Silva; J.P. Souza; E.L. Siqueira","824","2012","11",NA,"Brasil","Morro Grande.",NA,"Flor lilás. Fruto ausente. Habitat: Campo sujo de cerrado. Transição campo rupestre para cerrado. Solo litólico e rico em ferro. Habito: Liana, volúvel.","CGMS1068127",NA,"24","Mato Grosso do Sul","Corumbá","-57.55","-19.2366666","926","926",NA,NA,NA,NA,NA,NA,"-57,55","-19,2366666",NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:42:27-03","UFMS","CGMS","53198","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","G. Staples",NA,"A. Pott; V.J. Pott","11996","2004","10",NA,"Brasil","Rodovia BR-267, Km 537, 117 km SW de Jardim a Porto Murtinho.",NA,"Flor rosa. Corola de cor rosa externamente, tubo interno de cor vinho. Habitat: Campo herbáceo-subarbustivo de cerrado, com Elionurus, pós-fogo. Solo argiloso com afloramentos rochosos. Relevo plano. Frequente. Habito: Erva ereta com","CGMS1083165",NA,"23","Mato Grosso do Sul","Jardim","-56.6613889","-21.5894444","430","430",NA,NA,NA,NA,NA,NA,"-56,6613889","-21,5894444",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:28:38-03","UNICAMP","UEC","3839","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","Simão-Bianchini, R",NA,"Shepherd, GJ; Andrade, JB; Kinoshita, LS; Tamashiro, JY","3729","1976","11",NA,"Brazil","Estrada Alto Paraíso a Campo Belo, Km 17.",NA,"Trepadeira, flores lilás.; Campo rupestre.","UEC044276","UEC044276","28","Goiás",NA,NA,NA,NA,NA,NA,"2006",NA,NA,"09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-19 14:06:04-03","UFRPE","PEUFR","53369","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","G. Staples; T. Buril",NA,"A. Pott; V. J. Pott","11996","2004","10",NA,"Brasil","Rodovia BR 267, Km 537, 117Km Sw de Jardim a Porto Murtinho",NA,"erva erecta com xilopódio cilíndrico; flor rosa; corola de cor rosa esterenamente, tubo interno de cor vinho; frequente; potenical ornamental.","PEUFR053369",NA,"23","Mato Grosso do Sul","Jardim","-56.661361","-21.589306","430","430",NA,"2016",NA,NA,"06",NA,"56º39'40.9W","21º35'21.5S",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:21:26-03","MBM","MBM","28605","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardn.","Falcão, J.I.",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","33054","1973","07","Southern America","Brazil","Capão Redondo",NA,NA,"MBM028605","MBM028605","11","Mato Grosso","Camapuã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:21:26-03","MBM","MBM","67176","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardn.","Simão-Bianchini, R.",NA,"Fiedler, L.","60","1980","09","Southern America","Brazil","Barragem São Bartolomeu, Brasília",NA,NA,"MBM067176","MBM067176","26","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:21:26-03","MBM","MBM","28599","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardn.","Falcão, J.I.",NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","33234","1973","11","Southern America","Brazil","Rod. BR-364",NA,NA,"MBM028599","MBM028599","15","Mato Grosso","Alto Garças","-53.5280990600586","-16.9438991546631",NA,NA,NA,NA,"58359","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:21:26-03","MBM","MBM","23600","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardn.","Kuhlmann, J.G.",NA,"Macedo, A.","258","1944","02","Southern America","Brazil","Campina Verde, Fazenda João Felisberto",NA,NA,"MBM023600","MBM023600","02","Minas Gerais","Campina Verde","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,"79993","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-01 15:28:09-03","PUC-RIO","FCAB","5025","PreservedSpecimen","Plantae",NA,"Angiospermae","Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","R. Simão Bianchini",NA,"J. Semir","20465","1987","07",NA,"Brasil","Serra dos Pirineus",NA,"Obs:Erva com 30 cm. Flores arroxeadas.&nf;&nf;Outros coletores: S.T.A.Miotto; A.B.Martins; L.Medeiros; M.F.de Salis;&nf;C.R.S.D.da Fonseca; C.S.Zickel; L.A.V.Pereira","005025",NA,"07","Goiás","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,"1996","40887","auto","07","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 12:53:34-03","MNHN","RECOLNAT_MNHN_P","P03536112","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Hassler, E.",NA,NA,"10",NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú': In altoplanitie et decliviis 'Sierra de Maracayú'","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536112' target='other'> <mi>dwc_moreinfo</mi></a>","P03536112","P03536112_01 P03536112_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5007",NA,NA,NA,NA,NA,NA
"34","2015-09-04 12:53:15-03","MNHN","RECOLNAT_MNHN_P","P03536443","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Glaziou, A.",NA,"1894","10",NA,"Brasil","Brésil, Goyaz, Guariroba dans les Campos. Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536443' target='other'> <mi>dwc_moreinfo</mi></a>","P03536443","P03536443_01","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21790",NA,NA,NA,NA,NA,NA
"35","2015-09-04 12:53:15-03","MNHN","RECOLNAT_MNHN_P","P03536444","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Glaziou, A.",NA,"1894","11",NA,"Brasil","Brésil, Goyaz, Sitio de Chico Lobo, [à notre impement]. Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536444' target='other'> <mi>dwc_moreinfo</mi></a>","P03536444","P03536444_01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21791",NA,NA,NA,NA,NA,NA
"36","2015-09-04 12:53:35-03","MNHN","RECOLNAT_MNHN_P","P03536448","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,"isotype","Gardner, G.",NA,"1841",NA,NA,"Brésil","Province de Goyas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536448' target='other'> <mi>dwc_moreinfo</mi></a>","P03536448","P03536448_01 P03536448_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355",NA,NA,NA,NA,NA,NA
"37","2015-09-04 12:53:35-03","MNHN","RECOLNAT_MNHN_P","P03536449","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,"isotype","Gardner, G.",NA,"1841",NA,NA,"Brésil","Province de Goyas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536449' target='other'> <mi>dwc_moreinfo</mi></a>","P03536449","P03536449_01 P03536449_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355",NA,NA,NA,NA,NA,NA
"38","2015-09-04 12:53:35-03","MNHN","RECOLNAT_MNHN_P","P03536451","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Hassler, E.",NA,NA,"10",NA,"Paraguay","Iter ad 'Yerbales' montium 'Sierra de Maracayú': In altoplanitie et decliviis 'Sierra de Maracayú'","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536451' target='other'> <mi>dwc_moreinfo</mi></a>","P03536451","P03536451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5007",NA,NA,NA,NA,NA,NA
"39","2015-09-04 12:52:54-03","MNHN","RECOLNAT_MNHN_P","P03537064","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,"isotype","Gardner, G.",NA,"1841",NA,NA,"Brésil","Province de Goyas","hb","Don de l'Université de Caen reçu le 6 novembre 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03537064' target='other'> <mi>dwc_moreinfo</mi></a>","P03537064","P03537064_01 P03537064_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355",NA,NA,NA,NA,NA,NA
"40","2015-09-04 12:50:10-03","MNHN","RECOLNAT_MNHN_P","P03538051","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","Simao-Bianchini","isotype","Gardner, G.",NA,"1841",NA,NA,"Brésil","Province de Goyas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03538051' target='other'> <mi>dwc_moreinfo</mi></a>","P03538051","P03538051_01 P03538051_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3355",NA,NA,NA,NA,NA,NA
"41","2015-10-27 01:33:52-02","MNHN","RECOLNAT_MNHN_P","P03878900","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","Wood",NA,"Orbigny, A.D. d'",NA,NA,"9",NA,"Bolivie","Prov. de Chiquitos, innediasion de Santiago","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03878900' target='other'> <mi>dwc_moreinfo</mi></a>","P03878900","P03878900_01 P03878900_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"928",NA,NA,NA,NA,NA,NA
"42","2015-11-20 14:48:25-02","MNHN","RECOLNAT_MNHN_P","P03878901","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner","Wood",NA,"Orbigny, A.D. d'",NA,NA,"9",NA,"Bolivie","Prov. de Chiquitos, innediasion de Santiago","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03878901' target='other'> <mi>dwc_moreinfo</mi></a>","P03878901","P03878901_01 P03878901_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"928",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:34:45-03","UFMG","BHCB","199056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","hirsutissima","Ipomoea hirsutissima","Gardner",NA,NA,"Brina, AE","s.n.","2018","02","Southern America","Brasil","Serra de Ouro Branco",NA,"Coordenadas aproximadas","BHCB199056",NA,"22","Minas Gerais","Ouro Branco","-43.705","-20.481667","1337","1337",NA,"2018",NA,NA,"03",NA,"-43.705","-20.481667",NA,NA,NA,NA,NA,NA,NA
