"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"53","2020-09-12 05:00:02-03","US","US","2438660","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"M. Kuhlmann","4449","1958","9","3","Brazil","São Paulo","Santos","Margem da rodovia Anchieta. Na baixada.","-46.3300018310547","-23.9599990844727",NA,NA,NA,"US01905871","US01905871_01 US01905871_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"54","2020-09-12 05:00:02-03","US","US","2780081","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","1141","1966","4","30","Brazil","São Paulo",NA,"Campo Grande (via férrea São Paulo-Santos), Estação Biológica.",NA,NA,NA,NA,NA,"US01905864","US01905864_01 US01905864_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"55","2020-09-12 05:00:02-03","US","US","2538658","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"M. Kuhlmann","4483","1959","3","4","Brazil","São Paulo","Santo André","Estação Biológica","-46.5299987792969","-23.6599998474121",NA,NA,NA,"US01905870","US01905870_01 US01905870_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"56","2020-09-12 05:00:02-03","US","US","2748574","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"R. Kummrow","549","1974","4","11","Brazil","Paraná","Matinhos","Caioba, Morro do Boi","-48.5428009033203","-25.8174991607666",NA,NA,NA,"US01905860","US01905860_01 US01905860_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"57","2020-09-12 05:00:02-03","US","US","2403715","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","9053","1962","2","27","Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,NA,"US01905866","US01905866_01 US01905866_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"58","2020-09-12 05:00:02-03","US","US","2438661","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"M. Kuhlman","4448","1958","11","3","Brazil","São Paulo","Santos","Margem da rodovia Anchieta","-46.3300018310547","-23.9599990844727",NA,NA,NA,"US01905872","US01905872_01 US01905872_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"59","2020-09-12 05:00:02-03","US","US","2340613","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"R. Reitz & D. Klein","6496","1958","2","27","Brazil","Santa Catarina","Garuva","Três Barras, Garuva, S. Francisco do Sul","-48.8549995422363","-26.0266990661621",NA,NA,NA,"US01905877","US01905877_01 US01905877_02",NA,"Myrtales","South America - Neotropics","10",NA,NA,"22441","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"60","2020-09-12 05:00:02-03","US","US","3314323","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","2321","1984","4","6","Brazil","São Paulo","São Paulo","Cultivada no Jardim Botânico em São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"US01905855","US01905855_01 US01905855_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"61","2020-09-12 05:00:02-03","US","US","2631373","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"J. C. Lindeman & J. H. Haas","2634","1966","10","3","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"US01905862","US01905862_01 US01905862_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"62","2020-09-12 05:00:02-03","US","US","2404849","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"R. Reitz & D. Klein","12047","1962","1","24","Brazil","Paraná","Campo Largo","Beira da estrada","-49.5283012390137","-25.4585990905762",NA,NA,NA,"US01905869","US01905869_01 US01905869_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"63","2020-09-12 05:00:02-03","US","US","2784291","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","37036","1975","9","11","Brazil","Paraná","Antonina","Rio do Nunes.","-48.7118988037109","-25.4286003112793",NA,NA,NA,"US01905859","US01905859_01 US01905859_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"64","2020-09-12 05:00:02-03","US","US","2438681","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","758","1958","4","18","Brazil","São Paulo",NA,"Alto da Serra, estrada do Vergueiro",NA,NA,NA,NA,NA,"US01905874","US01905874_01 US01905874_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"65","2020-09-12 05:00:02-03","US","US","2405287","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","8840","1962","2","22","Brazil","Paraná",NA,"Furnas",NA,NA,NA,NA,NA,"US01905868","US01905868_01 US01905868_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"66","2020-09-12 05:00:02-03","US","US","2405286","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","8840","1962","2","22","Brazil","Paraná",NA,"Paranai, Furnas.",NA,NA,NA,NA,NA,"US01905867","US01905867_01 US01905867_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"67","2020-09-12 05:00:02-03","US","US","2627357","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","756","1958","4","4","Brazil","São Paulo",NA,"Cultivada.",NA,NA,NA,NA,NA,"US01905876","US01905876_01 US01905876_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"68","2020-09-12 05:00:02-03","US","US","2438678","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"O. Handro","770","1958","4","30","Brazil","São Paulo","Moji das Cruzes","Próximo de Casa Grande.","-46.1883010864258","-23.5228004455566",NA,NA,NA,"US01905873","US01905873_01 US01905873_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"69","2020-09-12 05:00:02-03","US","US","2574382A","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","24411","1970","6","19","Brazil","Paraná","Paranaguá","Col. Quintilha.","-48.5092010498047","-25.5200004577637",NA,NA,NA,"US01905861","US01905861_01 US01905861_02",NA,"Myrtales","South America - Neotropics","50",NA,NA,"24916","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"70","2020-09-12 05:00:02-03","US","US","2849690","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"L. Dombrowski & P. S. Neto","7526","1977","8","3","Brazil","Paraná","Morretes","CPE","-48.834400177002","-25.476900100708",NA,NA,NA,"US01905857","US01905857_01 US01905857_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"71","2020-09-12 05:00:02-03","US","US","3239365","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"R. Romero","307","1991","5","11","Brazil","São Paulo","Ubatuba","Picinguaba, trilha do Morro do Corsário","-45.0699996948242","-23.4300003051758",NA,NA,NA,"US01905852","US01905852_01 US01905852_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"72","2020-09-12 05:00:02-03","US","US","3241119","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"G. Hatschbach","57923","1992","10","9","Brazil","São Paulo",NA,"Rodovia BR-116, trevo para Pariquera-açu",NA,NA,NA,NA,NA,"US01905851","US01905851_01 US01905851_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"73","2020-09-02 16:33:22-03","Cenargen","CEN","69604","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","S. A. C. Chiea","D. A. De Grande","269","1979","03","05","Brasil","SP","CANANEIA","Ilha do Cardoso, próximo aos laboratórios.","-47.9199981689453","-25.0100002288818",NA,NA,"Árvore com cerca de 5 m de altura. Flores roxo avermelhado. Doação do Instituto de Botânica-SP.","CEN00069604","CEN00069604",NA,NA,NA,NA,NA,"Exsicatas","37574","auto","1985","10",NA,NA,NA,"1",NA,NA
"74","2019-12-09 17:30:17-03","UFPR","EFC","7483","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Kuniyoshi, Y.S.; Nogueira, A.C.; Barddal, M.L.","6074","1997","08","27","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5558","-25.5917","-48.5558","-25.5917","Árvore 2-3m, pequeno porte, em capoeira de restinga, solo podzol não hidromórfico, flores roxas-anil __COMMOM_NAME__: Jacatirão","EFC007483",NA,NA,NA,NA,"20","20",NA,NA,NA,"2007","09","01",NA,NA,NA,NA,NA
"75","2019-12-09 17:30:17-03","UFPR","EFC","5924","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Gatti, G.; Schütz, A.L.","27","1996","09","13","Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5558","-25.5917","-48.5558","-25.5917","Árvore 5 m, com flores roxas e frutos __COMMOM_NAME__: Quaresmeira","EFC005924",NA,NA,NA,NA,"20","20",NA,NA,NA,"2007","09","01",NA,"PARATIPO",NA,NA,NA
"76","2019-12-09 17:30:17-03","UFPR","EFC","4541","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Lima, R.X.; Buck-Silva, L.; Svolenski, A.C.","298","1995","02","16","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,"__COMMOM_NAME__: Jacatirão","EFC004541",NA,NA,NA,NA,NA,NA,NA,"37295","auto","2013","10","30",NA,"PARATIPO",NA,NA,NA
"77","2019-12-09 17:30:17-03","UFPR","EFC","4502","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Kuniyoshi, Y.S.; Tiepolo, G.; Svolenski, A.C.","5616","1995","10","25","Brasil","Paraná","Morretes","Rio Passa Sete","-48.834400177002","-25.476900100708",NA,NA,"Árvore próxima a caxetal. Flores roxas. __COMMOM_NAME__: Jacatirão","EFC004502",NA,NA,NA,NA,NA,NA,NA,"30514","auto","2007","09","01",NA,"PARATIPO",NA,NA,NA
"78","2019-12-09 17:30:17-03","UFPR","EFC","11438","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Völtz, R.R.","12","2009","02","15","Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2977","-25.1752","-48.2977","-25.1752","Arvoreta 4 m alt. localizada em capoeira na planície aluvial do rio Morato. Flores de cor púrpura. Altitude aprox. 20 m s.n.m. __COMMOM_NAME__: Manacá da serra, Jacatirão","EFC011438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","30",NA,NA,NA,NA,NA
"79","2019-12-09 17:30:17-03","UFPR","EFC","7379","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Tiepolo, G.","750",NA,NA,NA,"Brasil","Paraná","Piraquara","Morro do Canal","-48.9865","-25.5145","-48.9865","-25.5145","Árvore, botões florais e flores róseo-esbranquiçadas. __COMMOM_NAME__: Quaresmeira","EFC007379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","09","01",NA,NA,NA,NA,NA
"80","2019-12-09 17:30:17-03","UFPR","EFC","2023","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Kuniyoshi, Y.S.; Ziller, S.R.","5375","1989","08","30","Brasil","Paraná","Paranaguá","Rod. Alexandra Matinhos Km 28","-48.5092010498047","-25.5200004577637",NA,NA,"Árvore em bordadura de caxetal, solo orgânico. Frutos e Flores arroxeadas. __COMMOM_NAME__: Jacatirão","EFC002023",NA,NA,NA,NA,NA,NA,NA,"24916","auto","2007","09","01",NA,"PARATIPO",NA,NA,NA
"81","2019-11-13 11:26:01-03","USP","SPF","65865","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, P","Handro, O","758","1958","04","18","Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,NA,"SPF00065865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-13 11:26:01-03","USP","SPF","83353","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, PJF","Handro, O","1141","1966","04","30","Brasil","São Paulo",NA,"Campo Grande (via Férrea São paulo -Santos), Estação Biológica.",NA,NA,NA,NA,NA,"SPF00083353",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:26:01-03","USP","SPF","83352","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Guimarães, PJF","Handro, O","770","1958","04","30","Brasil","São Paulo","Mogi das Cruzes",NA,"-46.1883010864258","-23.5228004455566",NA,NA,NA,"SPF00083352",NA,NA,NA,NA,NA,NA,NA,"28666","auto","2007",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:26:01-03","USP","SPF","83345","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Pirani, JR","Handro, O","1094","1964","08","25","Brasil","São Paulo","Paraibuna",NA,"-45.6599998474121","-23.3799991607666",NA,NA,NA,"SPF00083345",NA,NA,NA,NA,NA,NA,NA,"30824","auto","2014","03",NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:26:01-03","USP","SPF","85497","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Pirani, JR","Kuhlmann, M","4449",NA,NA,NA,"Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,"SPF00085497",NA,NA,NA,NA,NA,NA,NA,"26836","auto","2014",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:26:01-03","USP","SPF","81170","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Brade, AC","Handro, O","756","1958","04","04","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00081170",NA,NA,NA,NA,NA,NA,NA,"53584","auto","1958","04",NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:26:01-03","USP","SPF","105412","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Chiea, SAC","Handro, O","2321","1984","04","06","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00105412",NA,NA,NA,NA,NA,NA,NA,"53584","auto","1988","04",NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:26:01-03","USP","SPF","15853","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Hoehne, W","Hoehne, W","s.n.","1959","12","03","Brasil","São Paulo","São Paulo","Pacaembú.","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SPF00015853",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:26:01-03","USP","SPF","77118","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Romero, R","Romero, R","277","1991","04","13","Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00077118",NA,NA,NA,NA,NA,NA,NA,"34265","auto","1993","03",NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:26:01-03","USP","SPF","77122","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Romero, R","Romero, R","307","1991","05","11","Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"SPF00077122",NA,NA,NA,NA,NA,NA,NA,"34265","auto","1993","03",NA,NA,NA,NA,NA,NA
"91","2014-04-04 18:27:54-03","PNFM","IRAI","2766","S","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","Meyer, F.S.","Kuchler, R.M.","280","2010","08","22","Brasil","Paraná","Guaratuba","Avenida Paraná, Nereidas","-48.591389","-25.929722","-48.591389","-25.929722","Arbusto, 2 m, flor lilás","IRAI00002766",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,"2013","03","20",NA,NA,NA,NA,NA
"92","2021-03-25 13:52:41-03","UNIVILLE","JOI","9534","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meirelles, J","Meirelles, J.","397","2009","09","11","Brasil","Paraná","Antonina","Reserva do Cachoeira.","-48.7118988037109","-25.4286003112793",NA,NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI009534",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-25 13:52:41-03","UNIVILLE","JOI","4785","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","F.C.S. Vieira","1243","2005","09","05","Brasil","Santa Catarina","Garuva","Monte Crista, rio do Cristo.","-48.8549995422363","-26.0266990661621",NA,NA,"; HABITAT: mata ciliar; HABITO: arvoreta, terrestre; TIPO VEGETACIONAL: FODTB","JOI004785",NA,NA,NA,NA,"30","30",NA,"22441","auto","2008","02","05",NA,NA,NA,NA,NA
"94","2021-03-25 13:52:41-03","UNIVILLE","JOI","7277","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","T. Maia","T. Maia","8","2008","05","08","Brasil","Santa Catarina","Joinville","Jardim Botânico.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"JOI007277",NA,NA,NA,NA,NA,NA,NA,"37150","auto","2008","01","01",NA,NA,NA,NA,NA
"95","2021-03-25 13:52:41-03","UNIVILLE","JOI","8166","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meirelles, J","Meirelles, J.","200","2008","08","15","Brasil","Santa Catarina","Joinville","Jardim Botânico de Joinville, Campus Universitário.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITAT: mata secundária; HABITO: arvoreta; TIPO VEGETACIONAL: FODTB","JOI008166",NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-25 13:52:41-03","UNIVILLE","JOI","4804","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","F.C.S. Vieira","155","2003","12","01","Brasil","Santa Catarina","Joinville","Morro do Finder.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITAT: capoeira; HABITO: arvoreta, terrestre; TIPO VEGETACIONAL: terras baixas","JOI004804",NA,NA,NA,NA,"20","20",NA,"37150","auto","2007","09","26",NA,"Paratipo",NA,NA,NA
"97","2021-03-25 13:52:41-03","UNIVILLE","JOI","4807","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","F.C.S. Vieira","225","2004","02","28","Brasil","Santa Catarina","Joinville","Sambaqui Guaíra.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITAT: restinga; HABITO: árvore, terrestre","JOI004807",NA,NA,NA,NA,"5","5",NA,"37150","auto","2008","02","28",NA,NA,NA,NA,NA
"98","2021-03-25 13:52:41-03","UNIVILLE","JOI","9619","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","Meyer, F.S.","410","2007","09","16","Brasil","Santa Catarina","São Francisco do Sul","Arredores do Centro de Estudos e Pesquisas Ambientais - CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,"; HABITAT: beira da estrada da Vila; TIPO VEGETACIONAL: Transição manguezal-restinga","JOI009619",NA,NA,NA,NA,NA,NA,NA,"23627","auto","2010","03","16",NA,NA,NA,NA,NA
"99","2021-03-25 13:52:41-03","UNIVILLE","JOI","9615","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","Meyer, F.S.","415","2007","09","16","Brasil","Santa Catarina","São Francisco do Sul","Arredores do CEPA Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,"; HABITAT: beira da estrada; HABITO: arbusto; TIPO VEGETACIONAL: FODTB","JOI009615",NA,NA,NA,NA,NA,NA,NA,"23627","auto","2010","03","16",NA,NA,NA,NA,NA
"100","2021-03-25 13:52:41-03","UNIVILLE","JOI","4806","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","F.C.S. Vieira","220","2004","02","23","Brasil","Santa Catarina","São Francisco do Sul","CEPA, Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,"; HABITAT: Restinga palustre; HABITO: árvore, terrestre","JOI004806",NA,NA,NA,NA,"5","5",NA,"23627","auto","2007","09","26",NA,NA,NA,NA,NA
"101","2021-03-25 13:52:41-03","UNIVILLE","JOI","4800","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli","Cogn.","Meyer, F.S.","F.C.S. Vieira","114","2003","11","02","Brasil","Santa Catarina","São Francisco do Sul","CEPA, Vila da Glória.","-48.6380996704102","-26.2432994842529",NA,NA,"; HABITAT: restinga; HABITO: árvore, terrestre","JOI004800",NA,NA,NA,NA,"5","5",NA,"23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-10-07 09:34:45-03","UEFS","HUEFS","172435","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Britez, R.M.","1065","1986","11","07","Brasil","Paraná","Paranaguá","Estação Ecológica, Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,"Floresta na base do Morro da Baleia.","HUEFS0172435","HUEFS0172435","Angiospermae","Myrtales",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA
"103","2015-03-07 08:56:11-03","F","FMNH-SEEDPLANTS","V0138592F","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0138592F","V0138592F_01","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"104","2018-05-14 16:42:26-03","F","FMNH-SEEDPLANTS","V0180119F","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii",NA,"RRC ID Flag","D. A. De Grande","269",NA,NA,NA,"Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0180119F","V0180119F_01 V0180119F_02","Spermatophyta",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"269",NA,NA,"Dicotyledoneae",NA
"105","2019-01-25 15:35:25-02","IAC","IAC","43944","S","Plantae","Melastomataceae-2.Melastomoideae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.","S.A.C. Chiea","S.A.C. Chiea","4085","1957","05","15","Brasil","São Paulo","São Bernardo do Campo","Serra do Mar","-46.565","-23.6939","-46.565","-23.6939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983","05","15",NA,NA,NA,NA,NA
"106","2020-07-23 12:13:43-03","CEPLAC","CEPEC","65943","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnelli","Tibouchina regnelli",NA,"S. A. C. Chiea","O. Handro","2321","1984","04","08","Brasil","São Paulo","SÃO PAULO","Jardim Botanico de Sao Paulo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,"30/04/1988"
"107","2020-08-20 14:58:08-03","UFSC","FLOR","36521","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","regnellii","Tibouchina regnellii","Cogn.",NA,"Kuhlmann, M.","4380","1958","04","17","Brasil","São Paulo","São Bernardo do Campo","Serra do Mar.","-46.560001373291","-23.6900005340576",NA,NA,NA,"FLOR0036521",NA,NA,"Myrtales",NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
