"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"277","2019-06-10 10:11:17-03","FZB-BH","BHZB","2764","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes",NA,"C. Proença, Herbário UB","Ordones, J.","655","2000","12","16",NA,"Brasil","MG","Catas Altas","Caraça/ Buraco da Boiada","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-06-10 10:11:17-03","FZB-BH","BHZB","4320","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes",NA,"M. Sobral","Mendonça, M.P. et al.",NA,"2003","09","30",NA,"Brasil","MG","Nova Lima","Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Canga",NA,NA,NA,NA,"29211","auto","2004","09","11",NA,NA,NA,NA,NA,NA,NA
"279","2019-06-10 10:11:17-03","FZB-BH","BHZB","8928","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes",NA,NA,"Ordones, J. et al.",NA,"2012","08","17",NA,"Brasil","MG","Belo Horizonte","FZBJB - Coleção Cerrado","-43.937801361084","-19.9207992553711",NA,NA,NA,"Procedência: área da estrada , Santana do Riacho à Serro. Resgate . APA Pedreira",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-06-10 10:11:17-03","FZB-BH","BHZB","7548","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes cf.","Myrcia rufipes cf.",NA,NA,"Rezende, S.G.","3019","2008","11","06",NA,"Brasil","MG","Ouro Preto","Próximo à Mina de Fábrica","-43.844722","-20.421667","1075","1075",NA,"Em estágio avançado de regeneração. Doada pela SETE Soluções Consultoria. Lat. 20º 25' 18'' S; Long. 43º 50' 41'' O; 1075m. Com duplicata.",NA,NA,"43W 50' 41''","20S 25' 18''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-01-26 13:56:47-03","IMA","MAC","41699","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","D.F.Lima","I.A.Bayma","s.n.","2009","09","11",NA,"Brasil","Tocantins","Ponte Alta do Tocantins","Margem de estrada em construção, zona rural.","-47.900278","-11.244167",NA,NA,NA,"Árvore ca 4m de altura. Flores esbranquiçadas e botões verdes.; Cerrado, campo sujo.","MAC0041699","MAC0041699","-47.900278","-11.244167",NA,NA,"2019","10",NA,NA,NA,NA,NA,NA,NA,NA
"282","2014-12-23 12:41:00-02","UNIVILLE","JOIW","154","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"G.C.T.Ceccantini","2842","2006","06","25",NA,"Brasil","MG","Matozinhos","Fazenda Castelo de Jagoara,mata ciliar próx. ao açude","-43.986833","-19.476667","660","660",NA,"Arvoreta, h=1,5m., DB=2cm. Frutos avermelhados",NA,NA,"43º59'12,6'' W","19º28'36'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2014-12-23 12:41:00-02","UNIVILLE","JOIW","385","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"G.C.T.Ceccantini","2983","2006","12","02",NA,"Brasil","MG","Matozinhos","Mata Jagoara Velha. Borda de Mata Semidecídua em transição com Cerradão","-43.987556","-19.473278","644","644",NA,"Árvore, h=3m., CAP= 17cm. Frutos vermelhos e pretos (maduros)",NA,NA,"43º59'15,2'' W","19º28'23,8'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2014-09-09 14:08:44-03","UNIVILLE","JOIW","349","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M.F.Santos","J.C.F.Melo Jr.","596","2006","10","24",NA,"Brasil","MG","Matozinhos","Cerrado IBAMA","-43.882333","-19.50775","758","758",NA,"Arvore, h=2,20m, DAP=4cm. Frutos vermelhos a negros. Madeira de ramo principal coletada",NA,NA,"43º52'56,4'' W","19º30'27,9'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-03-03 13:56:22-03","UFF","NIT","NIT10479","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","T. Fernandes, J.E.Q. Faria, T.N.C. Vasconcelos","303","2018","09","04",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, próximo a Joaquim Felício.","-44.191944","-17.707778","1019","1019",NA,"Sub-arbusto, 30 cm. Folhas pilosas na face abaxial, botões verdes.","NIT00001713",NA,"44º11'31''W","17º42'28''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-03-03 13:56:22-03","UFF","NIT","NIT10492","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","T. Fernandes, J.E.Q. Faria, T.N.C. Vasconcelos","321","2018","09","06",NA,"Brasil","Minas Gerais","Capivari","Capivari, campo rupestre.","-43.417778","-18.394167","1232","1232",NA,"Arbusto, 50 cm. Indumento alaranjado nos ramos e inflorescência.","NIT00001726",NA,"43º25'4''W","18º23'39''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-03 13:56:22-03","UFF","NIT","NIT10493","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","T. Fernandes, J.E.Q. Faria & T.N.C. Vasconcelos","T. Fernandes, J.E.Q. Faria, T.N.C. Vasconcelos","317","2018","09","05",NA,"Brasil","Minas Gerais","Diamantina","Mendanha, margem da rodovia Rodovia Oscár Von Bentzen Rodrigues.","-43.514444","-18.174722","1063","1063",NA,"Sub-arbusto, 50 cm. Folhas discolores, flores verdes.","NIT00001727",NA,"43º30'52''W","18º10'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2014-07-30 10:41:04-03","CITSF","HXBH","015157","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes dc.","Myrcia rufipes dc.",NA,"Meyer, S. T.","Teixeira, M. C. B. et al.",NA,"2000","08","08",NA,"BR","MG","Barão de Cocais","Fazenda Outra Banda","-43.4872","-19.9458",NA,NA,NA,NA,NA,NA,NA,NA,"21378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2021-02-25 10:13:08-03","CVRD","CVRD","12782","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas, E.& Araujo, A.C.","Folli, D.A.","6499","2009","12","08","América do Sul","BRASIL","ES","Pinheiros",NA,"-40.139713","-18.370442","80","80",NA,"<ll>dwc_commonname:</ll> Murta branca","CVRD012782",NA,"-40,139713","-18,370442",NA,NA,"2011","09","01","Magnoliopsida",NA,NA,NA,NA,NA,NA
"290","2021-02-25 10:13:08-03","CVRD","CVRD","16720","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Geovane S. Siqueira","Mazine, F.F.","1301","2015","08","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Col. Adic.: T.B Flores, N.B.C. Almeida, K.S. Valdemarin <ll>dwc_commonname:</ll> Murta branca","CVRD016720",NA,NA,NA,"48094","auto","2020","02","04","Magnoliopsida",NA,NA,NA,NA,NA,NA
"291","2021-02-25 10:13:08-03","CVRD","CVRD","761","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lucas, E.& Araujo, A.C.","Silva, I.A.","246","1981","03","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Murta branca","CVRD000761",NA,NA,NA,"48094","auto","2011","09","01","Magnoliopsida",NA,NA,NA,NA,NA,NA
"292","2021-02-25 10:13:08-03","CVRD","CVRD","8070","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Eve Lucas","Luz, A.A. da","100","2003","01","23","América do Sul","BRASIL","MG","Santa Rita do Itueto",NA,"-41.3800010681152","-19.3596992492676",NA,NA,NA,"<ll>dwc_commonname:</ll> Murta branca","CVRD008070",NA,NA,NA,"22522","auto","2006","11","30","Magnoliopsida",NA,NA,NA,NA,NA,NA
"293","2020-09-12 05:00:02-03","US","US","2101769","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Aulomyrcia","crassifolia","Aulomyrcia crassifolia","O. Berg",NA,"B. Rambo",NA,"1950","3","6","South America - Neotropics","Brazil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"US01894628","US01894628_01 US01894628_02",NA,NA,"27350","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"294","2020-09-12 05:00:02-03","US","US","2027650","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","campestris","Myrcia campestris","DC.",NA,"R. M. Klein & Eq. Ecologia","39","1949","7","26","South America","Brazil","Santa Catarina",NA,"Mata do Azambuja. Brusque. Sta. Cat.",NA,NA,NA,NA,NA,NA,"US03052157","US03052157_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"295","2020-09-12 05:00:02-03","US","US","2842312","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","irwinii","Myrcia irwinii","Mattos & D. Legrand",NA,"H. S. Irwin, R. R. Santos, R. Souza & S. F. Fonsêca","22100","1969","1","16","South America - Neotropics","Brazil","Minas Gerais",NA,"ca.24km SW of Diamantina on road to Gouveia",NA,NA,"1300",NA,NA,NA,"US01892277","US01892277_01 US01892277_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"296","2020-09-12 05:00:02-03","US","US","3212383","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.",NA,"G. Hatschbach & C. Coczicki","33271","1973","11","15","South America - Neotropics","Brazil","Mato Grosso","Alto Araguaia","Arredores","-53.2153015136719","-17.3146991729736",NA,NA,NA,NA,"US01892776","US01892776_01 US01892776_02",NA,NA,"100273","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"297","2020-09-12 05:00:02-03","US","US","2958072","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"E. P. Heringer & C. T. Rizzini","17528","1979","9","5","South America - Neotropics","Brazil","Minas Gerais","João Pinheiro",NA,"-46.1725006103516","-17.7425003051758",NA,NA,NA,NA,"US01892851","US01892851_01 US01892851_02",NA,NA,"102029","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"298","2020-09-12 05:00:02-03","US","US","291226","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.",NA,"Warming, --","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,"US01892852","US01892852_01 US01892852_02",NA,NA,"12338","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"299","2020-09-02 16:34:01-03","Cenargen","CEN","72645","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rimosa","Myrcia rimosa","Cambess.","J. E. Q. Faria Júnior","Anderson Cássio Sevilha","4640","2007","11","03",NA,"Brasil","MG","RIO PARDO DE MINAS","Areião.","-42.469166","-15.494166","960","960","Exsicatas","Alto de chapada. Local de extrativismo de Caryocar brasiliense e Hancornia speciosa.","CEN00072645","CEN00072645","-42.469166","-15.494166",NA,NA,"2015","10",NA,NA,NA,NA,NA,NA,"4",NA
"300","2020-09-02 16:33:57-03","Cenargen","CEN","92648","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","aff. rufipes","Myrcia aff. rufipes","DC.",NA,"Guilherme de M. Antar","485","2014","09","18",NA,"Brasil","TO","MATEIROS","Parque Estadual do Jalapão. Estrada para cachoeira do Formiga.","-46.500833","-10.356388","520","520","Exsicatas","Hipanto vináceo, cálice creme. Doação Universidade de São Paulo - Herbário SPF.","CEN00092648","CEN00092648","-46.500833","-10.356388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"301","2020-09-02 16:34:01-03","Cenargen","CEN","92652","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","M. F. Santos","Guilherme de M. Antar","500","2014","09","18",NA,"Brasil","TO","MATEIROS","Estrada Mateiros-São Felix do Tocantins.","-46.491111","-10.413611","492","492","Exsicatas","Perianto creme. Doação Universidade de São Paulo - Herbário SPF.","CEN00092652","CEN00092652","-46.491111","-10.413611",NA,NA,"2015","02",NA,NA,NA,NA,NA,NA,"1",NA
"302","2020-09-02 16:34:01-03","Cenargen","CEN","93689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","F. F. M. Santos","Francisco Ferreira de Miranda Santos","563","2015","12","15",NA,"Brasil","GO","AGUA FRIA DE GOIAS","JL. Lat. 15.072.142 S e Long. 47.880.860 W","-47.7841987609863","-14.9856004714966","748","748","Exsicatas","Mata sempre verde. Doação Flora da Área de Influência Direta da Futura PCH Cocal (Água Fria - GO)","CEN00093689","CEN00093689 CEN00093689_1",NA,NA,"38359","auto","2015","12",NA,NA,NA,NA,NA,NA,"1",NA
"303","2019-11-13 11:27:11-03","USP","SPF","117187","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Conceição, AA","PCD2453","1996","03","16",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.141944","-11.761667","991","991",NA,NA,"SPF00117187",NA,"-41.141944","-11.761667",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"304","2019-11-13 11:27:11-03","USP","SPF","130108","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Nic Lughadha, E","PCD6062","1997","03","05",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-40.996111","-11.620833","879","879",NA,NA,"SPF00130108",NA,"-40.996111","-11.620833",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"305","2019-11-13 11:27:11-03","USP","SPF","130120","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Giulietti, AM","PCD6072","1997","03","06",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.118611","-11.722222","886","886",NA,NA,"SPF00130120",NA,"-41.118611","-11.722222",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-13 11:27:11-03","USP","SPF","141362","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Nic Lughadha, E","177","1999","02","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.019133","-19.152933","20","30",NA,NA,"SPF00141362",NA,"-40.019133","-19.152933",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-13 11:27:11-03","USP","SPF","142593","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Lima, LR","127","2000","08","23",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,"1200","1200",NA,NA,"SPF00142593",NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-13 11:27:11-03","USP","SPF","148206","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, ML","Lombardi, JA","4077","2000","10","18",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.340833","-18.1125",NA,NA,NA,NA,"SPF00148206",NA,"-43.340833","-18.1125",NA,NA,"2001","01",NA,NA,NA,NA,NA,NA,NA,NA
"309","2019-11-13 11:27:11-03","USP","SPF","160905","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Sobral, M","Lombardi, JA","4944","2002","09","26",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo","Estação Ambiental de Peti","-43.369556","-19.883333",NA,NA,NA,NA,"SPF00160905",NA,"-43.369556","-19.883333",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2019-11-13 11:27:11-03","USP","SPF","162128","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Lombardi, JA","4457","2001","10","20",NA,"Brasil","Minas Gerais","Montes Claros",NA,"-43.86","-16.936667",NA,NA,NA,NA,"SPF00162128",NA,"-43.86","-16.936667",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-11-13 11:27:11-03","USP","SPF","169815","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Mello-Silva, R","2746","2004","12","21",NA,"Brasil","Minas Gerais","Botumirim","Serra da Canastra","-43.040556","-16.858056","1350","1350",NA,NA,"SPF00169815",NA,"-43.040556","-16.858056",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-13 11:27:11-03","USP","SPF","174286","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Lovo, J","118","2005","10","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.626944","-18.192306","1089","1089",NA,NA,"SPF00174286",NA,"-43.626944","-18.192306",NA,NA,"2006","12",NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-13 11:27:11-03","USP","SPF","183396","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Mello-Silva, R","3037","2007","11","19",NA,"Brasil","Minas Gerais","Botumirim",NA,"-42.9925","-16.876667","721","721",NA,NA,"SPF00183396",NA,"-42.9925","-16.876667",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-13 11:27:11-03","USP","SPF","178301","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Melo Jr, JCF","596","2006","10","24",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.899","-19.50775","758","758",NA,NA,"SPF00178301",NA,"-43.899","-19.50775",NA,NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-13 11:27:11-03","USP","SPF","183397","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Mello-Silva, R","3070","2007","11","20",NA,"Brasil","Minas Gerais","Botumirim","Serra da Canastra","-43.043333","-16.8525","1323","1323",NA,NA,"SPF00183397",NA,"-43.043333","-16.8525",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-13 11:27:11-03","USP","SPF","184020","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","2983","2006","12","02",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.987556","-19.473278",NA,NA,NA,NA,"SPF00184020",NA,"-43.987556","-19.473278",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-13 11:27:11-03","USP","SPF","184022","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","3172","2007","10","12",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.955611","-19.507583","809","809",NA,NA,"SPF00184022",NA,"-43.955611","-19.507583",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-13 11:27:11-03","USP","SPF","184023","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","3143","2007","10","08",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.983056","-19.470556","685","685",NA,NA,"SPF00184023",NA,"-43.983056","-19.470556",NA,NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-13 11:27:11-03","USP","SPF","192159","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","3143","2007","10","08",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.983056","-19.470556","685","685",NA,NA,"SPF00192159",NA,"-43.983056","-19.470556",NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-13 11:27:11-03","USP","SPF","192161","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","3156","2007","10","10",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.961278","-19.462083","652","652",NA,NA,"SPF00192161",NA,"-43.961278","-19.462083",NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-13 11:27:11-03","USP","SPF","192163","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Ceccantini, GCT","3172","2007","10","12",NA,"Brasil","Minas Gerais","Matozinhos",NA,"-43.955611","-19.507583","809","809",NA,NA,"SPF00192163",NA,"-43.955611","-19.507583",NA,NA,"2008","08",NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-13 11:27:11-03","USP","SPF","195756","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Paula-Souza, J","8687","2006","10","17",NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.5381","-14.1367","1150","1150",NA,NA,"SPF00195756",NA,"-47.5381","-14.1367",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-03-15 18:29:02-03","USP","SPF","210690","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Araújo, AC; Lucas, EJ","Zappi, DC","2274","2009","07","29",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Próximo à Cachoeira do Quartel, Capela de São José.","-43.776079","-18.991437",NA,NA,NA,"Arbusto 1,5 m alt., botões verdes, flores creme. DNA.; Cerrado perturbado com solo laterítico erodido, com Caryocar brasiliensis, Pouteria racemosa, Mimosa sp.","SPF00210690",NA,"-43.776079","-18.991437",NA,NA,"2011","08","23",NA,NA,NA,NA,NA,NA,NA
"324","2019-11-13 11:27:11-03","USP","SPF","214693","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Flores, TB","819","2010","09","14",NA,NA,NA,NA,"Serra do Cipó","-43.550833","-19.273611","1183","1183",NA,NA,"SPF00214693",NA,"-43.550833","-19.273611",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-11-13 11:27:11-03","USP","SPF","21931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, ML","Hensold, N","CFCR2682","1981","12","03",NA,"Brasil","Minas Gerais",NA,"Estrada Diamantina-Milho Verde, a 33 Km de Diamantina.",NA,NA,NA,NA,NA,NA,"SPF00021931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-13 11:27:11-03","USP","SPF","22015","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Giulietti, AM","CFCR2490","1981","10","31",NA,"Brasil","Minas Gerais",NA,"Estrada Diamantina-Biribiri, a 14 Km de Diamantina.",NA,NA,"1006","1006",NA,NA,"SPF00022015",NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-03-15 18:29:02-03","USP","SPF","223642","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Santos, MF","Giaretta, A","1454","2014","12","30",NA,"Brasil","Minas Gerais","São Thomé das Letras","Cachoeira Paraíso. Beira de estrada.","-44.987083","-21.761389",NA,NA,NA,"Arbusto ca. 2 m alt. Frutos vermelhos e vinosos. Amostra em sílica.; Floresta ciliar.","SPF00223642",NA,"-44.987083","-21.761389",NA,NA,"2015","12",NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-11-13 11:27:11-03","USP","SPF","224193","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Lima, DF","Andrade-Lima, AD","613892","1961","10","04",NA,"Brasil","Minas Gerais",NA,"Entre Diamantina e Medanha.",NA,NA,NA,NA,NA,NA,"SPF00224193",NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-11-13 11:27:11-03","USP","SPF","69379","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Kawasaki, ML","Silva, TRS","CFCR13323","1990","09","05",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.966667","-16.583333","750","750",NA,NA,"SPF00069379",NA,"-42.966667","-16.583333",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-11-13 11:27:11-03","USP","SPF","77256","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rufipes","Myrcia rufipes","DC.","Nic Lughadha, E; Landrum, LR","Mello-Silva, R","708","1992","11","19",NA,"Brasil","Minas Gerais","Botumirim",NA,"-43.016667","-16.866667","1050","1170",NA,NA,"SPF00077256",NA,"-43.016667","-16.866667",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
