"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"236","2021-03-01 16:36:06-03","UNICAMP","UEC","52725","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.",NA,"Salis, SM","16","1989","07","25","Brazil","São Paulo","Brotas","Fazenda Santa Elisa, Mata ciliar","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Frutos verdes, 4m.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"237","2021-03-01 16:36:06-03","UNICAMP","UEC","52752","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.",NA,"Salis, SM","21","1986","09","18","Brazil","São Paulo","Brotas","Fazenda Santa Elisa, Mata ciliar","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Frutos, 4m.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"26585","auto",NA,NA,NA,NA,NA,NA
"238","2021-03-01 16:36:06-03","UNICAMP","UEC","74602","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Mazine, FF","Rapini, A; Proença, SL; Kirizawa, M","44","1995","08","23","Brazil","São Paulo","Ilhabela","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"Árvore caída, ca. 9m alt. Frutos verdes e avermelhados.","UEC021878","UEC021878","2013","04","16",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA
"239","2021-03-01 16:36:06-03","UNICAMP","UEC","24276","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Turma pós-92","Michelin Ramos, ME; et al.","6567","1977","10","21","Brazil","São Paulo","Mogi Guaçu","Mata do Bugio","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Árvore até 5m, flores creme.",NA,NA,"1992","09",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:36:06-03","UNICAMP","UEC","25846","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Turma de 1992","Pagano, SN","13232","1981","08","11","Brazil","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"E-320",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:36:06-03","UNICAMP","UEC","21290","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Arantes, AA","Tamashiro, JY; Silva, AF","10537","1979","10","16","Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba (IAC)","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore com 12m de alt., com botões de verde para amarelado.","UEC031980",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"242","2021-03-01 16:36:06-03","UNICAMP","UEC","31142","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Jorquera J.; C.B.","Silva, AF","9270","1978","01","10","Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba (IAC)","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore c/ cerca de 10m de alt., botões florais verde-amarelados, casca fina cast. claro, lenho branco (araçarana).","UEC031973","UEC031973","1987","10","07",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"243","2021-03-01 16:36:06-03","UNICAMP","UEC","178200","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Gomes, JAMA","Gomes, JAMA; Virillo, CB","643","2006","02","04","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba, -23.373498 N; -45.080223 L","-45.0699996948242","-23.4300003051758",NA,NA,"180","180","flores brancas, indivíduo G 0916; floresta ombrófila densa submontana","UEC002736","UEC002736",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"244","2021-03-01 16:36:06-03","UNICAMP","UEC","66257","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Kawasaki, ML","Pedroni, F; et al.","31330","1992","11","07","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 10m de alt., botões em início de desenvolvimento de cor creme-dourada.","UEC065113","UEC065113","1996",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"245","2021-03-01 16:36:06-03","UNICAMP","UEC","85866","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Kawasaki, ML","Pedroni, F; et al.","31330","1992","11","07","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 10m de alt., botões em início de desenvolvimento de cor creme-dourada.","UEC031978","UEC031978","1996",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"246","2021-03-01 16:36:06-03","UNICAMP","UEC","85867","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Kawasaki, ML","Pedroni, F; et al.","31331","1992","12","17","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do Rio da Fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 8m de al., botões cor creme-dourada.","UEC031977","UEC031977","1996",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"247","2021-03-01 16:36:06-03","UNICAMP","UEC","66258","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.","Meireles, LD","Pedroni, F; et al.","31332","1993","05","21","Brazil","São Paulo","Ubatuba","Núcleo Pinciguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"árvore com 5m de altura, frutos de casca amarelada; Margens do Rio da Fazenda","UEC080188","UEC080188","2017","09",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"248","2021-03-01 16:36:06-03","UNICAMP","UEC","146462","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1348","1997","04","17","Brazil","São Paulo","Ubatuba","Picinguaba, Morro do Corisco","-45.0699996948242","-23.4300003051758",NA,NA,"1000","1000","Érvore 586 com 17m alt., vegetativo.; Mata Atlântica de Encosta","UEC031975","UEC031975",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"249","2021-03-01 16:36:06-03","UNICAMP","UEC","112679","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex A.DC.",NA,"Takahasi, A; Bencke, CSC","180","1995","11","27","Brazil","São Paulo","Ubatuba","Picinguaba, Trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore n.299, botões e flores brancas.; Mata de Encosta",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"250","2021-03-01 16:36:06-03","UNICAMP","UEC","174016","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1346","1997","04","16","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.812222","-23.311111","-44.812222","-23.311111","300","300","Árvore s num com 7 m de altura, com flores.; Mata Atlântica de Encosta, morro do Corisco.","UEC089237","UEC089237",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-01 16:36:06-03","UNICAMP","UEC","174017","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","Kawasaki, L","Sanchez, M; Pedroni, F","725","1997","01","24","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667","100","100","Árvore 287 com 15 m de altura, vegetativo.; Mata Atlântica de Encosta, margens do Rio da Fazenda.","UEC089235","UEC089235",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-01 16:36:06-03","UNICAMP","UEC","21256","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","Legrand, D","Hatschbach, G","18503","1968","01","30","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Árvore 8m, tronco 20cm diamêtro, flor alva; mata pluvial, encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha","37295","auto",NA,NA,NA,NA,NA,NA
"253","2021-03-01 16:36:06-03","UNICAMP","UEC","11704","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","Legrand, D","Hatschbach, G","18503","1968","01","30","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Árvore 8m, tronco 20cm diamêtro, flor alva; mata pluvial, encosta de morro.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha","37295","auto",NA,NA,NA,NA,NA,NA
"254","2021-03-01 16:36:06-03","UNICAMP","UEC","11705","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand","Legrand, D","Hatschbach, G","20634","1968","07","19","Brazil","Paraná","Guaratuba","Serra de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore 10m, flor alva, mata pluvial, encosta de morro",NA,NA,"1974",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha","41937","auto",NA,NA,NA,NA,NA,NA
"255","2021-03-01 16:36:06-03","UNICAMP","UEC","61163","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"Britez, RM","24584","1986","12","28","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore de 12m, CAP=106cm, com flores brancas em botões.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha","24916","auto",NA,NA,NA,NA,NA,NA
"256","2021-03-01 16:36:06-03","UNICAMP","UEC","61162","S","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida polyantha","(O.Berg) D.Legrand",NA,"Britez, RM; Souza, WS","24583","1986","05","01","Brazil","Paraná","Paranaguá","Ilha do Mel, Morro do Joaquim","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore de 5m, frutos imaturos verdes; encosta.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"polyantha","24916","auto",NA,NA,NA,NA,NA,NA
"257","2021-03-01 16:36:06-03","UNICAMP","UEC","11707","S","Plantae","Myrtaceae","Calyptranthes","polyantha","Calyptranthes polyantha","O.Berg","Hatschbach, G","Hatschbach, G; Guimarães, O","23303","1970","01","07","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Árvore 10m, tronco 25cm, flor alva perfumada.",NA,NA,"1970",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"258","2019-11-19 14:08:29-03","UFRPE","PEUFR","37257","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","polyantha","Calyptranthes polyantha","O. Berg","E.S. da Silva","K. Almeida; M.J.N. Rodal","73","2000","09","19","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-34.950278","-8.012778","34°57'01W","8°00'46S",NA,NA,"Árvore com cerca de 4 m; inflorescência com flores verdes","PEUFR037257",NA,"2000","06","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-19 14:08:29-03","UFRPE","PEUFR","1546","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","polyantha","Calyptranthes polyantha","O. Berg","D. Legrand","G. Hatschbach",NA,"1961","12","07","Brasil","Paraná","Guaratuba","Rio da Divisa","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore de 12m; flor alva","PEUFR001546",NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"260","2020-12-04 13:19:27-03","UDESC","LUSC","8005","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","grandiflora","Calyptranthes grandiflora","O.Berg",NA,"Ivanauskas, N.M.","15","1995","02","10","Brasil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"LUSC007028","LUSC007028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"261","2020-12-04 13:19:27-03","UDESC","LUSC","9560","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","lucida","Calyptranthes lucida","Mart. ex DC.","T.J. Cadorin","T.J. Cadorin; B. Grosch & R. Zimmermann","1645","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.724167","48º32'6''W","27º43'27''S","317","317",NA,"LUSC005953",NA,"2010","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-12-09 14:47:02-03","FURB","FURB","13023","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Pozzobon, M.",NA,"2004","05","01","Brasil","Santa Catarina","Indaial","PCH.","-49.2036111","-26.8833333","-49.2036111","-26.8833333","59","59",NA,"FURB31908","FURB31908","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-12-09 14:47:02-03","FURB","FURB","1564","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Sobral, M.",NA,"2001","05","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Projeto FNMA; Florística","FURB31924","FURB31924","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-12-09 14:47:02-03","FURB","FURB","1692","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Sobral, M.",NA,"2001","05","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Projeto FNMA. Florística.","FURB31907","FURB31907 FURB31907_1","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-12-09 14:47:02-03","FURB","FURB","17171","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Sevegnani, L.; Laps, R.R.; Avi, R.C. & Campestrini, S.",NA,"2009","12","06","Brasil","Santa Catarina","Laurentino","Propriedade de Olivio Campestrini, Serra Fruteira.","-49.7727778","-27.2347222","-49.7727778","-27.2347222",NA,NA,NA,"FURB31913","FURB31913","2010","01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-12-09 14:47:02-03","FURB","FURB","18833","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Gasper, AL de","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3287","2009","11","30","Brasil","Santa Catarina","Nova Veneza","São Bento Baixo.","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Arbórea). Botão floral branco. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB31912","FURB31912","2009","11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-12-09 14:47:02-03","FURB","FURB","23034","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1645","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Florística IFFSC e8003a Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: Fruto verde;","FURB31911","FURB31911","2010","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-12-09 14:47:02-03","FURB","FURB","29432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1895","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Florística IFFSC e8000b (Arvoreta) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto verde;","FURB31910","FURB31910","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-09 14:47:02-03","FURB","FURB","32628","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Oliveira, AA de","Schmitt, J.L.","3121","2010","10","20","Brasil","Santa Catarina","Rio dos Cedros","Palmeiras.","-49.3330556","-26.6202778","-49.3330556","-26.6202778","350","350",NA,"FURB31909","FURB31909","2011","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-12-09 14:47:02-03","FURB","FURB","39011","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Pozzobon, M.",NA,"2004","06","01","Brasil","Santa Catarina","Indaial","PCH.","-49.2036111","-26.8833333","-49.2036111","-26.8833333","59","59",NA,"FURB31906","FURB31906","2006","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-12-09 14:47:02-03","FURB","FURB","4256","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Libério","Gasper, A.L. de; Uhlmann, A.","203","2006","06","19","Brasil","Mato Grosso","Nobres","Parque Estadual Gruta da Lagoa Azul.","-55.9588889","-14.5580556","-55.9588889","-14.5580556","350","350","Área C.","FURB31914","FURB31914","2006","08","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-09 14:47:02-03","FURB","FURB","437","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Martinelli, M.",NA,"2001","05","19","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"FNMA. Florística. Nº antigo 123. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB31918","FURB31918","2001","05","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-12-09 14:47:02-03","FURB","FURB","45339","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Pastório, FF","Mayer, M.","476","2014","09","10","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.14","-27.0002778","-49.1400000","-27.0002778","351","351","Fito IFFSC 636 /N/89","FURB31903","FURB31903","2014","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-12-09 14:47:02-03","FURB","FURB","45456","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Oliveira, AA de","Oliveira, A.A. de; Gasper, A.L. de & Pastório, F.F.","861","2015","01","14","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","Fito IFFSC 28 /N/17","FURB31904","FURB31904","2015","01","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-12-09 14:47:02-03","FURB","FURB","4624","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Verdi, M; Stival-Santos, A","Stival-Santos, A.; Verdi, M.","16","2007","04","02","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Número 39. Projeto de pesquisa.","FURB31915","FURB31915","2007","04","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-12-09 14:47:02-03","FURB","FURB","50503","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","M. Sobral","Funez, L.A.","4920","2016","01","06","Brasil","Santa Catarina","Rodeio","São Pedro Velho.","-49.4075","-26.9238889","-49.4075000","-26.9238889","163","163",NA,"FURB50503","FURB50503","2017","05","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-12-09 14:47:02-03","FURB","FURB","5286","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Grippa, CR","Grippa, C.R.",NA,"2007","01","11","Brasil","Santa Catarina","Ibirama","Inventário FLONA de Ibirama.","-49.4788889","-27.0219445","-49.4788889","-27.0219445",NA,NA,"Parcela 10.","FURB02396","FURB02396","2007","01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-12-09 14:47:02-03","FURB","FURB","5600","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Verdi, M.; Stival-Santos, A.","727","2007","03","03","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,"Projeto de pesquisa. Código: 3993","FURB31921","FURB31921","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-12-09 14:47:02-03","FURB","FURB","8709","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Ghoddosi, SM","Godoy, M.B.; Grippa, C.R. & Souza, N. de","181","2007","05","13","Brasil","Santa Catarina","Indaial","Encano Alto.","-49.1705556","-26.9966666","-49.1705556","-26.9966666","365","365","Fitossociologia do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo II. Parcela: 2. Código: 1263.","FURB31923","FURB31923","2007","05","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-09 14:47:02-03","FURB","FURB","59519","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2786","2018","06","06","Brasil","Santa Catarina","Pescaria Brava",NA,"-48.87","-28.44","-48.8700000","-28.4400000",NA,NA,"fruto amarelo Habitat: interior da unidade amostral Habito: árvore","FURB59519","FURB59519","2018","06","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-12-09 14:47:02-03","FURB","FURB","41760","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas",NA,"Klein, R.M.; Bresolin, A.","8143","1969","02","11","Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho.","-48.5491981506348","-27.596700668335",NA,NA,"300","300",NA,"FURB31905","FURB31905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"282","2020-12-09 14:47:02-03","FURB","FURB","2010","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Sevegnani, L.",NA,"2001","06","16","Brasil","Santa Catarina","Indaial",NA,"-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"Projeto EMBRAPA / FURB.","FURB31922","FURB31922","2006","05","01",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA
"283","2020-12-09 14:47:02-03","FURB","FURB","5263","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Grippa, C.R.",NA,"2007","02","08","Brasil","Santa Catarina","Indaial","Área dos Escoteiros. Bairro Rio Morto.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"FURB31920","FURB31920","2007","08","08",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA
"284","2020-12-09 14:47:02-03","FURB","FURB","1100","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","neolucida","Myrcia neolucida","A.R.Lourenço & E.Lucas","Sobral, M","Sevegnani, L.",NA,"2001","07","12","Brasil","Santa Catarina","Indaial","Encano.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,NA,"FURB31919","FURB31919","2009","07","17",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA,NA
