"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","locality","phylum","order","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-09-28 14:01:00-03","NY","NYBG","277950","PreservedSpecimen","Plantae","Asteraceae","Viguiera","floribunda","Viguiera floribunda","isotype","G. Gardner","4241","South America","Brazil","Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83045' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277950","1836",NA,NA,"[From NY 277949: Brasil. Prov. Goyaz, prope Villa de Arrayas.]","Magnoliophyta","Asterales",NA,"Arraias","-46.9381","-12.9317",NA,NA,NA,"NY00277950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-28 14:01:00-03","NY","NYBG","277948","PreservedSpecimen","Plantae","Asteraceae","Viguiera","floribunda","Viguiera floribunda","isotype","G. Gardner","4241","South America","Brazil","Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277948",NA,NA,NA,"[From NY 277949: Brasil. Prov. Goyaz, prope Villa de Arrayas.]","Magnoliophyta","Asterales",NA,"Arraias","-46.9381","-12.9317",NA,NA,NA,"NY00277948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-28 16:23:00-03","NY","NYBG","277961","PreservedSpecimen","Plantae","Asteraceae","Viguiera","gracilis","Viguiera gracilis","isotype","G. Gardner","4240","South America","Brazil","Goiás","sheet",NA,"Collection Date from the protologue. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277961","1840","05",NA,"[From NY 277960: Brasil. Prov. Goyaz, in fruticosis prope San Domingo.]","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-28 16:23:00-03","NY","NYBG","277960","PreservedSpecimen","Plantae","Asteraceae","Viguiera","gracilis","Viguiera gracilis","isotype","G. Gardner","VIII.4250","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277960","1840","05",NA,"Brasil. Prov. Goyaz, in fruticosis prope San Domingo","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-28 16:23:00-03","NY","NYBG","277962","PreservedSpecimen","Plantae","Asteraceae","Viguiera","gracilis","Viguiera gracilis","isotype","G. Gardner","4240","South America","Brazil","Goiás","sheet",NA,"Collection date May 1840 from the protologue. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277962","1836",NA,NA,"[From NY 277960: Brasil. Prov. Goyaz, in fruticosis prope San Domingo.]","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-21 18:29:00-02","NY","NYBG","277985","PreservedSpecimen","Plantae","Asteraceae","Viguiera","ramosissima","Viguiera ramosissima","isotype","G. Gardner","2650","South America","Brazil","Piauí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277985",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-10-21 18:29:00-02","NY","NYBG","277987","PreservedSpecimen","Plantae","Asteraceae","Viguiera","ramosissima","Viguiera ramosissima","isotype","G. Gardner","VII.2650","South America","Brazil","Piauí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277987",NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-10-21 18:29:00-02","NY","NYBG","277986","PreservedSpecimen","Plantae","Asteraceae","Viguiera","ramosissima","Viguiera ramosissima","isotype","G. Gardner","2650","South America","Brazil","Piauí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=425417' target='other'> <mi>dwc_moreinfo</mi></a>","NY00277986","1836",NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00277986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:34:28-03","EAO","IAN","118770","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Belém, RP","421","Southern America","Brasil","Minas Gerais",NA,NA,"Planta de 1m de altura. Invólucro verde; lígulas externas amarelas; flores internas amarelas com estilete marrom claro. Frequente.","IAN118770","1965","01","31","Entre várzea da Palma e Pirapora. Cerrado.","Dicotiledônea",NA,"(Gardner) Baker",NA,NA,NA,NA,NA,"Santos, JUM dos",NA,"1991","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:34:28-03","EAO","IAN","160961","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Santos, JUM dos; Rosário, CS","559","Southern America","Brasil","Mato Grosso",NA,NA,"Arbusto com cerca de 2,5m de altura, lígula e flores centrais.","IAN160961","1982","11","27","Rodovia Cuiabá, Porto Velho à 325km de Cuiabá. Terreno alagadiço.","Dicotiledônea",NA,"(Gardner) Baker",NA,NA,NA,NA,NA,"Silva, MG da",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:34:28-03","EAO","IAN","34355","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Gardner, A","4241","Southern America","Brasil",NA,NA,NA,NA,"IAN034355",NA,NA,NA,NA,"Dicotiledônea",NA,"(Gardner) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:34:28-03","EAO","IAN","9346","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Sellow, F","310","Southern America","Brasil",NA,NA,NA,NA,"IAN009346",NA,NA,NA,NA,"Dicotiledônea",NA,"(Gardner) Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:28-03","EAO","IAN","34860","PreservedSpecimen","Plantae","Asteraceae","Aspilia","gracilis","Aspilia gracilis",NA,"Martins-da-Silva, RCV","s.n.","Southern America","Brasil",NA,NA,NA,NA,"IAN034860",NA,NA,NA,NA,"Dicotiledônea",NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:09:48-03","UFBA","ALCB","105852","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Ogasawara, HA; Stadnik, A; Borges, RL; Hurbath, F","334","Southern America","Brasil","Bahia",NA,NA,"ca. 0,5 cm alt. Brácteas involucrais verdes. Corolas amarelas.",NA,"2013","01","21","Serra do Saco da Onça.","Dicotyledon",NA,"Baker","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,NA,"Alves, M",NA,"2013","01","31339","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:09:48-03","UFBA","ALCB","112044","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Silva, JM; Barbosa, E","5836","Southern America","Brasil","Minas Gerais",NA,NA,"80cm, capítulo amarelo",NA,"2007","04","22","Fazenda Lago Vermelho, Distrito de Paredão de Minas","Dicotyledon",NA,"Baker","Buritizeiro","-44.9622001647949","-17.3511009216309",NA,NA,"Rob., H",NA,"2005",NA,"88041","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:09:48-03","UFBA","ALCB","105645","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Alves, M; Hurbath, F; Santana, FA","71","Southern America","Brasil","Bahia",NA,NA,"ca. 0,8m de alt. Folhas discolores. Brácteas involucrais amarelas com ápice verde. Corolas amarelas, anteras negras.",NA,"2012","02","24","Serra do Salto. Capim Vermelho.","Dicotyledon",NA,"Baker","Licínio de Almeida","-42.505556","-14.664167","1035","1035","Alves, M",NA,"2012","07",NA,NA,"-42.505556","-14.664167",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:09:48-03","UFBA","ALCB","105647","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Alves, M; Hurbath, F; Santana, FA; Azevedo, FP","73","Southern America","Brasil","Bahia",NA,NA,"ca. 1m de alt. Folhas discolores. Brácteas involucrais verde-claras com ápices verde-escuros. Corolas amarelas, anteras negras.",NA,"2012","02","25","Serra do Salto. Saco da Onça. Na estrada.","Dicotyledon",NA,"Baker","Licínio de Almeida","-42.569167","-14.750556","907","907","Alves, M",NA,"2012","07",NA,NA,"-42.569167","-14.750556",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:09:48-03","UFBA","ALCB","122667","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Hurbath, F; Lamarck, R; Azevedo, FP; Borges, RL","506","Southern America","Brasil","Bahia",NA,NA,"ca. 1 m alt. Folhas discolores, brácteas involucrais verdes, flores amarelas.",NA,"2013","04","05","Serra Geral, Saco da Onça - Fazenda Serrana após mata ciliar.","Dicotyledon",NA,"Baker","Licínio de Almeida","-42.570556","-14.7375","1003","1003","Alves, M",NA,"2016","01",NA,NA,"-42.570556","-14.7375",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:09:48-03","UFBA","ALCB","129320","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Alves, M; Roque, N; Cordeiro, I; Hurbath, F","319","Southern America","Brasil","Bahia",NA,NA,"até 1 m de alt. Folhas discolores. Brácteas involucrais verde-claro com ápice verde-escuro. Corolas amarelas. Anteras com tecas negras.","ALCB046874","2014","02","23","Capão em direção ao Morro do Chapéu.","Dicotyledon",NA,"Baker","Jacaraci","-42.447778","-14.845833","862","862","Alves, M","ALCB046874 ALCB046874_1","2014","02",NA,NA,"-42.447778","-14.845833",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:09:48-03","UFBA","ALCB","04215","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Costa, AL","s/n","Southern America","Brasil","Tocantins",NA,NA,"Flores amarelas. Folhas escurecidas por defeito de dessecação.",NA,"1963","07","17","Jóias - Serra do Ouro. Fazenda Poção","Dicotyledon",NA,"Baker","Dianópolis","-43.6","-18.233333",NA,NA,"Graziela, GM",NA,NA,NA,NA,NA,"-43.6","-18.233333",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:09:48-03","UFBA","ALCB","135560","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Sevilha, AC; Silva, GP; Pereira, JB; Noronha, SE de","6689","Southern America","Brasil","Minas Gerais",NA,NA,"Com 1,5 m de altura. Flor amarela. Frequência ocasional.; Neossolo quartzarênico aluvial em leito maior do Rio Pardo. Baixada em leito maior do rio/ várzea.","ALCB064281","2017","03","20","Sítio 15. Ponto 1. Parque Estadual de Montezuma.","Dicotyledon",NA,"Baker","Montezuma","-42.575278","-15.112778","865","865","Bringel Júnior, JBA","ALCB064281","2018","03",NA,NA,"-42.575278","-15.112778",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:09:48-03","UFBA","ALCB","78305","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Souza, EB; Queiroz, LP de; Costa, JAS; Stapf, MNS","1174",NA,NA,NA,NA,NA,"Subarbusto. Ereto, ca. 2 m alt. Caules verde-vináceo. Folhas cartáceas. Periclinio verde-claro. Corola amarela.; Cerrado sobre solo arenoso.",NA,"2005","04","14",NA,"Dicotyledon",NA,"Baker",NA,NA,NA,NA,NA,"Alves, M",NA,"2018","06",NA,NA,NA,NA,"18",NA,NA,NA,NA,NA
"33","2019-10-09 11:09:48-03","UFBA","ALCB","129508","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Costa, FB","62","Southern America","Brasil","Minas Gerais",NA,NA,"Flores do raio amarelas, folhas opostas, 0,5-1,0 m de altura.","ALCB047116","1998","04","19","Estrada Jaboticatubas, aprox. 0,7 Km da saída de Jaboticatubas, margem a direita.","Dicotyledon",NA,"Baker","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,"Alves, M","ALCB047116","2017","02","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:09:48-03","UFBA","ALCB","04215","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Costa, AL","s/n","Southern America","Brasil","Tocantins",NA,NA,"Folhas escurecidas por defeito de dissecação. Flores amarelas.",NA,"1963","07","17","Serra do Ouro. Fazenda Poção","Dicotyledon",NA,"Baker","Dianópolis","-46.8205986022949","-11.627799987793",NA,NA,"Barroso, GM",NA,NA,NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:09:48-03","UFBA","ALCB","04215","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Costa, AL","s/n","Southern America","Brasil","Tocantins",NA,NA,"Folhas escurecidas por defeito de dissecação. Flores amarelas.",NA,"1963","07","17","Serra do Ouro. Fazenda Poção","Dicotyledon",NA,"Baker","Dianópolis","-46.8205986022949","-11.627799987793",NA,NA,"Barroso, GM",NA,NA,NA,"77760","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:47:38-03","NBC","NL-BOTANY","L.3017920","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3017920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3017920","1961","04","06","Est. Parana. Mun. Guaira. 7-Quedas.",NA,"Asterales","(Gardner) Baker",NA,NA,NA,NA,NA,NA,"NL-L3017920",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U.1108268","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Harley RM",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108268","1980","04","23","Chapadão Occidental da Bahia. Islets and banks of the Rio Corrente by Correntina.",NA,"Asterales","(Gardner) Baker",NA,"-44.633333","-13.333333",NA,NA,NA,"NL-U1108268",NA,NA,NA,NA,"-44.633333","-13.333333",NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U.1108269","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Harley RM",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108269","1980","04","23","Chapadão Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina.",NA,"Asterales","(Gardner) Baker",NA,"-44.633333","-13.333333",NA,NA,NA,"NL-U1108269",NA,NA,NA,NA,"-44.633333","-13.333333",NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U.1108270","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Gottsberger IS",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108270","1970","05","21","Municipio de Botucatu: 18 km north of BOTUCATU, (14 km east of São Manuel), along the São Manuel.",NA,"Asterales","(Gardner) Baker",NA,NA,NA,NA,NA,NA,"NL-U1108270",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U.1108271","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil","Paraná",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108271","1966","11","17","Est. Paraná. Guaria, 7 Quedas.",NA,"Asterales","(Gardner) Baker",NA,NA,NA,NA,NA,"Barroso GM","NL-U1108271",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250581",NA,NA,NA
"41","2020-02-08 08:47:38-03","NBC","NL-BOTANY","U.1108272","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Lindeman JC; Haas JH de",NA,"Southern America","Brazil","Minas Gerais",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108272","1967","02","01","Est. Minas Gerais. Along road Caratinga - Governador Valadares.",NA,"Asterales","(Gardner) Baker",NA,NA,NA,NA,NA,"Robinson HE","NL-U1108272",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0250582",NA,NA,NA
"42","2020-02-08 08:47:38-03","NBC","NL-BOTANY","WAG.1485556","PreservedSpecimen","Plantae","Compositae","Aspilia","floribunda","Aspilia floribunda",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1485556 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1485556","1969","02","13","Estado de Minas Gerais. Serra do Espinhaço. Cerrado slopes with outcrops, ca. 50km N.E. of Fransisco Sá, road to Salinas.",NA,"Asterales","(Gardner) Baker",NA,NA,NA,NA,NA,NA,"NL-WAG1485556",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-11-04 11:00:57-03","ESALQ","ESA","88832","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Hatschbach, G. et al.","77496.0",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA088832","2004","06","07",NA,"Magnoliophyta",NA,NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,"ESA088832",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:00:57-03","ESALQ","ESA","38659","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20562.0",NA,"Brasil","Mato Grosso",NA,NA,"Subarbusto, ca. 60 cm alt.; flores amarelas.","ESA038659","1997","10","09","Estrada Nova Brasilândia - Marzagão, ca. 65km de Nova Brasilândia. Estrada secundária sobre a Serra Azul (ca. 15km do início). Savana arborizada (campo cerrado) sobre solo arenoso","Magnoliophyta",NA,"(Gardner) Baker","Rosário Oeste","-55.12","-14.36",NA,NA,"Souza, V.C.","ESA038659",NA,NA,NA,NA,"-55.12","-14.36",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:00:57-03","ESALQ","ESA","38677","PreservedSpecimen","Plantae","Asteraceae","Aspilia","floribunda","Aspilia floribunda",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14941.0",NA,"Brasil","Mato Grosso",NA,NA,"Subarbusto, ca. 1 m alt.; capítulos amarelos.","ESA038677","1997","03","22","Cerca de 10 Km WSW de Alto Boa Vista. Fazenda Suiá-Miçu. Savana Parque. Área florestada sobre solo pedregoso férrico (canga).","Magnoliophyta",NA,"(Gardner) Baker","Alto Boa Vista","-51.3877983093262","-11.6744003295898",NA,NA,"Hind, N.","ESA038677",NA,NA,"102616","auto",NA,NA,NA,NA,NA,NA,NA,NA
