"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"300","2020-11-04 10:59:15-03","ESALQ","ESA","61746","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Oliveira, P.P.","212.0","1998","01","15","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"ESA061746","ESA061746",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"301","2020-11-04 10:59:15-03","ESALQ","ESA","108039","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.","2012",NA,NA,"Santos, M.B.","152.0","2005","03","29","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA108039","ESA108039",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"302","2020-11-04 10:59:15-03","ESALQ","ESA","14813","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Moraes, P.L.R. et al.","971.0","1994","04","24","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014813","ESA014813",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"303","2020-11-04 10:59:15-03","ESALQ","ESA","104327","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Souza, V.C.","2012","12","21","Aguiar, O.T.",NA,"2002","03","13","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA104327",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"304","2020-11-04 10:59:15-03","ESALQ","ESA","16339","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Rossi, L. et al.","109.0","1979","11","01","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA016339",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"305","2020-11-04 10:59:15-03","ESALQ","ESA","27613","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Leitão Filho, H.F. et al.","34718.0","1996","01","30","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"ESA027613","ESA027613",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"306","2020-11-04 10:54:32-03","ESALQ","ESA","137482","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","G.A. Nobrega & A. Lobão","2015","08","03","T.M. Scarponi","47.0","2014","07","08","Brasil","Rio de Janeiro","São Fidélis","-41.746898651123","-21.6460990905762",NA,NA,NA,NA,NA,"ESA137482",NA,"Mariane",NA,NA,NA,NA,NA,NA,"31178","auto",NA,NA,NA,NA,NA,NA,NA
"307","2020-11-04 10:59:15-03","ESALQ","ESA","85987","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Forster, W.; Mazine, F.F.; Sobral, M.","100.0","1999","10","19","Brasil","Minas Gerais","Espera Feliz","-41.9071998596191","-20.6502990722656",NA,NA,"1800","1800","Arbusto de 2-2,5 m de altura. Margem da estrada de acesso as instalações do IBAMA. Flores esverdeadas.","ESA085987","ESA085987","Parque Nacional do Caparaó. Macieiras. Floresta estacional semidecidual, com transição para campo de altitude",NA,NA,NA,NA,"Magnoliophyta",NA,"21988","auto",NA,NA,NA,NA,NA,NA,NA
"308","2020-11-04 10:59:15-03","ESALQ","ESA","123602","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","990.0","2013","04","29","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, 6m","ESA123602",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra.",NA,NA,NA,NA,"Magnoliophyta",NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"309","2020-11-04 10:59:15-03","ESALQ","ESA","128028","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,NA,NA,NA,NA,"Flores, T.B.","1792.0","2013","03","26","Brasil","São Paulo","Tapiraí","-47.31605","-24.02021","-47.31605","-24.02021","480","480",NA,"ESA128028",NA,"Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-11-04 10:59:15-03","ESALQ","ESA","60749","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Bazante, M.L.","2015","11","04","Árbocz, G.F.; Ivanauskas, N.M.; Silva, M.M.R.; Zanella, J.","4388.0","1997","08","01","Brasil","Mato Grosso","Comodoro","-600.304","-124.419","-600,304","-124,419",NA,NA,"Árvore de 10m. Frutos marrons.","ESA060749","ESA060749","Fazenda Dolce Vitta. Floresta Ombrófila Aberta. Encosta da Chapada dos Parecis",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-11-04 10:59:15-03","ESALQ","ESA","84462","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Araki, D.F.; Rother, D.C.; Oliveira S.H.; Toledo, R.M.; Tamashiro J.Y.; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J.; Muniz, M.R.A.; Ivanauskas, N.M.","67.0","2003","04","19","Brasil","São Paulo","Ribeirão Grande","-48.21","-24.18","-48.21","-24.18","788","788","Arbórea, 6m, trilha, Fruto seco (preto)","ESA084462","ESA084462","Parque Estadual Intervales - trilha saindo 500, antes da sede do núcleo Barra Grande em direcão a E.E Xitue.Floresta Ombrófila Densa Montana vegetação conservada com escorregamentos naturais e cin",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-11-04 10:59:15-03","ESALQ","ESA","48570","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.","2009","11","01","Stehmann, J.R. ; Arantes, A.A.",NA,"1992","10","31","Brasil","Minas Gerais","Marliérea",NA,NA,NA,NA,NA,NA,NA,"ESA048570","ESA048570",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-11-04 10:59:15-03","ESALQ","ESA","20810","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Bastos, E.B.; Sanches, C.D.; Gorenstein, M.R.; Hoffmann, J.R.; Ferreira, V.F.","22.0","1994","09","05","Brasil","São Paulo","Pariquera-açú","-475.315","-243.722","-475,315","-243,722",NA,NA,"Árvore, ca 8 m alt. com frutos. Beira de estrada.","ESA020810","ESA020810","Estação Experimental do Instituto Agronômico de Campinas. Beira da Rodovia Regis Bittencourt. Área com fragmentos de mata Atlântica secundária.",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-11-04 10:59:15-03","ESALQ","ESA","128026","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Ivanauskas, N.M.",NA,NA,NA,"Virillo, C.B.","124.0","2013","03","31","Brasil","São Paulo","Tapiraí","-47.34875","-24.03041","-47.34875","-24.03041",NA,NA,"reg","ESA128026",NA,"Reserva Particular da Votorantim (CBA). UHE Barra Trilha da Vila dos Moradores em direção à Caixa d#?#água (aprox. 2km). Floresta Ombrófila Densa",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-11-04 10:59:15-03","ESALQ","ESA","131108","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Souza, V.C.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36311.0","2013","02","26","Brasil","Rio de Janeiro","Barra Mansa","-22.4691","-44.2882","-22.4691","-44.2882","441","441","Árvore. Frutos imaturos verdes.","ESA131108",NA,"Fragmento 49 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-11-04 10:59:15-03","ESALQ","ESA","117703","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.","2011",NA,NA,"Brugger, M.C.",NA,"1991","03","01","Brasil","Minas Gerais","Monte Verde de Cima",NA,NA,NA,NA,NA,NA,NA,"ESA117703","ESA117703",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-11-04 10:59:15-03","ESALQ","ESA","77286","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Gorgatti, L.","3.0","1977","08","24","Brasil","São Paulo","sp",NA,NA,NA,NA,NA,NA,NA,"ESA077286","ESA077286",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-11-04 10:59:15-03","ESALQ","ESA","102015","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Tsuji, R.","1549.0","2007","01","27","Brasil","Minas Gerais","Itatinga",NA,NA,NA,NA,NA,NA,NA,"ESA102015","ESA102015",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-11-04 10:59:15-03","ESALQ","ESA","117708","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.","2011",NA,NA,"Assis, L.C.S.","396.0","2001","11","01","Brasil","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,"ESA117708","ESA117708",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"320","2020-11-04 10:59:15-03","ESALQ","ESA","83922","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Assis, L.C.S.","446.0","2002","02","14","Brasil","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,"ESA083922","ESA083922",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"321","2020-11-04 10:59:15-03","ESALQ","ESA","98827","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Valente, A.S.M.","187.0","2002","04","20","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"ESA098827","ESA098827",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"322","2020-11-04 10:59:15-03","ESALQ","ESA","98820","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Ferreira, F.M.","407.0","2002","11","22","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"ESA098820","ESA098820",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"323","2020-11-04 10:59:15-03","ESALQ","ESA","36601","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ziller, S.R. ; Svolenski, A.C.","584.0","1994","11","08","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA036601","ESA036601",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"324","2020-11-04 10:59:15-03","ESALQ","ESA","36612","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ziller, S.R. ; Maschio, W.","1010.0","1995","12","08","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA036612","ESA036612",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"325","2020-11-04 10:59:15-03","ESALQ","ESA","36600","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ziller, S.R.","657.0","1994","12","13","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"ESA036600","ESA036600",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"326","2020-11-04 10:59:15-03","ESALQ","ESA","106572","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.","2012",NA,NA,"Vieira, C.M.","141.0","1992","02","05","Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,NA,"ESA106572","ESA106572",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA
"327","2020-11-04 10:59:15-03","ESALQ","ESA","61748","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Oliveira, P.P.","323.0","1997","11","20","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"ESA061748","ESA061748",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"328","2020-11-04 10:59:15-03","ESALQ","ESA","76960","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Oliveira, P.P.",NA,"1999","01","13","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"ESA076960","ESA076960",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"329","2020-11-04 10:59:15-03","ESALQ","ESA","61747","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Oliveira, P.P.",NA,"1997","12","11","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"ESA061747","ESA061747",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA
"330","2020-11-04 10:59:15-03","ESALQ","ESA","101119","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Souza, V.C.",NA,NA,NA,"Lima, H.C.","4500.0","1992","11","26","Brasil","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,"ESA101119","ESA101119",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"331","2020-11-04 10:59:15-03","ESALQ","ESA","101919","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Oriani, A.","688.0","2005","03","30","Brasil","São Paulo","Barra do Turvo","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"ESA101919","ESA101919",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA
"332","2020-11-04 10:59:15-03","ESALQ","ESA","33501","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Gandolfi, S. ; Antoniolli, F.C.",NA,"1993","01","01","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ESA033501","ESA033501",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"333","2020-11-04 10:59:15-03","ESALQ","ESA","95173","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Carboni, M. et al.","135.0","2005","03","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA095173","ESA095173",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"334","2020-11-04 10:59:15-03","ESALQ","ESA","62416","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Batista, E.R. et al.","70.0","1999","01","08","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA062416",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"335","2020-11-04 10:59:15-03","ESALQ","ESA","109290","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.","2012",NA,NA,"Sampaio, D.","107.0",NA,NA,NA,"Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA109290","ESA109290",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"336","2020-11-04 10:59:15-03","ESALQ","ESA","93274","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Destefani, A.C.C. et al.","219.0","2005","03","31","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA093274","ESA093274",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"337","2020-11-04 10:59:15-03","ESALQ","ESA","71935","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Franco, G.A.D.C. et al.","2901.0","2000","04","18","Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"ESA071935","ESA071935",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA
"338","2020-11-04 10:59:15-03","ESALQ","ESA","34288","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ferreti, A. et al.","128.0","1996","01","01","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA034288","ESA034288",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"339","2020-11-04 10:59:15-03","ESALQ","ESA","95313","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Destefani, A.C.C. et al.","149.0","2005","03","28","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095313","ESA095313",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"340","2020-11-04 10:59:15-03","ESALQ","ESA","107945","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Santos, M.B.","58.0","2005","03","25","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA107945","ESA107945",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"341","2020-11-04 10:59:15-03","ESALQ","ESA","23293","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Sakai, L. et al.",NA,"1995","11","09","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA023293","ESA023293",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"342","2020-11-04 10:59:15-03","ESALQ","ESA","5666","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Gandolfi, S.","8076.0","1984","01","01","Brasil","São Paulo","Guarulhos","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,"ESA005666","ESA005666",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26398","auto",NA,NA,NA,NA,NA,NA,NA
"343","2020-11-04 10:59:15-03","ESALQ","ESA","62048","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Sampaio, D. et al.","47.0","1999","01","06","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA062048","ESA062048",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"344","2020-11-04 10:59:15-03","ESALQ","ESA","15715","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Souza, V.C. et al.","5937.0","1994","04","23","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA015715","ESA015715",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"345","2020-11-04 10:59:15-03","ESALQ","ESA","11226","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Gouvêa, L.S.K.","27226.0","1992","11","12","Brasil","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,"ESA011226","ESA011226",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA
"346","2020-11-04 10:59:15-03","ESALQ","ESA","29343","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ivanauskas, N.M.","898.0","1996","01","02","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA029343","ESA029343",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"347","2020-11-04 10:59:15-03","ESALQ","ESA","28664","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ivanauskas, N.M.","600.0","1995","12","16","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028664","ESA028664",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"348","2020-11-04 10:59:15-03","ESALQ","ESA","28662","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Ivanauskas, N.M.","97.0","1995","03","24","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028662","ESA028662",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"349","2020-11-04 10:59:15-03","ESALQ","ESA","7075","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Rodrigues, R.R.",NA,"1992","12","08","Brasil","São Paulo","São Roque","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,NA,"ESA007075","ESA007075",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA
"350","2020-11-04 10:59:15-03","ESALQ","ESA","62792","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Souza, V.C. et al.","21726.0","1998","12","18","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"ESA062792","ESA062792",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA
"351","2020-11-04 10:59:15-03","ESALQ","ESA","102139","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala",NA,"Lopes, J.C.",NA,NA,NA,"Ivanauskas, N.M.","5014.0","2004","01","15","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA102139","ESA102139",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"352","2020-11-04 10:59:15-03","ESALQ","ESA","22505","PreservedSpecimen","Plantae","Annonaceae","Annona","dolabripetala","Annona dolabripetala","Raddi","Lopes, J.C.",NA,NA,NA,"Barreto, K.D. et al.","3132.0","1994","10","26","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"ESA022505","ESA022505",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
