"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","400606","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"R. M. Harley","25951","South America","Brazil","Pico das Almas. Vertente leste. Junco. 9-11 km ao N-O da cidade","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400606","1988","11","06","Bahia","Magnoliophyta","Lamiales","Gardner","-41.88","-13.53","1120","1120","NY00400606_01",NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","400608","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"P. von Luetzelburg","14025","South America","Brazil","California","sheet",NA,"collection no. is either 14025 or 14024 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400608","1917","03",NA,"Espírito Santo","Magnoliophyta","Lamiales","Gardner","-40.6592","-20.3633",NA,NA,"NY00400608_01","P. G. Taylor","Domingos Martins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","400607","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"P. von Luetzelburg","20","South America","Brazil","Rio das Caiseas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400607","1913",NA,NA,"Bahia","Magnoliophyta","Lamiales","Gardner",NA,NA,NA,NA,"NY00400607_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","684697","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"R. M. Harley","19278","South America","Brazil","Morro do Chapeu. 19.5 km SE of the town of Morro do Chapeu on the BA052 road to Mundo Novo, byt the Rio Ferro Doido.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=897705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684697","1977","03","02","Bahia","Magnoliophyta","Lamiales","Gardner","-41.03","-11.63","900","900","NY00684697_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","400614","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"P. von Luetzelburg","20006","South America","Brazil","Corcovado","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400614","1924","10","01","Rio de Janeiro","Magnoliophyta","Lamiales","Gardner","-43.2075","-22.9031","600","600","NY00400614_01","E. M. Merl","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","686995","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"R. M. Harley","22807","South America","Brazil","Morro do Chapéu. Summit of Morro do Chapeu, ca. 8 km SW of the town of Morro do Chapéu to the west of the road to Utinga. D6.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686995","1980","05","30","Bahia","Magnoliophyta","Lamiales","Gardner","-41.2","-11.58","1000","1000","NY00686995_01",NA,"Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","400609","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"S. A. Mori","14529","South America","Brazil","BR052, vicinity of bridge over Rio Ferro Doido, ca 18 km E of Morro do Chapéu","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=35189' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400609","1981","06","17","Bahia","Magnoliophyta","Lamiales","Gardner","-41.1558","-11.5503","1000","1000","NY00400609_01","P. G. Taylor","Morro do Chapéu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:04-03","UFRJ","RFA","12946","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"G. Pabst; E. Santos; E. Fromm; B. Flaster","6965",NA,"Brasil","Alto da Boa Vista, Av. Edson Passos",NA,NA,"Flores roxas (violetas) com estria lútea na giba","RFA37021","1962","05","27","Rio de Janeiro",NA,NA,"Gardner","-43.2075004577637","-22.9027996063232",NA,NA,NA,"E. Fromm","Rio de Janeiro","1962","05","27","57442","auto",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:05-03","EAO","IAN","94151","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Glaziou, AFM","14049","Southern America","Brasil","Entre Menvanha et Rio Mando.",NA,NA,NA,"IAN094151","1907",NA,NA,"Minas Gerais","Dicotiledônea",NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:18:21-03","UFBA","ALCB","034975","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Hind, DJN; Queiroz, LP de; Bautista, HP; M.M. da Silva","PCD4108","Southern America","Brasil","Chapada Diamantina, Três Morros",NA,NA,"ca. 80 cm alt., ereta. Cálice vináceo, corola roxa, caucar lilás, calosidade amarela. Ocasional.; Área brejosa.",NA,"1996","11","05","Bahia","Dicotyledon",NA,"Gardner","-41.886389","-13.060556","1300","1300",NA,"Hind, DJN","Piatã","1996","11",NA,NA,NA,"-41.886389","-13.060556",NA,NA,NA,NA,NA
"21","2019-10-09 11:18:21-03","UFBA","ALCB","034984","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S; Saar, E","PCD4794","Southern America","Brasil","Chapada Diamantina, Caminho para a Cachoeira do Fraga",NA,NA,"ca. 40 cm. Folhas semicrassas. Flores com pétalas roxas, labelo com manchas amarelas. Raro.",NA,"1997","02","01","Bahia","Dicotyledon",NA,"Gardner","-41.830556","-13.598056","990","990",NA,"Campos, GL","Rio de Contas","1999","04","07",NA,NA,"-41.830556","-13.598056",NA,NA,NA,NA,NA
"22","2019-10-09 11:18:21-03","UFBA","ALCB","034986","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Passos Júnior, LA; Guedes, ML; Stannard, B","PCD5389","Southern America","Brasil","Serra Geral, Caminho para Licínio de Almeida",NA,NA,"ca. 40 cm. Botões com brácteas verdes, pétalas lilás, manchada de amarelo. Ocasional.",NA,"1997","02","10","Bahia","Dicotyledon",NA,"Gardner","-42.496111","-14.16","1080","1080",NA,"Campos, GL","Caetité","1999","04","07",NA,NA,"-42.496111","-14.16",NA,NA,NA,NA,NA
"23","2019-10-09 11:18:21-03","UFBA","ALCB","11970","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"s.col.","s/n","Southern America","Brasil","Do Rio de Janeiro, São Paulo",NA,NA,NA,"ALCB015339",NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,NA,NA,"ALCB015339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:18:21-03","UFBA","ALCB","131873","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Cardoso, D; Ramos, G; Araújo, LC","3549","Southern America","Brasil","Recôncavo Sul, Serra da Jib?ia. Morro da Pioneira, no entorno da ?rea das torres de telecomunica??es.",NA,NA,"ereta com folhas partindo da base, crescendo em área encharcada.","ALCB048532","2015","01","13","Bahia","Dicotyledon",NA,"Gardner","-39.475556","-12.853333","809","809","ALCB048532",NA,"Santa Teresinha",NA,NA,NA,NA,NA,"-39.475556","-12.853333",NA,NA,NA,NA,NA
"25","2019-10-09 11:18:21-03","UFBA","ALCB","137725","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Guedes, FM","34","Southern America","Brasil","Rio Ventura, às margens do rio.",NA,NA,"Robusta, folhas semicoriácea; flores roxas com mácula amarela na giba, lábio inferior inteiro; cálice vináceo, sépalas com ápices agudos.","ALCB067586","2017","08","29","Bahia","Dicotyledon",NA,"Gardner","-40.995","-11.674444",NA,NA,"ALCB067586","Guedes, FM","Morro do Chapéu","2017","08",NA,NA,NA,"-40.995","-11.674444",NA,NA,NA,NA,NA
"26","2019-10-09 11:18:21-03","UFBA","ALCB","80742","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Guedes, ML; Valadão, RM; Gomes, FS; Alunos de Botânica III","13793","Southern America","Brasil","Chapada Diamantina, Caminho para a Cachoeira do Buracão",NA,NA,"de ca 25 cm. de altura. Flores liláses, com fauce amarela. Ocacional.",NA,"2007","10","13","Bahia","Dicotyledon",NA,"Gardner","-41.234167","-13.397778",NA,NA,NA,"Guedes, FM","Ibicoara","2017","09","11",NA,NA,"-41.234167","-13.397778",NA,NA,NA,NA,NA
"27","2019-10-09 11:18:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Passos Júnior, LA; Guedes, ML; Stannard, B","PCD5389","Southern America","Brasil","Serra Geral, Caminho para Licínio de Almeida",NA,NA,"ca. 40 cm. Botões com brácteas verdes, pétalas lilás, manchada de amarelo. Ocasional.",NA,"1997","02","10","Bahia","Dicotyledon",NA,"Gardner","-42.496111","-14.16","1080","1080",NA,"Campos, GL","Caetité","1999","04","07",NA,NA,"-42.496111","-14.16",NA,NA,NA,NA,NA
"28","2019-10-09 11:18:21-03","UFBA","ALCB","127356","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Calvo, J","7386","Southern America","Brasil","Valle de Capão, trilha a Pati",NA,NA,"stream shore","ALCB044068","2016","12","27","Bahia","Dicotyledon",NA,"Gardner","-41.486111","-12.725833","1260","1260","ALCB044068","Calvo, J","Palmeiras","2017","02",NA,NA,NA,"-41.486111","-12.725833",NA,NA,NA,NA,NA
"29","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.2828364","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Ule EHG",NA,"Southern America","Brazil","An Bergabhängen bei Copacabana. Estado de Rio de Janeiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828364","1899","09","01",NA,NA,"Lamiales","Gardner",NA,NA,NA,NA,"NL-L2828364",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.2828365","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Ule EHG",NA,"Southern America","Brazil","in Sümpfen bei Maracás. Estado de Bahia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828365","1906","09","01",NA,NA,"Lamiales","Gardner",NA,NA,NA,NA,"NL-L2828365",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.3886306","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Harley RM",NA,"Southern America","Brazil","19.5km SE of the town of Morro do Chapeu on the BAO 52 road to Mundi Novo, by the Rio Ferro Doido.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3886306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3886306","1977","03","02",NA,NA,"Lamiales","Gardner","-41.033333","-11.633333",NA,NA,"NL-L3886306",NA,NA,NA,NA,NA,NA,NA,"-41.033333","-11.633333","Magnoliopsidae",NA,NA,NA,NA
"32","2021-03-31 13:40:25-03","MN","R","232500","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Donza, A. 170; Bove, C.P.; Philbrick, C.T. & Philbrick, P.",NA,NA,"Brasil","PARNA Chapada Diamantina",NA,NA,NA,NA,"2012","06","28","Bahia",NA,NA,"Gardner",NA,"-13.592083",NA,NA,NA,"Donza, A.","Rio de Contas","2012","06","28",NA,NA,"41º46'47,4W","13º35'31,5S",NA,NA,NA,NA,NA
"33","2021-01-14 15:31:24-03","MN","R","97242","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Glaziou, A.F.M.",NA,NA,"Brasil","Gruta do Inferno",NA,NA,"Gabinete de Botanica da Escola Politechnica 5500","R010055447","1880",NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,"R010055447_001","Taylor, P.","Paineiras","1968","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:31:24-03","MN","R","97258","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,NA,"Herbier de J. de Saldanha 4983","R010055448","1875",NA,NA,"Rio de Janeiro",NA,NA,"Gardner",NA,NA,NA,NA,"R010055448_001","Taylor, P.","Gávea","1968","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:31:24-03","MN","R","3612","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Glaziou, A.F.M.","1535",NA,"Brasil","Corcovado",NA,NA,"Plantas do Brasil Central.","R000003612","1867","09","08","Rio de Janeiro",NA,NA,"Gardner","-43.2075004577637","-22.9027996063232",NA,NA,"R000003612_001 R000003612_002","Taylor, P.","Rio de Janeiro","1968","11",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:40:25-03","MN","R","232504","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Donza, A. 178; Bove, C.P.; Philbrick, C.T. & Philbrick, P.",NA,NA,"Brasil","PARNA Chapada Diamantina",NA,NA,NA,NA,"2012","06","30","Bahia",NA,NA,"Gardner","-41.6636009216309","-13.2496995925903",NA,NA,NA,"Donza, A.","Abaíra","2012","06","30","26531","auto",NA,NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:02:33-03","JBP","HPL","4821","S","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"E.R. Salviani & H. Lorenzi","684",NA,"Brasil","Coletada no Alto do Cemitério trilha para o céu.",NA,NA,NA,NA,"1999","11","26","RJ",NA,NA,"Gardn","-42.5311","-22.2819",NA,NA,NA,"E.R. Salviani & H. Lorenzi","Nova Friburgo","1999","11","26","33190","auto",NA,NA,NA,NA,NA,NA,NA
"38","2015-07-02 14:02:33-03","JBP","HPL","5099","S","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"H. Lorenzi","5561",NA,"Brasil","Coletada no sítio do Mauro Peixoto.",NA,NA,NA,NA,"2005","08","29","SP",NA,NA,"Gardn.","-46.1883","-23.5228",NA,NA,NA,"R. Tsuji","Mogi das Cruzes","2005","08","29","28666","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:06-03","UFV","VIC","25079","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Valente, G.E.; Balduino, A.P.C.","550",NA,"Brasil","Parque Estadual da Serra do Brigadeiro, Serra das 3 cabeças",NA,NA,"Planta exposta ao sol, crescendo em solo raso úmido a encharcado, folhas novas verdes e mais velhas de tonalidade arroxeada, flor lilás de mácula amarela.","VIC025079","2000","09","16","Minas Gerais",NA,NA,"Gardner","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Araponga",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:06-03","UFV","VIC","27699","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Valente, G.E.; et al.","1269",NA,"Brasil","Parque Estadual da Serra do Brigadeiro, Serra das 3 cabeças",NA,NA,"Planta crescendo e local brejoso, após a mata do vAlcir, em direção ao Totem deitado.","VIC027699","2003","05","17","Minas Gerais",NA,NA,"Gardner","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Araponga",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:06-03","UFV","VIC","30487","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Valente, G.E.; Pereira, M.C.","1764",NA,"Brasil","Parque Estadual da Serra do Brigadeiro, Serra das 3 cabeças",NA,NA,"Planta crescendo a pleno sol em local encharcado, flor lilás de mácula amarela.","VIC030487","2005","08","29","Minas Gerais",NA,NA,"Gardner","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Araponga",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:06-03","UFV","VIC","25391","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Valente, G.E.; et al.","610",NA,"Brasil","Parque Estadual da Serra do Brigadeiro, Serra das 3 cabeças",NA,NA,"Planta expostra ao sol, crescendo em solo raso, brejoso, sobre laje de pedra folhas novas de cor verde ligeiramente amareladas e mais velhas de tonalidade aroxeada, flores roxas com mancha amarela no centro da corola","VIC025391","2001","02","14","Minas Gerais",NA,NA,"Gardner","-42.5208015441895","-20.6667003631592",NA,NA,NA,NA,"Araponga",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:49:52-03","UFS","ASE","4058","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Viana, G","1178","Southern America","Brasil","Serra de Itabaiana",NA,NA,"erva. 50. cm. flores azuis.; erva. 50. cm. flores azuis.; margem de riacho em mata de altitude","ASE0015432","1985","10","28","Sergipe","Magnoliophyta",NA,"Gardner","-37.315","-10.758056",NA,NA,"ASE0015432","Carregosa, T","Areia Branca","2010","03",NA,NA,NA,"-37.315","-10.758056",NA,NA,NA,NA,NA
"44","2021-03-01 16:32:54-03","UNICAMP","UEC","205530","S","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Scatigna, AV; Carmo, JAM; Shimizu, GH","549",NA,"Brazil","Margem de rio próximo a campo cerrado rupestre.",NA,NA,"Erva, ca. 30cm. Flores roxas com calo amarelo.","UEC191027","2014","10","26","Bahia","Magnoliopsida",NA,"Gardner","-41.393056","-12.998889",NA,NA,"UEC191027",NA,"Mucugê",NA,NA,NA,NA,NA,"-41.393056","-12.998889",NA,NA,NA,NA,NA
"45","2021-03-01 16:32:54-03","UNICAMP","UEC","134283","S","Plantae","Lentibulariaceae","Utricularia","longifolia","Utricularia longifolia",NA,"Pansarin, ER; Simões, AO","s.n.",NA,"Brazil","Estrada para Pico das Almas, Afloramento rochoso cerca de 7 km de Rio de Contas. Lado direito da estrada.",NA,NA,"Flores roxas grandes. Em canal e margem de canal.; Margem de canal e canal.","UEC157949","2001","02","04","Bahia","Magnoliopsida",NA,"Gardner","-41.8114013671875","-13.5789003372192",NA,NA,"UEC157949","Gonella, PM","Rio de Contas","2009","07","31","49773","auto",NA,NA,NA,NA,NA,NA,NA
