"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00893213","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","H. S. Irwin","24112","1969","03","09","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 7 km south of Cavalcante","-47.5","-13.86327","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893213","NY00893213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00893245","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","M. L. Kawasaki","A. L. Brochado","48","1990","07","30","South America","Brazil","Distrito Federal","Brasília","Cristo Redentor. Margens do Córrego Taquara.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893245","NY00893245_01 NY00893245_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00893243","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","N. T. da Silva","57174","1963","10",NA,"South America","Brazil",NA,NA,"Probably in or near the Distrito Federal or Goiás, further field data is lacking [typed on label].",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893243","NY00893243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2360984","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"Collector unspecified","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","Herb. Niedenzu <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2543933' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360984","NY02360984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00893246","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","J. A. Ratter","I. Schiavini","27","1986","08","05","South America","Brazil","Minas Gerais",NA,"Reserva Ecológica do panga, Udia.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893246","NY00893246_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00893207","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","12760","1966","02","13","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 1 km W. of Veadeiros","-47.52596","-14.1167","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893207","NY00893207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00893252","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","B. D. Sucre","381","1965","05","29","South America","Brazil","Distrito Federal","Brasília","Estrada da Península, perto do Clube do Congresso.","-47.8328","-15.76989",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893252","NY00893252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00893202","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","9666","1965","10","29","South America","Brazil","Distrito Federal","Brasília","vicinity of city dump and TV tower.","-47.9","-15.8","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893202","NY00893202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1608591","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"M. G. da Silva","4084","1979","01","02","South America","Brazil","Rondônia","Vilhena","Arredores do Aeroporto","-60.099174","-12.694217",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2020201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01608591","NY01608591_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00893254","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","A. P. Duarte","10102","1967","01","10","South America","Brazil","Distrito Federal","Brasília","Área do Zoobotanico.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966646' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893254","NY00893254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00893216","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","H. S. Irwin","26574","1970","02","24","South America","Brazil","Distrito Federal","Brasília","Ca. 12 km E. of Lago Paranoá, DF-6","-47.71205","-15.74845","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893216","NY00893216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00893235","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"J. A. Ratter","R3153","1976","06","14","South America","Brazil","Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11 km SE of the Brasília TV Tower.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893235","NY00893235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2360985","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"G. Gardner","3617","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2543934' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360985","NY02360985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00893229","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","B. A. S. Pereira","E. P. Heringer","6025","1981","01","22","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893229","NY00893229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00893223","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","W. R. Anderson","7545","1973","03","21","South America","Brazil","Goiás","São João d'Aliança","15 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.52","-14.88","1120","1120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893223","NY00893223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","472463","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","R. M. Harley","21910","1980","04","28","South America","Brazil","Bahia",NA,"Chapadao Ocidental da Bahia. Ca. 20 km N of Correntina, on the road to Inhaúmas","-44.65","-13.22","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472463","NY00472463_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00893225","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","E. P. Heringer","3031","1980","01","04","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893225","NY00893225_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00893244","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"W. W. Thomas","5858","1988","02","11","South America","Brazil","Minas Gerais","Unaí","20 km S of Unaí on road to Paracatú (MG 188).","-46.88","-16.53",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893244","NY00893244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00893240","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","J. H. Kirkbride Jr.","3869","1981","03","12","South America","Brazil","Distrito Federal","Brasília","Região Burração, perto de BR 020.","-47.45","-15.58","1040","1040","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893240","NY00893240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","472464","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","G. G. Hatschbach","42046","1979","03","10","South America","Brazil","Bahia","Barreiras","Rod. BR-020; 15 km L de Roda Velha","-44.99","-12.15","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472464","NY00472464_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00909398","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","M. C. H. Mamede","D. Philcox","4259","1968","02","10","South America","Brazil","Goiás",NA,"On E. side of lagoa c. 130 m. N. E. of Brasília.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909398","NY00909398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","472466","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","C. M. Chaves","28","1963","02","26","South America","Brazil","São Paulo","Ribeirao Preto","Ribeirao Preto, Fazenda Sao Martinho","-47.81","-21.1703",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472466","NY00472466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00893250","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.",NA,"G. Gardner","3617","1841",NA,NA,"South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893250","NY00893250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00893233","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","E. P. Heringer","17990","1980","12","15","South America","Brazil","Goiás","Luziânia","(15 km ao sul da cidade.)","-47.9503","-16.2528",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893233","NY00893233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","686552","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","L. Riedel","2555","1834","05",NA,"South America","Brazil","São Paulo",NA,"Batates pr. St. Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686552","NY00686552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00893221","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","W. R. Anderson","6775","1973","03","11","South America","Brazil","Goiás","Monte Alegre de Goiás","24 km by road SW of Monte Alegre de Goiás","-47.23","-13.45","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893221","NY00893221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00893215","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","H. S. Irwin","24369","1969","03","14","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 37 km north of Veadeiros","-47.5167","-13.78228","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893215","NY00893215_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00893206","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","12124","1966","01","29","South America","Brazil","Distrito Federal","Brasília","Ribeirão Sobradinho, ca. 5 km S. of Sobradinho","-47.78","-15.7","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893206","NY00893206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00893209","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","14113a","1966","03","19","South America","Brazil","Distrito Federal","Brasília","Setor Industrial, ca. 5 km W of Brasília","-47.95","-15.8","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893209","NY00893209_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00893251","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","R. P. Belém","4011","1968","12","10","South America","Brazil","Distrito Federal","Brasília","Asa Norte Residencial.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893251","NY00893251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00893201","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","8123","1965","09","09","South America","Brazil","Distrito Federal","Brasília","Taguatinga","-48.05","-15.83","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893201","NY00893201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","472465","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","G. G. Hatschbach","39459","1977","01","12","South America","Brazil","Bahia","Barreiras","Roda Velha","-44.99","-12.15",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472465","NY00472465_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00893219","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","W. R. Anderson","H. S. Irwin","34687","1972","01","21","South America","Brazil","Goiás","Niquelândia","ca. 14 km S. of Niquelândia","-48.45","-14.57653","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=966302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893219","NY00893219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","472461","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","basiloba","Byrsonima basiloba","A.Juss.","H. S. Irwin","H. S. Irwin","14778","1966","04","14","South America","Brazil","Bahia","Sao Desidério","Cerrado, near Rio Piaui, ca. 150 km SW of Barreiras","-44.9731","-12.3633","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=451685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
