"record_id","modified","institutionCode","collectionCode","basisOfRecord","kingdom","phylum","class","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","decimalLongitude","decimalLatitude","catalogNumber","order","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","verbatimLongitude","verbatimLatitude","barcode","locality"
"1","2019-09-04 19:24:15-03","F","FMNH-SEEDPLANTS","PreservedSpecimen","Plantae","Spermatophyta","Dicotyledoneae","Piperaceae","Peperomia","guarujana","Peperomia guarujana","Type [status unknown]","Usteri","3","South America","Brazil","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-04 15:45:44-03","IF","SPSF","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliopsida","Piperaceae","Peperomia","guarujana","Peperomia guarujana",NA,"R.Simão Bianchini & E.P.Fortes & R.T.Shirasuna","1946","América do Sul","Brasil","-46.553056","-23.414167","52952","Piperales","C.DC.","E.Oliveira","2015","10","21","2013","05","03","SP","Guarulhos","677","677","COLETA: Epífita delicada. Inflorescência verde mais clara que a folha.; GEOGRAFIA: Mata derrubada. Divisa de Guarulhos com São Paulo. Lote 4.;",NA,NA,NA,NA
"3","2014-09-23 11:02:07-03","G","G-DC","S","Plantae",NA,NA,"Piperaceae","Peperomia","guarujana","Peperomia guarujana","SYNTYPUS of Peperomia guarujana C. DC.","Usteri, A.",NA,"AMERIQUE DU SUD","Brazil","-46.25777778","-23.98861111","G00329810",NA,"C. DC.","CAT.HERB.PRODR.","2012","01","01","1907","01","13","São Paulo","Guarujá",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","-46.25777778","-23.98861111","G00329810",NA
"4","2014-09-23 11:02:07-03","G","G-DC","S","Plantae",NA,NA,"Piperaceae","Peperomia","guarujana","Peperomia guarujana","SYNTYPUS of Peperomia guarujana C. DC.","Usteri, A.","7","AMERIQUE DU SUD","Brazil","-46.25777778","-23.98861111","G00329811",NA,"C. DC.","CAT.HERB.PRODR.","2012","01","01","1907","07","25","São Paulo","Guarujá",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","-46.25777778","-23.98861111","G00329811",NA
"5","2014-09-23 11:02:07-03","G","G-DC","S","Plantae",NA,NA,"Piperaceae","Peperomia","guarujana","Peperomia guarujana","SYNTYPUS of Peperomia guarujana C. DC.","Usteri, A.","3","AMERIQUE DU SUD","Brazil","-46.25777778","-23.98861111","G00329812",NA,"C. DC.","CAT.HERB.PRODR.","2012","01","01","1907","01","13","São Paulo","Guarujá",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","-46.25777778","-23.98861111","G00329812",NA
"6","2014-09-23 11:02:07-03","G","G-DC","S","Plantae",NA,NA,"Piperaceae","Peperomia","guarujana","Peperomia guarujana",NA,"Usteri, A.",NA,"AMERIQUE DU SUD","Brazil","-46.78194444","-23.43916667","G00326350",NA,"C. DC.","Trelease, W.",NA,NA,NA,"1907","03","17","São Paulo","Jaraguá",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","-46.78194444","-23.43916667","G00326350",NA
"7","2019-11-21 10:14:15-03","IBt","SP","S","Plantae",NA,NA,"Piperaceae","Peperomia","guarujana","Peperomia guarujana",NA,"Simão Bianchini, R; Fortes, EP; Shirasuna, RT","1946",NA,"Brasil","-46.552972","-23.414028","487986",NA,"C.DC.","Oliveira, E","2015","10","21","2013","05","03","São Paulo","Guarulhos","677","677",NA,"-46.552972","-23.414028",NA,"Divisa de Guarulhos com São Paulo, Lote 4."
