"","taxon_id_flora_do_brasil","taxa_avaliado","categoria","ano","recorte","portaria_mma_443_2014","tipo_avaliacao","selecionar_ultima_avaliacao","scientific_name","family","endemism","taxon_rank","taxonomic_status","nomenclatural_status","fonte"
"1","35606","Acalypha ampliata","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Acalypha ampliata Pax & K.Hoffm.","Euphorbiaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","SEM INFORMAÇÃO","cncflora_out"
"2","35626","Acalypha subsana","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Acalypha subsana Mart. ex Colla","Euphorbiaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"3","10256","Acca sellowiana","LC","2018","floresta_com_araucaria_sociedade_chaua","ausente","Nova avaliação","1","Acca sellowiana (O.Berg) Burret","Myrtaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","SEM INFORMAÇÃO","cncflora_out"
"4","35638","Actinostemon mandiocanus","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Actinostemon mandiocanus (Müll.Arg.) Pax","Euphorbiaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","SEM INFORMAÇÃO","cncflora_out"
"5","7465","Agarista pulchella","LC","2018","floresta_com_araucaria_sociedade_chaua","ausente","Nova avaliação","1","Agarista pulchella Cham. ex G.Don","Ericaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"6","90598","Anemia candidoi","DD","2016","outros","ausente","Nova avaliação","1","Anemia candidoi Brade","Anemiaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","NOME_MAL_APLICADO","cncflora_out"
"7","4523","Aspidosperma compactinervium","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Aspidosperma compactinervium Kuhlm.","Apocynaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"8","40961","Aspidosperma ingratum","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Aspidosperma ingratum K.Schum.","Apocynaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","SEM INFORMAÇÃO","cncflora_out"
"9","34164","Begonia valida","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Begonia valida Goebel","Begoniaceae","Não consta na Flora do Brasil","ESPECIE","SEM INFORMAÇÃO","NOME_APLICACAO_INCERTA","cncflora_out"
"10","34257","Billbergia amandae","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Billbergia amandae W.Weber","Bromeliaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","NOME_LEGITIMO_MAS_INCORRETO","cncflora_out"
"11","65032","Cattleya acuensis","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Cattleya acuensis (Fowlie) Van den Berg","Orchidaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"12","38684","Chomelia monantha","EN","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Chomelia monantha (K.Schum. ex Standl.) Steyerm.","Rubiaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"13","13875","Chomelia transiens","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Chomelia transiens Müll.Arg.","Rubiaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"14","77947","Ditassa fontellae","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Ditassa fontellae Marquete & C.Valente","Apocynaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","NOME_LEGITIMO_MAS_INCORRETO","cncflora_out"
"15","131287","Ditassa fontellae","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Ditassa fontellae Marquete & Valente","Apocynaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","NOME_LEGITIMO_MAS_INCORRETO","cncflora_out"
"16","91054","Elaphoglossum mourae","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Elaphoglossum mourae Brade","Dryopteridaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"17","37611","Epistephium portellianum","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Epistephium portellianum Barb.Rodr.","Orchidaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"18","38782","Faramea australis","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Faramea australis (Vell.) Müll.Arg.","Rubiaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","NOME_LEGITIMO_MAS_INCORRETO","cncflora_out"
"19","10174","Ficus organensis","LC","2020","outros","ausente","Nova avaliação","1","Ficus organensis (Miq.) Miq.","Moraceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","SEM INFORMAÇÃO","cncflora_out"
"20","4345","Griffinia intermedia","EN","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Griffinia intermedia Lindl.","Amaryllidaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"21","117466","Handroanthus serratifolius","NT","2019","especies_indicadas","ausente","Nova avaliação","1","Handroanthus serratifolius (Vahl) S.Grose","Bignoniaceae","Não endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"22","103113","Hydrocotyle alpestris","CR","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Hydrocotyle alpestris Gardner","Araliaceae","Não consta na Flora do Brasil","ESPECIE","SINONIMO","SEM INFORMAÇÃO","cncflora_out"
"23","5128","Hydrocotyle ulei","EN","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Hydrocotyle ulei H.Wolff","Araliaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
"24","4886","Ilex cognata","DD","2018","endemicas_rio_de_janeiro","ausente","Nova avaliação","1","Ilex cognata Reissek","Aquifoliaceae","Endêmica do Brasil","ESPECIE","NOME_ACEITO","NOME_CORRETO","cncflora_out"
