id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
103170,Acanthocladus brasiliensis (A.St.-Hil. & Moq.) Klotzsch ex Hassk.,NA,Polygalaceae,species,accepted,Acanthocladus brasiliensis,LC,,Acanthocladus brasiliensis,BR-MS|BR-PR|BR-SP,Acanthocladus,brasiliensis,NA,correct
5751,Acanthostachys pitcairnioides (Mez) Rauh & Barthlott,NA,Bromeliaceae,species,accepted,Acanthostachys pitcairnioides,DD,,Acanthostachys pitcairnioides,BR-BA|BR-ES,Acanthostachys,pitcairnioides,NA,correct
102914,Acanthosyris paulo-alvinii G.M. Barroso,NA,Santalaceae,species,accepted,Acanthosyris paulo-alvinii,VU,,Acanthosyris paulo-alvinii,BR-BA,Acanthosyris,paulo-alvinii,NA,correct
62480,Feijoa sellowiana (O.Berg) O.Berg,NA,Myrtaceae,species,accepted,Feijoa sellowiana,NA,replaced synonym,Acca sellowiana,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Feijoa,sellowiana,NA,correct
10258,Accara elegans (DC.) Landrum,NA,Myrtaceae,species,accepted,Accara elegans,EN,,Accara elegans,BR-MG,Accara,elegans,NA,correct
4252,Achatocarpus praecox Griseb.,NA,Achatocarpaceae,species,accepted,Achatocarpus praecox,LC,,Achatocarpus praecox,BR-ES|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Achatocarpus,praecox,NA,correct
618909,Matourea caparaoensis (Brade) Colletta & V.C.Souza,NA,Plantaginaceae,species,accepted,Matourea caparaoensis,NA,replaced synonym,Achetaria caparaoense,BR-ES|BR-MG,Matourea,caparaoensis,NA,correct
618912,Matourea latifolia (V.C.Souza) V.C.Souza & Colletta,NA,Plantaginaceae,species,accepted,Matourea latifolia,NA,replaced synonym,Achetaria latifolia,BR-RJ,Matourea,latifolia,NA,correct
NA,NA,NA,NA,NA,NA,NA,NA,not found,Achimenes ichtyostoma,NA,NA,NA,NA,NA
10988,Acianthera adiri (Brade) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera adiri,CR,,Acianthera adiri,BR-PR,Acianthera,adiri,NA,correct
10992,Acianthera aphthosa (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera aphthosa,LC,,Acianthera aphthosa,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acianthera,aphthosa,NA,correct
10993,Acianthera auriculata (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera auriculata,LC,,Acianthera auriculata,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acianthera,auriculata,NA,correct
10997,Acianthera bragae (Ruschi) F.Barros,NA,Orchidaceae,species,accepted,Acianthera bragae,LC,,Acianthera bragae,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Acianthera,bragae,NA,correct
11001,Acianthera crinita (Barb.Rodr.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera crinita,LC,,Acianthera crinita,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SP,Acianthera,crinita,NA,correct
11011,Acianthera glumacea (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera glumacea,LC,,Acianthera glumacea,BR-AL|BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acianthera,glumacea,NA,correct
11015,Acianthera heringeri (Hoehne) F.Barros,NA,Orchidaceae,species,accepted,Acianthera heringeri,CR,,Acianthera heringeri,BR-ES|BR-MG|BR-RJ,Acianthera,heringeri,NA,correct
11021,Acianthera karlii (Pabst) C.N.Gonç. & Waechter,NA,Orchidaceae,species,accepted,Acianthera karlii,LC,,Acianthera karlii,BR-PR|BR-RJ|BR-RS,Acianthera,karlii,NA,correct
37186,Acianthera langeana (Kraenzl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera langeana,EN,,Acianthera langeana,BR-PR,Acianthera,langeana,NA,correct
37191,Acianthera ophiantha (Cogn.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera ophiantha,DD,,Acianthera ophiantha,BR-MG,Acianthera,ophiantha,NA,correct
11041,Acianthera papillosa (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera papillosa,VU,,Acianthera papillosa,BR-BA|BR-CE|BR-ES|BR-MG|BR-PE|BR-RS|BR-SP,Acianthera,papillosa,NA,correct
11043,Acianthera pectinata (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera pectinata,LC,,Acianthera pectinata,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Acianthera,pectinata,NA,correct
19971,Acianthera pernambucensis (Rolfe) F.Barros,NA,Orchidaceae,species,accepted,Acianthera pernambucensis,DD,,Acianthera pernambucensis,BR-PE,Acianthera,pernambucensis,NA,correct
11051,Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera saundersiana,NA,,Acianthera saundersiana,BR-BA|BR-CE|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acianthera,saundersiana,NA,correct
11052,Acianthera saurocephala (Lodd.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera saurocephala,LC,,Acianthera saurocephala,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acianthera,saurocephala,NA,correct
11056,Acianthera strupifolia (Lindl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera strupifolia,LC,,Acianthera strupifolia,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Acianthera,strupifolia,NA,correct
11058,Acianthera translucida (Barb.Rodr.) Luer,NA,Orchidaceae,species,accepted,Acianthera translucida,LC,,Acianthera translucida,BR-ES|BR-RJ|BR-SC|BR-SP,Acianthera,translucida,NA,correct
11059,Acianthera tricarinata (Poepp. & Endl.) Pridgeon & M.W.Chase,NA,Orchidaceae,species,accepted,Acianthera tricarinata,LC,,Acianthera tricarinata,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Acianthera,tricarinata,NA,correct
101533,Acicarpha tribuloides Juss.,NA,Calyceraceae,species,accepted,Acicarpha tribuloides,LC,,Acicarpha tribuloides,BR-PR|BR-RS|BR-SC|BR-SP,Acicarpha,tribuloides,NA,correct
103228,Acmella pusilla (Hook. & Arn.) R.K.Jansen,NA,Asteraceae,species,accepted,Acmella pusilla,EN,,Acmella pusilla,BR-PR|BR-RS,Acmella,pusilla,NA,correct
15915,Acmella uliginosa (Sw.) Cass.,NA,Asteraceae,species,accepted,Acmella uliginosa,NA,,Acmella uliginosa,BR-AL|BR-BA|BR-CE|BR-GO|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PI|BR-RJ|BR-RN|BR-SP|BR-TO,Acmella,uliginosa,NA,correct
15917,Acritopappus catolesensis D.J.N.Hind & Bautista,NA,Asteraceae,species,accepted,Acritopappus catolesensis,VU,,Acritopappus catolesensis,BR-BA,Acritopappus,catolesensis,NA,correct
15919,Acritopappus connatifolius (Soar.Nunes) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Acritopappus connatifolius,EN,,Acritopappus connatifolius,BR-BA,Acritopappus,connatifolius,NA,correct
25204,Acritopappus irwinii R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Acritopappus irwinii,VU,,Acritopappus irwinii,BR-MG,Acritopappus,irwinii,NA,correct
15926,Acritopappus pintoi Bautista & D.J.N.Hind,NA,Asteraceae,species,accepted,Acritopappus pintoi,CR,,Acritopappus pintoi,BR-BA,Acritopappus,pintoi,NA,correct
12942,Acroceras excavatum (Henrard) Zuloaga & Morrone,NA,Poaceae,species,accepted,Acroceras excavatum,DD,,Acroceras excavatum,BR-BA|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Acroceras,excavatum,NA,correct
12943,Acroceras zizanioides (Kunth) Dandy,NA,Poaceae,species,accepted,Acroceras zizanioides,NA,,Acroceras zizanioides,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,Acroceras,zizanioides,NA,correct
121836,Acrocomia emensis (Toledo) Lorenzi,NA,Arecaceae,species,accepted,Acrocomia emensis,VU,,Acrocomia emensis,BR-GO|BR-MG|BR-MS|BR-PR|BR-SP,Acrocomia,emensis,NA,correct
15664,Acrocomia hassleri (Barb.Rodr.) W.J.Hahn,NA,Arecaceae,species,accepted,Acrocomia hassleri,LC,,Acrocomia hassleri,BR-MS,Acrocomia,hassleri,NA,correct
91795,Acrostichum aureum L.,NA,Pteridaceae,species,accepted,Acrostichum aureum,NA,,Acrostichum aureum,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-SC|BR-SE|BR-SP,Acrostichum,aureum,NA,correct
91796,Acrostichum danaeifolium Langsd. & Fisch.,NA,Pteridaceae,species,accepted,Acrostichum danaeifolium,NA,,Acrostichum danaeifolium,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-MS|BR-PA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SP,Acrostichum,danaeifolium,NA,correct
28660,Actinocephalus cabralensis (Silveira) Sano,NA,Eriocaulaceae,species,accepted,Actinocephalus cabralensis,DD,,Actinocephalus cabralensis,BR-MG,Actinocephalus,cabralensis,NA,correct
35366,Actinocephalus ciliatus (Bong.) Sano,NA,Eriocaulaceae,species,accepted,Actinocephalus ciliatus,DD,,Actinocephalus ciliatus,BR-MG,Actinocephalus,ciliatus,NA,correct
28661,Actinocephalus cipoensis (Silveira) Sano,NA,Eriocaulaceae,species,accepted,Actinocephalus cipoensis,CR,,Actinocephalus cipoensis,BR-MG,Actinocephalus,cipoensis,NA,correct
28662,Actinocephalus claussenianus (Körn.) Sano,NA,Eriocaulaceae,species,accepted,Actinocephalus claussenianus,VU,,Actinocephalus claussenianus,BR-MG,Actinocephalus,claussenianus,NA,correct
28669,Actinocephalus heterotrichus (Silveira) Sano,NA,Eriocaulaceae,species,accepted,Actinocephalus heterotrichus,DD,,Actinocephalus heterotrichus,BR-MG,Actinocephalus,heterotrichus,NA,correct
130398,Actinocephalus rhizomatosus (Silveira) F. N.Costa,NA,Eriocaulaceae,species,accepted,Actinocephalus rhizomatosus,DD,,Actinocephalus rhizomatosus,BR-MG,Actinocephalus,rhizomatosus,NA,correct
130399,Actinocephalus scytophyllus (Ruhland) F.N.Costa,NA,Eriocaulaceae,species,accepted,Actinocephalus scytophyllus,DD,,Actinocephalus scytophyllus,BR-MG,Actinocephalus,scytophyllus,NA,correct
17448,Actinostemon concolor (Spreng.) Müll.Arg.,NA,Euphorbiaceae,species,accepted,Actinostemon concolor,NA,,Actinostemon concolor,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-MG|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,Actinostemon,concolor,NA,correct
25459,Actinostemon klotzschii (Didr.) Pax,NA,Euphorbiaceae,species,accepted,Actinostemon klotzschii,NA,,Actinostemon klotzschii,BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PA|BR-PR|BR-RJ|BR-SP,Actinostemon,klotzschii,NA,correct
17451,Actinostemon verticillatus (Klotzsch) Baill.,NA,Euphorbiaceae,species,accepted,Actinostemon verticillatus,NA,,Actinostemon verticillatus,BR-AL|BR-BA|BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,Actinostemon,verticillatus,NA,correct
25903,Adamantinia miltonioides van den Berg & C.N.Gonç.,NA,Orchidaceae,species,accepted,Adamantinia miltonioides,CR,,Adamantinia miltonioides,BR-BA,Adamantinia,miltonioides,NA,correct
95864,Adelothecium bogotense (Hampe) Mitt.,NA,Adelotheciaceae,species,accepted,Adelothecium bogotense,LC,,Adelothecium bogotense,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Adelothecium,bogotense,NA,correct
112345,Adenocalymma dichilum A.H.Gentry,NA,Bignoniaceae,species,accepted,Adenocalymma dichilum,EN,,Adenocalymma dichilum,BR-BA|BR-MG|BR-PI,Adenocalymma,dichilum,NA,correct
112370,Adenocalymma hypostictum Bureau & K.Schum.,NA,Bignoniaceae,species,accepted,Adenocalymma hypostictum,EN,replaced synonym,Adenocalymma fruticosum,BR-BA|BR-MG,Adenocalymma,hypostictum,NA,correct
112346,Adenocalymma divaricatum Miers,NA,Bignoniaceae,species,accepted,Adenocalymma divaricatum,EN,replaced synonym,Adenocalymma magnoalatum,BR-BA|BR-CE|BR-ES|BR-MG|BR-PI,Adenocalymma,divaricatum,NA,correct
112407,Adenocalymma paulistarum Bureau & K.Schum.,NA,Bignoniaceae,species,accepted,Adenocalymma paulistarum,LC,,Adenocalymma paulistarum,BR-MG|BR-PR|BR-SP,Adenocalymma,paulistarum,NA,correct
112447,Adenocalymma ubatubense Assis & Semir,NA,Bignoniaceae,species,accepted,Adenocalymma ubatubense,CR,,Adenocalymma ubatubense,BR-RJ|BR-SP,Adenocalymma,ubatubense,NA,correct
35646,Adenophaedra cearensis Secco,NA,Euphorbiaceae,species,accepted,Adenophaedra cearensis,CR,,Adenophaedra cearensis,BR-CE,Adenophaedra,cearensis,NA,correct
101033,Adesmia paranensis Burkart,NA,Fabaceae,species,accepted,Adesmia paranensis,NT,,Adesmia paranensis,BR-PR|BR-SC,Adesmia,paranensis,NA,correct
91820,Adiantum diphyllum (Fée) Maxon,NA,Pteridaceae,species,accepted,Adiantum diphyllum,CR,,Adiantum diphyllum,BR-BA,Adiantum,diphyllum,NA,correct
91821,Adiantum discolor J.Prado,NA,Pteridaceae,species,accepted,Adiantum discolor,EN,,Adiantum discolor,BR-BA,Adiantum,discolor,NA,correct
91835,Adiantum mynsseniae J.Prado,NA,Pteridaceae,species,accepted,Adiantum mynsseniae,EN,,Adiantum mynsseniae,BR-BA|BR-MG|BR-RJ|BR-SP,Adiantum,mynsseniae,NA,correct
91839,Adiantum papillosum Handro,NA,Pteridaceae,species,accepted,Adiantum papillosum,EN,,Adiantum papillosum,BR-ES|BR-MG|BR-RJ,Adiantum,papillosum,NA,correct
91859,Adiantum tetragonum Schrad.,NA,Pteridaceae,species,accepted,Adiantum tetragonum,EN,,Adiantum tetragonum,BR-BA|BR-MG,Adiantum,tetragonum,NA,correct
5755,Aechmea alopecurus Mez,NA,Bromeliaceae,species,accepted,Aechmea alopecurus,EN,,Aechmea alopecurus,BR-BA|BR-MG,Aechmea,alopecurus,NA,correct
5756,Aechmea amicorum B.R. Silva & H. Luther,NA,Bromeliaceae,species,accepted,Aechmea amicorum,EN,,Aechmea amicorum,BR-BA|BR-ES,Aechmea,amicorum,NA,correct
5761,Aechmea apocalyptica Reitz,NA,Bromeliaceae,species,accepted,Aechmea apocalyptica,VU,,Aechmea apocalyptica,BR-SC,Aechmea,apocalyptica,NA,correct
5765,Aechmea azurea L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea azurea,VU,,Aechmea azurea,BR-ES,Aechmea,azurea,NA,correct
5766,Aechmea bambusoides L.B.Sm. & Reitz,NA,Bromeliaceae,species,accepted,Aechmea bambusoides,VU,,Aechmea bambusoides,BR-MG|BR-RJ,Aechmea,bambusoides,NA,correct
5771,Aechmea bromeliifolia (Rudge) Baker,NA,Bromeliaceae,species,accepted,Aechmea bromeliifolia,LC,,Aechmea bromeliifolia,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PR|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP|BR-TO,Aechmea,bromeliifolia,NA,correct
27600,Aechmea bromeliifolia var. albobracteata Philcox,NA,Bromeliaceae,variety,accepted,Aechmea bromeliifolia var. albobracteata,LC,,Aechmea bromeliifolia var. albobracteata,BR-MG|BR-MS|BR-MT|BR-PR|BR-SP,Aechmea,bromeliifolia,albobracteata,correct
5777,Aechmea candida E.Morren ex Baker,NA,Bromeliaceae,species,accepted,Aechmea candida,DD,,Aechmea candida,NA,Aechmea,candida,NA,correct
5778,Aechmea capixabae L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea capixabae,DD,,Aechmea capixabae,BR-ES,Aechmea,capixabae,NA,correct
5779,Aechmea cariocae L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea cariocae,EN,,Aechmea cariocae,BR-RJ,Aechmea,cariocae,NA,correct
5781,Aechmea castanea L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea castanea,EN,,Aechmea castanea,BR-ES,Aechmea,castanea,NA,correct
5784,Aechmea caudata Lindm.,NA,Bromeliaceae,species,accepted,Aechmea caudata,LC,,Aechmea caudata,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aechmea,caudata,NA,correct
5793,Aechmea cylindrata Lindm.,NA,Bromeliaceae,species,accepted,Aechmea cylindrata,LC,,Aechmea cylindrata,BR-PR|BR-SC|BR-SP,Aechmea,cylindrata,NA,correct
607070,Karawata depressa (L.B.Sm.) J.R.Maciel & G.Sousa,NA,Bromeliaceae,species,accepted,Karawata depressa,NA,replaced synonym,Aechmea depressa,BR-BA|BR-ES,Karawata,depressa,NA,correct
5799,Aechmea distichantha Lem.,NA,Bromeliaceae,species,accepted,Aechmea distichantha,LC,,Aechmea distichantha,BR-ES|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Aechmea,distichantha,NA,correct
5800,Aechmea echinata (Leme) Leme,NA,Bromeliaceae,species,accepted,Aechmea echinata,EN,,Aechmea echinata,BR-BA,Aechmea,echinata,NA,correct
5802,Aechmea entringeri Leme,NA,Bromeliaceae,species,accepted,Aechmea entringeri,DD,,Aechmea entringeri,BR-ES,Aechmea,entringeri,NA,correct
5808,Aechmea fosteriana L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea fosteriana,EN,,Aechmea fosteriana,BR-ES,Aechmea,fosteriana,NA,correct
5812,Aechmea gamosepala Wittm.,NA,Bromeliaceae,species,accepted,Aechmea gamosepala,LC,,Aechmea gamosepala,BR-PR|BR-RS|BR-SC,Aechmea,gamosepala,NA,correct
5812,Aechmea gamosepala Wittm.,NA,Bromeliaceae,species,accepted,Aechmea gamosepala,LC,was misspelled,Aechmea gamossepala,BR-PR|BR-RS|BR-SC,Aechmea,gamosepala,NA,correct
5814,Aechmea gracilis Lindm.,NA,Bromeliaceae,species,accepted,Aechmea gracilis,LC,,Aechmea gracilis,BR-PR|BR-RJ|BR-SC|BR-SP,Aechmea,gracilis,NA,correct
607071,Karawata gustavoi  (J.A.Siqueira & Leme) J.R.Maciel & G.Sousa,NA,Bromeliaceae,species,accepted,Karawata gustavoi,NA,replaced synonym,Aechmea gustavoi,BR-BA|BR-PE,Karawata,gustavoi,NA,correct
5823,Aechmea kertesziae Reitz,NA,Bromeliaceae,species,accepted,Aechmea kertesziae,EN,,Aechmea kertesziae,BR-RS|BR-SC,Aechmea,kertesziae,NA,correct
5824,Aechmea kleinii Reitz,NA,Bromeliaceae,species,accepted,Aechmea kleinii,EN,,Aechmea kleinii,BR-SC,Aechmea,kleinii,NA,correct
16569,Aechmea lingulata (L.) Baker,NA,Bromeliaceae,species,accepted,Aechmea lingulata,DD,,Aechmea lingulata,BR-AL|BR-AP|BR-BA|BR-CE|BR-ES|BR-PB|BR-PE|BR-RJ,Aechmea,lingulata,NA,correct
5836,Aechmea macrochlamys L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea macrochlamys,EN,,Aechmea macrochlamys,BR-ES,Aechmea,macrochlamys,NA,correct
5838,Aechmea marginalis Leme & J.A.Siqueira,NA,Bromeliaceae,species,accepted,Aechmea marginalis,CR,,Aechmea marginalis,BR-AL,Aechmea,marginalis,NA,correct
5845,Aechmea muricata (Arruda) L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea muricata,EN,,Aechmea muricata,BR-AL|BR-PE|BR-RN,Aechmea,muricata,NA,correct
5846,Aechmea mutica L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea mutica,EN,,Aechmea mutica,BR-ES,Aechmea,mutica,NA,correct
5847,Aechmea nudicaulis (L.) Griseb.,NA,Bromeliaceae,species,accepted,Aechmea nudicaulis,LC,,Aechmea nudicaulis,BR-AL|BR-BA|BR-ES|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,Aechmea,nudicaulis,NA,correct
5849,Aechmea orlandiana L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea orlandiana,CR,,Aechmea orlandiana,BR-ES,Aechmea,orlandiana,NA,correct
5853,Aechmea pectinata Baker,NA,Bromeliaceae,species,accepted,Aechmea pectinata,LC,,Aechmea pectinata,BR-PR|BR-RJ|BR-SC|BR-SP,Aechmea,pectinata,NA,correct
5854,Aechmea pedicellata Leme & H.Luther,NA,Bromeliaceae,species,accepted,Aechmea pedicellata,DD,,Aechmea pedicellata,BR-ES,Aechmea,pedicellata,NA,correct
5858,Aechmea pimenti-velosoi Reitz,NA,Bromeliaceae,species,accepted,Aechmea pimenti-velosoi,DD,,Aechmea pimenti-velosoi,BR-RS|BR-SC,Aechmea,pimenti-velosoi,NA,correct
5860,Aechmea podantha L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea podantha,DD,,Aechmea podantha,BR-ES,Aechmea,podantha,NA,correct
5867,Aechmea recurvata (Klotzsch) L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea recurvata,NA,,Aechmea recurvata,BR-PR|BR-RS|BR-SC|BR-SP,Aechmea,recurvata,NA,correct
34237,Aechmea recurvata var. ortgiesii (Baker) Reitz,NA,Bromeliaceae,variety,accepted,Aechmea recurvata var. ortgiesii,DD,,Aechmea recurvata var. ortgiesii,BR-SP,Aechmea,recurvata,ortgiesii,correct
5868,Aechmea roberto-seidelii E.Pereira,NA,Bromeliaceae,species,accepted,Aechmea roberto-seidelii,DD,,Aechmea roberto-seidelii,BR-ES,Aechmea,roberto-seidelii,NA,correct
5869,Aechmea rubrolilacina Leme,NA,Bromeliaceae,species,accepted,Aechmea rubrolilacina,DD,,Aechmea rubrolilacina,BR-ES,Aechmea,rubrolilacina,NA,correct
22318,Aechmea setigera Mart. ex Schult. & Schult.f.,NA,Bromeliaceae,species,accepted,Aechmea setigera,LC,,Aechmea setigera,BR-AC|BR-AM|BR-AP|BR-MT|BR-PA|BR-RR|BR-SP,Aechmea,setigera,NA,correct
5872,Aechmea sphaerocephala Baker,NA,Bromeliaceae,species,accepted,Aechmea sphaerocephala,EN,,Aechmea sphaerocephala,BR-ES|BR-RJ,Aechmea,sphaerocephala,NA,correct
5876,Aechmea triangularis L.B.Sm.,NA,Bromeliaceae,species,accepted,Aechmea triangularis,EN,,Aechmea triangularis,BR-ES|BR-MG|BR-PR,Aechmea,triangularis,NA,correct
