familia,genero,epiteto_especifico,especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,especie_autor,cat_ameaca_sp,grupao,grupo,cat_ameaca_CR_lac,cat_ameaca_br,fonte
Meliaceae,Cedrela,angustifolia,Cedrela angustifolia,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meliaceae,Cedrela,fissilis,Cedrela fissilis,VU,NA,VU,Cedrela fissilis Vell.,VU,NA,NA,NA,VU,Portaria 443/2014
Meliaceae,Cedrela,odorata,Cedrela odorata,VU,NA,VU,Cedrela odorata L.,VU,NA,NA,NA,VU,Portaria 443/2014
Orchidaceae,Centroglossa,castellensis,Centroglossa castellensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrolobium,paraense,Centrolobium paraense,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrolobium,tomentosum,Centrolobium tomentosum,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrosema,bracteosum,Centrosema bracteosum,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrosema,carajasense,Centrosema carajasense,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrosema,jaraguaense,Centrosema jaraguaense,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrosema,sagittatum,Centrosema sagittatum,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Centrosema,teresae,Centrosema teresae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Ceradenia,capillaris,Ceradenia capillaris,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Ceradenia,glaziovii,Ceradenia glaziovii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodiaceae,Ceradenia,warmingii,Ceradenia warmingii,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cucurbitaceae,Ceratosanthes,hilariana,Ceratosanthes hilariana,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cereus,mirabella,Cereus mirabella,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthaceae,Chaetoclamys,psammina,Chaetoclamys psammina,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Melastomataceae,Chaetostoma,glaziovii,Chaetostoma glaziovii,NA,"NA",VU,Chaetostoma glaziovii Cogn.,VU,NA,NA,NA,NA,NA
Costaceae,Chamaecostus,subsessilis,Chamaecostus subsessilis,NA,"NA",EX,Chamaecostus subsessilis (Nees & Mart.) C.Specht & D.W.Stev.,EX,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,anamariae,Chamaecrista anamariae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,aristata,Chamaecrista aristata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,atroglandulosa,Chamaecrista atroglandulosa,EN,NA,EX,Chamaecrista atroglandulosa (Taub.) H.S.Irwin & Barneby,EX,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,brevicalyx,Chamaecrista brevicalyx,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,catolesensis,Chamaecrista catolesensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,choriophylla,Chamaecrista choriophylla,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,cipoana,Chamaecrista cipoana,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,dentata,Chamaecrista dentata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,fodinarum,Chamaecrista fodinarum,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,lagotois,Chamaecrista lagotois,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,stillifera,Chamaecrista stillifera,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,strictifolia,Chamaecrista strictifolia,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,tephrosiifolia,Chamaecrista tephrosiifolia,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,trachycarpa,Chamaecrista trachycarpa,NA,LC,EX,Chamaecrista trachycarpa (Vogel) H.S.Irwin & Barneby,EX,NA,NA,NA,NA,NA
Fabaceae,Chamaecrista,ulmea,Chamaecrista ulmea,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Chamissoa,acuminata,Chamissoa acuminata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chaptalia,chapadensis,Chaptalia chapadensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chaptalia,cordifolia,Chaptalia cordifolia,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chaptalia,hermogenis,Chaptalia hermogenis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,brasiliense,Chascolytrum brasiliense,EN,NA,CR,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,bulbosum,Chascolytrum bulbosum,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,itatiaiae,Chascolytrum itatiaiae,EN,NA,CR,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,juergensii,Chascolytrum juergensii,NA,"NA",EX,"Chascolytrum juergensii (Hack.) Essi, Longhi-Wagner & Souza-Chies",EX,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,parodianum,Chascolytrum parodianum,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chascolytrum,scabrum,Chascolytrum scabrum,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,NA,NA,Chascolytum brasiliense,NA,NA,NA,"Chascolytum brasiliense (Nees ex Steud.) Essi, Longhi-Wagner & Souza-Chies",CR,NA,NA,NA,NA,NA
Poaceae,NA,NA,Chascolytum itatiaiae,NA,NA,NA,"Chascolytum itatiaiae (Ekman) Essi, Longhi-Wagner & Souza-Chies",CR,NA,NA,NA,NA,NA
Pteridaceae,Cheilanthes,incisa,Cheilanthes incisa,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Cheilanthes,juergensii,Cheilanthes juergensii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridaceae,Cheilanthes,regnelliana,Cheilanthes regnelliana,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oleaceae,Chionanthus,fluminensis,Chionanthus fluminensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oleaceae,Chionanthus,subsessilis,Chionanthus subsessilis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oleaceae,Chionanthus,tenuis,Chionanthus tenuis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chionolaena,lychnophorioides,Chionolaena lychnophorioides,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Chiropetalum,anisotrichum,Chiropetalum anisotrichum,VU,NA,EX,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Chiropetalum,foliosum,Chiropetalum foliosum,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Chiropetalum,gymnadenium,Chiropetalum gymnadenium,VU,NA,NA,Chiropetalum gymnadenium (Müll.Arg.) Pax & K.Hoffm.,EX,NA,NA,NA,VU,Portaria 443/2014
Orchidaceae,Chloraea,membranacea,Chloraea membranacea,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Chloroleucon,extortum,Chloroleucon extortum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Chomelia,modesta,Chomelia modesta,CR,NA,EX,Chomelia modesta (Standl.) Steyerm.,EX,NA,NA,NA,CR,Portaria 443/2014
Menispermaceae,Chondrodendron,platiphyllum,Chondrodendron platiphyllum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chresta,souzae,Chresta souzae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chresta,sphaerocephala,Chresta sphaerocephala,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Christensonella,ferdinandiana,Christensonella ferdinandiana,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chromolaena,angusticeps,Chromolaena angusticeps,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chromolaena,arrayana,Chromolaena arrayana,EN,NA,VU,Chromolaena arrayana (Gardner) R.M.King & H.Rob.,VU,NA,NA,NA,EN,Portaria 443/2014
Asteraceae,Chromolaena,costatipes,Chromolaena costatipes,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chromolaena,elliptica,Chromolaena elliptica,NA,LC,EX,Chromolaena elliptica (Hook. & Arn.) R.M.King & H.Rob.,EX,NA,NA,NA,NA,NA
Asteraceae,Chromolaena,latisquamulosa,Chromolaena latisquamulosa,NA,DD,VU,Chromolaena latisquamulosa (Hiern.) R.M.King & H.Rob.,VU,NA,NA,NA,NA,NA
Asteraceae,Chromolaena,rhinanthacea,Chromolaena rhinanthacea,EN,NA,EX,Chromolaena rhinanthacea (DC.) R.M.King & H.Rob.,EX,NA,NA,NA,EN,Portaria 443/2014
Sapotaceae,Chromolucuma,apiculata,Chromolucuma apiculata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chronopappus,bifrons,Chronopappus bifrons,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ditrichaceae,Chrysoblastella,chilensis,Chrysoblastella chilensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chrysolaena,dusenii,Chrysolaena dusenii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Chrysolaena,nicolackii,Chrysolaena nicolackii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,acreanum,Chrysophyllum acreanum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,bombycinum,Chrysophyllum bombycinum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,durifructum,Chrysophyllum durifructum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,imperiale,Chrysophyllum imperiale,EN,NA,EN,Chrysophyllum imperiale (Linden ex K.Koch & Fintelm.) Benth. & Hook.,EN,NA,NA,NA,EN,Portaria 443/2014
Sapotaceae,Chrysophyllum,januariense,Chrysophyllum januariense,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,ovale,Chrysophyllum ovale,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,paranaense,Chrysophyllum paranaense,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,subspinosum,Chrysophyllum subspinosum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Sapotaceae,Chrysophyllum,superbum,Chrysophyllum superbum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chusquea,acuminata,Chusquea acuminata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chusquea,anelythra,Chusquea anelythra,NA,"NA",EX,Chusquea anelythra Nees,EX,NA,NA,NA,NA,NA
Poaceae,Chusquea,attenuata,Chusquea attenuata,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chusquea,baculifera,Chusquea baculifera,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Chusquea,erecta,Chusquea erecta,EN,NA,EN,Chusquea erecta L.G.Clark,EN,NA,NA,NA,EN,Portaria 443/2014
Poaceae,Chusquea,heterophylla,Chusquea heterophylla,EN,NA,CR,Chusquea heterophylla Nees,CR,NA,NA,NA,EN,Portaria 443/2014
Poaceae,Chusquea,pinifolia,Chusquea pinifolia,NA,LC,CR,Chusquea pinifolia (Nees) Nees,CR,NA,NA,NA,NA,NA
Poaceae,Chusquea,pulchella,Chusquea pulchella,EN,NA,EN,Chusquea pulchella L.G.Clark,EN,NA,NA,NA,EN,Portaria 443/2014
Poaceae,Chusquea,tenuiglumis,Chusquea tenuiglumis,CR,NA,CR,Chusquea tenuiglumis Döll,CR,NA,NA,NA,CR,Portaria 443/2014
Orchidaceae,Chytroglossa,paulensis,Chytroglossa paulensis,NA,DD,EX,Chytroglossa paulensis Edwall,EX,NA,NA,NA,NA,NA
Malvaceae,Cienfuegosia,drummondii,Cienfuegosia drummondii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Malvaceae,Cienfuegosia,sulfurea,Cienfuegosia sulfurea,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lauraceae,Cinnamomum,erythropus,Cinnamomum erythropus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lauraceae,Cinnamomum,hatschbachii,Cinnamomum hatschbachii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lauraceae,Cinnamomum,quadrangulum,Cinnamomum quadrangulum,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lauraceae,Cinnamomum,taubertianum,Cinnamomum taubertianum,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lauraceae,Cinnamomum,triplinerve,Cinnamomum triplinerve,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cipocereus,bradei,Cipocereus bradei,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cipocereus,crassisepalus,Cipocereus crassisepalus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cipocereus,laniflorus,Cipocereus laniflorus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cipocereus,minensis,Cipocereus minensis,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Cipocereus,pusilliflorus,Cipocereus pusilliflorus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cirrhaea,fuscolutea,Cirrhaea fuscolutea,EN,NA,EN,Cirrhaea fuscolutea Lindl.,EN,NA,NA,NA,EN,Portaria 443/2014
Orchidaceae,Cirrhaea,loddigesii,Cirrhaea loddigesii,CR,NA,CR,Cirrhaea loddigesii Lindl.,CR,NA,NA,NA,CR,Portaria 443/2014
Orchidaceae,Cirrhaea,longiracemosa,Cirrhaea longiracemosa,VU,NA,VU,Cirrhaea longiracemosa Hoehne,VU,NA,NA,NA,VU,Portaria 443/2014
Vitaceae,Cissus,apendiculata,Cissus apendiculata,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitaceae,Cissus,inundata,Cissus inundata,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitaceae,Cissus,trianae,Cissus trianae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Verbenaceae,Citharexylum,obtusifolium,Citharexylum obtusifolium,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primulaceae,Clavija,nutans,Clavija nutans,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Primulaceae,Clavija,spinosa,Clavija spinosa,NA,"NA",EN,Clavija spinosa (Vell.) Mez,EN,NA,NA,NA,NA,NA
Orchidaceae,Cleistes,aphylla,Cleistes aphylla,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cleistes,exilis,Cleistes exilis,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cleistes,mantiqueirae,Cleistes mantiqueirae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cleistes,ramboi,Cleistes ramboi,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cleistes,tenuis,Cleistes tenuis,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculaceae,Clematis,campestris,Clematis campestris,NA,LC,EW,Clematis campestris A.St.-Hil.,EW,NA,NA,NA,NA,NA
Melastomataceae,Clidemia,sericea,Clidemia sericea,NA,"NA",VU,Clidemia sericea D.Don,VU,NA,NA,NA,NA,NA
Linaceae,Cliococca,selaginoides,Cliococca selaginoides,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Clitoria,epetiolata,Clitoria epetiolata,NA,NT,NA,NA,NA,NA,NA,NA,NA,NA
Clusiaceae,Clusia,aemygdioi,Clusia aemygdioi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Cnidoscolus,adenoblepharus,Cnidoscolus adenoblepharus,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Cnidoscolus,froesii,Cnidoscolus froesii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Cnidoscolus,monsanto,Cnidoscolus monsanto,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Polygonaceae,Coccoloba,glaziovii,Coccoloba glaziovii,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Polygonaceae,Coccoloba,paraguariensis,Coccoloba paraguariensis,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Bixaceae,Cochlospermum,regium,Cochlospermum regium,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Gesneriaceae,Codonanthe,carnosa,Codonanthe carnosa,VU,NA,VU,Codonanthe carnosa (Gardner) Hanst.,VU,NA,NA,NA,VU,Portaria 443/2014
Gesneriaceae,Codonanthe,venosa,Codonanthe venosa,VU,NA,VU,Codonanthe venosa Chautems,VU,NA,NA,NA,VU,Portaria 443/2014
Orchidaceae,Codonorchis,canisioi,Codonorchis canisioi,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poaceae,Colanthelia,cingulata,Colanthelia cingulata,NA,"NA",VU,Colanthelia cingulata (McClure & L.B.Sm.) McClure,VU,NA,NA,NA,NA,NA
Poaceae,Colanthelia,macrostachya,Colanthelia macrostachya,EN,NA,EX,Colanthelia macrostachya (Nees) McClure,EX,NA,NA,NA,EN,Portaria 443/2014
Cactaceae,Coleocephalocereus,buxbaumianus,Coleocephalocereus buxbaumianus,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cactaceae,Coleocephalocereus,purpureus,Coleocephalocereus purpureus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,Colletia,exserta,Colletia exserta,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,Colletia,paradoxa,Colletia paradoxa,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Cololobus,longiangustatus,Cololobus longiangustatus,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asteraceae,Cololobus,rupestris,Cololobus rupestris,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,Colubrina,retusa,Colubrina retusa,NA,LC,EN,Colubrina retusa (Pittier) R.S.Cowan,EN,NA,NA,NA,NA,NA
Gesneriaceae,Columnea,sanguinea,Columnea sanguinea,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,bahiensis,Comanthera bahiensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,brasiliana,Comanthera brasiliana,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,elegans,Comanthera elegans,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,harleyi,Comanthera harleyi,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,magnifica,Comanthera magnifica,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,mucugensis,Comanthera mucugensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulaceae,Comanthera,suberosa,Comanthera suberosa,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Combretaceae,Combretum,rupicola,Combretum rupicola,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Comparettia,falcata,Comparettia falcata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Conceveiba,prealta,Conceveiba prealta,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Rutaceae,Conchocarpus,bellus,Conchocarpus bellus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutaceae,Conchocarpus,cauliflorus,Conchocarpus cauliflorus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutaceae,Conchocarpus,marginatus,Conchocarpus marginatus,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,Condalia,buxifolia,Condalia buxifolia,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Constantia,cipoensis,Constantia cipoensis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Constantia,cristinae,Constantia cristinae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Constantia,microscopica,Constantia microscopica,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Constantia,rupestris,Constantia rupestris,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Convolvulaceae,Convolvulus,hasslerianus,Convolvulus hasslerianus,NA,DD,EX,Convolvulus hasslerianus (Chodat) O’Donell,EX,NA,NA,NA,NA,NA
Orchidaceae,Coppensia,macronyx,Coppensia macronyx,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Coppensia,majevskyi,Coppensia majevskyi,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boraginaceae,Cordia,silvestris,Cordia silvestris,NA,LC,VU,Cordia silvestris Fresen.,VU,NA,NA,NA,NA,NA
Boraginaceae,Cordia,trichoclada,Cordia trichoclada,NA,LC,VU,Cordia trichoclada A.DC.,VU,NA,NA,NA,NA,NA
Orchidaceae,Corymborkis,flava,Corymborkis flava,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,belemii,Couepia belemii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,carautae,Couepia carautae,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,cidiana,Couepia cidiana,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,joaquinae,Couepia joaquinae,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,leitaofilhoi,Couepia leitaofilhoi,VU,NA,VU,Couepia leitaofilhoi Prance,VU,NA,NA,NA,VU,Portaria 443/2014
Chrysobalanaceae,Couepia,marleneae,Couepia marleneae,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,meridionalis,Couepia meridionalis,CR,NA,EX,Couepia meridionalis Prance,EX,Flora,Angiospermas,CR,CR,Portaria 443/2014
Chrysobalanaceae,Couepia,morii,Couepia morii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,pernambucensis,Couepia pernambucensis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,reflexa,Couepia reflexa,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,schottii,Couepia schottii,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chrysobalanaceae,Couepia,stipularis,Couepia stipularis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Couratari,asterotricha,Couratari asterotricha,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Couratari,longipedicellata,Couratari longipedicellata,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Couratari,prancei,Couratari prancei,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Couratari,pyramidata,Couratari pyramidata,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urticaceae,Coussapoa,floccosa,Coussapoa floccosa,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Rubiaceae,Coussarea,bocainae,Coussarea bocainae,EN,NA,EN,Coussarea bocainae M. Gomes,EN,NA,NA,NA,NA,NA
Rubiaceae,Coussarea,insignis,Coussarea insignis,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Orchidaceae,Cranichis,candida,Cranichis candida,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Crassulaceae,Crassula,peduncularis,Crassula peduncularis,CR,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Cratylia,intermedia,Cratylia intermedia,NA,LC,EX,Cratylia intermedia (Hassl.) L.P.Queiroz & R.Monteiro,EX,NA,NA,NA,NA,NA
Amaryllidaceae,Crinum,americanum,Crinum americanum,NA,"NA",VU,Crinum americanum L.,VU,NA,NA,NA,NA,NA
Cistaceae,Crocanthemum,brasiliensis,Crocanthemum brasiliensis,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabaceae,Crotalaria,otoptera,Crotalaria otoptera,NA,LC,VU,Crotalaria otoptera Benth.,VU,NA,NA,NA,NA,NA
Fabaceae,Crotalaria,subdecurrens,Crotalaria subdecurrens,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,aberrans,Croton aberrans,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,compressus,Croton compressus,NA,LC,EN,Croton compressus Lam.,EN,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,glechomifolius,Croton glechomifolius,NA,DD,CR,Croton glechomifolius Müll.Arg.,CR,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,ichthygaster,Croton ichthygaster,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,NA,NA,Croton leptobothryus,NA,NA,NA,Croton leptobothryus Müll.Arg.,VU,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,leptobotryus,Croton leptobotryus,VU,NA,VU,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,luetzelburgii,Croton luetzelburgii,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,oliganthus,Croton oliganthus,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,pseudopopulus,Croton pseudopopulus,NA,DD,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,serratifolius,Croton serratifolius,NA,LC,CR,Croton serratifolius Baill.,CR,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,sphaerogynus,Croton sphaerogynus,NA,LC,VU,Croton sphaerogynus Baill.,VU,NA,NA,NA,NA,NA
Euphorbiaceae,Croton,urucurana,Croton urucurana,NA,"NA",NA,NA,NA,NA,NA,NA,NA,NA
Rhamnaceae,Crumenaria,choretroides,Crumenaria choretroides,NA,LC,VU,Crumenaria choretroides Mart. ex Reissek,VU,NA,NA,NA,NA,NA
Rhamnaceae,Crumenaria,polygaloides,Crumenaria polygaloides,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA
Bromeliaceae,Cryptanthus,burle-marxii,Cryptanthus burle-marxii,VU,NA,NA,NA,NA,NA,NA,NA,NA,NA
