especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Billbergia nutans,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,5944,Billbergia nutans H.H.Wendl. ex Regel,NA,Bromeliaceae,species,accepted,Billbergia nutans,LC,,Billbergia nutans,BR-MG|BR-MS|BR-PE|BR-PR|BR-RS|BR-SC|BR-SP,Billbergia,nutans,NA,correct
Billbergia pohliana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,5945,Billbergia pohliana Mez,NA,Bromeliaceae,species,accepted,Billbergia pohliana,DD,,Billbergia pohliana,BR-MG,Billbergia,pohliana,NA,correct
Billbergia pyramidalis,sima-cncflora_web,NA,DD,NA,NA,NA,DD,NA,NA,NA,5947,Billbergia pyramidalis (Sims) Lindl.,NA,Bromeliaceae,species,accepted,Billbergia pyramidalis,DD,,Billbergia pyramidalis,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Billbergia,pyramidalis,NA,correct
Billbergia zebrina,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5954,Billbergia zebrina (Herb.) Lindl.,NA,Bromeliaceae,species,accepted,Billbergia zebrina,LC,,Billbergia zebrina,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Billbergia,zebrina,NA,correct
Bionia bella,sima,NA,DD,VU,NA,NA,NA,NA,NA,NA,617823,Mantiqueira bella (Mart. ex Benth.) L.P.Queiroz,NA,Fabaceae,species,accepted,Mantiqueira bella,NA,replaced synonym,Bionia bella,BR-ES|BR-MG,Mantiqueira,bella,NA,correct
Bipinnula biplumata,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,11210,Bipinnula biplumata (L.f.) Rchb.f.,NA,Orchidaceae,species,accepted,Bipinnula biplumata,CR,,Bipinnula biplumata,BR-RS,Bipinnula,biplumata,NA,correct
Bipinnula montana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,115769,Bipinnula montana Arechav.,NA,Orchidaceae,species,accepted,Bipinnula montana,DD,,Bipinnula montana,BR-RS,Bipinnula,montana,NA,correct
Bipinnula penicillata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,132650,Bipinnula penicillata (Rchb.f.) Cisternas & Salazar,NA,Orchidaceae,species,accepted,Bipinnula penicillata,EN,,Bipinnula penicillata,BR-PR|BR-RS,Bipinnula,penicillata,NA,correct
Bixa arborea,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,5744,Bixa arborea Huber,NA,Bixaceae,species,accepted,Bixa arborea,LC,,Bixa arborea,BR-AC|BR-AM|BR-BA|BR-ES|BR-MT|BR-PA|BR-RJ|BR-RO|BR-SP|BR-TO,Bixa,arborea,NA,correct
Bixa orellana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,5745,Bixa orellana L.,NA,Bixaceae,species,accepted,Bixa orellana,NA,,Bixa orellana,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Bixa,orellana,NA,correct
Bixa urucurana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,5745,Bixa orellana L.,NA,Bixaceae,species,accepted,Bixa orellana,NA,replaced synonym,Bixa urucurana,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Bixa,orellana,NA,correct
Blechnum andinum,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,602575,Austroblechnum andinum (Baker) Gasper & V.A.O. Dittrich,NA,Blechnaceae,species,accepted,Austroblechnum andinum,CR,replaced synonym,Blechnum andinum,BR-ES|BR-MG|BR-RJ,Austroblechnum,andinum,NA,NA
Blechnum heringeri,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,90809,Blechnum heringeri Brade,NA,Blechnaceae,species,accepted,Blechnum heringeri,VU,,Blechnum heringeri,BR-CE|BR-DF|BR-GO|BR-MG|BR-PA,Blechnum,heringeri,NA,correct
Blechnum organense,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,602579,Austroblechnum organense (Brade) Gasper & V.A.O. Dittrich,NA,Blechnaceae,species,accepted,Austroblechnum organense,NT,replaced synonym,Blechnum organense,BR-MG|BR-RJ|BR-SC|BR-SP,Austroblechnum,organense,NA,correct
Blechnum penna-marina,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,602580,Austroblechnum penna-marina (Poir.) Gasper & V.A.O. Dittrich,NA,Blechnaceae,species,accepted,Austroblechnum penna-marina,LC,replaced synonym,Blechnum penna-marina,BR-MG|BR-RJ|BR-RS|BR-SC|BR-SP,Austroblechnum,penna-marina,NA,correct
Blechnum sprucei,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,603540,Cranfillia caudata (Baker) V.A.O. Dittrich & Gasper,NA,Blechnaceae,species,accepted,Cranfillia caudata,VU,replaced synonym,Blechnum sprucei,BR-MG,Cranfillia,caudata,NA,correct
Blechnum squamipes,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,602581,Austroblechnum squamipes (Hieron.) Gasper & V.A.O. Dittrich,NA,Blechnaceae,species,accepted,Austroblechnum squamipes,EN,replaced synonym,Blechnum squamipes,BR-RS|BR-SC,Austroblechnum,squamipes,NA,correct
Blepharocalyx salicifolius,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10262,Blepharocalyx salicifolius (Kunth) O.Berg,NA,Myrtaceae,species,accepted,Blepharocalyx salicifolius,LC,,Blepharocalyx salicifolius,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Blepharocalyx,salicifolius,NA,correct
Blepharodon bicuspidatum,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,4544,Blepharodon bicuspidatum E.Fourn.,NA,Apocynaceae,species,accepted,Blepharodon bicuspidatum,LC,,Blepharodon bicuspidatum,BR-AM|BR-AP|BR-BA|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-SP,Blepharodon,bicuspidatum,NA,correct
Blepharolejeunea securifolia,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,97395,Blepharolejeunea securifolia (Steph.) R.M.Schust.,NA,Lejeuneaceae,species,accepted,Blepharolejeunea securifolia,EN,,Blepharolejeunea securifolia,BR-RJ,Blepharolejeunea,securifolia,NA,correct
Blotiella lindeniana,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,90917,Blotiella lindeniana (Hook.) R.M.Tryon,NA,Dennstaedtiaceae,species,accepted,Blotiella lindeniana,LC,,Blotiella lindeniana,BR-AM|BR-BA|BR-ES|BR-MG|BR-RJ|BR-SC|BR-SP,Blotiella,lindeniana,NA,correct
Blumenbachia eichleri,sima-cncflora_web,NA,NT,NA,NA,NA,NT,NA,NA,NA,8624,Blumenbachia eichleri Urb.,NA,Loasaceae,species,accepted,Blumenbachia eichleri,NT,,Blumenbachia eichleri,BR-RJ|BR-RS|BR-SC|BR-SP,Blumenbachia,eichleri,NA,NA
Blumenbachia scabra,sima-SP_oficial-cncflora_web,NA,LC,EN,EN,NA,LC,NA,NA,NA,8627,Blumenbachia scabra (Miers) Urb.,NA,Loasaceae,species,accepted,Blumenbachia scabra,LC,,Blumenbachia scabra,BR-PR|BR-SC|BR-SP,Blumenbachia,scabra,NA,correct
Blutaparon portulacoides,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,15411,Blutaparon portulacoides (A.St.-Hil.) Mears,NA,Amaranthaceae,species,accepted,Blutaparon portulacoides,LC,,Blutaparon portulacoides,BR-AL|BR-BA|BR-CE|BR-ES|BR-MA|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP,Blutaparon,portulacoides,NA,correct
Boehmeria caudata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15035,Boehmeria caudata Sw.,NA,Urticaceae,species,accepted,Boehmeria caudata,NA,,Boehmeria caudata,BR-AC|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Boehmeria,caudata,NA,correct
Boehmeria cylindrica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15036,Boehmeria cylindrica (L.) Sw.,NA,Urticaceae,species,accepted,Boehmeria cylindrica,NA,,Boehmeria cylindrica,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,Boehmeria,cylindrica,NA,correct
Boehmeria ulmifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,106660,Boehmeria ulmifolia Wedd.,NA,Urticaceae,species,accepted,Boehmeria ulmifolia,NA,,Boehmeria ulmifolia,BR-BA|BR-CE|BR-ES|BR-MG|BR-RJ|BR-SP,Boehmeria,ulmifolia,NA,correct
Bonamia agrostopolis,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA,6972,Bonamia agrostopolis (Vell.) Hallier f.,NA,Convolvulaceae,species,accepted,Bonamia agrostopolis,LC,,Bonamia agrostopolis,BR-AL|BR-BA|BR-ES|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-SP,Bonamia,agrostopolis,NA,correct
Bonamia burchellii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,6972,Bonamia agrostopolis (Vell.) Hallier f.,NA,Convolvulaceae,species,accepted,Bonamia agrostopolis,LC,replaced synonym,Bonamia burchellii,BR-AL|BR-BA|BR-ES|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-SP,Bonamia,agrostopolis,NA,correct
Boopis bupleuroides,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EX,EX,NA,EN,NA,NA,EN,101535,Boopis bupleuroides (Less.) C.A. Müll.,NA,Calyceraceae,species,accepted,Boopis bupleuroides,EN,,Boopis bupleuroides,BR-PR|BR-RS|BR-SC|BR-SP,Boopis,bupleuroides,NA,correct
Boopis itatiaiae,sima-SP_oficial-cncflora_web-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,101536,Boopis itatiaiae Dusén,NA,Calyceraceae,species,accepted,Boopis itatiaiae,EN,,Boopis itatiaiae,BR-MG|BR-RJ|BR-SP,Boopis,itatiaiae,NA,correct
Borreria paulista,cncflora_web,NA,NA,NA,NA,NA,VU,NA,NA,NA,71734,Borreria paulista E.L.Cabral & Bacigalupo,NA,Rubiaceae,species,accepted,Borreria paulista,VU,,Borreria paulista,BR-SP,Borreria,paulista,NA,correct
Borreria pulchristipula,sima-SP_oficial-cncflora_web,NA,DD,VU,VU,NA,DD,NA,NA,NA,20705,Borreria pulchristipula (Bremek.) Bacigalupo & E.L.Cabral,NA,Rubiaceae,species,accepted,Borreria pulchristipula,DD,,Borreria pulchristipula,BR-BA|BR-DF|BR-GO|BR-MG|BR-MT|BR-PA|BR-SP|BR-TO,Borreria,pulchristipula,NA,correct
Borreria remota,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,20707,Borreria remota (Lam.) Bacigalupo & E.L.Cabral,NA,Rubiaceae,species,accepted,Borreria remota,LC,,Borreria remota,BR-AC|BR-AM|BR-BA|BR-DF|BR-MG|BR-PA|BR-PE|BR-RJ|BR-SP,Borreria,remota,NA,correct
Bothriochloa laguroides,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,EX,EX,NA,VU,NA,NA,VU,13057,Bothriochloa laguroides (DC.) Herter,NA,Poaceae,species,accepted,Bothriochloa laguroides,VU,,Bothriochloa laguroides,BR-RJ|BR-RS|BR-SC|BR-SP,Bothriochloa,laguroides,NA,correct
Botrychium virginianum,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,132004,Botrypus virginianus (L.) Michx.,NA,Ophioglossaceae,species,accepted,Botrypus virginianus,LC,replaced synonym,Botrychium virginianum,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Botrypus,virginianus,NA,correct
Bouchea fluminensis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,15133,Bouchea fluminensis (Vell.) Moldenke,NA,Verbenaceae,species,accepted,Bouchea fluminensis,LC,,Bouchea fluminensis,BR-AC|BR-AM|BR-DF|BR-GO|BR-MG|BR-PA|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO,Bouchea,fluminensis,NA,correct
Bougainvillea glabra,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10906,Bougainvillea glabra Choisy,NA,Nyctaginaceae,species,accepted,Bougainvillea glabra,NA,,Bougainvillea glabra,BR-BA|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Bougainvillea,glabra,NA,correct
Bowdichia virgilioides,cncflora_web-UICN_API,NA,NA,NA,NA,NA,NT,LC,NA,NA,29489,Bowdichia virgilioides Kunth,NA,Fabaceae,species,accepted,Bowdichia virgilioides,NT,,Bowdichia virgilioides,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,Bowdichia,virgilioides,NA,correct
Brachiaria mutica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,24316,Urochloa mutica (Forssk.) T.Q.Nguyen,NA,Poaceae,species,accepted,Urochloa mutica,NA,replaced synonym,Brachiaria mutica,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Urochloa,mutica,NA,correct
Brachionidium restrepioides,sima-SP_oficial-cncflora_web-Portaria 443/2014,VU,NA,VU,VU,NA,VU,NA,NA,VU,11212,Brachionidium restrepioides (Hoehne) Pabst,NA,Orchidaceae,species,accepted,Brachionidium restrepioides,VU,,Brachionidium restrepioides,BR-BA|BR-MG|BR-PR|BR-SC|BR-SP,Brachionidium,restrepioides,NA,correct
Brachymenium hornschunchianum,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,95974,Brachymenium hornschuchianum Mart.,NA,Bryaceae,species,accepted,Brachymenium hornschuchianum,LC,was misspelled,Brachymenium hornschunchianum,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Brachymenium,hornschuchianum,NA,correct
Brachystele camporum,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,37234,Brachystele camporum (Lindl.) Schltr.,NA,Orchidaceae,species,accepted,Brachystele camporum,VU,,Brachystele camporum,BR-PR|BR-RS|BR-SC,Brachystele,camporum,NA,correct
Bradea anomala,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,13843,Bradea anomala Brade,NA,Rubiaceae,species,accepted,Bradea anomala,CR,,Bradea anomala,BR-ES,Bradea,anomala,NA,correct
Bradea bicornuta,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,13844,Bradea bicornuta Brade,NA,Rubiaceae,species,accepted,Bradea bicornuta,CR,,Bradea bicornuta,BR-ES,Bradea,bicornuta,NA,correct
Bradea kuhlmanni,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,13846,Bradea kuhlmannii Brade,NA,Rubiaceae,species,accepted,Bradea kuhlmannii,NA,was misspelled,Bradea kuhlmanni,BR-ES|BR-MG,Bradea,kuhlmannii,NA,correct
Bradea montana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,13847,Bradea montana Brade,NA,Rubiaceae,species,accepted,Bradea montana,CR,,Bradea montana,BR-ES,Bradea,montana,NA,correct
Brasilaelia crispa,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,65081,Cattleya crispa Lindl.,NA,Orchidaceae,species,accepted,Cattleya crispa,VU,replaced synonym,Brasilaelia crispa,BR-MG|BR-RJ|BR-SP,Cattleya,crispa,NA,correct
Brasilaelia grandis,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,65117,Cattleya grandis (Lindl.) A.A.Chadwick,NA,Orchidaceae,species,accepted,Cattleya grandis,NA,replaced synonym,Brasilaelia grandis,BR-BA,Cattleya,grandis,NA,correct
Brasilaelia lobata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,65191,Cattleya lobata Lindl.,NA,Orchidaceae,species,accepted,Cattleya lobata,EN,replaced synonym,Brasilaelia lobata,BR-RJ,Cattleya,lobata,NA,correct
Brasilaelia perrinii,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,65235,Cattleya perrinii Lindl.,NA,Orchidaceae,species,accepted,Cattleya perrinii,VU,replaced synonym,Brasilaelia perrinii,BR-ES|BR-MG|BR-RJ|BR-SP,Cattleya,perrinii,NA,correct
Brasilaelia purpurata,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,582441,Cattleya purpurata (Lindl. & Paxton) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya purpurata,VU,replaced synonym,Brasilaelia purpurata,BR-RS|BR-SC|BR-SP,Cattleya,purpurata,NA,correct
Brasilaelia tenebrosa,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,65271,Cattleya tenebrosa (Gower) A.A.Chadwick,NA,Orchidaceae,species,accepted,Cattleya tenebrosa,EN,replaced synonym,Brasilaelia tenebrosa,BR-BA|BR-ES,Cattleya,tenebrosa,NA,correct
Brasilaelia xanthina,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,65304,Cattleya xanthina (Lindl.) Van den Berg,NA,Orchidaceae,species,accepted,Cattleya xanthina,EN,replaced synonym,Brasilaelia xanthina,BR-ES,Cattleya,xanthina,NA,correct
Brasilicereus markgrafii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,1427,Brasilicereus markgrafii Backeb. & Voll,NA,Cactaceae,species,accepted,Brasilicereus markgrafii,EN,,Brasilicereus markgrafii,BR-MG,Brasilicereus,markgrafii,NA,correct
Brasilidium concolor,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,121986,Gomesa concolor (Hook.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa concolor,LC,replaced synonym,Brasilidium concolor,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Gomesa,concolor,NA,correct
Brasilidium crispum,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,122237,Gomesa imperatoris-maximiliani (Rchb.f.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa imperatoris-maximiliani,LC,replaced synonym,Brasilidium crispum,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Gomesa,imperatoris-maximiliani,NA,correct
Brasilidium gravesianum,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,122259,Gomesa praetexta (Rchb.f.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa praetexta,LC|LC,replaced synonym,Brasilidium gravesianum,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Gomesa,praetexta,NA,correct
Brasilidium marshallianum,cncflora_web-Portaria 443/2014,NA,NA,NA,NA,NA,CR,NA,NA,CR,122257,Gomesa pectoralis (Lindl.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa pectoralis,CR|CR,replaced synonym,Brasilidium marshallianum,BR-ES|BR-RJ|BR-SP,Gomesa,pectoralis,NA,correct
Brasilidium pectorale,cncflora_web-Portaria 443/2014,NA,NA,NA,NA,NA,CR,NA,NA,CR,122257,Gomesa pectoralis (Lindl.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa pectoralis,CR|CR,replaced synonym,Brasilidium pectorale,BR-ES|BR-RJ|BR-SP,Gomesa,pectoralis,NA,correct
Brasilidium praetextum,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,122259,Gomesa praetexta (Rchb.f.) M.W.Chase & N.H.Williams,NA,Orchidaceae,species,accepted,Gomesa praetexta,LC|LC,replaced synonym,Brasilidium praetextum,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Gomesa,praetexta,NA,correct
Brasiliopuntia brasiliensis,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,1430,Brasiliopuntia brasiliensis (Willd.) A.Berger,NA,Cactaceae,species,accepted,Brasiliopuntia brasiliensis,LC,,Brasiliopuntia brasiliensis,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP,Brasiliopuntia,brasiliensis,NA,correct
Brasiliorchis consanguinea,cncflora_web,NA,NA,NA,NA,NA,NT,NA,NA,NA,20114,Maxillaria marginata (Lindl.) Fenzl,NA,Orchidaceae,species,accepted,Maxillaria marginata,NT,replaced synonym,Brasiliorchis consanguinea,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Maxillaria,marginata,NA,correct
Brasiliorchis phoenicanthera,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,37811,Maxillaria phoenicanthera Barb.Rodr.,NA,Orchidaceae,species,accepted,Maxillaria phoenicanthera,LC,replaced synonym,Brasiliorchis phoenicanthera,BR-ES|BR-PR|BR-RJ|BR-SP,Maxillaria,phoenicanthera,NA,correct
Brasiliorchis schunkeana,sima-cncflora_web-Portaria 443/2014,EN,NA,NA,NA,NA,EN,NA,NA,EN,37823,Maxillaria schunkeana Campacci & Kautsky,NA,Orchidaceae,species,accepted,Maxillaria schunkeana,EN,replaced synonym,Brasiliorchis schunkeana,BR-ES|BR-RJ|BR-SP,Maxillaria,schunkeana,NA,correct
Brassia arachnoidea,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,11232,Brassia arachnoidea Barb.Rodr.,NA,Orchidaceae,species,accepted,Brassia arachnoidea,VU,,Brassia arachnoidea,BR-BA|BR-ES|BR-RJ,Brassia,arachnoidea,NA,correct
Braunia plicata,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,96404,Braunia plicata (Mitt.) A.Jaeger,NA,Hedwigiaceae,species,accepted,Braunia plicata,VU,,Braunia plicata,BR-RS,Braunia,plicata,NA,correct
Bredemeyera floribunda,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,20534,Bredemeyera floribunda Willd.,NA,Polygalaceae,species,accepted,Bredemeyera floribunda,NA,,Bredemeyera floribunda,BR-AC|BR-AL|BR-AM|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SC|BR-SE|BR-SP|BR-TO,Bredemeyera,floribunda,NA,correct
Bredemeyera hebeclada,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,121877,Bredemeyera hebeclada (DC.) J.F.B.Pastore,NA,Polygalaceae,species,accepted,Bredemeyera hebeclada,NA,,Bredemeyera hebeclada,BR-AL|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PE|BR-RJ|BR-RN|BR-SE|BR-SP,Bredemeyera,hebeclada,NA,correct
Briza brasiliensis,cncflora_web,NA,NA,NA,NA,NA,EN,NA,NA,NA,123532,"Chascolytrum brasilense (Nees) L. Essi, Longhi-Wagner & Souza-Chies",NA,Poaceae,species,accepted,Chascolytrum brasilense,EN,replaced synonym,Briza brasiliensis,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SP,Chascolytrum,brasilense,NA,correct
Briza itatiaiae,cncflora_web,NA,NA,NA,NA,NA,EN,NA,NA,NA,123537,"Chascolytrum itatiaiae (Ekman) L. Essi, Longhi-Wagner & Souza-Chies",NA,Poaceae,species,accepted,Chascolytrum itatiaiae,EN,replaced synonym,Briza itatiaiae,BR-MG|BR-RJ|BR-SC|BR-SP,Chascolytrum,itatiaiae,NA,correct
Bromelia balansae,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,5957,Bromelia balansae Mez,NA,Bromeliaceae,species,accepted,Bromelia balansae,LC,,Bromelia balansae,BR-AM|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PR|BR-RO|BR-SC|BR-SP|BR-TO,Bromelia,balansae,NA,correct
Bromelia braunii,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,27610,Bromelia braunii Leme & E.Esteves,NA,Bromeliaceae,species,accepted,Bromelia braunii,CR,,Bromelia braunii,BR-TO,Bromelia,braunii,NA,correct
Bromelia interior,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,16577,Bromelia interior L.B.Sm.,NA,Bromeliaceae,species,accepted,Bromelia interior,NA,,Bromelia interior,BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-SP,Bromelia,interior,NA,correct
Bromelia macedoi,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,27612,Bromelia exigua Mez,NA,Bromeliaceae,species,accepted,Bromelia exigua,VU,replaced synonym,Bromelia macedoi,BR-DF|BR-GO|BR-TO,Bromelia,exigua,NA,correct
Bromeliophila natans,sima-cncflora_web-Portaria 443/2014,EN,NA,NA,NA,NA,EN,NA,NA,EN,97401,Bromeliophila natans (Steph.) R.M.Schust.,NA,Lejeuneaceae,species,accepted,Bromeliophila natans,EN,,Bromeliophila natans,BR-RJ|BR-SP,Bromeliophila,natans,NA,correct
Bromidium hygrometricum,sima-SP_oficial,NA,NA,CR,CR,NA,NA,NA,NA,NA,104942,Bromidium hygrometricum (Nees) Nees & Meyen,NA,Poaceae,species,accepted,Bromidium hygrometricum,NA,,Bromidium hygrometricum,BR-PR|BR-RS|BR-SC|BR-SP,Bromidium,hygrometricum,NA,correct
