"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"97","2021-02-11 16:52:45-03","UFSM","SMDB","10402","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Záchia, R.A","2185","1995","11","24",NA,"Brasil","Rio Grande do Sul","São Francisco de Assis","Várzea do Cedro","-55.1310997009277","-29.5503005981445",NA,"Erva, no campo","SMDB010402",NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:11:29-03","MBM","MBM","67302","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Fieldler, L.","69","1980","08","05","Southern America","Brazil","Distrito Federal","Brasília","Chapada da Contagem","-47.9296989440918","-15.7797002792358",NA,"Erva 10cm; inflorescência amarelo pardo.; Cerrado recém queimado.","MBM067302","MBM067302",NA,"70570","auto","1200","1200",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:11:29-03","MBM","MBM","243159","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hashimoto, G.","Hashimoto, G.","202","1988","10","01","Southern America","Brazil","Mato Grosso do Sul","Corguinho",NA,"-54.8293991088867","-19.8316993713379",NA,"Flores brancas.; Cerrado.","MBM243159","MBM243159",NA,"56513","auto",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:11:29-03","MBM","MBM","18414","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.","27326","1971","09","06","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,"Flor lilás.; Campo arenoso.","MBM018414","MBM018414",NA,"37970","auto","1200","1200",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:11:29-03","MBM","MBM","226204","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Siqueira, J.C.","Teixeira, W.A.","s.n.","1993","07","29","Southern America","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,"Florada após incendio.; Próximo as afloramentos de quartzito. Campo rupestre.","MBM226204","MBM226204",NA,"20553","auto",NA,NA,NA,NA,"1995","08",NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:11:29-03","MBM","MBM","37047","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Smith, L.B.","Hatschbach, G.","7306","1960","09","25","Southern America","Brazil","Paraná","Campo Largo","Rio dos Papagaios","-49.5283012390137","-25.4585990905762",NA,"Campo limpo.","MBM037047","MBM037047",NA,"53742","auto",NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:11:29-03","MBM","MBM","178607","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Dombrowski, L.T.","Dombrowski, L.T.","6979","1977","01","10","Southern America","Brazil","Paraná","Campo Largo","Serra São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,"Campo seco; frequente.","MBM178607",NA,NA,"53742","auto",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:11:29-03","MBM","MBM","37046","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","9829","1962","09","23","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Cmpo limpo.","MBM037046",NA,NA,"46557","auto","850","850",NA,NA,"1963","02",NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:11:29-03","MBM","MBM","178604","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Dombrowski, L.T.","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","9086","1977","11","08","Southern America","Brazil","Paraná","Ponta Grossa","Recanto Tombo","-50.1618995666504","-25.0949993133545",NA,"Campo; frequente.","MBM178604",NA,NA,"46557","auto",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:11:29-03","MBM","MBM","5422","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","17419","1967","10","11","Southern America","Brazil","Paraná","Ponta Grossa","Rio Verde, Capão da Onça.","-50.1618995666504","-25.0949993133545",NA,"Campo, pedregoso.","MBM005422",NA,NA,"46557","auto",NA,NA,NA,NA,"1968","02",NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:11:29-03","MBM","MBM","19347","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.","27176","1971","10","08","Southern America","Brazil","Paraná","Sengés","Rodovia Santo Antônio/Itararé","-49.4636001586914","-24.1128005981445",NA,"Flor creme.; Campo, encosta de morro.","MBM019347",NA,NA,"55682","auto",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:11:29-03","MBM","MBM","424251","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Jesus, J.M.A.","Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1789","2019","08","15","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"Erva com xilopódio. Inflorescência branca.; Cerrado às margens do Rio Tibagi","MBM424251",NA,NA,"56988","auto",NA,NA,NA,NA,"2019","10",NA,"02",NA,NA,NA,NA
"109","2020-12-21 16:11:29-03","MBM","MBM","185245","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Brotto, M.L.","Meijer, A.A.R. de","s.n.","2020","11","27","Southern America","Brazil","Paraná","Curitiba","Boqueirão, Parque Iguaçu, Setor Náutico","-49.218889","-25.516667",NA,"Planta solitária.; Em terreno aberto.","MBM185245","MBM185245",NA,NA,NA,"875","875","-49.218889","-25.516667","2020","12",NA,"02",NA,NA,NA,NA
"110","2020-12-21 16:11:29-03","MBM","MBM","287021","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Siqueira, J.C.","Kral, L.; Wanderley, M.G.L.; Lima, E.; Wanderley, M.G.L.; Lima, E.","75527","1988","11","06","Southern America","Brazil","Bahia",NA,"Pico das Almas",NA,NA,NA,"Cormophyte of burned cerrado.","MBM287021","MBM287021",NA,NA,NA,"900","1000",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:11:29-03","MBM","MBM","287743","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Scaramuza, C.A.M.","Souza, V.C.; Sakuragui, C.M.; Miyagi, P.H.; Levensteinas, B.; Bérgamo; Cardoso,; Sakuragui, C.M.; Miyagi, P.H.; Levensteinas, B.; Bérgamo; Cardoso, W.P.","4254","1993","09","10","Southern America","Brazil","São Paulo","Itararé","Fazenda Espinho","-49.25","-24.25",NA,"Erva 10cm, brácteas creme, tubo estaminal amarelo.; Campo queimado.","MBM287743","MBM287743",NA,NA,NA,"1200","1200","-49.25","-24.25","1995","04",NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:11:29-03","MBM","MBM","30031","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.","32430","1973","08","28","Southern America","Brazil","Mato Grosso","Rio Verde","Serra da Pimenteira",NA,NA,NA,"Flor alvacenta.; Cerrado recém queimado.","MBM030031","MBM030031",NA,NA,NA,NA,NA,NA,NA,"1973","01",NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:11:29-03","MBM","MBM","30035","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.","32328","1973","08","25","Southern America","Brazil","Mato Grosso","Rio Brilhante","Rodovia BR-269",NA,NA,NA,"Flor alvacenta.; Campo cerrado.","MBM030035","MBM030035",NA,NA,NA,NA,NA,NA,NA,"1975","01",NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:11:29-03","MBM","MBM","405145","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Marquete, R.","Marquete, R.; Morim, M.P.; Jordão, L.; Santos, L.E.; Morim, M.P.; Jordão, L.; Santos, L.E.","4513","2015","11","26","Southern America","Brazil","Minas Gerais","Buenópolis","Parque Estadual da Serra do Cabral, área da gruta","-44.253056","-17.93",NA,"Erva heliófita com ca. 60 cm de altura. Caule de casca lisa, marrom, ramos apicais verdes, semi-alados. Folhas membranáceas, verdes, opacas nas duas faces. Inflorescências passadas com frutos passados.; Relevo plano; solo arenoso; ve","MBM405145","MBM405145",NA,NA,NA,"632","632","-44.253056","-17.93","2016","01",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:11:29-03","MBM","MBM","40579","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37242","1975","09","28","Southern America","Brazil","Goiás","Alto Paraíso","Chapada dos Veadeiros",NA,NA,NA,"Flor alvacenta.; Campo limpo.","MBM040579","MBM040579",NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:11:29-03","MBM","MBM","315914","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Ferreira, F.M.; Ferreira, C.; Ferreira, C.","233","2002","09","10","Southern America","Brazil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,"Erva 15cm, indumento alvo; flores alvas.; Campo rupestre, solo pedregoso.","MBM315914","MBM315914",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:11:29-03","MBM","MBM","313827","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Cordeiro, J.","Kozera, C.; Sanches, A.; Sanches, A.","2356","2005","09","29","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Herbácea.; Campo.","MBM2313827",NA,NA,"27346","auto",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:11:29-03","MBM","MBM","178605","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Dombrowski, L.T.","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","11997",NA,NA,NA,"Southern America","Brazil","Paraná","Castro",NA,"-50.0119018554688","-24.7910995483398",NA,"Campo; frequente.","MBM178605",NA,NA,"50779","auto",NA,NA,NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:11:29-03","MBM","MBM","272805","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Siqueira, J.C.","Linsingen, L. von","s.n.","2000","11",NA,"Southern America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado, Rio Santo Antônio.","-49.7057991027832","-24.2511005401611",NA,"Xilopodifera ereta; flor creme.; Cerrado.","MBM272825","MBM272825",NA,"44368","auto",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:11:29-03","MBM","MBM","78160","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","45672","1982","10","13","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Xilopodifera; flor alavacenta.; Campo limpo.","MBM078160",NA,NA,"35166","auto",NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:11:29-03","MBM","MBM","178603","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Dombrowski, L.T.","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","12215","1980","11","19","Southern America","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,"Erva xilopodifera, pequena.; Campo com queimadura, frequente.","MBM178603",NA,NA,"35166","auto",NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:11:29-03","MBM","MBM","374786","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Siqueira, J.C.","Roth, L.","1756A","1955","07","28","Southern America","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"Herbácea; flores brancas, floração após queimada.; Cerrado; solo canga.","MBM374786","MBM374786",NA,"17082","auto",NA,NA,NA,NA,"1982","03",NA,"16",NA,NA,NA,NA
"123","2020-12-21 16:11:29-03","MBM","MBM","85727","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Furlan, A.","Giulietti, A.M.; Menezes, N.L.; Semir, J.; Giuliettti, N.; Mattos, A.J.; Menezes, N.L.; Semir, J.; Giuliettti, N.; Mattos, A.J.","s.n.","1981","08","30","Southern America","Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata.","-43.6002998352051","-18.2493991851807",NA,"Capítulos creme.","MBM085727","MBM085727",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:11:29-03","MBM","MBM","8755","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","19699","1968","09","12","Southern America","Brazil","Paraná","Balsa Nova","Barra do Rio dos Papagaios","-49.6356010437012","-25.5839004516602",NA,"Campo, pedregoso.","MBM008755",NA,NA,"27346","auto",NA,NA,NA,NA,"1969","02",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:11:29-03","MBM","MBM","16238","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Hatschbach, G.","24713","1970","09","18","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,"Xilopodifera, flor alvacenta.; Campo limpo, seco.","MBM016238",NA,NA,"27346","auto",NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:11:29-03","MBM","MBM","178606","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Pedersen, T.M.","Dombrowski, L.T.","6431","1976","09","22","Southern America","Brazil","Paraná","Campo Largo","Serra São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,"Campo limpo, alto; frequente.","MBM178606",NA,NA,"53742","auto",NA,NA,NA,NA,"1977","01",NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:11:29-03","MBM","MBM","19365","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","27642","1971","11","04","Southern America","Brazil","Paraná","Colombo","Capivari","-49.2242012023926","-25.2917003631592",NA,"Flor alvacenta.; Campo, encosta de morro.","MBM019365",NA,NA,"13536","auto",NA,NA,NA,NA,"1971","12",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:11:29-03","MBM","MBM","197347","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Silva, S.M.","Uhlmann, A.; Carrião, D.J.S.; Carrião, D.J.S.","88","1994","10","15","Southern America","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,"Erva ereta, flores creme.; Campo cerrado.","MBM197347",NA,NA,"44368","auto",NA,NA,NA,NA,"1995","06",NA,"02",NA,NA,NA,NA
"129","2020-12-21 16:11:29-03","MBM","MBM","62","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.","12838","1965","09","29","Southern America","Brazil","Paraná","Palmeira","Rio Tibagi, Rodovia do Café","-50.0064010620117","-25.4293994903564",NA,"Flor alvacenta.; Campo.","MBM000062",NA,NA,"35166","auto",NA,NA,NA,NA,"1965","10",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:11:29-03","MBM","MBM","144296","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Hatschbach, G.","Hatschbach, G.; Nicolack, V.; Nicolack, V.","53625","1989","11","18","Southern America","Brazil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,"Xilopodifera; inflorescencia alvacenta.; Campo limpo, seco.","MBM144296",NA,NA,"55682","auto",NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:11:29-03","MBM","MBM","298001","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"Assis, M.A.; Rampin, V.T.; Farinaccio, M.A.; Rodrigues, M.I.A.; Rampin, V.T.; Farinaccio, M.A.; Rodrigues, M.I.A.","1044","1997","10","10","Southern America","Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"Erva, florea brancas.; Campo, cerrado.","MBM298001","MBM298001",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:11:29-03","MBM","MBM","121287","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Joly, A.B.","Rawitscher, F.","s.n.","1948","07",NA,"Southern America","Brazil","São Paulo","São Paulo","Pacaembuzinho","-46.6300010681152","-23.5400009155273",NA,NA,"MBM121287","MBM121287",NA,"53584","auto",NA,NA,NA,NA,"1948",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-01 15:27:54-03","PUC-RIO","FCAB","4973","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","J.A. Rizzo","9289","1973","09","20",NA,"Brasil",NA,NA,"Estrada de Jataí para Serranópolis. A 20km do Ribe",NA,NA,NA,"Campo. Corola amarela. 20 cm.","004973",NA,NA,NA,NA,NA,NA,NA,NA,"1988","04",NA,NA,NA,NA,NA,NA
"134","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5727","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","M.L. Fonseca","M.L. Fonseca; D. Alvarenga","2048","1999","09","01",NA,"Brasil","Brasília","Distrito Federal","Reserva Ecológica do IBGE",NA,NA,NA,"Erva heliófila; caule e folhas de cor verde, pilosos; botões florais alvos; pilosos; capítulos brancos. Comum no local.; Área de campo sujo próximo ao córrego Taquara; local queimado a 32 dias; solo argiloso.","005727",NA,NA,NA,NA,"1015","1015",NA,NA,"1999","09",NA,NA,NA,NA,NA,NA
"135","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6929","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","A.C. Sevilha; Guarino, E.S.G.; Pereira, J.B.","3183","2003","08","28",NA,"Brasil","Goiás","Alvorada do Norte","Fazenda Itú, próxima a fabrica de calcário","-46.728889","-14.551944",NA,"Ambiente: Cerrado antropizado (pastagem).&nf;Substrato: Neossolo quartzorênico&nf;Flor: Branca&nf;Hábito: Erva terrestre&nf;Observação Anteras amarelas. presença de xylopódio.","006929",NA,NA,NA,NA,NA,NA,"-46.728889","-14.551944","2005",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6779","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","V.C. Souza; L. Capellari Jr.; Souza, J.P.; Mazine, F.F.","21333","1998","09","08",NA,"Brasil","Goiás","Campo Alegre de Goiás","Cerca de 20Km de Cristalina em direção a Campo Ale","-47.783611","-17.408611",NA,"Área de cerrado recentemente queimada. Subarbusto; flores creme.","006779",NA,NA,NA,NA,NA,NA,"-47.783611","-17.408611","2015","03",NA,"13",NA,NA,NA,NA
"137","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6780","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","V.C. Souza; L. Capellari Jr.; Souza, J.P.; Mazine, F.F.","21345","1998","09","08",NA,"Brasil","Goiás","Cristalina","Ca. 15 Km de Cristalina em diresção a Campo Alegre","-47.678333","-16.869444",NA,"Área de cerrado recentemente queimada.","006780",NA,NA,NA,NA,NA,NA,"-47.678333","-16.869444","2015","03",NA,"13",NA,NA,NA,NA
"138","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6584","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","V.C. Souza; Sakuragui, C.M.; Miyagi, P.H.; Levensteinas, B.; Bérgamo, P.","4123","1993","10","06",NA,"Brasil","São Paulo","Itararé","Fazenda Espinho.","-49.268889","-24.27",NA,"Nome do coletor adicional: Cardoso, W.P.&nf;Erva. Brácteas alvas, tubo estaminal amarelo. Campo.","006584",NA,NA,NA,NA,"1200","1200","-49.268889","-24.27",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5006","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","J.A. Rizzo; A. Barbosa","1975","1968","08","08",NA,"Brasil","Goiás",NA,"A esquerda da rodovia Goiania para Trindade np km",NA,NA,NA,"Obs: Herbácea. Campo cerrado.; Cerrado.","005006",NA,NA,NA,NA,NA,NA,NA,NA,"1988","04",NA,NA,NA,NA,NA,NA
"140","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6897","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","M.L. Fonseca; Silva Aparecida, M.; Ferreira, C.C.S.","1163","1996","09","17",NA,"Brasil","Goiás","Niquelândia","Segunda bica do asfalto ca. 8 Km de Niquelândia. C","-48.433056","-14.396667",NA,"Solo: pedregoso/argiloso. Relevo: ondulado. Cerrado queimado a 30 dias. Erva heliófita; folhas verdes, membranáceas, pilosas; inflorescêcia alva. Comum.","006897",NA,NA,NA,NA,NA,NA,"-48.433056","-14.396667",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-01 15:33:01-03","PUC-RIO","FCAB","6893","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","M.A. Silva; Ferreira, C.C.S.","3089","1996","09","17",NA,"Brasil","Goiás","Niquelândia","Próximo ao povoado de Macedo. Brejo junto à Bica d","-48.433056","-14.396667",NA,"Erva ca. 20 cm de altura, flores amarelas, brácteas brancas. Campo limpo queimado recentemente acima do Brejo.","006893",NA,NA,NA,NA,NA,NA,"-48.433056","-14.396667",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:27:54-03","PUC-RIO","FCAB","4972","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","J.A. Rizzo","4440","1969","09","01",NA,"Brasil","Goiás","Mossâmedes","S. Dourada, divisa dos municipios de Mossâmede ao","-50.2150001525879","-16.1266994476318",NA,"Herbácea. Corola branca. &nf;Campo rupestre.","004972",NA,NA,"30139","auto",NA,NA,NA,NA,"1988","04",NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:27:54-03","PUC-RIO","FCAB","4971","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","J.A. Rizzo","4390","1969","08","02",NA,"Brasil","Goiás","Mossâmedes","S. Dourada, divisa dos municipios de Mossâmede ao","-50.2150001525879","-16.1266994476318",NA,"Acrescentando informações do local de coleta: Área da UFG.; Subarbusto. Corola branca.; Campo rupestre.","004971",NA,NA,"30139","auto",NA,NA,NA,NA,"1988","04",NA,NA,NA,NA,NA,NA
"144","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5139","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","J.C. Siqueira","W.A. Teixeira","22179","1993","07","29",NA,"Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,"&nf;; Herbáceo.; Coletada próximo aos afloramentos de quartzito, M.B.R. Campo rupestre.","005139",NA,NA,"20553","auto",NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"145","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5628","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.",NA,"M. Magalhães","426","1940","09","17",NA,"Brasil","Minas Gerais","Lima Duarte","Pilar. Serra da Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Obs:; Herbácea cespitosa; flor alva.; Campo queimado.","005628",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 15:27:54-03","PUC-RIO","FCAB","5631","PreservedSpecimen","Plantae",NA,"Angiospermae","Amaranthaceae","Pfaffia","jubata","Pfaffia jubata","Mart.","Mello Barro","M. Magalhães","446","1940","09","16",NA,"Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Herbácea cespitosa; flor alva; Campo pedregoso queimado; frequência muita.","005631",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
