"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","phylum","order","individualCount","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","sex"
"618","2008-05-27 22:02:00-03","MO","MOBOT","650876","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","Mario Blanco(FLAS)",NA,NA,NA,"Alexander Hirtz|et al.","1986","2","18","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,"Hirtz 2811",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"619","2020-06-11 16:45:00-03","MO","MOBOT","655063","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Walter A. Palacios|et al.","1985","3","21","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,"Palacios Cuenca 216",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"620","2012-08-16 05:10:00-03","MO","MOBOT","658688","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","C.H. Dodson (MO)",NA,NA,NA,"Severo Espinoza|Tiro Coba","1990","10","1","Ecuador","Pastaza","Pastaza","-76.8","-1.78333",NA,NA,NA,NA,"Pozo petrolero Danta 2 de UNOCAL. 50 km al sur-sureste de Curaray. Bosque húmedo Tropical, primario. Arboles cortados por la obras petroleras. Suelo rojo, colinas.","365.00000000",NA,NA,NA,NA,"Espinoza 397",NA,NA,"2","South America",NA,NA,NA,NA,"90-3",NA,NA
"621","2008-05-27 22:02:00-03","MO","MOBOT","662705","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","Mario Blanco(FLAS)",NA,NA,NA,"Calaway H. Dodson","1987","4","8","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"Dodson 17063",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"622","2020-06-04 15:55:00-03","MO","MOBOT","663826","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Hólguer Lugo S.","1973","2","10","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,"Lugo Sánchez 3315A",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"623","2008-05-27 22:02:00-03","MO","MOBOT","664400","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Calaway H. Dodson","1960","7","26","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,"Dodson 159",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"624","2018-06-20 04:12:00-03","MO","MOBOT","665926","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood",NA,NA,NA,"Rubén P. Sauleda|et al.","1980","7","29","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,NA,"Santo Domingo-Quito Road, 28 km northeast of Santo Domingo, growing terrestrially on road cut.","1066.80000000",NA,NA,NA,NA,"Sauleda 3808",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"625","2008-05-27 22:02:00-03","MO","MOBOT","666135","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Marc A. Baker|Nichole Trushell","1985","4","14","Ecuador","Sucumbíos",NA,NA,NA,NA,NA,NA,NA,"San Carlos.","250.00000000",NA,NA,NA,NA,"Baker 6009",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"626","2008-05-27 22:02:00-03","MO","MOBOT","667676","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","Mario Blanco(FLAS)",NA,NA,NA,"Alexander Hirtz|et al.","1989","1",NA,"Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,"Hirtz 4165",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"627","2011-06-09 17:11:00-03","MO","MOBOT","668145","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Calaway H. Dodson|et al.","1973","2","20","Ecuador","Los Ríos",NA,"-79.36666","-0.58333",NA,NA,NA,NA,"Río Palenque Biological Station.","220.00000000",NA,NA,NA,NA,"Dodson 5397",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"628","2008-05-27 22:02:00-03","MO","MOBOT","669107","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Erik Asplund","1956","3","1","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"Asplund 19529",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"629","2008-05-27 22:02:00-03","MO","MOBOT","669796","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Calaway H. Dodson|D. D'Alessandro",NA,NA,NA,"Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,"Dodson 16931",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"630","2008-05-27 22:02:00-03","MO","MOBOT","669812","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"William B. Drew","1944","9","12","Ecuador","Imbabura",NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,"Drew E-582",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"631","2020-06-04 10:50:00-03","MO","MOBOT","672944","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"J. Korning","1983","10","1","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,"Korning 43147",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"632","2014-08-05 11:26:00-03","MO","MOBOT","674621","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T.Atwood",NA,NA,NA,"H. van der Werff|Basil Stergios|Raúl Rivero|Francisco J. Ortega|Gerardo Aymard","1985","10","22","Venezuela","Portuguesa","Sucre","-70.1","9.3",NA,NA,NA,NA,"La Divisoria de la Concepción. 5 km al noroeste de la Concepción.","1500.00000000",NA,NA,NA,NA,"van der Werff 7524",NA,NA,"4","South America",NA,NA,NA,NA,"85-29",NA,NA
"633","2011-06-09 17:11:00-03","MO","MOBOT","676027","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Calaway H. Dodson|et al.","1991","7","30","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"245.00000000",NA,NA,NA,NA,"Dodson 18813",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"634","2010-12-29 16:19:00-02","MO","MOBOT","676326","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Philip J. Barbour","1980","5","3","Peru","Madre de Dios","Tambopata","-69.28333","-12.81666",NA,NA,NA,NA,"Tambopata Nature Reserve, ca. 30 air km. or 85 river kms south-soutwest Puerto Maldonado.","260.00000000",NA,NA,NA,NA,"Barbour 5299",NA,NA,NA,"South America",NA,NA,NA,NA,"82",NA,NA
"635","2008-05-27 22:02:00-03","MO","MOBOT","676906","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","Mario Blanco(FLAS)",NA,NA,NA,"Calaway H. Dodson|Bermeo, L. M.","1985","3","14","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,"Dodson 15739",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"636","2008-05-27 22:02:00-03","MO","MOBOT","677566","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","E.A. Christenson",NA,NA,NA,"Percy Núñez V.|M. Gunther","1988","8","5","Peru","Madre de Dios","Tambopata","-69.28333","-12.83333",NA,NA,NA,NA,"Albergue Turístico, camino a Cocococha Trail 2850.","200.00000000",NA,NA,NA,NA,"Núñez Vargas 9526",NA,NA,"2","South America",NA,NA,NA,NA,"7",NA,NA
"637","2014-04-04 05:47:00-03","MO","MOBOT","677787","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","R. Vasquez (MO)",NA,NA,NA,"Rodolfo Vásquez|et al.","1991","6","27","Peru","Loreto","Maynas","-72.9","-3.25",NA,NA,NA,NA,"Dtto. Amazonas, Explor Napo Camp (Sucusari). Bosque primario (cocha Shimigay).","140.00000000",NA,NA,NA,NA,"Vásquez Martínez 16875",NA,NA,"5","South America",NA,NA,NA,NA,"425",NA,NA
"638","2020-05-20 17:49:00-03","MO","MOBOT","679075","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Bradley C. Bennett","1989","4","18","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bennett 3719",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"639","2011-06-09 17:24:00-03","MO","MOBOT","679234","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","E.A. Christenson",NA,NA,NA,"Percy Núñez V.","1987","1","15","Peru","Cusco",NA,"-71.16666","-13.06666",NA,NA,NA,NA,"Pilcopta, Atalaya, Paucartambo.","650.00000000",NA,NA,NA,NA,"Núñez Vargas 6875",NA,NA,"2","South America",NA,NA,NA,NA,"87-45",NA,NA
"640","2018-09-26 10:38:00-03","MO","MOBOT","679493","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood",NA,NA,NA,"Edgar Gudiño|Carlos Quelal|Ñama Caiga","1990","10","4","Ecuador","Pastaza","Pastaza","-77.4166667","-1.5666667",NA,NA,NA,NA,"Pozo petrolero Moretecocha de ARCO. 75 km al este de Puyo.","580.00000000",NA,NA,NA,NA,"Gudiño Jara 964",NA,NA,"4","South America",NA,NA,NA,NA,"90-18",NA,NA
"641","2018-09-26 10:38:00-03","MO","MOBOT","679665","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Edgar Gudiño|Carlos Quelal|Ñama Caiga","1990","10","4","Ecuador","Pastaza","Pastaza","-77.4166667","-1.5666667",NA,NA,NA,NA,"Pozo petrolero Moretecocha de ARCO. 75 km al este de Puyo.","580.00000000",NA,NA,NA,NA,"Gudiño Jara 973",NA,NA,"6","South America",NA,NA,NA,NA,"90-18",NA,NA
"642","2013-07-28 05:59:00-03","MO","MOBOT","679752","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Gunnar Wilhelm Harling|Lennart Andersson","1980","3","21","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,"Harling 17583",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"643","2013-08-11 15:48:00-03","MO","MOBOT","679928","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Edgar Gudiño","1990","9","1","Ecuador","Pastaza","Pastaza","-76.8166667","-1.7166667",NA,NA,NA,NA,"Pozo Petrolero Corrientes de UNOCAL. 35 km al sur-sureste de Curaray. Bosque húmedo Tropical. Bosque primario; árboles cortados por las obras petroleras.","300.00000000",NA,NA,NA,NA,"Gudiño Jara 760",NA,NA,"8","South America",NA,NA,NA,NA,"90-16",NA,NA
"644","2011-06-09 18:02:00-03","MO","MOBOT","680099","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Edgar Gudiño","1990","8","1","Ecuador","Pastaza","Pastaza","-76.81666","-1.71666",NA,NA,NA,NA,"Pozo Petrolero Corrientes de UNOCAL. Bosque húmedo Tropical. Bosque primario; árboles cortados por las obras petroleras.","300.00000000",NA,NA,NA,NA,"Gudiño Jara 524",NA,NA,"5","South America",NA,NA,NA,NA,"90-15",NA,NA
"645","2014-01-23 15:13:00-02","MO","MOBOT","798379","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Milton Aulestia|Guillermo Grefa","1993","7","28","Ecuador","Napo","Orellana","-76.5","-0.55",NA,NA,NA,NA,"Parque Nacional Yasuní. Carretera y Oleoducto de Maxus en construcción, Km. 20. Bosque húmedo Tropical. Bosque primario, colinas de suelo rojo.","250.00000000",NA,NA,NA,NA,"Aulestia 257",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"646","2020-08-16 04:38:00-03","MO","MOBOT","803741","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood, May",NA,NA,NA,"Milton Tirado|Vlastimil Zak|Lorenzo Vargas|Hector Andi","1993","8","4","Ecuador","Pastaza","Pastaza","-77.45","-1.48333",NA,NA,NA,NA,"Parroquia Curaray. Pozo Petrolero Villano 2 de ARCO. Entre los ríos Iquino y Villano. Bosque húmedo Tropical. Bosque primario sobre colinas disectadas.","350.00000000",NA,NA,NA,NA,"Tirado 197",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"647","2014-01-24 11:22:00-02","MO","MOBOT","880388","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Milton Aulestia|Nestor Andi|Enomenga, Nenquerei","1993","12","1","Ecuador","Napo","Aguarico","-76.3666667","-0.8166667",NA,NA,NA,NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción Km 67-69. Bosque húmedo Tropical. Bosque primario. Colinas de suelo rojo.","250.00000000",NA,NA,NA,NA,"Aulestia 1492",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"648","2014-04-05 06:07:00-03","MO","MOBOT","920070","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","J.T. Atwood (SEL)",NA,NA,NA,"Milton Aulestia|A. Omehuai","1995","1","22","Ecuador","Napo","Aguarico","-76.2","-0.9833333",NA,NA,NA,NA,"Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 108. Area del SPF. Bosque húmedo Tropical. Bosque primario. Terreno plano.","237.00000000",NA,NA,NA,NA,"Aulestia 3307",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"649","2009-07-17 17:02:00-03","MO","MOBOT","2221986","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","C.H. Dodson (MO)",NA,NA,NA,"Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","2004","7","10","Ecuador","Morona-Santiago",NA,"-77.81194","-2.98194",NA,NA,NA,NA,"Along road between Santiago and Río Morona, 33.7 km east of Santiago. Steep slope with virgin forest.","523.00000000",NA,NA,NA,NA,"Croat 90697",NA,NA,"3","South America",NA,NA,NA,NA,"1492",NA,NA
"650","2013-07-28 05:58:00-03","MO","MOBOT","633334","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay",NA,NA,NA,NA,"Gunnar Wilhelm Harling|et al.","1968","5","31","Ecuador","Pastaza",NA,"-78.294","-1.391",NA,NA,NA,NA,"Baños-Puyo.","1100.00000000",NA,NA,NA,NA,"Harling 10190",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"651","2008-05-27 22:02:00-03","MO","MOBOT","1719731","PreservedSpecimen","Plantae","Orchidaceae","Maxillaria","parviflora","Maxillaria parviflora","(Poepp. & Endl.) Garay","R. Vásquez",NA,NA,NA,"Israel G. Vargas C.|et al.","1993","5","20","Bolivia","Santa Cruz","Ichilo","-64.25","-17.4",NA,NA,NA,NA,"Parque Nacional Amboro. Río Ichilo. Alrededores del campamento en el Río Ichilo (1 km al E de la desembocadura del Río Ichilo a la llanura. Bosque húmedo de peídemonte, con Talauma boliviana, Terminalia oblonga, Clarisia racemosa, Swietenia macrophylla e Iriartea deltoidea. Terreno ondulado de las primeras estribaciones de la cordillera.","375.00000000",NA,NA,NA,NA,"Vargas Caballero 2502",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"652","2008-05-27 22:02:00-03","MO","MOBOT","679306","PreservedSpecimen","Plantae","Orchidaceae","Ornithidium","confertum","Ornithidium confertum","Griseb.","G. Carnevali",NA,NA,NA,"Percy Núñez V.|et al.","1989","6","14","Peru","Madre de Dios","Tambopata","-69.15944","-12.66305",NA,NA,NA,NA,"Cusco Amazónico. Lodge camp site 1, Plot E Trees and Lianas 10 cm dbh.","200.00000000",NA,NA,NA,NA,"Núñez Vargas 10689",NA,NA,"1","South America",NA,NA,NA,NA,"35",NA,NA
"653","2008-11-21 03:32:00-02","MO","MOBOT","3583053","PreservedSpecimen","Plantae","Orchidaceae","Ornithidium","rhomboglossum","Ornithidium rhomboglossum","Schltr.","Foster's 1958 catalog notes file",NA,NA,NA,"Otto Buchtien","1923","1",NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Hacienda Casana","1400.00000000",NA,NA,NA,NA,"Buchtien 7220",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"654","2008-05-27 22:02:00-03","MO","MOBOT","2838979","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","colombiana","Polystachya colombiana","Schltr.","L.O. Williams",NA,NA,NA,"G.W. Martin","1935","8","20","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,"Sierra Nevada de Santa Marta. Hacienda Cincinnati.","1250.00000000","1500.00000000",NA,NA,NA,"Martin 3569",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"655","2008-05-27 22:02:00-03","MO","MOBOT","667332","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet",NA,NA,NA,NA,"Alwyn H. Gentry|Eugene Schupp","1979","9","22","Ecuador","Carchi",NA,"-78.21666","1.03333",NA,NA,NA,NA,"Vicinity of Chical, exactly on the Columbian border W of Maldonado.","1200.00000000","1300.00000000",NA,NA,NA,"Gentry 26345",NA,NA,"4","South America",NA,NA,NA,NA,"1798",NA,NA
"656","2010-04-23 17:44:00-03","MO","MOBOT","100151365","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet",NA,NA,NA,NA,"Carlos E. Cerón|Amparo Gallo","1999","4","4","Ecuador","Pichincha","Quito","-78.5166667","0.1333333",NA,NA,NA,NA,"Parroquia Suburbana Sn. José de Minas.Cuenca del río Cambugan y el Infiernillo.","1400.00000000","1600.00000000",NA,NA,NA,"Cerón Martínez 37738",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"657","2013-11-12 10:31:00-02","MO","MOBOT","100202459","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","D. L. Szlachetko (UGDA)",NA,NA,NA,"Ramiro Fonnegra G.","1999","10","21","Colombia","Antioquia","Puerto Berrío",NA,NA,NA,NA,NA,NA,"Camino a la cabecera del Municipio, Bosques alrededor de la quebrada Marne (afluente de la quebrada Malena).","230.00000000",NA,NA,NA,NA,"Fonnegra G. 7002",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"658","2013-11-12 10:29:00-02","MO","MOBOT","100202460","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","D. L. Szlachetko (UGDA)",NA,NA,NA,"Ramiro Fonnegra G.","1999","10","21","Colombia","Antioquia","Puerto Berrío",NA,NA,NA,NA,NA,NA,"Camino a la cabecera del Municipio, Bosques alrededor de la quebrada Marne (afluente de la quebrada Malena).","230.00000000",NA,NA,NA,NA,"Fonnegra G. 7029",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"659","2012-03-01 05:10:00-03","MO","MOBOT","100214781","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet",NA,NA,NA,NA,"Thorsten Krömer|Amparo Acebey",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Krömer 475",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"660","2013-01-28 05:13:00-02","MO","MOBOT","100245947","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet",NA,NA,NA,NA,"Andres E. Johnson","1993","12","25","Argentina","Jujuy","Ledesma",NA,NA,NA,NA,NA,NA,"Ao. Aguas Negras (Lindante P.N. Calilegua).","600.00000000",NA,NA,NA,NA,"Johnson 428",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"661","2013-11-12 10:30:00-02","MO","MOBOT","1002702","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","D. L. Szlachetko (UGDA)",NA,NA,NA,"José L. Fernández-Alonso|et al.","1994","5","3","Colombia","Putumayo","Villa Garzón","-76.5666667","1.1666667",NA,NA,NA,NA,"Carretera a Puerto Asis. Vertiente amazónica de Colombia.","1350.00000000",NA,NA,NA,NA,"Fernández-Alonso 11360",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"662","2013-12-09 12:38:00-02","MO","MOBOT","100272862","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","D.L. Szlachetko (UGDA)",NA,NA,NA,"Efraín Suclli|I. Ochoa|R. Ccopa","2008","2","21","Peru","Cusco","La Convención","-72.5841666","-12.7625",NA,NA,NA,NA,"Dist. Echarate. Papelpata.","320.00000000",NA,NA,NA,NA,"Suclli Montañés 2933",NA,NA,"2","South America",NA,NA,NA,NA,NA,NA,NA
"663","2013-05-01 05:58:00-03","MO","MOBOT","100450473","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","Garay & H.R. Sweet",NA,NA,NA,"Xavier Cornejo S.|Miguel A. Canga Arguelles","2010","3","22","Ecuador","Esmeraldas",NA,"-78.8333333","1.35",NA,NA,NA,NA,"Reserva Ecologica Manglares Cayapas-Mataje (REMCAM), El Viento.",NA,NA,NA,NA,NA,"Cornejo Sotomayor 8195",NA,NA,"1","South America",NA,NA,NA,NA,NA,NA,NA
"664","2012-05-15 05:10:00-03","MO","MOBOT","1063495","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","C. H. Dodson (MO)",NA,NA,NA,"John L. Clark|Claire Watt","1995","5","16","Ecuador","Esmeraldas","Quinindé","-79.73333","0.35",NA,NA,NA,NA,"Bilsa Biological Station. Montañas de Mache, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest. Mature and disturbed forest behind Manuel's house.","400.00000000","600.00000000",NA,NA,NA,"Clark 904",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"665","2008-05-27 22:02:00-03","MO","MOBOT","1077806","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","J.T. Atwood (SEL)",NA,NA,NA,"Julio C. Betancur B.|Francisco J. Roldán|et al.","1988","10","13","Colombia","Antioquia","Valparaiso","-75.65","5.6",NA,NA,NA,NA,"4.5 km de Valparaiso hacia Caramanta, Cordillera Occidental, cultivo tradicional de café, bh-PM.","1620.00000000",NA,NA,NA,NA,"Betancur B. 943",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"666","2008-05-27 22:02:00-03","MO","MOBOT","1077808","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","J.T. Atwood (SEL)",NA,NA,NA,"Julio C. Betancur B.|Francisco J. Roldán|et al.","1988","9","27","Colombia","Antioquia","Yolombó","-75.08333","6.78333",NA,NA,NA,NA,"Vereda La Cancana, 35 km de Amalfi a Medellín, Cordillera Central, bh-T, borde de la carretera.","950.00000000",NA,NA,NA,NA,"Betancur B. 728",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"667","2015-09-26 06:12:00-03","MO","MOBOT","1151036","PreservedSpecimen","Plantae","Orchidaceae","Polystachya","concreta","Polystachya concreta","(Jacq.) Garay & H.R. Sweet","G. Carnevali",NA,NA,NA,"Ademar Soto|S.N. Panfil|Moore|Soliz","1997","1","29","Bolivia","Santa Cruz","Velasco","-60.81277","-13.89472",NA,NA,NA,NA,"Parque Nacional Noel Kempff Mercado colecta general de Huanchaca I","500.00000000",NA,NA,NA,NA,"Soto 434",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
