"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","stateProvince","county","locality","individualCount","occurrenceRemarks","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","previousCatalogNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1747272","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","H. S. Irwin","17289","Brazil","Mato Grosso",NA,"Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954033' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison","-52.23","-15.33",NA,NA,NA,NA,"1966","06","16","South America","500","500","sheet","NY01747272",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","495307","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","O. C. Nascimento","750","Brazil","Amazonas",NA,"Rio Negro, serra do Curicuari",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512102' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat",NA,NA,NA,NA,NA,NA,"1978","10","25","South America",NA,NA,"sheet","NY00495307","NY00495307_01",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 13:38:00-03","NY","NYBG","1747287","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum",NA,"J. Perez","JPB-835","Venezuela","Amazonas","Atabapo","Rio Cunucunuma, Raudal Picure.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954346' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat","-65.8111","3.7278",NA,NA,NA,NA,"1993","02","27","South America","150",NA,"sheet","NY01747287","NY01747287_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","495280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","G. G. Hatschbach","45191","Brazil","Paraná","Guairá","7 Quedas",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512103' target='other'> <mi>dwc_moreinfo</mi></a>","S. J. Mayo","-54.2556","-24.08",NA,NA,NA,NA,"1982","08","18","South America",NA,NA,"sheet","NY00495280","NY00495280_01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1747286","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","H. S. Irwin","16043","Brazil","Mato Grosso",NA,"Ca. 60 km N of Xavantina",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954344' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat",NA,NA,NA,NA,NA,NA,"1966","05","25","South America","550","550","sheet","NY01747286","NY01747286_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1747260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","F. E. L. de Miranda","698","Brazil","Pará","Tucuruí","PA - 149; campina alta.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953932' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat","-49.6735668","-3.764569",NA,NA,NA,NA,"1983","10","10","South America",NA,NA,"sheet","NY01747260","NY01747260_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","777539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","H. Luederwaldt","10728","Brazil","São Paulo","Santo André","Alto da Serra",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512101' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-46.5297","-23.66",NA,NA,NA,NA,"1912","05",NA,"South America",NA,NA,"sheet","NY00777539","NY00777539_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1747257","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","J. M. Pires","52204","Brazil","Amapá",NA,"Coastal region; along edge of igarape, road to Amapa, vic. Km 108, Rio Pedreira.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953926' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison",NA,NA,NA,NA,NA,NA,"1962","07","18","South America",NA,NA,"sheet","NY01747257","NY01747257_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1747261","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","E. P. Killip","30220","Brazil","Pará","Breves","Amazon estuary.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953933' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison","-50.4803","-1.68222",NA,NA,NA,NA,"1929","10","23","South America",NA,NA,"sheet","NY01747261","NY01747261_01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1747262","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","G. Davidse","17558","Brazil","Pará","Vigía","36 Km southeast of Vigia, along highway PA-140 to Belém.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953934' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat","-48.1166669","-1.05",NA,NA,NA,NA,"1980","03","29","South America","50","50","sheet","NY01747262",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1747258","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","H. S. Irwin","11921","Brazil","Goiás","Itaberaí","Serra Dourada, ca. 30 km S.E. of Goiás Velho",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953930' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison","-49.93527778","-16.125",NA,NA,NA,NA,"1966","01","21","South America","700","700","sheet","NY01747258","NY01747258_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03778864","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","J. C. Lindeman","527","Suriname",NA,NA,"Lely Mts., SW plateaus, along eastroad on plateau one",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4062864' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"-54.650003","4.416684",NA,NA,NA,NA,"1975","09","29","South America","550","710","sheet","NY03778864",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1747256","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","J. M. Pires","52518","Brazil","Amapá",NA,"Coastal region, right bank of rio Flechal",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953920' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison","-50.97","1.75",NA,NA,NA,NA,"1962","08","13","South America",NA,NA,"sheet","NY01747256","NY01747256_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1747276","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","J. M. Pires","6169","Brazil","Pará",NA,"Serra do Cachimbo",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954317' target='other'> <mi>dwc_moreinfo</mi></a>","M. T. Madison",NA,NA,NA,NA,NA,NA,"1956","12","12","South America","425","425","sheet","NY01747276",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1747259","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","T. C. Plowman","8328","Brazil","Goiás","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Féinho. Ascending tree trunk in shade of gallery forest along river.",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1953931' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat","-48.616667","-3.416667",NA,NA,NA,NA,"1980","02","03","South America","400.00","400.00","sheet","NY01747259","NY01747259_01",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1747274","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","T. C. Plowman","9792","Brazil","Pará","Tucuruí","12 km. east of Reprêsa Tucuruí (Rio Tocantins) along new road (PA-263)",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954041' target='other'> <mi>dwc_moreinfo</mi></a>","T. B. Croat","-49.5708328","-3.7771133",NA,NA,NA,NA,"1980","03","19","South America","70","70","sheet","NY01747274","NY01747274_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","21774","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Amaral Jr., A.","186","Brasil","Mato Grosso do Sul","Santa Rita do Pardo",NA,NA,"Epífita.",NA,"-52.357222","-21.616667",NA,NA,NA,NA,"1998","10","14",NA,NA,NA,NA,"BOTU021774","BOTU021774","52°21'26w","21°37's",NA,NA,NA,NA,NA
"28","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","321","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Silva, M.I.","10","Brasil","São Paulo","Botucatu","18 km norte de Botucatu, 14 km oeste de São Manuel. Ao lado da estrada São Manuel - Piracicaba. Próximo a ex. - estação 13 de maio da estrada de Ferro Sorocabana.",NA,"Vegetação do cerrado, solo arenoso. Planta terrestre.","Nadruz","-48.416667","-22.75",NA,NA,"2003","02",NA,NA,NA,NA,NA,NA,NA,"BOTU000321","BOTU000321","48°25'w","22°45's","24",NA,NA,NA,NA
"29","2020-11-24 17:10:26-03","UTFPR","DVPR","5025","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Ferneda Rocha, LC; Engels, ME; Pereira, SF; Michelon, CB","265","Brasil","Paraná","Diamante do Norte","Estação Ecológica Caiuá.",NA,"Terrícola, escandente. Espata verde, espádice paleáceo, bagas roxas ou alaranjado-acastanhadas.","Ferneda Rocha, LC","-52.8596992492676","-22.656400680542","16110","auto","2013","08","2013","08","16",NA,NA,NA,NA,"DVPR005025",NA,NA,NA,"16",NA,NA,NA,NA
"30","2021-04-08 17:44:36-03","EAO","IAN","88652","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","martini","Anthurium martini","Schott","Schott, HW","815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN088652",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:44:36-03","EAO","IAN","194966","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Santos, RB","PSACF1206","Brasil","Pará","Vitória do Xingu","Sítio canais e diques, bota fora 11. UTM (9633503N / 396842E).",NA,"Bractia Vinho.",NA,"-52.557097","-3.531472",NA,NA,NA,NA,"2013","05","04","Southern America",NA,NA,NA,"IAN194966",NA,"-52.557097","-3.531472",NA,NA,NA,NA,NA
"32","2021-03-30 12:51:16-03","EAO","IAN","160168","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Davidse, G; Rosa, NA","17558","Brasil","Pará","Vigia","36km southeast of Vigia, along highway PA-140 to Belém, elev. 50m. White sand savana, open treeless areas, dominated by interspersed with tree and shrub islands.",NA,"In shade of tree island. Epiphyte to 70cm long, spathe reflexed, light green with brown tinge, spadix dark brown.","Croat, TB","-48.116667","-1.05",NA,NA,"1986",NA,"1980","03","29","Southern America",NA,NA,NA,"IAN160168",NA,"-48.116667","-1.05",NA,NA,NA,NA,NA
"33","2021-03-30 12:51:16-03","EAO","IAN","106373","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Oliveira, E","782","Brasil","Pará",NA,"Km 204 da rodovia Belém-Brasília. Mata de terra firme, beira da estrada.",NA,"Planta epifita. Fruto comprido redondo.","Croat, TB",NA,NA,NA,NA,"1986",NA,"1960","05","19","Southern America",NA,NA,NA,"IAN106373",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:51:16-03","EAO","IAN","146700","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Pires, JM; Marinho, LR","15787","Brasil","Amazonas",NA,"Rio Negro, Uaupés. Estrada perimetral Norte. Mata de terra firme.",NA,"Planta terrestre, espiga arroxeada.",NA,NA,NA,NA,NA,NA,NA,"1975","03","13","Southern America",NA,NA,NA,"IAN146700",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:51:16-03","EAO","IAN","162245","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Plowman, T; Rosa, NA","9792","Brasil","Pará","Tucuruí","12km east of represa Tucuruí (rio Tocantins) along new road (PA-263).",NA,"Climbing epiphyte on tree trunk in low forest on white sand. Spathe light green, reflexed. Spadix pale brown.","Soares, ML","-49.666667","-3.75",NA,NA,"2000","05","1980","03","19","Southern America","70","70",NA,"IAN162245",NA,"-49.666667","-3.75",NA,NA,NA,NA,NA
"36","2021-03-30 12:51:16-03","EAO","IAN","82650","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Pires, JM; Black, GA","4680","Brasil","Pará",NA,"Campina do Guajará, margem esquerda do rio Guamá, amais ou menos 20km de Belém.",NA,NA,"Barroso, GM",NA,NA,NA,NA,"1957","05","1954","05","20","Southern America",NA,NA,NA,"IAN082650",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:51:16-03","EAO","IAN","115936","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Oliveira, E","3153","Brasil","Pará","Belém","Horto da seção de Botanica do IPEAN, terreno arenoso.",NA,"Epifita com frutos.","Croat, TB","-48.5043983459473","-1.4558299779892","48462","auto","1986","12","1964","09","21","Southern America",NA,NA,NA,"IAN115936",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:51:16-03","EAO","IAN","120852","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Pires, JM","10182","Brasil","Pará","Belém","IPEAN, igapó do Mocambo.",NA,"Apifita, a 4m, acaule. Inflorescencia verde sujo.",NA,"-48.5043983459473","-1.4558299779892","48462","auto","1986","12","1966","11","04","Southern America",NA,NA,NA,"IAN120852",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103795","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Haas JH de",NA,"Brazil","Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Croat TB","-54.25","-24.066667",NA,NA,NA,NA,"1967","01","24","Southern America",NA,NA,NA,"NL-U1103795","NL-U1103795","-54.25","-24.066667",NA,"U 0156933",NA,NA,NA
"40","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103796","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Haas JH de",NA,"Brazil","Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Croat TB","-54.25","-24.066667",NA,NA,NA,NA,"1967","01","24","Southern America",NA,NA,NA,"NL-U1103796","NL-U1103796","-54.25","-24.066667",NA,"U 0156934",NA,NA,NA
"41","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103789","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Haas JH de",NA,"Brazil","Paraná",NA,"Rio Paraná, islet in 7 Quedas.",NA,"In the falls in low wood.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Hannon D",NA,NA,NA,NA,NA,NA,"1967","06","22","Southern America",NA,NA,NA,"NL-U1103789","NL-U1103789",NA,NA,NA,"U 0033974",NA,NA,NA
"42","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103790","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Haas JH de",NA,"Brazil","Paraná",NA,"Rio Paraná, islet in 7 Quedas.",NA,"In the falls in low wood.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Hannon D",NA,NA,NA,NA,NA,NA,"1967","06","22","Southern America",NA,NA,NA,"NL-U1103790","NL-U1103790",NA,NA,NA,"U 0033975",NA,NA,NA
"43","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103791","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Stoffers AL; Görts-van Rijn ARA; Jansen-Jacobs MJ",NA,"Surinam",NA,NA,"SW plateaus. Along base line on plateau 5.",NA,"SW plateaus covered by ferrobauxite.In forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Croat TB",NA,NA,NA,NA,NA,NA,"1975","09","30","Southern America",NA,NA,NA,"NL-U1103791","NL-U1103791",NA,NA,NA,"U 0033971",NA,NA,NA
"44","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103792","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Stoffers AL; Görts-van Rijn ARA; Jansen-Jacobs MJ",NA,"Surinam",NA,NA,"Along eastroad on plateau one.",NA,"SW plateaus covered by ferrobauxite.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Croat TB",NA,NA,NA,NA,NA,NA,"1975","09","29","Southern America",NA,NA,NA,"NL-U1103792","NL-U1103792",NA,NA,NA,"U 0033972",NA,NA,NA
"45","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103793","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","sinuatum","Anthurium sinuatum","Benth. ex Schott","Lindeman JC; Stoffers AL; Görts-van Rijn ARA; Jansen-Jacobs MJ",NA,"Surinam",NA,NA,"Along eastroad on plateau one.",NA,"SW plateaus covered by ferrobauxite.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Croat TB",NA,NA,NA,NA,NA,NA,"1975","09","29","Southern America",NA,NA,NA,"NL-U1103793","NL-U1103793",NA,NA,NA,"U 0033973",NA,NA,NA
