"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"102","2021-04-07 11:45:11-03","UFMS","CGMS","24114","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","D.R.M. Neves","2008","09","06",NA,"Brasil",NA,NA,"Fruto preto Habitat: Campo sujo. Habito: Arbusto. 1,00m de altura.","CGMS1053529",NA,"26","Mato Grosso do Sul","Maciço do Urucum.",NA,NA,"Meisn.","D.R.M. Neves",NA,"-57.5833333","-19.2","1018","1018","Corumbá","-57,5833333","-19,2",NA,NA,"2008","09","06",NA,NA,NA,NA
"103","2021-04-07 11:45:15-03","UFMS","CGMS","46590","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Pott; V.J. Pott","2007","10","12",NA,"Brasil",NA,NA,"Fruto preto com cálice acrescente vermelho. Habitat: Cerrado típico. Habito: Arbusto. 1,00-3,00 m de altura.","CGMS1076559",NA,"14651","Mato Grosso do Sul","Fazenda Boa Vista, 25 Km NW de Alcinópolis, entorno do Monumento Natural Municipal Serra do Bom Jardim e Parque Natural Municipal Templo dos Pilates.",NA,NA,"Meisn.","F. Macedo-Alves",NA,"-53.6622222","-18.0888889","470","470","Alcinópolis","-53,6622222","-18,0888889",NA,NA,"2009","07","10",NA,NA,NA,NA
"104","2021-04-07 11:45:11-03","UFMS","CGMS","21244","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A.L. Minari","2007","07","31",NA,"Brasil",NA,NA,"Fruto rosa e verde. Habitat: Cerradão. Habito: Subarbusto. 2,00m de altura.","CGMS1050649",NA,"76","Mato Grosso do Sul","Reserva Particular do Patrimônio Natural da Universidade Federal do Mato Grosso do Sul.",NA,NA,"Meisn.","A.L. Minari",NA,"-54.6136111","-20.5088889",NA,NA,"Campo Grande","-54,6136111","-20,5088889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-04-07 11:45:15-03","UFMS","CGMS","4676","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","R. Farias",NA,NA,NA,NA,"Brasil",NA,NA,NA,"CGMS1016420",NA,NA,NA,NA,NA,NA,"Meisn.","J.B. Baitello",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"1997","12","15",NA,NA,NA,NA
"106","2021-04-07 11:45:15-03","UFMS","CGMS","47938","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","F.M.R. Godoy; M.M. Morelli; P.P. Oliveira; S.R. Ramalho; F. Macedo Alves","2014","12","04",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Cerrado Sensu Strictu. Habito: Árvore.","CGMS1077894",NA,"97","Mato Grosso do Sul","Cerrado sensu strictu da Fazenda Laranjal.",NA,NA,"Meisn.","F. Macedo Alves",NA,"-53.3669445","-22.0286111","415","415","Nova Andradina","-53,3669445","-22,0286111",NA,NA,"2014","12","04",NA,NA,NA,NA
"107","2021-04-07 11:45:15-03","UFMS","CGMS","47301","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","K.C.R. Arruda; B.H.S. Ferreira; C.H. Simão;F. Macedo Alves;N.F. Silva; T.F.C. Viana","2014","12","01",NA,"Brasil",NA,NA,"Fruto verde e vermelho. Habitat: Cerradão distrófico. Solo argilo arenoso. Habito: Árvore. 4,00 m de altura.","CGMS1077260",NA,"24","Mato Grosso do Sul","RPPN Cabeceira do Mimoso, Fazenda Laranjal. Cerradão distrófico. Porteira e estrada de acesso ao corrego saltinho.",NA,NA,"Meisn.","D.O. Domingos",NA,"-53.3888889","-22.0613889","396","396","Nova Andradina","-53,3888889","-22,0613889",NA,NA,"2016","05","18",NA,NA,NA,NA
"108","2021-04-07 11:45:11-03","UFMS","CGMS","24214","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A.L. Minari","2007","06","01",NA,"Brasil",NA,NA,"Flor esverdeada. Presente na borda do fragmento. Habitat: Cerrado. Cerradão. Habito: Subarbusto.","CGMS1053630",NA,"49","Mato Grosso do Sul","RPPN da UFMS.",NA,NA,"Meisn.","A.L. Minari",NA,"-54.6133333","-20.5091667",NA,NA,"Campo Grande","-54,6133333","-20,5091667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:45:15-03","UFMS","CGMS","65246","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","D.R. Fonseca; A.S. Rodrigues; G.A. Damasceno Junior; M.H. Silva","2017","10","20",NA,"Brasil",NA,NA,"Fruto imaturo verde. Habitat: Cerrado. Solo arenoso com serrapilheira. Relevo plano. Habito: Arbusto. 2,50 - 3,00 m de altura.","CGMS1098207",NA,"23","Mato Grosso do Sul","Monumento Natural Serra do Bom Jardim. Trilha do queixada.",NA,NA,"Meisn.","G.A. Damasceno Junior",NA,"-53.6938889","-18.1266667","539","539","Alcinópolis","-53,6938889","-18,1266667",NA,NA,"2017","10","20",NA,NA,NA,NA
"110","2021-04-07 11:45:15-03","UFMS","CGMS","65699","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Pott; V.J. Pott","2016","06","30",NA,"Brasil",NA,NA,"Botão verde claro. Fruto ausente. Habitat: Cerrado rupestre e Cerrado stricto sensu. Solo litólico sobre arenito, sazonalmente úmido. Relevo planalto em borda de 'canyon'. Habito: Arbusto. 1,5 m de altura. Esparso.","CGMS1098660",NA,"17264","Mato Grosso do Sul","Parque Estadual das Nascentes do Rio Taquari (PENT). Águas Emendadas, próximo ao pontilhão de córrego temporário.",NA,NA,"Meisn.","F. Macedo Alves",NA,"-53.3047222","-18.2308334","772","772","Costa Rica","-53,3047222","-18,2308334",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:45:15-03","UFMS","CGMS","74463","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Saiefert, T. M. O.","2018","08","09",NA,"Brasil",NA,NA,"Frutos pequenos com cúpula roxa. Habitat: Domínio Cerrado, fitofisionomia Cerradão, solo seco. Habito: Arbusto","CGMS1107329",NA,"31","Mato Grosso do Sul","'Fazendinha' próximo a associação dos correios.",NA,NA,"Meisn.",NA,NA,"-54.6422222","-20.5619444",NA,NA,"Campo Grande","-54,6422222","-20,5619444",NA,NA,"2019","02","24",NA,NA,NA,NA
"112","2021-04-07 11:45:11-03","UFMS","CGMS","15022","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","2004","10","29",NA,"Brasil",NA,NA,"Ramo infrutescência vermelho. Habitat: Cerrado. Plano sem drenagem. Habito: Arbusto.","CGMS1044525",NA,"203","Mato Grosso do Sul","Fazenda Fortuna.",NA,NA,"Meisn.","U.M. Resende",NA,"-52.9925","-18.4011111",NA,NA,"Costa Rica","-52,9925","-18,4011111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:45:15-03","UFMS","CGMS","78398","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Brígida","2005","07","19",NA,"Brasil",NA,NA,"Coordenadas geográficas na etiqueta: 3°38#?#62'S 83°96#?#75'W","CGMS1111409",NA,"17","Mato Grosso","Fazenda Santa Isabel.",NA,NA,"Meisn.",NA,NA,"-57.4858016967773","-14.6194000244141",NA,NA,"Tangará da Serra",NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:45:15-03","UFMS","CGMS","78401","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Brígida","2005","07","19",NA,"Brasil",NA,NA,"Coordenadas geográficas na etiqueta: 3°38#?#62' S 83° 96#?# 73'W","CGMS1111412",NA,"10","Mato Grosso","Fazenda Santa Isabel.",NA,NA,"Meisn.",NA,NA,"-57.4858016967773","-14.6194000244141",NA,NA,"Tangará da Serra",NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:45:15-03","UFMS","CGMS","4239","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","E. Scremin-Dias","1987","04",NA,NA,"Brasil",NA,NA,"Flor esverdeada. Habitat: Cerrado. Habito: Arbusto. 1,50m de altura.","CGMS1016422",NA,NA,"Mato Grosso do Sul","Cerrado.",NA,NA,"Meisn.","F.M. Alves",NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana",NA,NA,"212961","auto","2005","07","18",NA,NA,NA,NA
"116","2021-04-07 11:45:15-03","UFMS","CGMS","4241","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","M. Sugiyama; D.S. Pinto","1987","09","24",NA,"Brasil",NA,NA,"Flor verde com cálice vermelho. Habitat: Cerrado. Habito: Subarbusto. 1,50m de altura.","CGMS1016421",NA,NA,"Mato Grosso do Sul","Estrada Buriti - Morro Aquidauana.",NA,NA,"Meisn.","F.M. Alves",NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana",NA,NA,"212961","auto","2005","07","19",NA,NA,NA,NA
"117","2021-04-07 11:45:11-03","UFMS","CGMS","3286","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","U.M. Resende","1990","09","14",NA,"Brasil",NA,NA,"Com flores ou inflorescência amarronzada. Frutos verdes. Habitat: Terrestre. Solo arenoso. Área de Cerrado. Habito: Arbusto.","CGMS1016423",NA,"181","Mato Grosso do Sul","Estrada da ponte de ferro.",NA,NA,"Meisn.",NA,NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:45:11-03","UFMS","CGMS","2266","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","S.T. Vasconcelos","1986","10","26",NA,"Brasil",NA,NA,NA,"CGMS1016428",NA,"52","Mato Grosso do Sul","Morro do Pixixi.",NA,NA,"Meisn.",NA,NA,"-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:45:11-03","UFMS","CGMS","40","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Oliveira","1984","09","03",NA,"Brasil",NA,NA,"Flor amarela. Habitat: Terrestre. Habito: Arbustivo.","CGMS1016437",NA,NA,"Mato Grosso do Sul","BR-163, próximo ao Posto da TELEMAT.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:45:15-03","UFMS","CGMS","6131","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Zamboni; et al.","1997","05","31",NA,"Brasil",NA,NA,"Inflorescência avermelhada. elementos reprodutivos verdes.","CGMS1016419",NA,NA,"Mato Grosso do Sul","Cerrado CCA/UNIDERP.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:45:11-03","UFMS","CGMS","10610","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","F. Mottodima","1999","07","31",NA,"Brasil",NA,NA,"Flor amarela.Flores com odor muito forte. Caule ferrugíneo. Grande número de botões. Habitat: Cerrado. Habito: Arbustivo. 1,20m de altura.","CGMS1039906",NA,"107","Mato Grosso do Sul","Cerrado da química - UFMS.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:45:15-03","UFMS","CGMS","8810","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Alunos da biologia","2001","10","08",NA,"Brasil",NA,NA,"Flores amareladas. Habitat: Cerrado. Habito: Arbusto.","CGMS1016417",NA,NA,"Mato Grosso do Sul","Cerrado da reserva biológica da UFMS.",NA,NA,"Meisn.","U.M. Resende",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","2002","02","19",NA,NA,NA,NA
"123","2021-04-07 11:45:11-03","UFMS","CGMS","18080","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Fabiano; Hélder; Luís","2000","08","13",NA,"Brasil",NA,NA,NA,"CGMS1047373",NA,NA,"Mato Grosso do Sul","Cerrado - UFMS.",NA,NA,"Meisn.","F.M. Alves",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","2009","07","09",NA,NA,NA,NA
"124","2021-04-07 11:45:11-03","UFMS","CGMS","2304","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1989","08","27",NA,"Brasil",NA,NA,"Flore bege. Fruto vinhoso na maturação. Folha coreácea. Frequente no Cerrado de Campo Grande. Habitat: Terrestre. Cerrado. Habito: Arbusto. 0,40m-0,80m.","CGMS1016426",NA,"2918","Mato Grosso do Sul","Chácara Cambará.",NA,NA,"Meisn.","J.B. Baitello",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1997","12","15",NA,NA,NA,NA
"125","2021-04-07 11:45:15-03","UFMS","CGMS","74","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1986","09","17",NA,"Brasil",NA,NA,"Flores esverdeadas, pouco vistosas. Frutos verdes com pés vermelhos. Habitat: Cerrado. Habito: Arbusto.","CGMS1016432",NA,"1935","Mato Grosso do Sul","Chácara Santa Inês.",NA,NA,"Meisn.","J.B. Baitello",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1988","03","21",NA,NA,NA,NA
"126","2021-04-07 11:45:15-03","UFMS","CGMS","72","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1986","09","17",NA,"Brasil",NA,NA,"Flores esverdeadas, pouco vistosas. Frutos verdes com pés vermelhos. Habitat: Cerrado. Frequente nos cerrados. Habito: Arbusto.","CGMS1016434",NA,"1935","Mato Grosso do Sul","Chácara Santa Inês.",NA,NA,"Meisn.","J.B. Baitello",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1988","03","21",NA,NA,NA,NA
"127","2021-04-07 11:45:11-03","UFMS","CGMS","3190","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A.K.M. de Oliveira","1989","10","15",NA,"Brasil",NA,NA,"Flores amarelas. Fruto verde dentro de receptáculo bem desenvolvido. Folhas membranáceas glabras.","CGMS1016424",NA,NA,"Mato Grosso do Sul","Fazenda Santa Inês.",NA,NA,"Meisn.","J.B. Baitello",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1998","09","15",NA,NA,NA,NA
"128","2021-04-07 11:45:11-03","UFMS","CGMS","37450","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","W. Garcez","2003","07","30",NA,"Brasil",NA,NA,NA,"CGMS1066864",NA,"142","Mato Grosso do Sul","Guariroba, 5Km oeste da estação de água.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-04-07 11:45:15-03","UFMS","CGMS","73","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1987","04","23",NA,"Brasil",NA,NA,NA,"CGMS1016433",NA,"2066","Mato Grosso do Sul","Parque dos Poderes.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-04-07 11:45:15-03","UFMS","CGMS","71","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1985","05","07",NA,"Brasil",NA,NA,"Flor verde amarelada. Folhas coriáceas. Habitat: Cerrado. Habito: Arbusto ou pequena árvore. 2,00-4,00m de altura.","CGMS1016435",NA,"1755","Mato Grosso do Sul","Parque dos Poderes.",NA,NA,"Meisn.","C.A. Conceição",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1985","05","07",NA,NA,NA,NA
"131","2021-04-07 11:45:15-03","UFMS","CGMS","90","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1985","11","01",NA,"Brasil",NA,NA,"Pseudofruto globoso e codiforme vermelho com um ou maisFrutos verde-oliva. Caule com ramos verde-claro. Folhas coreáceas quando adultas. Habitat: Cerrado. Habito: Arbusto. 1,00-2,00m de altura.","CGMS1016429",NA,"1804","Mato Grosso do Sul","Parque dos Poderes.",NA,NA,"Meisn.","I. de Vattimo-Gil",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1987","05","18",NA,NA,NA,NA
"132","2021-04-07 11:45:15-03","UFMS","CGMS","55","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1985","11","01",NA,"Brasil",NA,NA,"Flor bege. Habitat: Cerrado. Habito: Arbusto.","CGMS1016436",NA,"1804","Mato Grosso do Sul","Parque dos Poderes.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-04-07 11:45:15-03","UFMS","CGMS","89","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1987","05","29",NA,"Brasil",NA,NA,NA,"CGMS1016430",NA,"2084","Mato Grosso do Sul","Parque dos Poderes, próximo à EMPAER.",NA,NA,"Meisn.","C.A. Conceição",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto","1987","05","29",NA,NA,NA,NA
"134","2021-04-07 11:45:11-03","UFMS","CGMS","12346","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","U.M. Resende; J.A.M. Coelho","2001","09","04",NA,"Brasil",NA,NA,"Flor amarelo pálido. Fruto verde. Frutos jovens. Heliófito.","CGMS1041756",NA,"1318","Mato Grosso do Sul","Reserva da Mata do Segredo.",NA,NA,"Meisn.","U.M. Resende",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-04-07 11:45:11-03","UFMS","CGMS","18236","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Valdívia; Sara; Carolina; Jucelei","2000","07","15",NA,"Brasil",NA,NA,"Flor roxa. Habitat: Cerrado. Habito: arbusto.","CGMS1047530",NA,NA,"Mato Grosso do Sul","Reserva de Cerrado- UFMS.",NA,NA,"Meisn.","Valdivia; Juce",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-04-07 11:45:11-03","UFMS","CGMS","18772","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Ana Lúcia; Jacqueline; Licléia; Rosane","2000","08","24",NA,"Brasil",NA,NA,NA,"CGMS1047690",NA,NA,"Mato Grosso do Sul","Reserva de Cerrado - Universidade Federal de Mato Grosso do Sul.",NA,NA,"Meisn.","Ana Lúcia, Jacqueline, Licléia, Rosane",NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-04-07 11:45:15-03","UFMS","CGMS","88","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","W. Garcez","1987","07","20",NA,"Brasil",NA,NA,"Inflorescência branca. Pecíolo da inflorescência cor de vinho. Habitat: Terrestre. Habito: Arbusto.","CGMS1016431",NA,NA,"Mato Grosso do Sul","Rita Vieira.",NA,NA,"Meisn.",NA,NA,"-54.6464004516602","-20.4428005218506",NA,NA,"Campo Grande",NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-04-07 11:45:11-03","UFMS","CGMS","2268","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1984","10","04",NA,"Brasil",NA,NA,"Calice vermelho. Cálice persistente em fruto jovem. Habitat: Terrestre. Habito: Arbusto. 1,00m de altura.","CGMS1016427",NA,"1619","Mato Grosso do Sul","Morro do Minério de Ferro.",NA,NA,"Meisn.","F.M. Alves",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"Corumbá",NA,NA,"295160","auto","2006","03","30",NA,NA,NA,NA
"139","2021-04-07 11:45:11-03","UFMS","CGMS","2381","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","C.A. Conceição","1982","09","05",NA,"Brasil",NA,NA,NA,"CGMS1016425",NA,NA,"Mato Grosso do Sul","Morro do Urucum.",NA,NA,"Meisn.","J.B. Baitello",NA,"-57.6533012390137","-19.0091991424561","900","900","Corumbá",NA,NA,"295160","auto","1992","12","15",NA,NA,NA,NA
"140","2021-04-07 11:45:11-03","UFMS","CGMS","24351","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Pott; J.F.M. Valls; A.L.B. Sartori; S. Aragaki","2001","06","28",NA,"Brasil",NA,NA,NA,"CGMS1053771",NA,"9199","Mato Grosso do Sul","Rodovia MS , 14km W de Costa Rica para Alcinópolis.",NA,NA,"Meisn.","F. Macedo-Alves",NA,"-53.1291999816895","-18.5438995361328",NA,NA,"Costa Rica",NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-04-07 11:45:11-03","UFMS","CGMS","22994","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","A. Sciamarelli; Z.V. Pereira","1999","10","28",NA,"Brasil",NA,NA,"Frutos pretos e verdes.","CGMS1052401",NA,"772","Mato Grosso do Sul","Fazenda Paradouro.",NA,NA,"Meisn.",NA,NA,"-54.8055992126465","-22.2210998535156",NA,NA,"Dourados",NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-04-07 11:45:11-03","UFMS","CGMS","17487","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","V.R.B. Maria","2006","10","26",NA,"Brasil",NA,NA,NA,"CGMS1046784",NA,"655","Mato Grosso do Sul","Microbacia do Córrego Café.",NA,NA,"Meisn.","Flávio",NA,"-54.9869003295898","-19.4493999481201",NA,NA,"Rio Negro",NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-04-07 11:45:15-03","UFMS","CGMS","7525","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","G.A. Damasceno-Junior; J. Nakajima; U.M. Resende; Equipe do Projeto da Aquarap","1998","08","28",NA,"Brasil",NA,NA,"Flor creme. Habitat: Mata de galeria. Habito: Árvore. 8,00m de altura.","CGMS1016418",NA,"1543","Mato Grosso do Sul","Córrego a 7km de Rochedo e adjacências.",NA,NA,"Meisn.","U.M. Resende",NA,"-54.8925018310547","-19.9531002044678",NA,NA,"Rochedo",NA,NA,"51925","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:45:11-03","UFMS","CGMS","11799","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","U.M. Resende; S. Aragaki","2001","08","05",NA,"Brasil",NA,NA,"Flores amarelas. Habitat: Cerrado. Savana densa. Habito: Arbusto.","CGMS1041128",NA,"1420","Mato Grosso do Sul","Reserva Legal da Usina.",NA,NA,"Meisn.",NA,NA,"-54.7578010559082","-17.5769004821777",NA,NA,"Sonora",NA,NA,"115152","auto",NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:45:11-03","UFMS","CGMS","12513","PreservedSpecimen","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","U.M. Resende; S. Aragaki","2001","08","05",NA,"Brasil",NA,NA,"Flor amarela. Fruto drupa. Tronco liso. Heliófito.","CGMS1041895",NA,"2686","Mato Grosso do Sul","Reserva Legal da Usina (CASE).",NA,NA,"Meisn.","U.M. Resende",NA,"-54.7578010559082","-17.5769004821777",NA,NA,"Sonora",NA,NA,"115152","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:32:18-03","UNICAMP","UEC","127781","S","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Betoni, R","2001","09","27",NA,"Brazil",NA,NA,"Árvore de 6m com frutos verdes.","UEC005654",NA,"1041","Mato Grosso do Sul","Estrada - Dourados, MS 162&nf;Logradouro: &nf;21K 0728587&nf;UTM 7562877","Magnoliopsida",NA,"Meisn.","Meireles, LD","UEC005654","-54.786389","-22.023889",NA,NA,"Maracaju","-54.786389","-22.023889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:32:18-03","UNICAMP","UEC","168026","S","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Moreira, JLA; Souza, HA; Belinello, R","1995","09","19",NA,"Brazil",NA,NA,"Subarbusto 0,5 m alt.; inflorescência roxo claro, botões florais verdes e flores roxas, frutos imaturos verdes com cálice vermelho.","UEC091344",NA,"114","Mato Grosso do Sul","Antiga Reserva Biológica do Parque dos Poderes, cerrado pertubado.","Magnoliopsida",NA,"Meisn.","Brotto, ML","UEC091344","-54.506389","-20.468611",NA,NA,"Campo Grande","-54.506389","-20.468611",NA,NA,"2018","09",NA,NA,NA,NA,NA
"148","2021-03-01 16:32:18-03","UNICAMP","UEC","30967","S","Plantae","Lauraceae","Aiouea","trinervis","Aiouea trinervis","Leitão Filho, HF; Semir, J; Shepherd, GJ","1976","06","08",NA,"Brazil",NA,NA,"Nativo em cerrado alto a beira da estraa, arbusto até 2m.; flores brancacentas.","UEC101714",NA,"2049","Mato Grosso","Rodovia Presidente Prudente- Campo Grand Km 56 (MT)","Magnoliopsida",NA,"Meisn.","Baitello, JB","UEC101714",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","09","25",NA,NA,NA,NA
