"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2016-09-29 22:12:00-03","NY","NYBG","886421","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,"S. O. Grose","A. H. Gentry","1985","01","05","Brazil","São Paulo","Campinas",NA,"-47.06","-22.9",NA,NA,"600","600","NY00886421","NY00886421_01","49262","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023859' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 22:06:00-03","NY","NYBG","948710","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"E. P. Heringer","1979","06","11","Brazil","Distrito Federal","Brasília","Do rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00948710","NY00948710_01","1481","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015261' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","948697","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"B. Maguire","1963","08","09","Brazil",NA,NA,"Km 345, along Belem-Brasilia highway.","-47.460914","-3.444747",NA,NA,NA,NA,"NY00948697","NY00948697_01 NY00948697_02","56080","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015146' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","402815","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"S. B. d. Silva","1984","05","25","Brazil","Bahia","Formosa do Rio Preto","Malhadinha. Folha SC.23-Y-D. Ponto 21.","-45.12","-11.12",NA,NA,NA,NA,"NY00402815","NY00402815_01","368","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176333' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 01:23:00-03","NY","NYBG","01109591","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"E. P. Heringer","1980","06","16","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Córrego Forquilha.","-47.9294","-15.7797",NA,NA,NA,NA,"NY01109591","NY01109591_01","5049","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298438' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-28 15:50:00-03","NY","NYBG","402819","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"A. H. Gentry","1985","09","18","Argentina","Salta",NA,"Hills E of Universidad Catolica.","-65.5","-24.67",NA,NA,"1300","1300","NY00402819",NA,"51697","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176349' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402829","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"J. J. Wurdack","1946","09","18","Brazil","Rio Grande do Norte","Parnamirim","2 miles north of Parnamirim airfield, near Giqui.","-35.2628","-5.9158",NA,NA,NA,NA,"NY00402829","NY00402829_01","B178","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176339' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402812","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"S. A. Mori","1981","04","30","Brazil","Bahia","Una","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 49-C.","-39.1202492","-15.1148921",NA,NA,"100","100","NY00402812","NY00402812_01","13853","South America","sheet",NA,"Voucher for ecological study of forest diversity. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176341' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00948705","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1966","07","06","Brazil","Distrito Federal","Brasília","Sobradinho, ca. 20 km. E. of Brasília.","-47.8167","-15.6333",NA,NA,"1000","1000","NY00948705","NY00948705_01","18030","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015230' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01109590","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"G. G. Hatschbach","1993","06","13","Brazil","Goiás","Alto Paraíso de Goiás","rod. para Nova Roma, Serra da Laranjeira","-47.5097","-14.1325",NA,NA,NA,NA,"NY01109590","NY01109590_01 NY01109590_02","59502","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1298443' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","948692","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1966","06","22","Brazil","Goiás","Piranhas","Ca. 85 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","-51.93","-16.47",NA,NA,"700","700","NY00948692","NY00948692_01","17607","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015135' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","948852","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1966","06","26","Brazil","Goiás","Caiapônia","Córrego d'Anta, ca. 40 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.8","-17.25",NA,NA,"900","900","NY00948852","NY00948852_01","17742","South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017332' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 21:40:00-03","NY","NYBG","00907733","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,"S. O. Grose","J. M. Pires","1964","06","19","Brazil","Minas Gerais",NA,"Tres Marias, Joao Pinheiro",NA,NA,NA,NA,NA,NA,"NY00907733","NY00907733_01","58018","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988279' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 23:11:00-03","NY","NYBG","1015784","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"L. S. Figueiredo","1995","09","22","Brazil","Pernambuco","Buíque","Estrada Buíque - Catimbau.","-37.1542","-8.625",NA,NA,"799","799","NY01015784","NY01015784_01","205","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112340' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00948703","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1965","09","20","Brazil","Distrito Federal","Brasília","Paranoá, immediately S. of dam","-47.77","-15.8",NA,NA,"1100","1100","NY00948703","NY00948703_01","8484","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015215' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 18:22:00-03","NY","NYBG","00938311","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"W. A. Ducke","1926","10","22","Brazil","Para",NA,"Peixeboi, ad viam ferreaus inter Belem do Pará et Bragança",NA,NA,NA,NA,NA,NA,"NY00938311","NY00938311_01","22672","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490517' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 22:06:00-03","NY","NYBG","00948709","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"A. F. M. Glaziou","1882",NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"NY00948709","NY00948709_01","12980","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015258' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","03270147","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos","B. M. Torke; J. Beros","V. de F. Mansano","2017","11","15","Brazil","Pará","Belterra","Estrada para Pindobal.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,"NY03270147","NY03270147_01","1209","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3553703' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales","74752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","948699","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"G. T. Prance","1979","06",NA,"Brazil","Mato Grosso",NA,"Pantanal, Rio Paraguai. Fazenda Acurizal. Plot A; Tree No. 66.","-57.53","-17.87",NA,NA,NA,NA,"NY00948699","NY00948699_01","26674","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015207' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","402814","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"G. C. P. Pinto","1983","08","09","Brazil","Bahia","Curaçá","Riacho da Baraúna. Folha SC.24-V-B, Ponto 08","-40","-9.35",NA,NA,NA,NA,"NY00402814","NY00402814_01","213/83","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176332' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-29 22:06:00-03","NY","NYBG","00948706","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"B. D. Sucre","1965","06","05","Brazil","Distrito Federal","Brasília","Fercal, Brasília.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00948706","NY00948706_01","528","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015251' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 22:06:00-03","NY","NYBG","00948707","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"L. O. Williams",NA,NA,NA,"Brazil","Minas Gerais",NA,"Near city of Montes Claros.",NA,NA,NA,NA,NA,NA,"NY00948707","NY00948707_01 NY00948707_02","7055","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015254' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","402817","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"J. A. Steyermark",NA,NA,NA,"Venezuela","Amazonas","Mun. Atabapo","Rio Cunucunuma. Entre las Comunidades de Culebra y Huachamacari, entre el Cerro Duida y Huachamacari","-65.75","3.67",NA,NA,"180","210","NY00402817",NA,"126240","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176335' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00948704","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1966","05","13","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília","-47.68338","-15.7833",NA,NA,"950","950","NY00948704","NY00948704_01","15828","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015224' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","948702","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"J. A. Ratter","1968","05","30","Brazil","Mato Grosso","Ribeirão Cascalheira","Córrego de Gato, 220 km. N. of Xavantina on the Xavantina-São Felix road.","-51.82961","-12.925",NA,NA,NA,NA,"NY00948702","NY00948702_01 NY00948702_02","R.1584","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015211' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 02:27:00-03","NY","NYBG","01177311","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"J. J. Strudwick","1981","08","07","Brazil","Pará",NA,"Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974",NA,NA,NA,NA,"NY01177311","NY01177311_01","4310","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411922' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-29 22:06:00-03","NY","NYBG","948701","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"D. R. Hunt","1966","06","15","Brazil","Mato Grosso","Barra do Garças","Barra do Garças - Xavantina road, 77 km. from Barra do Garças.","-52.2567","-15.8903",NA,NA,"600","1000","NY00948701","NY00948701_01","6005","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015209' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 22:06:00-03","NY","NYBG","948696","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"L. Riedel","1822",NA,NA,"Brazil",NA,NA,"Cuyabá","-56.043867","-15.612755",NA,NA,NA,NA,"NY00948696","NY00948696_01","1089","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1015205' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-28 15:50:00-03","NY","NYBG","190458","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus",NA,NA,"I. L. Basualdo","1990","05","25","Paraguay","Cordillera",NA,"Altos. Camino a N. Colombia","-57.25","-25.28",NA,NA,NA,NA,"NY00190458",NA,"2888","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","948851","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1965","09","20","Brazil","Distrito Federal","Brasília","Paranoá, immediately S. of dam","-47.77","-15.8",NA,NA,"1100","1100","NY00948851","NY00948851_01","8484","South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017322' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","948850","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"H. S. Irwin","1965","09","20","Brazil","Distrito Federal","Brasília","Paranoá, immediately S. of dam","-47.77","-15.8",NA,NA,"1100","1100","NY00948850","NY00948850_01","8484","South America","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017318' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00754396","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","impetiginosus","Handroanthus impetiginosus","(Mart. ex DC.) Mattos",NA,"B. A. Krukoff","1933","08","24","Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,NA,NA,"NY00754396","NY00754396_01 NY00754396_02","5637","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176334' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
