"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"46","2020-10-14 10:01:01-03","FURB","FURB","18270","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Korte, A.; Kniess, A.","1376","2009","12","03","Brasil","Santa Catarina","Ituporanga","Alto Rio Bonito.","-49.4105556","-27.54","-49.4105556","-27.5400000","676","676","Florística IFFSC 344 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: herbácea;","FURB23454","FURB23454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:01:01-03","FURB","FURB","19674","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Korte, A.; Kniess, A.","775","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; Fruto branco;","FURB23457","FURB23457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-10-14 10:01:01-03","FURB","FURB","20930","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2012","06","23","Korte, A.; Kniess, A.","1679","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Florística IFFSC 899 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: herbácea;","FURB23464","FURB23464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-14 10:01:01-03","FURB","FURB","25077","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Korte, A.; Kniess, A.","3015","2010","04","30","Brasil","Santa Catarina","Petrolândia","Rio do Jango.","-49.68","-27.5394444","-49.6800000","-27.5394444","493","493","Florística IFFSC 341 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola; flor verde","FURB23456","FURB23456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:01:01-03","FURB","FURB","25236","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4633","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras.","-48.87","-28.44","-48.8700000","-28.4400000","246","246","Florística IFFSC 81 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola;","FURB03803","FURB03803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:01:01-03","FURB","FURB","27168","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","06","23","Stival-Santos, A.; Legal, E. & Silveira, S.","3000","2010","06","16","Brasil","Santa Catarina","Biguaçu","Instituto Itaúna de Educação Ambiental.","-48.69","-27.45","-48.6900000","-27.4500000","66","66","Florística IFFSC 390 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: erva terrícola;","FURB23460","FURB23460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-14 10:01:01-03","FURB","FURB","27896","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Korte, A.; Kniess, A.","4032","2010","07","14","Brasil","Santa Catarina","Nova Trento","Valsugana.","-49.0505556","-27.3586111","-49.0505556","-27.3586111","307","307","Florística IFFSC 426 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;","FURB23463","FURB23463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-14 10:01:01-03","FURB","FURB","28516","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Affonso, R","2011","02","19","Korte, A.; Kniess, A.","3706","2010","06","10","Brasil","Santa Catarina","Itaiópolis","Rio do Bispo.","-49.8605556","-26.6402777","-49.8605556","-26.6402777","601","601","Florística IFFSC 853 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: erva terrícola; Fruto creme;","FURB23461","FURB23461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-16 17:54:23-03","UCS","HUCS","18983","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Strong","2003","03",NA,"Kegler, A.","1233","2002","01","20","Brasil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"interior da mata",NA,NA,"Angiospermae","Poales",NA,NA,NA,"49662","auto",NA,NA,NA,NA
"55","2021-02-12 18:12:00-03","UFES","VIES","616","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Muniz, C.","1990","06",NA,"s.col.","s.n.",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"VIES000616","VIES000616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:22:38-03","MBM","MBM","80438","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada, O.",NA,NA,NA,"Hatschbach, G.","46155","1983","02","12","Brazil","Mato Grosso do Sul","Ponta Porã","Ponto Alto","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,NA,"MBM080438","MBM080438",NA,NA,NA,"Southern America",NA,"102608","auto",NA,NA,NA,NA
"57","2020-12-21 16:22:38-03","MBM","MBM","80436","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada, O.",NA,NA,NA,"Hatschbach, G.","45855","1982","12","10","Brazil","Mato Grosso do Sul","Iguatemi","Rio Piraí","-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,NA,"MBM080436","MBM080436",NA,NA,NA,"Southern America",NA,"71460","auto",NA,NA,NA,NA
"58","2020-12-21 16:22:38-03","MBM","MBM","280619","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Strong, M.T.","2003","03",NA,"Kegler, A.","1233","2002","01","20","Brazil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Interior da mata","MBM280619",NA,NA,NA,NA,"Southern America",NA,"49662","auto",NA,NA,NA,NA
"59","2015-09-05 09:32:22-03","MNHN","RECOLNAT_MNHN_P","P00277043","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Reineck, E.M.|Czermak, J.",NA,"1897","10",NA,"Brésil",NA,NA,"Porto Alegre, Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277043' target='other'> <mi>dwc_moreinfo</mi></a>","P00277043","P00277043_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"444",NA
"60","2015-09-03 22:13:29-03","MNHN","RECOLNAT_MNHN_P","P00277044","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Burchell, W.J.",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"donné en 1872 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277044' target='other'> <mi>dwc_moreinfo</mi></a>","P00277044","P00277044_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1117",NA
"61","2015-09-03 22:13:05-03","MNHN","RECOLNAT_MNHN_P","P00169721","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Raynal",NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00169721' target='other'> <mi>dwc_moreinfo</mi></a>","P00169721","P00169721_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"84",NA
"62","2015-09-03 22:14:49-03","MNHN","RECOLNAT_MNHN_P","P00169722","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Raynal",NA,NA,NA,"Riedel, L.",NA,"1864","10","16","Brésil",NA,NA,"Caldas",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00169722' target='other'> <mi>dwc_moreinfo</mi></a>","P00169722","P00169722_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"300",NA
"63","2015-09-03 22:14:49-03","MNHN","RECOLNAT_MNHN_P","P00169723","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Balansa, B.",NA,"1884","3","15","Paraguay",NA,NA,"vallée de l'Y-Acan, près de Valenzuéla",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00169723' target='other'> <mi>dwc_moreinfo</mi></a>","P00169723","P00169723_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"4514",NA
"64","2017-11-30 11:14:50-02","MNHN","RECOLNAT_MNHN_P","P00169724","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Maury",NA,NA,NA,"Balansa, B.",NA,"1874","11","17","Paraguay",NA,NA,"Caaguazu",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00169724' target='other'> <mi>dwc_moreinfo</mi></a>","P00169724","P00169724_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"460",NA
"65","2015-09-03 22:14:50-03","MNHN","RECOLNAT_MNHN_P","P00274101","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada",NA,NA,NA,"Lourteig, A.",NA,"1967","10","7","Paraguay",NA,NA,"Dep. Guaira, Independencia, Propriedad Heilburn, Salto Suizo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274101' target='other'> <mi>dwc_moreinfo</mi></a>","P00274101","P00274101_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1935",NA
"66","2015-09-03 22:14:50-03","MNHN","RECOLNAT_MNHN_P","P00274102","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada",NA,NA,NA,"Lourteig, A.",NA,"1967","10","7","Paraguay",NA,NA,"Dep. Guaira, Independencia, Propriedad Heilburn, Salto Suizo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274102' target='other'> <mi>dwc_moreinfo</mi></a>","P00274102","P00274102_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1935",NA
"67","2015-09-03 22:15:09-03","MNHN","RECOLNAT_MNHN_P","P00277037","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Ste Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277037' target='other'> <mi>dwc_moreinfo</mi></a>","P00277037","P00277037_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1747",NA
"68","2015-09-03 22:15:09-03","MNHN","RECOLNAT_MNHN_P","P00277038","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Ste Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277038' target='other'> <mi>dwc_moreinfo</mi></a>","P00277038","P00277038_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1747",NA
"69","2004-08-09 17:40:47-03","MNHN","RECOLNAT_MNHN_P","P00277039","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada",NA,NA,NA,"Glaziou, A.",NA,"1890","11",NA,"Brésil",NA,NA,"Nova Friburgo (Rio)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277039' target='other'> <mi>dwc_moreinfo</mi></a>","P00277039","P00277039_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"18593",NA
"70","2015-09-05 09:19:34-03","MNHN","RECOLNAT_MNHN_P","P00277040","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada",NA,NA,NA,"Glaziou, A.",NA,"1890","11",NA,"Brésil",NA,NA,"Nova Friburgo (Rio)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277040' target='other'> <mi>dwc_moreinfo</mi></a>","P00277040","P00277040_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"18593",NA
"71","2015-09-05 09:19:34-03","MNHN","RECOLNAT_MNHN_P","P00277041","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada",NA,NA,NA,"Glaziou, A.",NA,"1890","11",NA,"Brésil",NA,NA,"Nova Friburgo (Rio)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277041' target='other'> <mi>dwc_moreinfo</mi></a>","P00277041","P00277041_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"18593",NA
"72","2015-09-05 09:32:22-03","MNHN","RECOLNAT_MNHN_P","P00277042","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Glaziou, A.|Warming, leg.",NA,"1863","11","26","Brésil",NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277042' target='other'> <mi>dwc_moreinfo</mi></a>","P00277042","P00277042_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"73","2015-09-03 19:08:47-03","MNHN","RECOLNAT_MNHN_P","P00277045","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Ste Catherine",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277045' target='other'> <mi>dwc_moreinfo</mi></a>","P00277045","P00277045_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"1747",NA
"74","2015-09-05 09:32:22-03","MNHN","RECOLNAT_MNHN_P","P00277046","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00277046' target='other'> <mi>dwc_moreinfo</mi></a>","P00277046","P00277046_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"A1 135",NA
"75","2015-09-03 21:48:00-03","MNHN","RECOLNAT_MNHN_P","P01765584","PreservedSpecimen",NA,"Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Melo, M.R.F.|Wanderley, M.G.L.|Barros, F.",NA,"1983","6","8","Brasil","São Paulo","Cananéia","Ilha do Cardoso, restinga do sítio Trapandé. Cananéia, São Paulo, Sudeste, Brasil, América do Sul","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01765584' target='other'> <mi>dwc_moreinfo</mi></a>","P01765584","P01765584_01",NA,NA,NA,NA,"hb","37574","auto",NA,NA,"478",NA
"76","2009-07-17 14:12:00-03","MO","MOBOT","3133936","PreservedSpecimen","Plantae","Cyperaceae","Scleria","latifolia","Scleria latifolia foliosa","(Nees) T. Koyama","T. Koyama",NA,NA,NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11911","1966","1","21","Brazil","Goiás",NA,"Shade. Gallery forest, Serra Dourada, ca. 30 km SE of Goiás Velho.","-50","-14",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,"foliosa","South America",NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","264557","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","E.L. Core",NA,NA,NA,"James C. Solomon","Solomon 7838","1982","5","27","Bolivia","Beni","Vaca Diez","3 km E of Riberalta on road to Guayaramerín, then 2 km SE on side road. Secondary forest with some large trees.","-66.08333","-11",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"147","4"
"78","2011-03-14 22:39:00-03","MO","MOBOT","2254504","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada, O.",NA,NA,NA,"Ricardo O. Vanni|et al.","Vanni 2719",NA,NA,NA,"Argentina","Misiones","Iguazú","Parque Nacional Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"79","2017-01-19 10:54:00-02","MO","MOBOT","1900441","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","K. Bauters (GENT)",NA,NA,NA,"Elsa M. Zardini|J. Galeano|A. Mallorquin","Zardini 60080","2003","7","17","Paraguay","Alto Paraná",NA,"Itaipu Binacional Paraguay-Brazil: Tati Yupi Biological Refuge. Tall forest.","-54.6236111","-25.3558333",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1282","4"
"80","2016-11-15 05:15:00-02","MO","MOBOT","2254524","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 28753","1976","1","14","Argentina","Misiones","San Ignacio","San Ignacio, Peñón Reina Victoria","-55.58333","-27.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"81","2009-11-09 18:57:00-02","MO","MOBOT","2254547","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Angel L. Cabrera|et al.","Cabrera 28894","1977","10","17","Argentina","Misiones","San Pedro","San Pedro","-54.13333","-26.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"82","2018-05-17 05:29:00-03","MO","MOBOT","2409293","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura|A. Vega","Zuloaga 5162","1995","3","2","Argentina","Misiones","General Manuel Belgrano","de San Antonio a Piñalito, Ruta Nac. 101","-53.78333","-26.03333",NA,NA,"540.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"83","2011-04-15 17:12:00-03","MO","MOBOT","2430350","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada, O.",NA,NA,NA,"O. Ahumada|et al.","Ahumada 6657","1993","12","15","Argentina","Misiones","General Manuel Belgrano","San Antonio","-53.75","-26.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"84","2011-04-15 17:10:00-03","MO","MOBOT","2430368","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"O. Ahumada","Ahumada 6343","1992","12","18","Argentina","Misiones","San Ignacio","San Ignacio, Peñón Reina Victoria","-55.58333","-27.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"85","2011-04-15 17:10:00-03","MO","MOBOT","2430384","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"O. Ahumada","Ahumada 6668","1993","12","18","Argentina","Misiones","San Ignacio","San Ignacio, Peñón Reina Victoria","-55.58333","-27.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"86","2011-03-27 12:12:00-03","MO","MOBOT","2430401","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Ahumada, O.",NA,NA,NA,"Aurelio Schinini|A. Fernández","Schinini Cacace 6076","1973","1","26","Argentina","Misiones","San Pedro","a 5 km de Tobuna por ruta prov. 224","-53.9","-26.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"87","2018-06-22 05:25:00-03","MO","MOBOT","2455739","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8912",NA,NA,NA,"Brazil","Santa Catarina",NA,"Sombrio. Pirão Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","265330","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","Gerrit Davidse (MO)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 37110","1993","8","26","Paraguay","Caaguazú",NA,"Guayaquí. Between Coronel Oviedo and Caaguazú; Route 2, km 158-159. Tall forest.","-56.18333","-25.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"846","4"
"89","2016-08-31 15:57:00-03","MO","MOBOT","267550","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","O.Ahumada (SI)",NA,NA,NA,"Elsa M. Zardini|Rosa Degen","Zardini 3667","1987","10","28","Paraguay","Cordillera",NA,"Cerro Tobati. En bosque.","-57.06666","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"87-76","5"
"90","2011-01-21 11:05:00-02","MO","MOBOT","268924","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","S. Kristel (GENT)",NA,NA,NA,"James C. Solomon|Bruce A. Stein","Solomon 11727","1984","3","9","Bolivia","La Paz","Nor Yungas","6.9 km NE (below) Yolosa on road to Caranavi. Grassy cleared areas, and second growth below road.","-67.7333333","-16.1666667",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"84-24","3"
"91","2008-05-27 22:02:00-03","MO","MOBOT","2912778","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Troels M. Pedersen","Pedersen 14697","1986","10","21","Paraguay","Amambay",NA,"Dense forest. Near Lorito. NB!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3136172","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.",NA,NA,NA,NA,"Fátima Mereles","Mereles H. 3607","1989","11","30","Paraguay","Alto Paraguay",NA,"Itabó. Borde del estero. En sotobosque húmedo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"93","2013-02-03 05:32:00-02","MO","MOBOT","3136178","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","G. Davidse",NA,NA,NA,"Manoel dos R. Cordeiro","Cordeiro 750","1975","9","8","Brazil","Rondônia",NA,"Sub-base proj. RADAM, Estrada Belmonte, Ig. Água Boa, terreno argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","3136181","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","T.M. Pedersen",NA,NA,NA,"C.B. Poliquesi","Poliquesi 145","1993","4","28","Brazil","Paraná",NA,"Serra do Santana (mun. Bocaiúva do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","1867514","PreservedSpecimen","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","G. Davidse",NA,NA,NA,"Alan Perry","Perry 1195","1992","6","6","Bolivia","La Paz","Franz Tamayo","Ca. 5 km S del Cruce del Rios Beni y Tuichi. Bosque alto, Bosque muy humedo.","-67.05","-14.06666",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"96","2017-11-24 14:10:33-02","UFLA","ESAL","10151","S","Plantae","Cyperaceae","Scleria","plusiophylla","Scleria plusiophylla","Steud.","J.Gonçalves",NA,NA,NA,"Melo, PHA; Gomes, DJS; Pompeu, PV","2791",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Parque Municipal Serra São Domingos, trilha do Leãozinho do Fontanário do Leãozinho-Recanto Japonês","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"erva; ; alva;; floresta",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA
