"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"1441","2015-03-07 01:38:13-03","F","FMNH-SEEDPLANTS","V0163839F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia",NA,NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,"V0163839F","V0163839F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"1442","2015-03-07 01:37:50-03","F","FMNH-SEEDPLANTS","V0163838F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","pangloea","Mimosa dolens pangloea",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0163838F","V0163838F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"1443","2015-03-07 01:38:11-03","F","FMNH-SEEDPLANTS","V0164654F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0164654F","V0164654F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"1444","2015-03-07 01:38:11-03","F","FMNH-SEEDPLANTS","V0164655F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0164655F","V0164655F_01","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"1445","2019-01-25 15:41:01-02","IAC","IAC","17769","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","L. Afonso","1666","1950","06","11","Brasil","Porto Alegre","Morro da Polícia","-51.23","-30.0331","-51.2300","-30.0331",NA,NA,"Plantas recebidas do Instituto Geobiológico La Salle de Canoas",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,"2011","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","2019-01-25 15:41:01-02","IAC","IAC","17949","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","D.M. Dedecca & Swiercz","572","1955","05","24","Brasil","Matão",NA,"-48.3658","-21.6033","-48.3658","-21.6033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","2019-01-25 15:41:01-02","IAC","IAC","20735","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","H.F. Leitão Filho","781","1969","03","02","Brasil","Itapeva",NA,"-48.8756","-23.9822","-48.8756","-23.9822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2011","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","2019-01-25 15:41:01-02","IAC","IAC","41097","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","W. Mantovani","1564","1981","01","26","Brasil","Mogi Guaçu","Distrito de Martinho Prado Júnior, Reserva Biológica da Fazenda Campininha","-46.9422","-22.3722","-46.9422","-22.3722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2011","02","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2019-01-25 15:41:01-02","IAC","IAC","41098","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","W. Mantovani","1679","1981","02","12","Brasil","Mogi Guaçu","Distrito de Martinho Prado Júnior, Reserva Biológica da Fazenda Campininha","-46.9422","-22.3722","-46.9422","-22.3722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2011","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","2019-01-25 15:41:01-02","IAC","IAC","45820","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.S. Silva (2)","H. Lorenzi; E.F. Souto & L.C. Bernacci","5345","2005","05","06","Brasil","Jaguariaíva","Estrada para o Parque Estadual do Cerrado, na altura da placa de 3km do mesmo","-49.699722","-24.186722","-49.699722","-24.186722",NA,NA,"coordenada do material: 24°11#?#12,2S, 49°41#?#59W",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,"2011","02","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2019-01-25 15:41:01-02","IAC","IAC","41099","S","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","Vell.","J.Y. Tamashiro","A. Usteri","s/nº","1906","03","23","Brasil","São Paulo","Ipiranga","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,"exsicata do Herb. Polyt. de São Paulo",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"1997","06","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","2019-01-25 15:41:01-02","IAC","IAC","3831","S","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","Vell.","J.S. Silva (2)","A.P. Viégas & O. Zagatto","s/nº","1939","02","06","Brasil","Mogi Mirim","Estrada de rodagem Mogi-Mirim - Campinas","-46.9578","-22.4319","-46.9578","-22.4319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"2011","02","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","2019-01-25 15:41:01-02","IAC","IAC","20870","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","Vell.","J.S. Silva (2)","L. Monteiro de S.","159","1969","01","11","Brasil","São Thomé das Letras",NA,"-44.9853","-21.7222","-44.9853","-21.7222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"2011","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","2019-01-25 15:41:01-02","IAC","IAC","23065","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","Vell.","J.S. Silva (2)","E.S. Lopes","264","1973","01","29","Brasil","Itirapina",NA,"-47.8228","-22.2528","-47.8228","-22.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","2019-01-25 15:41:01-02","IAC","IAC","6354","S","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","Vell.","J.S. Silva (2)","H.L.M. Barreto & A.P. Viégas","s/nº","1941","06","29","Brasil","Ouro Preto",NA,"-43.5081","-20.2875","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","2020-07-23 12:14:30-03","CEPLAC","CEPEC","133526","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens",NA,"Mimosa dolens",NA,"O. S. Ribas","E. Barbosa","854","2004","02","10","Brasil","PALMEIRA","Rio Lajedo.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"35166","auto",NA,"30/12/2005",NA,NA,NA,NA,NA
"1457","2020-07-23 12:14:30-03","CEPLAC","CEPEC","133620","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","J. M. Silva","2888","1999","02","19","Brasil","BOCAIÚVA","Serra da Bocaina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,"30/12/1999",NA,NA,NA,NA,NA
"1458","2020-07-23 12:14:30-03","CEPLAC","CEPEC","60414","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","J. M. Silva","1226","1993","01","15","Brasil","BALSA NOVA","Serra Sao Luiz.","-49.6356010437012","-25.5839004516602","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"27346","auto",NA,"30/12/1993",NA,NA,NA,NA,NA
"1459","2020-07-23 12:14:30-03","CEPLAC","CEPEC","48592","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"G. Hatschbach","J. Cordeiro","603","1989","01","20","Brasil","curitiba","Parque Nautico.","-49.2731018066406","-25.4277992248535","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,"30/12/1989",NA,NA,NA,NA,NA
"1460","2020-07-23 12:14:30-03","CEPLAC","CEPEC","49364","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","O. S. Ribas","220","1990","01","25","Brasil","curitiba","Recanto das Araucarias.","-49.2731018066406","-25.4277992248535","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,"30/12/1990",NA,NA,NA,NA,NA
"1461","2020-07-23 12:14:30-03","CEPLAC","CEPEC","75401","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","O. S. Ribas","1651","1997","02","08","Brasil","jaguariaiva","Faz. Barros.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"44368","auto",NA,"30/12/1997",NA,NA,NA,NA,NA
"1462","2020-07-23 12:14:30-03","CEPLAC","CEPEC","60419","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","J. M. Silva","1214","1993","01","15","Brasil","LAPA","Porto Amazonas, Km 3 da Rod. p/ Lapa.","-49.7158012390137","-25.7696990966797","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"49965","auto",NA,"30/12/1993",NA,NA,NA,NA,NA
"1463","2020-07-23 12:14:30-03","CEPLAC","CEPEC","56093","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","J. M. Silva","1076","1992","02","28","Brasil","LAPA","Volta Grande.","-49.7158012390137","-25.7696990966797","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"49965","auto",NA,"30/12/1991",NA,NA,NA,NA,NA
"1464","2020-07-23 12:14:30-03","CEPLAC","CEPEC","132925","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"O. S. Ribas","J. M. Silva","5517","2007","02","14","Brasil","PALMEIRA","Rio Tibagi.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"35166","auto",NA,"30/12/2007",NA,NA,NA,NA,NA
"1465","2020-07-23 12:14:30-03","CEPLAC","CEPEC","56098","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","O. S. Ribas","415","1992","01","10","Brasil","campo alegre","Rodeio Grande, subida p/ Serra do Quiriri.","-49.2655982971191","-26.1924991607666","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"37493","auto",NA,"30/12/1992",NA,NA,NA,NA,NA
"1466","2020-07-23 12:14:30-03","CEPLAC","CEPEC","93944","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"O. S. Ribas","O. S. Ribas","3505","2001","04","27","Brasil","campo alegre","Serra Quiriri, Rio dos Alemães. Obs.: N cient. var. acerba.","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,"37493","auto",NA,"30/12/2001",NA,NA,NA,NA,NA
"1467","2020-07-23 12:14:30-03","CEPLAC","CEPEC","76267","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","O. S. Ribas","1777","1997","02","12","Brasil","ITARARÉ","15Km ao N cidade, Rod. SP-258.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,"30/12/1997",NA,NA,NA,NA,NA
"1468","2020-07-23 12:14:30-03","CEPLAC","CEPEC","76279","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","acerba","Mimosa dolens acerba",NA,"R. C. Barneby","O. S. Ribas","1781","1997","02","12","Brasil","ITARARÉ","15Km ao N cidade, Rod. SP-258.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,"30/12/1997",NA,NA,NA,NA,NA
"1469","2020-07-23 12:14:30-03","CEPLAC","CEPEC","76268","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","callosa","Mimosa dolens callosa",NA,"R. C. Barneby","O. S. Ribas","1792","1997","02","12","Brasil","ITARARÉ","Rod. SP-258, divisa entre Itarare/Itabera.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,"27729","auto",NA,"30/12/1997",NA,NA,NA,NA,NA
"1470","2020-07-23 12:14:30-03","CEPLAC","CEPEC","88206","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"O. S. Ribas","G. Hatschbach","68952","1992","02","05","Brasil","ponta grossa","Parque Estadual de Vila Vleha, fundos da capela.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"46557","auto",NA,"30/12/2000",NA,NA,NA,NA,NA
"1471","2020-07-23 12:14:30-03","CEPLAC","CEPEC","48632","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa",NA,"G. Hatschbach","G. Hatschbach","52814","1989","04","04","Brasil","rio branco do sul","Rod. PR-82, Serra do Mocambo. Encosta de morro.","-49.3142013549805","-25.1900005340576","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"37352","auto",NA,"30/12/1989",NA,NA,NA,NA,NA
"1472","2020-07-23 12:14:30-03","CEPLAC","CEPEC","58332","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,"R. C. Barneby","G. Hatschbach","47264","1983","12","15","Paraguai","PEDRO JUAN CABALERO","El Buracon, 30Km a O da cidade.",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suriname",NA,NA,NA,NA,NA,NA,NA,"30/12/1989",NA,NA,NA,NA,NA
"1473","2020-07-23 12:14:30-03","CEPLAC","CEPEC","49392","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,"R. C. Barneby","G. Hatschbach","52566","1989","01","12","Brasil","guarapuava","BR-373, prox. entr. p/ Sta. Clara. Obs.: var. foliolosa (Benth.)Barneby.","-51.4580993652344","-25.395299911499","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"53832","auto",NA,"30/12/1991",NA,NA,NA,NA,NA
"1474","2020-07-23 12:14:30-03","CEPLAC","CEPEC","59153","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,"R. C. Barneby","G. Hatschbach","44551","1982","02","09","Brasil","rio branco do sul","Serra do Brumado. Encosta da colina. Obs.: var. anisitsii (Lind.)Barneby.","-49.3142013549805","-25.1900005340576","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"37352","auto",NA,"30/12/1991",NA,NA,NA,NA,NA
"1475","2020-07-23 12:14:30-03","CEPLAC","CEPEC","58176","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,"R. C. Barneby","O. S. Ribas","224","1990","01","25","Brasil","curitiba","Recanto das Araucarias.","-49.2731018066406","-25.4277992248535","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,"30/12/1990",NA,NA,NA,NA,NA
"1476","2020-07-23 12:14:30-03","CEPLAC","CEPEC","93943","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","rigida","Mimosa dolens rigida",NA,"O. S. Ribas","J. Carneiro","952","2000","11","22","Brasil","PIRAÍ DO SUL","Serra das Furnas. Obs.: N. Cient. var rigescens (Benth.)Barneby","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"37171","auto",NA,"30/12/2001",NA,NA,NA,NA,NA
"1477","2020-07-23 12:14:30-03","CEPLAC","CEPEC","75402","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","dolens","uncta","Mimosa dolens uncta",NA,"R. C. Barneby","O. S. Ribas","1730","1997","02","11","Brasil","jaguariaiva","Rio Jaguariaiva.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"44368","auto",NA,"30/12/1997",NA,NA,NA,NA,NA
"1478","2020-11-04 17:29:29-03","UEM","HUEM","31495","S","Plantae","Leguminosae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Cordeiro, J","Silva, JM","9259","2016","03","26","Brasil","Sengés","PCH Fazenda Entre Rios.","-49.623889","-24.121389","-49.623889","-24.121389",NA,NA,"Arbusto ereto com 2 m de altura; flor rosada e fruto seco.; Cerrado.","HUEM000011588","HUEM000011588",NA,NA,NA,NA,NA,"Paraná",NA,"2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","2020-11-04 17:29:29-03","UEM","HUEM","11165","S","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.N.C.Marchiori","Soares, A; W.Maschio","212","1998","04","16","Brasil","Arapoti","1 Km antes do trevo para Arapoti, Estepes de gramíneas com capões, presente em ambiente pedregoso de beira de estrada","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"Arbusto de 1 m de altura; caule fino e piloso; poucas hastes; frutos terminais em cachadas de cor marron escuro semelhante aos de regnellii","HUEM000006167","HUEM000006167",NA,NA,NA,NA,NA,"Paraná",NA,"1998","08",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"1480","2020-11-04 17:29:29-03","UEM","HUEM","4949","S","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G","J.M.Silva","1425","1995","01","05","Brasil","Curitiba","Uberaba, Xilopodífera; campo limpo e seco","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"50 cm de altura; ereta; flor rosada","HUEM000006169","HUEM000006169",NA,NA,NA,NA,NA,"Paraná",NA,"1995",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"1481","2020-11-04 17:29:29-03","UEM","HUEM","11163","S","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Hatschbach, G","Carpanezzi, AA","168","1997","12","12","Brasil","Piraí do Sul","Primeira entrada vindo do Norte, Floresta Ombrófila Mista; erva de beira de estrada","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"Planta até 1 m de altura; flor roxa ; fruto marron; exudação de suco leitoso ao corte do caule","HUEM000006168","HUEM000006168",NA,NA,NA,NA,NA,"Paraná",NA,"1999","08","23","37171","auto",NA,NA,NA,NA,NA,NA,NA
"1482","2021-03-10 11:38:38-03","UNILA","EVB","3325","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Beltrami, L.","100","2007","01","26","Brasil","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"EVB003325","EVB003325",NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"1483","2021-02-12 15:02:08-03","UFSCar","SPSC","7236","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","I.A. Silva","I.A.Silva",NA,"2007","02","28","Brasil","São Carlos","UFSCar.",NA,NA,"9999","9999",NA,NA,"Cerrado",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","2020-11-12 16:59:34-03","UEL","FUEL","45610","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Estevan, DA","Estevan, DA; et al.","998","2005","09","17","Brasil","Ventania","Fazenda Santa Inês","-50.191778","-24.291778","-50.191778","-24.291778",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","2020-11-12 16:59:34-03","UEL","FUEL","25737","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Tamashiro, JY","Francisco das Chagas e Silva","568","1983","02","13","Brasil",NA,"Capão E.E.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","São Paulo",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","2021-03-19 17:33:22-03","UEL","FUEL","55440","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Cordeiro, J","Silva, JM","9259","2016","03","26","Brasil","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","-49.623889","-24.121389","625","625",NA,"FUEL055440",NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","2020-11-12 16:59:34-03","UEL","FUEL","14102","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Tamashiro, JY","Semir, J; et al.","s.n.","1981","03","30","Brasil","Poços de Caldas","Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Minas Gerais",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","2020-11-12 16:59:34-03","UEL","FUEL","26241","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Tamashiro, JY","Souza, LRM; et al.","s.n.","1997","03","17","Brasil","Chapada dos Guimarães",NA,"-55.749698638916","-15.460599899292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Mato Grosso",NA,"1999",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA
"1489","2020-11-12 16:59:34-03","UEL","FUEL","39120","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Marchiori, JNC","Soares, A; Maschio, W","212","1998","04","16","Brasil","Arapoti","1 km antes do trevo para Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1985","08",NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"1490","2020-11-12 16:59:34-03","UEL","FUEL","33609","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Hatschbach, G","Cruz, JM; et al.","68","1999","02","03","Brasil","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1491","2020-11-12 16:59:34-03","UEL","FUEL","40971","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, OS","Silva, JM; Lima, LR; Farinaccio, MA","3960","2004","01","27","Brasil","Palmeira","Rio do Salto, Rod. BR-277","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2006",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1492","2020-11-12 16:59:34-03","UEL","FUEL","39294","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, OS","Barbosa, E; Santos, MRM; Moletta, EMS","854","2004","02","10","Brasil","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1493","2020-11-12 16:59:34-03","UEL","FUEL","41197","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Ribas, OS","Silva, JM; Barbosa, E; Cordeiro, J","5517","2007","02","14","Brasil","Palmeira","Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"2007",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"1494","2020-11-12 16:59:34-03","UEL","FUEL","39575","PreservedSpecimen","Plantae","Leguminosae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Hatschbach, G","Carpanezzi, AA","168","1997","12","12","Brasil","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Fabales","Paraná",NA,"1999",NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
