"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","phylum","order","continentOcean","preparationType","occurrenceRemarks","imagecode","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"51","2020-11-04 11:01:10-03","ESALQ","ESA","32077","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia",NA,"Teles, A.M.","2005","Ribeiro Jr. et al.",NA,"1995","04","08","Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"ESA032077","Magnoliophyta",NA,NA,NA,NA,"ESA032077","55682","auto","03","18",NA,NA,NA,NA,NA
"52","2020-11-04 11:01:10-03","ESALQ","ESA","9129","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Souza, V.C. et al.","2340.0","1993","02","17","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA009129","Magnoliophyta",NA,NA,NA,NA,NA,"27729","auto","11","29",NA,NA,NA,NA,NA
"53","2020-11-04 11:01:10-03","ESALQ","ESA","93986","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia",NA,"Heiden, G.","2010","Souza, V.C.; Romão, G.O.; Rodrigues, C.D.N.; Dantas, A.P.T.","32032.0","2006","02","15","Brasil","Paraná","Palmeira","Rodovia do Café (BR 376) , km 552, 55 km de Ponta Grossa. Próximo ao Rio dos Papagaios. Campo geral.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"ESA093986","Magnoliophyta",NA,NA,NA,"Arbusto, ca. 1,2 m alt.; capítulos creme.","ESA093986","35166","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:27:02-03","IAP","PACA-AGP","69717","PreservedSpecimen","Plantae","Compositae","Baccharis","myricaefolia","Baccharis myricaefolia","DC.","Teodoro Luis","1958","Hatschbach, G.","5062","1958","10","05","Brasil","PR","Lapa","Rio Passo Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"PACA069717","Magnoliophyta","Asterales",NA,NA,"subarbusto 1m - capitulos creme Habitat: proximo do rio",NA,"49965","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"55","2019-08-27 13:27:02-03","IAP","PACA-AGP","85958","PreservedSpecimen","Plantae","Compositae","Baccharis","myriciifolia","Baccharis myriciifolia","DC.","G. Hatschbach","2001","O.S. Ribas","3618","2001","06","12","Brasil","PR","Porto Amazonas","Lajeado","-49.8903007507324","-25.5447006225586",NA,NA,"800","800","PACA085958","Magnoliophyta","Asterales",NA,NA,"subarbusto lenhoso, 80cm, capítulo creme; Habitat: na margem do córrego",NA,"14684","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"56","2020-12-20 21:15:41-03","UFV","VIC","4009","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Smith, L.B.",NA,"Irwin, H.S.","2174","1958","11","28","Brasil","Minas Gerais","Viçosa","Aeroporto de Viçosa, 4,0 Km sudeste de Viçosa, na estrada para São Miguel. Solo argiloso.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC004009",NA,NA,NA,NA,"Arbusto, esgalhado na base, c.a. de 3,0 metros de altura; folhas com odor fétido. Comum.","VIC004009","13937","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:15:41-03","UFV","VIC","18828","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Nakajima, J.N.","2003","Paula, C.C. de; et al.","603","2003","01","21","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2, Floresta de Galeria. Solo arenoso.","-43.682417","-20.494639","-43.682417","-20.494639",NA,NA,"VIC018828",NA,NA,NA,NA,"Sazícola; subarbusto, c.a. de 60 cm de altura; abundante; folhas verdes; pétlas creme; cresce em pequenas ilhotas no leito do rio, em acúmulo de terra entre rochas; apresenta base da folha cor vinho e periclínio amarronzado; folhas sub","VIC018828",NA,NA,"03",NA,NA,NA,NA,NA,NA
"58","2020-12-20 21:15:41-03","UFV","VIC","18829","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Nakajima, J.N.","2003","Paula, C.C. de; et al.","66","2002","04","09","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2, Mata de Galeira; em solo encharcado.","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,"VIC018829",NA,NA,NA,NA,"Saxícola; subarbusto, c.a. de 70 cm de altura, frequência de 7 indivíduos em um raio de cerca de 5,0 metros; folhas verdes; pétalas brncas; cresce abundantemente em área onde a mata de galeria se encontra degradada; ocorre entre as ped","VIC018829","13809","auto","03",NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:41:17-03","UFMS","CGMS","44998","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.",NA,"2020","E. Barbosa; E.F. Costa","1306","2006","05","04","Brasil","Paraná","Jaguariaíva","Rio das Mortes.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"CGMS1074966",NA,NA,NA,NA,"Capítulo alvacento. Fruto ausente. Habitat: Beira do rio encachoreirado. Habito: Arbusto. 2.5m de altura.",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:41:17-03","UFMS","CGMS","5931","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","A.M. Teles","2011","A.C. Cervi","3981","1992","12","23","Brasil","Paraná","Tibagi","Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"CGMS003797",NA,NA,NA,NA,"Flores cremes.",NA,"56988","auto","11","25",NA,NA,NA,NA,NA
"61","2021-03-01 16:23:20-03","UNICAMP","UEC","175796","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO; et al.","718","1997","07","16","Brazil","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Mariado Espinho e Saco Grande.","-49.259722","-24.270556","-49.259722","-24.270556",NA,NA,"UEC157852","Magnoliopsida",NA,NA,NA,"Arbusto com 2m. Capítulos esbranquecidos.; Campo, Margem do rio.","UEC157852",NA,NA,"10","17",NA,NA,NA,NA,NA
"62","2021-03-01 16:23:20-03","UNICAMP","UEC","81208","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Souza, VC; Sakuragui, CM; Scaramuzza, CAMR; Fina, BG; Rolim, GS; Shimabukuro, MT","2499","1993","02","15","Brazil","São Paulo","Itararé","Brasil, Itararé- SP - Fazenda Santa Maria do Espinho. Córrego do Peão.","-47.925472","-23.466667","-47.925472","-23.466667",NA,NA,"UEC102560","Magnoliopsida",NA,NA,NA,"Arbusto, ca. 80cm de altura, capítulos creme.","UEC102560",NA,NA,"10","17",NA,NA,NA,NA,NA
"63","2021-03-01 16:23:20-03","UNICAMP","UEC","47434","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Kinoshita, LS; et al.","19168","1987","07","02","Brazil","Minas Gerais","Carrancas",NA,"-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC102141","Magnoliopsida",NA,NA,NA,"Arbusto 40-70cm alt., flores brancas; Cerrado","UEC102141","21143","auto","10","17",NA,NA,NA,NA,NA
"64","2021-03-01 16:23:20-03","UNICAMP","UEC","135684","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2010","Simões, AO; Jannini, AW; Singer, RB","812","1999","04","30","Brazil","Minas Gerais","Carrancas","Brasil, MG, Carrancas, caminho para Serra de Bicas, Pedreira do Guilherme, afloramento.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC102539","Magnoliopsida",NA,NA,NA,"Arbusto, 50-60cm, flores brancas.; Em beira de riacho.","UEC102539","21143","auto","11",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:23:20-03","UNICAMP","UEC","34227","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2010","Leitão Filho, HF; Semir, J; Tozzi, AMGA; et al.","15402","1983","12","09","Brazil","Minas Gerais","Carrancas","Minas Gerais, mun. de Carrancas, Cachoeira da Fumaça e Serra de Carrancas.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC102537","Magnoliopsida",NA,NA,NA,"Arbusto até 1m, capítulos com flores creme, a beira do rio.; A beira do rio.","UEC102537","21143","auto","11",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:23:20-03","UNICAMP","UEC","196978","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Kinoshita, LS","1014","2010","07","09","Brazil","Minas Gerais","Delfinópolis",NA,"-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"UEC141390","Magnoliopsida",NA,NA,NA,NA,"UEC141390","41380","auto","10","17",NA,NA,NA,NA,NA
"67","2021-03-01 16:23:20-03","UNICAMP","UEC","34582","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2010","Sarti, SJ; Santos Filho, D","15780","1983","12","08","Brazil","Minas Gerais","Lavras","Estado de Minas Gerais, mun. de Lavras.","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"UEC102538","Magnoliopsida",NA,NA,NA,"Arbusto até 2,5m, capítulos com flores brancacentas.; Em cerrado e campos rupestres, a beira do Rio Carrancas, em local úmido.","UEC102538","20044","auto","11",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:23:20-03","UNICAMP","UEC","167212","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Isobe, MTC","2","2011","12","04","Brazil","Minas Gerais","Lavras","Poço Bonito","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"UEC035976","Magnoliopsida",NA,NA,NA,NA,"UEC035976","20044","auto","10","18",NA,NA,NA,NA,NA
"69","2021-03-01 16:23:20-03","UNICAMP","UEC","167202","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Isobe, MTC","12","2011","12","04","Brazil","Minas Gerais","Lavras","Poço Bonito","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"UEC035983","Magnoliopsida",NA,NA,NA,NA,"UEC035983","20044","auto","10","18",NA,NA,NA,NA,NA
"70","2021-03-01 16:23:20-03","UNICAMP","UEC","167193","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Isobe, MTC","3","2011","12","04","Brazil","Minas Gerais","Lavras","Poço Bonito","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"UEC035973","Magnoliopsida",NA,NA,NA,NA,"UEC035973","20044","auto","10","18",NA,NA,NA,NA,NA
"71","2021-03-01 16:23:20-03","UNICAMP","UEC","114176","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2010","Magalhães, M","1195","1942","01","29","Brazil","Minas Gerais","Ouro Preto","Ouro Preto - MG, Serra do Itatiaia.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"UEC102540","Magnoliopsida",NA,NA,NA,"Flor alva, muito frequente, arbusto 0,50m.; Entre pedras dentro de ribeirão.","UEC102540","44599","auto","11",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:23:20-03","UNICAMP","UEC","93218","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Oliveira, SS; et al.","FUEL14875","1995","04","08","Brazil","Paraná","Sengés","margem direita do Rio Funil","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"UEC119630","Magnoliopsida",NA,NA,NA,"Arbusto 1,0m alt; botão floral verde; inflorencencia branco-verdeado.; Mata ciliar","UEC119630","55682","auto","10","18",NA,NA,NA,NA,NA
"73","2021-03-01 16:23:20-03","UNICAMP","UEC","84064","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Ribeiro Junior; et al.","FUEL14777","1995","04","08","Brazil","Paraná","Sengés","margem esquerda do Rio Funil","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"UEC119629","Magnoliopsida",NA,NA,NA,"Arbustiva 1,0m alt.; flores brancas e amarelas; odoriferas.; Mata ciliar","UEC119629","55682","auto","10","18",NA,NA,NA,NA,NA
"74","2021-03-01 16:23:20-03","UNICAMP","UEC","156815","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G",NA,"Souza, VC; Romão, GO; Rodrigues, CDN; Dantas, APT","32123","2006","02","16","Brazil","São Paulo","Itaberá","Brasil. Estado de São Paulo. Município de Itaberá. Beira do Rio Verde. Rodovia Itararé - Itapeva.","-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,"UEC008698","Magnoliopsida",NA,NA,NA,"Arbusto, ca. 1m alt., capítulos creme.; Beira do Rio Verde. Campo alagável.","UEC008698","29370","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:23:20-03","UNICAMP","UEC","81209","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","A.DC.","Heiden, G","2017","Souza, VC; Sakuragui, CM; Scaramuzza, CAMR; Fina, BG; Rolim, GS; Shimabukuro, MT","2340","1993","02","17","Brazil","São Paulo","Itararé","Brasil, Itararé- SP - Fazenda do IAC. Próximo ao Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"UEC102561","Magnoliopsida",NA,NA,NA,"Arbusto, ca. 80 cm de altura, capítulos creme.","UEC102561","27729","auto","10","17",NA,NA,NA,NA,NA
"76","2021-03-01 16:23:29-03","UNICAMP","UEC","106744","S","Plantae","Asteraceae","Baccharis","xiphophylla","Baccharis xiphophylla","Baker",NA,NA,"Forzza, RC; Pirani, JR; Marcato, AC; Meguro, M; Rapini, A","630","1998","01","14","Brazil","Minas Gerais","Diamantina","Esttrada Diamantina - São João da Chapada.&nf;1140 m Alt.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"UEC118884","Magnoliopsida",NA,NA,NA,"Arbusto, cerca de 1,5 m alt.&nf;Capítulos creme.; em solo arenoso","UEC118884","101169","auto",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-05 16:43:36-03","UFOP","OUPR","27015","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Ramos, M.B.C.",NA,"Ramos, M.B.C.; Messias, M.C.T.B.; Lelis, S.M.; Lopes, H.N.S. &","18","2012","10","17","Brasil","Minas Gerais","Ouro Branco","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB","-43.675906","-20.491864","-43.675906","-20.491864","1245","1245",NA,NA,NA,NA,NA,"Subarbusto. 0,6m alt. Papus amarelo-claro. Mata ripária",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-05 16:43:36-03","UFOP","OUPR","1913","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira de corrego. Subarbusto. Flores brancas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"79","2019-11-05 16:43:36-03","UFOP","OUPR","3452","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1977","07","04","Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira de corrego. Suarbusto. Flores amarelas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"80","2019-11-05 16:43:36-03","UFOP","OUPR","1916","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1977","07","04","Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira de corrego. Suarbusto. Flores amarelas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"81","2019-11-05 16:43:36-03","UFOP","OUPR","1738","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1973","08","26","Brasil","Minas Gerais","Ouro Preto","Falcão, Beira do Corrego","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"82","2019-11-05 16:43:36-03","UFOP","OUPR","1915","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1977","07","04","Brasil","Minas Gerais","Ouro Preto","Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira de corrego. Suarbusto. Flores amarelas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"83","2019-11-05 16:43:36-03","UFOP","OUPR","4815","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira do corrego. Arbusto. Flores pálidas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"84","2019-11-05 16:43:36-03","UFOP","OUPR","4755","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"85","2019-11-05 16:43:36-03","UFOP","OUPR","1917","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1977","07","04","Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira do corrego. Subarbusto. Flores amarelas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"86","2019-11-05 16:43:36-03","UFOP","OUPR","1914","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Heiden, G.","2011","Badini, J.","s.n.","1977","07","31","Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beira de corrego. Arbusto. Flores pálidas",NA,"44599","auto","07","01",NA,NA,NA,NA,NA
"87","2019-11-05 16:43:42-03","UFOP","OUPR","5003","PreservedSpecimen","Plantae","Asteraceae","Baccharis","xiphophylla","Baccharis xiphophylla","Baker.","Schneider, A (LEFB); Heiden, G.","2012","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-19 09:15:17-03","PUCRS","MPUC","1820","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","G.M.B. Barroso","1979",NA,NA,"1979","06","02","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"01","01","Magnoliopsida",NA,"525","1",NA
"89","2019-12-19 09:15:17-03","PUCRS","MPUC","1816","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","N.I. Matzenbacher","1990",NA,NA,"1979","06","01","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"01","01","Magnoliopsida",NA,NA,"1",NA
"90","2019-11-08 08:49:38-03","FURB","FURB","50192","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Funez, L.A.","2015","Funez, L.A.; Zermiani, A.E.","4281","2015","05","05","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200","FURB50192",NA,NA,NA,NA,NA,"FURB50192",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-16 17:50:32-03","UCS","HUCS","25456","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Robinson, H.","2004","Hatschbach, G.","77699","2004","06","10","Brasil","Minas Gerais","Joaquim Felicio","Serra do Cabral - Fazenda Riacho de Barro","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Herbário MBM; Campo cerrado",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:50:32-03","UCS","HUCS","24916","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Robinson, H.","2004","Hatschbach, G.","77696","2004","06","10","Brasil","Minas Gerais","Joaquim Felicio","Serra do Cabral - Fazenda Riacho de Barro","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,"Herbário MBM; Campo rupestre",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-16 08:38:26-03","UTFPR","HCF","4657","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","M.G. Caxambu","2007","A.R. Silva","148","2006","11","19","Brasil","PR","Palmeira","Rio dos Papagaios","-49.768333","-25.47","49°46'06 W","25°28'12 S","982","982",NA,NA,NA,NA,NA,"arbusto heliófito, ramificado, ca. 0,6m de altura. Flores brancas.",NA,NA,NA,"02","28",NA,NA,NA,NA,NA
"94","2019-08-16 08:38:26-03","UTFPR","HCF","1648","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","J. Cordeiro & E. Barboza","2005","M.G. Caxambu","712","2004","11","07","Brasil","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,"arbustiva, ereta, ramificada, glabra. Nos campos.",NA,"35166","auto","05",NA,NA,NA,NA,NA,NA
"95","2019-08-16 08:38:26-03","UTFPR","HCF","11953","S","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","E.D. Lozano","2013","E.D. Lozano","1088","2012","10","10","Brasil","PR","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,"arbusto, 1 m, capítulo creme, campo sujo.",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:14:45-03","MBM","MBM","25385","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Barroso, G.M.","1978","Hatschbach, G.","31104","1973","01","10","Brazil","Paraná","Jaguariaíva","Córrego 3 bocas.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM025385",NA,NA,"Southern America",NA,"Arbusto, 1 m, capítulo creme.; Margem do córrego. De campo.","MBM025385","44368","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:14:45-03","MBM","MBM","44527","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Irmão Teodoro Luis","1958","Hatschbach, G.","5062","1958","10","05","Brazil","Paraná","Lapa","Rio Passa Dois.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"MBM044527",NA,NA,"Southern America",NA,"Subarbusto, 1 m, capítulos creme masculino.; Proximidades de rio (zona de campo).","MBM044527","49965","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:14:45-03","MBM","MBM","44528","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Hatschbach, G.","1976","Hatschbach, G.","2288","1951","06","17","Brazil","Paraná","Lapa","Rio São Vicente.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"MBM044528",NA,NA,"Southern America",NA,"Erva, 1 m, flor creme.; Campo, margem de rio.","MBM044528","49965","auto","08",NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:14:45-03","MBM","MBM","249179","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Cordeiro, J.; Ribas, O.S.","2000","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.","68791","1998","11","17","Brazil","Paraná","Palmeira","Rio dos Papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM249179",NA,NA,"Southern America",NA,"Arbusto 1 m. Capítulos creme-pálidos.; Campo, margens do rio.","MBM249179","35166","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:14:44-03","MBM","MBM","121668","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Hatschbach, G.","1998","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","529",NA,NA,NA,"Brazil","Paraná","Palmeira","Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM121668",NA,NA,"Southern America",NA,"Subarbusto 50 cm. Capítulos alvescentes. Zona de campo, margens do rio","MBM121668","35166","auto",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:14:44-03","MBM","MBM","121668","PreservedSpecimen","Plantae","Asteraceae","Baccharis","myricifolia","Baccharis myricifolia","DC.","Hatschbach, G.","1988","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","529","1988","04","05","Brazil","Paraná","Palmeira","Rio Tibagi.","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM121668",NA,NA,"Southern America",NA,"Subarbusto 50 cm. Capítulos alvescentes.; Zona de campo, margens de rio.","MBM121668","35166","auto",NA,NA,NA,NA,NA,NA,NA
