"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem"
"13","2021-03-15 16:37:00-03","NY","NYBG","1551351","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"R. B. Pinto","147","2010","08","27","South America","Brazil","Parque Nacional de Itatiaia. Estrada para Macieiras após piscina da Maromba.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1158538' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551351","Magnoliophyta","Fabales","Benth.",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","NY01551351_01","1100",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-13 09:19:47-03","UFRJ","RFA","28090","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"O.M.Barth","I 45","1960","01","04",NA,"Brasil",NA,NA,NA,NA,"RFA19905",NA,NA,"Benth.","R. S. Cowan","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:19:47-03","UFRJ","RFA","26487","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Flávio de Brito Pereira","36/63","2001","01","13",NA,"Brasil","Sítio Serra do Capim.",NA,NA,"Arbusto, 5m de altura, 13cm de DAP, flores brancas com perfume, abundante no local.","RFA39500",NA,NA,"Benth.","H. C. de Lima","Rio de Janeiro","São José do Vale do Rio Preto","-42.876111","-22.155556",NA,"813","813",NA,NA,"2001","06","11","42º52'34''W","22º9'20''S",NA,NA,NA,NA
"16","2020-11-13 09:19:47-03","UFRJ","RFA","26572","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Flávio de Brito Pereira","33/68","2001","01","27",NA,"Brasil","3º Distrito.",NA,NA,"Arbusto, 4m de altura, 12cm de DAP, folha verde, fruto amarelo comestível, comum no local.","RFA39501",NA,NA,"Benth.","H.C. de Lima","Rio de Janeiro","Sapucaia","-42.848056","-22.093056",NA,"774","774",NA,NA,"2001","06","11","42º50'53''W","22º5'35''S",NA,NA,NA,NA
"17","2021-04-08 17:39:51-03","EAO","IAN","140500","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Inga","barbata","Inga barbata",NA,"Pires, JM","13613","1973","09","15","Southern America","Brasil","Estudo ecologico entre Estraito e Maraba.",NA,NA,"Mata.","IAN140500","Dicotiledônea",NA,"Benth.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:39:51-03","EAO","IAN","140502","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Inga","barbata","Inga barbata",NA,"Pires, JM","13613","1973","09","15","Southern America","Brasil","Estudo ecológico entre estreito e Marabá.",NA,NA,"mata.","IAN140502","Dicotiledônea",NA,"Benth.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:39:51-03","EAO","IAN","156611","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Inga","barbata","Inga barbata",NA,"Campos, JCC","1876","1929","01","21","Southern America","Brasil","Monte Serrat.",NA,NA,NA,"IAN156611","Dicotiledônea",NA,"Benth.","Rodrigues, IA","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1978","08","20",NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:39:51-03","EAO","IAN","69237","PreservedSpecimen","Plantae","Leguminosae-Caesalp.","Inga","barbata","Inga barbata",NA,"Black, GA; Adler, P","11404","1951","04","22","Southern America","Brasil","Região terrestre em torno da cidade.",NA,NA,NA,"IAN069237","Dicotiledônea",NA,"Benth.","Pennington, TD","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,"36524","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-01-20 14:40:30-03","UPM","MACK","2911","PreservedSpecimen","Plantae","Fabaceae","Inga","cf. barbata","Inga cf. barbata",NA,"F. G. Rosa","3","2013","04","15",NA,"Brasil","Mackenzie Alphaville",NA,NA,NA,NA,NA,NA,"Benth.","I.G. Silva","SP","Alphaville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306827","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","barbata","Inga barbata",NA,"Prance GT; Ramos JF; Farias LG",NA,"1968","09","21","Southern America","Brazil","Plants of Brazilian Amazonia, State of Acre, municipality of Taranaca, 15km below Tarauaca.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306827 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306827",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,"NL-U1306827",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"23","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306828","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","barbata","Inga barbata",NA,"Glaziou AFM",NA,NA,NA,NA,"Southern America","Brazil","bRESIL. rio Jameiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306828",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,"NL-U1306828",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"24","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306829","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","barbata","Inga barbata",NA,"Ports PC; Campos Porto P",NA,"1921","02","03","Southern America","Brazil","Jardim Botanico do Rio de Janeiro. Italiaya, Monte Serrat.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306829 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306829",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,"NL-U1306829",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-11-04 11:09:34-03","ESALQ","ESA","77371","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Sztutman, M. ; Valmir","16.0","1998","08","24",NA,"Brasil",NA,NA,NA,NA,"ESA077371","Magnoliophyta",NA,NA,NA,"São Paulo","Pariquera-açú","-47.8800010681152","-24.7099990844727","ESA077371",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:09:34-03","ESALQ","ESA","25204","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Rodrigues, R.R. et al.","197.0","1995","09","04",NA,"Brasil",NA,NA,NA,NA,"ESA025204","Magnoliophyta",NA,"Benth.",NA,"São Paulo","Eldorado","-48.0999984741211","-24.5200004577637","ESA025204",NA,NA,"38804","auto","2002","05","10",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:09:34-03","ESALQ","ESA","8629","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Souza, V.C. et al.","1012.0","1990","01","07",NA,"Brasil",NA,NA,NA,NA,"ESA008629","Magnoliophyta",NA,"Benth.",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","ESA008629",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:55:48-03","ESALQ","ESA","137430","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"R.D. Ribeiro","228.0","2004","05","16",NA,"Brasil","Mariane",NA,NA,NA,"ESA137430",NA,NA,"Benth",NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:29:30-03","MN","R","130121","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Lutz, A.","73","1913","02",NA,NA,"Brasil",NA,NA,NA,"Instituto Oswaldo Cruz - Herbarium Lutz.",NA,NA,NA,"Benth.","Garcia, F.C.P.","Minas Gerais","Pacau",NA,NA,NA,NA,NA,NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:29:30-03","MN","R","37369","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Laclette, P.P.H.",NA,"1943","02",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Benth.","Rodrigues, I.A.","Rio de Janeiro","Ipiabas",NA,NA,NA,NA,NA,NA,NA,"1978","10","01",NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:29:30-03","MN","R","5847","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Andrade, E.N.","105",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Benth.","Garcia, F.C.P.","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:29:30-03","MN","R","68605","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Palma, M.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"Museu Nacional - Divisão de Botânica - Rio de Janeiro. Herb. J. de Saldanha",NA,NA,NA,"Benth.","Rodrigues, I.A.","Rio de Janeiro","Piedade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:29:30-03","MN","R","5846","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Sampaio, A.J.","2174","1971","04","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Benth.","Garcia, F.C.P.","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"38539","auto","1999","02",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:29:30-03","MN","R","6683","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Ducke, W.A.",NA,NA,NA,NA,NA,"Brasil","Taquaral",NA,NA,"Herbario H. Barboza",NA,NA,NA,"Benth.","Garcia, F.C.P.","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto","1999","02",NA,NA,NA,NA,NA,NA,NA
"35","2015-07-02 14:02:06-03","JBP","HPL","9913","S","Plantae","Fabaceae-Mimosoideae","Inga","barbata","Inga barbata",NA,"A.G. Ribeiro","108","1996","01","29",NA,"Brasil","Coletado no CTC.",NA,NA,NA,NA,NA,NA,"Benth","FCP Garcia","SP","Piracicaba","-47.64","-22.72",NA,NA,NA,"44778","auto","1996","09","10",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:29:46-03","IAP","PACA-AGP","34164","PreservedSpecimen","Plantae","Mimosaceae","Inga","barbata","Inga barbata",NA,"Rambo, B.",NA,"1946","10","09",NA,"Brasil","Vila Manresa",NA,NA,"Habitat: in silva Fenofase: flor","PACA034164","Magnoliophyta","Fagales","Benth.","F. C. P. Garcia","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"29946","auto","1997","07","31",NA,NA,"Magnoliatae",NA,NA,NA
"37","2020-12-20 21:17:26-03","UFV","VIC","17594","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Rapini, A.; et al.","92","1996","03","20",NA,"Brasil","Parque Estadual da Serra do Mar, Núcleo Cunha. Mata Tropical Pluvial de Altitude em fase de regeneração. Trilha para cabeceira do Rio Bonito. Capoeira baixa, fechada.",NA,NA,"Árvore 2,5m alt. Estames brancos, anteras amarelas.","VIC017594",NA,NA,"Benth.","Garcia, F.C.P.","São Paulo","Cunha","-45.048056","-23.224444","VIC017594",NA,NA,NA,NA,"1999","02",NA,"-45.048056","-23.224444",NA,NA,NA,NA
"38","2020-12-20 21:17:26-03","UFV","VIC","28312","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Dutra, V.F.; et al.","170","2004","01","21",NA,"Brasil","Parque Estadual do Itacolomi (PEI), Serrinha, final da trilha para captação de água.",NA,NA,"Arvoreta, c.a. de 3,0 metros de altura; cálice e corola esverdeados, filetes alvos; em início de frutificação; ocupa o fundo do vale que ocorre entre paredões (alinhamento N-S), em sedimentona margem do rio; calhau e matações rolados e","VIC028312",NA,NA,"Benth.","Garcia, F.C.P.","Minas Gerais","Mariana","-43.444639","-20.418139","VIC028312",NA,NA,NA,NA,"2004","01","21","-43.444639","-20.418139",NA,NA,NA,NA
"39","2020-12-20 21:17:26-03","UFV","VIC","37781","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Batista, M.L.; Vieira, D.M.","s.n.","2012","07","13",NA,"Brasil","Ipomea, Estrada de terra para o Morro Redondo.",NA,NA,"Árvore, c.a. de 4,5 metros de altura, com flores.","VIC037781",NA,NA,"Benth.","Batista, M.L.","Minas Gerais",NA,"-43.501389","-19.555556",NA,NA,NA,NA,NA,"2012","09","05","-43.501389","-19.555556",NA,NA,NA,NA
"40","2020-12-20 21:17:26-03","UFV","VIC","37816","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Batista, M.L.; Vieira, D.M.","s.n.","2012","02","11",NA,"Brasil","Parque Estadual Pico do Itambé, Na margem do córrego.",NA,NA,"Árvore 3,5m alt., com frutos.","VIC037816",NA,NA,"Benth.","Batista, M.L.","Minas Gerais",NA,"-43.299444","-18.430556",NA,NA,NA,NA,NA,"2012","09","05","-43.299444","-18.430556",NA,NA,NA,NA
"41","2020-12-20 21:17:26-03","UFV","VIC","37818","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Batista, M.L.; Procópio, R.","s.n.","2012","09","28",NA,"Brasil","Curso d'água no campo rupestre sobre canga.",NA,NA,"Árvore 3,5m alt., com flores.","VIC037818",NA,NA,"Benth.","Batista, M.L.","Minas Gerais","Barão de Cocais","-43.464722","-19.895",NA,NA,NA,NA,NA,"2012","09","28","-43.464722","-19.895",NA,NA,NA,NA
"42","2020-12-20 21:17:26-03","UFV","VIC","32898","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Menini Neto, L.; et al.","354","2007","03","17",NA,"Brasil","Estrada Rio Preto - Funil",NA,NA,NA,"VIC032898",NA,NA,"Benth.","Fernandes, J.M.","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621","VIC032898",NA,NA,"20815","auto","2011","05","17",NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022533","PreservedSpecimen","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"P. I. Oliveira; J. Cordeiro","862","1989","2","4",NA,"Brazil","Serra Capivari Grande (mun. Campina Grande do Sul) .",NA,NA,"Arbusto, 2m flor alva; matinha nebular.",NA,"Magnoliophyta","Fabales","Benth.","T. D. Pennington","Parana",NA,"-49.0833","-25.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:30:39-03","UNICAMP","UEC","173733","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Silva, ED","1112","2008","05","22",NA,"Brazil","Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",NA,NA,"Árvore 1,5m; frutos imaturos.; Floresta Ombrófila Densa Montana","UEC089674","Magnoliopsida",NA,"Benth.","Silva, ED","São Paulo","Ubatuba","-45.129167","-23.360278","UEC089674","972","972",NA,NA,"2008","09",NA,"-45.129167","-23.360278",NA,NA,NA,NA
"45","2021-03-01 16:30:39-03","UNICAMP","UEC","179027","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Silva, ED","1067","2008","01","28",NA,"Brazil","Núcleo Santa Virgínia, P.E.S.M., estrada",NA,NA,"Árvore 2 m, flores com estames brancos.; Floresta Ombrófila Densa Montana","UEC023355","Magnoliopsida",NA,"Benth.",NA,"São Paulo","Ubatuba","-45.1425","-23.48","UEC023355","978","978",NA,NA,NA,NA,NA,"-45.1425","-23.48",NA,NA,NA,NA
"46","2021-03-01 16:30:39-03","UNICAMP","UEC","179028","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Silva, ED","1066","2008","01","28",NA,"Brazil","Núcleo Santa Virgínia, P.E.S.M., estrada",NA,NA,"Árvore 3 m, flores com estames brancos.; Floresta Ombrófila Densa Montana","UEC023358","Magnoliopsida",NA,"Benth.",NA,"São Paulo","Ubatuba","-45.1425","-23.48","UEC023358","978","978",NA,NA,NA,NA,NA,"-45.1425","-23.48",NA,NA,NA,NA
"47","2021-03-01 16:30:39-03","UNICAMP","UEC","199632","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Brotto, ML","2575","2018","01","20",NA,"Brazil","Recreio da Serra.",NA,NA,"Árvore com 6m de altura; cálice esverdeado, corola amarelada, fiteles/estilete brancos.; Transição entre F.O.M. e F.O.D.","UEC183970","Magnoliopsida",NA,"Benth.","Brotto, ML","Paraná","Piraquara","-49.015556","-25.4475","UEC183970","990","990",NA,NA,"2018","08","06","-49.015556","-25.4475",NA,NA,NA,NA
"48","2021-03-01 16:30:39-03","UNICAMP","UEC","158400","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Lima, HC; Ribeiro, RD; Silva, LFG; Meireles, JE; Neder, B","6465","2006","10","11",NA,"Brazil","Parque nacional do Itatiaia, Maromba, estrada para Cachoeira Escorrega.",NA,NA,"Árvore pequena com 9 metros de altura. Tronco com casca lisa e acinzentada, DAP 20 cm. Inflorescencia erectas, flores com cálice e corola esverdeados, estames alvos. Ocasional.; Mata degradada das margens do rio.","UEC015576","Magnoliopsida",NA,"Benth.",NA,"Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459","UEC015576",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:13:44-03","UNICAMP","UEC","85960","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Baitello, JB","579","1994","03","30",NA,"Brazil","Parque Estadual da Serra do Mar.",NA,NA,"fruto, Solo arenoso, pedregoso e em alguns locais bastante úmido. Arbusto 2,5m alt., frutos. Em área perturbada.",NA,"Magnoliopsida",NA,"Benth.","Franco, GADC","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"38855","auto","1994","04",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:13:44-03","UNICAMP","UEC","85916","S","Plantae","Fabaceae","Inga","barbata","Inga barbata",NA,"Kawasaki, ML; Franco, GADC","598","1994","08","18",NA,"Brazil","Parque Estadual da Serra do Mar., Estrada do rio Paraíbuna.",NA,NA,"fruto, Árvore 6m alt., frutos amarelos. Mata ciliar .",NA,"Magnoliopsida",NA,"Benth.",NA,"São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
