"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","recordNumber","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","class","relatedCatalogItem","sex","typeStatus","fieldNumber"
"54","2021-02-07 08:35:14-03","MN","R","214075","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Verdi, M.","2009","11","30","Brasil","Santa Catarina","Nova Veneza","-49.4977989196777","-28.6366996765137",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20545","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-24 16:39:43-03","MN","R","214099","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2008","02","13","Gomes-da-Silva, J.","2008","02","13","Brasil","Santa Catarina","São Martinho","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,NA,"R010013366","R010013366",NA,"21","20505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-24 16:39:43-03","MN","R","214101","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2008","02","12","Gomes-da-Silva, J.","2008","02","12","Brasil","Santa Catarina","São Martinho","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,NA,"R010013345","R010013345",NA,"20","20505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-24 16:39:43-03","MN","R","48888","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Smith, L.B.",NA,NA,NA,"Reitz, R.","1944","12","13","Brasil","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"R010013359","R010013359",NA,"1368","16515","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-07 08:35:14-03","MN","R","214080","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Verdi, M.","2010","01","27","Brasil","Santa Catarina","Treviso","-49.4575004577637","-28.5156002044678",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11745","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-24 16:39:43-03","MN","R","214100","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2008","03","12","Gomes-da-Silva, J.","2008","03","12","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"R010013367","R010013367",NA,"29","38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-02-07 08:35:14-03","MN","R","214086","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Silva, G.J.","2008","03","11","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,NA,NA,NA,"28","38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-07 08:35:14-03","MN","R","212658","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.",NA,NA,NA,NA,"Moura, R.","2008","10","18","Brasil","Santa Catarina","Gaspar","-48.9589004516602","-26.9314002990723",NA,NA,NA,NA,NA,"R010013344",NA,"Estrada de terra de Blumenau para Gaspar.","702","19036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-24 16:39:43-03","MN","R","229005","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2007","12","11","Gomes-da-Silva, J.","2007","12","11","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"R010013343,R010013341","R010013341 R010013343","Ilha da Cotia.","11","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-24 16:39:43-03","MN","R","229006","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Gomes-da-Silva, J.","2007","12","11","Gomes-da-Silva, J.","2007","12","11","Brasil","Rio de Janeiro","Paraty","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"R010013342","R010013342","Ilha da Cotia.","12","34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-07 08:35:14-03","MN","R","239922","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Kessous, I.M.","2017","06","09","Kessous, I.M. 303; Uribbe, F.P., Manhães, V. & Santana, I.","2017","04","09","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"R010071815",NA,"Trilha para o Pico do Frade.",NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-19 08:08:01-03","FPS","FPS","662","MachineObservation","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Schwirkowski, P.","2015","01","24","Schwirkowski, P.","2015","01","24","Brasil","Santa Catarina","São Bento do Sul","-49.380443","-26.319673","-49.380443","-26.319673",NA,NA,NA,"FPS00662","FPS00662_v01 FPS00662_v02 FPS00662_v03 FPS00662_v04 FPS00662_v05 FPS00662_v06 FPS00662_v07 FPS00662_v08","Sertãozinho. Propriedade de Leonardo Pilz","914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-02-15 11:35:41-02","IPA","IPA","24287","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Smith, L.B.; Read, R.W.","1978","09",NA,"Santos, T.S.","1968","12","12","Brasil","Bahia","Una","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Pl. epífita de 40 cm sobre árvore. Flores em botões esverdeados, brácteas vermelhas.","IPA0024287",NA,"Fazenda São Rafael. Mata.","308","36070","auto","Plantae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"67","2019-08-27 13:25:17-03","IAP","PACA-AGP","111119","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","S.Cunha et al",NA,NA,NA,"S.Cunha et al","2011","09","02","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"Habitat: floresta de restinga Hábito: epífita","PACA111119",NA,"Rondinha, Parque Tupancy",NA,"15157","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"68","2019-08-27 13:25:17-03","IAP","PACA-AGP","114248","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","A. Sehnem",NA,NA,NA,"Sehnem, A.","1960","01","04","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Hábito: epiphytum","PACA114248",NA,"Lagoa do Peri.","7625","27000","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"69","2019-08-27 13:25:17-03","IAP","PACA-AGP","31511.1","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Emrich-Rambo","1954","05","17","Rambo, B.","1946","02","04","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"EM PERIGO Habitat: in silva paludosa ad arbores Fenofase: flor","PACA031511-1",NA,"P. Araranguá",NA,"16515","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"70","2019-08-27 13:25:17-03","IAP","PACA-AGP","6646","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","Emrich-Rambo","1954","05","17","C. Orth SJ","1941","01","03","Brasil","SC","Tubarão","-49.0069007873535","-28.4666996002197",NA,NA,NA,NA,"EM PERIGO Habitat: in silva ad arbores Fenofase: flor","PACA006646",NA,"L. Ludgero",NA,"17464","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"71","2019-08-27 13:25:17-03","IAP","PACA-AGP","92415","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","M. Haussen",NA,NA,NA,"M. Haussen","1988","11","08","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"EM PERIGO&nf;Brácteas vermelhas. Material tratado com anti-mofo. HASU 701. Habitat: Beira da mata. Hábito: erva epífita","PACA092415",NA,"Na matinha da Corsan, próximo ao Rio Mampituba.",NA,"20837","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"72","2019-08-27 13:25:17-03","IAP","PACA-AGP","107541","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","B. Rambo",NA,NA,NA,"Sehnem, A.","1948","01","10","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Habitat: ad rupem","PACA107541",NA,"Morro d. Antão.","3069","27000","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"73","2019-08-27 13:25:17-03","IAP","PACA-AGP","65053","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","R. Reitz","1956",NA,NA,"Reitz & Klein","1956","01","09","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"EM PERIGO&nf;HBR 10530 Habitat: da mata Hábito: epífita","PACA065053",NA,"Braco Joaquim - Luis Alves","2412","27253","auto","Magnoliophyta","Bromeliales",NA,NA,NA,"Liliatae",NA,NA,NA,NA
"74","2020-12-20 21:16:28-03","UFV","VIC","27172","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Smith","Leme, E.M.C.","2003","09","05","Paula, C.C. de; Silva, RR/85 da","2002","12","19","Brasil","Rio de Janeiro","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"Folhas verdes com manchas vinho, bainha meio à base enegrecida e do meio ao limbo roxo escuro; brácteas escapais inferiores verdes e ligeiramente avermelhadas e superiores vermelhas, escapo vermelho, ráquis vermelhas esverdeado, brácte","VIC027172","VIC027172","Distrito de Tamoios (2° distrito), Bairro Bosque do Gargoa, manguezal às margens do Rio São João","s.n.","40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 14:32:59-03","UFJF","CESJ","66869","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B. Sm.","L.A. Funez","2014","01","23","A.L. de Gasper; F. Bittencourt","2013","12","13","Brasil","Santa Catarina","Timbó","-49.211944","-26.762778","-49.211944","-26.762778","537","537","Projeto REFLORA FAPESC 14843/2011-1. Epífita, na borda da trilha, brácteas vermelhas.","CESJ066869",NA,"Morro Azul, trilha da araucária","3211",NA,NA,"Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"76","2019-08-20 09:59:18-03","UNICAMP","UEC","90279","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Wanderley, MDGL","2001","08",NA,"Leitão Filho, HF","1995","02","09","Brazil","São Paulo","Eldorado","-48.391944","-24.646667","-48.391944","-24.646667",NA,NA,"flor, Epífita, folhas verdes com bainha roxa, brácteas escapais verdes com bainha roxa, brácteas florais vermelhas, flores velhas.","UEC043407","UEC043407","Parque Estadual de Jacupiranga, Próximo à Caverna do Diabo","33205",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 09:59:18-03","UNICAMP","UEC","6810","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Hatschbach, G","1979","01",NA,"Hatschbach, G","1978","12","14","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"flor, Epífita; flores alvas, brácteas vermelhas. Mata pluvial.","UEC043408","UEC043408","Rio Pequeno","41784","38300","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 09:59:18-03","UNICAMP","UEC","66787","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.",NA,NA,NA,NA,"Silva, SM; Souza, WS; Britez, RM","1988","05","27","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"fruto, Epífita com frutos secos, folhas com a bainha larga e vinosa, floresta de encosta.","UEC043410","UEC043410","Ilha do Mel, Morro Bento Alves","24542","24916","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 09:59:17-03","UNICAMP","UEC","138533","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Breier, TB","2004","09",NA,"Breier, TB; Breier, ACB","2002","12","08","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC043413","UEC043413","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","747","37574","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-20 09:59:17-03","UNICAMP","UEC","138532","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Breier, TB","2004","09",NA,"Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC043412","UEC043412","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","354a","37574","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-08-20 09:59:18-03","UNICAMP","UEC","60483","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Passos, LC",NA,NA,NA,"Passos, LC","1990","02","27","Brazil","São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,NA,NA,"fruto, Epífita, com infrutescência com brácteas rosa-escuras.","UEC043409","UEC043409","Fazenda Intervales","23126","39505","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-08-20 09:59:18-03","UNICAMP","UEC","60478","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Wanderley, MDGL","1990","03",NA,"Passos, LC","1990","02","27","Brazil","São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,NA,NA,"fruto, Epífita, com infrutescência com brácteas rosadas","UEC043411","UEC043411","Fazenda Intervales","23121","39505","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:19:09-03","UNICAMP","UEC","157947","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.",NA,NA,NA,NA,"Machado, CG","1995","02","15","Brazil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"3m, agregada em touceira, folhas verdes com base arroxeada em ambas as faces; inflorescencia venosa, bracteas vinosas, esbranquiçada no ápice. Flores com petalas brancas. Formal","UEC015327","UEC015327","Parque Estadual Intervales, Região da sede, arvore defronte ao bangalos do lago.","s.n.","25028","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:19:09-03","UNICAMP","UEC","158367","S","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.",NA,NA,NA,NA,"Machado, CG","1994","03","09","Brazil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Folhas verdes arroxeadas na base, brácteas da inflorescencia e flor pequena, pétalas brancas.","UEC015333","UEC015333","Parque Estadual Intervales, Região da Sede - atrás do monte rosa, a 1 metro sobre árvore.","s.n.","25028","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:00:17-03","FURB","FURB","15130","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Schmitt, JL","2009","10","13","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor rosa","FURB20199","FURB20199","Cinema.","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-08 08:50:50-03","FURB","FURB","1166","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Hoeltgebaum, MP","2002","03","13","Hoeltgebaum, M.P.","2002","03","13","Brasil","Santa Catarina","Blumenau","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB20184","FURB20184","Parque Natural Municipal Nascentes do Garcia.","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:00:17-03","FURB","FURB","14351","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","11","11","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","09","26","Brasil","Santa Catarina","Jacinto Machado","-49.8591667","-28.9794445","-49.8591667","-28.9794445","311","311","Florística IFFSC 15 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB20198","FURB20198","Cará.","2764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:00:17-03","FURB","FURB","14359","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Bonnet, A","2010","02","02","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2008","09","24","Brasil","Santa Catarina","Jacinto Machado","-49.86","-29.07","-49.8600000","-29.0700000","80","80","Florística IFFSC 10 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: epífita;","FURB20283","FURB20283","Tenente.","2701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:00:17-03","FURB","FURB","15407","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Schmitt, JL","2009","10","27","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Epífita IFFSC e518a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor bráctea rosa","FURB20196","FURB20196","Braço do Salão - Fazenda Sabiá.","431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:00:17-03","FURB","FURB","15473","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Kessous, I. M.","2018","04","27","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","28","Brasil","Santa Catarina","Guabiruba","-49.0494444","-27.09","-49.0494444","-27.0900000","256","256","Florística IFFSC 579 Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; entorno do fragmento Habito: flor vermelha","FURB20152","FURB20152","Aymoré.","1117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:00:17-03","FURB","FURB","15620","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Stival-Santos, A","2009","10","31","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","31","Brasil","Santa Catarina","Botuverá","-49.0491666","-27.1797223","-49.0491666","-27.1797223","219","219","Florística IFFSC 520 (Epífita). Encontrada sobre galho caido. Habitat: Floresta Ombrófila Densa Submontana; Estágio médio de regeneração; beira da estrada Habito: epífita; flor vermelha","FURB20165","FURB20165","Salto Águas Negras.","1142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:00:17-03","FURB","FURB","16036","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Bonnet, A","2010","02","02","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","11","05","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Florística IFFSC 47 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor vermelha","FURB20183","FURB20183","Barragem do Rio São Bento.","2952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-14 10:00:17-03","FURB","FURB","16371","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","11","04","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","2009","11","04","Brasil","Santa Catarina","Biguaçu","-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB20197","FURB20197",NA,"387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:00:17-03","FURB","FURB","16521","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Korte, A","2009","11","12","Korte, A.; Kniess, A.","2009","11","12","Brasil","Santa Catarina","Apiúna","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Florística IFFSC 517 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita;","FURB20193","FURB20193","Salão.","927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:00:17-03","FURB","FURB","16588","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","11","09","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","2009","11","09","Brasil","Santa Catarina","Antônio Carlos","-48.87","-27.45","-48.8700000","-27.4500000","710","710",NA,"FURB20201","FURB20201",NA,"491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-08 08:50:50-03","FURB","FURB","16620","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","10","28","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","2009","10","28","Brasil","Santa Catarina","Angelina","-49.05","-27.45","-49.0500000","-27.4500000","822","822",NA,"FURB20158","FURB20158",NA,"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:00:17-03","FURB","FURB","16700","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Stival-Santos, A","2009","11","20","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","20","Brasil","Santa Catarina","Itajaí","-48.7802778","-26.9997222","-48.7802778","-26.9997222","72","72","Florística IFFSC 640 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; comum no fragmento Habito: epífita; flor bráctea vermelha","FURB20192","FURB20192","Brilhante.","1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:00:17-03","FURB","FURB","16786","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Stival-Santos, A","2009","11","17","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","11","17","Brasil","Santa Catarina","Brusque","-48.8697223","-27.0055556","-48.8697223","-27.0055556","45","45","Florística IFFSC 639 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: terrícola; flor bráctea vermelha","FURB20200","FURB20200","Barracão.","1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-10-14 10:00:17-03","FURB","FURB","16827","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Gasper, AL de","2009","12","10","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor bráctea vermelha","FURB20188","FURB20188","Três Barras.","3164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 10:00:17-03","FURB","FURB","16901","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Schmitt, JL","2009","11","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2009","11","24","Brasil","Santa Catarina","Treviso","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","Epífita IFFSC e74a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: epífita de tronco caído; flor brácteas vermelhas e flores amarelas","FURB20189","FURB20189","Brasília.","693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-10-14 10:00:17-03","FURB","FURB","17043","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","11","21","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993a (Acima de 4m), forófito 3. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB20187","FURB20187","Braço esquerdo.","639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 10:00:17-03","FURB","FURB","17066","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Cadorin, TJ","2009","11","23","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2009","11","23","Brasil","Santa Catarina","Blumenau","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","Epífita IFFSC e578a (Abaixo de 4m), forófito 2. Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB20195","FURB20195","Área Virgem do Parque Nacional da Serra do Itajaí.","709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:00:17-03","FURB","FURB","18084","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","flammea","Vriesea flammea","L.B.Sm.","Costa, A","2011","02","10","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","30","Brasil","Santa Catarina","Nova Veneza","-49.4994444","-28.7108333","-49.4994444","-28.7108333","48","48","Florística IFFSC 40 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor bráctea vermelha","FURB20156","FURB20156","São Bento Baixo.","3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
