"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","stateProvince","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"47","2018-10-09 16:32:12-03","UFLA","ESAL","12950","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Mello J. M.; et al.","s.n.",NA,"Brasil","Parque Ecologico Quedas do Rio Bonito",NA,"árvore; 12,0; ;; floresta",NA,NA,NA,NA,"Minas Gerais",NA,NA,"Lavras","-44.999444","-21.245278",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"48","2018-10-09 16:32:12-03","UFLA","ESAL","12951","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Almeida, RJ","s.n.",NA,"Brasil","Parque Ecologico Quedas do Rio Bonito",NA,"árvore; 8,0; ;; floresta",NA,NA,NA,NA,"Minas Gerais",NA,NA,"Lavras","-44.999444","-21.245278",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"49","2021-02-25 10:12:21-03","CVRD","CVRD","12578","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Folli, D.A.","6437","América do Sul","BRASIL",NA,NA,"medicinal <ll>dwc_commonname:</ll> Quina rosa","CVRD012578",NA,"2009","10","ES","Domingos A. Folli","21","Linhares","-39.941667","-19.084108","49","49","2009","10","21","-39,941667","-19,084108","Magnoliopsida",NA,NA,NA,NA,NA
"50","2021-02-25 10:12:21-03","CVRD","CVRD","1023","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Folli, D.A.","435","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Quina rosa","CVRD001023",NA,"1983","03","ES","Piero Delprete","10","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","03","18",NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA
"51","2021-02-25 10:12:21-03","CVRD","CVRD","909","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Silva, I.A.","329","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Quina rosa","CVRD000909",NA,"1982","05","ES","Piero Delprete","15","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","03","18",NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA
"52","2021-02-25 10:12:21-03","CVRD","CVRD","1022","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Folli, D.A.","434","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Quina rosa","CVRD001022",NA,"1983","03","ES","Piero Delprete","10","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","03","18",NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA
"53","2021-02-25 10:12:21-03","CVRD","CVRD","1080","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Folli, D.A.","485","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Quina rosa","CVRD001080","CVRD001080","1983","12","ES","Piero Delprete","22","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","03","18",NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA
"54","2021-02-25 10:12:21-03","CVRD","CVRD","746","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Folli, D.A.","309","América do Sul","BRASIL","B-3-12-II, S-01",NA,"<ll>dwc_commonname:</ll> Quina rosa","CVRD000746",NA,"1981","02","ES","Piero Delprete","05","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","03","18",NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA
"55","2020-09-12 05:00:02-03","US","US","2869122","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"R. S. Pinheiro","1723","South America - Neotropics","Brazil","P. Seguro-Ramal de S. Jose do Panorama",NA,NA,"US02365269","US02365269_01",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","2267321","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Pessoal do Horto Florestal","1044","South America - Neotropics","Brazil","Matta do Horto Florestal, Rio [interpreted]",NA,NA,"US02365272","US02365272_01","1927","7","Rio de Janeiro",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","2267322","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"A. Rejo","1044","South America - Neotropics","Brazil","Malta do Hasto Florestal, Rio.",NA,NA,"US02365270","US02365270_01","1927","11",NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","1390388","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"A. Regnell","1031","South America - Neotropics","Brazil","Brasilia",NA,NA,"US02365274","US02365274_01","1842","9","Minas Gerais",NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","1390389","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"-- Widgren","s.n.","South America - Neotropics","Brazil","Prov. Minas Geraes",NA,NA,"US02365276","US02365276_01","1845",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"60","2020-09-12 05:00:02-03","US","US","254472","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Riedel, --","375","South America","Brazil","Brasilia, un sylvis umbr. uites Juhumen & Porto Estr. [interpreted]",NA,NA,"US02365273","US02365273_01","1823","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","2267326","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"J. G. Kuhlmann","s.n.","South America - Neotropics","Brazil","Horto Florestal",NA,NA,"US02365275","US02365275_01",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","2673811","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"-. Cunha","65693","South America - Neotropics","Brazil","Ubatuba, Estacao Experimental",NA,NA,"US02365271","US02365271_01","1942","11","São Paulo",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"63","2019-11-13 11:30:11-03","USP","SPF","205792","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Silva-Neto, SJ","1890",NA,"Brasil","Parque Nacional do Itatiaia, Área do levantamento fitossociológico, próximo a P4D. Coordenadas: 22º15'00 S, 44º34'00 W / 22º28'00 S, 44º45'00 W.",NA,NA,"SPF00205792",NA,"2003","11","Rio de Janeiro",NA,"25","Itatiaia","-44.566667","-22.25",NA,NA,NA,NA,NA,"-44.566667","-22.25",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:30:11-03","USP","SPF","169289","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Forzza, RC","2183",NA,"Brasil","Reserva Biológica da Represa do Grama",NA,NA,"SPF00169289",NA,"2002","04","Minas Gerais","Delprete, PG","21","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2004",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA
"65","2020-06-15 07:51:53-03","UEFS","HUEFS","110965","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Amorim, A.M.","5576",NA,"Brasil","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d#?#água.",NA,"Floresta Ombrófila Densa Montana.","HUEFS0110965","HUEFS0110965 HUEFS0110965_e1","2006","02","Minas Gerais","E.Chiquillo","08","Santa Maria do Salto","-40.054444","-16.406389","950","950","2015",NA,NA,"40W3'16''","16S24'23''","Asteranae",NA,NA,NA,NA,NA
"66","2019-01-22 15:33:40-02","F","FMNH-SEEDPLANTS","V0068588F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Buena","hexandra","Buena hexandra",NA,"Possible type","H. W. Schott","4993","South America","Brazil",NA,NA,NA,"V0068588F","V0068588F_01",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"67","2019-06-11 13:04:03-03","F","FMNH-SEEDPLANTS","V0355387F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra",NA,NA,"Mello Barreto","1760","South America","Brazil",NA,NA,NA,"V0355387F","V0355387F_01 V0355387F_02","1935","7","Minas Gerais","RRC ID Flag","27",NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"1760",NA
"68","2020-07-23 12:20:40-03","CEPLAC","CEPEC","137635","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra",NA,NA,"S. J. S. Neto","1890",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"Rio de Janeiro","S. J. S. Neto",NA,"ITATIAIA","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA
"69","2020-07-23 12:20:40-03","CEPLAC","CEPEC","8468","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra",NA,NA,"R. S. Pinheiro","1723",NA,"Brasil","ramal de São José do panorama.",NA,"<ll>dwc_commonname:</ll> Arariba",NA,NA,"1972","01","Bahia","J. G. Jardim","18","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012","68835","auto",NA,NA
"70","2020-09-22 13:49:02-03","USP","SPFW","5067","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Sem coletor","s.n.",NA,"Brasil",NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,"Minas Gerais","Serviço Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 16:05:05-03","UNISANTA","HUSC","2495","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Sampaio, P.S.P.; Martins, S.E.","472",NA,"Brasil","Guaratuba, Fazenda Treês Marias, estrada da captação.",NA,"Árvore com 9m de altura. Frutos verdes imaturos e castanhos maduros.; Floresta de Restinga Seca Alta.",NA,NA,"2000","04","São Paulo","Anunciação, E.A.","04","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"2000","06",NA,NA,NA,NA,NA,"37616","auto",NA,NA
"72","2019-11-13 16:05:05-03","UNISANTA","HUSC","2398","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Martins, S.E.; Sampaio, P.S.P.","650",NA,"Brasil","Guaratuba, Fazenda Três Marias, estrada da captação.",NA,"Arvore com 11m de altura, flores creme perfumadas, frutos verdes imaturos; Floresta de restinga alta seca",NA,NA,"2000","02","São Paulo","Anunciação, E.A.","10","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,"2000","06",NA,NA,NA,NA,NA,"37616","auto",NA,NA
"73","2019-11-01 15:09:18-03","UnB","UB","176621","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Cunha","Herb65693","Southern America","Brasil","Estação Experimental",NA,NA,NA,NA,"1942","11","São Paulo","Chilquillo, E","04","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"2016","01","15",NA,NA,NA,NA,"34265","auto",NA,NA
"74","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Sello, HL","6013",NA,"?","ad Facenda de Chumbo",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Pohl, JBE","s.n.",NA,"?","prope Ouro preto ad Timpopéba",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Guillemin, JBA","s.n.","Southern America","Brazil","prope Tijuca",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Widgren, JF","s.n.","Southern America","Brazil","et Passo prope S. Rita",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Glaziou, AFM","7680",NA,"?","prope Restinga de Mana",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Glaziou, AFM","2602",NA,"?","ad Valence S. Thereza",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Glaziou, AFM","2103",NA,"?","ad Valence S. Thereza",NA,"fl. Octobri",NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Martius, CFP","hb. fl. Br708","Southern America","Brazil","in provincia Minas Geraës",NA,NA,NA,"P06P6N0098",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Riedel, L","s.n.","Southern America","Brazil","in silvis prope Porto Estrella",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Riedel, L","s.n.","Southern America","Brazil","in silvis prope Porto Estrella",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Ackermann, ?","s.n.","Southern America","Brazil","in provincia Minas Geraës",NA,NA,NA,"P06P6N0098",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Stephan, MD","s.n.","Southern America","Brazil","in provincia Minas Geraës",NA,NA,NA,"P06P6N0098",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Peckolt, T","66","Southern America","Brazil","prope Canta Gallo",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Sello, HL","c.1171","Southern America","Brazil","prope Ypanema",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Sello, HL","B.1753","Southern America","Brazil","prope Ypanema",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Schott, HW","4993d. 758","Southern America","Brazil","in montosis ad Serra Tingua",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Martius, CFP","s.n.","Southern America","Brazil","in silvis primaevis ad Rio de Villa Jundiahy",NA,NA,NA,"P06P6N0098",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Peckolt, T","116","Southern America","Brazil","prope Canta Gallo",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Warming, JEB","s.n.","Southern America","Brazil","as Lagoa Santa",NA,NA,NA,"P06P6N0098",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Glaziou, AFM","16129","Southern America","Brazil","in provincia Rio de Janeiro prope metropolim",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Riedel, L","s.n.","Southern America","Brazil","in silvis prope Porto Estrella",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Pohl, JBE","s.n.","Southern America","Brazil","ad Rio Paranahyba et Parahyba",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Andersson, NJ","s.n.","Southern America","Brazil","in provincia Rio de Janeiro prope metropolim",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Silva Manso, ALP","s.n.","Southern America","Brazil","prope fluvium Tiete ad Porto Feliz",NA,NA,NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Glaziou, AFM","147","Southern America","Brazil","in provincia Rio de Janeiro prope metropolim",NA,NA,NA,"P06P6N0098",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Regnell, AF","I169","Southern America","Brazil","in silvis montosis inter Caldas et Passo prope S. Rita",NA,"fl. Decembri. fl. Augusto",NA,"P06P6N0098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:18:04-03","IBt","SP","347129","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Oliveira, FCA; Fonseca, ML; Cardoso, E; Oliveira, NR","1114",NA,"Brasil","Ca. 5 km da cidade",NA,NA,NA,NA,"2000","06","Goiás","Delprete, PG","16","São Domingos","-46.334722","-13.387222","690","690","2005",NA,NA,"-46.334722","-13.387222",NA,NA,NA,NA,NA,NA
"101","2019-12-05 09:46:15-03","IBt","SP","397174","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Amorim, AM","5576",NA,"Brasil","Reserva do Alto Cariri. Divisa entre Bahia e Minas Gerais, Fazenda Duas Barras, trilha da caixa d'água",NA,NA,NA,NA,"2006","02","Minas Gerais","Chilquillo, E","08","Santa Maria do Salto","-40.054444","-16.406389","950","950","2015",NA,NA,"-40.054444","-16.406389",NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:18:04-03","IBt","SP","397175","S","Plantae",NA,NA,"Rubiaceae","Ladenbergia","hexandra","Ladenbergia hexandra","(Pohl) Klotzsch",NA,"Amorim, AM; Matos, F; Paixão, J; Jesus, LC; Sant'Ana, SC","5577",NA,"Brasil","Divisa entre Bahia e Minas Gerais, Fazenda Duas Barras, Reserva do Alto Cariri, trilha da caixa d'água",NA,NA,NA,NA,"2006","02","Minas Gerais","Taylor, CM","08","Santa Maria do Salto","-40.054444","-16.406389","950","950","2011",NA,NA,"-40.054444","-16.406389",NA,NA,NA,NA,NA,NA
