"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relationshipType","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","previousCatalogNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","678649","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","A. C. Brade","B. Rambo","41972","1949","06","13","Brazil","Rio Grande do Sul","Nova Petrópolis",NA,"-51.1142","-29.3767",NA,NA,NA,NA,"NY00678649","NY00678649_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810382' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4007240","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"M. H. Nee","40659","1991","06","02","Bolivia","Santa Cruz","Florida","7 km (by air) NE of Mairana. Could forest along southern limit of expanded Parque Nacional Amboró, entering from Mairana","-63.92","-18.07",NA,NA,"2200",NA,"NY04007240",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","678657","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"Doetsch","24","1905",NA,NA,"Brazil","Santa Catarina",NA,"S. Bento",NA,NA,NA,NA,NA,NA,"NY00678657","NY00678657_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810394' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1016742","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"F. Sellow","4004",NA,NA,NA,"Brazil","Bahia",NA,"[ad Villa da Barra]",NA,NA,NA,NA,NA,NA,"NY01016742","NY01016742_01 NY01016742_02","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191513' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","678652","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"J. N. Rose","21291","1915","07","26","Brazil","Rio de Janeiro","Itatiaia","Vicinity of Itatiaya.","-44.5631","-22.4961",NA,NA,"1200","2000","NY00678652","NY00678652_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","678663","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"R. Rivero","1737","1988","05","11","Venezuela","Trujillo","Carache","Entre La Playa y Potreritos de Cendé, 18km de Carache.","-70.15","9.53",NA,NA,"2200","2200","NY00678663",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810452' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4007258","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"H. H. van der Werff","10775","1989","07","30","Ecuador","Carchi",NA,"Near Maldonado",NA,NA,NA,NA,"1400",NA,"NY04007258",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314317' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4007231","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"D. N. Smith","13349","1989","05","25","Bolivia","Santa Cruz","Manuel María Caballero","50 km al norte de Mataral (en la carretera Santa Cruz-Comarapa) pasando por San Juan del Potrero y bajando a la cuenca del alto Rio Ichilo.",NA,NA,NA,NA,"2000",NA,"NY04007231",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314289' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","891477","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"F. Sellow","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00891477","NY00891477_01 NY00891477_02","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978357' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4007223","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"M. Saldías Paz","4155","1996","06","25","Bolivia","Santa Cruz","Florida","Abra de los Toros, 4 km NE de Paredones","-63.73","-18.13",NA,NA,"2000",NA,"NY04007223",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314281' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","04007209","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"R. Duno de Stefano","1471","2001","01","11","Venezuela","Lara",NA,"Parque Nacional Dinira; Quebrada Las Lajitas (sistema de tres quebradas sobre lajas), en la vertiente larense del Pico de Cendé.","-70.095","9.5517",NA,NA,"2600",NA,"NY04007209",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","678661","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","M. M. Ponce","O. Morrone","1376","1996","10","15","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, 8km de Bernardo de Irigoyen hacia San Antonio, Salto Andrecito.","-53.67","-26.2",NA,NA,"701","701","NY00678661",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4007249","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"M. A. Sundue","552","2002","03","30","Bolivia","Santa Cruz","Florida","Parque Nacional Amboró, 8 km (by air) NE of Mairana, along trail and near ridgetop, 5.5 km N of Campamento La Yunga park station","-63.92","-18.0583",NA,NA,"2300",NA,"NY04007249",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314308' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4007254","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"H. Balslev","2569","1982","05","17","Ecuador","Napo",NA,"Camino Santa Barbara-La Bonita Km 2.","-77.58","0.67",NA,NA,"2750",NA,"NY04007254",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314313' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4007218","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"H. F. Pittier","9329","1921",NA,NA,"Venezuela","Aragua",NA,"Colonia Tovar and vicinity.","-67.285166","10.407772",NA,NA,"1700","2300","NY04007218",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314276' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","678636","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","C. V. Morton","G. Eiten","2177","1960","07","18","Brazil","São Paulo","Sao Paulo","About 10 km due north of center of São Paulo (Praça da Sé). Serra da Cantareira, near top.","-46.63","-23.5403",NA,NA,"1200","1200","NY00678636","NY00678636_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810356' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","678634","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","C. V. Morton","G. Eiten","2177","1960","07","18","Brazil","São Paulo","Sao Paulo","About 10 km due north of center of São Paulo (Praça da Sé). Serra da Cantareira, near top.","-46.63","-23.5403",NA,NA,"1200","1200","NY00678634","NY00678634_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810353' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4007271","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"A. H. Gentry","61508","1988","02","11","Peru","Cajamarca",NA,"lower edge of Cutervo National Park, 10-15 km N of San Andres de Cutervo. Transect 1.","-78.67","-6.17",NA,NA,"2200","2250","NY04007271",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314330' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","678642","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"K. Kubitzki","84-34","1984","03","08","Brazil","São Paulo","Campos do Jordao","Parque Estadual.","-45.59","-22.73",NA,NA,"2000","2000","NY00678642","NY00678642_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810368' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4007253","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"A. D. A. Fay","4319","1994","06","29","Ecuador","Carchi","Montúfar","Within 3 km of the pueblo of Colonia Huaqueña.","-77.7","0.5847",NA,NA,"3300",NA,"NY04007253",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314312' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","891476","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"Lindberg","649",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00891476","NY00891476_01 NY00891476_02","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978356' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","678644","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","A. Sehnem","R. Reitz","12864","1962","04","23","Brazil","Santa Catarina","Caçador","Rio dos Bugres","-51.0147","-26.7756",NA,NA,"800","800","NY00678644","NY00678644_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810371' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4007272","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"R. Vásquez Martínez","25362","1998","08","30","Peru","Amazonas","Rodríguez de Mendoza","Mariscal Benavides. Izcuchaca.","-77.5181","-6.3278",NA,NA,"1880",NA,"NY04007272",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314331' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","678655","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"C. Jürgens","214","1904","04",NA,"Brazil","Rio Grande do Sul","Porto Alegre",NA,"-51.23","-30.0331",NA,NA,NA,NA,"NY00678655","NY00678655_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810392' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","678641","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","J. T. Mickel; L. G. Atehortúa","J. E. Leite","1939","1940","12",NA,"Brazil","Rio Grande do Sul",NA,"São Salvador",NA,NA,NA,NA,NA,NA,"NY00678641","NY00678641_01","Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810367' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4007252","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"I. G. Vargas Caballero","2380","1993","05","09","Bolivia","Santa Cruz","Manuel María Caballero","Parque Nacional Amboro. La Siberia. 25 km al NW sobre de la carretera de Comarapa hacia Cochabamba. Entrada al Astillero.","-64.625","-17.825",NA,NA,"2570",NA,"NY04007252",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314311' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4007262","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"L. Valenzuela Gamarra","6910","2006","06","16","Peru","Cusco","La Convención","Dist. Quellouno, Lacco.","-72.2436","-12.6122",NA,NA,"2741",NA,"NY04007262",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314321' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4007268","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"J. Perea","0656","2003","10","10","Peru","Pasco","Oxapampa","Distrito Huancabamba. Localidad de Lanturachi, sector Santa Barbara, camino a Milpo.","-75.6","-10.37",NA,NA,"2824",NA,"NY04007268",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314327' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","678664","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.","B. Øllgaard","B. Øllgaard","58387","1985","02","28","Ecuador","Loja",NA,"Parque Nacional Podocarpus. The pass on road Yangana Valladolid, (Nudo de Sabanilla).","-79.13","-4.45",NA,NA,"2750","2900","NY00678664",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810453' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02532410","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"N. Y. Paniagua Zambrana","8658","2012","11","03","Peru","La Libertad","Bolívar","Dist. Uchumarca. Cloud forest east of Laguna Huayllabamba, close to La Encañada","-77.7156","-6.9911",NA,NA,"3070",NA,"NY02532410",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2818338' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4007219","PreservedSpecimen","Plantae","Dicksoniaceae","Dicksonia","sellowiana","Dicksonia sellowiana","Hook.",NA,"I. G. Vargas Caballero","4807","1996","07","20","Bolivia","Santa Cruz","Manuel María Caballero","Khara Huasi, trayecto de 5 km al W de la escuelita, subiendo el Río Khara Huasi.","-64.7417","-17.73",NA,NA,"1850","1900","NY04007219",NA,"Pteridophyta","Cyatheales","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4314277' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
