"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","typeStatus"
"52","2020-08-20 14:54:42-03","UFSC","FLOR","38472","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Matos, J.Z. de; Venturi, S.","115","2007","12","27","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Área de mata do Hotel Plaza Caldas da Imperatriz, trilha da cascata, área primária.","-48.7785987854004","-27.6881008148193",NA,NA,NA,NA,"epifítico, flor verde com manchas bordô, labelo branco e roxo. Tem fotos da planta viva.","FLOR0038472","FLOR0038472_v1 FLOR0038472_v10 FLOR0038472_v11 FLOR0038472_v2 FLOR0038472_v3 FLOR0038472_v4 FLOR0038472_v5 FLOR0038472_v6 FLOR0038472_v7 FLOR0038472_v8 FLOR0038472_v9",NA,NA,"Asparagales",NA,NA,NA,"22435","auto",NA,NA,NA
"53","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Brazil",NA,NA,"in arboribus prope Bananal",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Lyons","s.n.(Hort.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","Habitat arboribus prope Ouro Preto prov. Minas Geraes","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,"44599","auto",NA,NA,NA
"58","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","2861?",NA,NA,NA,"Brazil","São Paulo","Campinas","ad Campinas","-47.06","-22.9",NA,NA,NA,NA,"Floret Januario",NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,"23900","auto",NA,NA,NA
"59","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Lyons","s.n.(Hort.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Descourtilz, ME","s.n.",NA,NA,NA,"Brazil",NA,NA,"in arboribus prope Bananal",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Ouro Preto","Habitat arboribus prope Ouro Preto prov. Minas Geraes","-43.5081","-20.2875",NA,NA,NA,NA,NA,NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,"44599","auto",NA,NA,NA
"62","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo","2861",NA,NA,NA,"Brazil","São Paulo","Campinas","ad Campinas","-47.06","-22.9",NA,NA,NA,NA,"Floret Januario",NA,"P03P6N0043",NA,NA,NA,NA,"Southern America",NA,"23900","auto",NA,NA,NA
"63","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lyrata","Aspasia lyrata","(Vell.) Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in arboribus locis montosis prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"secund. Velloso, loc. cit.",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Aspasia","lyrata","Aspasia lyrata","(Vell.) Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in arboribus locis montosis prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,"secund. Velloso, loc. cit.",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","odorata","Miltonia odorata","Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:12:02-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Miltonia","odorata","Miltonia odorata","Rchb.f.",NA,NA,NA,NA,"Incógnit","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:52:10-03","UFRGS","ICN","035185","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Waechter, JL; Baptista, L","604","1977","09","23","Brasil","RS","Torres","Morro azul.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Com flores e botões; sépalas e pétalas verde-claras; manchadas de pardo; labelo branco com uma mancha central roxa; coluna branca.","ICN00038864",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"68","2021-02-08 12:52:10-03","UFRGS","ICN","014979","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Dutra, J","979","1928","12","01","Brasil","RS","Torres","Na margem da lagoa Itapeva, mato.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"ICN00038863",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"20837","auto",NA,NA,NA
"69","2021-02-08 12:52:10-03","UFRGS","ICN","133965","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Pabst, G",NA,NA,NA,"Klein, RM; Bresolin, A","10718","1973","01","16","Brasil","SC","Imaruí","Água Mornas Serraria Alcides P. Alves","-48.8199996948242","-28.3414001464844",NA,NA,"100","100","Doação do Herbário FLOR.; Flor amarela com labelo esbranquiçado.; Epífito da mata.","ICN00038862",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"29971","auto",NA,NA,NA
"70","2021-03-03 22:00:02-03","FLAS","FLAS","218926","PreservedSpecimen","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Mark Whitten","3293",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards, and Pollination",NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA
"71","2019-11-21 10:12:52-03","IBt","SP","27269","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Spannagel, C","293",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:52-03","IBt","SP","24965","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Hoehne, FC","39","1914","12",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"73","2019-11-21 10:12:52-03","IBt","SP","69713","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Hatschbach, G","1848","1950","01","06","Brasil","Paraná","São José dos Pinhais","Garuva","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA
"74","2019-11-21 10:12:52-03","IBt","SP","316243","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Amaral Jr, A","1321","1972","12","26","Brasil","São Paulo","Botucatu","Fazenda MAC, ca. 15 km de Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA
"75","2019-11-21 10:12:52-03","IBt","SP","316244","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Amaral Jr, A","1973","01","30","Amaral Jr, A","1353","1973","01","03","Brasil","São Paulo","Botucatu","Fazenda MAC, ca. 15 km de Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA
"76","2019-11-21 10:12:52-03","IBt","SP","374637","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Romanini, RP","2005","01","27","Romanini, RP","175",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 12452, fl. 27-I-2005","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA
"77","2019-11-21 10:12:52-03","IBt","SP","370489","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Barros, F","1982",NA,NA,"Barros, F","s.n.","1982","03",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Orquidário do Instituto de Botânica sob nº 12452, fl. 03/03/2004","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA
"78","2019-11-21 10:12:52-03","IBt","SP","27267","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.",NA,NA,NA,NA,"Edwall, G","CGG2861","1899","01",NA,"Brasil","São Paulo","Santo André","Alto da Serra, rara.","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP009564","SP009564",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
"79","2019-11-21 10:12:52-03","IBt","SP","45445","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Hoehne, FC","1937","01",NA,"Handro, O","s.n.","1937","01","10","Brasil","São Paulo","São Paulo","Jardim Botânico, Água Funda,nativa","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"80","2019-11-21 10:12:52-03","IBt","SP","22259","S","Plantae","Orchidaceae","Aspasia","lunata","Aspasia lunata","Lindl.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","s.n.",NA,NA,NA,"Brasil","São Paulo","Serra Negra","Cult. pelo coletor","-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12188","auto",NA,NA,NA
