"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","day","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","typeStatus","individualCount"
"11","2019-12-04 15:24:59-03","PUCPR","HUCP","11571","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) R.C.Moran","Jaszczerski, JC","Leite, KO","003","1998","04",NA,"Brasil","Rodovia BR 116, Km 12.",NA,NA,NA,NA,"Paraná","-49.2731018066406","-25.4277992248535","28","Curitiba","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:24:59-03","PUCPR","HUCP","8480","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) R.C.Moran","Jaszczerski, JC","Ferreira, A","012","1995","05",NA,"Brasil","Tarumã",NA,NA,NA,NA,"Paraná","-49.2731018066406","-25.4277992248535","25","Curitiba","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:59-03","PUCPR","HUCP","10331","S","Plantae","Eudicotiledonea",NA,"Cactaceae","Zygocactus","truncatus","Zygocactus truncatus","(Haw.) Schum, K","Karam, KM","Karam, KM","006","1997","06",NA,"Brasil","Santa Felicidade",NA,NA,NA,NA,"Paraná","-49.2731018066406","-25.4277992248535","05","Curitiba","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:12:21-03","UFBA","ALCB","95793","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata",NA,NA,"Guedes, ML; Gomes, FS; Lisboa, MS","17373","2010","07","Southern America","Brasil","Litoral Sul, Riachão dos Caboclos. Casa de Basília dos Santos",NA,"epífita, suculenta. Cladódios verdes, alados. Sem espinhos. Flores vistosas, purpureas.; área antropizada.",NA,NA,"Bahia","-39.33","-13.383611","20","Presidente Tancredo Neves",NA,NA,"2010","08","-39.33","-13.383611","201","201",NA,NA,NA,NA
"15","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476908","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Herb Persoon",NA,NA,NA,"Southern America","Brazil","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476908 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476908","NL-L2476908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2021-01-14 15:26:44-03","MN","R","91057","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P. & Zappi, D.C.","Ule, E.H.G.","3792","1895","06",NA,"Brasil",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:26:44-03","MN","R","91068","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P. & Zappi, D.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010030419",NA,NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:26:44-03","MN","R","91096","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P. & Zappi, D.C.","Passarelli, A.","142","1938","08",NA,"Brasil",NA,NA,NA,"R010030418",NA,"Rio de Janeiro",NA,NA,"29",NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:26:44-03","MN","R","91107","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P. & Zappi, D.C.","Ule, E.H.G.","140",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:26:44-03","MN","R","102432","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P. & Zappi, D.C.","Silveira, A.","1424","1895","05",NA,"Brasil",NA,NA,"Comissão Geográfica e Geológica de Minas.","R010030420",NA,"Minas Gerais","-44.2616996765137","-21.1355991363525",NA,"São Joao d'El Rei","39093","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:26:44-03","MN","R","223626","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Schuenvar, L.","Sucre, D.; Plowmann, T. & Ichaso, C.L.F.","2780","1969","05",NA,"Brasil",NA,NA,NA,NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","22","Rio de Janeiro","57442","auto","1989","04",NA,NA,"400","400",NA,"20",NA,NA
"22","2021-01-14 15:26:44-03","MN","R","218952","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Almeida, M.C.; Moura, R.; Paixão, B. & Mota, T.","47","2013","11",NA,"Brasil",NA,NA,NA,"R010030421",NA,"Rio de Janeiro","-42.9655990600586","-22.4122009277344","29","Teresópolis","38539","auto",NA,NA,NA,NA,"1140","1140",NA,NA,NA,NA
"23","2015-07-02 14:01:20-03","JBP","HPL","13709","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw) Moran",NA,"N.P. Martinez; A. Campos-Rocha","2","2014","06",NA,"Brasil","Coletado no Jardim Botânico Plantarum, na estufa de Orchidacecae, cultivada, origem São Fidelis - RJ.",NA,NA,NA,NA,"SP","-47.29","-22.77","17","Nova Odessa","8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 08:15:13-03","FPS","FPS","2353","MachineObservation","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Schwirkowski, P.","Schwirkowski, P.",NA,"2016","08",NA,"Brasil","Serra Alta. Linha férrea, próximo à Estrada Saraiva",NA,"<ll>dwc_commonname:</ll> Flor-de-maio","FPS02353","FPS02353_v01 FPS02353_v02 FPS02353_v03 FPS02353_v04","Santa Catarina","-49.387264","-26.276077","06","São Bento do Sul",NA,NA,"2016","08","-49.387264","-26.276077",NA,NA,NA,"06",NA,NA
"25","2019-12-19 08:15:13-03","FPS","FPS","2325","MachineObservation","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Schwirkowski, P.","Schwirkowski, P.",NA,"2016","07",NA,"Brasil","Serra Alta. Estrada de ferro, próximo à Rua José Augustin",NA,"<ll>dwc_commonname:</ll> Flor-de-maio","FPS02325","FPS02325_v01 FPS02325_v02 FPS02325_v03 FPS02325_v04 FPS02325_v05 FPS02325_v06 FPS02325_v07","Santa Catarina","-49.370473","-26.27829","23","São Bento do Sul",NA,NA,"2016","07","-49.370473","-26.27829",NA,NA,NA,"23",NA,NA
"26","2019-02-15 11:35:54-02","IPA","IPA","9867","S","Plantae","Plantae",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Taylor, N.P.","Pickel, B.","5671","1942","05","Southern America","Brasil","(Casa Pia ).",NA,"Cultivada.","IPA0009867",NA,"São Paulo","-46.6300010681152","-23.5400009155273","11","São Paulo","53584","auto","1990","02",NA,NA,NA,NA,NA,"21",NA,NA
"27","2019-08-27 13:28:39-03","IAP","PACA-AGP","7304","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","U. Eggli","F. Theissen",NA,"1907",NA,NA,"Brasil",NA,NA,"det. (Emrich-Rambo 1954): Epiphyllum truncatum Haw. Habitat: culta Fenofase: flor","PACA007304",NA,"RS","-51.1472015380859","-29.7602996826172",NA,"São Leopoldo","10287","auto","1994","01",NA,NA,NA,NA,"Magnoliatae","25",NA,NA
"28","2019-08-27 13:28:39-03","IAP","PACA-AGP","25106","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","U. Eggli","F. Theissen",NA,"1907",NA,NA,"Brasil",NA,NA,"det. (Emrich-Rambo 1954): Epiphyllum truncatum Haw. Habitat: culta","PACA025106",NA,"RS","-51.1472015380859","-29.7602996826172",NA,"São Leopoldo","10287","auto","1994","01",NA,NA,NA,NA,"Magnoliatae","25",NA,NA
"29","2019-11-21 14:33:08-03","UFJF","CESJ","62743","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","B.E. Conde","B.E. Conde","185","2013","04","América do Sul","Brasil","São Sebastião da Boa Vista",NA,"Planta herbácea epífita, muito ramificada, Seu caule é formado por artículos suculentos, achatados, pendentes e sem espinhos. Suas flores são concentradas na extremidade dos artículos.","CESJ062743",NA,"Minas Gerais","-43.5525016784668","-21.4566993713379","12","Santos Dumont","25699","auto","2013","04",NA,NA,NA,NA,NA,"18",NA,NA
"30","2021-04-07 11:42:03-03","UFMS","CGMS","56919","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","V.J. Pott; H.C. Vinci-Carlos","H.C. Vinci-Carlos","383","2011","06",NA,"Brasil","Rua Itacuruçá, 1018, Jardim Tropical.",NA,"Flor rosa. Cultivada em vaso. Habitat: Quintal doméstico. Habito: Erva.","CGMS1086843",NA,"Mato Grosso do Sul","-54.5891666","-20.5238889","15","Campo Grande",NA,NA,NA,NA,"-54,5891666","-20,5238889","571","571",NA,NA,NA,NA
"31","2021-03-12 12:52:36-03","UNICAMP","UEC","209215","S","Plantae","Magnoliopsida",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Campos-Rocha, A","Campos-Rocha, A","1180","2013","05",NA,"Brazil","em cultivo no Jardim Botânico Plantarum, proveniente do hábitat natural em São Fidélis-RJ",NA,"Herbácea ca. 25 cm altura, flores lilás (sépalas com mancha central alva), filete e anteras alvos, estilete lilás","UEC1793",NA,"Rio de Janeiro","-41.746898651123","-21.6460990905762","13","São Fidélis","31178","auto","2013","05",NA,NA,NA,NA,NA,"13",NA,NA
"32","2020-12-04 13:19:03-03","UDESC","LUSC","8233","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Mayeve","Guilherme; Mayeve",NA,"2015","04",NA,"Brasil","jardim partticular- vila cambroni.",NA,NA,"LUSC001439","LUSC001439","Santa Catarina","-50.326099395752","-27.8160991668701","15","Lages","70701","auto","2015","06",NA,NA,NA,NA,NA,"28",NA,NA
"33","2019-11-08 08:50:58-03","FURB","FURB","320","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Gasper, AL de","Gasper, A.L. de","42","2004","02",NA,"Brasil","Bairro da Velha, Rua Mathias Herkenhoff",NA,"Planta cultivada","FURB01205","FURB01205","Santa Catarina","-49.115","-26.9183334","27","Blumenau",NA,NA,"2004","02","-49.1150000","-26.9183334",NA,NA,NA,"27",NA,NA
"34","2014-10-14 15:56:26-03","BS","M","M-0089062","S","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil","Habitat in rupibus graniticis prope Tijuca; Provinciae Sebastianopolit.",NA,NA,"M0089062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA
"35","2019-08-16 08:38:53-03","UTFPR","HCF","5456","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran.","M.G. Caxambu","A.R. Silva","341","2007","05",NA,"Brasil","Parque Estadual Lago Azul (PELA)",NA,"Herbácea, semi-ciófila. Flores róseas. Cultivada.",NA,NA,"PR","-52.316667","-24.1","18","Campo Mourão",NA,NA,"2007","06","52°19' W","24°06' S",NA,NA,NA,"18",NA,NA
"36","2019-08-16 08:38:53-03","UTFPR","HCF","68","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran.","M.G. Caxambu","R.V. Bonfim","7","2002","05",NA,"Brasil",NA,NA,"flor cor de rosa.",NA,NA,"PR","-52.3830986022949","-24.0456008911133","19","Campo Mourão","28572","auto","2002","06",NA,NA,NA,NA,NA,"20",NA,NA
"37","2019-08-16 08:38:53-03","UTFPR","HCF","5482","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran.","M.G. Caxambu","H.C.L. Geraldino","488","2007","06",NA,"Brasil",NA,NA,"flores rosas. Planta cultivada.",NA,NA,"PR","-52.119701385498","-24.1011009216309","18","Corumbataí do Sul","14231","auto","2007","07",NA,NA,NA,NA,NA,"22",NA,NA
"38","2020-06-29 09:29:58-03","UFRRJ","RBR","46365","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"T.C. Alves","21","2019","04",NA,"Brasil","Serra dos Órgãos. PARNASO",NA,NA,"RBR00046365","RBR00046365","Rio de Janeiro","-43.004722","-22.448333","29","Teresópolis",NA,NA,NA,NA,"43º0'17''W","22º26'54''S","1223","1223",NA,NA,NA,NA
"39","2019-08-15 09:03:25-03","UESC","UESC","15770","S","Plantae","Angiospermae","Florideophycidae","Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Mor",NA,"Aldamir S.dos Santos","1","2012","06",NA,"Brasil",NA,NA,"Herbácea, ca. 25 cm, formado por vários artículos, que ao destacar dão origem a novas plantas.","UESC0015770",NA,"Bahia","-39.2803001403809","-14.7855997085571","19","Itabuna","30592","auto",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"40","2020-12-11 11:34:16-03","UFMG","BHCB","4020","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Generosa, C","s.n.","1982","06","Southern America","Brasil",NA,NA,"Erva, flores boninas com a unha branca; Cultivado","BHCB024564",NA,"Minas Gerais","-43.937801361084","-19.9207992553711","13","Belo Horizonte","17082","auto","2015","05",NA,NA,NA,NA,NA,"13",NA,NA
"41","2020-12-11 11:34:16-03","UFMG","BHCB","1943","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Grandi, TSM","287","1980","06","Southern America","Brasil",NA,NA,"Erva, ornamental, flores roxas; Cultivado","BHCB024562",NA,"Minas Gerais","-43.937801361084","-19.9207992553711","09","Belo Horizonte","17082","auto","2015","05",NA,NA,NA,NA,NA,"13",NA,NA
"42","2020-12-11 11:34:16-03","UFMG","BHCB","4018","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Grandi, TSM","1071","1982","06","Southern America","Brasil","Campus da UFMG. ICB.",NA,"Erva, flores brancas, róseas no centro; Cultivado","BHCB024561",NA,"Minas Gerais","-43.937801361084","-19.9207992553711","13","Belo Horizonte","17082","auto","2015","05",NA,NA,NA,NA,NA,"13",NA,NA
"43","2020-12-11 11:34:16-03","UFMG","BHCB","4019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Grandi, TSM","1072","1982","06","Southern America","Brasil","Campus da UFMG. ICB.",NA,"Erva; Cultivado","BHCB024563",NA,"Minas Gerais","-43.937801361084","-19.9207992553711","13","Belo Horizonte","17082","auto","2015","05",NA,NA,NA,NA,NA,"13",NA,NA
"44","2021-02-11 17:18:26-03","UFPR","UPCB","61347","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Brotto, M.L.","Brotto, M.L.","185","2008","09",NA,"Brasil","Parque Nacional da Serra dos Órgãos.",NA,"Erva epífita, flores lilás. Floresta Ombrófila Densa Altomontana..",NA,NA,"Rio de Janeiro","-43.054167","-22.475556","06","Petrópolis",NA,NA,"2008","09","-43.054167","-22.475556","2000","2000",NA,"10",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3164430","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran",NA,"Wilson Boone","Boone 1171","1988","5","South America","Brazil","Donta Teresa, MBML, procedência desconhecida.",NA,NA,NA,NA,"Espírito Santo",NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-09-12 14:48:06-03","UNIOESTE","UNOP","8241","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Almeida, O.J.G.","Lombardi, J.A.; Taxonomia de campo 2011; Taxonomia de campo 2011","8456","2011","04",NA,"Brasil","Parque Nacional da Serra dos Órgãos, trilha suspensa, próximo ao rio.",NA,"Mata atlântica. Erva epífita, botões rosados, flores rosadas a alaranjadas, frutos maduros roxos.",NA,NA,"Rio de Janeiro","-42.995297","-22.425556","14","Teresópolis",NA,NA,"2011","04","-42.995297","-22.425556","1190","1190",NA,NA,NA,NA
"47","2015-10-22 10:02:41-02","UNIOESTE","UNOP","4720","S","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Snak, C.","Snak, C.","132","2008","06",NA,"Brasil","PR-486, 11 km de Cascavel, sítio Snak.",NA,"Erva ca. 30cm comprimento. Lâmina carnosa, concolor. Botão floral vermelho. Cálice verde-amarelado, pétala vermelha com o interior rosa, filete branco, antera amarela, estilete e estigma roxos.",NA,NA,"Paraná","-53.4552993774414","-24.9557991027832","01","Cascavel","47841","auto","2008","07",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","4581",NA,"Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Hawarth) Moran","D. C. Zappi/14-03-1990","W. Boone; E. Bausen","1171","1988","05",NA,"Brasil","Museu de Biologia Mello Leitão",NA,"Epífita com flores rosas, culta em vaso proximo à casa de tratamento dos animais.","MBML004581","MBML004581","Espírito Santo","-40.6","-19.936111","25","Santa Teresa",NA,NA,NA,NA,"40W36'0","19S56'10",NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55411","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Almeida, O.J.G.","Lombardi","8456","2011","04",NA,"Brasil","Parque Nacional da Serra dos Orgãos",NA,"erva epífita, botões rosados, flores rosadas a alaranjadas, frutos maduros roxos",NA,NA,"Rio de Janeiro","-42.983333",NA,"12","Teresópolis",NA,NA,"2011","04","42º59'W","22º25S","1190","1190",NA,NA,NA,NA
"50","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55306","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Almeida, O.J.G.","Lombardi","8351","2011","04",NA,"Brasil","Parque Nacional da Serra dos Orgãos",NA,"erva epífita, flores rodado-alaranjadas",NA,NA,"Rio de Janeiro","-42.983333",NA,"14","Teresópolis",NA,NA,"2011","04","42º59'W","22º25S","1190","1190",NA,NA,NA,NA
"51","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55304","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Almeida, O.J.G.","Lombardi","8349","2011","04",NA,"Brasil","Parque Nacional da Serra dos Orgãos",NA,"erva epífita, flores rodadas",NA,NA,"Rio de Janeiro","-42.983333",NA,"14","Teresópolis",NA,NA,"2011","04","42º59'W","22º25S","1190","1190",NA,NA,NA,NA
"52","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55349","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Schlumbergera","truncata","Schlumbergera truncata","(Haw.) Moran","Almeida, O.J.G.","Lombardi","8394","2011","04",NA,"Brasil","Parque Nacional da Serra dos Orgãos",NA,"erva epífita, flores rosadas a alaranjadas, filetes brancos, anteras amarelas, estilete e estigma lilases",NA,NA,"Rio de Janeiro","-42.983333",NA,"14","Teresópolis",NA,NA,"2011","04","42º59'W","22º25S","1190","1190",NA,NA,NA,NA
