"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"582","2013-08-08 13:59:00-03","MO","MOBOT","52607","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer","Alwyn H. Gentry|Camilo Díaz S.|C. Blaney","1988","2","11","Peru","Cajamarca","Cutervo","Lower edge of Cutervo National Park, 10-15 km N of San Andres de Cutervo.","-78.6666667","-6.1666667",NA,NA,"2200.00000000","2250.00000000",NA,NA,NA,NA,"Gentry 61536","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","88-108",NA
"583","2008-05-27 22:02:00-03","MO","MOBOT","53536","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","Daniel Rubio|Carlos Quelal","1990","9","7","Ecuador","Imbabura","Ibarra","Carretera de Ibarra a Lita, 40-50 km de Ibarra. Bosque seco Premontano. Bosque secundario y potreros.","-78.25","0.66666",NA,NA,"800.00000000",NA,NA,NA,NA,NA,"Rubio 615","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","90-11",NA
"584","2008-05-27 22:02:00-03","MO","MOBOT","54387","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff, 1990 (MO)","Vlastimil Zak","1989","3","1","Ecuador","Pastaza",NA,"Carretera de PETRO-CANADA en construcción. Vía Auca, 115 km al sur de Coca, 5 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.91666","-1.25",NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Zak 4098","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","89-2",NA
"585","2008-05-27 22:02:00-03","MO","MOBOT","55274","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (MO)","David N. Smith|G. Poetel","1983","5","26","Peru","Pasco","Oxapampa","Huancabamba, Rio Yanachaga drainage, Hacienda Yanachaga, 5km from the Oxapampa-Pozuzo road. Primary high montane forest, new logging area.","-75.53333","-10.53333",NA,NA,"2280.00000000",NA,NA,NA,NA,NA,"Smith 4194","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","83-97",NA
"586","2011-03-31 13:22:00-03","MO","MOBOT","55434","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","David N. Smith","1982","10","14","Peru","Pasco","Oxapampa","Oxapampa-Puente Paucartambo road, 10 km from Oxapampa.",NA,NA,NA,NA,"1880.00000000",NA,NA,NA,NA,NA,"Smith 2583","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","82-184",NA
"587","2008-05-27 22:02:00-03","MO","MOBOT","55623","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","David N. Smith|Valentín García|J. León|C. Negrete","1989","7","11","Bolivia","Cochabamba","Carrasco","Proyecto Valle del Sacta; km 240 en la carretera Santa Cruz-Villa Tunari. Margenes entre bosque y zonas cultiø vadas, o arboles aislados en cultivos. Remanentes de bosque tropical pluvial. Especimenes preservados en alcohol.","-64.76666","-17",NA,NA,"290.00000000",NA,NA,NA,NA,NA,"Smith 13693","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","67",NA
"588","2018-04-04 05:23:00-03","MO","MOBOT","56155","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (MO)","David N. Smith|Willi Brack E.","1983","9","29","Peru","Pasco","Oxapampa","Oxapampa-Villa Rica road. Recently disturbed primary high montaine rain forest.","-75.36666","-10.61666",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,"Smith 5330","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","83-167",NA
"589","2012-05-30 23:39:00-03","MO","MOBOT","57113","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (HBG)","James C. Solomon","1982","11","12","Bolivia","La Paz","Nor Yungas","4.6 km below Yolosa, then 19.1 km on road up the Río Huarinilla. Moist forest with little disturbance.","-67.8833333","-16.2",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"Solomon 8796","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","82-36",NA
"590","2008-05-27 22:02:00-03","MO","MOBOT","57200","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Bruce A. Stein|D. D'Alessandro","1985","5","13","Ecuador","Zamora-Chinchipe",NA,"Road from Zumba to Valladolid, between Palanuma and Palanda. Disturbed ceja and secondary forest on steep E-facing slope.","-79.3","-4.66666",NA,NA,"1150.00000000","1200.00000000",NA,NA,NA,NA,"Stein 2778","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","85-188",NA
"591","2008-05-27 22:02:00-03","MO","MOBOT","57223","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Victor Huashikat","1979","9","11","Peru","Amazonas","Condorcanqui","Canto de la Quebrada Caterpiza, 1 km. de la comunidad de Caterpiza, Río Santiago.","-77.7","-3.916667",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Huashikat 542","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","25",NA
"592","2015-11-20 14:07:00-02","MO","MOBOT","776592","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Felix Woytkowski","1961","10",NA,"Peru","Cajamarca","Jaén","Colasay.","-79.0661111","-5.9752778",NA,NA,"800.00000000","2700.00000000",NA,NA,NA,NA,"Woytkowski 6950","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","15",NA
"593","2012-01-22 06:14:00-02","MO","MOBOT","789887","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","D. Milanowski","Dennis Milanowski|Irene Shonle","1993","7","7","Peru","Cajamarca","Jaén","Transect 2. District of Colasay, Agua Fria 2 hours walk north and up from Colasay.","-79.16666","-6",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"Milanowski 136","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6",NA
"594","2008-05-27 22:02:00-03","MO","MOBOT","886183","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Victor Huashikat","1980","1","18","Peru","Amazonas","Condorcanqui","Valle del Río Santiago, approx 65 km N de Pinglo. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","-77.7","-3.91666",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Huashikat 1837","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107",NA
"595","2017-10-08 05:23:00-03","MO","MOBOT","916177","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Nestor Jaramillo|Antonio Peña|Ricardo Apanú|Salomón Katip","1994","8","5","Peru","Amazonas","Bagua","Distrito Imaza: Región Nororiental del Marañon. Comunidad de Yamayakat, Río Marañon. Bosque de transición.","-78.3166667","-4.9166667",NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Jaramillo 285","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","9",NA
"596","2008-05-27 22:02:00-03","MO","MOBOT","945111","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Rubio Kayap","1973","1","18","Peru","Amazonas","Condorcanqui","Rio Cenepa region. Monte orilla de Quebrada Huampami.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kayap 161","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21",NA
"597","2008-05-27 22:02:00-03","MO","MOBOT","971261","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","William G. Vargas","1992","11","2","Colombia","Antioquia","Rionegro","El tablazo.",NA,NA,NA,NA,"2480.00000000",NA,NA,NA,NA,NA,"Vargas 742","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"598","2018-09-26 04:37:00-03","MO","MOBOT","996863","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Dario A. Sánchez S.|César A. Velásquez|J.M. Restrepo","1991","4","14","Colombia","Antioquia","Andes","Finca California, Cañón del Río. Tapartó.","-75.88333","5.66666",NA,NA,"1390.00000000",NA,NA,NA,NA,NA,"Sánchez S. 1386","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-11-10 04:40:00-03","MO","MOBOT","100869030","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Pedro L. R. de Moraes|H. van der Werff|S. Lucena","2015","2","19","Brazil","Bahia","Belmonte","Rio Jequitinhonha.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes 4851","South America",NA,NA,NA,NA,NA,NA,NA,NA,"71281","auto",NA,NA,"5",NA,NA
"600","2020-11-10 04:40:00-03","MO","MOBOT","100636669","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","P. Moraes","Pedro L. R. de Moraes","2012","12","22","Brazil","Minas Gerais","Santa Bárbara do Monte Verde",NA,"-43.7022018432617","-21.9591999053955",NA,NA,NA,NA,NA,NA,NA,NA,"Moraes 3560","South America",NA,NA,NA,NA,NA,NA,NA,NA,"16174","auto",NA,NA,"1",NA,NA
"601","2017-11-25 05:18:00-02","MO","MOBOT","100181499","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Álvaro J. Pérez C.","2006","10","22","Ecuador","Orellana",NA,"Parque Nacional Yasuní, vía REPSOL: NPF-Tivacuno, km 9+800, área de desbroce para la construcción del pozo Tivacuno C.","-76.3811111","-0.675",NA,NA,"257.00000000",NA,NA,NA,NA,NA,"Pérez Castañeda 3028","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"602","2017-11-25 05:18:00-02","MO","MOBOT","100181368","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Álvaro J. Pérez C.","2005","9","11","Ecuador","Orellana",NA,"Vía de acceso Chiruisla-Río Tiputini, colecciones en los alrededores del km 6+400 - Río Huiririma.","-75.9108333","-0.6444444",NA,NA,"200.00000000","220.00000000",NA,NA,NA,NA,"Pérez Castañeda 1627","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"603","2008-05-27 22:02:00-03","MO","MOBOT","50130","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","W. Palacios (QAME)","Walter A. Palacios","1988","10","20","Ecuador","Orellana","Loreto","Reserva Florística El Chuncho, INIAP-Coca. Bosque húmedo Tropical. Bosque primario sobre suelos rojos de colinas.","-77","-0.41666",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Palacios Cuenca 3177","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","88-31",NA
"604","2011-03-31 13:22:00-03","MO","MOBOT","55472","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","David N. Smith","1982","5","11","Peru","Pasco","Oxapampa","Los Chacos (valley of Río Yamaquizu) near Oxapampa. 75º22'W, 11º34'S. 8 km from turn off. Alt. 2120 m. Narrow rocky valley, seem- ingly little disturbed vegetation.","-75.36666","-11.56666",NA,NA,"2120.00000000",NA,NA,NA,NA,NA,"Smith 1504","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","82-27",NA
"605","2014-04-03 14:52:00-03","MO","MOBOT","55146","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer (HBG)","David N. Smith|Sergio Vásquez S.","1983","8","5","Peru","San Martín","Rioja","Pedro Ruíz-Moyobamba road, Km 390, Venceremos. Primary high montaine rainforest. Habi- tat analysis for Yellow-tailed Woolly Monkey study. Trocha B.","-77.75","-5.8333333",NA,NA,"1770.00000000","2150.00000000",NA,NA,NA,NA,"Smith 4642","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","83-129",NA
"606","2010-11-02 16:08:00-02","MO","MOBOT","1748657","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"M. Huamán","2000","12","4","Peru","Cajamarca","San Ignacio","Crucero. Vista Hermosa Terreno con Plantaciones de café","-78.38888","-5.28055",NA,NA,"1230.00000000",NA,NA,NA,NA,NA,"Huamán 49","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA
"607","2020-08-31 09:11:19-03","INPA","INPA","136069","S","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees","Rosa, NA","Rosa, NA","1979","09","28","Brasil","Roraima",NA,"Divisa com a Venezuela, km 11-2, As proximidades da divisa com a Venezuela, km 11-12 do marco EV-9. Cordilheira Paracaima","-61.526572","4.043111","-61.526572","4.043111","3440","3440",NA,"INPA0136069","INPA0136069 INPA0136069_e",NA,"3591","Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales",NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-08-31 09:11:19-03","INPA","INPA","202536","S","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis","(Kunth) Nees",NA,"Nitta, A","1996","07","31","Brasil","Pará","Belém","Embrapa Amazônia Oriental, Campo da Embrapa/CPATU.","-48.4","-1.4","-48.4","-1.4",NA,NA,NA,"INPA0202536",NA,NA,"17001","Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-08-31 09:11:19-03","INPA","INPA","203510","S","Plantae","Lauraceae","Nectandra","mollis","Nectandra mollis mollis","(Kunth) Nees","Hatschbach, GG","Hatschbach, GG","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia a Alfredo Chaves.","-40.749698638916","-20.6350002288818",NA,NA,"800","800",NA,"INPA0203510","INPA0203510 INPA0203510_e",NA,"69065","Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales","mollis","1999",NA,NA,"32447","auto",NA,NA,NA,NA,NA
"610","2020-08-31 09:11:21-03","INPA","INPA","156246","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Rohwer, JG","Solomon, JC","1982","11","12","Bolivia","La Paz","Nor-Yungas","4.6 km below Yolosa, then 19.1 km on road up the Río Huarinilla","-67.883333","-16.2","-67.883333","-16.2","1700","1700",NA,"INPA0156246","INPA0156246 INPA0156246_e INPA0156246_e1",NA,"8796","Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-08-31 09:11:21-03","INPA","INPA","214150","S","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Werff, HH van der","Jansen-Jacobs, MJ","1999","09","21","Guyana",NA,NA,"Upper Essequibo Region, Rewa River, near Camp 2 at foot of spider Moutains. Forest on slope, somewhat disturbed.","-58.533333","3.133333","-58.533333","3.133333","220","350",NA,"INPA0214150","INPA0214150 INPA0214150_e",NA,"6054","Southern America",NA,NA,"Dicotyledon Magnoliids","Laurales",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-08-31 09:11:21-03","INPA","INPA","86049","S","Plantae","Lauraceae","Nectandra","villosa","Nectandra villosa","Nees",NA,"Meneces, E","1977","06","06","Bolívia",NA,NA,"Km 23, Cobija a Campo Ana, 280 m/mm Pando.",NA,NA,NA,NA,NA,NA,NA,"INPA0086049","INPA0086049 INPA0086049_e",NA,"667",NA,NA,NA,"Dicotyledon Magnoliids","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","13487",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","Pedro L.R.de Moraes/21-05-2005","L. Kollmann; et al","2000","09","18","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, antes da E.B.S.L., Beira da estrada","-40.543056","-19.963611","40W32'35","19S57'49",NA,NA,"Arvoreto 3m. Ao sol, botões marrons.","MBML013487","MBML013487",NA,"3091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","26993",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","T.D.M. Barbosa/18-VII-2007","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","06","06","Brasil","Espírito Santo","Águia Branca","Águas Claras, Escola Agroecológica","-40.825833","-18.890278","40W49'33","18S53'25","300","300","Árvore 15m, fuste 6m, DAP 40cm, botões florais, flores amarelas, odor agradável. Borda de mata, beira de riacho.","MBML026993","MBML026993",NA,"2387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","27020",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","T.D.M. Barbosa/18-VII-2007","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","06","08","Brasil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389","40W48'46","18S52'17","400","400","Árvore 22m, fuste 12m, Dap 30cm, flores bege, odor agrdável. Fundo de vale.","MBML027020","MBML027020",NA,"2472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","32716",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","J. Rohwer/Set.2011","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","2006","09","05","Brasil","Espírito Santo","Águia Branca","Aguas Claras, Escola Agroecológica.","-40.825833","-18.890278","40W49'33","18S53'25","300","300","Árvore 14m de alt. DAP 26cm. Fuste 5m. Frutos verdes. Folha abaxial ferruginea. Mata.","MBML032716","MBML032716",NA,"1295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","4009",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","Pedro L. R. de Moraes/05-2005","R. M. Pizziolo","1984","05","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Arbusto de +/- 3m, flor perfumada de cor branca, solo arenoso, altitude de +/- 700m.","MBML004009","MBML004009",NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","4056",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","Pedro L.R.de Moraes/21-05-2005","W. Boone","1985","04","15","Brasil","Espírito Santo","Santa Teresa","Penha","-40.552778","-19.953333","40W33'10","19S57'12",NA,NA,"Árvore de +/- 4m, inflorescência com botões castanhos claros tomentosos, heliófila, solo arenoso, altitude de +/- 700m.","MBML004056","MBML004056",NA,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","6273",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","Pedro L.R.de Moraes/21-05-2005","E. Bausen","1991","07","09","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Árvore com 6m, flores amarelo-claras e botões de inflorescência marrons. Capoeirão. No morro. Lado de cima da casa de hóspedes.","MBML006273","MBML006273",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","7648",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","T.D.M. Barbosa/16-VII-2007","L. Kollmann; E. Bausen & W. Pizziolo","1998","08","13","Brasil","Espírito Santo","Santa Teresa","São Lourenço. Alto Tabocas.","-40.686944","-19.932222","40W41'13","19S55'56",NA,NA,"Capoeirão. Árvore 6m. Frutos verdes.","MBML007648","MBML007648",NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","9661",NA,"Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pavón) Mez","Pedro Moraes/22-05-2005","L. Kollmann; E. Bausen","1999","01","13","Brasil","Espírito Santo","Santa Teresa","Santa Lúcia","-40.5125","-19.971944","40W30'45","19S58'19",NA,NA,"Arbusto 3m. Botões marrons.","MBML009661","MBML009661",NA,"1540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2021-03-04 11:05:32-03","UFRB","HURB","19552","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(A.Ruiz & Pavon) Mez","M.L.Guedes","Roque, N.; Alves, M.; Santana, F.A.; Hurbath, F. & Crestani, A.","2011","07","16","Brasil","Bahia","Licinio de Almeida","Serra Geral: Tauápe pela BR Licínio - Caculé, km 20 em direção ao povoado de 2 Passagens e Jurema; Fazenda Boqueirão, nascente do Rio Estiva","-42.568056","-14.483056","42º34'05W","14º28'59S","935","935","ALCB 105693.","HURB000019552",NA,NA,"3226",NA,NA,NA,NA,NA,NA,"2016","11",NA,NA,NA,NA,NA,NA,NA,NA
"623","2020-06-15 15:30:53-03","UNESP-RC","HRCB","57599","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","Mez","Quinet, A.","Luz, A.A. da","2004","08","18","Brasil","Minas Gerais","Itueta","Estrada Córrego Coqueiro a Quatituba","-41.1702995300293","-19.3941993713379",NA,NA,NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 9m, fuste 3m, cap fuste 40cm, diâmetro copa 4m. Botão verde, flor branca, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela peluda",NA,NA,NA,"218",NA,NA,NA,NA,NA,NA,"2006","11","14","29671","auto",NA,NA,NA,NA,NA
"624","2020-06-15 15:30:53-03","UNESP-RC","HRCB","59887","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Moraes, P.","Moraes, P.L.R. de","2012","12","22","Brasil","Minas Gerais","Santa Bárbara de Monte Verde",NA,NA,NA,NA,NA,NA,NA,"Árvore 18 m, frutos imaturos verdes",NA,NA,NA,"3560",NA,NA,NA,NA,NA,NA,"2012","12","22",NA,NA,NA,NA,NA,NA,NA
