"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","class","typeStatus"
"93","2020-10-14 10:02:44-03","FURB","FURB","56768","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Funez, L.A.","2017","11","28","Funez, L.A.; Zermiani, A.E.","2017","11","26","Brasil","Santa Catarina","Ascurra","Cachoeira das Andorinhas.","-49.3105556","-27.0013889",NA,"Flores creme Habitat: Margem dor rio Habito: Erva","FURB56768",NA,NA,NA,"6725",NA,NA,"FURB56768","175","175","-49.3105556","-27.0013889",NA,NA,NA,NA,NA,NA
"94","2020-10-14 10:02:44-03","FURB","FURB","60005","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Gebien, W.","2018","07","25","Gebien, W.","2017","11","05","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. final do caminho próximo à nascente.","-49.0872222","-26.9572222",NA,"Flores brancas Habitat: beira de córrego sombreado Habito: erva terrícola","FURB60005",NA,NA,NA,"181",NA,NA,"FURB60005","220","220","-49.0872222","-26.9572222",NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:02:44-03","FURB","FURB","62425","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Kassner-Filho, A.","2018","12","26","Kassner-Filho, A.; Bones, F.L.V.","2018","12","26","Brasil","Santa Catarina","Penha","J.B. World Entretenimentos S/A.","-48.6163889","-26.8019444",NA,"flor acinzentada Habitat: interior do fragmento Habito: erva terrícola","FURB62425",NA,NA,NA,"4470",NA,NA,"FURB62425","7","7","-48.6163889","-26.8019444",NA,NA,NA,NA,NA,NA
"96","2020-10-14 10:02:44-03","FURB","FURB","62165","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Medeiros, A.","2018","01","19","Medeiros, A.","2018","01","19","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.6347007751465","-26.9906005859375","8793","Coleta 854 Flor branca com castanho Habitat: Terrestre Habito: Herbácea","FURB62165","auto",NA,NA,"854",NA,NA,"FURB62165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:02:44-03","FURB","FURB","33453","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Korte, A.","2010","12","15","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.6458015441895","-26.7693996429443","9872","Coleta Extra IFFSC (Erva Terrícola) Habitat: Restinga; Habito: erva terrícola; flor branca","FURB28739","auto",NA,NA,"5704",NA,NA,"FURB28739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-08-16 08:39:59-03","UTFPR","HCF","10345","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","E. Barboza","2017",NA,NA,"M.G. Caxambu","2012","02","04","Brasil","PR","Guaratuba","Rio São João - estrada Castelhanos","-48.913889","-25.810861",NA,"erva ereta, entouceirada, ciófila, ca. 0,50 m. Flores alvas.",NA,NA,NA,NA,"3798",NA,NA,NA,"272","272","48°54'50 W","25°48'39,1 S",NA,NA,NA,NA,NA,NA
"99","2019-08-16 08:39:59-03","UTFPR","HCF","15866","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","E.D. Lozano","2014",NA,NA,"E.D. Lozano","2014","02","01","Brasil","PR","Paranaguá","Floresta Estadual do Palmito","-48.535","-25.585",NA,"herbácea, 1,8 m, flores marrons, interior da mata.",NA,NA,NA,NA,"2565",NA,NA,NA,NA,NA,"48°32'06 W","25°35'06 S",NA,NA,NA,NA,NA,NA
"100","2019-08-16 08:39:59-03","UTFPR","HCF","21103","S","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","S. Vieira",NA,NA,NA,"G. Hatschbach","1972","02","27","Brasil","PR","Sengés","Fazenda Morungava","-49.4636001586914","-24.1128005981445","55682","interior sombrio, levemente úmido do capão. Flor alvacenta.",NA,"auto",NA,NA,"29224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:33:49-03","MBM","MBM","108560","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Anderson, L.; et al.; et al.","1986","01","07","Brazil","Paraná","Guaraqueçaba","Fazenda Bom Retiro","-48.3288993835449","-25.3066997528076","37295",NA,"MBM108560","auto",NA,NA,"1539","Southern America",NA,"MBM108560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:33:49-03","MBM","MBM","74954","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1960","11","15","Brazil","Paraná","Guaratuba","Padra Branca de Araraquara","-48.5746994018555","-25.8827991485596","41937",NA,"MBM074954","auto",NA,NA,"7535","Southern America",NA,"MBM074954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:33:49-03","MBM","MBM","230865","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Carneiro, J.","1998","11","23","Brazil","Paraná","Jundiaí do Sul","Mata do Cruzeiro","-50.247501373291","-23.4367008209229","17300",NA,"MBM230865","auto",NA,NA,"612","Southern America",NA,"MBM230865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:33:49-03","MBM","MBM","25916","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1973","05","30","Brazil","Paraná","Matinhos","Cambará","-48.5428009033203","-25.8174991607666","15275",NA,"MBM025916","auto",NA,NA,"32124","Southern America",NA,"MBM025916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:33:49-03","MBM","MBM","75083","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Tessmann, G.","1953","12","11","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,"MBM075083","auto",NA,NA,"s.n.","Southern America",NA,"MBM075083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:33:49-03","MBM","MBM","113206","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Britez, R.M.; et al.; et al.","1985","10","06","Brazil","Paraná","Paranaguá","Morro Bento Alves, Ilha do Mel","-48.5092010498047","-25.5200004577637","24916",NA,"MBM113206","auto",NA,NA,"124","Southern America",NA,"MBM113206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:33:49-03","MBM","MBM","272110","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Uliana, V.L.",NA,NA,NA,"Gomes, S.M.; et al.; et al.","2002","04","24","Brazil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666","34059",NA,"MBM272110","auto",NA,NA,"460","Southern America",NA,"MBM272110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:33:49-03","MBM","MBM","32937","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Kennedy",NA,NA,NA,"Brazil",NA,NA,"s",NA,NA,NA,NA,"MBM032937",NA,NA,NA,"970","Southern America",NA,"MBM032937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:33:49-03","MBM","MBM","38805","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1975","12","16","Brazil","Paraná","Adrianópolis","Colônia Sete Barras","-48.9911003112793","-24.6571998596191","49901",NA,"MBM038805","auto",NA,NA,"37856","Southern America",NA,"MBM038805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:33:49-03","MBM","MBM","108567","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Anderson, L.; et al.; et al.","1986","01","06","Brazil","Paraná","Antonina","Antonina","-48.7118988037109","-25.4286003112793","38300",NA,"MBM108567","auto",NA,NA,"5131","Southern America",NA,"MBM108567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:33:49-03","MBM","MBM","237193","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Motta, J.T.","1987","12","28","Brazil","Paraná","Antonina","Parque Estadual do Marumbi, Fazenda Thá","-48.7118988037109","-25.4286003112793","38300",NA,"MBM237193","auto",NA,NA,"523","Southern America",NA,"MBM237193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:33:49-03","MBM","MBM","29075","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1974","01","10","Brazil","Paraná","Antonina","Rio Pequeno","-48.7118988037109","-25.4286003112793","38300",NA,"MBM029075","auto",NA,NA,"33653","Southern America",NA,"MBM029075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:33:49-03","MBM","MBM","142963","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.; Guimarães, D.; Guimarães, D.","1991","01","23","Brazil","Paraná","Guaraqueçaba","Rio Bananal","-48.3288993835449","-25.3066997528076","37295",NA,"MBM142963","auto",NA,NA,"54892","Southern America",NA,"MBM142963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:33:49-03","MBM","MBM","225171","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Cervi, A.C.; et al.; et al.","1997","12","04","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076","37295",NA,"MBM225171","auto",NA,NA,"6565","Southern America",NA,"MBM225171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:33:49-03","MBM","MBM","74953","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1960","11","15","Brazil","Paraná","Guaratuba","Padra Branca de Araraquara","-48.5746994018555","-25.8827991485596","41937",NA,"MBM074953","auto",NA,NA,"7533","Southern America",NA,"MBM074953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:33:49-03","MBM","MBM","121605","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Kummrow, R.; Cordeiro, J.; Cordeiro, J.","1987","12","29","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596","41937",NA,"MBM121605","auto",NA,NA,"2952","Southern America",NA,"MBM121605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:33:49-03","MBM","MBM","20553","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1971","12","16","Brazil","Paraná","Guaratuba","Rio da Divisa","-48.5746994018555","-25.8827991485596","41937",NA,"MBM020553","auto",NA,NA,"28520","Southern America",NA,"MBM020553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:33:49-03","MBM","MBM","160990","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","1993","01","08","Brazil","Paraná","Guaratuba","Serra da Prata, encosta oriental","-48.5746994018555","-25.8827991485596","41937",NA,"MBM160990","auto",NA,NA,"58498","Southern America",NA,"MBM160990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:33:49-03","MBM","MBM","4806","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Tessmann, G.","1951","02","13","Brazil","Paraná","Morretes","Serra do Mar, Estação Marumbi","-48.834400177002","-25.476900100708","30514",NA,"MBM004806","auto",NA,NA,"s.n.","Southern America",NA,"MBM004806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:33:49-03","MBM","MBM","75164","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Tessmann, G.","1951","02","13","Brazil","Paraná","Morretes","Serra do Mar, Estação Marumbi","-48.834400177002","-25.476900100708","30514",NA,"MBM075164","auto",NA,NA,"s.n.","Southern America",NA,"MBM075164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:33:49-03","MBM","MBM","20558","PreservedSpecimen","Plantae","Marantaceae","Calathea","communis","Calathea communis","Wand. & S. Vieira","Vieira, S.",NA,NA,NA,"Hatschbach, G.","1972","02","28","Brazil","Paraná","Sengés","Fazenda Morungava","-49.4636001586914","-24.1128005981445","55682",NA,"MBM020558","auto",NA,NA,"29224","Southern America",NA,"MBM020558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:33:49-03","MBM","MBM","5589","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Vieira, S.","2010","06","18","Lindeman, J.; et al.; et al.","1967","01","03","Brazil","Paraná","Paranaguá","Morro do Tabaquara","-48.5092010498047","-25.5200004577637","24916",NA,"MBM005589","auto",NA,NA,"3853","Southern America",NA,"MBM005589",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:33:49-03","MBM","MBM","298303","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Vieira, S.","2010","06","18","Motta, J.T.","1988","01","16","Brazil","Paraná","São José dos Pinhais","Usina Guaricana","-49.2064018249512","-25.5347003936768","45291","Erva terrícola da floresta","MBM298303","auto",NA,NA,"1098","Southern America",NA,"MBM298303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:33:49-03","MBM","MBM","318196","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Braga, J.M.A.",NA,NA,NA,"Gasper, A.L. de; et al.; et al.","2006","02","15","Brazil","Santa Catarina","Blumenau","Parque Natural Municipal","-49.0661010742188","-26.9193992614746","34291",NA,"MBM318196","auto",NA,NA,"s.n.","Southern America",NA,"MBM318196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:33:49-03","MBM","MBM","387822","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Lozano, E.D.","2014",NA,NA,"Lozano, E.D.; Engels, M.E.; Canestraro, B.K.; Kersten, R.A.; Bonaldi, R.A.; Engels, M.E.; Canestraro, B.K.; Kersten, R.A.; Bonaldi, R.A.","2014","02","01","Brazil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.534917","-25.584861",NA,"Herbácea, 1,8 m, flores marrons, interior da mata.; Floresta Ombrófila Densa das Terras Baixas","MBM387822",NA,NA,NA,"2565","Southern America",NA,"MBM387822",NA,NA,"-48.534917","-25.584861",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:33:49-03","MBM","MBM","298304","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Vieira, S.","2010","06","18","Motta, J.T.","1991","12","12","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, Bairro Alto","-48.7118988037109","-25.4286003112793","38300","Erva abundante no interior da floresta, principalmente próximo a rios.","MBM298304","auto",NA,NA,"2418","Southern America",NA,"MBM298304","150","150",NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:33:49-03","MBM","MBM","297197","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Vieira, S.","2010","06","18","Tessmann, G.","1948","12","15","Brazil","Paraná","Paranaguá","Serra da Prata, ca 25 km ao sul de Paranaguá","-48.5092010498047","-25.5200004577637","24916","Mata pluvial-tropical do litoral, no mato perto das margens dum córrego, não raro. Erva, flor brácteas verde claro, também sépalas pétalas ocre sujo, um pouco verde-amarelado. Floresc dezembro.","MBM297197","auto",NA,NA,"3992","Southern America",NA,"MBM297197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:33:49-03","MBM","MBM","297682","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Braga, J.M.A.",NA,NA,NA,"Braga, J.; et al.; et al.","2004","03","23","Brazil","Rio de Janeiro","Rio de Janeiro","Horto Botânico","-43.2075004577637","-22.9027996063232","57442",NA,"MBM297682","auto",NA,NA,"7416","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:33:49-03","MBM","MBM","109255","PreservedSpecimen","Plantae","Marantaceae","Calathea","monophylla","Calathea monophylla","(Vell.) Körn.","Vieira, S.","2010","06","18","Oliveira, P.I.","1986","01","19","Brazil","Santa Catarina","Garuva","Palmital","-48.8549995422363","-26.0266990661621","22441","Flor lilás, beira do rio","MBM109255","auto",NA,NA,"984","Southern America",NA,"MBM109255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:33:49-03","MBM","MBM","402241","PreservedSpecimen","Plantae","Marantaceae","Goeperttia","monophyla","Goeperttia monophyla","(Vell.) Borchs. & S. Suárez","Ariati, V.","2013",NA,NA,"Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","2013",NA,NA,"Brazil","Paraná","Paranaguá","Parque Nacional Saint-Hilaire/Lange, Morro Inglês","-48.5092010498047","-25.5200004577637","24916","Terrícola.; Floresta Ombrófila Densa Submontana.","MBM402241","auto",NA,NA,"1192","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:33:49-03","MBM","MBM","405362","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S. Suárez","Saka, M.N.","2016",NA,NA,"Lozano, E.D.","2014","02","08","Brazil","Paraná","Morretes","Conjunto Marumbi, Início da trilha para o Abrolhos","-48.918","-25.441806",NA,"Herbacea, 1 m, flores marrons, interior da mata.; Floresta Ombrófila Densa Montana.","MBM405362",NA,NA,NA,"2577","Southern America",NA,"MBM405362",NA,NA,"-48.918","-25.441806",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:33:49-03","MBM","MBM","427122","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S. Suárez","Saka, M.N.","2013","11",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S.; Cristofolini, C.; Caglioni, E.; Andrade, S.; Cristofolini, C.","2010","02","01","Brazil","Santa Catarina","Paulo Lopes","Parque Estadual da Serra do Tabuleiro, Sertão do Campo","-48.761944","-27.878889",NA,"Erva terrícola; Floresta Ombrófila Densa. Estágio avançado de regeneração. Mata ciliar.","MBM427122",NA,NA,NA,"1238","Southern America",NA,NA,"180","180","-48.761944","-27.878889",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:33:49-03","MBM","MBM","429127","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S. Suárez","Saka, M.N.","2016",NA,NA,"Lozano, E.D.; Bonaldi, R.A.; Völtz, R.R.; Bonaldi, R.A.; Völtz, R.R.","2016","12","15","Brazil","Paraná","Paranaguá","Tinguçú","-48.524861","-25.439278",NA,"Herbácea, 1 m, flores passadas marrons, interior da mata.; Floresta Ombrófila Densa de Terras Baixas.","MBM429127",NA,NA,NA,"3479","Southern America",NA,NA,NA,NA,"-48.524861","-25.439278",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:33:49-03","MBM","MBM","429571","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S. Suárez","Lozano, E.D.","2020",NA,NA,"Lozano, E.D.; Bonaldi, R.A.; Völtz, R.R.; Bonaldi, R.A.; Völtz, R.R.","2016","12","16","Brazil","Paraná","Paranaguá","Tinguçú, Trilha para o Espigão do Feiticeiro","-48.532278","-25.418583",NA,"Herbácea, 1,7 m, flores roxas, interior da mata.; Floresta Ombrófila Densa Submontana.","MBM429571",NA,NA,NA,"3489","Southern America",NA,NA,NA,NA,"-48.532278","-25.418583",NA,NA,NA,NA,NA,NA
"135","2015-09-03 20:47:04-03","MNHN","RECOLNAT_MNHN_P","P02202934","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02202934' target='other'> <mi>dwc_moreinfo</mi></a>","P02202934",NA,NA,NA,NA,NA,"hb","P02202934_01",NA,NA,NA,NA,NA,NA,"122",NA,NA,NA
"136","2015-09-05 12:41:04-03","MNHN","RECOLNAT_MNHN_P","P06240604","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06240604' target='other'> <mi>dwc_moreinfo</mi></a>","P06240604",NA,NA,NA,NA,NA,"hb","P06240604_01",NA,NA,NA,NA,NA,NA,"122",NA,NA,NA
"137","2015-09-03 20:46:36-03","MNHN","RECOLNAT_MNHN_P","P02202927","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Usteri","1907","1","6","Brasil","São Paulo",NA,"Alto da Serra",NA,NA,NA,"6c <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02202927' target='other'> <mi>dwc_moreinfo</mi></a>","P02202927",NA,NA,NA,NA,NA,"hb","P02202927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015-09-03 20:47:04-03","MNHN","RECOLNAT_MNHN_P","P02202932","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Glaziou","1870","3","1","Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca, dans le bois (Rio-Jan.)","-43.2075004577637","-22.9027996063232","57442","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02202932' target='other'> <mi>dwc_moreinfo</mi></a>","P02202932","auto",NA,NA,NA,NA,"hb","P02202932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2016-01-13 17:14:16-02","MNHN","RECOLNAT_MNHN_P","P01798240","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Lourteig, A.","1967","12","23","Brasil","Santa Catarina","Ilhota","Morro do Bau","-48.8272018432617","-26.8997001647949","18275","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01798240' target='other'> <mi>dwc_moreinfo</mi></a>","P01798240","auto",NA,NA,NA,NA,"hb","P01798240_01",NA,NA,NA,NA,NA,NA,"2364",NA,NA,NA
"140","2015-09-03 20:46:36-03","MNHN","RECOLNAT_MNHN_P","P02202923","PreservedSpecimen",NA,"Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez","Saka",NA,NA,NA,"Lourteig, A.","1967","12","23","Brasil","Santa Catarina","Ilhota","Morro do Baú","-48.8272018432617","-26.8997001647949","18275","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02202923' target='other'> <mi>dwc_moreinfo</mi></a>","P02202923","auto",NA,NA,NA,NA,"hb","P02202923_01","250",NA,NA,NA,NA,NA,"2364",NA,NA,NA
"141","2020-12-11 11:44:15-03","UFMG","BHCB","197318","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez",NA,"2019","02",NA,"Castro, RM; Vasconcelos, FB","2019","02","06","Brasil","Minas Gerais","Mariana",NA,"-43.468611","-20.1575",NA,"Herbácea; Floresta estacional semidecidual","BHCB197318",NA,"Monocotyledon",NA,"51","Southern America",NA,NA,"914","914","-43.468611","-20.1575",NA,NA,NA,NA,NA,NA
"142","2020-12-11 11:44:15-03","UFMG","BHCB","78177","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez",NA,"2013","11",NA,"Lombardi, JA; Salino, A; Mota, RC da; Carvalho, FA","2003","02","25","Brasil","Espírito Santo","Santa Teresa","Nova Lombardia, Ao lado da Reserva Augusto Ruschi.","-40.565111","-19.842639",NA,"Erva, folhas cartáceas, brácteas verde-arroxeadas, sépalas esverdeadas, frutos imaturos.; Mata pluvial, alto de morro.","BHCB011037",NA,"Monocotyledon",NA,"5196","Southern America",NA,NA,"872","872","-40.565111","-19.842639",NA,NA,NA,NA,NA,NA
"143","2020-12-11 11:44:15-03","UFMG","BHCB","86459","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","monophylla","Goeppertia monophylla","(Vell.) Borchs. & S.Suárez",NA,"2013","11",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","03","01","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, Ca. de 14 km da sede de Bandeira; na divisa com a Bahia","-40.514639","-15.81175",NA,"Erva, folhas cartáceas, brácteas verdes, frutos imaturos verdes; Interior e margem de mata, e margem de estrada","BHCB011036",NA,"Monocotyledon",NA,"5735","Southern America",NA,NA,"662","777","-40.514639","-15.81175",NA,NA,NA,NA,NA,NA
