"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem","sex"
"16","2019-10-09 11:21:17-03","UFBA","ALCB","036474","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD717","1994","08","31","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","900","900",NA,"2,50 m.; Degraus rochosos com gramineas e arbusto. Afloramento rochoso de arenito.","ALCB008650","ALCB008650","Stadnik, A",NA,NA,"2019","-41.45","-12.433333","06","11",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:21:17-03","UFBA","ALCB","036475","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Orlandi, RP; Stradmann, MTS; Poveda, A; Guedes, ML","PCD428","1994","08","29","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.466667","-12.45","1100","1100",NA,"1,00 m.; Vegetação rupícola em degraus rochosos. Afloramento rochoso de arenito.","ALCB058093",NA,"Stadnik, A",NA,NA,"2019","-41.466667","-12.45","06","12",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:21:17-03","UFBA","ALCB","036499","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stannard, B; Atkins, S; Harley, RM; Saar, E; Passos Júnior, LA; Guedes, ML","PCD4983","1997","02","03","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Serra do Mato Grosso","-41.889722","-13.389444","1340","1340",NA,"3,0 m. Folhas levemente discolores. Fruto imaturo verde. Ocasinal.; arenoso com afloramentos rochosos.","ALCB058203",NA,"Faria Júnior, JEQ de",NA,NA,"2010","-41.889722","-13.389444","09","17",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:21:17-03","UFBA","ALCB","036560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stannard, B; Saar, E; Passos Júnior, LA; Guedes, ML","PCD5370","1997","02","10","Southern America","Brasil","Bahia","Caetité","Serra Geral, Caminho para Licínio de Almeida","-42.505278","-14.087778","1080","1080",NA,"1,0 m. Folhas semi-crassas. Frutos imaturos verdes, maduros vermelhos.","ALCB058199",NA,"Faria Júnior, JEQ de",NA,NA,"2010","-42.505278","-14.087778","09","17",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:21:17-03","UFBA","ALCB","108224","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; et al.","143","2013","04","21","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Trilha do Ventura para a cidade das pedras","-41.009167","-11.691944","808","808",NA,"ca. 1m de alt. Frutos imaturos. Amarelos imaturos a roxos passando a vermelhos.","ALCB058448",NA,"Stadnik, A; Melo, JDO; Lucresia, L",NA,NA,"2019","-41.009167","-11.691944","06",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:17-03","UFBA","ALCB","111957","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Hatschbach, G","41770","1978","11","22","Southern America","Brasil","Paraná","Branco do Sul","Itarerama.",NA,NA,NA,NA,NA,"6m, flores alvas. Xiloteca.","ALCB058197",NA,"Sobral, M",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:17-03","UFBA","ALCB","128170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Lopes, R; Hurbath, F","115","2013","01","23","Southern America","Brasil","Bahia","Licínio de Almeida","Trilha após o cachoeirão","-42.5625","-14.703056","1047","1047",NA,"ca. 1m alt. Folhas discolores. Pétalas e filetes alvos.","ALCB045433","ALCB045433","Stadnik, A",NA,NA,"2013","-42.5625","-14.703056","01",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:21:17-03","UFBA","ALCB","128181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Lopes, R; Hurbath, F; Alves, M","165","2013","05","25","Southern America","Brasil","Bahia","Licínio de Almeida","Santa Clara","-42.545556","-14.497778","972","972",NA,"ca. 0,5m alt. Folhas discolores. Frutos imaturos verdes, passando a amarelo.","ALCB045444","ALCB045444","Stadnik, A",NA,NA,"2013","-42.545556","-14.497778","05",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:17-03","UFBA","ALCB","128212","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Lopes, R; Jardim, JG; Ibrahim, M","248","2015","01","20","Southern America","Brasil","Bahia","Licínio de Almeida","Estrada para o povoado do saco da onça","-42.526389","-14.583333","779","779",NA,"ca. 0,6m alt. Folhas cartaceas, discolores. Botões alvos, sépalas verdes, corola e filete alvos, anteras róseas.","ALCB045475","ALCB045475","Stadnik, A",NA,NA,"2015","-42.526389","-14.583333","01",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:21:17-03","UFBA","ALCB","128227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Lopes, R; Jardim, JG; Ibrahim, M","276","2015","01","21","Southern America","Brasil","Bahia","Licínio de Almeida","Xaxa","-42.554444","-14.645833","1044","1044",NA,"ca. 0,6m alt. Folhas cartaceas, discolores. Botões alvos, sépalas verdes, corola e filete alvos, anteras róseas.","ALCB045490","ALCB045490","Stadnik, A",NA,NA,"2015","-42.554444","-14.645833","01",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:21:17-03","UFBA","ALCB","133992","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Lucresia, L; Stadnik, A; Melo, JDO","6","2018","06","16","Southern America","Brasil","Bahia","Mucugê","Parque Sempre Viva - Trilha para cachoeira das Andorinhas","-41.575","-13.022222",NA,NA,NA,"Altura ca. 2,5m. Folhas discolores. Frutos amarelos a laranjas.","ALCB057122","ALCB057122","Stadnik, A",NA,NA,"2018","-41.575","-13.022222","06",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:21:17-03","UFBA","ALCB","136533","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Machado, AFP; Santos, AKA","1460","2016","10","18","Southern America","Brasil","Bahia","Vitória da Conquista","Serra do Periperi, entorno dos condomínios.","-40.7925","-14.849722","1006","1006",NA,"Ca. 1 m. Botões e flores bege.","ALCB066156","ALCB066156","Stadnik, A",NA,NA,NA,"-40.7925","-14.849722",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:21:17-03","UFBA","ALCB","137043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Alunos de Botânica BIOC05; Roque, N","97","2019","05","18","Southern America","Brasil","Bahia","Morro do Chapéu","Estrada Real - Trecho entre Santa Úrsula e Ventura","-41.120556","-11.658333","1033","1033",NA,"130cm, folhas discolores, fruto imaturo amarelo e vermelho, fruto maduro atropurpúreo","ALCB067236","ALCB067236","Melo, JDO",NA,NA,"2019","-41.120556","-11.658333","08",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:21:17-03","UFBA","ALCB","137734","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Gonçalves, MS; Barbosa, MMC; Machado, AFP","218","2017","11","01","Southern America","Brasil","Bahia","Vitória da Conquista","Serra do Periperi, entorno dos condomínios.","-40.794722","-14.851389","900","900",NA,"Folhas concolores coriacea, botões verdes. Flores brancas esverdeadas com estames brancos.","ALCB067683","ALCB067683","Stadnik, A",NA,NA,NA,"-40.794722","-14.851389",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-25 16:51:17-03","UFBA","ALCB","138246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Roque, N; Alves, M; Santana, FA; Hurbath, F; Crestani, AC","3166","2011","04","14","Southern America","Brasil","Bahia","Licínio de Almeida","Cachoeira das Sete Quedas.","-42.510833","-14.628333","1041","1041",NA,"ca. 1,7m. Folhas discolores. Fruto imaturo amarelo tornando-se vermelhos.","ALCB069085","ALCB069085","Stadnik, A",NA,NA,"2016","-42.510833","-14.628333","02",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-25 16:51:17-03","UFBA","ALCB","138315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Alunos de Sistemática Evolução de Espermatófitas","465","2018","01","14","Southern America","Brasil","Bahia","Piatã","Trilha para Serra de Santana.","-41.766667","-13.143611","1245","1245",NA,"ca. 2m. Folhas discolores. Botões verdes.","ALCB069154",NA,"Stadnik, A",NA,NA,"2018","-41.766667","-13.143611","01",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:21:17-03","UFBA","ALCB","37790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Sano, PT; Sakuragi, CM; Harley, RM; Souza, VC","CFCR14863","1994","03","04","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, ca. 2 km da cidade, em direção a Marcolino Moura","-41.884167","-13.368611","1100","1100",NA,"ca. 50 cm alt. Flores fragrantíssimas; corola e filetes alvos, anteras creme.; com carrasco adjacente.","ALCB058278",NA,"Faria, JEQ",NA,NA,"2012","-41.884167","-13.368611","10",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:21:17-03","UFBA","ALCB","52131","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0691","1999","10","12","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","-41.369167","-12.635556","950","950",NA,"2,50 m, terrestre, erecta. Folhas coreáceas, discolores. Ocasional.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Estacional Decidual. S","ALCB058454",NA,"Neves, PS",NA,NA,"2019","-41.369167","-12.635556","04","23",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:21:17-03","UFBA","ALCB","62431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Roque, N; Passos Júnior, LA; Xavier, AB; Guedes, ML; et al.","731","2003","05","01","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, ca 33 km de Seabra - Estrada para Morro do Camelo","-41.478056","-12.424167","757","757",NA,"ca 1,50 m alt. Folhas cartáceas, discolores. Frutos axilares, amarelos.","ALCB058202",NA,"Faria Júnior, JEQ de",NA,NA,"2010","-41.478056","-12.424167","09","17",NA,NA,NA,NA,NA,NA
"35","2020-05-19 10:30:33-03","UFBA","ALCB","67857","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Cruz, FG; Martins, DV; Gomes, DF; et al.","11351","2004","09","18","Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Três Morros","-41.880278","-13.060833",NA,NA,NA,"de ca 1,20m, aromática. Folhas coriáceas, discolores. Frutos maduros laranja. Ocasional.","ALCB058198",NA,"Stadnik, A",NA,NA,"2018","-41.880278","-13.060833","01","18",NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:21:17-03","UFBA","ALCB","83580","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Gomes, FS; Prates, ARS","14340","2008","04","28","Southern America","Brasil","Bahia","Caetité","Serra Geral, Brejinho das Ametistas, Bloco III, fora das parcelas","-42.537222","-14.350833","1015","1015",NA,"Folhas cartáceas, discolores. Frutos imaturos verdes.","ALCB008651","ALCB008651","Stadnik, A",NA,NA,"2016","-42.537222","-14.350833","06","11",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:21:17-03","UFBA","ALCB","83973","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Gomes, FS","14480","2008","05","24","Southern America","Brasil","Bahia","Caetité","Serra Geral, Bloco I, Parcela 01, ind. nº 1 e nº 15","-42.516667","-14.013889",NA,NA,NA,"ca. 3 m de altura, CAP 16 cm. Folhas coriáceas, discolores.","ALCB058201",NA,"Stadnik, A",NA,NA,"2018","-42.516667","-14.013889","04","16",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:21:17-03","UFBA","ALCB","83987","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Gomes, FS","14494","2008","05","23","Southern America","Brasil","Bahia","Caetité","Serra Geral, Bloco IV, parcela04, ind. nº 8","-42.514722","-14.02","1036","1036",NA,"de ca 4 m de altura, CAP 23 cm. Folhas cartáceas, discolores.","ALCB058364",NA,"Stadnik, A",NA,NA,"2019","-42.514722","-14.02","06","26",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:21:17-03","UFBA","ALCB","83990","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Gomes, FS","14497","2008","05","22","Southern America","Brasil","Bahia","Caetité","Serra Geral, Brejinho das Ametistas, Bloco III","-42.533333","-14.333333","1032","1032",NA,"Folhas cartáceas, discolores. Material estéril.","ALCB058200",NA,"Stadnik, A",NA,NA,"2018","-42.533333","-14.333333","04","16",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:17-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Bautista, HP; Pereira, A; Orlandi, RP","PCD321","1994","07","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","915","915",NA,"1,50 m.; Ervas e arbustos em terreno inclinado. Afloramento rochoso de arenito.","ALCB008649","ALCB008649","Stadnik, A",NA,NA,"2019","-41.45","-12.433333","06","11",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:21:17-03","UFBA","ALCB","132362","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Guedes, ML; Guaré, F; Rocha, E","30292","2018","02","17","Southern America","Brasil","Bahia","Palmeiras","Vale do Crecado.","-41.766667","-12.75",NA,NA,NA,"Folhas cartáceas, discolores. Flores axilares, alvas.","ALCB049110","ALCB049110","Stadnik, A; Melo, JDO; Lucresia, L",NA,NA,"2019","-41.766667","-12.75","06",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:21:17-03","UFBA","ALCB","128241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Lopes, R; Coelho, J; Santana, A","303","2015","05","12","Southern America","Brasil","Bahia","Licínio de Almeida","Xaxa","-42","-14",NA,NA,NA,"ca. 1m alt. Folhas discolores. Flores passadas, ovário verde.","ALCB045504","ALCB045504","Stadnik, A",NA,NA,"2015","-42","-14","05",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:21:17-03","UFBA","ALCB","104781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana","O.Berg","Stadnik, A; Vieira, TL; Moura, L","42","2012","01","10","Southern America","Brasil","Bahia","Jacobina","Trilha para a cachoeira do Anibal.","-40.5182991027832","-11.1806001663208",NA,NA,NA,"ca. 1m alt. Folhas discolores. Frutos amarelos, laranja, vermelhos e roxos quando maduros. racemos curtos.","ALCB044700",NA,"Stadnik, A","62396","auto","2012",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:41-03","ESALQ","ESA","108523","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana",NA,"Harley, R.M.","21328.0","1980","04","12",NA,"Brasil","Bahia","Serra Geral de Caiteté",NA,NA,NA,NA,NA,NA,NA,"ESA108523","ESA108523","Sobral, M.",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:41-03","ESALQ","ESA","111922","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","sonderiana","Eugenia sonderiana",NA,"Harley, R.M.","21328.0","1980","04","13",NA,"Brasil",NA,"Serra Geral de Caiteté",NA,NA,NA,NA,NA,NA,NA,"ESA111922","ESA111922","Sobral, M.",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
