"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","typeStatus","fieldNumber","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"12","2021-03-15 16:37:00-03","NY","NYBG","00994958","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","E. P. Heringer","593","1978","08","11","South America","Brazil","Distrito Federal","Brasília","RECOR (Reserva Ecológica do IBGE).","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994958","NY00994958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00994950","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"G. T. Prance","59006","1964","09","12","South America","Brazil","Distrito Federal","Brasília","Road Brasília to Taguatinga.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994950","NY00994950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00994957","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","E. P. Heringer","279","1977","11","22","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Mata ciliar na picada M-1.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994957","NY00994957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00994944","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"H. S. Irwin","5736","1964","08","30","South America","Brazil","Distrito Federal","Brasília","Ca. 15 km E. of Brasília.","-47.85","-15.68","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994944","NY00994944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00994948","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","H. S. Irwin","19346","1968","01","27","South America","Brazil","Goiás","Cocalzinho de Goiás","29 km N.W. of Corumbá de Goiás, near road to Niquelândia. Serra dos Pirineus.","-47.88","-15.77","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994948","NY00994948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00994949","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"H. S. Irwin","32242","1971","03","19","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994949","NY00994949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00994935","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","H. S. Irwin","7896","1965","08","25","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília","-47.73004","-15.7833","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994935","NY00994935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00994959","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"E. P. Heringer","593","1978","08","11","South America","Brazil","Distrito Federal","Brasília","RECOR (Reserva Ecológica do IBGE).","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994959","NY00994959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00994945","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"H. S. Irwin","8843","1965","10","01","South America","Brazil","Distrito Federal","Brasília","Ca. 10 km E. of Brasília, near Sobradinho","-47.85071","-15.7194","1075","1075","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994945","NY00994945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00994962","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","E. P. Heringer","17325","1979","09","20","South America","Brazil","Goiás","Luziânia","Margem da Rodovia BR.","-47.9503","-16.2528",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994962","NY00994962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00994946","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"H. S. Irwin","12689","1966","02","12","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994946","NY00994946_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00994934","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","H. S. Irwin","6284","1964","09","19","South America","Brazil","Distrito Federal","Brasília","Cia. Fercal, ca. 20 km. E. of Brasília.","-47.88","-15.58","700","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994934","NY00994934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00994956","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"E. P. Heringer","255","1977","11","07","South America","Brazil","Distrito Federal","Brasília","Picada R6. Reserva Ecológica do IBGE. RECOR.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994956","NY00994956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00994954","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","E. P. Heringer","255","1977","11","07","South America","Brazil","Distrito Federal","Brasília","Picada R6. Reserva Ecológica do IBGE. RECOR.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994954","NY00994954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00994938","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"E. P. Heringer","9042/1236","1962","09","07","South America","Brazil","Distrito Federal","Brasília","Margem do Rio Maranhão. Fercal.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994938","NY00994938_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00994953","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"E. P. Heringer","220","1977","10","17","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, picada R-4.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994953","NY00994953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00994952","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","J. J. Pipoly","E. P. Heringer","18","1977","09","08","South America","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Picada R5.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994952","NY00994952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00994961","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"E. P. Heringer","9042","1962","09","07","South America","Brazil","Distrito Federal","Brasília","Margem do Rio Maranhão Fercal.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994961","NY00994961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00994947","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"H. S. Irwin","18144","1966","07","10","South America","Brazil","Distrito Federal","Brasília","Near Sobradinho, ca. 25 km. E. of Brasília.","-47.8","-15.65",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00994947","NY00994947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:03:28-03","NBC","NL-BOTANY","L.3924163","PreservedSpecimen","Plantae",NA,"Ericales","Myrsinaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"Chaves E; Silva Filho JPB",NA,"2004","09","25","Southern America","Brazil",NA,NA,"Goias. Alto Paraiso de Goias, Fazenda Portal da Chapada, Trilha de Visita. Mata de galeria.","-47.593056","-14.163333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3924163 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3924163","NL-L3924163","Magnoliopsidae","-47.593056","-14.163333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:03:28-03","NBC","NL-BOTANY","U.1437680","PreservedSpecimen","Plantae",NA,"Ericales","Myrsinaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"Prance GT; Silva NT",NA,"1964","09","12","Southern America","Brazil",NA,NA,"Brasilia, Federal district. road Brasilia to Taguatinga.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1437680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1437680","NL-U1437680","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:17:49-03","ESALQ","ESA","100161","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis",NA,"Jung-Mendaçolli, S.L.","Kotchetkoff-Henriques, O.","413.0","2001","08","16",NA,"Brasil","São Paulo","Ribeirão Preto",NA,"-47.810001373291","-21.1700000762939",NA,NA,NA,NA,"ESA100161","ESA100161",NA,NA,NA,"24390","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-21 19:38:10-03","UFC","EAC","16729","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Pipoly, J.J.","S/C","s.n.","1977","09","13","Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"Mata ciliar apresentando brusca mudança para cerrado, arbusto pequeno, frutos avermelhados quando maduros, flor beje, ocorre no ínicio da mata.","EAC0016729",NA,NA,NA,NA,"70570","auto","1983",NA,NA,NA,NA,NA,NA
"35","2015-09-26 02:15:25-03","MNHN","RECOLNAT_MNHN_P","P00546370","PreservedSpecimen",NA,NA,NA,"Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,NA,"Province de Goyaz",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00546370' target='other'> <mi>dwc_moreinfo</mi></a>","P00546370","P00546370_01",NA,NA,NA,NA,NA,NA,"type","C1 900",NA,NA,NA,NA
"36","2015-09-26 02:15:32-03","MNHN","RECOLNAT_MNHN_P","P00546371","PreservedSpecimen",NA,NA,NA,"Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,NA,"Province de Goyaz",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00546371' target='other'> <mi>dwc_moreinfo</mi></a>","P00546371","P00546371_01",NA,NA,NA,NA,NA,NA,"isotype","C1 900",NA,NA,NA,NA
"37","2015-09-04 13:34:38-03","MNHN","RECOLNAT_MNHN_P","P00546372","PreservedSpecimen",NA,NA,NA,"Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"brésil",NA,NA,"Province de Goyaz",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00546372' target='other'> <mi>dwc_moreinfo</mi></a>","P00546372","P00546372_01",NA,NA,NA,NA,NA,NA,"isotype","C1 900",NA,NA,NA,NA
"38","2020-10-01 14:16:28-03","JBB","HEPH","3036","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Oliveira, PEAM de","174","1983","01","31","Southern America","Brasil","Distrito Federal","Planaltina","Reserva Biológica de Águas Emendadas. Ca. 40 km a NE de Brasília","-47.616667","-15.533333","1000","1150",NA,NA,NA,NA,NA,"-47.616667","-15.533333",NA,NA,"2008",NA,NA,"03","17",NA,NA
"39","2020-10-01 14:16:28-03","JBB","HEPH","10301","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Nóbrega, MGG","50","1994","03","29","Southern America","Brasil","Distrito Federal","Brasília","Área de Lazer. Estação Ecológica do Jardim Botânico de Brasília - Estação de Captação da CAESB","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,"2008",NA,NA,"03","17",NA,NA
"40","2020-10-01 14:16:28-03","JBB","HEPH","25847","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Freitas, MF","Carvalho-Silva, M; Soares, AER; Dias, EBA; Azevedo, INC de; Oliveira, MS","836","2009","09","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Mata do Córrego Taquara, área do Cristo Redentor","-47.9025","-15.931389","1150","1150",NA,"Levantamento Florístico",NA,NA,NA,"-47.9025","-15.931389",NA,NA,"2018",NA,NA,"04","12",NA,NA
"41","2020-10-01 14:16:28-03","JBB","HEPH","3051","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Maury, CM","363","1983","01","19","Southern America","Brasil","Distrito Federal","Planaltina","Reserva Biológica de Águas Emendadas. Ca. 40 km a NE de Brasília","-47.616667","-15.533333","1000","1150",NA,NA,NA,NA,NA,"-47.616667","-15.533333",NA,NA,"2008",NA,NA,"03","17",NA,NA
"42","2020-10-01 14:16:28-03","JBB","HEPH","6232","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Heringer, EP; Paula, JE de; Mendonça, RC; Salles, AEH","45","1977","09","13","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do Roncador. Picada M-1","-47.9375","-15.8125",NA,NA,NA,NA,NA,NA,NA,"-47.9375","-15.8125",NA,NA,"2008",NA,NA,"03","17",NA,NA
"43","2020-10-01 14:16:28-03","JBB","HEPH","6161","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Heringer, EP","220","1977","10","17","Southern America","Brasil","Distrito Federal","Brasília","IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2008",NA,NA,"03","17",NA,NA
"44","2020-10-01 14:16:28-03","JBB","HEPH","6168","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Heringer, EP; Paula, JE de; Mendonça, RC; Salles, AEH","279","1977","11","22","Southern America","Brasil","Distrito Federal","Brasília","IBGE Picada M1","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2008",NA,NA,"03","17",NA,NA
"45","2020-10-01 14:16:28-03","JBB","HEPH","33063","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Kuhlmann, MP","Kuhlmann, MP","182","2013","02","28","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br",NA,NA,NA,NA,NA,"70570","auto","2013",NA,NA,"02","28",NA,NA
"46","2020-10-01 14:16:28-03","JBB","HEPH","2649","S","Plantae","Dicotyledon","Ericales","Primulaceae","Cybianthus","goyazensis","Cybianthus goyazensis","Mez","Jung-Mendaçolli, SL","Ramos, AE","79","1982","07","21","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Córrego Acampamento","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2008",NA,NA,"03","17",NA,NA
