"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","typeStatus","coordinatePrecision","geoFlag","fieldNumber","sex"
"1","2021-03-15 16:37:00-03","NY","NYBG","1279943","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Octomeria","recchiana","Octomeria recchiana","Hoehne","G. Martinelli","10578","1984","12","06","South America","Brazil","Rio de Janeiro","Magé","Paraiso, Centro de Primatologia, floresta higrófilade encosta, margens do rio Paraiso.","-43.0406","-22.6531","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279943","NY01279943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-21 10:13:37-03","IBt","SP","473778","S","Plantae",NA,NA,"Orchidaceae","Octomeria","recchiana","Octomeria recchiana","Hoehne","Martinelli, G; Pessoa, SVA; Santos, C; Costa, D","10578","1984","12","06",NA,"Brasil","Rio de Janeiro","Magé","Estação Ecológica Estadual de Paraíso, Centro de Primatologia do RJ, margens do rio Paraíso","-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,"-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,NA
"3","2019-11-21 10:13:37-03","IBt","SP","20602a","Extra","Plantae",NA,NA,"Orchidaceae","Octomeria","recchiana","Octomeria recchiana","Hoehne","Recch, P","s.n.","1927","05","30",NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"SP002750","SP002750",NA,NA,"Hoehne, FC","1929","Holotype","18036","auto",NA,NA
"4","2019-11-21 10:13:37-03","IBt","SP","20602","S","Plantae",NA,NA,"Orchidaceae","Octomeria","recchiana","Octomeria recchiana","Hoehne","Recch, P","s.n.","1927","05","30",NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"SP002284","SP002284",NA,NA,"Hoehne, FC","1929","Holotype","18036","auto",NA,NA
"5","2020-04-02 20:11:21-03","AMES","HU-HERB","AMES 02173915","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Octomeria","recchiana","Octomeria recchiana","Hoehne","G. F. J. Pabst","464","1949","12","4","South America","Brazil","Rio de Janeiro",NA,"Retiro Petropolis",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464","undetermined"
