"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","relatedCatalogItem","typeStatus"
"49","2021-01-26 13:55:10-03","IMA","MAC","50491","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","Chagas-Mota","9530","2010","11","20",NA,"Brasil","Alagoas","Tanque D'Arca","RPPN Cachoeira.","-36.422006","-9.566469",NA,"Árvore ca. 7 m de altura. Flores passadas.; Mata Atlântica.","MAC0050491",NA,"2019","01","-36.422006","-9.566469",NA,NA,NA,NA,NA,"25",NA,NA,NA
"50","2021-01-26 13:55:10-03","IMA","MAC","64919","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","B.Schindler; M.Figueira; R.M.T.Costa","s.n.","2017","10","29",NA,"Brasil","Alagoas","Quebrangulo","Conglomerado do Inventário Florestal Nac","-36.3825","-9.166667",NA,"Árvore. Casca interna creme e externa com lenticelas em linhas verticais, líquens. Ausência de látex.; Mata Atlântica.","MAC0064919",NA,"2019","01","-36.3825","-9.166667","790","790",NA,NA,NA,NA,NA,NA,NA
"51","2021-01-26 13:55:10-03","IMA","MAC","64911","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","B.Schindler; M.Figueira; R.M.T.Costa","s.n.","2017","10","29",NA,"Brasil","Alagoas","Quebrangulo","Conglomerado do Inventário Florestal Nac","-36.3825","-9.166667",NA,"Árvore. Casca interna creme e externa com lenticelas. Ausência de látex.; Mata Atlântica.","MAC0064911",NA,"2019","01","-36.3825","-9.166667","790","790",NA,NA,NA,NA,NA,NA,NA
"52","2020-11-18 11:49:38-03","UERJ","HRJ","12326","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"L. P. G. Rosa; S. J. Silva Neto, W. Silva, C.L. Oliveira","s.n.","2012","07","20",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012805",NA,NA,NA,NA,NA,"524","524","32988","auto",NA,NA,NA,NA,NA
"53","2021-02-04 10:29:00-03","UFRPE","HST","3705","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","M.T.Monteiro","23534","1971","09","16",NA,"Brasil","Bahia","Itamarajú","Fazenda Palmeira","-39.5311012268066","-17.0391998291016",NA,"Flores de cor roxa sem perfume","HST003705",NA,"2012","03",NA,NA,NA,NA,"55932","auto",NA,NA,NA,NA,NA
"54","2021-02-04 10:29:00-03","UFRPE","HST","3696","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","D.P.Lima","12710","1971","09","28",NA,"Brasil","Bahia","Porto Seguro","Vila verde","-39.0647010803223","-16.4496994018555",NA,"Árvore, mais ou menos 35cm de diâmetro e mais ou menos 12m alt. Flores roxas, com cheiro enjoativo.","HST003696",NA,"2012","03",NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA,NA
"55","2021-04-07 16:08:49-03","UENF","HUENF","113","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Lima, H.C.","Lima, H.C.; Nascimento, M.T.; D.N.S. Machado",NA,"2016","09","21",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Trilha da Preguiça. Estação Ecológica Estadual de Guaxindiba","-41.094444","-21.375833",NA,"Tronco com casca levemente fissurada e pardacenta, DAP ca 60 cm. Frutos imaturos esverdeados, muito predados por papagaios e maritacas. Fotos HCL.","CARP00010299",NA,NA,NA,"41º5'40''W","21º22'33''S","6","6",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-09 10:13:22-03","UENF","HUENF","4787","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Archanjo, K.M.P.A.","2125","2009","06","18",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Palmeiras","-41.119722","-21.321667",NA,"Fragmento de Mata Atlântica","HUENF00004790",NA,NA,NA,"41º7'11''W","21º19'18''S","81","81",NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 16:08:49-03","UENF","HUENF","11518","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","E.A. Fortes; H.C. de Lima","Elenice A. Fortes; Haroldo C. de Lima; Herick B. M. Viana, Mariana A. Faitanin","86","2019","01","08",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Na trilha da Educação. Estação Estadual Ecológica de Guaxindiba.","-41.094722","-21.375833",NA,"Árvore ca. 20 m alt., tronco com casca fissurada a descamando em placas pequenas e rígidas, sapopemas a ca. 1 m alt., DAP 45,38 cm. Folhas levemente discolor, alterna espiraladas, dispostas no final do ramo, ramo de cor verde onde","HUENF00012448",NA,NA,NA,"41º5'41''W","21º22'33''S","16","16",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-09 10:13:22-03","UENF","HUENF","10855","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Archanjo, K.M.P.A.","5818","2010","05","28",NA,"Brasil","Rio de Janeiro","Natividade","Córrego Alegre.","-41.9733009338379","-21.042200088501",NA,"Parcela 20, imparipenada e alterna","HUENF00011539",NA,NA,NA,NA,NA,NA,NA,"18409","auto",NA,NA,NA,NA,NA
"59","2021-02-09 10:13:22-03","UENF","HUENF","9983","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lima, H.C.; Nascimento, M.T.; Machado, D.N.S.; Faitanin, M.A. & Broggio, I.S.",NA,"2016","09","19",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Mata do Funil - Distrito do Funil.","-40.9613990783691","-21.3019008636475",NA,"Árvore com 12m de alt. Tronco com casca levememte fissurada e pardacenta; DAP ca 25cm. Inflorescência ereta, raque verde-fusco-tomentoso. Flores levemente perfumadas, cálice fusco-tomentoso e corola alvo-lilás, vexilo com mácula ce","HUENF00010532",NA,NA,NA,NA,NA,NA,NA,"48091","auto",NA,NA,NA,NA,NA
"60","2021-02-25 10:12:14-03","CVRD","CVRD","646","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Haroldo C. de Lima","Silva, I.A.","183","1980","09","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angelim aracui","CVRD000646","CVRD000646","1984","03",NA,NA,NA,NA,"48094","auto","Magnoliopsida","16",NA,NA,NA
"61","2021-02-25 10:12:14-03","CVRD","CVRD","4611","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Folli, D.A.","2000","1993","09","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angelim aracui","CVRD004611",NA,NA,NA,NA,NA,NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA
"62","2021-02-25 10:12:14-03","CVRD","CVRD","15649","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Domingos A. Folli","Folli, D.A.","7493","2016","10","26","América do Sul","BRASIL","BA","Nova Viçosa",NA,"-39.371898651123","-17.8918991088867",NA,"<ll>dwc_commonname:</ll> Angelim aracui","CVRD015649",NA,"2016","10","-39.803.208","-17.859.552","81","81","70538","auto","Magnoliopsida","26",NA,NA,NA
"63","2021-02-25 10:12:14-03","CVRD","CVRD","2375","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Marcos de Souza Menandro","Folli, D.A.","976","1989","10","25","América do Sul","BRASIL","ES","Linhares","Próximo ao Escritório, nos fundos do Cajú.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angelim aracui","CVRD002375","CVRD002375","1989","10",NA,NA,NA,NA,"48094","auto","Magnoliopsida","25",NA,NA,NA
"64","2021-02-25 10:12:14-03","CVRD","CVRD","4955","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Domingos A. Folli","Farias, G.L.","661","1993","11","13","América do Sul","BRASIL","ES","Linhares","Próximo ao Viveiro de Exsências Nativas.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Angelim aracui","CVRD004955",NA,"1994","11",NA,NA,NA,NA,"48094","auto","Magnoliopsida","13",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2820584","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"J. G. Kuhlmann","157833","1927","8","18","South America","Brazil",NA,NA,"Guanabara, Mato Alto, proximo das Furnas - Tijuca, (entre kilometro 4-5-)",NA,NA,NA,NA,"US02149981","US02149981_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2859980","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"M. Kuhlmann","3923","1957","1","10","South America - Neotropics","Brazil","São Paulo",NA,"Capital, mata natural do Jardim Botanico (Parque do Estado)",NA,NA,NA,NA,"US02149982","US02149982_01",NA,NA,NA,NA,"25",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","1442453","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"A. Ducke","19226","1925","10","6","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Ad urbem loco Alto de Bôa Vista in silvis",NA,NA,NA,NA,"US02149985","US02149985_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","1829184","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"L. Tatto","17",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"From Lino Tatto",NA,NA,NA,NA,"US02149980","US02149980_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"69","2020-09-12 05:00:02-03","US","US","3175689","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"J. Tabacow & C. Chamas","005345","1988","8","24","South America","Brazil",NA,NA,"MG, 4km de Teofilo Otoni, direção Governador Valadares",NA,NA,NA,NA,"US02149984","US02149984_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"70","2020-09-12 05:00:02-03","US","US","2859979","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A. Iglesias",NA,"M. Kuhlmann","3923","1957","1","10","South America - Neotropics","Brazil","São Paulo",NA,"Capital, mata natural do Jardim Botanico (Parque do Estado)",NA,NA,NA,NA,"US02149983","US02149983_01",NA,NA,NA,NA,"25",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"71","2019-11-13 11:23:21-03","USP","SPF","200408","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A.Iglesias","Freitas, HS","Freitas, HS","44","2007","07","31",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.661444","-22.638611",NA,NA,"SPF00200408",NA,"2009",NA,"-44.661444","-22.638611","482","482",NA,NA,NA,NA,NA,NA,NA
"72","2020-05-08 11:13:16-03","UEFS","HUEFS","6693","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Kuhlmann, M.","3923","1956","10","18",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"HUEFS0006693","HUEFS0006693",NA,NA,NA,NA,NA,NA,"53584","auto","Rosanae",NA,NA,NA,NA
"73","2020-05-08 11:13:16-03","UEFS","HUEFS","245582","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Cardoso, D.","4200","2017","08","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro, junto ao muro do antigo viveiro, limite com o canteiro de plantas medicinais.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0245582",NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA,NA
"74","2020-05-08 11:13:16-03","UEFS","HUEFS","130679","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Pessoal do Horto Florestal","RB45593","1941","09","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130679",NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA,NA
"75","2020-05-08 11:13:16-03","UEFS","HUEFS","108610","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","Queiroz, E.P.","1215","2005","10","18",NA,"Brasil","Bahia","Salvador","Jardim Botânico de Salvador - JBSSA.","-38.510799407959","-12.9710998535156",NA,NA,"HUEFS0108610","HUEFS0108610","2008","07",NA,NA,NA,NA,"26018","auto","Rosanae",NA,NA,NA,NA
"76","2020-05-08 11:13:16-03","UEFS","HUEFS","144468","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lima, H.C.de","2686","1986","08","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro. Cultivado no Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0144468",NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA,NA
"77","2020-05-08 11:13:16-03","UEFS","HUEFS","130678","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lima, H.C.de","6466","2006","10","11",NA,"Brasil","Rio de Janeiro","Resende","Estrada para Mauá (BR 163) Km 17,4 após o entroncamento para Pedra Selada.","-44.505","-22.350556",NA,NA,"HUEFS0130678",NA,NA,NA,"44W30'18''","22S21'2''","750","750",NA,NA,"Rosanae",NA,NA,NA,NA
"78","2020-05-08 11:13:16-03","UEFS","HUEFS","134001","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","Cardoso, D.","2176","2007","08","23",NA,"Brasil","Bahia","Salvador","Jardim Botânico de Salvador, trás do prédo do Herbário.","-38.427222","-12.927222",NA,"Fragmento de Mata Atlântica.","HUEFS0134001",NA,"2012","03","38W25'38''","12S55'38''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"79","2020-05-08 11:13:16-03","UEFS","HUEFS","144474","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lima, H.C.de","6466","2006","10","11",NA,"Brasil","Rio de Janeiro","Resende","Estrada para Mauá (BR 163) Km 17,4 após o entrocamento para Pedra Selada.","-44.505","-22.350556",NA,"Mata de encosta degradada.","HUEFS0144474","HUEFS0144474",NA,NA,"44W30'18''","22S21'2''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"80","2020-05-08 11:13:16-03","UEFS","HUEFS","213691","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","H.C.de Lima","Lima, H.C.de","7913","2014","11","04",NA,"Brasil","Espírito Santo","Aracruz","Rod. ES-445, Km 10, Fazenda Limoeiro.","-40.15","-19.676667",NA,"Mata.","HUEFS0213691",NA,"2014","11","40W9'0''","19S40'36''","50","50",NA,NA,"Rosanae",NA,NA,NA,NA
"81","2020-05-08 11:13:16-03","UEFS","HUEFS","232730","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Neves, D.M.","1743","2014","03","14",NA,"Brasil","Bahia","Porto Seguro","Estação Pau-Brasil, CEPLAC","-39.174167","-16.3825",NA,"Mata ombrofila.","HUEFS0232730",NA,NA,NA,"39W10'27''","16S22'57''","110","110",NA,NA,"Rosanae",NA,NA,NA,NA
"82","2020-05-08 11:13:16-03","UEFS","HUEFS","237492","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Fortes, E.A.","86","2019","01","08",NA,"Brasil","Rio de Janeiro","São Francisco de Itabapoana","Estação Ecológica Estadual Guaxindiba. EEEG. Na trilha da educação.","-41.094722","-21.375833",NA,"Floresta Estacional Semidecidual sobre tabuleiro.","HUEFS0237492",NA,NA,NA,"41W5'41''","21S22'33''","16","16",NA,NA,"Rosanae",NA,NA,NA,NA
"83","2020-05-08 11:13:16-03","UEFS","HUEFS","130955","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","D.Cardoso","Cardoso, D.","2205","2007","11","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Arboreto do Jardim Botânico do Rio de Janeiro.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130955",NA,"2008","07",NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA,NA
"84","2020-05-08 11:13:16-03","UEFS","HUEFS","130680","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Matheus, R.","RB301260","1984","09","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio Janeiro., arboreto (seção XXXI, cant. D, Piq. 1).","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0130680",NA,NA,NA,NA,NA,NA,NA,"57442","auto","Rosanae",NA,NA,NA,NA
"85","2020-05-08 11:13:16-03","UEFS","HUEFS","144478","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke",NA,"Lima, H.C.de","3129","1987","09","19",NA,"Brasil","Espírito Santo","Linhares","Reserva da CVRD, estrada da Gávea Km 13. Mata alta próxima ao Brejo.","-40.0722007751465","-19.3910999298096",NA,NA,"HUEFS0144478",NA,NA,NA,NA,NA,NA,NA,"48094","auto","Rosanae",NA,NA,NA,NA
"86","2016-04-15 10:42:52-03","F","FMNH-SEEDPLANTS","V0365922F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0365922F","V0365922F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"87","2016-04-15 10:42:53-03","F","FMNH-SEEDPLANTS","V0365923F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0365923F","V0365923F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"88","2019-01-25 15:41:22-02","IAC","IAC","20818","S","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex Assis-Iglesias","H.F. Leitão Filho","H.M. Souza","s/nº","1969","07","20",NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental","-47.8825","-24.608333",NA,NA,NA,NA,"1969","07","-47.882500","-24.608333",NA,NA,NA,NA,NA,"20",NA,NA,NA
"89","2020-07-23 12:08:11-03","CEPLAC","CEPEC","67286","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,"H. C. de Lima","J. W. Tabacow",NA,"1988","08","24",NA,"Brasil","Minas Gerais","TEOFILO OTONI","4Km da cidade p/ G. Valadares.","-41.505298614502","-17.8575000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62594","auto",NA,NA,NA,"30/12/1988",NA
"90","2020-07-23 12:08:11-03","CEPLAC","CEPEC","94900","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,"H. C. de Lima","H. C. de Lima","5698","2000","02","24",NA,"Brasil","Rio de Janeiro","rio de janeiro","Jardim Botânico do Rio de Janeiro, Seção C, Cantero 31.","-43.2075004577637","-22.9027996063232",NA,"<ll>dwc_commonname:</ll> Angelim-amargoso",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"30/12/2000",NA
"91","2020-07-23 12:08:11-03","CEPLAC","CEPEC","75071","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera",NA,"M. Kuhlmann","M. Kuhlmann","3923","1956","09","01",NA,"Brasil","São Paulo","SÃO PAULO","Area urbana. Jardim Botanico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,"13/01/1957",NA
"92","2019-11-01 15:01:12-03","UnB","UB","129582","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex de Assis Iglesias","Lima, HC","Kuhlmann, M","3923","1955","10","18","Southern America","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Flor lilás.; Árvore 25m.",NA,NA,"1978",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"93","2021-02-23 13:22:32-03","MN","R-TIPOS","2892","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke","Lima, H.C.","Freire-Allemão, F.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000002892","R000002892_001","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotypus de Machaerium heteropterum Allemão"
"94","2020-08-26 10:49:07-03","MCN-FZBRS","HAS","87208","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex de Assis Iglesias",NA,"lane, F.","s.n.","1954","11",NA,NA,"Brasil","São Paulo","Juquiá","Mata da Fazenda Poço Grande,","-47.6300010681152","-24.3199996948242",NA,"Árvore derrubada. Madeira amarela. Ver amostra de madeira, da qual foi enviado um pedaço à S. de madeiras do IPT pelo coletor.","HAS0087208",NA,NA,NA,NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA
"95","2019-11-21 10:06:50-03","IBt","SP","48218","S","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A.Iglesias","Cardoso, D","Rosa, P","s.n.","1939","09","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Distrito Federal, Gávea","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"96","2019-11-21 10:06:50-03","IBt","SP","48084","S","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A.Iglesias","Cardoso, D","Ducke, A","s.n.","1925","10","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Dsitrito Federal, Tijuca, Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"97","2019-11-21 10:06:50-03","IBt","SP","55526a","Extra","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A.Iglesias","Cardoso, D","Kuhlmann, M","3923","1957","01","10",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, Mata natural do Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP028463","SP028463","2012","03",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"98","2019-11-21 10:06:50-03","IBt","SP","55526","S","Plantae",NA,NA,"Fabaceae","Vatairea","heteroptera","Vatairea heteroptera","(Allemão) Ducke ex F.A.Iglesias","Cardoso, D","Kuhlmann, M","3923","1957","01","10",NA,"Brasil","São Paulo","São Paulo","Parque do Estado, Mata natural do Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP028464","SP028464","2012","03",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
