"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","00942095","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","L. G. Pataro de Almeida","H. S. Irwin","20178","1968","02","15","South America","Brazil","Minas Gerais","Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942095","NY00942095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","00942096","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","L. G. Pataro de Almeida","H. S. Irwin","20486a","1968","02","19","South America","Brazil","Minas Gerais","Serra do Cipó, km. 115 (ca. 140km N. of Belo Horizonte).","-43.4","-18.9","1250","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942096","NY00942096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","00941980","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941980","NY00941980_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00941981","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","C. A. Cogniaux","L. Riedel",NA,"1824","08",NA,"South America","Brazil","Minas Gerais","In summitate Itacolumi [Itacolomi], locis sasosis.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941981","NY00941981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","00942097","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","L. G. Pataro de Almeida","H. S. Irwin","20537","1968","02","19","South America","Brazil","Minas Gerais","Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942097","NY00942097_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01066563","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","L. G. Pataro de Almeida","A. P. Duarte","2004","1949","12","03","South America","Brazil","Minas Gerais","Serra do Cipó ? kilometro 129-130","-43.505872","-19.227045",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066563","NY01066563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1281715","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","T. Rolim","T. Rolim","366","2010","06","16","South America","Brazil","Minas Gerais","Parque Estadual do Itacolomi-PEI, sertão (CGS).",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281715","NY01281715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","00941982","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","C. A. Cogniaux","L. Riedel",NA,"1824","08",NA,"South America","Brazil","Minas Gerais","In summitate Itacolumi [Itacolomi], locis sasosis.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941982","NY00941982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-11-13 09:20:17-03","UFRJ","RFA","6870","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Trembleya","stenophylla","Trembleya stenophylla","Naudin","J.J. Wurdack","A.P. Duarte","4563",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó, Chapéu de Sol",NA,NA,NA,NA,NA,"Planta de formação ripária","RFA26618",NA,"1975","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-30 12:44:52-03","EAO","IAN","14019","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Trembleya","calycina","Trembleya calycina","Cham.","Barreto, M","Magalhães, MG","s.n.","1937","08","11","Southern America","Brasil","Minas Gerais","Nas pedras, Serra do Itacolomi, muito frequente.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"IAN014019","IAN014019 IAN014019_e",NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
