"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1","2021-04-05 14:25:46-03","UNESC","CRI","2755","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L. B. Smith","Reitz; Klein","6794","1958","07","14","Brasil","Santa Catarina","Lauro Muller","Pinhal da Companhia.","-49.396944","-28.393333","49º23'49''W","28º23'36''S","300","300","Habitat: mata de pinheral Habito: erva","CRI002520","CRI002520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:46-03","UNESC","CRI","2756","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L. B. Smith","R. Reitz; R. M. Klein",NA,"1964","01","03","Brasil","Santa Catarina","Guaraciaba","São Luis","-53.515278","-26.599167","53º30'55''W","26º35'57''S","700","700","(HBR) Flor verde. Habito: Herbácea","CRI013760","CRI013760","1985","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1064827","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","amoenus","Phyllanthus amoenus","Müll.Arg.","G. L. Webster","H. S. Irwin","28858","1971","01","22","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199633' target='other'> <mi>dwc_moreinfo</mi></a>","NY01064827","NY01064827_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","00908114","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","amoenus","Phyllanthus amoenus","Müll.Arg.","G. L. Webster","H. S. Irwin","28708","1971","01","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Piedade, road between BR-31 and Caeté","-43.676328","-19.820266",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908114","NY00908114_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1104827","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","retroflexus","Phyllanthus retroflexus","Brade",NA,"A. C. Brade","19329","1948","08","21","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Morro de Sal","-41.1128","-20.8492",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1295139' target='other'> <mi>dwc_moreinfo</mi></a>","NY01104827","NY01104827_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1104808","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","retroflexus","Phyllanthus retroflexus","Brade",NA,"A. C. Brade","19768","1949","06","06","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Vargem Alta, Morro de Sal","-41.018318","-20.669524",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1295296' target='other'> <mi>dwc_moreinfo</mi></a>","NY01104808","NY01104808_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","273119","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","retroflexus","Phyllanthus retroflexus","Brade",NA,"A. C. Brade","19768","1949","06","06","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Vargen Alta, Morro de Sal","-41.1128","-20.8492",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273119","NY00273119_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","529109","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","J. P. P. Carauta","P. J. M. Maas","7092","1987","12","03","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, km 3, Alto da Boa Vista, Parque Nacional de Tijuca; roadside","-43.264624","-22.969328",NA,NA,"400","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101328' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529109","NY00529109_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","529105","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","J. C. Gomes","J. C. Gomes","1204","1961","07","23","Brazil","Rio de Janeiro","Maricá","Inoa. Est. do Río de Janeiro, serra c/","-42.8183","-22.9194",NA,NA,"300","300","Collector given as Gomes <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529105","NY00529105_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","529114","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529114","NY00529114_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","529110","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","F. W. Hunnewell","9904","1925","11","23","Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075","-22.9031",NA,NA,"457","457","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529110","NY00529110_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","529099","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L. B. Smith; S. F. Smith","G. G. Hatschbach","14142","1966","03","24","Brazil","Paraná","Antonina","Rio Cotia","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529099","NY00529099_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1065398","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L. B. Smith","G. G. Hatschbach","28060","1971","11","16","Brazil","Minas Gerais","Cunha Magalhaes","Rio Jequitinonha.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1231295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065398","NY01065398_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","529101","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. G. Hatschbach","G. G. Hatschbach","35433","1977","11","13","Brazil","Paraná","Jaguariaíva","Rio Jaguariaiva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529101","NY00529101_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","529103","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"A. F. M. Glaziou","15412",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101342' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529103","NY00529103_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","529104","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"A. F. M. Glaziou","17914",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529104","NY00529104_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01806191","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","H.-J. Esser","W. W. Thomas","15218","2010","02","27","Brazil","Alagoas","Quebrangulo","Reserva Biológica Pedra Talhada. Trail from reserve base (sede) to the top of Pedra Talhada.","-36.44542","-9.25722",NA,NA,"488","773","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806191","NY01806191_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","529108","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","J. P. Lanna Sobrinho","1881","1969","12","04","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Rio de Janeiro, Estrada de Jacarapaguá, Musema","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529108","NY00529108_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","529113","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","J. F. de Toledo","W. Hoehne","44791","1940","09",NA,"Brazil","São Paulo",NA,"Cultura proc. do Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529113","NY00529113_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1065399","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","Kew Herbarium","H. S. Irwin","19952","1968","02","12","Brazil","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1231296' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065399","NY01065399_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02913119","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"R. C. Forzza","5765","2009","11","20","Brazil","Espírito Santo","Nova Venécia","Estrada para São Gabriel da Palha, Serra de Cima. Propriedade de Waldemar Cipriano. Inselbergue.","-40.4722223","-18.8030556",NA,NA,"260","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3228080' target='other'> <mi>dwc_moreinfo</mi></a>","NY02913119","NY02913119_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1552402","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"L. Riedel","27",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1941521' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552402","NY01552402_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","687368","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","J. G. Jardim","2806","2000","02","24","Brazil","Bahia","Santa Teresinha","14.5 km na rod. Elísio Medrado/Sta. Teresinha. Torre da Embratel, ca. 7 km do Distr. de Pedra Branca. Serra da Giboia.","-39.4758333","-12.8536111",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687368","NY00687368_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","529112","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","R. Reitz","2539","1956","01","20","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529112","NY00529112_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","529098","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","R. M. Harley","20507","1980","01","19","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional de Tijuca, Estrada do Sumaré","-43.28936","-22.95622",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529098","NY00529098_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","529111","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","W. Punt","P. J. M. Maas","3411","1997","10","23","Brazil","Rio de Janeiro","Rio de Janeiro","Gavea","-43.250118","-22.98261",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529111","NY00529111_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","529060","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","J. A. Kallunki","330","1993","01","18","Brazil","Espírito Santo","Piúma","Roadside at base of Morro do Agá, ca. 5 km S of Piuma on Rod. ES-60","-40.77","-20.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529060",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","529106","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","G. L. Webster","25434","1984","10","27","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional de Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"500","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529106","NY00529106_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,"57442","auto",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","529107","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","G. L. Webster","25430","1984","10","27","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional de Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"500","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529107","NY00529107_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,"57442","auto",NA,NA,NA,NA,NA
