"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"30","2021-03-15 16:37:00-03","NY","NYBG","529100","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L. B. Smith","L. B. Smith","14763","1965","01","18","Brazil","Paraná","Jaguariaíva","Barra do Rio das Mortes, Rio Jaguariaiva","-49.27","-24.13",NA,NA,"810","810","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529100","NY00529100_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","273128","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"H. A. Weddell","308","1843",NA,NA,"Brazil","Rio de Janeiro",NA,"Environs de Rio-Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101341' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273128","NY00273128_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet","syntype",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","529102","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","G. L. Webster","G. G. Hatschbach","31416","1973","02","10","Brazil","Minas Gerais","Caparaó","Parque Nac. de Caparao","-41.833235","-20.461749",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=101332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00529102","NY00529102_01",NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG3652","S","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus",NA,NA,NA,NA,"2010",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Gandarela - Município de Santa Bárbara",NA,NA,NA,NA,NA,NA,"Estrada Paiol. Florística e Fitossociologia para ampliação de mina de dolomito calcário. Doação Bioma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:54-03","UFRJ","RFA","12906","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","D.L. Campos","E. Pereira","7180","1962","09","19","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Corcovado. Viaduto do Inferno","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto de 1 m de altura; flores alvas","RFA40450",NA,"1995","07","04",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"35","2020-06-29 11:31:54-03","UFRJ","RFA","12904","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L.B. Smith","G. Pabst; E. Fromm; E. santos","6779","1961","10","10","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré","-43.2075004577637","-22.9027996063232",NA,NA,"650","650","Frutex; fl. albidis","RFA40449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"36","2020-06-29 11:31:54-03","UFRJ","RFA","13019","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","L.B. Smith","G. Pabst","4788","1959","03","15","Brasil","Rio de Janeiro","Rio de Janeiro","Gruta do Imprensa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RFA40447",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"37","2020-06-29 11:31:54-03","UFRJ","RFA","4541","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","D.L. Campos","P. Occhioni","1730","1944","12","14","Brasil","Rio de Janeiro","Rio de Janeiro","Morro Queimado, próximo a Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Herbácea; flor esverdeada","RFA40446",NA,"1995","07","04",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"38","2019-11-19 15:43:59-03","UNEB","HUNEB","7593","PreservedSpecimen","Plantae","Euphorbiaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Muell Arg.",NA,"Costa, A.","5","1996","08","24","Brasil","Bahia","Santa Teresinha","Serra da Jibóia","-39.476111","-12.8525","39W28'34''","12S51'9''","800","800",NA,"HUNEB0007593",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"39","2019-11-19 15:43:59-03","UNEB","HUNEB","7605","PreservedSpecimen","Plantae","Euphorbiaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Muell Arg.",NA,"Bastos, S.K.M.","2","1996","08","24","Brasil","Bahia","Santa Teresinha","ca. De 16 km da cidade de castro Alves.","-39.476111","-12.969167","39W28'34''","12S58'9''","248","248",NA,"HUNEB0007605",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"40","2021-04-08 17:43:18-03","EAO","IAN","19489","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","janeirensis","Phyllanthus janeirensis","Müll.Arg.",NA,"Glaziou, AFM","1467",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN019489",NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:46:43-03","EAO","IAN","93575","PreservedSpecimen","Plantae","Phyllanthaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"Glaziou, AFM","11544",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093575",NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:49:55-03","NBC","NL-BOTANY","L.1162310","PreservedSpecimen","Plantae","Euphorbiaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1162310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1162310","NL-L1162310",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:49:55-03","NBC","NL-BOTANY","L.2247573","PreservedSpecimen","Plantae","Euphorbiaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.",NA,"Riedel L",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2247573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2247573","NL-L2247573",NA,NA,NA,NA,"Malpighiales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","L 0135876 | 904117172",NA,NA,NA
"44","2020-02-08 09:49:55-03","NBC","NL-BOTANY","U.1474860","PreservedSpecimen","Plantae","Euphorbiaceae","Phyllanthus","subemarginatus","Phyllanthus subemarginatus","Müll.Arg.","Punt W","Hatschbach GG; Hatschbach M; Silva JM",NA,"1998","10","17","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1474860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1474860","NL-U1474860","2003","07","01",NA,"Malpighiales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0085413",NA,NA,NA
