"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","individualCount","infraspecificEpithet","relatedCatalogItem","dayIdentified"
"11","2019-12-06 19:29:31-03","UFES","VIES","33320","S","Plantae",NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Moreira, L.N.","82","2007","07","14",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","RPPN Cafundó.","-41.216667","-20.716667",NA,NA,"VIES033320","VIES033320","(Baill.) G.L.Webster",NA,NA,NA,"41º13'0''W","20º43'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:24:03-03","MBM","MBM","295636","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Oliveira, P.P. de","30","1997","10","15","Southern America","Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Baixada","MBM295636","MBM295636","(Bail.) G.L. Webster","Oliveira, L.S.D. de","2009","06",NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:24:56-03","MBM","MBM","295629","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Oliveira, P.P. de","2","1997","12","10","Southern America","Brazil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,NA,"MBM295629","MBM295629","Baill.","Lombardi, J.A.",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-09-05 08:47:49-03","MNHN","RECOLNAT_MNHN_P","P05532783","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Nadeaud",NA,"1862","1","1",NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05532783' target='other'> <mi>dwc_moreinfo</mi></a>","P05532783","P05532783_01","(Baill.) G.L.Webster","Pinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-05 09:12:47-03","MNHN","RECOLNAT_MNHN_P","P05484264","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii",NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484264' target='other'> <mi>dwc_moreinfo</mi></a>","P05484264","P05484264_01","(Baill.) G.L.Webster","Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-09-05 08:47:49-03","MNHN","RECOLNAT_MNHN_P","P05532785","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05532785' target='other'> <mi>dwc_moreinfo</mi></a>","P05532785","P05532785_01","(Baill.) G.L.Webster","Pinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-05 08:47:49-03","MNHN","RECOLNAT_MNHN_P","P05532789","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05532789' target='other'> <mi>dwc_moreinfo</mi></a>","P05532789","P05532789_01","(Baill.) G.L.Webster","Pinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-05 08:33:06-03","MNHN","RECOLNAT_MNHN_P","P05472220","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoinha dos Porcos, au Corcovado.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05472220' target='other'> <mi>dwc_moreinfo</mi></a>","P05472220","P05472220_01","(Baill.) G.L.Webster","Pinto",NA,NA,NA,NA,"57442","auto",NA,"3109",NA,NA,NA,NA,NA,NA,NA
"19","2009-02-12 14:14:32-02","MNHN","RECOLNAT_MNHN_P","P00716375","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","s.c.",NA,"1819",NA,NA,NA,"Brésil",NA,NA,"Leandro di Saccramento",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716375' target='other'> <mi>dwc_moreinfo</mi></a>","P00716375","P00716375_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"20","2015-09-26 14:10:14-03","MNHN","RECOLNAT_MNHN_P","P00716376","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","s.c.",NA,"1819",NA,NA,NA,"Brésil",NA,NA,"Leandro di Saccramento",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716376' target='other'> <mi>dwc_moreinfo</mi></a>","P00716376","P00716376_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"21","2018-01-08 15:42:23-02","MNHN","RECOLNAT_MNHN_P","P04786012","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra do Couto, près Petrópolis .",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04786012' target='other'> <mi>dwc_moreinfo</mi></a>","P04786012","P04786012_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,"3107",NA,NA,NA,NA,NA,NA,NA
"22","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484304","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Miers",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484304' target='other'> <mi>dwc_moreinfo</mi></a>","P05484304","P05484304_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,"9821",NA,NA,NA,NA,NA,NA,NA
"23","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484305","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Miers",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484305' target='other'> <mi>dwc_moreinfo</mi></a>","P05484305","P05484305_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,"3821",NA,NA,NA,NA,NA,NA,NA
"24","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484308","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484308' target='other'> <mi>dwc_moreinfo</mi></a>","P05484308","P05484308_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,"3107",NA,NA,NA,NA,NA,NA,NA
"25","2015-09-26 12:55:59-03","MNHN","RECOLNAT_MNHN_P","P00716374","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","s.c.",NA,"1819",NA,NA,NA,"Brésil",NA,NA,"Leandro di Saccramento",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716374' target='other'> <mi>dwc_moreinfo</mi></a>","P00716374","P00716374_01","Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA
"26","2015-09-05 09:12:49-03","MNHN","RECOLNAT_MNHN_P","P05484310","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich",NA,"1972","8","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado , Estrada da Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484310' target='other'> <mi>dwc_moreinfo</mi></a>","P05484310","P05484310_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3693",NA,NA,NA,NA,NA,NA,NA
"27","2015-09-05 09:12:49-03","MNHN","RECOLNAT_MNHN_P","P05484313","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich, M.",NA,"1972","8","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado, Estrada da Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484313' target='other'> <mi>dwc_moreinfo</mi></a>","P05484313","P05484313_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3693",NA,NA,NA,NA,NA,NA,NA
"28","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484303","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich, M.",NA,"1972","5","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado, Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484303' target='other'> <mi>dwc_moreinfo</mi></a>","P05484303","P05484303_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3695",NA,NA,NA,NA,NA,NA,NA
"29","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484302","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emygdio, L.|Emmerich, M.",NA,"1972","5","31",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré a Lagoinha.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484302' target='other'> <mi>dwc_moreinfo</mi></a>","P05484302","P05484302_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3197",NA,NA,NA,NA,NA,NA,NA
"30","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484307","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich",NA,"1968","3","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto do Museu Nacional.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484307' target='other'> <mi>dwc_moreinfo</mi></a>","P05484307","P05484307_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-05 09:12:49-03","MNHN","RECOLNAT_MNHN_P","P05484309","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich, M.",NA,"1973","2","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vertente Sul do Corcovado. Entrada pela foaua rugelica.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484309' target='other'> <mi>dwc_moreinfo</mi></a>","P05484309","P05484309_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3715",NA,NA,NA,NA,NA,NA,NA
"32","2015-09-05 09:12:48-03","MNHN","RECOLNAT_MNHN_P","P05484306","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Sucre, D.",NA,"1972","9","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vertente sul do Corcovado, estrada pela rua Joana Angélica.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484306' target='other'> <mi>dwc_moreinfo</mi></a>","P05484306","P05484306_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"9612",NA,NA,NA,NA,NA,NA,NA
"33","2015-09-05 09:12:49-03","MNHN","RECOLNAT_MNHN_P","P05484311","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Emmerich",NA,"1973","2","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vertente sul do Corcovado; Pela Joana Angelica; .","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05484311' target='other'> <mi>dwc_moreinfo</mi></a>","P05484311","P05484311_01","Baill.",NA,NA,NA,NA,NA,"57442","auto",NA,"3715",NA,NA,NA,NA,NA,NA,NA
"34","2015-09-26 12:56:21-03","MNHN","RECOLNAT_MNHN_P","P00716377","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","longipetiolata","Tetraplandra longipetiolata","Glaziou, A.",NA,"1881","9","22",NA,"Brésil",NA,NA,"Rio de Janeiro: entre Lagoa dos Peixe et le Rio Bonito",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716377' target='other'> <mi>dwc_moreinfo</mi></a>","P00716377","P00716377_01","Pax & K.Hoffm.",NA,NA,NA,NA,NA,NA,NA,NA,"13171","isotype",NA,NA,NA,NA,NA,NA
"35","2015-09-26 12:56:33-03","MNHN","RECOLNAT_MNHN_P","P00716378","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","longipetiolata","Tetraplandra longipetiolata","Glaziou, A.",NA,"1881","9","22",NA,"Brésil",NA,NA,"Rio de Janeiro: entre Lagoa dos Peixe et le Rio Bonito",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716378' target='other'> <mi>dwc_moreinfo</mi></a>","P00716378","P00716378_01 P00716378_02","Pax & K.Hoffm.",NA,NA,NA,NA,NA,NA,NA,NA,"13171","type",NA,NA,NA,NA,NA,NA
"36","2017-07-21 13:51:38-03","MNHN","RECOLNAT_MNHN_P","P00716379","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Tetraplandra","longipetiolata","Tetraplandra longipetiolata","Glaziou, A.",NA,"1881","9","22",NA,"Brésil",NA,NA,"Rio de Janeiro: entre Lagoa dos Peixe et le Rio Bonito",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00716379' target='other'> <mi>dwc_moreinfo</mi></a>","P00716379","P00716379_01","Pax & K.Hoffm.",NA,NA,NA,NA,NA,NA,NA,NA,"13171","isotype",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:37:16-03","UFMG","BHCB","44258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Algernonia","leandrii","Algernonia leandrii","Oliveira, PP de","887","1998","09","15",NA,NA,NA,NA,NA,NA,NA,NA,"Fruto verde maduro, com látex; brejo","BHCB046051",NA,"(Baill.) G.L.Webster",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:37:16-03","UFMG","BHCB","44259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Algernonia","leandrii","Algernonia leandrii","Oliveira, PP de","887A","1997","10","15",NA,NA,NA,NA,NA,NA,NA,NA,"brejo","BHCB046050",NA,"(Baill.) G.L.Webster",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:37:16-03","UFMG","BHCB","44979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Algernonia","leandrii","Algernonia leandrii","Oliveira, PP de","02","1997","12","10",NA,NA,NA,NA,NA,NA,NA,NA,"baixada","BHCB046049",NA,"(Baill.) G.L.Webster",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:37:16-03","UFMG","BHCB","82784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Algernonia","leandrii","Algernonia leandrii","Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","5487","2003","08","24","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.056083","-16.405194",NA,"Coordenadas originais: 16°24'18,7-23'59S; 40°03'21,9-42,5W; Cega-bobo. Avoreta, ca. 3 m, comlátex, folhas coriáceas, frutos imaturos verdes.; Mata hidrófila, terreno plano e encosta.","BHCB046048",NA,"(Baill.) G.L.Webster",NA,"2010",NA,"-40.056083","-16.405194",NA,NA,NA,NA,NA,"765","776",NA,NA,NA,NA
"41","2020-12-11 11:37:16-03","UFMG","BHCB","44251","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Algernonia","leandrii","Algernonia leandrii","Oliveira, PP de","859","1997","10","15","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Res. Biol. União","-41.9449996948242","-22.5268993377686",NA,"Brejo","BHCB046052",NA,"(Baill.) G.L.Webster",NA,"2010",NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:35:31-03","UFMG","BHCB","47321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:35:31-03","UFMG","BHCB","43739","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:35:31-03","UFMG","BHCB","44980","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:35:31-03","UFMG","BHCB","44981","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:35:31-03","UFMG","BHCB","47177","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Tetraplandra","leandrii","Tetraplandra leandrii","Oliveira, PP de","30","1999","01","13","Southern America","Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União, Trilha 1","-41.9449996948242","-22.5268993377686",NA,"Plantas do Brasil. Mata Atlântica. Flor/fruto verde; terrícola, interior de floresta.",NA,NA,"Baill.",NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA,"1400","1400",NA,NA,NA,NA
"47","2015-10-08 11:07:00-03","MO","MOBOT","142370","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Ariane L. Peixoto|et al.","Peixoto 4123","1987","1","20","South America","Brazil","Rio de Janeiro",NA,"Jacarepagua, represa de Camorin. Floresta Atlantica de encosta. Transect 7",NA,NA,NA,NA,NA,NA,"(Baill.) G.L. Webster","K.J. Wurdack",NA,NA,NA,NA,NA,NA,NA,"87-7",NA,NA,NA,"2",NA,NA,NA
"48","2016-06-21 08:47:00-03","MO","MOBOT","100866934","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","leandrii","Algernonia leandrii","Ludwig Riedel","Riedel s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Serra-Estrella.",NA,NA,NA,NA,NA,NA,"(Baill.) G.L. Webster","R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
