"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"53","2008-05-27 22:02:00-03","MO","MOBOT","1233970","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","F.O. Zuloaga, 1998 (SI)","Schulz, A.","1969","2","21","Argentina","Chaco",NA,"Dpto. 1 de Mayo: Camino de Colonia Benítez a Antequera. Laguna La Mora. Cultivada en C. Benítez.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schulz 16512","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1234107","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","O. Morrone, 1999 (SI)","Fernando O. Zuloaga","1987","11","15","Argentina","Buenos Aires",NA,"Punta Lara: Ayo. Las Cañas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 3358","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-06-21 12:32:00-03","MO","MOBOT","1362572","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","O. Morrone, 1999 (SI)","T.J.V. Stuckert","1902","1",NA,"Argentina","Córdoba",NA,"Auf rotem, fuechtem Toscalboden.",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Stuckert 363","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","213570","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl",NA,"T. Haenke",NA,NA,NA,"Chile","Santiago","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haenke s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2011-12-22 05:00:00-02","MO","MOBOT","221627","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl",NA,"Teodoro Rojas","1919","1",NA,"Paraguay","San Pedro",NA,"Puerto Antequera, Alto Paraguay, Estancia Itacurubi, Campo Palmar.","-57.11666","-24.13333",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 8530","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-04-23 21:27:00-03","MO","MOBOT","2293054","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Morrone, O.","Liliana M. Giussani|Osvaldo Morrone","2003","1","1","Argentina","Buenos Aires","Tandil","Rta prov. 74, a 3 km de Tandil. Sierra de las Ánimas, base del camino a La Cascada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giussani 321","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-21 09:16:00-03","MO","MOBOT","2293065","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Morrone, O.","Liliana M. Giussani|Osvaldo Morrone","2003","1",NA,"Argentina","Córdoba","Calamuchita","Los Reartes, a 1 km de la ruta, junto a la costa del río",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Giussani 323","South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"60","2009-07-09 17:05:00-03","MO","MOBOT","2476774","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Zuloaga, F. O.","Gert G. Hatschbach",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 5385","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-08-21 20:53:00-03","MO","MOBOT","2517253","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Zuloaga, F. O.","Bernardo Rosengurtt",NA,NA,NA,"Uruguay","Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosengurtt 713","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2009-08-21 20:53:00-03","MO","MOBOT","2518415","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Zuloaga, F. O.","Bernardo Rosengurtt",NA,NA,NA,"Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosengurtt 5352","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-07-02 03:32:00-03","MO","MOBOT","2966411","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","O. Morrone (SI)","Jason R. Swallen","1945","12","4","Brazil","Rio Grande do Sul",NA,"Fazenda Experimental de Cricão Bagé. In wet ground and in shallow water.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swallen 7591","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-07-10 17:57:00-03","MO","MOBOT","2970400","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl",NA,"Troels M. Pedersen","1954","4","20","Argentina","Corrientes","San Luis del Palmar","Between. Puente Pehnajo and Paso Horqueta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 2673","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2011-02-07 10:39:00-02","MO","MOBOT","2970442","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl",NA,"T.J.V. Stuckert","1931","11","20","Argentina","Córdoba","Colón","Casa Bamba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stuckert 23863","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","2970514","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","G. Davidse","Camilo L. Quarín","1979","7","10","Uruguay",NA,NA,"4 km South West of Minas/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quarín 3637","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","2970559","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Rosengurt","Camilo L. Quarín","1979","7","7","Uruguay",NA,NA,"Garden of Facultad de Agronomia at Montevideo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quarín 3615","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-12-14 21:23:00-02","MO","MOBOT","2970711","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","J. Presl","Belén Jiménez","1996","12","5","Paraguay",NA,NA,"Canindeyú: Carpa cue, pastizal sur 54450/29200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiménez 1773","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2012-06-15 17:39:00-03","MO","MOBOT","2970796","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Stephen F. Smith","L. Scur","2000","1","12","Brazil",NA,NA,"RS - Mun. de Caxias do Sul - Fazenda Souza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scur 397","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-07-30 06:23:00-03","MO","MOBOT","1418435","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","O. Morrone & F.O. Zuloaga, 2002 (SI)","Elsa M. Zardini|R. Gamarra","1999","10","24","Paraguay","Itapúa",NA,"Yacyretá Dam Island: San Miguel. Collecting area: around four hectares.","-56.7594444","-27.4725",NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 52056","South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","1184",NA
"71","2014-02-03 22:19:00-02","MO","MOBOT","1589818","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Gerrit Davidse, XI/2001 (MO)","Jean Petitbon","2001","8","29","Suriname","Wanica",NA,"Entre Paramaribo et Domburg. Fossé humide en bord de piste.","-55.1","5.43333",NA,NA,NA,NA,NA,NA,NA,NA,"Petitbon 324","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-11-24 14:12:07-02","UFLA","ESAL","13962","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Carvalho, DA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Campo Belo","Fazenda Bom Jardim","-45.2771987915039","-20.8971996307373",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; 1.80 m; ;; ripário",NA,NA,NA,NA,"21379","auto",NA,NA,NA
"73","2017-11-24 14:12:07-02","UFLA","ESAL","11450","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Pereira, SC",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"; ; ;; ripário",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-11-24 14:12:07-02","UFLA","ESAL","11454","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Pereira, SC",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-11-24 14:12:07-02","UFLA","ESAL","13812","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Carvalho, DA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; 1.50; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-11-24 14:12:07-02","UFLA","ESAL","14781","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Carvalho, DA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; 1.80; ;; ripário",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-10-09 16:32:06-03","UFLA","ESAL","1571","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Black",NA,NA,NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,"1.773-B",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2018-10-09 16:32:06-03","UFLA","ESAL","1588","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Elcias Lima",NA,NA,NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,"1.777-B",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2018-08-31 12:41:55-03","UFLA","ESAL","1987","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Carvalho, DA",NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Fazenda Rui Barbosa","-44.642778","-21.488056","-44.642778","-21.488056",NA,NA,NA,NA,NA,NA,"115",NA,NA,"erva; 1.00; ;; formação antrópica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2018-10-09 16:32:06-03","UFLA","ESAL","406","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Black",NA,NA,NA,"Brasil","Minas Gerais","Lavras",NA,"-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,"864",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-11-24 14:12:07-02","UFLA","ESAL","423","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-11-24 14:12:07-02","UFLA","ESAL","9265","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","L. Krieger (UFJF- 21.901)",NA,NA,NA,"Brasil","Minas Gerais","Antônio Carlos","Fazenda Borda do Campo","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"; ; inflorescência arroxeada;; floresta",NA,NA,NA,NA,"30131","auto",NA,NA,NA
"83","2017-11-24 14:12:07-02","UFLA","ESAL","14164","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Villela, EA; Carvalho, DA",NA,NA,NA,"Brasil","Minas Gerais","Careaçu","Margem da Fernão Dias","-45.6991996765137","-22.0431003570557",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; 1.70; ;; palustre",NA,NA,NA,NA,"15274","auto",NA,NA,NA
"84","2017-11-24 14:12:07-02","UFLA","ESAL","13822","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Regina Célia de Oliveira","Villela, EA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Nazareno","Fazenda Pedra Redonda","-44.611400604248","-21.2164001464844",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"erva; 1.00; ;; palustre",NA,NA,NA,NA,"15209","auto",NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2854692","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl in C. Presl",NA,"T. P. X. Haenke",NA,NA,NA,"Chile",NA,NA,"Cordillera.",NA,NA,NA,NA,NA,NA,"US00140641","US00140641_01",NA,"Cyperales","---","South America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA,"Type fragment"
"86","2020-09-02 16:37:16-03","Cenargen","CEN","3747","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","G. H. Rua","José Francisco Montenegro Valls","1971","12","05","Brasil",NA,NA,"Bom Jesus- Hortêncio Dutra.",NA,NA,NA,NA,NA,NA,"CEN00003747","CEN00003747",NA,NA,"1895",NA,"Exsicatas","Perto de banhado. Colido para análise citológica. Doação - Herb. U.F.R.G.S. - Porto Alegre. n°: 24401",NA,"2007","05",NA,NA,NA,"1",NA,NA
"87","2020-09-02 16:37:16-03","Cenargen","CEN","3724","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","G. H. Rua","José Francisco Montenegro Valls","1971","01","26","Brasil","RS","SAO FRANCISCO DE PAULA","Km 125 da rodovia P. Alegre - Bom Jesus ( via S. Francisco)","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"CEN00003724","CEN00003724",NA,NA,"1462",NA,"Exsicatas","Colhido para análise citológica. Doação - Herb. U.F.R.G.S. - Porto Alegre. n°: 24400",NA,"2007","05",NA,"76715","auto","1",NA,NA
"88","2020-09-02 16:37:16-03","Cenargen","CEN","4067","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"José Francisco Montenegro Valls","1974","01","10","Brasil","SC","BOM JARDIM DA SERRA","53 km E Bom Jardim, na estr. para Lauro Müller.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"CEN00004067","CEN00004067",NA,NA,"3164",NA,"Exsicatas","Doação do Herb. Depto. Bot. da U.F.R.G.S- Porto Alegre. ICN 25224",NA,NA,NA,NA,"32577","auto","1",NA,NA
"89","2019-12-09 17:30:41-03","UFPR","EFC","10298","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Canto-Dorow, T.","Kozera, C.; Kozera, O.P.","2005","11","21","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010298",NA,NA,NA,"2646",NA,NA,"Herbácea cespitosa sobre cone de dejeção em várzea, solo semi-hidromórfico.",NA,"2007","01","01",NA,NA,NA,NA,NA
"90","2019-12-09 17:30:41-03","UFPR","EFC","10261","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Canto-Dorow, T.","Kozera, C.; Kozera, O.P.","2006","01","12","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010261",NA,NA,NA,"2899",NA,NA,"Herbácea robusta e cespitosa, dominante em hidrossere.",NA,"2007","01","01",NA,NA,NA,NA,NA
"91","2019-12-09 17:30:41-03","UFPR","EFC","10297","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Kozera, C.","Kozera, C.; Kersten, R.","2005","03","29","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","EFC010297",NA,NA,NA,"2013",NA,NA,"Herbácea cespitosa com cerca de 2m, várzea.",NA,"2007","01","01",NA,NA,NA,NA,NA
"92","2020-07-23 12:18:53-03","CEPLAC","CEPEC","146412","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum",NA,"T. Canto-Dorow","C. Kozera",NA,NA,NA,"Brasil","Paraná","BALSA NOVA",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"2906",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"27346","auto",NA,NA,NA
"93","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L; Brugger, M",NA,NA,NA,"Brasil","Minas Gerais",NA,"Estrada de Lima Duarte a Caxambu. À beira da estrada",NA,NA,NA,NA,NA,NA,"UB0022627","UB0022627","Monocotyledonae",NA,"2406","Southern America",NA,"Em touceiras de 2 m de alt. - Inflorescência roxa",NA,"2000","11","22",NA,NA,NA,NA,NA
"94","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L; Brugger, M",NA,NA,NA,"Brasil","Minas Gerais",NA,"Estrada de Lima Duarte a Caxambu. À beira da estrada",NA,NA,NA,NA,NA,NA,"UB0022533","UB0022533","Monocotyledonae",NA,"2406","Southern America",NA,"Em touceiras de 2 m de alt. - Inflorescência roxa",NA,"2000","11","22",NA,NA,NA,NA,NA
"95","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L; Brugger, M","1989","03","13","Brasil","Minas Gerais","Aiuruoca","Terreno de campo úmido","-44.603099822998","-21.9755992889404",NA,NA,NA,NA,"UB0022631","UB0022631","Monocotyledonae",NA,"25116","Southern America",NA,"Em touceira alta",NA,"2000","08",NA,"27460","auto",NA,NA,NA
"96","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L","1989","04","04","Brasil","Minas Gerais","Antônio Carlos","Borda do Campo. Na beira da mata, lugares mais úmidos","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,"UB0022646","UB0022646","Monocotyledonae",NA,"25093","Southern America",NA,"Folhas parecidas com sapé",NA,"2000","08",NA,"30131","auto",NA,NA,NA
"97","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L","1988","03","09","Brasil","Minas Gerais","Antônio Carlos","Faz. da Borda do Campo","-43.7467002868652","-21.3180999755859",NA,NA,NA,NA,"UB0022643","UB0022643","Monocotyledonae",NA,"21901","Southern America",NA,"Base do colmo e inglorescência arroxeadas; À beira da mata, lugares claros touceiras",NA,"2000","08",NA,"30131","auto",NA,NA,NA
"98","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","UFJF; Embrapa","1988","07","09","Brasil","Minas Gerais","São João del Rei","À beira do rio quase dentro d'água","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"UB0022628","UB0022628","Monocotyledonae",NA,"2416","Southern America",NA,"Em touceiras altas, Flores plicadas e arroxeadas",NA,"2000","08",NA,"39093","auto",NA,NA,NA
"99","2019-11-01 15:16:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Oliveira, RC","Krieger, L",NA,NA,NA,"Brasil","Minas Gerais","São João del Rei","Em terreno úmido à beira do córrego alto","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"UB0022639","UB0022639","Monocotyledonae",NA,"2416","Southern America",NA,"Quase 3 m, espigas roxas, em touceiras",NA,"2000","08",NA,"39093","auto",NA,NA,NA
"100","2020-08-20 14:59:52-03","UFSC","FLOR","60264","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Nuernberg, A.","Nuernberg, A.; Belger, L.","2013","04","22","Brasil","Santa Catarina","Florianópolis","PAERVE - Parque Estadual do Rio Vermelho.","-48.386389","-27.482778","48º23'11''W","27º28'58''S","15","15","FLOR0060264","FLOR0060264",NA,"Poales","843",NA,NA,"herbáceo. Coordenadas do Parque.",NA,"2013","04","22",NA,NA,NA,NA,NA
"101","2020-08-20 14:59:52-03","UFSC","FLOR","61947","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Ardissone, R.E.","Ardissone, R.E.; Silva Filho, P.J. & Trevisan, R.","2011","12","16","Brasil","Rio Grande do Sul","Barra do Quaraí","Próximo à rodovia.","-57.477222","-30.191389","57º28'38''W","30º11'29''S",NA,NA,"FLOR0061947","FLOR0061947_01 FLOR0061947_02 FLOR0061947_03",NA,"Poales","309",NA,NA,NA,NA,"2011","12","16",NA,NA,NA,NA,NA
"102","2020-08-20 20:41:37-03","UFSC","FLOR","49018","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Trevisan, R.","Bardelli-Silva, M.Y.","2012","11","30","Brasil","Paraná","Araucária","REPAR.","-49.4103012084961","-25.5930995941162",NA,NA,"890","890","FLOR0049018",NA,NA,"Poales","249",NA,NA,"erva ereta, 1,5m altura. Formação pioneira com influência flúvio-lacustre. Entouceirada. Inflorescência (2m).",NA,"2013",NA,NA,"21346","auto",NA,NA,NA
"103","2020-08-20 20:41:37-03","UFSC","FLOR","49019","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Trevisan, R.","Bardelli-Silva, M.Y.","2012","11","30","Brasil","Paraná","Araucária","REPAR.","-49.4103012084961","-25.5930995941162",NA,NA,"890","890","FLOR0049019",NA,NA,"Poales","246",NA,NA,"erva ereta. Formação pioneira com influência flúvio-lacustre. Entouceirada. Folhas levemente albas (1,5m). Inflorescência cf, 2,5m.",NA,"2013",NA,NA,"21346","auto",NA,NA,NA
"104","2020-08-20 14:59:52-03","UFSC","FLOR","26143","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Longhi-Wagner, H.M.; Araujo, A.C.; Canto, T. & Marchi, M.","1990","12","14","Brasil","Rio Grande do Sul","Cambará do Sul","45 km após Tainhas.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"FLOR0026143",NA,NA,"Poales","2249",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA
"105","2020-08-20 14:59:52-03","UFSC","FLOR","6600","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Smith, L.B.; Klein, R.M.","1964","12","03","Brasil","Santa Catarina","Água Doce","bog, campo by small river, Campos de Palmas.","-51.5560989379883","-26.9978008270264",NA,NA,NA,NA,"FLOR0006600",NA,NA,"Poales","13475",NA,NA,"F.I.C(GRAM):1025.1982.",NA,NA,NA,NA,"52743","auto",NA,NA,NA
"106","2020-08-20 14:59:52-03","UFSC","FLOR","28255","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl","Ferreira, J.P.R.","Reitz, R.; Klein, R.M.","1959","01","14","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","FLOR0028255",NA,NA,"Poales","8196",NA,NA,"erva",NA,"2014","10","10","32577","auto",NA,NA,NA
"107","2020-08-20 14:59:52-03","UFSC","FLOR","6785","PreservedSpecimen","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J.Presl",NA,"Smith, L.B.; Klein, R.M.","1964","11","14","Brasil","Santa Catarina","Xanxerê","Rio Xanxerê, Xanxerê and vicinity. Santa Catarina.","-52.4042015075684","-26.8768997192383",NA,NA,"700","700","FLOR0006785",NA,NA,"Poales","13273",NA,NA,"F.I.C(GRAM): 1025. 1982.",NA,NA,NA,NA,"16278","auto",NA,NA,NA
"108","2021-02-08 12:54:03-03","UFRGS","ICN","125426","S","Plantae","Poaceae","Paspalum","cf. exaltatum","Paspalum cf. exaltatum","Presl.","Rua, GH","Irgang, BE","2002","12","17","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"espiguetas roxas.; em pantano turfoso.",NA,NA,NA,NA,"42598","auto",NA,NA,NA
"109","2021-02-08 12:54:05-03","UFRGS","ICN","041064","S","Plantae","Poaceae","Paspalum","exaltatum","Paspalum exaltatum","J. Presl","Gomes, JIR","Boechat, S","1977","11",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"Pântano",NA,"1992","03",NA,NA,NA,NA,NA,NA
