"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","class","fieldNumber","individualCount","typeStatus"
"11","2019-08-27 13:30:55-03","IAP","PACA-AGP","32457","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In silvula campestri Fenofase: flor e fruto","PACA032457","Magnoliophyta","Malvales","R. E. Fr.","Emrich-Rambo","1946","02","28","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto","1954","08","23",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"12","2019-08-27 13:30:55-03","IAP","PACA-AGP","45491","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.",NA,NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: In humidis dumetosis Fenofase: flor e fruto","PACA045491","Magnoliophyta","Malvales","R. E. Fr.","Emrich-Rambo","1950","01","18","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto","1954","08","23",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"13","2019-08-27 13:30:55-03","IAP","PACA-AGP","55944","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.",NA,NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: In graminosis dumetosis Fenofase: flor","PACA055944","Magnoliophyta","Malvales","R. E. Fr.","Emrich-Rambo","1954","11","03","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto","1955","04","09",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"14","2019-08-27 13:30:55-03","IAP","PACA-AGP","9051","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In campestribus siccis dumetosis Fenofase: flor","PACA009051","Magnoliophyta","Malvales","R. E. Fr.","Emrich-Rambo","1942",NA,NA,"RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto","1954","08","23",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"15","2019-08-27 13:30:55-03","IAP","PACA-AGP","36597","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: In silvula campestri Fenofase: flor","PACA036597","Magnoliophyta","Malvales","R. E. Fr.","Emrich-Rambo","1948","02",NA,"RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto","1954","08","23",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"16","2019-08-27 13:30:55-03","IAP","PACA-AGP","109120","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","M. Grings & N.J. Grings","895",NA,"Brasil",NA,NA,"ICN 163134 Habitat: em campo arbustivo de encosta ingreme, beira de mata nebular Fenofase: fl. Hábito: arbusto","PACA109120","Magnoliophyta","Malvales","R. E. Fr.","M. Grings","2009","12","27","RS","São José dos Ausentes","Começo da descida da Serra da Rocinha.","-50.0657997131348","-28.7483005523682",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"17","2019-11-27 13:50:20-03","UFS","ASE","40400","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Schwirkowski, P","2468","Southern America","Brasil",NA,NA,"Subarbusto, heliófita, flores amarelas.","ASE0041921","Magnoliophyta",NA,"R.E.Fr.","Schwirkowski, P","2017","10","12","Santa Catarina","São Bento do Sul","Rio Vermelho, Minas de caulin.","-49.1259","-26.184","950","1000",NA,NA,NA,"2017","10","12","-49.1259","-26.184",NA,NA,NA,NA,NA,NA
"18","2019-01-17 11:26:27-02","PUCRS","MPUC","15164","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Malvales","R.E. Fr.","C.A. Mondin","2011","10","25","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"2011","01","01","-50.1744444000","-29.4808333000",NA,NA,"Magnoliopsida","3582","1",NA
"19","2021-03-24 16:38:37-03","FURB","FURB","55815","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Schwirkowski, P.","2468",NA,"Brasil",NA,NA,"Flores amarelas Habitat: Heliófita Habito: Subarbusto","FURB55815",NA,NA,"R.E.Fries","Schwirkowski, P.","2017","10","12","Santa Catarina","São Bento do Sul","Rio Vermelho. Minas de Caulin. Beira de estrada, após as minas de caulim.","-49.2163889","-26.3011111","950","950","FURB55815",NA,NA,"2017","10","12","-49.2163889","-26.3011111",NA,NA,NA,NA,NA,NA
"20","2021-03-24 16:38:37-03","FURB","FURB","1087","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Sobral, M.",NA,NA,"Brasil",NA,NA,NA,"FURB02168",NA,NA,"R.E.Fries","Cordeiro, J","2002","02","01","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"FURB02168","42598","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:53:33-03","UCS","HUCS","36907","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Grings, M.","895",NA,"Brasil",NA,NA,"arbusto 70 cm, flores amarela abertas às 10 hs da manhã; frutificando - ICN 163134; campo arbustivo de encosta ingreme, beira da mata nebular",NA,"Angiospermae","Malvales","R.E. Fr.","Grings, M.","2009","12","27","Rio Grande do Sul","São José dos Ausentes","começo da descida da Serra da Rocinha","-50.0657997131348","-28.7483005523682","1200","1200",NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:53:33-03","UCS","HUCS","22177","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Wasum, R.A.","s.n.",NA,"Brasil",NA,NA,"orla da mata",NA,"Angiospermae","Malvales","R.E. Fr.","Grings, M.","2003","11","15","Rio Grande do Sul","Bom Jesus","Estrada para Jaquirana","-50.4166984558105","-28.6678009033203","1200","1200",NA,"55856","auto","2017","06","02",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-16 08:39:58-03","UTFPR","HCF","21595","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","J.M. Silva","7369",NA,"Brasil",NA,NA,"ereta, flor amarela. Beira de barranco.",NA,NA,NA,"R.E. Fries","M. Grings","2008","11","19","RS","São José dos Ausentes","Pousada Flor de Açucar","-50.0657997131348","-28.7483005523682",NA,NA,NA,"42598","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-19 17:01:49-03","UFRRJ","RBR","1857","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","G. Hatschbach","s.n.",NA,"Brasil",NA,NA,NA,"RBR00001857",NA,NA,"R.E.Fries","G.L. Esteves","1949","11","13","Paraná","Campina Grande do Sul","Estrada Rio Taguary-Rio Divisa","-49.0553016662598","-25.3055992126465",NA,NA,NA,"55154","auto","1997","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:33:27-03","MBM","MBM","188773","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Ribas, O.S.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","1250","Southern America","Brazil",NA,NA,NA,"MBM188773",NA,NA,"R.E. Fr.","Krapovickas, A.",NA,NA,NA,"Santa Catarina","Campos Novos","Rod. BR-470, Fazenda do Carazinho","-51.2249984741211","-27.4016990661621",NA,NA,"MBM188773","43319","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:33:27-03","MBM","MBM","27774","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B.","45491","Southern America","Brazil",NA,NA,NA,"MBM027774",NA,NA,"R.E. Fr.",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Aparados da Rocinha para Bom Jesus",NA,NA,NA,NA,"MBM027774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:33:27-03","MBM","MBM","423669","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Schwirkowski, P.","2468","Southern America","Brazil",NA,NA,"Heliófita, arbusto, flores amarelo-esverdeadas.","MBM423669",NA,NA,"R.E. Fr.","Schwirkowski, P.","2017","10","12","Santa Catarina","São Bento do Sul","Rio Vermelho, Beira da estrada após ás Minas de Caulin","-49.216389","-26.301111","950","1000",NA,NA,NA,"2017","10","12","-49.216389","-26.301111",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:33:27-03","MBM","MBM","41447","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Hatschbach, G.","7316","Southern America","Brazil",NA,NA,NA,"MBM041447",NA,NA,"R.E. Fr.","Esteves, G.L.",NA,NA,NA,"Paraná","Colombo","Bacaetava","-49.2242012023926","-25.2917003631592",NA,NA,"MBM041447","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:33:27-03","MBM","MBM","8892","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Hatschbach, G.; Fontella, J.; Fontella, J.","20813","Southern America","Brazil",NA,NA,NA,"MBM008892",NA,NA,"R.E. Fr.","Krapovickas, A.",NA,NA,NA,"Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM008892","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:33:27-03","MBM","MBM","135548","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Nicolack, V.; Ribas, O.S.; Ribas, O.S.","107","Southern America","Brazil",NA,NA,NA,"MBM135548",NA,NA,"R.E. Fr.","Krapovickas, A.",NA,NA,NA,"Paraná","Colombo","Campestre","-49.2242012023926","-25.2917003631592",NA,NA,"MBM135548","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:33:26-03","MBM","MBM","12151","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Hatschbach, G.","22831","Southern America","Brazil",NA,NA,NA,"MBM012151",NA,NA,"R.E. Fr.","Krapovickas, A.",NA,NA,NA,"Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM012151","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:33:26-03","MBM","MBM","13289","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Hatschbach, G.","23204","Southern America","Brazil",NA,NA,NA,"MBM013289",NA,NA,"R.E. Fr.","Krapovickas, A.",NA,NA,NA,"Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM013289","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:33:27-03","MBM","MBM","230511","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Ribas, O.S.","2757","Southern America","Brazil",NA,NA,NA,"MBM230511",NA,NA,"R.E. Fr.","Hatschbach, G.",NA,NA,NA,"Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM230511","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:33:27-03","MBM","MBM","173033","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Silva, J.M.","1432","Southern America","Brazil",NA,NA,NA,"MBM173033",NA,NA,"R.E. Fr.","Hatschbach, G.",NA,NA,NA,"Paraná","São José dos Pinhais","Rod. BR-277, próximo ao Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM173033","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:33:27-03","MBM","MBM","41450","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Hatschbach, G.","8550","Southern America","Brazil",NA,NA,NA,"MBM041450",NA,NA,"R.E. Fr.",NA,NA,NA,NA,"Paraná","São José dos Pinhais","Rodovia Governador Lupion, Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"MBM041450","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-08-21 06:32:00-03","MO","MOBOT","2459279","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Balduino Rambo","Rambo 45491","South America","Brazil",NA,NA,NA,NA,NA,NA,"R.E. Fr.",NA,NA,NA,NA,"Rio Grande do Sul",NA,"Aparados da Recinha, near Bom Jesus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2743350","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","R. Reitz & R. M. Klein","5.150","South America","Brazil",NA,NA,NA,NA,NA,"Malvales","R.E. Fr.",NA,"1957","10","17","Santa Catarina",NA,"Campo alegre",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2268846","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","R. Reitz & R. M. Klein","6.466","South America","Brazil",NA,NA,NA,NA,NA,"Malvales","R.E. Fr.",NA,"1958","2","5","Santa Catarina",NA,"Morro do Iquererim, Campo Alegre",NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"39","2019-09-04 18:28:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","F. Sellow",NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Holotype"
"40","2015-03-13 18:50:40-03","F","FMNH-SEEDPLANTS","V0241531F","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata",NA,NA,"South America","Brazil",NA,NA,NA,"V0241531F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241531F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"41","2020-11-12 17:01:29-03","UEL","FUEL","24762","PreservedSpecimen","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Ribas, OS","2757",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Malvales","R.E.Fr.","Hatschbach, G","1998","10","18","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:43:27-03","UFRGS","ICN","007384","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Irgang, B; Ferreira, AG","s.n.","América do Sul","Brasil",NA,NA,"Flores amarelas.; Cascata.",NA,"Dicotyledon",NA,"R.E. Fr.","Esteves, GL","1969","12","18","RS",NA,"Perto de Ausentes",NA,NA,NA,NA,NA,NA,NA,"1994","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:43:27-03","UFRGS","ICN","162951","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Grings, M; Lunkes, AMZ","777","América do Sul","Brasil",NA,NA,"arbusto de até 70 cm de alt., com flores em botão, e algumas flores fechadas de cor amarela; em campo arbustivo de barranco, encosta íngreme",NA,"Dicotyledon",NA,"R.E. Fr.","Grings, M","2009","10","25","RS","São José dos Ausentes","Serra da Rocinha começo da descida S 28°47'58.9 W 049°57'01.6","-49.950278","-28.799444",NA,NA,NA,NA,NA,NA,NA,NA,"-49.950278","-28.799444",NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:43:27-03","UFRGS","ICN","163134","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Grings, M; Grings, NJ","895","América do Sul","Brasil",NA,NA,"arbusto de 70 cm de alt.; flores amarelas, abertas às 10 horas da manhã; frutificando; em campo arbustivo de encosta íngreme, beira de mata nebular",NA,"Dicotyledon",NA,"R.E. Fr.","Grings, M","2009","12","27","RS","São José dos Ausentes","começo da descida da Serra da Rocinha S 28°47'56.8 W 049°57'10.5","-49.952778","-28.798889","1200","1200",NA,NA,NA,NA,NA,NA,"-49.952778","-28.798889",NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:43:27-03","UFRGS","ICN","184856","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Vogel-Ely, C; Bordignon, SAL","CVE431","América do Sul","Brasil",NA,NA,"WGS84.; flores laranjadas; beira da estrada",NA,"Dicotyledon",NA,"R.E. Fr.","Vogel-Ely, C","2015","11","14","RS","Cambará do Sul",NA,"-50.031944","-28.888611","1115","1115",NA,NA,NA,"2015","11","18","-50.031944","-28.888611",NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:43:27-03","UFRGS","ICN","045914","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Krapovickas, A; Cristóbal, CL","33655","América do Sul","Brasil",NA,NA,"Decumbente. Frutos reflexos.; Borda de selva modificada.",NA,"Dicotyledon",NA,"R.E. Fr.","Esteves, GL","1978","02","14","PR","Tijucas do Sul","Campina 46 Km S de Curitiba.","-49.1988983154297","-25.9281005859375",NA,NA,NA,"25228","auto","1994","01","29",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:43:27-03","UFRGS","ICN","025713","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Rambo, B","45491","América do Sul","Brasil",NA,NA,"In dumentosis ad rivum",NA,"Dicotyledon",NA,"R.E. Fr.",NA,"1950","01","18","RS","Bom Jesus","Aparados da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:43:27-03","UFRGS","ICN","030684","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Irgang, B; Allem, A","s.n.","América do Sul","Brasil",NA,NA,"Beira de riacho.",NA,"Dicotyledon",NA,"R.E. Fr.","Krapovickas, A","1974","04","28","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:43:27-03","UFRGS","ICN","163136","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Grings, M; Grings, NJ","897","América do Sul","Brasil",NA,NA,"arbusto de 60 cm frutificando; em campo arbustivo com Baccharis uncinella na beira da estrada",NA,"Dicotyledon",NA,"R.E. Fr.","Grings, M","2009","12","26","RS","São José dos Ausentes","entre Vale das Trutas e posto fiscal ao lado da cacheira","-50.0657997131348","-28.7483005523682",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-21 15:29:39-03","IBt","SP","489675","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Silva, JM","7369",NA,"Brasil",NA,NA,NA,NA,NA,NA,"R.E.Fr.",NA,"2008","11","19","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-21 15:29:39-03","IBt","SP","489434","S","Plantae","Malvaceae","Pavonia","lanata","Pavonia lanata","Freitas, L","460",NA,"Brasil",NA,NA,NA,NA,NA,NA,"R.E.Fr.",NA,"1998","12","07","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
