"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","imagecode","individualCount","typeStatus"
"11","2011-03-29 13:34:00-03","MO","MOBOT","2478572","PreservedSpecimen","Plantae",NA,NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilg.","Lyman B. Smith|Roberto M. Klein","Smith 13501","1964","12","4","Brazil","Santa Catarina",NA,"Agua Doce. Fazenda Esperanza, Campos de Palmos, 6 km south of Horizonte (Paraná)","-51.61666","-26.63333",NA,NA,"1100.00000000","1200.00000000",NA,NA,"R. J. Soreng",NA,NA,NA,NA,NA,"South America",NA,NA,NA
"12","2020-08-01 18:19:43-03","UNESP-IBILCE","SJRP","14134","PreservedSpecimen","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Poa","bradei","Poa bradei","Pilg.","P.G. Windisch",NA,NA,NA,NA,"Brasil","Minas Gerais","Camanducaia","vila monte verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Sobre rocha junto a bromeliáceas;",NA,NA,NA,NA,NA,"22140","auto","América do Sul",NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","89689","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Cyperales","Poaceae","Poa","bradei","Poa bradei","Pilg.","R. K. F. Pilger","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Itatiaya.",NA,NA,NA,NA,NA,NA,NA,"US00386464",NA,NA,NA,NA,NA,NA,"South America - Neotropics","US00386464_01","1","Type fragment"
"14","2020-08-20 14:59:56-03","UFSC","FLOR","22500","PreservedSpecimen","Plantae",NA,NA,"Poales","Poaceae","Poa","bradei","Poa bradei","Pilg.","Falkenberg, D.B.; Silva Filho, F.A. da","5868","1992","12","04","Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"capim epifítico, 1,5 m acima do solo, sobre tronco inclinado","FLOR0022500","Longhi-Wagner","2001","06",NA,"30102","auto",NA,NA,NA,NA
"15","2020-08-20 14:59:56-03","UFSC","FLOR","56341","PreservedSpecimen","Plantae",NA,NA,"Poales","Poaceae","Poa","bradei","Poa bradei","Pilg.","Falkenberg, D.B.","9560","1997","02","22","Brasil","Santa Catarina","Urubici","Morro da Igreja, ao sul da área cercada pelo CINDACTA, seguindo trilha de gado em direção à rocha furada.","-49.5917015075684","-28.0149993896484",NA,NA,"1750","1750","Graminóide rupícola, espiguetas verdes; 0,5m altura","FLOR0056341","Dalmolim, E.B.","2013","09","03","30102","auto",NA,NA,NA,NA
"16","2020-08-20 14:59:56-03","UFSC","FLOR","56342","PreservedSpecimen","Plantae",NA,NA,"Poales","Poaceae","Poa","bradei","Poa bradei","Pilg.","Falkenberg, D.B.","10179","1998","01","13","Brasil","Santa Catarina","Urubici","Morro da Igreja, próximo à captação de água do CINDACTA, junto às nascentes do Rio Pelotas.","-49.5917015075684","-28.0149993896484",NA,NA,"1720","1720","Graminóide entouceirado, espiguetas verdes; 0,4m altura. Poaceae 2?.","FLOR0056342","Dalmolim, E.B.","2013","09","03","30102","auto",NA,NA,NA,NA
"17","2021-02-08 12:54:17-03","UFRGS","ICN","034645","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Winge","933","1976","12","19","Brasil","RJ","Agulhas Negras",NA,NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Beira de estrada.",NA,"Longhi",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA
"18","2021-02-08 12:54:17-03","UFRGS","ICN","135137","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Windisch, PG; et al.","9638","2000","11","26","Brasil","MG","Camanducaia","Serra da Mantiqueira Vila Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"1500","1500","Espécie ameaçada de extinção (Em perigo).; terrestre, barranco, margem de caminho, entre vegetação arbustiva",NA,NA,NA,NA,NA,"22140","auto","América do Sul",NA,NA,NA
"19","2021-02-08 12:54:17-03","UFRGS","ICN","051174","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","1007","1981","12","02","Brasil","RS","Bom Jesus","Serra da Rocinha divisa com SC","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Beira de perau.",NA,"Longhi-Wagner, HM",NA,NA,NA,"55856","auto","América do Sul",NA,NA,NA
"20","2021-02-08 12:54:17-03","UFRGS","ICN","030024","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi; et al.","321","1975","11","28","Brasil","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Mato arbustivo, perto do perau.",NA,"Longhi, H",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"21","2021-02-08 12:54:17-03","UFRGS","ICN","030016","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Sampaio; et al.","70","1975","11","28","Brasil","RS","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Mato beira do perau.",NA,"Longhi, H",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"22","2021-02-08 12:54:17-03","UFRGS","ICN","053332","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Sacchet, A","44","1981","11","30","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"23","2021-02-08 12:54:17-03","UFRGS","ICN","051122","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","954","1981","12","01","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Mato à esquerda, logo antes da ponte perto do restaurante; pouco numeroso, interior de mato; sobre tronco caído de Araucaria, completamente coberto de musgos.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"24","2021-02-08 12:54:17-03","UFRGS","ICN","029982","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi; et al.","284","1975","11","28","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Mato sombreado, à esquerda, antes da ponte do Restaurante, 5 pés separados.",NA,"Hickenbick, MC; Longhi, H",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"25","2021-02-08 12:54:17-03","UFRGS","ICN","051152","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","984","1981","12","01","Brasil","RS","Cambará do Sul","Itaimbezinho ao redor do restaurante","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pouco numeroso; mudo; beira de mato, perto do perau.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"26","2021-02-08 12:54:17-03","UFRGS","ICN","051153","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","985","1981","12","01","Brasil","RS","Cambará do Sul","Itaimbezinho ao redor do restaurante","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pouco numeroso; junto a 986; beira de mato, perto do perau.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"27","2021-02-08 12:54:17-03","UFRGS","ICN","022071","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Porto, ML; et al.","s.n.","1973","01","05","Brasil","RS","Canela","8 Km N de Canela colina W do arroio morro este","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Beira E do parque.",NA,"Longhi, H","1976","09","02","16452","auto","América do Sul",NA,NA,NA
"28","2021-02-08 12:54:17-03","UFRGS","ICN","024486","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Arzivenco, L","s.n.","1970","11","21","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,"16452","auto","América do Sul",NA,NA,NA
"29","2021-02-08 12:54:17-03","UFRGS","ICN","126497","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM","8004","2002","01","23","Brasil","MG","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"T.molecular - barranco úmido",NA,"Longhi-Wagner, HM",NA,NA,NA,"22140","auto","América do Sul",NA,NA,NA
"30","2021-02-08 12:54:17-03","UFRGS","ICN","135132","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Windisch, PG; et al.","9633","2000","11","26","Brasil","MG","Camanducaia","Serra da Mantiqueira Vila Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"1500","1500","Espécie ameaçada de extinção (Em perigo).; terrestre, barranco, margem de caminho",NA,NA,NA,NA,NA,"22140","auto","América do Sul",NA,NA,NA
"31","2021-02-08 12:54:17-03","UFRGS","ICN","135039","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Windisch, PG; et al.","8668","1996","10","16","Brasil","MG","Camanducaia","Vila Monte Verde serra da Mantiqueira Pedra do Bispo","-46.1446990966797","-22.7553005218506",NA,NA,"2000","2000","Doação Unesp; Topo da pedra do Bispo, local semi-sombreado, sobre rocha junto a bromeliáceas",NA,"da Silva, LN","2018","10","31","22140","auto","América do Sul",NA,NA,NA
"32","2021-02-08 12:54:17-03","UFRGS","ICN","030106","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi; et al.","375",NA,NA,NA,"Brasil","RS","Bom Jesus","para Vacaria após ponte de saída de Bom Jesus 12 4 Km após arroio Lageado","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Beira de mato.",NA,"Longhi, H",NA,NA,NA,"55856","auto","América do Sul",NA,NA,NA
"33","2021-02-08 12:54:17-03","UFRGS","ICN","051168","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","1001","1981","12","02","Brasil","RS","Bom Jesus","Serra da Rocinha divisa com SC","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pouco numeroso; beira de perau, perto da estação repetidora; basalto.",NA,"Longhi-Wagner, HM",NA,NA,NA,"55856","auto","América do Sul",NA,NA,NA
"34","2021-02-08 12:54:17-03","UFRGS","ICN","051167","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","1000","1981","12","02","Brasil","RS","Bom Jesus","Serra da Rocinha junto a divisa com SC","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pouco numeroso; meiose; beira de perau, perto da estação repetidora.",NA,"Longhi-Wagner, HM",NA,NA,NA,"55856","auto","América do Sul",NA,NA,NA
"35","2021-02-08 12:54:17-03","UFRGS","ICN","059244","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Hickenbick, MCM","556","1983","11","03","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Mato ao lado do restaurante.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"36","2021-02-08 12:54:17-03","UFRGS","ICN","059243","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Hickenbick, MCM","555","1983","11","03","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Numerosos, agrupados. Beira de mato; sombra; mato do restaurante.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"37","2021-02-08 12:54:17-03","UFRGS","ICN","053333","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Sacchet, A","45","1981","11","30","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"38","2021-02-08 12:54:17-03","UFRGS","ICN","051123","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","955","1981","12","01","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Sobre tronco morto, coberto de musgos; no interior de mato de Araucaria.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"39","2021-02-08 12:54:17-03","UFRGS","ICN","010184","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM","1905","1971","12","30","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em mato.",NA,NA,NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"40","2021-02-08 12:54:17-03","UFRGS","ICN","051154","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM; et al.","986","1981","12","01","Brasil","RS","Cambará do Sul","Itaimbezinho ao redor do restaurante","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Pouco numeroso; beira de mato, perto do perau.",NA,"Longhi-Wagner, HM",NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"41","2021-02-08 12:54:17-03","UFRGS","ICN","023621","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM","2598","1973","02","03","Brasil","RS","Cambará do Sul","Itaimbezinho entre a extremidade inicial do perau e o restaurante","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Comum no campo arbustivo à beira do perau.",NA,NA,NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"42","2021-02-08 12:54:17-03","UFRGS","ICN","009706","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM; et al.","1877","1971","12","04","Brasil","RS","Cambará do Sul","Serra da Rocinha no limite RS-SC","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em perau com exposição sul, na borda do campo.",NA,NA,NA,NA,NA,"30776","auto","América do Sul",NA,NA,NA
"43","2021-02-08 12:54:17-03","UFRGS","ICN","021739","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Lindeman, JC; et al.","s.n.","1972","12","27","Brasil","RS","Canela","8 Km N de Canela Parque Estadual","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,"16452","auto","América do Sul",NA,NA,NA
"44","2021-02-08 12:54:17-03","UFRGS","ICN","023161","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM; et al.","2365","1972","11","13","Brasil","RS","São Francisco de Paula","1 5 Km acima do limite com o município de Osório na Serra do Pinto","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Encontrado na beira da estrada.",NA,NA,NA,NA,NA,"76715","auto","América do Sul",NA,NA,NA
"45","2021-02-08 12:54:17-03","UFRGS","ICN","024487","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Boldrini, II; et al.","s.n.","1971","12","16","Brasil","RS","São Francisco de Paula","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,"76715","auto","América do Sul",NA,NA,NA
"46","2021-02-08 12:54:17-03","UFRGS","ICN","024861","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM; et al.","2883","1973","11","15","Brasil","RS","São Francisco de Paula","Morro da Pera","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,"76715","auto","América do Sul",NA,NA,NA
"47","2021-02-08 12:54:17-03","UFRGS","ICN","024854","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Valls, JFM; et al.","2876","1973","11","15","Brasil","RS","São Francisco de Paula","Morro da Pera próximo à vertente canalizada à beira da RS 2","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,NA,NA,NA,"76715","auto","América do Sul",NA,NA,NA
"48","2021-02-08 12:54:17-03","UFRGS","ICN","148475","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Trevisan, R; et al.","814","2006","12","31","Brasil","RS","São José dos Ausentes","Silveira Pousada das Araucárias","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"beira da mata.",NA,"Trevisan, R",NA,NA,NA,"42598","auto","América do Sul",NA,NA,NA
"49","2021-02-08 12:54:17-03","UFRGS","ICN","046783","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Sampaio, MT","850","1979","11","28","Brasil","RS","Vacaria","BR 116 Km 256 estrada para Fazenda do Sr. J. Bataglia a 11 Km da BR margem do rio Santana","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"Longhi-Wagner, HM",NA,NA,NA,"63451","auto","América do Sul",NA,NA,NA
"50","2021-02-08 12:54:17-03","UFRGS","ICN","136596","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM","8714","2003","01","28","Brasil","SC","São Joaquim","Snow Valley","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Bem flácida, folhas finas, planas, verde bem brilhante e moles (em sílica).; Interior de mata.",NA,"Essi, L",NA,NA,NA,"48290","auto","América do Sul",NA,NA,NA
"51","2021-02-08 12:54:17-03","UFRGS","ICN","136598","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilger","Longhi-Wagner, HM","8724","2003","01","29","Brasil","SC","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Glaucas, folhas largas e opacas. +- 1,20m de altura, pendente. Sobre tronco de xaxim morto com musgos, em local +- sombreado aberto na mata de Araucaria.",NA,NA,NA,NA,NA,"30102","auto","América do Sul",NA,NA,NA
"52","2021-02-08 12:54:17-03","UFRGS","ICN","128177","S","Plantae","Monocotyledon",NA,NA,"Poaceae","Poa","cf. bradei","Poa cf. bradei","Pilger","Longhi-Wagner, HM; Witten","2856","1996","01","19","Brasil","MG","Camanducaia","Monte Verde - na subida da montanha","-46.1446990966797","-22.7553005218506",NA,NA,"2000","2000","Espécie ameaçada de extinção (Em perigo).; Beira de mata.",NA,NA,NA,NA,NA,"22140","auto","América do Sul",NA,NA,NA
"53","2021-03-22 16:23:45-03","FEPAGRO","BLA","7428","PreservedSpecimen","Plantae","Spermatophyta",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilg.","A. Normann-Kämpf; I. Boldrini & L. A. Arzivenco",NA,"1971","12","16","Brasil","Rio Grande do Sul","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Data de determinação: 1978.","BLA007428","H. Longhi-Wagner",NA,NA,NA,"30776","auto",NA,NA,NA,NA
"54","2021-03-22 16:23:45-03","FEPAGRO","BLA","8351","PreservedSpecimen","Plantae","Spermatophyta",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilg.","J. F. M. Valls & L. A. Arzivenco",NA,"1970","11","21","Brasil","Rio Grande do Sul","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Data de determinação: 04/1974.","BLA008351","H. Longhi-Wagner",NA,NA,NA,"16452","auto",NA,NA,NA,NA
"55","2021-02-18 17:09:25-03","FEPAGRO","BLA","7338","PreservedSpecimen","Plantae","Spermatophyta",NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilg.","I. L. Barreto",NA,"1971","12","07","Brasil","Rio Grande do Sul","São Francisco de Paula","Serra do Pinto","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"BLA007338","H. Longhi-Wagner","1978","07","01","76715","auto",NA,NA,NA,NA
"56","2019-11-21 10:16:42-03","IBt","SP","139979","S","Plantae",NA,NA,NA,"Poaceae","Poa","bradei","Poa bradei","Pilg.","Eiten, G; Eiten, LT","6585-B","1965","11","04","Brasil","Rio de Janeiro","Resende","Mt. Itatiaia, planalto. East slope of south end of rock outcrop, Prateleiras.","-44.683333","-22.416667","-44.683333","-22.416667","2300","2300",NA,"SP037610","Burman, A","1988","06","24",NA,NA,NA,"SP037610",NA,NA
