"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","imagecode","decimalLongitude","decimalLatitude","county","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"48","2015-03-07 08:14:59-03","F","FMNH-SEEDPLANTS","V0151521F","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0151521F","Spermatophyta",NA,NA,NA,NA,NA,NA,"V0151521F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-09-04 19:31:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","Type [status unknown]","G. Gardner","2720","South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-04 18:59:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","Type [status unknown]","G. Gardner","2720","South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"1846",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-01-23 11:05:29-02","F","FMNH-SEEDPLANTS","V0061360F","PreservedSpecimen","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","Isotype","G. Gardner","2720","South America","Brazil",NA,NA,NA,NA,NA,"V0061360F","Spermatophyta",NA,NA,NA,NA,NA,NA,"V0061360F_01","-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2016-08-23 10:59:37-03","NHMLondon","NHM-LONDON-BOT","BM000993906","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis","Isotype","George Gardner; b.1812; d.1849; Gardner","2720",NA,"Brasil","Piauí",NA,NA,"NHMUK:ecatalogue:565259","<a href=http://www.nhm.ac.uk/services/media-store/asset/a562817c41a352921a3b7e83c7e6d3666c286055/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Meisn.) Mez","Susanne Sabine Renner; b.1954; S.S.Renner","1839","08",NA,NA,"-42.572108","-7.256631",NA,"1980",NA,NA,"-42.572108","-7.256631",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-01 15:01:56-03","UnB","UB","92446","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Prance, GT","58658","Southern America","Brasil","Goiás","Rua Estreito para Tocantinópolis",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Moraes, PLR","1964","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-01 15:01:56-03","UnB","UB","92447","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Heringer, EP","14579?","Southern America","Brasil","Goiás","Luziânia",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Oliveira, JMB","1975",NA,NA,NA,"-47.9503","-16.2525","Luziânia",NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:01:56-03","UnB","UB","102107","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Heringer, EP","14679","Southern America","Brasil","Goiás","Luziânia",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Villarroel, D","1975","06",NA,NA,"-47.9503","-16.2525","Luziânia",NA,NA,NA,"-47.9503","-16.2525",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:01:56-03","UnB","UB","92448","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Proença, CEB","1004","Southern America","Brasil","Goiás","Caiapônia",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Oliveira, JMB","1993","11","12",NA,"-51.8103","-16.9567","Caiapônia",NA,NA,NA,"-51.8103","-16.9567",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:01:56-03","UnB","UB","92449","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Irwin, HS","17353","Southern America","Brasil","Mato Grosso","85km ao S de Nova Xavantina",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Teixeira, BC","1966","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-01 15:01:56-03","UnB","UB","92450","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Irwin, HS","17358","Southern America","Brasil","Mato Grosso","85km ao S de Nova Xavantina",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Teixeira, BC","1966","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 15:01:56-03","UnB","UB","92451","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Argent, GCG","6721","Southern America","Brasil","Mato Grosso","Base Camp",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Kew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 15:01:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gomes, MS","IFN-5033543.1","Southern America","Brasil","Piauí",NA,NA,NA,"Conglomerado PI-503. Subunidade 3. Subparcela 1. Indivíduo 5RE. F8; Arbusto com 1,45m de altura; Cerrado stricto sensu","UB0126272","Dicotyledoneae",NA,"(Meisn.) Mez","Passos, FB","2017","11","21","UB0126272","-45.539997","-9.000056","Santa Filomena","2018","10",NA,"-45.539997","-9.000056","03",NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:01:56-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Gomes, MS","IFN-5253622.10","Southern America","Brasil","Piauí",NA,NA,NA,"Conglomerado PI-525. Subunidade 2. Subparcela 10. Indivíduo 18. F8; Arbusto com 1,35m de altura; Cerrado stricto sensu","UB0126273","Dicotyledoneae",NA,"(Meisn.) Mez","Passos, FB","2017","12","04","UB0126273","-45.720006","-9.18","Santa Filomena","2018","10",NA,"-45.720006","-9.18","03",NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:01:56-03","UnB","UB","125079","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Argent, GCG; Ramos, J; Richards, PW; Souza, R","6384","Southern America","Brasil","Goiás","Ca. 1 km. East of Aragarças.",NA,NA,"Coletas do Royal Geographic Society Expedition de 1967-68.&nf;Rótulos preparados a posteriori no UB com informação parcial.&nf;Dados completos no herbário do Royal Botanic Gardens Kew (K) e New York Botanical Garden (NY).; Tree, c. 6 m. high. Phenology o",NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Renner, SS","1967","09","14",NA,"-52.25","-15.85","Aragarças",NA,NA,NA,"-52.25","-15.85",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:01:56-03","UnB","UB","150003","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Bridgewater, S","780","Southern America","Brasil","Tocantins","32 Km from Natividade on the road to Almas.",NA,NA,"Tree to 10m, dbh 40cm, bark light grey/brow, flaking and shaggy, leaves covered in some kind of mealy bug",NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Moraes, PLR","1997","11","08",NA,"-47.7233009338379","-11.7096996307373","Natividade","2003",NA,NA,NA,NA,NA,"59394","auto",NA,NA,NA,NA
"64","2019-11-01 15:01:56-03","UnB","UB","150004","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Ratter, JA","794v","Southern America","Brasil","Tocantins","32 Km from Natividade on the road to Almas. Alt. 360m",NA,NA,"Sapling 1,5m tall; In mesotrophic cerradão",NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Moraes, PLR","1997","11","08",NA,"-47.7233009338379","-11.7096996307373","Natividade","2003",NA,NA,NA,NA,NA,"59394","auto",NA,NA,NA,NA
"65","2019-11-01 15:01:56-03","UnB","UB","150002","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"Ratter, JA","7938v","Southern America","Brasil","Tocantins","32 Km from Natividade on the road to Almas. Alt. 360m",NA,NA,"Small tree, 5m tall, 7cm dbh; In mesotrophic cerradão",NA,"Dicotyledoneae",NA,"(Meisn.) Mez","Moraes, PLR","1997","11","08",NA,"-47.7233009338379","-11.7096996307373","Natividade","2003",NA,NA,NA,NA,NA,"59394","auto",NA,NA,NA,NA
"66","2021-03-04 15:43:50-03","IF","SPSF","18794","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"G.F.Arbocz","767","América do Sul","Brasil","SP","fazenda Palmital",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: sob cafe&nf;;",NA,"Magnoliophyta","Laurales","(Meisn.) Mez","J.B.Baitello","1994","09","17",NA,NA,NA,"Santo Antonio da Posse","2010","05","Magnoliopsida",NA,NA,"04",NA,NA,NA,NA,NA,NA
"67","2021-03-04 15:43:50-03","IF","SPSF","23661","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"S.P.Cordovil","90","América do Sul","Brasil","GO","fazenda Peixoto",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Laurales",NA,NA,"1992","10","07",NA,"-48.4597015380859","-14.4738998413086","Niquelândia",NA,NA,"Magnoliopsida",NA,NA,NA,"74171","auto",NA,NA,NA,NA
"68","2021-03-04 15:43:50-03","IF","SPSF","30343","PreservedSpecimen","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis",NA,"J.A.R.Soares","202","América do Sul","Brasil","PI","Vinhedo",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;",NA,"Magnoliophyta","Laurales","(Meisn.) Mez","J.B.Baitello","2000","01","12",NA,"-45.2136001586914","-7.85027980804443","Baixa Grande do Ribeiro","2012","08","Magnoliopsida",NA,NA,"14","157537","auto",NA,NA,NA,NA
"69","2017-09-11 17:10:17-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense",NA,"Gardner, G","2720","Southern America","Brazil","Piauí","in Piauhy",NA,NA,"Hamadryas; HABITAT: Hamadryas",NA,NA,NA,"Meisn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-09-23 11:01:40-03","G","G-DC","G00200536","S","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","ISOTYPUS of Aydendron piauhyense Meisn.","Gardner, G.","2720","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=157078&base=img&lang=en","G00200536",NA,NA,"Meisn.","CAT.HERB.PRODR.","1846",NA,"00","G00200536","-43.19638889","-8.08138889",NA,"2008","01",NA,"-43.19638889","-8.08138889","01",NA,NA,NA,NA,NA,NA
"71","2014-09-23 10:58:06-03","G","G","G00368704","S","Plantae","Lauraceae","Aiouea","piauhyensis","Aiouea piauhyensis","ISOTYPUS of Aydendron piauhyense Meisn.","Gardner, G.","2720","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368704",NA,NA,"(Meisn.) Mez","?","1846",NA,"00",NA,"-43.19638889","-8.08138889",NA,NA,NA,NA,"-43.19638889","-8.08138889",NA,NA,NA,NA,NA,NA,NA
"72","2014-09-23 10:58:06-03","G","G","G00368726","S","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","ISOTYPUS of Aydendron piauhyense Meisn.","Gardner, G.","2720","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368726",NA,NA,"Meisn.","CAT.HERB.PRODR.","1846",NA,"00",NA,"-43.19638889","-8.08138889",NA,"2008","01",NA,"-43.19638889","-8.08138889","01",NA,NA,NA,NA,NA,NA
"73","2014-09-23 10:58:06-03","G","G","G00368729","S","Plantae","Lauraceae","Aydendron","piauhyense","Aydendron piauhyense","ISOTYPUS of Aydendron piauhyense Meisn.","Gardner, G.","2720","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368729",NA,NA,"Meisn.","Kostermans, A. J. G.","1846",NA,"00",NA,"-43.19638889","-8.08138889",NA,"1937","01",NA,"-43.19638889","-8.08138889","01",NA,NA,NA,NA,NA,NA
