"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"2265","2020-09-02 16:33:13-03","Cenargen","CEN","113628","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Aécio Amaral-Santos","3756","2019","09","24",NA,"Brasil","Exsicatas",NA,NA,"CEN00113628",NA,NA,"(Sm.) Triana","J. B. Pereira","DF","BRASILIA","Fazenda Larga, chácara do Sr. Noel.","-47.448055","-15.535277","979","979","CEN00113628",NA,NA,NA,NA,"2020","-47.448055","-15.535277",NA,"01",NA,NA,NA,"4"
"2266","2020-09-02 16:33:13-03","Cenargen","CEN","53264","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Taciana Barbosa Cavalcanti","2854","2002","06","16",NA,"Brasil","Exsicatas",NA,"Cálice salmão, raquis vinácea.","CEN00053264",NA,NA,"(Sm.) Triana","B. M. T. Walter","TO","MATEIROS","Parque Estadual do Jalapão. Cachoeira da Formiga.","-46.470555","-10.333333","463","463","CEN00053264",NA,NA,NA,NA,"2011","-46.470555","-10.333333",NA,"10",NA,NA,NA,"5"
"2267","2020-09-02 16:33:13-03","Cenargen","CEN","58798","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Bruno Machado Teles Walter","4853","2001","05","31",NA,"Brasil","Exsicatas",NA,"Ramos vináceos. Botões cremes. Estilete alvo. Indivíduo 540 da fitossociolagia da Mata do Sem Nome.","CEN00058798",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","Fazenda Sucupira. Região do alto Córrego Riacho Fundo.","-48.016666","-15.866666","1070","1070","CEN00058798",NA,NA,NA,NA,"2011","-48.016666","-15.866666",NA,"10",NA,NA,NA,"5"
"2268","2020-09-02 16:33:13-03","Cenargen","CEN","83178","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Clarissa Gouveia Fontes","179","2007","05","02",NA,"Brasil","Exsicatas",NA,NA,"CEN00083178",NA,NA,"(Sm.) Triana","G. D. Vale","DF","BRASILIA","Fazenda Sucupira. Borda da mata de galeria, próxima ao bambuzal.","48.0030555","-15.911111","1110","1110","CEN00083178",NA,NA,NA,NA,"2007","48.0030555","-15.911111",NA,"06",NA,NA,NA,"4"
"2269","2020-09-02 16:33:13-03","Cenargen","CEN","54169","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Glocimar Pereira-Silva","6883","2002","11","06",NA,"Brasil","Exsicatas",NA,NA,"CEN00054169",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","LUZIANIA","Fazenda Paulista. Altitude entre 900-800 m.","-48.144166",NA,NA,NA,"CEN00054169",NA,NA,NA,NA,"2011","-48.144166","-1622556.0",NA,"04",NA,NA,NA,"4"
"2270","2020-09-02 16:33:13-03","Cenargen","CEN","87928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","955","2013","06","10",NA,"Brasil","Unicata",NA,"Ramo com flor. Doação CPAC.","CEN00087928",NA,NA,"(Sm.) Triana","J. B. Pereira","DF","BRASILIA","Brazlândia. Sítio Coité do Cerrado.","-48.15","-15.7425",NA,NA,"CEN00087928",NA,NA,NA,NA,"2014","-48.15","-15.7425",NA,"12",NA,NA,NA,"1"
"2271","2020-09-02 16:33:13-03","Cenargen","CEN","88136","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","1110","2013","08","07",NA,"Brasil","Exsicatas",NA,"Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","CEN00088136",NA,NA,"(Sm.) Triana","J. B. Pereira","DF","BRASILIA","Brazlândia, Sítio Coité do Cerrado","-48.149722","-15.742222",NA,NA,"CEN00088136",NA,NA,NA,NA,"2015","-48.149722","-15.742222",NA,"01",NA,NA,NA,NA
"2272","2020-09-02 16:33:13-03","Cenargen","CEN","96562","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Bernardo Rocha Teixeira","262","2012","05","24",NA,"Brasil","Exsicatas",NA,NA,"CEN00096562",NA,NA,"(Sm.) Triana","B. R. Teixeira","DF","BRASILIA","Fazenda Malunga.","47.4933333","-15.978611",NA,NA,"CEN00096562",NA,NA,NA,NA,"2012","47.4933333","-15.978611",NA,"06",NA,NA,NA,"5"
"2273","2020-09-02 16:33:13-03","Cenargen","CEN","18473","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Bruno Machado Teles Walter","2164","1994","07","06",NA,"Brasil","Exsicatas",NA,"Cálice verde. Corola, filetes e anteras brancos. Planta freqüente próximo ao leito do córrego, em locais sombreados. Solo semi-encharcado na estação seca. Doação da Flora do Brasil. Distrito Federal.","CEN00018473",NA,NA,"(Sm.) Triana","C. B. R. Munhoz","DF","BRASILIA","FAL/UnB. Mata de galeria do córrego da Onça. Coletas efetuadas no final da mata a 150m do Córergo Taquara.","-47.9","-15.933333","1050","1050","CEN00018473",NA,NA,NA,NA,"1998","-47.9","-15.933333",NA,NA,NA,NA,NA,"1"
"2274","2020-09-02 16:33:13-03","Cenargen","CEN","39468","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Ernestino de S. Gomes Guarino","369","2000","08","21",NA,"Brasil","Exsicatas",NA,NA,"CEN00039468",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","Fazenda Sucupira, trecho inundável da mata do córrego Riacho Fundo, atrás da churrasqueira.","-48",NA,"1100","1100","CEN00039468",NA,NA,NA,NA,"2011","-48.0","-1586667.0",NA,"04",NA,NA,NA,"4"
"2275","2020-09-02 16:33:13-03","Cenargen","CEN","33305","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alexandre Bonesso Sampaio","28","1996","06","20",NA,"Brasil","Exsicatas",NA,"Sépalas vermelhas. Pétalas brancas. Local da coleta próximo a barragem da captação de água para o pivô central da Fazanda da Sementes Básicas-EMBRAPA, borda da mata.","CEN00033305",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","Mata do Açudinho, porção central, Fazenda Sucupira (CENARGEN/EMBRAPA).","-48.033333",NA,"1080","1080","CEN00033305",NA,NA,NA,NA,"2011","-48.033333","-1592417.0",NA,"04",NA,NA,NA,"6"
"2276","2020-09-02 16:33:13-03","Cenargen","CEN","77745","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Glocimar Pereira-Silva","15762","2010","10","25",NA,"Brasil","Exsicatas",NA,"Área de influência indireta. Cálice creme piloso. Pétalas e estiletes branca, anteras branca com linhas marrom. Local com presença de Babaçú.&nf;Det. in dupl.","CEN00077745",NA,NA,"(Sm.) Triana","F. A. Michelangeli","RO","PORTO VELHO","Ramal Arrependido.","-64.705","-9.3222222","90","90","CEN00077745",NA,NA,NA,NA,"2011","-64.705","-9.3222222",NA,NA,NA,NA,NA,"8"
"2277","2020-09-02 16:33:13-03","Cenargen","CEN","78629","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Tânia Maria Moura - UEG","129","2008","05","22",NA,"Brasil","Exsicatas",NA,"Corola creme. Cálice verde. Doação do Herbário UEG/MORRINHOS - GOIÁS.","CEN00078629",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Ecológico Jatobá Centenário.","-49.132222","-17.728611","797","797","CEN00078629",NA,NA,NA,NA,"2015","-49.132222","-17.728611",NA,"06",NA,NA,NA,"1"
"2278","2020-09-02 16:33:13-03","Cenargen","CEN","71278","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rafaela Campostrini Forzza","4567","2007","07","20",NA,"Brasil","Exsicatas",NA,"Folhas discolores. Flores alvas. Frutos vermelhos. Doação - Jardim Botânico do Rio de Janeiro. Herbário RB (452488).","CEN00071278",NA,NA,"(Sm.) Triana","R. Goldenberg","GO","MOSSAMEDES","Riacho na base da Serra Dourada.",NA,"-16.1","691","691","CEN00071278",NA,NA,NA,NA,"2009","-50185555.0","-16.1",NA,NA,NA,NA,NA,"1"
"2279","2020-09-02 16:33:13-03","Cenargen","CEN","83472","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Márcio Honorato Fernandes","86","2012","06","06",NA,"Brasil","Exsicatas",NA,"Pedúnculo vermelho claro. Coletada na borda da mata.","CEN00083472",NA,NA,"(Sm.) Triana",NA,"DF","BRASILIA","Fazenda Malunga (produção de hortaliças e leite orgânicos). Núcleo Rural Lamarão.","-47.488055","-15.973888","888","888","CEN00083472",NA,NA,NA,NA,NA,"-47.488055","-15.973888",NA,NA,NA,NA,NA,"4"
"2280","2020-09-02 16:33:13-03","Cenargen","CEN","83499","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Márcio Honorato Fernandes","113","2012","07","12",NA,"Brasil","Exsicatas",NA,"Estames brancos. Folhas discolores.","CEN00083499",NA,NA,"(Sm.) Triana","M. H. Fernandes","DF","BRASILIA","Fazenda Santa Cecília. Núcleo Rural Rajadinha II.","-47.637777","-15.765277","958","958","CEN00083499",NA,NA,NA,NA,"2012","-47.637777","-15.765277",NA,"11",NA,NA,NA,"4"
"2281","2020-09-02 16:33:13-03","Cenargen","CEN","89582","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","97","2012","12","11",NA,"Brasil","Exsicatas",NA,"Ramo com flor e fruto. Doação","CEN00089582",NA,NA,"(Sm.) Triana","J. B. Pereira","DF","BRASILIA","Brazlândia - Sítio Coité do Cerrado","-48.149722","-15.742222",NA,NA,"CEN00089582",NA,NA,NA,NA,"2015","-48.149722","-15.742222",NA,"06",NA,NA,NA,"1"
"2282","2020-09-02 16:33:13-03","Cenargen","CEN","93982","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","1239","2013","10","01",NA,"Brasil","Exsicatas",NA,"Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","CEN00093982",NA,NA,"(Sm.) Triana",NA,"DF","BRASILIA","Gama. Embrapa CTZL.","-48.123888","-15.950555",NA,NA,"CEN00093982",NA,NA,NA,NA,NA,"-48.123888","-15.950555",NA,NA,NA,NA,NA,"1"
"2283","2020-09-02 16:33:13-03","Cenargen","CEN","94046","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","1303","2013","10","03",NA,"Brasil","Exsicatas",NA,"Material coletado: Ramo com fruto. Doação da Embrapa Cerrados.","CEN00094046",NA,NA,"(Sm.) Triana","A. M. Alonso","DF","BRASILIA","Brazlândia - Sítio Coité do Cerrado","-48.149722","-15.742222",NA,NA,"CEN00094046",NA,NA,NA,NA,"2013","-48.149722","-15.742222",NA,"10",NA,NA,NA,"1"
"2284","2020-09-02 16:33:13-03","Cenargen","CEN","94166","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Araci Molnar Alonso","1388","2013","11","06",NA,"Brasil","Exsicatas",NA,"Material coletado: Ramo com botões florais. Doação da Embrapa Cerrados.","CEN00094166",NA,NA,"(Sm.) Triana",NA,"DF","BRASILIA","Brazlândia. Sítio Coité do Cerrado.","-48.149722","-15.7425",NA,NA,"CEN00094166",NA,NA,NA,NA,NA,"-48.149722","-15.7425",NA,NA,NA,NA,NA,"1"
"2285","2020-09-02 16:33:13-03","Cenargen","CEN","28441","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Maria Goreth Gonçalves Nóbrega","444","1996","03","19",NA,"Brasil","Exsicatas",NA,"Com fruto. Doação do Sistema Herbário HEPH (11741-2). Distrito Federal.","CEN00028441",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","EEJBB - Projeto Águas do Cerrado. Reserva Genética. Altitude 1025-1150 m.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00028441","70570","auto",NA,NA,"2011","-4785000.0","-1586667.0",NA,"10",NA,NA,NA,"1"
"2286","2020-09-02 16:33:13-03","Cenargen","CEN","87619","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","João Benedito Pereira","352","2013","11","05",NA,"Brasil","Exsicatas",NA,NA,"CEN00087619",NA,NA,"(Sm.) Triana","J. B. Pereira","DF","BRASILIA","Fasenda malunga.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00087619","70570","auto",NA,NA,"2013",NA,NA,NA,"11",NA,NA,NA,"2"
"2287","2020-09-02 16:33:13-03","Cenargen","CEN","33281","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alexandre Bonesso Sampaio","2","1996","04","04",NA,"Brasil","Exsicatas",NA,"Resquícios florais e início de frutificação. Sépalas vermelhas. Planta coletada no trecho abaixo do açude da sede, denominado cabaceira, margem direita do Córrego Açudinho, borda da mata.","CEN00033281",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","Fazenda Sucupira (EMBRAPA - CENARGEN), Mata do Córrego Açudinho, cabeceira.","-47.9296989440918","-15.7797002792358","1080","1080","CEN00033281","70570","auto",NA,NA,"2011","-4803333.0","-1592417.0",NA,"10",NA,NA,NA,"6"
"2288","2020-09-02 16:33:13-03","Cenargen","CEN","26737","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Marta Camargo de Assis","272","1995","09","20",NA,"Brasil","Exsicatas",NA,"Cálice vermelho. Corola branca, estames amarelados.","CEN00026737",NA,NA,"(Sm.) Triana","C. B. R. Munhoz","DF","BRASILIA","Fazenda Sucupira. Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00026737","70570","auto",NA,NA,"1998","-4803333.0","-1590000.0",NA,"04",NA,NA,NA,"2"
"2289","2020-09-02 16:33:13-03","Cenargen","CEN","33416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alexandre Bonesso Sampaio","142","1997","08","11",NA,"Brasil","Exsicatas",NA,"Coletada no transecto nº 2 da Fitossociologia.","CEN00033416",NA,NA,"(Sm.) Triana","B. M. T. Walter","DF","BRASILIA","Mata de Galeria do Riacho Fundo, Fazenda Sucupira (CENARGEN/EMBRAPA).","-47.9296989440918","-15.7797002792358","1080","1080","CEN00033416","70570","auto",NA,NA,"2000","-4803333.0","-1592417.0",NA,"09",NA,NA,NA,"3"
"2290","2020-09-02 16:33:13-03","Cenargen","CEN","31331","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","João Marcelo de Rezende","477","1996","05","09",NA,"Brasil","Exsicatas",NA,NA,"CEN00031331",NA,NA,"(Sm.) Triana","J. M. Rezende","DF","BRASILIA","Samambaia. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358","1150","1150","CEN00031331","70570","auto",NA,NA,"1996","-4848333.0","-1586667.0",NA,"10",NA,NA,NA,"6"
"2291","2020-09-02 16:33:13-03","Cenargen","CEN","19910","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Sebastião Pinheiro Cordovil da Silva","332","1993","06","22",NA,"Brasil","Exsicatas",NA,"Cálice creme-vináceo, pétalas brancas; androceu e gineceu brancos. Frutos imaturos vermelho-alaranjado; e maduros tendendo a roxo.","CEN00019910",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","CORUMBAIBA","Margem esquerda do rio Corumbá - 1,5 km amontante do eixo da barragem em Cor. Estac. marg. direita Cor. Gameleira.","-48.5614013671875","-18.1424999237061",NA,NA,"CEN00019910","40186","auto",NA,NA,"2011",NA,NA,NA,"10",NA,NA,NA,"4"
"2292","2020-09-02 16:33:13-03","Cenargen","CEN","20878","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hamilton Garboggini Pinho dos Santos","89","1993","06","24",NA,"Brasil","Exsicatas",NA,"Frutos imaturos laranja, maduros roxos. Botões florais creme. Folha discolor verde-escuro na face adaxial e verde-claro na face abaxial.","CEN00020878",NA,NA,"(Sm.) Triana","C. B. R. Munhoz","GO","CORUMBAIBA","Margem esquerda do rio Corumbá, 1.5 km a montante do eixo da barragem, no afluente m.direita córrego Gameleira.","-48.5614013671875","-18.1424999237061",NA,NA,"CEN00020878","40186","auto",NA,NA,"1998",NA,NA,NA,"01",NA,NA,NA,"3"
"2293","2020-09-02 16:33:13-03","Cenargen","CEN","20877","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hamilton Garboggini Pinho dos Santos","88","1993","06","24",NA,"Brasil","Exsicatas",NA,"Botões florais creme-esbranquiçado. Androceu e gineceu esbranquiçado.","CEN00020877",NA,NA,"(Sm.) Triana","C. B. R. Munhoz","GO","CORUMBAIBA","Margem esquerda do rio Corumbá, 1.5 km a montante do eixo da barragem, no afluente m.direita córrego Gameleira.","-48.5614013671875","-18.1424999237061",NA,NA,"CEN00020877","40186","auto",NA,NA,"1998",NA,NA,NA,"01",NA,NA,NA,"3"
"2294","2020-09-02 16:33:13-03","Cenargen","CEN","20914","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Hamilton Garboggini Pinho dos Santos","125","1993","06","25",NA,"Brasil","Exsicatas",NA,"Flor branca, fruto vermelho alaranjado.","CEN00020914",NA,NA,"(Sm.) Triana","C. B. R. Munhoz","GO","CORUMBAIBA","Margem esquerda do rio Corumbá, próximo ao eixo da barragem.","-48.5614013671875","-18.1424999237061",NA,NA,"CEN00020914","40186","auto",NA,NA,"1998",NA,NA,NA,"01",NA,NA,NA,"3"
"2295","2020-09-02 16:33:13-03","Cenargen","CEN","79047","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Nazaré Bernardes Lima - UEG",NA,"2007","06","30",NA,"Brasil","Exsicatas",NA,"Não látex. Doação Herbário UEG - Morrinhos - GOIÁS.","CEN00079047",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Ecológico Jatobá Centenário.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079047","45214","auto",NA,NA,"2015",NA,NA,NA,"06",NA,NA,NA,"1"
"2296","2020-09-02 16:33:13-03","Cenargen","CEN","79048","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Nazaré Bernardes Lima - UEG",NA,"2007","09","01",NA,"Brasil","Exsicatas",NA,"Doação Herbário UEG - Morrinhos - GOIÁS.","CEN00079048",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Ecológico Jatobá Centenário.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079048","45214","auto",NA,NA,"2015",NA,NA,NA,"06",NA,NA,NA,"1"
"2297","2020-09-02 16:33:13-03","Cenargen","CEN","79088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Gabriel Mendes Ferreira - UEG",NA,"2007","06","02",NA,"Brasil","Exsicatas",NA,"Doação do HERBÁRIO UEG / MORRINHOS.","CEN00079088",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Ecológico Jatobá Centenário.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079088","45214","auto",NA,NA,"2015",NA,NA,NA,"06",NA,NA,NA,"1"
"2298","2020-09-02 16:33:13-03","Cenargen","CEN","79075","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Thiago Silva de Assis - UEG",NA,"2007","08","11",NA,"Brasil","Exsicatas",NA,"Doação do Herbário UEG/MORRINHOS - GOIÁS.","CEN00079075",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Ecológico Jatobá Centenário. Interior.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079075","45214","auto",NA,NA,"2012",NA,NA,NA,"03",NA,NA,NA,"1"
"2299","2020-09-02 16:33:13-03","Cenargen","CEN","79093","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Tânia Maria Moura - UEG",NA,"2007","08","11",NA,"Brasil","Exsicatas",NA,"Flor rosa claro e alvas. Doação do Herbário UEG/MORRINHOS - GOIÁS","CEN00079093",NA,NA,"(Sm.) Triana","B. M. T. Walter","GO","MORRINHOS","Parque Jatobá Centenário.","-49.0993995666504","-17.7311000823975",NA,NA,"CEN00079093","45214","auto",NA,NA,"2015",NA,NA,NA,"06",NA,NA,NA,"1"
"2300","2020-09-02 16:33:13-03","Cenargen","CEN","46631","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J. A. F. da Costa","701","1985","04","19",NA,"Brasil","Exsicatas",NA,"Folhas com dorso de cor roxa. Doação do Museu Nacional do Rio de Janeiro - cat. geral nº (197139).","CEN00046631",NA,NA,"(Sm.) Triana","S. S. Renner","MT","JUINA","Linha 64.","-58.7411003112793","-11.3782997131348",NA,NA,"CEN00046631","188958","auto",NA,NA,"1985",NA,NA,NA,"04",NA,NA,NA,"1"
"2301","2020-09-02 16:33:13-03","Cenargen","CEN","72074","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alberto Luiz Marsaro Junior","4","2009","05","13",NA,"Brasil","Unicata",NA,NA,"CEN00072074",NA,NA,"(Sm.) Triana","B. M. T. Walter","RR","AMAJARI","Sede do Sesc na localidade do Tepequém.","-61.3706016540527","3.65222001075745","633","633","CEN00072074","411632","auto",NA,NA,"2018","-61714444.0","375194444.0",NA,"04",NA,NA,NA,"1"
"2302","2020-09-02 16:33:13-03","Cenargen","CEN","62580","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Carlos R. Macedo",NA,"1991","10","25",NA,"Brasil","Exsicatas",NA,"Doação Instituto de Botânica - SP.","CEN00062580",NA,NA,"(Sm.) Triana","B. M. T. Walter","SP","CAMPINAS","Mata Santa Elisa (IAC).","-47.060001373291","-22.8999996185303",NA,NA,"CEN00062580","23900","auto",NA,NA,"2013",NA,NA,NA,"05",NA,NA,NA,"1"
"2303","2020-06-05 10:41:16-03","UFG","HJ","4668","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Souza, L.F.","1081","2004","08","22",NA,"Brasil",NA,NA,NA,"HJ00004668",NA,NA,"(Sm.) Triana",NA,"Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444","620","620",NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA
"2304","2020-06-05 10:41:16-03","UFG","HJ","2416","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Diniz, J.L.M.; Santos, G.G.","36","2008","11","08",NA,"Brasil",NA,NA,NA,"HJ00002416",NA,NA,"(Sm.) Triana",NA,"Goiás","Jataí","Fazenda Gazzarini, bacia do rio Claro.","-51.658611","-17.86","700","700",NA,NA,NA,NA,NA,NA,"51º39'31''W","17º51'36''S",NA,NA,NA,NA,NA,NA
"2305","2020-06-05 10:41:16-03","UFG","HJ","6070","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Guilherme, F.A.G.; Carneiro, SES; Bernasol, WP","1147","2008","07","08",NA,"Brasil",NA,NA,NA,"HJ00006070",NA,NA,"(Sm.) Triana",NA,"Goiás","São Simão","UHE Salto do Rio Verdinho.","-50.7725","-19.161667","523","523",NA,NA,NA,NA,NA,NA,"50º46'21''W","19º9'42''S",NA,NA,NA,NA,NA,NA
"2306","2020-06-05 10:41:16-03","UFG","HJ","2590","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Diniz, J.L.M.; Santos, G.G.","43","2008","11","27",NA,"Brasil",NA,NA,NA,"HJ00002590",NA,NA,"(Sm.) Triana","Luzia Francisca de Souza","Goiás","Jataí","Fazenda Gazzarini.","-51.658611","-17.86","700","700",NA,NA,NA,NA,NA,"2017","51º39'31''W","17º51'36''S",NA,"11","14",NA,NA,NA
"2307","2020-06-05 10:41:16-03","UFG","HJ","2591","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Diniz, J.L.M.; Santos, G.G.","42","2008","11","27",NA,"Brasil",NA,NA,NA,"HJ00002591",NA,NA,"(Sm.) Triana","Luzia Francisca de Souza","Goiás","Jataí","Fazenda Gazzarini.","-51.658611","-17.86","700","700",NA,NA,NA,NA,NA,"2017","51º39'31''W","17º51'36''S",NA,"11","14",NA,NA,NA
"2308","2020-06-05 10:41:17-03","UFG","HJ","6897","S","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Souza, L.F.; Diniz, J.L.M.; Santos, G.G.","4597","2010","08","25",NA,"Brasil",NA,NA,NA,"HJ00006897",NA,NA,"(Sm.) Triana","Luzia Francisca de Souza","Goiás","Jataí","Fazenda Sertãozinho.","-51.7144012451172","-17.8813991546631","700","700",NA,"75073","auto",NA,NA,"2017",NA,NA,NA,"11","14",NA,NA,NA
"2309","2019-11-13 11:25:38-03","USP","SPF","169105","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Fiaschi, P","2727","2005","03","03",NA,"Brasil",NA,NA,NA,"SPF00169105",NA,NA,"(Sm.) Triana","Rezende, AR","Bahia","Almadina","Serra do Sete-Paus.","-39.696111","-14.75",NA,NA,NA,NA,NA,NA,NA,"2010","-39.696111","-14.75",NA,"12",NA,NA,NA,NA
"2310","2019-11-13 11:25:38-03","USP","SPF","195905","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Paula-Souza, J","9548","2007","11","15",NA,"Brasil",NA,NA,NA,"SPF00195905",NA,NA,"(Sm.) Triana","Rezende, AR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-59.9752","-2.92984","95","95",NA,NA,NA,NA,NA,"2010","-59.9752","-2.92984",NA,"12",NA,NA,NA,NA
"2311","2019-11-13 11:25:38-03","USP","SPF","20085","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Harley, RM","20686","1980","01","26",NA,"Brasil",NA,NA,NA,"SPF00020085",NA,NA,"(Sm.) Triana","Rezende, AR","Bahia",NA,"between Ibirapitanga and Ubaitaba.","-39.333333","-14.166667","50","50",NA,NA,NA,NA,NA,"2010","-39.333333","-14.166667",NA,"12",NA,NA,NA,NA
"2312","2019-11-13 11:25:38-03","USP","SPF","77408","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Pipoly, JJ","12212","1990","09","19","Southern America","Peru",NA,NA,NA,"SPF00077408",NA,NA,"(Sm.) Triana","Wurdack, JJ","Loreto","Iquitos","Estación Experimental IIAP. Maynas Province, Allpahuayo.&nf;4º10' S 73º30' W",NA,NA,"200","200",NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA
