"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","previousCatalogNumber"
"24","2021-03-15 16:37:00-03","NY","NYBG","01197860","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","T. D. Pennington",NA,NA,NA,"P. Fiaschi","1824","2003","11","02","Brazil","Bahia","Barro Preto","Serra da Pedra Lascada. 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso a serra. Caminhada ao topo da serra.","-39.5361","-14.7703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107889' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197860","NY01197860_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1034259","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","R. Spichiger; E. Cottier",NA,NA,NA,"A. C. Cervi","CA7288","1994","12","12","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034259","NY01034259_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01023586","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","27314","1932","01","14","Brazil","São Paulo",NA,"Jardim Botanico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1196378' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023586","NY01023586_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","476223","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","T. D. Pennington",NA,NA,NA,"G. G. Hatschbach","50779","1986","11","15","Brazil","Espírito Santo","Conceiçao do Castelo","Venda Nova","-41.2439","-20.3683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476223","NY00476223_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","401987","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"R. M. Klein","1627","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401987","NY00401987_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","401984","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","H. de S. Barreiros",NA,NA,NA,"A. S. Zau","9","1988","09","08","Brazil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Morro Queimado","-43.27","-22.97",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00401984","NY00401984_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:23-03","MCN-PUC-MINAS","HPUC-MG","ANG479","S","Plantae","Malvaceae","Trichilia","cf. silvatica","Trichilia cf. silvatica",NA,NA,NA,NA,NA,"Maielo - Silva, L.",NA,"2009","09","09","Brasil","Minas Gerais","Brumadinho","Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"Nº Ibama (CTF) = 4477412. Sem dados de coleta.",NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","23244","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Amaral Jr., A.","823","2001","07","06","Brasil","Mato Grosso do Sul","Brasilândia",NA,"-51.945556","-21.19","51°56'44w","21°11'24s",NA,NA,"Arbusto de 1,50 m de altura, frutos vináceos","BOTU023244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","8306","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Pennington, T.D.","2000",NA,NA,"Ehrendorfer, F.","73903-18","1973","09","03","Brasil","São Paulo","Peruíbe","ca. 80km SW Santos, near (and W) of Peruíbe",NA,NA,"9999","9999",NA,NA,NA,"BOTU008306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:29-03","UFRJ","RFA","39639","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","R. Finotti",NA,NA,NA,"R. Finotti; Caruzo J.","102","2007","09","14","Brasil","Rio de Janeiro","Guapimirim","Areal Santa-Helena","-42.8375","-22.541667","42º50'15''W","22º32'30''S","50","50","Arvore de 5 metros de altura e PAP de 17,9 cm","RFA24645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:31:29-03","UFRJ","RFA","15525","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"P. Occhioni","6322","1974","10","05","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, Dedo de Deus","-43.2075004577637","-22.9027996063232",NA,NA,"800","800","Arbusto frequente, flor creme","RFA45919",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"35","2021-04-08 17:42:49-03","EAO","IAN","24730","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Schwacke","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN024730","IAN024730_f","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:20:47-03","UFBA","ALCB","50012","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Pennington, TD","1998",NA,NA,"Thomas, W; Amorim, AMA; Paixão, JL da","s/n","1998","02","07","Brasil","Bahia","Jussari","Litoral Sul, Serra do teimoso, 7,5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso","-39.583333","-15.166667","-39.583333","-15.166667",NA,NA,"12,0 m. Leaves lustrous dark green above, pale green beneath. Fruit pale salmon-olive.; semi-deciduous.","ALCB062681",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:20:47-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Pennington, TD","1998",NA,NA,"Thomas, W; Amorim, AMA; Paixão, JL da","s/n","1998","02","07","Brasil","Bahia","Jussari","Litoral Sul, Serra do teimoso, 7,5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso","-39.583333","-15.166667","-39.583333","-15.166667",NA,NA,"12,0 m. Leaves lustrous dark green above, pale green beneath. Fruit pale salmon-olive.; semi-deciduous.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:20:47-03","UFBA","ALCB","121359","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Guedes, ML","2018","08",NA,"Gomes, FS","1577","2013","05","13","Brasil","Bahia","Una",NA,"-39.159444","-15.248056","-39.159444","-15.248056",NA,NA,"Material estéril. 50.2, parcela 02.","ALCB052537","ALCB052537","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-14 14:10:40-03","UFBA","ALCB","32005","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Pennington, TD","1995",NA,NA,"Thomas, W; Carvalho, AM de; Kallunki, J; Clarck, L; Sant'Ana, SC de","s/n","1994","02","03","Brasil","Bahia","Itapetinga","Sudoeste, Parque da matinha. Mata próxima a riacho","-40.234722","-15.239167","-40.234722","-15.239167",NA,NA,"10m, leaves lustrous green above. paler beneath, young fruit pale olive green.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-14 14:10:40-03","UFBA","ALCB","32005","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.","Pennington, TD","1995",NA,NA,"Thomas, W; Carvalho, AM de; Kallunki, J; Clarck, L; Sant'Ana, SC de","s/n","1994","02","03","Brasil","Bahia","Itapetinga","Sudoeste, Parque da matinha. Mata próxima a riacho","-40.234722","-15.239167","-40.234722","-15.239167",NA,NA,"10m, leaves lustrous green above. paler beneath, young fruit pale olive green.","ALCB062680",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:31:06-03","NBC","NL-BOTANY","L.3902760","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Cervi AC; Spichiger R-E; Loizeau PA; Cottier E",NA,"1994","12","12","Brazil",NA,NA,"ALagoas,Municipio de Quebrangulo, Reserva Biologica de Pedra Talhada.","-36.416667","-9.25","-36.416667","-9.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3902760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3902760","NL-L3902760",NA,"Sapindales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U 0295285","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Krukoff BA",NA,"1934","11","07","Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200295285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0295285",NA,NA,"Sapindales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw8250",NA,NA,NA,NA
"43","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1423017","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Krukoff BA",NA,"1934","11","07","Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423017 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423017","NL-U1423017",NA,"Sapindales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1423357","PreservedSpecimen","Plantae","Meliaceae","Trichilia","silvatica","Trichilia silvatica","C.DC.",NA,NA,NA,NA,"Vogelmann HW; Soejarto DD; Olday F; Hernández E",NA,"1964","08","14","Colombia",NA,NA,"Coll. del Putumayo, Putumayo River, Pto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423357 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423357","NL-U1423357",NA,"Sapindales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
