"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","sex"
"99","2019-02-27 14:03:10-03","UFSJ","HUFSJ","5647","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Cordeiro, I; et al.","371","1986","10","15",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da ilha do Cardoso, restinga do Pereirinha.","-47.9199981689453","-25.0100002288818",NA,"Árvore, ca. 6m de altura, eixos de inflorescência ocráceo-avermelhados, pétalas e filetes alvos, anteras creme-rosadas, mata do Morro da captação de água.","HUFSJ005647",NA,NA,NA,"2013","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-04 17:30:03-03","UEM","HUEM","13749","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso & Peixoto","Sobral, M","Lucas, EJ; J.M. de Silva; F.F. Mazine; F. Capello","192","2003","11","08",NA,"Brasil","Paraná","Guaratuba","Praia de Coroado, Restinga arbórea.","-48.70325","-26.004889",NA,"Pendant treelet to 3m, fruits green, tinged red; DNA; photo","HUEM000008787","HUEM000008787",NA,NA,"2009",NA,NA,"08","01","-48.70325","-26.004889",NA,NA,NA,NA,NA
"101","2020-11-04 17:30:03-03","UEM","HUEM","11037","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso & Peixoto","Lima, DF","S.R.Ziller; Soares, A","1379","1995","11","10",NA,"Brasil","Paraná","Guaraqueçaba","Aeroporto de Guaraqueçaba, Restinga.","-48.3288993835449","-25.3066997528076",NA,"Frutos imaturos avermelhados; árvore.; Formações Pioniras de Influência Marinha.","HUEM000008783","HUEM000008783",NA,NA,"2011","37295","auto","08","24",NA,NA,"10","10",NA,NA,NA
"102","2020-11-04 17:30:03-03","UEM","HUEM","11038","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso & Peixoto","Lima, DF","S.R.Ziller; G. Curcio","643","1994","10","02",NA,"Brasil","Paraná","Guaraqueçaba","Próximo ao aeroporto, Restinga.","-48.3288993835449","-25.3066997528076",NA,"Formações Pioniras de Influência Marinha.","HUEM000008786","HUEM000008786",NA,NA,"2011","37295","auto","08","24",NA,NA,NA,NA,NA,NA,NA
"103","2020-11-04 17:30:03-03","UEM","HUEM","5059","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso & Peixoto","Lima, DF","Hatschbach, G; Campos, AR","57921","1992","09","25",NA,"Brasil","Paraná","Paranaguá","Estrada das Praias, próximo ao Rio da Vila, Restinga arbórea.","-48.5092010498047","-25.5200004577637",NA,"Arvoreta; 5 m de altura; flores alvas.","HUEM000008785","HUEM000008785",NA,NA,"2011","24916","auto","08","24",NA,NA,"10","10",NA,NA,NA
"104","2020-11-04 17:30:03-03","UEM","HUEM","13888","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.Barroso & Peixoto","Sobral, M","Lucas, EJ; Souza, VC; Mazine, FF; Forster, W; Udulutsch, RG","60","2003","01","23",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Moderately dense, tall forest in low level, swampy restinga.","-47.9199981689453","-25.0100002288818",NA,"Sterile, to recollect fertile material from numbered individual: IC- 173; sturdy tree to 7m; trunk diam. ca. 10cm, indumentum dense, rust-red; DNA.","HUEM000008784","HUEM000008784",NA,NA,"2009","37574","auto","08","01",NA,NA,NA,NA,NA,NA,NA
"105","2020-11-12 17:02:00-03","UEL","FUEL","32812","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Cervi, AC; Silva, JM; Campos, AR","9054","2007","10","02",NA,"Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,"FUEL011770",NA,NA,NA,"2009","24916","auto","07","17",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-16 14:14:00-03","UEL","FUEL","9898","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lannoy, LC","Britez, RM; Silva, SM","1993","1988","09","24",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,"FUEL011914",NA,NA,NA,"2018","24916","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-11-12 17:02:00-03","UEL","FUEL","10109","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lannoy, LC","Britez, RM","1792","1987","09","26",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,"FUEL011913",NA,NA,NA,"2018","24916","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-12 17:02:00-03","UEL","FUEL","39859","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M; Souza, MAD","Cruz, JM; Cordeiro, J","19","1998","11","25",NA,"Brasil","Paraná","Pontal do Paraná","Balneário Shangri-lá","-48.511100769043","-25.6735992431641",NA,NA,"FUEL011769",NA,NA,NA,"2015","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-12 17:02:00-03","UEL","FUEL","41460","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto",NA,"Cordeiro, J; Poliquesi, CB; Silva, JM","2353","2006","08","31",NA,"Brasil","Paraná","Pontal do Paraná","Sambaquis do Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,"FUEL011767",NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-01 15:06:13-03","UnB","UB","179222","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lucas, E","Oliveira, ECL; Fonseca, ML; Alvarenga, D; Beltrão, L","28","2002","10","16","Southern America","Brasil","Distrito Federal",NA,"APA Gama e Cabeça de Veado, RA do Núcleo Bandeirante, Park Way, Q 17 Conjunto 4","-47.948611","-15.925833",NA,"Árvore semi-ciófila de 6m de altura e 12cm e DAP; casca lisa; folhas cartáceas cor verde escuro com pilosidade na face abaxial. Botões florais verdes claro; Mata de Galeria do Mato seco. Relevo Plano. Mata de galeria inndável, solo hidromórfico",NA,NA,NA,NA,"2013",NA,NA,NA,NA,"-47.948611","-15.925833","1010","1010",NA,NA,NA
"111","2019-11-01 15:06:13-03","UnB","UB","183562","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Staggemeier, VG","Staggemeier, VG; Camargo, MGG","812","2012","06","09","Southern America","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Cananéia/SP.","-47.922778","-25.072222",NA,"Árvore de 5,5m, indivíduo 76 na fenologia. Estéril, tronco áspero com liquens e musgos.; Vegetação de restinga, solo arenoso. Trilha de pesquisa, amostragem do mestrado de V.G. Staggemeier, materiais reprodutivos podem ser consultados no HBRC.",NA,NA,NA,NA,"2012",NA,NA,"06","09","-47.922778","-25.072222",NA,NA,NA,NA,NA
"112","2019-11-01 15:06:13-03","UnB","UB","202046","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, DF","Catharino, ELM","482",NA,NA,NA,"Southern America","Brasil","São Paulo","Iguapé","Peropava, Fazenda Boa Vista","-47.627778","-24.576667",NA,"Árvore, 6m de altura, com frutos verdes e maduros de cor arroxeados.",NA,NA,NA,NA,"2014",NA,NA,"09","07","-47.627778","-24.576667",NA,NA,NA,NA,NA
"113","2019-11-01 15:06:13-03","UnB","UB","202047","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, DF","Catharino, ELM","932","1986","09","06","Southern America","Brasil","São Paulo","Iguapé","Peropava, Fazenda Boa Vista","-47.627778","-24.576667",NA,"Arvoreta, em derrubada.",NA,NA,NA,NA,"2014",NA,NA,"09","07","-47.627778","-24.576667",NA,NA,NA,NA,NA
"114","2019-12-05 14:48:39-03","UFSCar","SORO","4009","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso & Peixoto",NA,"Barros, F.; Silva, E.G.; Lima, R.C.P.","1585","1988","09","08",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso. Transição mata restinha, na estrada para captação de água doce.","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 4m alt, ramos da infloresc. Ferrugíneos, flores com cálice verde e corola e estames brancos.",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-10-03 10:04:18-03","UFSCar","SORO","7641","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","E.H.P.Barreto","Garcia, R.J.F.; Branco, F.R.; Branco, F.","2573","2005","09","24",NA,"Brasil","São Paulo","Itanhaém","Rio Preto. Mata ciliar.","-46.7799987792969","-24.1800003051758",NA,"Árvore, 4m alt.; flores e botões brancos. Voucher de estudo paleoambiental (IG-UNICAMP).",NA,NA,NA,NA,"2016","26998","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-10-03 10:04:18-03","UFSCar","SORO","4191","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso & Peixoto",NA,NA,"40","1979","11","02",NA,"Brasil","São Paulo","Peruíbe","Mata da planície costeira, solo de aluvião, muito úmido, com árvores de até 15-20m de altura, muito rica em epífitas.","-24.366667","-47.033333",NA,"Árvore com 10m de altura, frutos maduros de cor avermelhada até quase preta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24°22'W","47°02'S",NA,NA,NA,NA,NA
"117","2019-10-03 10:04:18-03","UFSCar","SORO","4071","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso & Peixoto",NA,"Ferreira, F.V.; Sanches, C.D.; Bastos, Gorenstein, M.R.; Hoffmann, J.R.","56","1994","09","06",NA,"Brasil","São Paulo","Cananéia","Estrada Cananéia - Pariquera-açu (via ponte), ca, 19km de Canéia. Extensa área de transição mata restinga - Mata Atlântica","-47.84175","-24.900806",NA,"Árvore, ca. 8m alt., botões verde-creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47°50'30.3W","24°54'02.9S",NA,NA,NA,NA,NA
"118","2019-10-03 10:04:18-03","UFSCar","SORO","4068","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M. Barroso & Peixoto",NA,"Grande, D.A.; Lopes, E.A.","322","1979","09","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso - Trilha de acesso a captação de água doce.","-47.9199981689453","-25.0100002288818",NA,"Arbusto ca. 3m alt. Flores brancas perfumadas",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-08-20 14:58:24-03","UFSC","FLOR","27219","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Hatschbach, G.; Campos, A.R.","57921","1992","09","25",NA,"Brasil","Paraná","Paranaguá","Estrada das Praias, próximo ao Rio da Vila.","-48.5092010498047","-25.5200004577637",NA,"arvoreta, 5m altura, flor alva","FLOR0027219",NA,NA,NA,"2016","24916","auto","04","15",NA,NA,"10","10",NA,NA,NA
"120","2020-08-20 14:58:24-03","UFSC","FLOR","30805","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, D.F.","Cruz, J.M.; Cordeiro, J.","19","1998","11","25",NA,"Brasil","Paraná","Pontal do Paraná","Balneário Shangri-lá.","-48.511100769043","-25.6735992431641",NA,"árvore, 5m altura, fruto imaturo","FLOR0030805",NA,NA,NA,"2016","19508","auto","04","15",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-04 15:45:33-03","IF","SPSF","26677","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","O.T. Aguiar","S.R.Ziller & G.Curcio","643","1994","10","02","América do Sul","Brasil","PR","Guaraqueçaba","restinga","-48.3288993835449","-25.3066997528076",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Na restinga;",NA,NA,"Magnoliopsida",NA,"2016","37295","auto","06","03",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-04 15:45:33-03","IF","SPSF","39467","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","O.T. Aguiar","J.M.Silva","5023","2006","09","07","América do Sul","Brasil","PR","Guaratuba","Balneário Nereidas","-48.5746994018555","-25.8827991485596",NA,"COLETA: Árvore com 5m, Flor alva.; GEOGRAFIA: Restinga.;",NA,NA,"Magnoliopsida",NA,"2016","41937","auto","06","03",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-04 15:45:33-03","IF","SPSF","41350","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","(Berg) Legrand","O.T. Aguiar","J.Cordeiro & C.B.Poliquesi & J.M.Silva","2353","2006","08","31","América do Sul","Brasil","PR","Pontal do Paraná","Sambaquis do Guaraguaçu","-48.511100769043","-25.6735992431641",NA,"COLETA: Floresta de planície litorânea.&nf;Árvore 7m; flor alva.;",NA,NA,"Magnoliopsida",NA,"2016","19508","auto","06","03",NA,NA,NA,NA,NA,NA,NA
"124","2021-03-04 15:45:33-03","IF","SPSF","31001","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","O.T. Aguiar","P.S.P.Sampaio & S.E.Martins","83","1998","09","16","América do Sul","Brasil","SP","Bertioga","Sao lourenço","-46.138599395752","-23.8544006347656",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta de restinga paludosa sobre solo turfoso alta;",NA,NA,"Magnoliopsida",NA,"2016","37616","auto","06","03",NA,NA,NA,NA,NA,NA,NA
"125","2021-03-04 15:45:33-03","IF","SPSF","44256","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","O.T. Aguiar","R.L.Miashike & N.M.Ivanauskas & B.M.Beisiegel & Y.E.Tuermorezow & L.A.Ribeiro & E.T.R.Costa","89","2010","06","27","América do Sul","Brasil","SP","Iporanga","Parque Estadual de Intervales","-48.410278","-24.308333",NA,"COLETA: Floresta Ombrófila Densa&nf;Arvoreta 2m altura; frutos amarelos.; GEOGRAFIA: Base do Carmo&nf;Trilha do Carmo Acima;",NA,NA,"Magnoliopsida",NA,"2016",NA,NA,"06","03",NA,NA,"575","575",NA,NA,NA
"126","2021-03-04 15:45:33-03","IF","SPSF","47296","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","(Berg) Legrand","O.T.Aguiar","F.A.R.D.P.Arzolla & N.M.Ivanauskas & A.A.de Oliveira","1601","2013","02","19","América do Sul","Brasil","SP","Iporanga","Sem Fim","-48.668611","-24.570556",NA,"COLETA: Árvore com botões florais.; GEOGRAFIA: Floresta Ombrófila Densa Submontana.;",NA,NA,"Magnoliopsida",NA,"2013",NA,NA,"08","29",NA,NA,"400","400",NA,NA,NA
"127","2021-03-04 15:45:33-03","IF","SPSF","06449","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","isaiana","Myrcia isaiana","(Berg) Legrand","O.T.Aguiar","J.B.Baitello","sn","1981","11","11","América do Sul","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"COLETA: XLS: SPSFAntigo&nf;Restinga&nf;Arvoreta 8m altura; frutos jovens; GEOGRAFIA: Em beira de estrada;",NA,NA,"Magnoliopsida",NA,"2016","37574","auto","06","03",NA,NA,NA,NA,NA,NA,NA
"128","2021-04-05 12:36:22-03","UNIVASF","HVASF","10627","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","J.E.Q. Faria","Marcondes Oliveira","5428","2011","01","25","América do Sul","Brasil","Pernambuco","Buíque","Parque Nacional do Catimbau. Caatinga arbustivo-arbórea semi-aberta. Solo argilo-arenoso.","-37.116222","-8.5555",NA,"Arbusto cerca de 1m de altura com ramos acinzentados. Folhas membranáceas. Frutos imaturos esverdeados. Freqüente.","HVASF010627","HVASF010627_01",NA,NA,"2013",NA,NA,"07","31","-37.116222","-8.555500","456","456",NA,NA,"U"
"129","2019-11-21 10:12:11-03","IBt","SP","24329","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Kawasaki, ML","Hoehne, FC","s.n.","1929","10","02",NA,"Brasil","Paraná",NA,"Entre Paranaguá e Praia do Leste",NA,NA,NA,NA,"SP022796","SP022796",NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:12:11-03","IBt","SP","291165","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, DF","Catharino, ELM; Jaramillo, CBJ","482","1985","08",NA,NA,"Brasil","São Paulo","Iguape","Peropava, Fazenda Boa Vista","-47.627778","-24.576667",NA,"Árvore 6m alt., com frutos verdes e maduros de cor arroxeados",NA,NA,NA,NA,"2014",NA,NA,"09",NA,"-47.627778","-24.576667",NA,NA,NA,NA,NA
"131","2020-07-23 10:21:37-03","IBt","SP","291200","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Lima, DF","Catharino, ELM","932","1986","09","06",NA,"Brasil","São Paulo","Iguape","Peropava, Fazenda Boa Vista","-47.627778","-24.576667",NA,"Arvoreta em derrubada",NA,NA,NA,NA,"2014",NA,NA,"09",NA,"-47.627778","-24.576667",NA,NA,NA,NA,NA
"132","2019-11-21 10:12:11-03","IBt","SP","333988","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto",NA,"Jaramillo, CBJ; Bagalhi, E","3","1985","11","08",NA,"Brasil","São Paulo","Iguape","Peropava, Fazenda Boa Vista","-47.627778","-24.576667",NA,"Árvore tombada, coletada em derrubada, mata de turfeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.627778","-24.576667",NA,NA,NA,NA,NA
"133","2020-07-06 10:52:16-03","IBt","SP","347652","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Kawasaki, ML","Ferreira, VF; Sanches, CD; Bastos, EB; Gorenstein, MR; Hoffmann, JRR","56","1994","09","06",NA,"Brasil","São Paulo","Cananéia","Estrada Cananéia-Pariquera Açu (via ponte), ca. 19km de Cananéia, extensa área de transição mata de restinga-mata atlântica","-47.84175","-24.900806",NA,"Árvore ca. 8m alt., botões verde-creme","SP032929","SP032929",NA,NA,NA,NA,NA,NA,NA,"-47.84175","-24.900806",NA,NA,NA,NA,NA
"134","2019-11-21 10:12:11-03","IBt","SP","335168","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Sobral, M","Amorim, AM; et al.","2515","1998","09","13",NA,"Brasil","Bahia","Porto Seguro","Parque naconal de Monte Pascoal.-rea limite entre Parna e Reserva Indígena Barra Velham de tribo Pataxó. Mata higrófila sul baiana.","-39.0647010803223","-16.4496994018555",NA,"Árvore ca. 12m alt., folhas verdes, a face superior brilhante e a infeiror ferrugínea. Frutos imaturos verdes e amarelos a negros quando maduros.",NA,NA,NA,NA,"2007","68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:12:11-03","IBt","SP","76383","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto",NA,"Mattos, J; Mattos, N","9808-a","1962","02","23",NA,"Brasil","Pernambuco","Pesqueira","Serra de Ororubá, na mata.","-36.6963996887207","-8.35778045654297",NA,"Árvore 8m alt., frutos imaturos.",NA,NA,NA,NA,NA,"36615","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:12:11-03","IBt","SP","334741","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Kawasaki, ML","Sampaio, PSP; Martins, SE","83","1998","09","16",NA,"Brasil","São Paulo","Bertioga","Fazenda da Família Pinto","-46.138599395752","-23.8544006347656",NA,NA,"SP032930","SP032930",NA,NA,"1999","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:12:11-03","IBt","SP","344960","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Kawasaki, ML","Sampaio, PSP; Martins, SE","375","1999","11","11",NA,"Brasil","São Paulo","Bertioga","São Lourenço, Rod. SP-55, km 211,5. Fazenda da Família Pinto.","-46.138599395752","-23.8544006347656",NA,NA,"SP032931","SP032931",NA,NA,"2000","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 10:12:11-03","IBt","SP","64638","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Jennings, L; Lucas, E","Mattos, J","9165","1961","10","01",NA,"Brasil","São Paulo","Cananéia","Ilha Comprida","-47.9199981689453","-25.0100002288818",NA,NA,"SP022798","SP022798",NA,NA,"2008","37574","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-21 10:12:11-03","IBt","SP","298693","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto",NA,"Martuscelli, P","1066","1990","08","03",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Mata de encosta Três Irmãos,","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 18m alt., frutos castanhos com tegumento vermelho carmim",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,"300","300",NA,NA,NA
"140","2019-11-21 10:12:11-03","IBt","SP","216431","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Caliari, CP","Cordeiro, I; Kirizawa, M; Webster, GL","371","1986","10","15",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Restinga do Pereirinha. Morro de Captação de água","-47.9199981689453","-25.0100002288818",NA,NA,"SP032932","SP032932",NA,NA,"2012","37574","auto","04","20",NA,NA,NA,NA,NA,NA,NA
"141","2019-11-21 10:12:11-03","IBt","SP","232013","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Aguiar, OT","Barros, F; Silva, EG; Lima, RCP","1585","1988","09","08",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Transição mata-restinga, na estrada para a captação de água doce","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 4m alt., ramos da inflorescência ferrugíneos, flores com cálice verde e corola e estames brancos",NA,NA,NA,NA,"1990","37574","auto","12","18",NA,NA,NA,NA,NA,NA,NA
"142","2019-11-21 10:12:11-03","IBt","SP","209575","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Aguiar, OT","Melo, MMRF","457","1982","08","19",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Transição restinga-mata","-47.9199981689453","-25.0100002288818",NA,"Árvore ca. 5m at., cálice pêndulos verdes, botões jovens e flores",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-21 10:12:11-03","IBt","SP","163582","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Aguiar, OT","De-Grande, DA; Lopes, EA","322","1979","09","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de aceso à captação de água doce","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 10:12:11-03","IBt","SP","237370","S","Plantae",NA,NA,"Myrtaceae","Myrcia","isaiana","Myrcia isaiana","G.M.Barroso & Peixoto","Caliari, CP","Barros, F","1719","1989","09","25",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha para a captação de água doce","-47.9199981689453","-25.0100002288818",NA,NA,"SP032933","SP032933",NA,NA,"2012","37574","auto","04","20",NA,NA,NA,NA,NA,NA,NA
