"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"49","2019-11-27 13:53:22-03","UFS","ASE","28051","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K","Yamamoto, K; Vieira, AOS","26204","1992","05","01","Southern America","Brasil","Rio de Janeiro","Petrópolis","Estrada Petrópolis - Teresópolis","-43.178611","-22.505",NA,"Árvore ca. 30m de ltura, flores amarelas. Folhas deflexas, brilhantes. Borboletas amarelas visitando as flores. Em encosta íngreme. Comum na região e em floração abundante.","ASE0032351","ASE0032351",NA,NA,NA,NA,NA,NA,"-43.178611","-22.505",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-27 13:53:22-03","UFS","ASE","28057","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Silva, AF; Capellari-Jr, L","1423","1986","04","09","Southern America","Brasil","São Paulo","São Jose dos Campos","Mata do Horto","-45.5312","-23.1046",NA,"árvore de 18m, flores amarelo-ouro, casca creme, lenho marfim, seiva acuosa abundante, folhas brilhantes. Coordenadas em UTM 23.04.30 E, 45.56.15 N.","ASE0032345","ASE0032345",NA,NA,NA,NA,NA,NA,"-45.5312","-23.1046",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 10:28:22-03","UNICAMP","UEC","147069","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Aguirre, GH; et al.","212","2005","07","18",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:43:22-03","UNICAMP","UEC","177929","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Santos, K","Santos, K; Belinello, R","2053","2000","06","13",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Santana do Atalaia (Fragmento M4); área total: 25,2ha.","-46.583333","-22.8",NA,"Nome popular: Pau-de-Tucano; Árvore perenifolia, anemocórica; córtex rugoso, madeira pesada, altura total: 18m, altrura do fuste: 10m, PAP: 81cm. 01-25% da copa infestada por lianas.; Floresta estacional semidecidual","UEC002834","UEC002834",NA,NA,NA,NA,NA,NA,"-46.583333","-22.8","733","733",NA,NA,NA,NA,NA
"53","2021-03-01 16:43:22-03","UNICAMP","UEC","183009","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, AR","Barreto, KD; Fernandes, GD; Vitti, FX","19571","1994","03","16",NA,"Brazil","São Paulo","Cabreúva","Mata da Casa Branca.","-47.047278","-23.266833",NA,"Árvore, 17m atl.; flores amarelas. Dossel.&nf;; Mata mesófila semidecídua.","UEC104102","UEC104102",NA,NA,"1998",NA,NA,NA,"-47.047278","-23.266833",NA,NA,"08",NA,NA,NA,NA
"54","2021-03-01 16:43:22-03","UNICAMP","UEC","54361","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Silva, AF","1252","1985","10","08",NA,"Brazil","São Paulo","São José dos Campos","Horto ao lado Lab.","-45.9375","-23.075",NA,"Árvore de até 10m altura, frutos verdes.","UEC076918","UEC076918",NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:28:22-03","UNICAMP","UEC","157380","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Vianna, MC","Menandro, MS","87","1986","05","20",NA,"Brazil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"UEC072829","UEC072829","48094","auto","2000",NA,NA,NA,NA,NA,NA,NA,"06","26",NA,NA,NA
"56","2021-03-01 16:43:22-03","UNICAMP","UEC","76258","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K","Tameirão Neto, E","846","1992","07","28",NA,"Brazil","Minas Gerais","Dionísio",NA,"-42.7766990661621","-19.8428001403809",NA,"flores amarelas.; Mata.","UEC072513","UEC072513","31394","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:43:22-03","UNICAMP","UEC","157871","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, AR","Catharino, ELM; Esteves, GL; Rodrigues, EA; Shirasuna, RT","2030","1994","11","27",NA,"Brazil","São Paulo","Bananal","Serra da Bocaina, Estrada de subida da serra, trecho de asfalto.","-44.3199996948242","-22.6800003051758",NA,"Árvore, cerca de 8-15m de altura; frutos verdes imaturos.","UEC054367","UEC054367","26795","auto","1998",NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA
"58","2021-03-01 16:43:22-03","UNICAMP","UEC","43405","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Taroda, N; Gouvêa, LSK; Yamamoto, K","18585","1986","04","30",NA,"Brazil","São Paulo","Campinas","Cabras, Mta próxima ao Observatório Capricórnio.","-47.060001373291","-22.8999996185303",NA,"Árvore até 5m, flores amarelas.",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:43:22-03","UNICAMP","UEC","177557","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K","Bertoni, JEA; Geremias, A","289","2000","11","17",NA,"Brazil","São Paulo","Campinas","Fazenda Santa Elisa, quadra do café L7 - P29.","-47.060001373291","-22.8999996185303",NA,"Árvore de 8 à 10m; frutos secos.","UEC002984","UEC002984","23900","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-01 16:43:22-03","UNICAMP","UEC","172849","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Baitello, JB","Baitello, JB","625","1994","03","30",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, pedreira e arredores.","-44.9599990844727","-23.0699996948242",NA,"Árvore 6m alt., frutos imaturos verdes.; Área de solo arenoso pedregoso, em alguns locais bastante úmidos.","UEC054366","UEC054366","38855","auto","1994",NA,NA,NA,NA,NA,NA,NA,"03","30",NA,NA,NA
"61","2019-08-20 10:28:22-03","UNICAMP","UEC","15843","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K","?","s.n.","1973","07",NA,NA,"Brazil","São Paulo","São Paulo","Parque Siqueira Campos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584","auto","1991",NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"62","2021-03-01 16:43:22-03","UNICAMP","UEC","183013","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K","Franco, GADC; et al.","1341","1995","05","08",NA,"Brazil","São Paulo","São Paulo","P.E. da Cantareira, Núcleo Engordador, trilha da cachoeira.","-46.6300010681152","-23.5400009155273",NA,"Árvore 10m de altura, flores amarelas.","UEC104098","UEC104098","53584","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-20 10:28:22-03","UNICAMP","UEC","150295","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Bertoncello, R","Bertoncello, R; Pansonato, M","320","2007","04","19",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Morro do Cuscuzeiro.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto","2008",NA,NA,NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA
"64","2020-10-14 10:07:08-03","FURB","FURB","44516","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Shimizu, GH","Silva, J.M.; Vasconcelos, G.C.","6385","2008","04","10",NA,"Brasil","Paraná","Adrianópolis","Fazenda mato preto; Berneck.","-48.9911003112793","-24.6571998596191",NA,NA,"FURB45606","FURB45606","49901","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-08-16 08:41:25-03","UTFPR","HCF","16361","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","G.H. Shimizu","J.M. Silva","6385","2008","04","10",NA,"Brasil","PR","Adrianópolis","Fazenda Mato Preto","-48.9911003112793","-24.6571998596191",NA,"árvore, 8 m, flor amarela. Floresta Atlântica.",NA,NA,"49901","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:47:39-03","MBM","MBM","409117","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Shimizu, G.H.","Barboza, E.; Silva, J.M.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.","4560","2017","04","19","Southern America","Brazil","Paraná","Tunas do Paraná","Colônia João XXIII","-48.855556","-24.997222",NA,"Árvore com 15 m de altura; flores amarelas.; Transição entre a Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409117","MBM409117",NA,NA,"2017",NA,NA,NA,"-48.855556","-24.997222","987","987","05",NA,NA,NA,NA
"67","2020-12-21 16:47:39-03","MBM","MBM","418616","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","874","2018","10","06","Southern America","Brazil","Minas Gerais","Mariana","Beira de Estrada","-43.427778","-20.3425",NA,"Árvore 5 m; flores amarelas.; Vegetação Secundária Estágio Inicial","MBM418616",NA,NA,NA,"2019",NA,NA,NA,"-43.427778","-20.3425","830","830","04","25",NA,NA,NA
"68","2020-12-21 16:47:39-03","MBM","MBM","187937","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Yamamoto, K.","Trameirão Neto, E.","846","1992","07","28","Southern America","Brazil","Minas Gerais","Dionísio","Dionísio","-42.7766990661621","-19.8428001403809",NA,NA,"MBM187937","MBM187937","31394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:47:39-03","MBM","MBM","275253","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Barbosa, A.R.","Pifano, D.S.","s.n.","2001","09","18","Southern America","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"MBM275253","MBM275253","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:47:39-03","MBM","MBM","253022","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Negrelle","Jönsson, G.","290","1914","05","10","Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM253022",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:47:39-03","MBM","MBM","181500","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Kawasaki, M.L.","Hatschbach, G.","62521","1995","01","03","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM181500","MBM181500","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:47:39-03","MBM","MBM","11693","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Hatschbach, G.","21240","1969","03","10","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM011693","MBM011693","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:47:39-03","MBM","MBM","228623","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Cervi, A.C.; et al.; et al.","6259","1997","04","16","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM228623","MBM228623","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:47:39-03","MBM","MBM","59006","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Hatschbach, G.","39953","1977","05","27","Southern America","Brazil","Paraná","Sengés","Sengés, arredores","-49.4636001586914","-24.1128005981445",NA,NA,"MBM059006","MBM059006","55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:47:39-03","MBM","MBM","145403","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Braga, R.","42","1969","05","15","Southern America","Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,"MBM145403","MBM145403","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:47:39-03","MBM","MBM","42881","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Hatschbach, G.","21240","1947","04","17","Southern America","Brazil","Paraná","Imbuial","Estrada Curitiba - São Paulo,km 110",NA,NA,NA,NA,"MBM042881","MBM042881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:47:39-03","MBM","MBM","351303","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Valente, A.S.M.; et al.; et al.","s.n.","2001","05","12","Southern America","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,"Árvore ca. 10m. Flores amarelas","MBM351303","MBM351303","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:47:39-03","MBM","MBM","59004","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Hatschbach, G.","39885","1977","05","03","Southern America","Brazil","Paraná","Cerro Azul","Boi Perdido","-49.261100769043","-24.823600769043",NA,NA,"MBM059004","MBM059004","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:47:39-03","MBM","MBM","180858","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","França, F.","Silva, J.M.; Cervi, A.C.; Cervi, A.C.","1102","1992","04","14","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM180858","MBM180858","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:47:39-03","MBM","MBM","194335","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Cervi, A.C.","Cervi, A.C.","3663","1992","04","14","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM194335","MBM194335","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:47:39-03","MBM","MBM","6713","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Hatschbach, G.","Hatschbach, G.","19189","1968","05","07","Southern America","Brazil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576",NA,NA,"MBM006713","MBM006713","37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:47:39-03","MBM","MBM","256741","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Vianna, M.C.","Reitz, R.","7958","1981","05","07","Southern America","Brazil","Santa Catarina","Doutor Pedrinho","Doutor Pedrinho","-49.4832992553711","-26.7143993377686",NA,NA,"MBM256741","MBM256741","18739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:47:39-03","MBM","MBM","135114","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Baitello, J.B.","247","1988","02","24","Southern America","Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,"MBM135114","MBM135114","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:47:39-03","MBM","MBM","156512","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Cunha, Marcos A de","s.n.","1952","03","21","Southern America","Brazil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,"MBM156512","MBM156512","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:47:39-03","MBM","MBM","153220","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Gonçaga, L.","830","1938","07",NA,"Southern America","Brazil","São Paulo","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,"MBM153220","MBM153220","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:47:39-03","MBM","MBM","320028","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Pastore, J.A.","Custódio, L.; Custódio Filho, A.; Custódio Filho, A.","1047","1999","09",NA,"Southern America","Brazil","São Paulo","Mairiporã","Serra da Cantareira, Sausalito","-46.5800018310547","-23.3099994659424",NA,"Ocorrência de estrato arbóreo formando um dossel bem desenvolvido.; Vegetação alterada.","MBM320028","MBM320028","15840","auto","2000",NA,NA,NA,NA,NA,NA,NA,"10","05",NA,NA,NA
"87","2015-09-05 09:33:03-03","MNHN","RECOLNAT_MNHN_P","P00733883","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Mori","Regnell",NA,"1847",NA,NA,NA,"brésil",NA,NA,"Minas Geraes : Caldas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733883' target='other'> <mi>dwc_moreinfo</mi></a>","P00733883","P00733883_01",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,"iii 531",NA,NA
"88","2015-09-05 09:33:04-03","MNHN","RECOLNAT_MNHN_P","P00733884","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.","Mori","Regnell",NA,"1847",NA,NA,NA,"brésil",NA,NA,"Minas Geraes : Caldas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733884' target='other'> <mi>dwc_moreinfo</mi></a>","P00733884","P00733884_01",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,"iii 531",NA,NA
"89","2015-09-05 05:22:20-03","MNHN","RECOLNAT_MNHN_P","P04726799","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Widgren",NA,"1845","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726799' target='other'> <mi>dwc_moreinfo</mi></a>","P04726799","P04726799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-05 05:22:20-03","MNHN","RECOLNAT_MNHN_P","P04726800","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726800' target='other'> <mi>dwc_moreinfo</mi></a>","P04726800","P04726800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 551",NA,NA
"91","2015-09-05 05:22:20-03","MNHN","RECOLNAT_MNHN_P","P04726802","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Regnell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726802' target='other'> <mi>dwc_moreinfo</mi></a>","P04726802","P04726802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"570",NA,NA
"92","2015-09-05 05:22:20-03","MNHN","RECOLNAT_MNHN_P","P04726803","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou, A.",NA,"1880","3","22",NA,"Brasil","Rio de Janeiro","Teresópolis","A. Quebra Frasco]","-42.9655990600586","-22.4122009277344","hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726803' target='other'> <mi>dwc_moreinfo</mi></a>","P04726803","P04726803_01","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11948",NA,NA
"93","2015-09-05 05:22:39-03","MNHN","RECOLNAT_MNHN_P","P04726804","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou, A.",NA,"1880","2","2",NA,"Brasil","Rio de Janeiro","Petrópolis","Au alto da Imperatriz","-43.1786003112793","-22.5049991607666","hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726804' target='other'> <mi>dwc_moreinfo</mi></a>","P04726804","P04726804_01","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11949",NA,NA
"94","2015-09-05 05:22:39-03","MNHN","RECOLNAT_MNHN_P","P04726805","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou, A.",NA,"1880","2","2",NA,"Brasil","Rio de Janeiro","Petrópolis","Au Alto da Imperatriz","-43.1786003112793","-22.5049991607666","hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726805' target='other'> <mi>dwc_moreinfo</mi></a>","P04726805","P04726805_01","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11949",NA,NA
"95","2015-09-05 05:22:46-03","MNHN","RECOLNAT_MNHN_P","P04726847","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Hatschbach, G.",NA,"1968","5","7",NA,"Brasil","Paraná","Rio Branco do Sul","Curiola","-49.3142013549805","-25.1900005340576","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726847' target='other'> <mi>dwc_moreinfo</mi></a>","P04726847","P04726847_01","37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19189",NA,NA
"96","2015-09-05 05:22:20-03","MNHN","RECOLNAT_MNHN_P","P04726801","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Hoehne, F.C.",NA,"1932","4","5",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726801' target='other'> <mi>dwc_moreinfo</mi></a>","P04726801","P04726801_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28696",NA,NA
"97","2015-09-05 07:40:01-03","MNHN","RECOLNAT_MNHN_P","P04776079","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Sakane, M.",NA,"1975","6","10",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04776079' target='other'> <mi>dwc_moreinfo</mi></a>","P04776079","P04776079_01","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324",NA,NA
"98","2018-01-25 15:00:36-02","MNHN","RECOLNAT_MNHN_P","P04726848","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Glaziou, A.",NA,"1880","3","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Quebra Frasco","-42.9655990600586","-22.4122009277344","hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04726848' target='other'> <mi>dwc_moreinfo</mi></a>","P04726848","P04726848_01","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11948",NA,NA
"99","2020-12-11 11:43:05-03","UFMG","BHCB","91109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Vochysia","magnifica","Vochysia magnifica","Warm.",NA,"Stehmann, JR; Lombardi, JA; Mota, RC da","4018","2005","02","21","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, trilha do Pequizeiro","-40.056083","-16.405194",NA,"Árvore, ca. 15m de altura; flores amarela; em remanescente de Floresta Ombrófila Densa. Coordenadas originais: 16°24'18,7-23'59S; 40°03'21,9-42,5W",NA,NA,NA,NA,NA,NA,NA,NA,"-40.056083","-16.405194","770","770",NA,NA,NA,NA,NA
